date,quarterlyInventory,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyDilutedEPS,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyResearchAndDevelopment
1986-07-31,97000000.0,,428400000.0,,-94300000.0,,,,31300000.0,,48500000.0,,,3800000.0,,,14400000.0,,,,,,,659200000.0,114500000.0,,,,446600000.0,,,,,,,,,,-469600000.0,,,,,,93300000.0,,,408200000.0,200600000,522700000.0,-469600000,,,212600000.0,163000000.0,,3300000.0,10700000.0,203200000.0,,,,,,245200000.0,,,8300000,,251000000.0,,,,,,,
1986-10-31,,,,,,,0.075,,,,,,,,,,,,,,,,98676000.0,,,,,,,,,,,,,,,,186700000.0,,,,,,,,,,186700000,,186700000,0.075,,,,,,,,,,,,,,,98676000.0,7400000,,,,,,,,,
1987-01-31,,,,,,,0.0775,,,,,,,,,,,,,,,,101488000.0,,,,,,,,,,,,,,,,216200000.0,,,,,,,,,,216200000,,216200000,0.075,,,,,,,,,,,,,,,101488000.0,7900000,,,,,,,,,
1987-04-30,,,,,,,0.095,,,,,,,,,,,,,,,,101548000.0,,,,,,,,,,,,,,,,252000000.0,,,,,,,,,,252000000,,252000000,0.09,,,,,,,,,,,,,,,101548000.0,9600000,,,,,,,,,
1987-07-31,124900000.0,,663800000.0,,-114400000.0,,,,38400000.0,,92400000.0,,,5200000.0,,,29700000.0,,,,,,,966500000.0,131700000.0,,,,698700000.0,,,,,,,,,,-588000000.0,,,,,,116800000.0,,,628300000.0,206100000,778200000.0,-588000000,,,267800000.0,224100000.0,,5000000.0,12100000.0,353700000.0,,,,,,404200000.0,,,5200000,,338200000.0,,,,,,,
1987-10-31,,,,,,,0.005,,,,,,,,,,,,,,,,111548000.0,,,,,,,,,,,,,,,,221600000.0,,,,,,,,,,221600000,,221600000,0.005,,,,,,,,,,,,,,,111548000.0,600000,,,,,,,,,
1988-01-31,,,,,,,0.07,,,,,,,,,,,,,,,,111276000.0,,,,,,,,,,,,,,,,257200000.0,,,,,,,,,,257200000,,257200000,0.07,,,,,,,,,,,,,,,111276000.0,7800000,,,,,,,,,
1988-04-30,,,,,,,0.0425,,,,,,,,,,,,,,,,111276000.0,,,,,,,,,,,,,,,,342600000.0,,,,,,,,,,342600000,,342600000,0.0425,,,,,,,,,,,,,,,111276000.0,4700000,,,,,,,,,
1988-07-31,193000000.0,,826200000.0,,-176800000.0,,,,46000000.0,,211400000.0,,,19200000.0,,,76200000.0,,,,,,,1376500000.0,198600000.0,,,,921600000.0,,,,,,,,,,-786700000.0,,,,,,131600000.0,,,1007800000.0,358700000,1003000000.0,-786700000,,,454900000.0,410000000.0,,25800000.0,43200000.0,508600000.0,,,,,,597800000.0,,,2600000,,368700000.0,,,,,,,
1988-10-31,,,,,,,0.04,,,,,,,,,,,,,,,,111276000.0,,,,,,,,,,,,,,,,355500000.0,,,,,,,,,,355500000,,355500000,0.04,,,,,,,,,,,,,,,111276000.0,4400000,,,,,,,,,
1989-01-31,,,,,,,0.1025,,,,,,,,,,,,,,,,111276000.0,,,,,,,,,,,,,,,,402000000.0,,,,,,,,,,402000000,,402000000,0.0975,,,,,,,,,,,,,,,111276000.0,11100000,,,,,,,,,
1989-04-30,,,,,,,0.0575,,,,,,,,,,,,,,,,111276000.0,,,,,,,,,,,,,,,,456900000.0,,,,,,,,,,456900000,,456900000,0.0575,,,,,,,,,,,,,,,111276000.0,6400000,,,,,,,,,
1989-07-31,216200000.0,,932700000.0,,-186400000.0,,,,51100000.0,,13400000.0,,,,,,136400000.0,,,,,,,1578100000.0,448500000.0,,,,1069100000.0,,,,,,,,,,-1152400000.0,,,,,,152000000.0,,,1184800000.0,404400000,1119100000.0,-1152400000,,,509000000.0,461900000.0,,14200000.0,90800000.0,581000000.0,,,,,,722900000.0,,,6400000,,393300000.0,,,,,,,
1989-10-31,,,,,,,-0.0775,,,,,,,,,,,,,,,,111276000.0,,,,,,,,,,,,,,,,391400000.0,,,,,,,,,,391400000,,391400000,-0.0775,,,,,,,,,,,,,,,111276000.0,-8400000,,,,,,,,,
1990-01-31,,,,,,,-1.6775,,,,,,,,,,,,,,,,111276000.0,,,,,,,,,,,,,,,,431600000.0,,,,,,,,,,431600000,,431600000,-1.6775,,,,,,,,,,,,,,,111276000.0,-186600000,,,,,,,,,
1990-04-30,,,,,,,-0.0575,,,,,,,,,,,,,,,,111276000.0,,,,,,,,,,,,,,,,517600000.0,,,,,,,,,,517600000,,517600000,-0.0575,,,,,,,,,,,,,,,111276000.0,-6400000,,,,,,,,,
1990-07-31,146600000.0,,678200000.0,,-243200000.0,86800000.0,,86800000.0,60200000.0,,252200000.0,,,10800000.0,,,162300000.0,,,,,,,1523400000.0,894100000.0,,,,851300000.0,,,,,,,,,,-1363500000.0,,,,,,44700000.0,,,1217500000.0,264000000,921400000.0,-1363500000,,,672100000.0,1146300000.0,,270500000.0,11000000.0,,,,,,,71200000.0,,,8300000,,200600000.0,,,,,,,
1990-10-31,,,,,,,0.215,,,,,,,,,,,,,,,,111276000.0,,,,,,,,,,,,,2400000.0,,,380900000.0,,,,,,,,,,380900000,,380900000,0.215,,,,,,,,,,,,,,,111276000.0,2400000,,,2400000.0,,,,,,
1991-01-31,,,,,,,-0.0175,,,,,,,,,,,,,,,,111276000.0,,,,,,,,,,,,,,,,416700000.0,,,,,,,,,,416700000,,416700000,-0.0175,,,,,,,,,,,,,,,111276000.0,-1900000,,,,,,,,,
1991-04-30,,,,,,,0.035,,,,,,,,,,,,,,,,111276000.0,,,,,,,,,,,,,,,,430100000.0,,,,,,,,,,430100000,,430100000,0.035,,,,,,,,,,,,,,,111276000.0,3800000,,,,,,,,,
1991-07-31,138100000.0,,730700000.0,,-309300000.0,52600000.0,,52600000.0,66200000.0,,152100000.0,,,17700000.0,,,106000000.0,,,,,,,1276300000.0,73200000.0,,,,854400000.0,,,,184600000.0,,,,,,-1165000000.0,,,,,,-30400000.0,,,996100000.0,470100000,1040000000.0,-1165000000,,,421900000.0,409900000.0,,24200000.0,14500000.0,505500000.0,,,,,,586200000.0,,,10000000,,232900000.0,,,,,,,
1991-10-31,,,,,,,0.205,,,,,,,,,,,,,,,,111276000.0,,,,,,,,,,,,,,,,549400000.0,,,,,,,,,,549400000,,549400000,0.205,,,,,,,,,,,,,,,111276000.0,22700000,,,,,,,,,
1992-01-31,160700000.0,4300000.0,685800000.0,-3200000.0,-309300000.0,19700000.0,0.07,19700000.0,72600000.0,,113700000.0,11600000.0,51800000.0,16100000.0,,,104900000.0,,,,13400000.0,,130000000.0,1222800000.0,0.0,,,,806800000.0,,,,235200000.0,,,9100000.0,,,52500000.0,,,,,,-1900000.0,,,845400000.0,412400000,995100000.0,30700000,0.055,,416000000.0,348900000.0,,14100000.0,13400000.0,410500000.0,,329900000.0,,,,496500000.0,82500000.0,130000000.0,9100000,,326100000.0,9100000.0,30000000.0,,,,,
1992-04-30,165000000.0,13200000.0,659600000.0,400000.0,-309300000.0,22000000.0,0.1875,22000000.0,77900000.0,,100200000.0,10400000.0,54900000.0,15300000.0,0.0,-33000000.0,104300000.0,1300000.0,-6300000.0,42900000.0,38800000.0,,136533333.0,1262800000.0,100000.0,3100000.0,,200000.0,779200000.0,,20800000.0,,286200000.0,0.0,,25600000.0,12700000.0,,74400000.0,0.0,-6800000.0,-3200000.0,,-15700000.0,20900000.0,,36600000.0,859100000.0,530200000,968900000.0,52900000,0.13,,483600000.0,386500000.0,,10700000.0,12600000.0,382100000.0,,422400000.0,,,,472600000.0,107800000.0,136533333.0,25600000,,349200000.0,25600000.0,33400000.0,-300000.0,,,,
1992-07-31,135500000.0,10100000.0,591000000.0,3300000.0,-329500000.0,40600000.0,,40600000.0,64400000.0,,62700000.0,3500000.0,42000000.0,14000000.0,100000.0,-78900000.0,103500000.0,111300000.0,-8000000.0,108200000.0,31200000.0,,,1101800000.0,74000000.0,21800000.0,,-26700000.0,708500000.0,,16000000.0,,183400000.0,0.0,,21100000.0,-7000000.0,,50800000.0,0.0,-7500000.0,-3500000.0,,68300000.0,38400000.0,,100200000.0,582500000.0,400400000,920500000.0,34800000,,,393300000.0,320100000.0,,16200000.0,4800000.0,193200000.0,,323600000.0,,,,262400000.0,76800000.0,,21100000,,464100000.0,21100000.0,26000000.0,-1800000.0,,,,
1992-10-31,143300000.0,11200000.0,595600000.0,2700000.0,-329500000.0,27600000.0,0.1525,27600000.0,66900000.0,,54400000.0,4400000.0,55500000.0,13800000.0,-100000.0,-16200000.0,113200000.0,22200000.0,-7300000.0,9600000.0,36800000.0,,213333333.0,1206700000.0,0.0,-14000000.0,,-16700000.0,722600000.0,,20600000.0,,314900000.0,41600000.0,,25600000.0,3000000.0,,62600000.0,0.0,-7400000.0,-6300000.0,,-39600000.0,61600000.0,,2300000.0,621400000.0,496100000,925100000.0,42000000,0.12,,484100000.0,369300000.0,,20100000.0,3000000.0,182200000.0,,398600000.0,,,,252100000.0,97500000.0,167868852.0,25600000,,527200000.0,25600000.0,34900000.0,-1800000.0,,,,
1993-01-31,160700000.0,7200000.0,588200000.0,2300000.0,-329500000.0,34300000.0,0.1125,34300000.0,63500000.0,,53500000.0,4600000.0,53300000.0,15500000.0,100000.0,14400000.0,118900000.0,5700000.0,-10100000.0,26500000.0,26700000.0,,216666667.0,1217300000.0,0.0,7600000.0,,-3200000.0,722600000.0,,20300000.0,,298400000.0,0.0,,19500000.0,3700000.0,,52900000.0,0.0,-33200000.0,-5500000.0,,-16400000.0,74600000.0,,16400000.0,614600000.0,473600000,917700000.0,32200000,0.09,,494700000.0,351900000.0,,18500000.0,2800000.0,196400000.0,,388100000.0,,,,262700000.0,85500000.0,173333333.0,19500000,,541900000.0,19500000.0,32600000.0,-24400000.0,,,,
1993-04-30,146100000.0,16600000.0,573800000.0,4600000.0,-329500000.0,51000000.0,0.1975,51000000.0,65700000.0,,50700000.0,4100000.0,58300000.0,14900000.0,100000.0,-61100000.0,126800000.0,27700000.0,-11300000.0,93800000.0,51500000.0,,221587302.0,1258300000.0,100000.0,16800000.0,,-23200000.0,715500000.0,,20300000.0,,362700000.0,0.0,,34900000.0,10900000.0,,76200000.0,0.0,-16000000.0,-5700000.0,,27800000.0,104000000.0,,82500000.0,595500000.0,584000000,903300000.0,55700000,0.1575,,542800000.0,413500000.0,,15200000.0,3000000.0,113300000.0,,470000000.0,,,,182000000.0,114000000.0,176708861.0,34900000,,598400000.0,34900000.0,37800000.0,-5200000.0,,,,
1993-07-31,145600000.0,12500000.0,573200000.0,4600000.0,-392800000.0,81700000.0,,81700000.0,70700000.0,,5900000.0,500000.0,55200000.0,16600000.0,-100000.0,-43900000.0,129500000.0,40300000.0,-20600000.0,105600000.0,42400000.0,,,1206900000.0,100600000.0,31200000.0,,-37500000.0,719300000.0,,20100000.0,,234300000.0,0.0,,29900000.0,-4200000.0,,61400000.0,0.0,-30500000.0,-5800000.0,,59800000.0,127800000.0,,85000000.0,485200000.0,487700000,966000000.0,41300000,,,487600000.0,340800000.0,,15500000.0,-100000.0,73800000.0,,391200000.0,,,,144400000.0,96500000.0,,29900000,,657000000.0,29900000.0,35100000.0,-10100000.0,,,,
1993-10-31,142800000.0,21400000.0,562700000.0,4100000.0,-392800000.0,107600000.0,0.175,107600000.0,66000000.0,,18900000.0,1200000.0,55000000.0,14800000.0,100000.0,102200000.0,162100000.0,110900000.0,-17900000.0,-25600000.0,57100000.0,,230322581.0,1366800000.0,0.0,28100000.0,,-1300000.0,739600000.0,,19100000.0,,369700000.0,79500000.0,,35700000.0,2100000.0,,77900000.0,0.0,-48500000.0,-8000000.0,,-82500000.0,151100000.0,,-43500000.0,512900000.0,559300000,955500000.0,58800000,0.155,,627200000.0,388600000.0,,14700000.0,100000.0,58200000.0,,445500000.0,,,,124300000.0,113800000.0,204000000.0,35700000,,787600000.0,35700000.0,35900000.0,-34100000.0,,,,
1994-01-31,174800000.0,21000000.0,605300000.0,5000000.0,-392800000.0,119600000.0,0.1675,119600000.0,66900000.0,,32400000.0,1100000.0,61600000.0,32400000.0,-3900000.0,-13400000.0,161700000.0,20100000.0,-25400000.0,88200000.0,58300000.0,,240645161.0,1465900000.0,0.0,12600000.0,,-19700000.0,799400000.0,,20900000.0,,399700000.0,0.0,,37300000.0,2600000.0,,79100000.0,0.0,-62200000.0,-6100000.0,,27700000.0,178900000.0,,62800000.0,549800000.0,584800000,998100000.0,58100000,0.155,,666500000.0,432100000.0,,15400000.0,0.0,50800000.0,,465100000.0,,,,117700000.0,119700000.0,222686567.0,37300000,,831500000.0,37300000.0,40600000.0,-43900000.0,,,,
1994-04-30,,,,,,,0.23,,,,,,,,-16902734.787834,24124007.933635,,37444978.501006,-131732212.297134,70158096.506594,,,246117647.0,0.0,,1067405.49853,,,,,20950009.410333,,,0.0,,52300000.0,-63188845.134856,,752950009.410333,117773949.300015,-93214698.941699,-13045194.214816,,,,,-61574115.79054,,732000000,,732000000,0.2125,,0.0,0.0,,,,,,,,,,,,227391304.0,52300000,,0.0,52300000.0,,77999999.999999,,,,
1994-07-31,213900000.0,,677900000.0,,-439100000.0,147800000.0,,147800000.0,78100000.0,,31800000.0,,,48700000.0,13902734.787834,-22224007.933635,172600000.0,26755021.498994,28032212.297134,109341903.493406,,,,1666400000.0,146900000.0,30332594.50147,,,899200000.0,,24949990.589667,,362300000.0,117773949.300015,,46800000.0,64288845.134856,,-1547950009.410333,0.0,-56785301.058301,-5954805.785184,,,234500000.0,,137374115.79054,650700000.0,745700000,1117000000.0,-1572900000,,,767200000.0,541000000.0,,18600000.0,100000.0,31500000.0,,,,,,109700000.0,,,46800000,,951800000.0,46800000.0,,-135199999.999999,,,,
1994-10-31,202400000.0,28200000.0,719000000.0,9300000.0,-439100000.0,105600000.0,0.245,105600000.0,78200000.0,,18600000.0,200000.0,75400000.0,60000000.0,-100000.0,-27900000.0,169300000.0,1300000.0,-52200000.0,37900000.0,87900000.0,,248750000.0,1776800000.0,-100000.0,-45900000.0,,,948300000.0,,25700000.0,,578400000.0,151600000.0,,59700000.0,-13400000.0,,106500000.0,0.0,-55900000.0,-12300000.0,,-34100000.0,288200000.0,,-14300000.0,705400000.0,768400000,1158100000.0,80800000,0.24,,828500000.0,596900000.0,,21300000.0,100000.0,30200000.0,,612200000.0,,,,108500000.0,156200000.0,243673469.0,59700000,,1017700000.0,59700000.0,49700000.0,-34700000.0,,,,
1995-01-31,249200000.0,24600000.0,773200000.0,5000000.0,-439100000.0,75500000.0,0.2125,75500000.0,74000000.0,,40100000.0,100000.0,81800000.0,55900000.0,-1300000.0,-7900000.0,163400000.0,2800000.0,-41400000.0,22600000.0,76800000.0,,245647059.0,1852800000.0,100000.0,-24200000.0,,,992500000.0,,26200000.0,,581300000.0,0.0,,52200000.0,-1200000.0,,101100000.0,0.0,-39000000.0,-10500000.0,,-52300000.0,304000000.0,,-18800000.0,729300000.0,784800000,1212300000.0,73900000,0.2125,,860300000.0,621500000.0,,23800000.0,0.0,33800000.0,,629100000.0,,,,107800000.0,155700000.0,245647059.0,52200000,,1034500000.0,52200000.0,54600000.0,-14700000.0,,,,
1995-04-30,281700000.0,28200000.0,815600000.0,7400000.0,-439100000.0,152600000.0,0.2425,152600000.0,74900000.0,,20000000.0,400000.0,88300000.0,58100000.0,-2000000.0,-37200000.0,175400000.0,200000.0,-47700000.0,161200000.0,87100000.0,,245416667.0,2026500000.0,0.0,71500000.0,,-500000.0,1049100000.0,,31300000.0,,685900000.0,0.0,,58900000.0,-1900000.0,,113300000.0,0.0,-52400000.0,-13000000.0,,68800000.0,362200000.0,,113500000.0,816800000.0,903700000,1254700000.0,82000000,0.24,,977400000.0,705900000.0,,25200000.0,-100000.0,36100000.0,,733400000.0,,,,110900000.0,170300000.0,242886598.0,58900000,,1113500000.0,58900000.0,59000000.0,36500000.0,,,,
1995-07-31,308200000.0,21500000.0,882200000.0,17700000.0,-542100000.0,296400000.0,,296400000.0,76600000.0,,57600000.0,600000.0,79500000.0,64600000.0,-1300000.0,151000000.0,180400000.0,32700000.0,-142200000.0,94300000.0,81400000.0,,,2221900000.0,220600000.0,144600000.0,,100000.0,1127200000.0,,25600000.0,,430100000.0,0.0,,59900000.0,12600000.0,,90400000.0,0.0,-100700000.0,-12000000.0,,20900000.0,408900000.0,,-47900000.0,943600000.0,824700000,1424300000.0,64800000,,,1094700000.0,708300000.0,,20000000.0,100000.0,158600000.0,,680400000.0,,,,235300000.0,144300000.0,,59900000,,1167300000.0,59900000.0,53900000.0,-19400000.0,,,,
1995-10-31,348300000.0,26600000.0,975600000.0,3900000.0,-542100000.0,468900000.0,0.2175,468900000.0,84000000.0,,73900000.0,600000.0,99200000.0,64600000.0,0.0,326000000.0,130700000.0,,-44000000.0,-113700000.0,80100000.0,,248837209.0,2672200000.0,-100000.0,161000000.0,,,1170900000.0,,34500000.0,,662000000.0,307900000.0,,53500000.0,3000000.0,,114500000.0,0.0,-51300000.0,-12400000.0,,-204700000.0,455800000.0,,-157700000.0,1337200000.0,963000000,1517700000.0,80000000,0.215,,1501300000.0,735800000.0,,22800000.0,200000.0,517200000.0,,783800000.0,,,,601400000.0,179200000.0,245977011.0,53500000,,1224000000.0,53500000.0,64700000.0,-8000000.0,,,,
1996-01-31,325500000.0,23000000.0,980400000.0,2600000.0,-542100000.0,429100000.0,0.1875,429100000.0,83200000.0,,63200000.0,2000000.0,97800000.0,61300000.0,100000.0,-35800000.0,125500000.0,,-79100000.0,89000000.0,69100000.0,,259718310.0,2545400000.0,0.0,-33000000.0,,,1167200000.0,,33000000.0,,577100000.0,0.0,,46100000.0,1800000.0,,104400000.0,0.0,-86100000.0,-12000000.0,,9300000.0,480200000.0,,9900000.0,1217700000.0,955700000,1522500000.0,70600000,0.1775,,1378200000.0,640300000.0,,19500000.0,-100000.0,494300000.0,,787300000.0,,,,577400000.0,168400000.0,245866667.0,46100000,,1220100000.0,46100000.0,64000000.0,8100000.0,,,,
1996-04-30,331300000.0,33100000.0,1050600000.0,4100000.0,-542100000.0,361100000.0,0.2625,361100000.0,86700000.0,,69700000.0,3500000.0,107600000.0,90900000.0,100000.0,-6400000.0,133200000.0,100000.0,-63200000.0,79300000.0,97400000.0,,262448980.0,2757400000.0,0.0,-70900000.0,,,1274700000.0,,35400000.0,,723900000.0,0.0,,64300000.0,8100000.0,-6900000.0,137300000.0,0.0,-143900000.0,-12500000.0,,-29500000.0,536900000.0,,16100000.0,1377300000.0,1167100000,1592700000.0,101900000,0.245,,1482700000.0,793600000.0,,18100000.0,0.0,497000000.0,,957600000.0,,,,583700000.0,209500000.0,244952381.0,64300000,,1268100000.0,64300000.0,72900000.0,-83400000.0,,,,
1996-07-31,382800000.0,30900000.0,1098500000.0,3500000.0,-668500000.0,793000000.0,,793000000.0,92100000.0,,38500000.0,2800000.0,109100000.0,92100000.0,-100000.0,342200000.0,131300000.0,368200000.0,-54400000.0,161500000.0,92100000.0,,,3190200000.0,212000000.0,434800000.0,,,1321900000.0,,35600000.0,,522900000.0,0.0,,61200000.0,-7000000.0,,130500000.0,0.0,-69000000.0,-13900000.0,,61300000.0,584100000.0,,107100000.0,1381200000.0,1178800000,1767000000.0,94900000,,,1868300000.0,773400000.0,,17800000.0,0.0,515700000.0,,974800000.0,,,,607800000.0,204000000.0,,61200000,,1696400000.0,61200000.0,73500000.0,-40800000.0,,,,
1996-10-31,421400000.0,42200000.0,1279900000.0,8400000.0,-668500000.0,687000000.0,0.27,687000000.0,94200000.0,,52200000.0,,129500000.0,164000000.0,0.0,100000.0,140600000.0,,-129600000.0,132900000.0,120500000.0,,307058824.0,3542400000.0,0.0,-127700000.0,,,1584500000.0,,41800000.0,,901800000.0,814600000.0,,78300000.0,3200000.0,-5200000.0,158600000.0,0.0,-260700000.0,-14300000.0,,9600000.0,657800000.0,,3300000.0,1335300000.0,1372900000,1948400000.0,116800000,0.255,,1957900000.0,954000000.0,,21400000.0,-100000.0,287200000.0,,1126600000.0,,,,381300000.0,246300000.0,290000000.0,78300000,,2090000000.0,78300000.0,87700000.0,-136900000.0,,,,
1997-01-31,421900000.0,42700000.0,1258000000.0,117200000.0,-668500000.0,857900000.0,0.6025,857900000.0,88100000.0,,44100000.0,,128100000.0,153900000.0,17100000.0,-3600000.0,134400000.0,,-91400000.0,69000000.0,214200000.0,,311818182.0,3618600000.0,100000.0,177000000.0,,,1546300000.0,,42000000.0,,900400000.0,0.0,,171500000.0,-104300000.0,-6200000.0,141400000.0,0.0,111700000.0,-19800000.0,,-39700000.0,806700000.0,,-22400000.0,1311300000.0,1332200000,1926500000.0,99000000,0.55,,2072300000.0,944600000.0,,23600000.0,0.0,278600000.0,,1105100000.0,,,,366700000.0,227100000.0,284647303.0,171500000,,2218900000.0,171500000.0,85700000.0,-57800000.0,,,,
