date,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyRepurchaseOfCapitalStock,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyGoodwill,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCurrentDeferredRevenue,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyBasicEPS,quarterlyDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyBasicAverageShares,quarterlyDilutedAverageShares
2005-03-31,5131000000.0,18000000.0,609000000.0,,,,-405000000.0,7283000000.0,692000000.0,419000000.0,2422000000.0,609000000.0,-269000000.0,90000000.0,279000000,2692000000,,394000000.0,-68000000.0,-5196000000.0,-283000000.0,190000000.0,719000000.0,734000000.0,9045000000.0,16441000000.0,231000000.0,,8836000000.0,,3114000000.0,8000000.0,-206000000.0,11245000000.0,440000000,,,,450000000.0,1058000000.0,7487000000.0,874000000.0,,14924000000.0,23760000000.0,,4132000000.0,,223000000.0,,,,734000000.0,74000000.0,-3000000.0,609000000.0,-246000000.0,1634000000.0,70000000.0,17000000.0,,223000000,223000000.0,18629000000.0,463000000.0,2608000000.0,,-50000000.0,1355000000.0,,,,,,,,
2005-06-30,5647000000.0,25000000.0,726000000.0,,,,-429000000.0,5205000000.0,796000000.0,609000000.0,2915000000.0,726000000.0,-316000000.0,576000000.0,213000000,2272000000,,-461000000.0,9000000.0,-5272000000.0,559000000.0,117000000.0,-154000000.0,652000000.0,8765000000.0,16706000000.0,159000000.0,,9149000000.0,,3161000000.0,36000000.0,-89000000.0,11434000000.0,376000000,,,,-470000000.0,746000000.0,7181000000.0,3117000000.0,,15056000000.0,24205000000.0,,4369000000.0,,121000000.0,,,6729000000.0,652000000.0,72000000.0,0.0,726000000.0,-288000000.0,1526000000.0,101000000.0,9000000.0,,123000000,121000000.0,18558000000.0,437000000.0,2607000000.0,,-69000000.0,1313000000.0,,,,,,,,
2005-09-30,5877000000.0,-5000000.0,503000000.0,,,,-383000000.0,11925000000.0,1088000000.0,726000000.0,2952000000.0,503000000.0,-372000000.0,26000000.0,79000000,2726000000,,-70000000.0,-102000000.0,-5375000000.0,-131000000.0,-223000000.0,96000000.0,305000000.0,13120000000.0,17155000000.0,162000000.0,,13468000000.0,,3308000000.0,-60000000.0,0.0,11780000000.0,236000000,,,,-276000000.0,693000000.0,11590000000.0,800000000.0,,15511000000.0,28979000000.0,,4346000000.0,,222000000.0,,,6883000000.0,305000000.0,77000000.0,0.0,503000000.0,-188000000.0,2033000000.0,240000000.0,131000000.0,,222000000,222000000.0,23102000000.0,301000000.0,2756000000.0,,-74000000.0,1954000000.0,,,,,,,,
2005-12-31,6160000000.0,-15000000.0,772000000.0,,,,-386000000.0,11142000000.0,1412000000.0,503000000.0,2958000000.0,772000000.0,-447000000.0,2000000.0,513000000,4047000000,,-554000000.0,-122000000.0,-5463000000.0,872000000.0,269000000.0,-140000000.0,1062000000.0,12157000000.0,17564000000.0,419000000.0,,13318000000.0,,3588000000.0,58000000.0,200000000.0,12101000000.0,678000000,,,,-587000000.0,1359000000.0,9543000000.0,1192000000.0,,15895000000.0,29213000000.0,,4823000000.0,,355000000.0,,,8131000000.0,1062000000.0,83000000.0,-203000000.0,772000000.0,-463000000.0,2688000000.0,212000000.0,-24000000.0,,361000000,355000000.0,23053000000.0,318000000.0,2683000000.0,,-75000000.0,2175000000.0,,,,,,,,
2006-03-31,6483000000.0,-7000000.0,650000000.0,,,,-375000000.0,7400000000.0,4286000000.0,770000000.0,3093000000.0,650000000.0,-420000000.0,17000000.0,416000000,3349000000,,454000000.0,-43000000.0,-5507000000.0,-469000000.0,-120000000.0,855000000.0,762000000.0,10716000000.0,17676000000.0,348000000.0,,12088000000.0,,3765000000.0,110000000.0,-12000000.0,12169000000.0,575000000,,,,435000000.0,1340000000.0,5517000000.0,3940000000.0,,15962000000.0,28050000000.0,,4778000000.0,,255000000.0,,,,762000000.0,96000000.0,2000000.0,650000000.0,-506000000.0,2009000000.0,98000000.0,14000000.0,,238000000,257000000.0,21567000000.0,294000000.0,2693000000.0,,-65000000.0,1593000000.0,,,,,,,,
2006-06-30,6827000000.0,522000000.0,721000000.0,,,,-390000000.0,6999000000.0,3871000000.0,650000000.0,3157000000.0,721000000.0,-473000000.0,29000000.0,337000000,2486000000,,-345000000.0,-173000000.0,-5544000000.0,-17000000.0,72000000.0,-63000000.0,1056000000.0,9829000000.0,17929000000.0,281000000.0,,11232000000.0,,4060000000.0,96000000.0,0.0,12385000000.0,508000000,,,,-536000000.0,688000000.0,4758000000.0,3376000000.0,,16055000000.0,27287000000.0,,4414000000.0,,371000000.0,,,7823000000.0,1056000000.0,87000000.0,91000000.0,721000000.0,152000000.0,1798000000.0,136000000.0,6000000.0,,185000000,373000000.0,20460000000.0,288000000.0,2575000000.0,,-69000000.0,1461000000.0,,,,,,,,
2006-09-30,7476000000.0,573000000.0,1501000000.0,,,,-401000000.0,7435000000.0,4448000000.0,721000000.0,0.0,1501000000.0,-574000000.0,43000000.0,464000000,2694000000,,189000000.0,160000000.0,-5644000000.0,170000000.0,780000000.0,599000000.0,1253000000.0,10796000000.0,18324000000.0,800000000.0,,12735000000.0,,4635000000.0,257000000.0,0.0,12680000000.0,627000000,,,,25000000.0,615000000.0,4942000000.0,3499000000.0,,16311000000.0,29046000000.0,,4416000000.0,,653000000.0,,,7919000000.0,1253000000.0,90000000.0,8000000.0,1501000000.0,11000000.0,2079000000.0,300000000.0,392000000.0,,543000000,653000000.0,21570000000.0,423000000.0,2560000000.0,,-69000000.0,1615000000.0,,,,,,,,
2006-12-31,7511000000.0,170000000.0,924000000.0,,,,-415000000.0,6795000000.0,1587000000.0,1501000000.0,3245000000.0,924000000.0,-440000000.0,8000000.0,568000000,3245000000,,-419000000.0,133000000.0,-5741000000.0,-296000000.0,-581000000.0,238000000.0,933000000.0,10349000000.0,18916000000.0,309000000.0,,12016000000.0,,4681000000.0,180000000.0,-25000000.0,13175000000.0,734000000,,-7000000.0,,-202000000.0,834000000.0,7684000000.0,4082000000.0,,16933000000.0,28949000000.0,,4525000000.0,,132000000.0,,,8292000000.0,933000000.0,78000000.0,12000000.0,920000000.0,-523000000.0,2411000000.0,215000000.0,-219000000.0,,129000000,125000000.0,21438000000.0,479000000.0,2577000000.0,,-80000000.0,1843000000.0,,,,,,,,
2007-03-31,7709000000.0,-6000000.0,1659000000.0,,,,-415000000.0,5592000000.0,3782000000.0,920000000.0,0.0,1659000000.0,-423000000.0,16000000.0,267000000,3004000000,,1124000000.0,-104000000.0,-5837000000.0,-245000000.0,738000000.0,1383000000.0,101000000.0,9200000000.0,19323000000.0,290000000.0,,10731000000.0,,4837000000.0,63000000.0,,13486000000.0,436000000,,,,960000000.0,485000000.0,5164000000.0,3369000000.0,,17293000000.0,28024000000.0,,4520000000.0,,228000000.0,,-5000000.0,,101000000.0,70000000.0,2000000.0,1658000000.0,-400000000.0,2519000000.0,111000000.0,69000000.0,,227000000,228000000.0,20315000000.0,444000000.0,2639000000.0,,-79000000.0,2252000000.0,,,,,,,,
2007-06-30,7989000000.0,-40000000.0,1353000000.0,,,,-368000000.0,6040000000.0,3849000000.0,1658000000.0,0.0,1353000000.0,-466000000.0,12000000.0,414000000,2661000000,,-183000000.0,65000000.0,-5930000000.0,-148000000.0,-335000000.0,292000000.0,967000000.0,9467000000.0,19980000000.0,423000000.0,,10588000000.0,,5032000000.0,143000000.0,,14050000000.0,585000000,,,,-174000000.0,1044000000.0,4508000000.0,3028000000.0,,17889000000.0,28477000000.0,,4219000000.0,,277000000.0,,0.0,7992000000.0,967000000.0,69000000.0,5000000.0,1352000000.0,-479000000.0,1617000000.0,167000000.0,54000000.0,,280000000,277000000.0,20312000000.0,501000000.0,2690000000.0,,-73000000.0,1203000000.0,,,,,,,,
2007-09-30,8080000000.0,-17000000.0,1073000000.0,,,,-367000000.0,6339000000.0,3947000000.0,1352000000.0,0.0,1073000000.0,-468000000.0,8000000.0,499000000,2663000000,,-712000000.0,81000000.0,-6033000000.0,288000000.0,-280000000.0,-104000000.0,1213000000.0,9831000000.0,20362000000.0,465000000.0,,11130000000.0,,5256000000.0,135000000.0,,14329000000.0,673000000,,,,-572000000.0,904000000.0,4518000000.0,3393000000.0,,18172000000.0,29302000000.0,,4502000000.0,,305000000.0,,,8365000000.0,1213000000.0,70000000.0,3000000.0,1072000000.0,-464000000.0,1759000000.0,325000000.0,24000000.0,,330000000,305000000.0,21057000000.0,582000000.0,2718000000.0,,-82000000.0,1260000000.0,,,,,,,,
2007-12-31,8339000000.0,19000000.0,669000000.0,,,,-323000000.0,6484000000.0,1563000000.0,1072000000.0,0.0,669000000.0,-654000000.0,4000000.0,493000000,3110000000,,-103000000.0,107000000.0,-6033000000.0,-191000000.0,-375000000.0,546000000.0,1071000000.0,10394000000.0,20917000000.0,471000000.0,,11338000000.0,,5464000000.0,183000000.0,-24000000.0,14884000000.0,665000000,,101000000.0,,-108000000.0,-21000000.0,7615000000.0,3961000000.0,,18753000000.0,30091000000.0,,4553000000.0,,289000000.0,,,8331000000.0,1071000000.0,71000000.0,11000000.0,668000000.0,-730000000.0,3131000000.0,224000000.0,39000000.0,,288000000,289000000.0,21752000000.0,592000000.0,2938000000.0,,-82000000.0,2638000000.0,,,,,,,,
2008-03-31,8577000000.0,4000000.0,806000000.0,,,,-264000000.0,5583000000.0,3218000000.0,668000000.0,0.0,806000000.0,-544000000.0,4000000.0,371000000,3270000000,,365000000.0,-58000000.0,-6132000000.0,518000000.0,138000000.0,729000000.0,1653000000.0,9924000000.0,21420000000.0,369000000.0,,10470000000.0,,5622000000.0,127000000.0,-2000000.0,15288000000.0,546000000,,,,185000000.0,1807000000.0,4898000000.0,3978000000.0,,19384000000.0,29854000000.0,,4589000000.0,,242000000.0,,-579000000.0,,1653000000.0,62000000.0,-10000000.0,806000000.0,-1109000000.0,1463000000.0,103000000.0,46000000.0,,242000000,242000000.0,21126000000.0,570000000.0,3160000000.0,,-82000000.0,1092000000.0,,,,,,,,
2008-06-30,7683000000.0,61000000.0,230000000.0,,,,-337000000.0,1158000000.0,879000000.0,806000000.0,0.0,230000000.0,-570000000.0,7000000.0,178000000,2503000000,,-176000000.0,109000000.0,-6062000000.0,-658000000.0,-576000000.0,131000000.0,1131000000.0,4276000000.0,21633000000.0,446000000.0,,2510000000.0,,5780000000.0,202000000.0,-1000000000.0,15571000000.0,349000000,,,,-439000000.0,1517000000.0,2121000000.0,997000000.0,,21245000000.0,23755000000.0,,4809000000.0,,244000000.0,,-1601000000.0,8583000000.0,1131000000.0,41000000.0,11000000.0,230000000.0,-49000000.0,986000000.0,125000000.0,299000000.0,,244000000,244000000.0,15863000000.0,727000000.0,4737000000.0,,-84000000.0,808000000.0,,,,,,,,
2008-09-30,7898000000.0,-11000000.0,198000000.0,,,,-368000000.0,926000000.0,743000000.0,230000000.0,0.0,198000000.0,-427000000.0,6000000.0,444000000,2692000000,,-599000000.0,114000000.0,-6214000000.0,468000000.0,-32000000.0,-62000000.0,621000000.0,3135000000.0,22028000000.0,402000000.0,,2570000000.0,,6001000000.0,94000000.0,0.0,15814000000.0,606000000,,,,-489000000.0,1431000000.0,1607000000.0,985000000.0,,21279000000.0,23849000000.0,,5864000000.0,,306000000.0,,0.0,9721000000.0,621000000.0,67000000.0,4000000.0,198000000.0,-438000000.0,1261000000.0,461000000.0,15000000.0,,308000000,308000000.0,15747000000.0,857000000.0,4541000000.0,,-86000000.0,817000000.0,,,,,,,,
2008-12-31,7969000000.0,2278000000.0,331000000.0,,,466000000.0,-513000000.0,255000000.0,856000000.0,198000000.0,0.0,507000000.0,-1005000000.0,1000000.0,238000000,2293000000,155000000.0,-73000000.0,159000000.0,-6288000000.0,540000000.0,133000000.0,383000000.0,1199000000.0,3612000000.0,23153000000.0,344000000.0,,2476000000.0,,6235000000.0,15000000.0,-16000000.0,16865000000.0,1005000000,,144000000.0,176000000.0,-622000000.0,1242000000.0,280000000.0,903000000.0,14400000000.0,23924000000.0,26400000000.0,73000000.0,6544000000.0,,319000000.0,,-495000000.0,740000000.0,913000000.0,88000000.0,11000000.0,331000000.0,-790000000.0,1051000000.0,320000000.0,185000000.0,3825000000.0,329000000,319000000.0,18012000000.0,1003000000.0,709000000.0,170000000.0,-87000000.0,813000000.0,,,,,,,,
2009-03-31,8247000000.0,-7000000.0,720000000.0,5000000.0,-6000000.0,531000000.0,-474000000.0,299000000.0,622000000.0,331000000.0,0.0,896000000.0,-537000000.0,10000000.0,331000000,2108000000,153000000.0,787000000.0,-29000000.0,-6405000000.0,-228000000.0,389000000.0,1139000000.0,2408000000.0,4900000000.0,23613000000.0,418000000.0,,3327000000.0,,6456000000.0,109000000.0,0.0,17208000000.0,683000000,,49000000.0,176000000.0,602000000.0,996000000.0,146000000.0,882000000.0,13921000000.0,24007000000.0,27334000000.0,,6044000000.0,,316000000.0,183000000.0,-25000000.0,911000000.0,1347000000.0,82000000.0,-89000000.0,720000000.0,-522000000.0,1112000000.0,150000000.0,163000000.0,3723000000.0,325000000,316000000.0,18821000000.0,999000000.0,529000000.0,159000000.0,-88000000.0,781000000.0,,,,,,,,
2009-06-30,8477000000.0,172000000.0,818000000.0,4000000.0,-305000000.0,529000000.0,-395000000.0,324000000.0,616000000.0,720000000.0,2328000000.0,818000000.0,-500000000.0,18000000.0,261000000,1689000000,154000000.0,-53000000.0,119000000.0,-6476000000.0,177000000.0,98000000.0,386000000.0,2273000000.0,4353000000.0,23889000000.0,256000000.0,,3324000000.0,,6559000000.0,90000000.0,0.0,17413000000.0,524000000,,-36000000.0,0.0,-114000000.0,581000000.0,186000000.0,715000000.0,14837000000.0,24598000000.0,27922000000.0,,6723000000.0,,198000000.0,189000000.0,-192000000.0,955000000.0,915000000.0,79000000.0,0.0,818000000.0,-465000000.0,1108000000.0,169000000.0,69000000.0,4069000000.0,189000000,198000000.0,19190000000.0,1206000000.0,565000000.0,149000000.0,-87000000.0,847000000.0,,,,,,,,
2009-09-30,8745000000.0,-6000000.0,756000000.0,7000000.0,-14000000.0,527000000.0,-401000000.0,221000000.0,581000000.0,818000000.0,0.0,756000000.0,-501000000.0,24000000.0,354000000,1853000000,144000000.0,-92000000.0,91000000.0,-6607000000.0,562000000.0,-62000000.0,359000000.0,1665000000.0,4310000000.0,24379000000.0,410000000.0,,2696000000.0,,6779000000.0,128000000.0,0.0,17772000000.0,702000000,,5000000.0,0.0,-142000000.0,655000000.0,221000000.0,744000000.0,15102000000.0,25699000000.0,28395000000.0,,6845000000.0,,317000000.0,196000000.0,-545000000.0,974000000.0,1473000000.0,96000000.0,6000000.0,756000000.0,-983000000.0,1198000000.0,296000000.0,147000000.0,4777000000.0,302000000,317000000.0,19412000000.0,1332000000.0,605000000.0,145000000.0,-87000000.0,844000000.0,,,,,,,,
2009-12-31,9007000000.0,84000000.0,110000000.0,7000000.0,-210000000.0,524000000.0,-369000000.0,201000000.0,693000000.0,756000000.0,0.0,110000000.0,-641000000.0,21000000.0,357000000,2456000000,146000000.0,-898000000.0,114000000.0,-6753000000.0,65000000.0,-646000000.0,-9000000.0,1376000000.0,3888000000.0,25034000000.0,392000000.0,,2295000000.0,,6971000000.0,95000000.0,-22000000.0,18281000000.0,709000000,,359000000.0,0.0,-650000000.0,1026000000.0,264000000.0,971000000.0,15373000000.0,26217000000.0,28512000000.0,,7460000000.0,,288000000.0,207000000.0,-227000000.0,1033000000.0,1191000000.0,110000000.0,2000000.0,110000000.0,-702000000.0,1430000000.0,197000000.0,140000000.0,5609000000.0,306000000,288000000.0,19261000000.0,1372000000.0,0.0,145000000.0,-89000000.0,1073000000.0,,,,,,,,
2010-03-31,9160000000.0,22000000.0,222000000.0,46000000.0,-507000000.0,523000000.0,-372000000.0,234000000.0,669000000.0,110000000.0,0.0,307000000.0,-446000000.0,14000000.0,221000000,2534000000,147000000.0,534000000.0,61000000.0,-6901000000.0,-280000000.0,112000000.0,888000000.0,1939000000.0,4238000000.0,25391000000.0,139000000.0,,2107000000.0,-74000000.0,6981000000.0,58000000.0,-2000000.0,18490000000.0,458000000,,17000000.0,85000000.0,442000000.0,1269000000.0,162000000.0,978000000.0,15239000000.0,26665000000.0,28772000000.0,,7198000000.0,168000000.0,106000000.0,210000000.0,-118000000.0,1445000000.0,1239000000.0,109000000.0,-3000000.0,222000000.0,-496000000.0,1265000000.0,160000000.0,23000000.0,5086000000.0,100000000,108000000.0,19477000000.0,1472000000.0,598000000.0,144000000.0,-88000000.0,1044000000.0,,,,,,,,
2010-06-30,9190000000.0,8000000.0,188000000.0,12000000.0,-203000000.0,538000000.0,-399000000.0,258000000.0,649000000.0,222000000.0,0.0,188000000.0,-508000000.0,8000000.0,335000000,2008000000,147000000.0,-18000000.0,35000000.0,-6949000000.0,218000000.0,-34000000.0,419000000.0,1619000000.0,4051000000.0,25873000000.0,237000000.0,,1873000000.0,-296000000.0,7106000000.0,59000000.0,0.0,18924000000.0,555000000,,1000000.0,0.0,-89000000.0,765000000.0,220000000.0,818000000.0,15625000000.0,27213000000.0,29086000000.0,,7562000000.0,,222000000.0,215000000.0,,1099000000.0,1230000000.0,103000000.0,4000000.0,188000000.0,-671000000.0,1243000000.0,151000000.0,1000000.0,5082000000.0,205000000,222000000.0,19676000000.0,1519000000.0,623000000.0,138000000.0,-89000000.0,908000000.0,,,,,,,,
2010-09-30,8802000000.0,841000000.0,547000000.0,223000000.0,-17000000.0,542000000.0,-344000000.0,296000000.0,702000000.0,188000000.0,0.0,547000000.0,-617000000.0,7000000.0,429000000,2116000000,147000000.0,-351000000.0,37000000.0,-7065000000.0,-470000000.0,359000000.0,295000000.0,1548000000.0,3777000000.0,26286000000.0,99000000.0,,2495000000.0,-15000000.0,7143000000.0,-32000000.0,-500000000.0,19221000000.0,428000000,,-13000000.0,0.0,-322000000.0,803000000.0,247000000.0,776000000.0,16165000000.0,26454000000.0,28949000000.0,,8032000000.0,,131000000.0,218000000.0,,1122000000.0,887000000.0,111000000.0,-12000000.0,547000000.0,534000000.0,1313000000.0,296000000.0,-224000000.0,3879000000.0,127000000,131000000.0,19942000000.0,1568000000.0,648000000.0,133000000.0,-99000000.0,884000000.0,,,,,,,,
2010-12-31,9027000000.0,171000000.0,912000000.0,112000000.0,-178000000.0,540000000.0,-330000000.0,282000000.0,755000000.0,547000000.0,0.0,912000000.0,-447000000.0,11000000.0,374000000,2345000000,154000000.0,-68000000.0,-85000000.0,-7211000000.0,463000000.0,365000000.0,552000000.0,1751000000.0,3786000000.0,27087000000.0,311000000.0,,3353000000.0,-226000000.0,7329000000.0,17000000.0,0.0,19876000000.0,648000000,,404000000.0,0.0,105000000.0,946000000.0,311000000.0,891000000.0,17259000000.0,26930000000.0,30283000000.0,,8980000000.0,,280000000.0,224000000.0,,1238000000.0,507000000.0,113000000.0,-10000000.0,912000000.0,-650000000.0,1399000000.0,258000000.0,47000000.0,4320000000.0,301000000,280000000.0,21045000000.0,1611000000.0,27000000.0,129000000.0,-98000000.0,1025000000.0,,,,,,,,
2011-03-31,9186000000.0,-167000000.0,1219000000.0,21000000.0,-260000000.0,537000000.0,-332000000.0,244000000.0,709000000.0,912000000.0,2052000000.0,1219000000.0,-652000000.0,15000000.0,410000000,2434000000,132000000.0,276000000.0,88000000.0,-7356000000.0,258000000.0,307000000.0,805000000.0,1660000000.0,3654000000.0,27556000000.0,342000000.0,,3426000000.0,,7472000000.0,109000000.0,-18000000.0,20200000000.0,681000000,,-13000000.0,0.0,153000000.0,1066000000.0,211000000.0,1058000000.0,17639000000.0,27270000000.0,30696000000.0,,9174000000.0,,258000000.0,231000000.0,-4000000.0,1252000000.0,655000000.0,108000000.0,6000000.0,1219000000.0,-756000000.0,1368000000.0,176000000.0,37000000.0,4368000000.0,264000000,258000000.0,21293000000.0,1682000000.0,0.0,131000000.0,-96000000.0,958000000.0,,,,,,,,
2011-06-30,9579000000.0,395000000.0,392000000.0,8000000.0,-10000000.0,450000000.0,-358000000.0,254000000.0,915000000.0,1219000000.0,0.0,392000000.0,-670000000.0,5000000.0,383000000,2422000000,139000000.0,-223000000.0,59000000.0,-7244000000.0,-260000000.0,-827000000.0,334000000.0,1411000000.0,3575000000.0,29400000000.0,586000000.0,,2551000000.0,,7868000000.0,92000000.0,-80000000.0,22156000000.0,952000000,,-246000000.0,0.0,-336000000.0,1044000000.0,269000000.0,1014000000.0,18289000000.0,29285000000.0,31836000000.0,1059000000.0,9648000000.0,,511000000.0,248000000.0,-678000000.0,1097000000.0,597000000.0,118000000.0,4000000.0,392000000.0,-897000000.0,1378000000.0,211000000.0,309000000.0,3405000000.0,502000000,511000000.0,21864000000.0,1874000000.0,2000000.0,135000000.0,-119000000.0,995000000.0,,,,,,,,
2011-09-30,9630000000.0,149000000.0,657000000.0,18000000.0,-96000000.0,448000000.0,-503000000.0,304000000.0,1008000000.0,392000000.0,0.0,657000000.0,-1108000000.0,2000000.0,517000000,2576000000,142000000.0,-141000000.0,77000000.0,-7427000000.0,406000000.0,265000000.0,504000000.0,1451000000.0,3995000000.0,30130000000.0,388000000.0,,2938000000.0,,8048000000.0,68000000.0,0.0,22703000000.0,757000000,,-15000000.0,0.0,-604000000.0,1050000000.0,266000000.0,951000000.0,18637000000.0,29678000000.0,32616000000.0,1013000000.0,10033000000.0,,296000000.0,251000000.0,-14000000.0,1156000000.0,778000000.0,118000000.0,-58000000.0,657000000.0,-651000000.0,1526000000.0,369000000.0,-17000000.0,2567000000.0,326000000,296000000.0,22632000000.0,1899000000.0,671000000.0,137000000.0,-116000000.0,1009000000.0,,,,,,,,
2011-12-31,9838000000.0,276000000.0,252000000.0,17000000.0,-116000000.0,448000000.0,-489000000.0,270000000.0,983000000.0,657000000.0,0.0,252000000.0,-1169000000.0,6000000.0,471000000,2604000000,142000000.0,-108000000.0,-248000000.0,-7731000000.0,130000000.0,-405000000.0,224000000.0,1398000000.0,4163000000.0,31303000000.0,405000000.0,16000000.0,2332000000.0,,8225000000.0,97000000.0,0.0,23572000000.0,774000000,,-24000000.0,0.0,-945000000.0,986000000.0,323000000.0,1198000000.0,18952000000.0,31024000000.0,33356000000.0,1036000000.0,10078000000.0,,292000000.0,248000000.0,,1502000000.0,785000000.0,121000000.0,-18000000.0,252000000.0,-766000000.0,1618000000.0,346000000.0,50000000.0,3166000000.0,315000000,292000000.0,23115000000.0,1603000000.0,22000000.0,142000000.0,-117000000.0,1147000000.0,,,,,,,,
2012-03-31,9972000000.0,-6000000.0,404000000.0,8000000.0,-571000000.0,443000000.0,-418000000.0,322000000.0,1013000000.0,252000000.0,0.0,404000000.0,-945000000.0,13000000.0,378000000,2383000000,143000000.0,180000000.0,31000000.0,-7919000000.0,310000000.0,152000000.0,699000000.0,1455000000.0,4480000000.0,31995000000.0,357000000.0,53000000.0,2298000000.0,,8254000000.0,117000000.0,-16000000.0,24076000000.0,727000000,,3000000.0,0.0,-246000000.0,981000000.0,203000000.0,1239000000.0,19195000000.0,31747000000.0,34045000000.0,1071000000.0,10180000000.0,,236000000.0,257000000.0,-51000000.0,1529000000.0,1139000000.0,113000000.0,-7000000.0,404000000.0,-859000000.0,1402000000.0,222000000.0,87000000.0,2587000000.0,251000000,238000000.0,23675000000.0,1649000000.0,823000000.0,148000000.0,-117000000.0,1024000000.0,,,,,,,,
2012-06-30,9879000000.0,3000000.0,221000000.0,32000000.0,12000000.0,441000000.0,-456000000.0,452000000.0,1012000000.0,404000000.0,0.0,221000000.0,-899000000.0,32000000.0,332000000,2089000000,148000000.0,-88000000.0,-84000000.0,-8050000000.0,284000000.0,-183000000.0,453000000.0,1225000000.0,4434000000.0,32647000000.0,-52000000.0,0.0,2040000000.0,,8171000000.0,-118000000.0,0.0,24597000000.0,327000000,,250000000.0,0.0,-446000000.0,692000000.0,222000000.0,853000000.0,19475000000.0,32162000000.0,34202000000.0,1067000000.0,10315000000.0,,62000000.0,266000000.0,-252000000.0,171000000.0,1411000000.0,113000000.0,-14000000.0,221000000.0,-922000000.0,1397000000.0,249000000.0,-275000000.0,2486000000.0,74000000,62000000.0,23909000000.0,1592000000.0,730000000.0,145000000.0,-146000000.0,1065000000.0,,,,,,,,
2012-09-30,10082000000.0,-25000000.0,530000000.0,12000000.0,-146000000.0,441000000.0,-389000000.0,581000000.0,1096000000.0,221000000.0,0.0,530000000.0,-931000000.0,5000000.0,500000000,2507000000,146000000.0,-117000000.0,8000000.0,-8261000000.0,563000000.0,309000000.0,536000000.0,1073000000.0,4349000000.0,33251000000.0,329000000.0,0.0,3078000000.0,,8293000000.0,49000000.0,0.0,24990000000.0,735000000,,75000000.0,0.0,-395000000.0,906000000.0,273000000.0,1074000000.0,20545000000.0,32312000000.0,35390000000.0,1109000000.0,11193000000.0,,268000000.0,280000000.0,-56000000.0,127000000.0,1293000000.0,126000000.0,-35000000.0,530000000.0,-795000000.0,1601000000.0,398000000.0,-50000000.0,2477000000.0,290000000,268000000.0,24894000000.0,1656000000.0,787000000.0,150000000.0,-147000000.0,1101000000.0,,,,,,,,
