date,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyDilutedEPS,quarterlyChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable
1986-07-31,,257300000,,,,257300000,257300000,,,,,,,,,,0.020267,,,,,,,,,,,,,,,,18200000,,,0.020267,,,,,,587250000.0,,,,,,,,,,,,,,,,,,,587250000.0,,,,,,,,,,,,,,,,
1986-10-31,,389100000,,,,389100000,389100000,,,,,,,,,,0.0288,,,,,,,,,,,,,,,,26200000,,,0.0288,,,,,,587278125.0,,,,,,,,,,,,,,,,,,,587278125.0,,,,,,,,,,,,,,,,
1987-01-31,,257400000,,,,257400000,257400000,,,,,,,,,,0.023467,,,,,,,,,,,,,,,,21600000,,,0.023467,,,,,,587278125.0,,,,,,,,,,,,,,,,,,,587278125.0,,,,,,,,,,,,,,,,
1987-04-30,,-640900000,,,,275100000,-640900000,478800000.0,,,183200000.0,285700000.0,,,,519900000.0,,,,,,602700000.0,,,,577900000.0,,,199500000.0,,,,23600000,295600000.0,11900000.0,,,35400000.0,19500000.0,,,,-122000000.0,,,84200000.0,25400000.0,,265300000.0,,,,,,,,163700000.0,163700000.0,536800000.0,,,1056700000.0,,347700000.0,,,,,28600000.0,28600000.0,,,,,,,
1987-07-31,,247300000,,,,247300000,247300000,,,,,,,,,,0.020267,,,,,,,,,,,,,,,,18800000,,,0.020267,,,,,,588150000.0,,,,,,,,,,,,,,,,,,,588150000.0,,,,,,,,,,,,,,,,
1987-10-31,,309000000,,,,309000000,309000000,,,,,,,,,,0.040533,,,,,,,,,,,,,,,,37100000,,,0.040533,,,,,,588150000.0,,,,,,,,,,,,,,,,,,,588150000.0,,,,,,,,,,,,,,,,
1988-01-31,,271700000,,,,271700000,271700000,,,,,,,,,,0.032,,,,,,,,,,,,,,,,28600000,,,0.032,,,,,,588150000.0,,,,,,,,,,,,,,,,,,,588150000.0,,,,,,,,,,,,,,,,
1988-04-30,,-636300000,,,,238600000,-636300000,489700000.0,,,168300000.0,277500000.0,,,,455700000.0,,,,,,665800000.0,,,,442600000.0,,,191000000.0,,,,18900000,321400000.0,28000000.0,,,18900000.0,800000.0,,,,-129800000.0,,,102400000.0,31600000.0,,238800000.0,,,,,,,,167500000.0,147700000.0,476600000.0,,,932300000.0,,297300000.0,,,,,49100000.0,49100000.0,,,,,,,
1988-07-31,,233500000,,,,233500000,233500000,,,,,,,,,,0.029867,,,,,,,,,,,,,,,,23200000,,,0.029867,,,,,,787668750.0,,,,,,,,,,,,,,,,,,,787668750.0,,,,,,,,,,,,,,,,
1988-10-31,,303000000,,,,303000000,303000000,,,,,,,,,,0.053333,,,,,,,,,,,,,,,,42100000,,,0.053333,,,,,,787668750.0,,,,,,,,,,,,,,,,,,,787668750.0,,,,,,,,,,,,,,,,
1989-01-31,,273000000,,,,273000000,273000000,,,,,,,,,,0.0736,,,,,,,,,,,,,,,,57900000,,,0.0736,,,,,,787668750.0,,,,,,,,,,,,,,,,,,,787668750.0,,,,,,,,,,,,,,,,
1989-04-30,,-601100000,,,,196300000,-601100000,447600000.0,,,204200000.0,302800000.0,,,,517400000.0,,,,,,767300000.0,,,,555700000.0,,,115300000.0,,,,21300000,243400000.0,14500000.0,,,17900000.0,25800000.0,,,,-141700000.0,,,113600000.0,35200000.0,,244900000.0,,,,,,,,39800000.0,161100000.0,485900000.0,,,1003300000.0,,289600000.0,,,,11800000.0,95600000.0,95600000.0,,138600000.0,,,,,
1989-07-31,,54900000,,0.0,-5000000.0,222100000,49800000,460800000.0,29800000.0,141000000.0,208000000.0,305300000.0,,-23700000.0,,533600000.0,0.037333,-14000000.0,,500000.0,5900000.0,773400000.0,,81100000.0,,561900000.0,2600000.0,,115100000.0,-21900000.0,29900000.0,86100000.0,29900000,252800000.0,18200000.0,0.037333,,13200000.0,25800000.0,-7600000.0,4600000.0,798214286.0,-141700000.0,0.0,-23900000.0,119500000.0,35700000.0,2200000.0,266700000.0,91200000.0,47400000.0,,27400000.0,-1400000.0,,17500000.0,44000000.0,163600000.0,489100000.0,,798214286.0,1022700000.0,19800000.0,289800000.0,5100000.0,,95600000.0,11800000.0,94200000.0,94200000.0,,138200000.0,,,,,
1989-10-31,,93400000,,0.0,-6400000.0,317000000,88700000,419000000.0,-4800000.0,190100000.0,179900000.0,311600000.0,,0.0,,568800000.0,-0.0064,-94800000.0,,400000.0,7900000.0,780300000.0,,126900000.0,,568300000.0,4600000.0,,114900000.0,6800000.0,-4700000.0,96800000.0,-4700000,239100000.0,19700000.0,-0.0064,,21900000.0,800000.0,-11000000.0,4200000.0,750000000.0,-141700000.0,0.0,-25200000.0,104500000.0,31900000.0,-58700000.0,260000000.0,101400000.0,25700000.0,,-26600000.0,-58400000.0,,30400000.0,39600000.0,169900000.0,418500000.0,,750000000.0,987300000.0,-37600000.0,216700000.0,4700000.0,,0.0,11800000.0,35900000.0,35900000.0,,139500000.0,,,,,
1990-01-31,,57100000,,0.0,-10400000.0,253300000,49600000,397200000.0,31100000.0,155900000.0,163700000.0,313100000.0,,-14700000.0,,561100000.0,0.039467,69300000.0,,-200000.0,3600000.0,796900000.0,,97400000.0,,584900000.0,-1500000.0,,114700000.0,-13700000.0,31200000.0,98800000.0,31200000,233500000.0,18900000.0,0.039467,,22900000.0,800000.0,-8900000.0,3800000.0,788006757.0,-141700000.0,0.0,-14900000.0,99900000.0,33900000.0,1500000.0,273600000.0,106300000.0,47300000.0,,111300000.0,86000000.0,,16100000.0,44900000.0,171400000.0,421000000.0,,788006757.0,982100000.0,102400000.0,215700000.0,7400000.0,,0.0,11800000.0,121900000.0,121900000.0,,118000000.0,,,,,
1990-04-30,,45300000,,0.0,-14500000.0,224200000,37100000,425700000.0,24500000.0,137500000.0,199000000.0,340300000.0,,-14700000.0,,587200000.0,,-14000000.0,,-2800000.0,-1500000.0,806800000.0,,86700000.0,,595300000.0,3100000.0,,114500000.0,-19100000.0,24600000.0,92200000.0,24600000,226700000.0,15900000.0,,,31600000.0,800000.0,-22600000.0,4200000.0,,-160900000.0,0.0,-14900000.0,96300000.0,41800000.0,4500000.0,290000000.0,100400000.0,37300000.0,,13300000.0,-16000000.0,,12700000.0,50300000.0,179400000.0,433800000.0,,,1021000000.0,-9300000.0,212600000.0,8200000.0,,0.0,11800000.0,105800000.0,105800000.0,,147900000.0,,,,,
1990-07-31,,61800000,-67400000.0,0.0,-33100000.0,252400000,55900000,412300000.0,36100000.0,158100000.0,186400000.0,344100000.0,,-29300000.0,,574700000.0,0.045867,-24500000.0,,2300000.0,1400000.0,813700000.0,,94300000.0,,602100000.0,-5300000.0,,114300000.0,-2500000.0,36200000.0,96300000.0,36200000,225900000.0,15200000.0,0.045867,,37500000.0,800000.0,-9700000.0,3100000.0,787063953.0,-160900000.0,0.0,-29500000.0,96400000.0,45500000.0,2200000.0,292600000.0,102200000.0,55100000.0,,21300000.0,-41300000.0,,18900000.0,55700000.0,183200000.0,439700000.0,,787063953.0,1014400000.0,11600000.0,211000000.0,5900000.0,49300000.0,105800000.0,11800000.0,64600000.0,64600000.0,,129900000.0,,,,,
1990-10-31,,74700000,55000000.0,0.0,-200000.0,315500000,68400000,437900000.0,43900000.0,185200000.0,212500000.0,348900000.0,,0.0,,625400000.0,0.056533,-92200000.0,,300000.0,1600000.0,857600000.0,,130300000.0,,626300000.0,5200000.0,,114100000.0,-200000.0,44000000.0,110500000.0,44000000,225400000.0,14500000.0,0.056533,,580000000.0,,-11100000.0,2900000.0,776533019.0,-160900000.0,-20100000.0,21200000.0,96800000.0,250800000.0,1600000.0,,116800000.0,67200000.0,,-40100000.0,-19100000.0,,23200000.0,,188000000.0,438800000.0,,776533019.0,1064200000.0,-51200000.0,,6300000.0,,0.0,11800000.0,45400000.0,45400000.0,,,,,,,
1991-01-31,,64800000,-109000000.0,0.0,-11200000.0,282200000,59000000,381200000.0,37900000.0,172700000.0,158000000.0,352600000.0,0.0,-15600000.0,,591100000.0,0.049067,82900000.0,,900000.0,1300000.0,880100000.0,,109500000.0,,648900000.0,2100000.0,,112500000.0,-10900000.0,38000000.0,107900000.0,38000000,223200000.0,13900000.0,0.049067,,48000000.0,23200000.0,-9500000.0,2900000.0,772418478.0,-160900000.0,100000.0,-57200000.0,96800000.0,39600000.0,1400000.0,303600000.0,113700000.0,57600000.0,,129000000.0,60600000.0,,19600000.0,26800000.0,191700000.0,439000000.0,,772418478.0,1030100000.0,119500000.0,207700000.0,5800000.0,,0.0,11800000.0,106000000.0,106000000.0,,108000000.0,,,,,
1991-04-30,,47600000,107000000.0,0.0,-20700000.0,268700000,40100000,422000000.0,26900000.0,175900000.0,190200000.0,385400000.0,0.0,-15600000.0,,621600000.0,,-10800000.0,,800000.0,-300000.0,891500000.0,,92800000.0,,660600000.0,-2900000.0,,112300000.0,-3800000.0,27000000.0,128300000.0,27000000,231800000.0,21900000.0,,,43200000.0,2200000.0,-21200000.0,2200000.0,,-181600000.0,0.0,-15800000.0,97600000.0,50300000.0,2000000.0,307400000.0,135800000.0,39600000.0,,24200000.0,-12300000.0,,12600000.0,42800000.0,203800000.0,461000000.0,,,1082600000.0,3000000.0,206900000.0,7500000.0,,0.0,11800000.0,93700000.0,93700000.0,,145200000.0,,,,,
1991-07-31,,50200000,-9100000.0,0.0,-80900000.0,259300000,43500000,483900000.0,27700000.0,161400000.0,251200000.0,405600000.0,-7000000.0,-31100000.0,,608900000.0,0.0352,5500000.0,,2300000.0,900000.0,888200000.0,,97900000.0,,649400000.0,-61400000.0,,112100000.0,-14400000.0,27800000.0,111200000.0,27800000,232700000.0,22500000.0,0.0352,,585700000.0,,-10400000.0,3400000.0,786931818.0,-181600000.0,-21900000.0,-32800000.0,98100000.0,300400000.0,1400000.0,,117900000.0,41400000.0,,43200000.0,-70500000.0,,13600000.0,,224000000.0,524400000.0,,786931818.0,1133300000.0,32800000.0,,6700000.0,,93700000.0,11800000.0,23200000.0,23200000.0,,,,,,,
1991-10-31,,91500000,2400000.0,0.0,-12900000.0,381000000,84200000,521000000.0,52600000.0,230600000.0,284300000.0,412000000.0,0.0,0.0,,692900000.0,0.068267,-92500000.0,,100000.0,3300000.0,940900000.0,,150400000.0,,702000000.0,-1600000.0,,112800000.0,10300000.0,52700000.0,139100000.0,52700000,236700000.0,22800000.0,0.068267,,42600000.0,71000000.0,-13700000.0,3800000.0,770507812.0,-181600000.0,-100000.0,42000000.0,101100000.0,52300000.0,600000.0,347400000.0,146400000.0,81000000.0,,-29100000.0,100000.0,,28300000.0,45200000.0,230400000.0,530100000.0,,770507812.0,1223000000.0,-42800000.0,247400000.0,7300000.0,,0.0,11800000.0,23400000.0,23400000.0,,168100000.0,,,,,
1992-01-31,,62400000,600000.0,0.0,-16300000.0,313500000,54300000,413200000.0,34200000.0,193100000.0,175300000.0,422000000.0,0.0,-17000000.0,,595100000.0,0.043733,73900000.0,,1400000.0,200000.0,958200000.0,,120400000.0,,720200000.0,1200000.0,,114200000.0,500000.0,34300000.0,130700000.0,34300000,237900000.0,22800000.0,0.043733,,51400000.0,100000.0,-18100000.0,3100000.0,782012195.0,-181600000.0,200000.0,-86400000.0,100900000.0,52500000.0,700000.0,346900000.0,138800000.0,52000000.0,,117900000.0,15100000.0,,17700000.0,38300000.0,240400000.0,538300000.0,,782012195.0,1133400000.0,99800000.0,245400000.0,8100000.0,,0.0,11800000.0,38400000.0,38400000.0,,136900000.0,,,,,
1992-04-30,,59100000,3600000.0,0.0,-13400000.0,306300000,51600000,458300000.0,31500000.0,187900000.0,214100000.0,447900000.0,0.0,-16900000.0,,651500000.0,,-15600000.0,,0.0,700000.0,972800000.0,,118400000.0,,735200000.0,-9800000.0,,114200000.0,-2900000.0,31600000.0,128800000.0,31600000,244200000.0,23500000.0,,,40800000.0,20800000.0,-9900000.0,3500000.0,,-204600000.0,-3100000.0,800000.0,106500000.0,53500000.0,1000000.0,352400000.0,136300000.0,49300000.0,,24200000.0,11600000.0,,17700000.0,34000000.0,243300000.0,542000000.0,,,1193500000.0,14300000.0,245200000.0,7500000.0,,0.0,11800000.0,50000000.0,50000000.0,,159300000.0,,,,,
1992-07-31,,64500000,,0.0,-9400000.0,326400000,56200000,490900000.0,35100000.0,201800000.0,247600000.0,450900000.0,,-33900000.0,,684300000.0,0.0448,28100000.0,,2100000.0,-700000.0,974200000.0,,124600000.0,,736700000.0,-300000.0,,113700000.0,-11900000.0,35200000.0,137300000.0,35200000,243300000.0,23300000.0,0.0448,,35400000.0,600000.0,-11400000.0,2700000.0,783482143.0,-204600000.0,100000.0,-54600000.0,106300000.0,53400000.0,700000.0,364400000.0,145600000.0,54200000.0,,73000000.0,8900000.0,,19000000.0,47600000.0,246300000.0,543300000.0,,783482143.0,1227600000.0,61600000.0,243600000.0,8300000.0,2300000.0,50000000.0,11800000.0,59000000.0,59000000.0,,199400000.0,,,,,
1992-10-31,,91700000,,0.0,-15200000.0,392800000,83100000,628300000.0,51100000.0,238500000.0,341900000.0,464800000.0,,0.0,,823000000.0,0.066133,-134900000.0,,1400000.0,-400000.0,1025300000.0,,154300000.0,,787600000.0,-5100000.0,,154600000.0,-4200000.0,51200000.0,146900000.0,51200000,286400000.0,24600000.0,0.066133,,45800000.0,120500000.0,-6500000.0,4400000.0,772681452.0,-204600000.0,-100000.0,86000000.0,107200000.0,53300000.0,700000.0,400200000.0,155400000.0,79300000.0,,-74100000.0,-3200000.0,,28100000.0,21900000.0,260200000.0,592900000.0,,772681452.0,1415900000.0,-80600000.0,279400000.0,8600000.0,,0.0,11800000.0,55700000.0,55700000.0,,199500000.0,,,,,
1993-01-31,,71000000,-1000000.0,0.0,-14400000.0,353200000,62000000,507000000.0,37100000.0,210000000.0,222200000.0,463000000.0,,-18800000.0,,713900000.0,0.048,108700000.0,,-700000.0,-1400000.0,1043800000.0,,143200000.0,,805500000.0,-8000000.0,,154500000.0,20400000.0,37200000.0,139000000.0,37200000,284800000.0,23900000.0,0.048,,43800000.0,18100000.0,-5400000.0,4800000.0,772916667.0,-204600000.0,0.0,-121400000.0,106400000.0,64900000.0,800000.0,379400000.0,148000000.0,57800000.0,,152900000.0,17200000.0,,20600000.0,27500000.0,258400000.0,598600000.0,,772916667.0,1312500000.0,147500000.0,275300000.0,9000000.0,,0.0,11800000.0,72900000.0,72900000.0,,176600000.0,,,,,
1993-04-30,,63400000,-8500000.0,0.0,-8300000.0,342100000,54200000,492900000.0,32400000.0,209500000.0,210400000.0,491200000.0,,-18900000.0,,720300000.0,,-6000000.0,,2300000.0,3100000.0,1057500000.0,,132600000.0,,818100000.0,8500000.0,,154400000.0,13900000.0,32500000.0,146100000.0,32500000,282500000.0,19100000.0,,,41000000.0,6400000.0,-10300000.0,4000000.0,,-233800000.0,100000.0,-30600000.0,109000000.0,53600000.0,900000.0,365500000.0,155300000.0,51200000.0,,41100000.0,2000000.0,,18700000.0,23300000.0,257400000.0,590700000.0,,,1311000000.0,30800000.0,279700000.0,9200000.0,,0.0,11800000.0,74900000.0,74900000.0,,180700000.0,,,,,
1993-07-31,,57100000,,0.0,-5600000.0,389700000,48400000,533400000.0,1000000.0,270600000.0,230100000.0,487300000.0,,-37700000.0,,737000000.0,0.001067,40100000.0,,2500000.0,200000.0,1054900000.0,,119100000.0,,780700000.0,-800000.0,,154300000.0,4600000.0,1100000.0,146300000.0,29500000,303300000.0,65100000.0,0.001067,,38900000.0,5900000.0,-4800000.0,3900000.0,937500000.0,-233800000.0,0.0,-38300000.0,83900000.0,52600000.0,900000.0,360900000.0,222200000.0,45500000.0,,81000000.0,37100000.0,,16000000.0,33300000.0,253500000.0,577100000.0,,937500000.0,1314100000.0,76200000.0,271000000.0,8700000.0,,74900000.0,11800000.0,112000000.0,112000000.0,,190900000.0,,,,,
1993-10-31,,85500000,,0.0,30100000.0,465700000,76200000,569300000.0,62400000.0,309600000.0,261300000.0,484100000.0,,0.0,,838600000.0,0.081067,-97400000.0,,3500000.0,4900000.0,1083300000.0,,156100000.0,,843200000.0,1800000.0,,149300000.0,-10300000.0,62500000.0,154400000.0,62500000,308000000.0,70500000.0,0.081067,,40000000.0,4900000.0,-6500000.0,3700000.0,769736842.0,-233800000.0,0.0,-6000000.0,88200000.0,54600000.0,31200000.0,371200000.0,233400000.0,103600000.0,,-35600000.0,-11500000.0,,41100000.0,26700000.0,250300000.0,573900000.0,,769736842.0,1412500000.0,-42100000.0,269000000.0,9300000.0,,0.0,11800000.0,100500000.0,100500000.0,,229700000.0,,,,,
1994-01-31,,71600000,,67800000.0,-19800000.0,348600000,62400000,824700000.0,38700000.0,212800000.0,505700000.0,481500000.0,,-19700000.0,,693700000.0,0.0512,91800000.0,,2700000.0,-500000.0,1102400000.0,216500000.0,135800000.0,,450300000.0,-3100000.0,,149200000.0,8100000.0,38800000.0,141200000.0,38800000,319000000.0,85000000.0,0.0512,,46300000.0,277400000.0,-6700000.0,3700000.0,750646875.0,-233800000.0,-407700000.0,-155000000.0,84800000.0,58200000.0,1300000.0,363100000.0,150400000.0,60000000.0,,142100000.0,-32700000.0,,21200000.0,24600000.0,247700000.0,581300000.0,,750646875.0,1275000000.0,135400000.0,275400000.0,9200000.0,,0.0,11800000.0,67800000.0,67800000.0,,203700000.0,,,,,
1994-04-30,,62800000,,30500000.0,14200000.0,334400000,53400000,770200000.0,30200000.0,207400000.0,281100000.0,510400000.0,0.0,-16400000.0,,649900000.0,,-9200000.0,,1200000.0,1800000.0,445600000.0,240600000.0,127000000.0,,463700000.0,-3300000.0,,299100000.0,4700000.0,30300000.0,144600000.0,30300000,489100000.0,87700000.0,,,20400000.0,59100000.0,-9400000.0,5900000.0,,-264400000.0,0.0,-84900000.0,102300000.0,61600000.0,700000.0,358400000.0,154000000.0,48200000.0,,33400000.0,-37300000.0,,17900000.0,5800000.0,246000000.0,584000000.0,,,1233900000.0,24000000.0,276400000.0,9400000.0,,67800000.0,11800000.0,30500000.0,30500000.0,,216200000.0,,,,,
1994-07-31,,63100000,,35300000.0,-7600000.0,318700000,52000000,753200000.0,28000000.0,202600000.0,256900000.0,508700000.0,,-32900000.0,,627700000.0,0.043733,16300000.0,,,2300000.0,440700000.0,199500000.0,116100000.0,,459500000.0,-300000.0,,298600000.0,-10000000.0,28100000.0,139500000.0,28100000,496300000.0,93300000.0,0.043733,,24400000.0,45500000.0,-7300000.0,5500000.0,646837500.0,-264400000.0,0.0,-47000000.0,104400000.0,66700000.0,300000.0,368500000.0,150600000.0,46700000.0,,59400000.0,4800000.0,,18600000.0,30800000.0,244300000.0,585000000.0,,646837500.0,1212700000.0,52100000.0,274000000.0,11100000.0,,30500000.0,11800000.0,35300000.0,35300000.0,,180600000.0,,,,,
1994-10-31,,99200000,,40400000.0,-9300000.0,415000000,87300000,833900000.0,49000000.0,246100000.0,339300000.0,517500000.0,,0.0,,759200000.0,0.075733,-94100000.0,,,2100000.0,440700000.0,299200000.0,168900000.0,,509200000.0,-500000.0,,292800000.0,-18800000.0,49100000.0,147000000.0,49100000,494600000.0,95500000.0,0.075733,,32400000.0,95200000.0,-8800000.0,5800000.0,646837500.0,-273900000.0,0.0,44000000.0,106300000.0,69800000.0,400000.0,387200000.0,158800000.0,81900000.0,,-29600000.0,5100000.0,,32800000.0,12300000.0,243600000.0,583900000.0,,646837500.0,1343100000.0,-38400000.0,270500000.0,11900000.0,,35300000.0,11800000.0,40400000.0,40400000.0,,231800000.0,,,,,
1995-01-31,,80200000,,49400000.0,-7500000.0,375900000,68000000,712900000.0,37600000.0,235800000.0,211500000.0,517900000.0,,-34500000.0,,640000000.0,0.0576,90000000.0,,-6100000.0,12900000.0,520300000.0,185400000.0,140100000.0,,512500000.0,-300000.0,,286800000.0,3600000.0,37700000.0,155600000.0,37700000,501400000.0,95600000.0,0.0576,,21600000.0,5600000.0,-7200000.0,5800000.0,646837500.0,-277100000.0,100000.0,-130100000.0,119000000.0,76300000.0,500000.0,383600000.0,167800000.0,62900000.0,,146600000.0,9000000.0,,25200000.0,19700000.0,240800000.0,585400000.0,,646837500.0,1225400000.0,139400000.0,268300000.0,12100000.0,,40400000.0,11800000.0,49400000.0,49400000.0,,186200000.0,,,,,
