date,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyInventory,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyDilutedAverageShares,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyOperatingIncome,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyBasicAverageShares,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentDeferredRevenue
2005-03-31,0.49,189000000,229000000,74000000,229000000,431000000,145000000,0.0,164000000,39000000.0,412000000,,5000000,1492000000,589000000,988000000,,,738000000,242000000,507000000.0,,-43000000.0,112000000.0,646000000,1695000000,720000000,0,1535000000,,4000000.0,13000000,-1351000000.0,232000000,2481000000,4757000000,229000000,0.0,,-11000000,,2893000000,1204000000.0,235000000,127000000,,86000000,1005000000,347000000,-7000000.0,720000000,-353000000,,2276000000,0.45,,-50000000,477000000,237000000,,1598000000,3222000000,,78000000,975000000.0,,883000000,1641000000,8000000.0,1346000000,472000000.0,1969000000,-199000000,-4000000,-1547000000,,
2005-06-30,,213000000,280000000,26000000,280000000,500000000,187000000,0.0,171000000,10000000.0,431000000,,9000000,1639000000,668000000,1094000000,,,736000000,258000000,,,-38000000.0,121000000.0,720000000,1836000000,746000000,0,1742000000,,4000000.0,13000000,-1415000000.0,193000000,2703000000,5244000000,280000000,0.0,,-12000000,,3183000000,1301000000.0,282000000,141000000,,95000000,1108000000,403000000,-23000000.0,746000000,-444000000,,2541000000,,,-19000000,540000000,291000000,,1780000000,3502000000,,87000000,1090000000.0,,923000000,1921000000,11000000.0,1529000000,,2179000000,-307000000,-30000000,-1654000000,,
2005-09-30,0.57,284000000,272000000,85000000,272000000,206000000,195000000,0.0,180000000,28000000.0,477000000,,1000000,1553000000,618000000,1116000000,,,736000000,266000000,506000000.0,,-38000000.0,137000000.0,746000000,1792000000,831000000,0,1849000000,,4000000.0,13000000,-1159000000.0,37000000,2553000000,5378000000,272000000,5000000.0,,-10000000,,3219000000,1284000000.0,269000000,144000000,,-212000000,1000000000,406000000,-57000000.0,831000000,-116000000,,2825000000,0.54,,-46000000,535000000,272000000,,1622000000,3529000000,,86000000,961000000.0,,931000000,2193000000,,1565000000,479000000.0,2088000000,-169000000,-5000000,-1654000000,,
2005-12-31,0.6,330000000,287000000,-63000000,287000000,562000000,192000000,0.0,199000000,10000000.0,505000000,,4000000,1709000000,671000000,1091000000,,,400000000,307000000,507000000.0,,-38000000.0,149000000.0,831000000,1751000000,768000000,0,1936000000,,,11000000,-752000000.0,378000000,2320000000,5434000000,287000000,9000000.0,,-9000000,,3260000000,731000000.0,284000000,151000000,,109000000,1057000000,433000000,-48000000.0,768000000,-266000000,,3114000000,0.57,,-28000000,591000000,291000000,,1728000000,3498000000,,108000000,983000000.0,,592000000,2480000000,4000000.0,1606000000,482000000.0,2300000000,-184000000,-359000000,-1654000000,,
2006-03-31,0.56,348000000,274000000,267000000,274000000,527000000,194000000,0.0,195000000,68000000.0,549000000,,12000000,1733000000,758000000,1152000000,,,400000000,303000000,521000000.0,,-39000000.0,150000000.0,768000000,2040000000,1035000000,0,2065000000,,,7000000,-716000000.0,274000000,2534000000,5977000000,274000000,0.0,,-3000000,,3763000000,709000000.0,253000000,171000000,,99000000,1182000000,403000000,-29000000.0,1035000000,-289000000,,3443000000,0.53,,-44000000,556000000,277000000,,1940000000,3912000000,,108000000,1005000000.0,,594000000,2754000000,3000000.0,1717000000,489000000.0,2289000000,-253000000,29000000,-2046000000,,
2006-06-30,,323000000,7000000,-125000000,7000000,162000000,355000000,0.0,232000000,12000000.0,891000000,2475000000.0,0,2074000000,1315000000,1445000000,,,640000000,383000000,,307000000.0,-40000000.0,176000000.0,1035000000,1733000000,910000000,0,5211000000,,330000000.0,10000000,-593000000.0,-240000000,4332000000,9544000000,7000000,30000000.0,,-8000000,,4286000000,804000000.0,72000000,264000000,,-72000000,1692000000,248000000,4000000.0,910000000,110000000,,5212000000,,,5000000,455000000,83000000,,3337000000,4333000000,,144000000,823000000.0,,995000000,2362000000,76000000.0,2106000000,,2529000000,-402000000,-397000000,-2180000000,,
2006-09-30,0.03,343000000,19000000,946000000,19000000,-181000000,355000000,0.0,243000000,49000000.0,939000000,2488000000.0,7000000,2351000000,1125000000,1331000000,,,1737000000,434000000,602000000.0,272000000.0,-46000000.0,199000000.0,910000000,2653000000,1856000000,0,5282000000,,731000000.0,20000000,-305000000.0,-408000000,5396000000,10520000000,19000000,0.0,-150000000.0,-5000000,,4512000000,335000000.0,8000000,315000000,,-473000000,1448000000,207000000,-6000000.0,1856000000,-203000000,,5124000000,0.03,,-42000000,442000000,14000000,,3304000000,5238000000,74000000.0,180000000,797000000.0,,2092000000,2185000000,-5000000.0,2179000000,576000000.0,2793000000,-227000000,1330000000,-2333000000,,
2006-12-31,0.25,498000000,140000000,-760000000,140000000,482000000,348000000,0.0,226000000,55000000.0,771000000,2317000000.0,8000000,2450000000,1060000000,1251000000,,,1738000000,379000000,598000000.0,231000000.0,-58000000.0,215000000.0,1856000000,1560000000,1096000000,0,5286000000,,330000000.0,55000000,-17000000.0,243000000,4901000000,9278000000,140000000,1000000.0,-925000000.0,5000000,,4747000000,352000000.0,167000000,410000000,,70000000,1425000000,382000000,-23000000.0,1096000000,101000000,,4377000000,0.23,,171000000,546000000,145000000,,2815000000,3992000000,57000000.0,141000000,464000000.0,,2086000000,1342000000,5000000.0,2240000000,571000000.0,2996000000,-239000000,-1343000000,-2507000000,,
2007-03-31,0.39,517000000,212000000,-187000000,212000000,269000000,363000000,0.0,214000000,103000000.0,832000000,2440000000.0,-2000000,2225000000,1021000000,1367000000,,,1733000000,353000000,577000000.0,219000000.0,-54000000.0,236000000.0,1096000000,1210000000,909000000,0,5455000000,,330000000.0,33000000,0.0,47000000,4844000000,9264000000,212000000,-1000000.0,-249000000.0,4000000,,4949000000,164000000.0,250000000,400000000,,-230000000,1397000000,486000000,-15000000.0,909000000,-250000000,,4420000000,0.37,,-61000000,603000000,230000000,,2748000000,3809000000,28000000.0,126000000,301000000.0,,2096000000,1251000000,18000000.0,2279000000,546000000.0,2828000000,-222000000,-206000000,-2670000000,,
2007-06-30,,331000000,542000000,79000000,542000000,373000000,353000000,0.0,221000000,12000000.0,794000000,2300000000.0,-25000000,2150000000,1018000000,1383000000,,,1733000000,377000000,,188000000.0,-54000000.0,201000000.0,909000000,1144000000,988000000,0,5671000000,,330000000.0,34000000,0.0,155000000,4735000000,9472000000,542000000,-16000000.0,-202000000.0,-4000000,,5104000000,146000000.0,217000000,284000000,,-50000000,1301000000,418000000,-4000000.0,988000000,-50000000,,4737000000,,,38000000,594000000,172000000,,2649000000,3801000000,68000000.0,143000000,156000000.0,,2086000000,1537000000,-370000000.0,2278000000,,2744000000,-218000000,-244000000,-2826000000,,
2007-09-30,0.67,296000000,355000000,275000000,355000000,754000000,588000000,0.0,242000000,62000000.0,763000000,2327000000.0,-10000000,2476000000,982000000,1519000000,,,1734000000,408000000,560000000.0,169000000.0,-54000000.0,205000000.0,988000000,1498000000,1263000000,0,5716000000,,330000000.0,32000000,-198000000.0,604000000,5185000000,10065000000,355000000,0.0,-249000000.0,-1000000,,5231000000,119000000.0,401000000,354000000,,152000000,1551000000,606000000,-3000000.0,1263000000,-238000000,,4880000000,0.64,,31000000,809000000,375000000,,2863000000,4349000000,42000000.0,153000000,235000000.0,,2322000000,1586000000,20000000.0,2246000000,531000000.0,3285000000,-150000000,-241000000,-2985000000,,
2007-12-31,0.77,276000000,403000000,170000000,403000000,724000000,613000000,0.0,262000000,70000000.0,830000000,2385000000.0,-9000000,2531000000,1081000000,1593000000,,,1734000000,442000000,556000000.0,157000000.0,-53000000.0,215000000.0,1263000000,1750000000,1433000000,0,5759000000,,330000000.0,34000000,-185000000.0,512000000,5534000000,10616000000,403000000,2000000.0,-251000000.0,1000000,,5367000000,103000000.0,447000000,469000000,,87000000,1776000000,662000000,20000000.0,1433000000,-322000000,,5082000000,0.73,,-67000000,889000000,423000000,,3187000000,4857000000,15000000.0,167000000,317000000.0,,2347000000,1685000000,20000000.0,2267000000,526000000.0,3420000000,-212000000,-232000000,-3100000000,,
2008-03-31,0.68,292000000,344000000,-290000000,344000000,665000000,611000000,0.0,254000000,40000000.0,1073000000,2366000000.0,-20000000,2288000000,1194000000,1351000000,,,1685000000,433000000,530000000.0,132000000.0,-52000000.0,211000000.0,1433000000,1283000000,1143000000,0,5806000000,,345000000.0,30000000,-56000000.0,390000000,5750000000,10413000000,344000000,0.0,-784000000.0,6000000,,5594000000,203000000.0,383000000,206000000,,78000000,1915000000,594000000,-2000000.0,1143000000,-125000000,,4663000000,0.65,,-243000000,816000000,349000000,,3454000000,4607000000,36000000.0,164000000,140000000.0,,2296000000,1193000000,5000000.0,2357000000,507000000.0,3104000000,-275000000,-830000000,-3237000000,,
2008-06-30,,305000000,160000000,-153000000,160000000,395000000,577000000,0.0,270000000,6000000.0,945000000,2352000000.0,-27000000,2208000000,1275000000,1410000000,,,1670000000,458000000,,111000000.0,-57000000.0,213000000.0,1143000000,1141000000,990000000,0,5848000000,,360000000.0,30000000,-47000000.0,102000000,5534000000,10120000000,160000000,4000000.0,-195000000.0,-16000000,,5845000000,35000000.0,233000000,502000000,,7000000,1652000000,446000000,-1000000.0,990000000,-306000000,,4586000000,,,128000000,691000000,182000000,,3287000000,4272000000,5000000.0,175000000,151000000.0,,2247000000,1101000000,22000000.0,2464000000,,2899000000,-293000000,-242000000,-3381000000,,
2008-09-30,0.12,234000000,60000000,15000000,60000000,304000000,567000000,0.0,260000000,35000000.0,909000000,2349000000.0,-36000000,2508000000,997000000,1393000000,,,1370000000,422000000,494000000.0,94000000.0,-59000000.0,253000000.0,990000000,1153000000,1005000000,0,5802000000,,660000000.0,30000000,-90000000.0,24000000,5524000000,10169000000,60000000,0.0,,-20000000,,6104000000,103000000.0,103000000,237000000,2000000.0,-25000000,1930000000,356000000,2000000.0,1005000000,-265000000,,4645000000,0.12,,36000000,525000000,44000000,,3587000000,4367000000,14000000.0,148000000,148000000.0,,1937000000,1102000000,-16000000.0,2509000000,485000000.0,3033000000,-280000000,-24000000,-3595000000,,
2008-12-31,-5.73,217000000,-2792000000,156000000,-2792000000,88000000,529000000,0.0,235000000,1000000.0,796000000,31000000.0,-2382000000,1948000000,967000000,1040000000,,,1684000000,2681000000,487000000.0,78000000.0,-58000000.0,228000000.0,1005000000,1309000000,1161000000,0,3272000000,,670000000.0,30000000,-26000000.0,-126000000,5220000000,7060000000,-2792000000,335000000.0,,-14000000,,6303000000,17000000.0,-2359000000,486000000,303000000.0,33000000,1370000000,-2131000000,10000000.0,1161000000,-210000000,,1840000000,-5.73,,113000000,322000000,-2476000000,,3007000000,3788000000,2316000000.0,142000000,148000000.0,,2213000000,-1748000000,316000000.0,2510000000,487000000.0,2270000000,-214000000,278000000,-3793000000,,
2009-03-31,-0.56,181000000,-273000000,191000000,-273000000,239000000,116000000,0.0,243000000,,577000000,31000000.0,-24000000,1993000000,664000000,872000000,,,1680000000,390000000,489000000.0,62000000.0,-15000000.0,226000000.0,1161000000,1481000000,1352000000,3628000000,3082000000,,670000000.0,35000000,-8000000.0,180000000,5042000000,6626000000,-273000000,45000000.0,,-8000000,9000000.0,6274000000,37000000.0,-233000000,464000000,-10000000.0,274000000,1389000000,-28000000,-8000000.0,1352000000,-37000000,,1584000000,-0.56,,219000000,157000000,-289000000,,2849000000,3544000000,-2338000000.0,134000000,129000000.0,,2193000000,-2036000000,-16000000.0,2355000000,489000000.0,2150000000,-59000000,-11000000,-3919000000,,
2009-06-30,,119000000,-81000000,75000000,-81000000,192000000,120000000,0.0,215000000,,587000000,31000000.0,-81000000,1947000000,850000000,1033000000,,,1956000000,342000000,,42000000.0,0.0,224000000.0,1352000000,1541000000,1427000000,0,2796000000,-162000000.0,771000000.0,39000000,-159000000.0,112000000,5563000000,7087000000,-81000000,-384000000.0,,-6000000,,6267000000,46000000.0,64000000,528000000,11000000.0,18000000,1573000000,209000000,84000000.0,1427000000,-106000000,13000000.0,1524000000,,184000000.0,-10000000,406000000,-54000000,,3194000000,4291000000,7000000.0,113000000,114000000.0,-35000000.0,2369000000,-2117000000,27000000.0,2229000000,,2353000000,-80000000,-11000000,-4038000000,,
2009-09-30,0.36,184000000,179000000,103000000,179000000,278000000,134000000,0.0,208000000,,622000000,,-107000000,2010000000,801000000,1242000000,,,1910000000,322000000,512000000.0,,0.0,204000000.0,1427000000,1626000000,1530000000,3748000000,2592000000,-209000000.0,322000000.0,45000000,-41000000.0,189000000,5120000000,6899000000,179000000,332000000.0,,0,13000000.0,6189000000,58000000.0,331000000,552000000,,-184000000,1674000000,429000000,8000000.0,1530000000,-64000000,11000000.0,1779000000,0.35,112000000.0,-35000000,653000000,180000000,,2797000000,4307000000,4000000.0,106000000,96000000.0,-484000000.0,2323000000,-1969000000,1000000.0,2039000000,494000000.0,2663000000,-89000000,-111000000,-4150000000,,
2009-12-31,1.07,160000000,533000000,361000000,533000000,753000000,101000000,0.0,227000000,,645000000,,-11000000,2104000000,887000000,1333000000,,,1895000000,345000000,520000000.0,,0.0,192000000.0,1530000000,2092000000,1891000000,3776000000,2507000000,-91000000.0,96000000.0,41000000,-149000000.0,650000000,5053000000,7388000000,533000000,47000000.0,,-5000000,13000000.0,6301000000,43000000.0,578000000,594000000,,-10000000,1810000000,760000000,0.0,1891000000,-209000000,14000000.0,2335000000,1.03,117000000.0,-23000000,923000000,527000000,,2793000000,4881000000,18000000.0,110000000,201000000.0,-246000000.0,2260000000,-1436000000,-6000000.0,1983000000,498000000.0,3027000000,-103000000,-183000000,-4318000000,,
2010-03-31,1.05,153000000,518000000,171000000,518000000,577000000,95000000,0.0,224000000,,685000000,,-3000000,2148000000,864000000,1451000000,,,1598000000,337000000,520000000.0,,0.0,188000000.0,1891000000,2276000000,2062000000,3827000000,2591000000,-118000000.0,377000000.0,41000000,-88000000.0,397000000,5090000000,7747000000,518000000,0.0,,-1000000,12000000.0,6516000000,101000000.0,564000000,560000000,4000000.0,-146000000,1895000000,751000000,-7000000.0,2062000000,-174000000,13000000.0,2657000000,1.0,13000000.0,-40000000,901000000,522000000,,3136000000,5156000000,0.0,105000000,214000000.0,-20000000.0,1954000000,-1169000000,4000000.0,2054000000,493000000.0,3049000000,-180000000,-232000000,-4462000000,,
2010-06-30,,133000000,379000000,201000000,379000000,324000000,111000000,0.0,219000000,,757000000,,-5000000,1930000000,888000000,1400000000,,,2173000000,337000000,,,0.0,196000000.0,2062000000,2515000000,2263000000,0,2829000000,51000000.0,329000000.0,47000000,-95000000.0,57000000,5523000000,8247000000,379000000,-365000000.0,-333000000.0,-4000000,,6842000000,57000000.0,390000000,514000000,-46000000.0,-229000000,1780000000,583000000,-21000000.0,2263000000,-305000000,19000000.0,2724000000,,-240000000.0,-72000000,727000000,340000000,,2997000000,5418000000,12000000.0,114000000,252000000.0,288000000.0,2526000000,-1123000000,-39000000.0,2263000000,,2657000000,-267000000,182000000,-4579000000,,
2010-09-30,0.32,178000000,149000000,-480000000,149000000,245000000,101000000,0.0,209000000,,743000000,,-38000000,2147000000,780000000,1511000000,,,1614000000,315000000,487000000.0,,,189000000.0,2263000000,2066000000,1783000000,3873000000,2832000000,-111000000.0,560000000.0,46000000,-80000000.0,-113000000,5065000000,7988000000,149000000,0.0,,24000000,6000000.0,7032000000,49000000.0,235000000,609000000,8000000.0,-131000000,1776000000,388000000,10000000.0,1783000000,-379000000,13000000.0,2923000000,0.31,159000000.0,14000000,550000000,153000000,,3116000000,5156000000,17000000.0,105000000,283000000.0,-362000000.0,1949000000,-974000000,4000000.0,2275000000,471000000.0,2697000000,-358000000,-346000000,-4757000000,,
2010-12-31,0.32,194000000,150000000,745000000,150000000,507000000,109000000,0.0,213000000,,808000000,,6000000,2190000000,786000000,1392000000,,,2365000000,316000000,486000000.0,,,190000000.0,1783000000,2814000000,2528000000,3894000000,2832000000,120000000.0,560000000.0,46000000,-65000000.0,305000000,5882000000,8658000000,150000000,-305000000.0,,11000000,10000000.0,7170000000,60000000.0,213000000,603000000,19000000.0,137000000,1832000000,411000000,6000000.0,2528000000,-201000000,13000000.0,2776000000,0.31,84000000.0,-65000000,529000000,175000000,,3178000000,5826000000,-26000000.0,102000000,286000000.0,0.0,2704000000,-1129000000,25000000.0,2262000000,469000000.0,2719000000,-202000000,439000000,-4908000000,,
2011-03-31,0.21,195000000,93000000,-327000000,93000000,195000000,105000000,0.0,224000000,,834000000,,-3000000,2179000000,617000000,1394000000,68000000.0,,2352000000,334000000,453000000.0,,,188000000.0,2528000000,2480000000,2201000000,3930000000,2776000000,-2000000.0,560000000.0,59000000,-63000000.0,70000000,5793000000,8280000000,93000000,302000000.0,-405000000.0,-2000000,14000000.0,7267000000,68000000.0,182000000,586000000,8000000.0,-112000000,1778000000,369000000,-3000000.0,2201000000,-123000000,12000000.0,2487000000,0.21,-62000000.0,-26000000,516000000,122000000,,3105000000,5504000000,4000000.0,110000000,279000000.0,-15000000.0,2688000000,-1441000000,29000000.0,2208000000,437000000.0,2695000000,-125000000,-399000000,-5059000000,,
