date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCurrentDebt,quarterlyBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1986-10-31,,,,,,0.01,,,,,,,,,1144429000.0,,,,,,,,,,,251500000,,,,,251500000,,,,,,,,,,251500000,,,,,,,1144429000.0,,,,,0.01,,,,,,,,,3900000,,,,,,,,,,,,,,,
1987-01-31,,23900000.0,,,,,,,,163000000.0,3800000.0,-14900000.0,,200000.0,,17100000.0,17100000.0,,,,,,,,,273900000,,,,183900000.0,-679300000,169000000.0,106600000.0,,,,,,,,-679300000,124900000.0,,62800000.0,106800000.0,197900000.0,,,,394700000.0,,196800000.0,,1000000.0,,,,231700000.0,3900000.0,,,7700000,,,,7000000.0,167100000.0,116900000.0,,,,,,,,,
1987-04-30,,,,,,0.01,,,,,,,,,1262781000.0,,,,,,,,,,,334000000,,,,,334000000,,,,,,,,,,334000000,,,,,,,1262781000.0,,,,,0.01,,,,,,,,,12800000,,,,,,,,,,,,,,,
1987-07-31,,,,,,0.01,,,,,,,,,1337747000.0,,,,,,,,,,,381400000,,,,,381400000,,,,,,,,,,381400000,,,,,,,1337747000.0,,,,,0.01,,,,,,,,,15600000,,,,,,,,,,,,,,,
1987-10-31,,,,,,0.01,,,,,,,,,1488603000.0,,,,,,,,,,,364200000,,,,,364200000,,,,,,,,,,364200000,,,,,,,1488603000.0,,,,,0.01,,,,,,,,,9700000,,,,,,,,,,,,,,,
1988-01-31,,23300000.0,,,,,,,,320600000.0,5100000.0,-22700000.0,,200000.0,,25600000.0,25600000.0,,,,,,,,,374000000,,,,267200000.0,-981400000,244500000.0,146500000.0,,,,,,,,-981400000,61000000.0,,114300000.0,146700000.0,257300000.0,,,,528300000.0,,271000000.0,,700000.0,,,,207700000.0,3200000.0,,,16000000,,,,8000000.0,211400000.0,52300000.0,,,,,,,,,
1988-04-30,,,,,,0.01,,,,,,,,,1488603000.0,,,,,,,,,,,446600000,,,,,446600000,,,,,,,,,,446600000,,,,,,,1488603000.0,,,,,0.01,,,,,,,,,19200000,,,,,,,,,,,,,,,
1988-07-31,,,,,,0.02,,,,,,,,,1503561000.0,,,,,,,,,,,518200000,,,,,518200000,,,,,,,,,,518200000,,,,,,,1503561000.0,,,,,0.02,,,,,,,,,21500000,,,,,,,,,,,,,,,
1988-10-31,,,,,,0.01,,,,,,,,,1508063000.0,,,,,,,,,,,510000000,,,,,510000000,,,,,,,,,,510000000,,,,,,,1508063000.0,,,,,0.01,,,,,,,,,17100000,,,,,,,,,,,,,,,
1989-01-31,,22700000.0,,,,,,,,382900000.0,9100000.0,-35400000.0,,200000.0,,15900000.0,15900000.0,,,,,,,,,524800000,,,,367800000.0,-1348000000,332400000.0,193900000.0,,,,,,,,-1348000000,122200000.0,,185600000.0,194100000.0,336900000.0,,,,699200000.0,,362300000.0,,700000.0,,,,316300000.0,7200000.0,,,18900000,,,,14000000.0,294300000.0,107500000.0,,,,,,,,,
1989-04-30,,,,,,0.02,,,,,,,,,1510378000.0,,,,,,,,,,,641500000,,,,,641500000,,,,,,,,,,641500000,,,,,,,1510378000.0,,,,,0.02,,,,,,,,,25900000,,,,,,,,,,,,,,,
1989-07-31,,,,,,0.02,,,,,,,,,1535897000.0,,,,,,,,,,,704000000,,,,,704000000,,,,,,,,,,704000000,,,,,,,1535897000.0,,,,,0.02,,,,,,,,,30800000,,,,,,,,,,,,,,,
1989-10-31,,22200000.0,,41900000.0,,0.02,154400000.0,,,469700000.0,20800000.0,-48900000.0,,5400000.0,1280000000.0,210900000.0,210900000.0,5500000.0,,,,199200000.0,,,,699700000,,,,510200000.0,42400000,461300000.0,120400000.0,16300000.0,,,,,,,47700000,320200000.0,,261900000.0,325000000.0,617500000.0,149100000.0,1280000000.0,,1114900000.0,25600000.0,497400000.0,0.02,600000.0,,,,645200000.0,13900000.0,,196800000.0,25600000,25600000.0,,,16500000.0,360200000.0,303100000.0,,5000000.0,,,502900000.0,,,,
1990-01-31,,22000000.0,,47000000.0,0.0,,163500000.0,,-66600000.0,512100000.0,76300000.0,-54300000.0,,1400000.0,,69500000.0,69500000.0,4900000.0,,,-61000000.0,172900000.0,-5400000.0,,-30300000.0,713200000,,-53400000.0,8200000.0,568700000.0,47400000,514400000.0,118000000.0,17400000.0,,,10900000.0,200000.0,,-141400000.0,53700000,313100000.0,-83700000.0,289200000.0,292300000.0,566200000.0,157200000.0,,,1117500000.0,29600000.0,551300000.0,,700000.0,,6300000.0,,605400000.0,14900000.0,12500000.0,210900000.0,29600000,29600000.0,0.0,-119300000.0,9500000.0,381500000.0,302900000.0,-21300000.0,4300000.0,,-2300000.0,502300000.0,,,,
1990-04-30,,21900000.0,,61300000.0,69500000.0,0.03,188600000.0,,100000.0,547600000.0,63200000.0,-60700000.0,,1600000.0,1286666667.0,92900000.0,92900000.0,4200000.0,,14900000.0,42400000.0,251700000.0,-300000.0,,87800000.0,880900000,,-72700000.0,-6700000.0,640500000.0,62300000,579800000.0,159700000.0,22700000.0,,,5500000.0,-100000.0,,23400000.0,69500000,312200000.0,15100000.0,325500000.0,413000000.0,655800000.0,181400000.0,1286666667.0,,1272800000.0,38600000.0,617000000.0,0.03,600000.0,,7200000.0,,725200000.0,15300000.0,-9600000.0,250900000.0,38600000,38600000.0,0.0,-57700000.0,9200000.0,456400000.0,302400000.0,-74900000.0,3300000.0,,-2300000.0,630000000.0,,,,
1990-07-31,,21700000.0,,74900000.0,0.0,0.03,200700000.0,,0.0,588900000.0,47700000.0,-68300000.0,,1900000.0,1573333333.0,270900000.0,270900000.0,5000000.0,,19000000.0,-37700000.0,210700000.0,-800000.0,,16900000.0,990300000,,-80100000.0,222200000.0,723100000.0,76500000,654800000.0,169300000.0,27700000.0,,,6100000.0,,,178000000.0,84600000,544000000.0,-63200000.0,369200000.0,381900000.0,819000000.0,192600000.0,1573333333.0,,1514800000.0,47200000.0,695800000.0,0.03,3900000.0,,8000000.0,,925900000.0,19300000.0,-9900000.0,277200000.0,47200000,47200000.0,0.0,-61100000.0,8400000.0,456800000.0,531700000.0,-400000.0,3400000.0,,-3500000.0,713100000.0,,,,
1990-10-31,,,,57300000.0,0.0,0.03,205000000.0,,-21500000.0,623800000.0,143300000.0,-76400000.0,,,1203333333.0,159600000.0,159600000.0,7200000.0,,,10100000.0,223500000.0,600000.0,,55600000.0,936600000,,-109100000.0,-2500000.0,831700000.0,61800000,755300000.0,186300000.0,21200000.0,,,1500000.0,,,-111300000.0,70700000,544100000.0,-53500000.0,369200000.0,409800000.0,781600000.0,197000000.0,1203333333.0,,1577700000.0,36100000.0,796100000.0,0.03,12900000.0,,8900000.0,,953900000.0,40800000.0,-200000.0,266800000.0,36100000,36100000.0,0.0,-164500000.0,,478700000.0,531200000.0,-22000000.0,2600000.0,,-3500000.0,669800000.0,,,,
1991-01-31,,21400000.0,,66200000.0,0.0,,242000000.0,,14000000.0,683400000.0,47400000.0,-84900000.0,,1900000.0,,107900000.0,107900000.0,7000000.0,,,-32600000.0,235300000.0,1200000.0,,20400000.0,1007600000,,-136200000.0,13500000.0,963600000.0,60900000,878700000.0,175500000.0,24800000.0,,,10000000.0,,,-51700000.0,71200000,543400000.0,-115800000.0,439800000.0,412700000.0,713600000.0,231700000.0,,,1639500000.0,41400000.0,925900000.0,,4400000.0,,10300000.0,,956100000.0,25800000.0,7500000.0,302900000.0,41400000,41400000.0,0.0,-85500000.0,8200000.0,509000000.0,530800000.0,-30300000.0,12400000.0,,-3500000.0,704700000.0,,,,
1991-04-30,,21200000.0,,82300000.0,107900000.0,0.03,249400000.0,,0.0,1215800000.0,49900000.0,-95000000.0,,2000000.0,1710000000.0,612800000.0,612800000.0,6500000.0,,,58100000.0,351100000.0,300000.0,,121300000.0,1186900000,,-92300000.0,476400000.0,1061100000.0,87800000,966100000.0,216700000.0,31000000.0,,,480300000.0,,,504900000.0,99400000,551500000.0,29000000.0,487500000.0,569800000.0,1319000000.0,237800000.0,1710000000.0,,2337100000.0,51300000.0,1018100000.0,0.03,5900000.0,-500000.0,11600000.0,,1121300000.0,30800000.0,100000.0,337200000.0,51300000,51300000.0,0.0,-92800000.0,8500000.0,596500000.0,537100000.0,-87500000.0,1000000.0,,-3600000.0,849700000.0,,,,
1991-07-31,,,,114000000.0,0.0,0.04,270100000.0,,600000.0,1544300000.0,141900000.0,-106700000.0,,,1795000000.0,494800000.0,494800000.0,2200000.0,,,-59600000.0,311300000.0,-400000.0,,24500000.0,1352800000,,-115500000.0,-3500000.0,1168600000.0,111600000,1061900000.0,222300000.0,42200000.0,,,3400000.0,,,-118000000.0,124200000,285100000.0,-91000000.0,503200000.0,533600000.0,1254200000.0,257500000.0,1795000000.0,,2363000000.0,71800000.0,1108800000.0,0.04,0.0,-24100000.0,12600000.0,,818700000.0,46900000.0,-100000.0,381700000.0,71800000,71800000.0,0.0,-139000000.0,13600000.0,617500000.0,271500000.0,-21000000.0,4600000.0,,-6200000.0,971100000.0,,,,
1991-10-31,,20900000.0,,93100000.0,0.0,0.03,285600000.0,,0.0,1600500000.0,167700000.0,-116000000.0,,1900000.0,1946666667.0,371300000.0,371300000.0,1500000.0,,,21700000.0,321800000.0,,,93900000.0,1298300000,,-116100000.0,-5000000.0,1278600000.0,93500000,1162600000.0,254400000.0,34700000.0,,,1700000.0,,,-123500000.0,107300000,285300000.0,-22200000.0,605100000.0,578100000.0,1261600000.0,271900000.0,1946666667.0,,2463900000.0,58400000.0,1202300000.0,0.03,6300000.0,-96200000.0,13800000.0,,863400000.0,18800000.0,0.0,379100000.0,58400000,58400000.0,0.0,-212300000.0,7800000.0,657000000.0,271200000.0,-39500000.0,1200000.0,,-6300000.0,919200000.0,,,,
1992-01-31,,20800000.0,,106700000.0,0.0,,309800000.0,,-600000.0,1691200000.0,21300000.0,-128600000.0,,1800000.0,,218500000.0,218500000.0,2100000.0,,,-52800000.0,294000000.0,,,26900000.0,1298700000,,-107800000.0,18500000.0,1383400000.0,88800000,1254800000.0,238500000.0,39000000.0,,,17200000.0,,,-152700000.0,103100000,284800000.0,-80900000.0,666500000.0,534300000.0,1158200000.0,295500000.0,,,2510300000.0,67700000.0,1352100000.0,,7100000.0,-97100000.0,14300000.0,,819100000.0,76500000.0,8100000.0,398600000.0,67700000,67700000.0,0.0,-198200000.0,7100000.0,662300000.0,270600000.0,-5200000.0,20000000.0,,-6300000.0,900100000.0,,,,
1992-04-30,,20600000.0,,125800000.0,218500000.0,0.03,333900000.0,,100000.0,1754900000.0,138400000.0,-140100000.0,,1800000.0,1909951000.0,434600000.0,434600000.0,12300000.0,,662100000.0,96900000.0,458900000.0,,,191800000.0,1639600000,,-79900000.0,780100000.0,1457500000.0,127400000,1317400000.0,336700000.0,46300000.0,,,11100000.0,100000.0,,216000000.0,142700000,1092500000.0,111900000.0,739600000.0,797400000.0,1471700000.0,318600000.0,1909951000.0,,3644800000.0,79500000.0,2173100000.0,0.03,9200000.0,-1339500000.0,15300000.0,,1889900000.0,835100000.0,-29200000.0,461300000.0,79500000,79500000.0,0.0,-755800000.0,8400000.0,783000000.0,1074900000.0,-120800000.0,10700000.0,,-6400000.0,1178300000.0,,,,
1992-07-31,,,,162100000.0,0.0,0.05,366400000.0,,-24000000.0,2087900000.0,156200000.0,-155300000.0,,,2038000000.0,428000000.0,428000000.0,10600000.0,,345900000.0,-59100000.0,440600000.0,,,60900000.0,1856400000,,-80400000.0,-600000.0,1532700000.0,154200000,1377400000.0,337100000.0,60200000.0,,,16800000.0,,,-6500000.0,172400000,863600000.0,-19500000.0,905100000.0,777700000.0,1767700000.0,348200000.0,2038000000.0,,3729200000.0,101900000.0,1961500000.0,0.05,0.0,-307100000.0,18200000.0,,1641300000.0,584100000.0,-6900000.0,520600000.0,101900000,101900000.0,0.0,-67000000.0,19100000.0,839700000.0,844500000.0,-56700000.0,18500000.0,,-9500000.0,1335800000.0,,,,
1992-10-31,,20300000.0,,133900000.0,0.0,0.05,387400000.0,,-14100000.0,2169100000.0,362700000.0,-167600000.0,,1700000.0,1688000000.0,169500000.0,169500000.0,9400000.0,,162300000.0,-34000000.0,453400000.0,,,67400000.0,1834000000,,-136000000.0,-12500000.0,1659000000.0,124900000,1491400000.0,347100000.0,49500000.0,,,2800000.0,,,-258500000.0,142100000,867000000.0,-68600000.0,906300000.0,802200000.0,1582900000.0,370200000.0,1688000000.0,,3838300000.0,84400000.0,2255400000.0,0.05,12900000.0,-329900000.0,17200000.0,,1669200000.0,743700000.0,-4900000.0,512300000.0,84400000,84400000.0,0.0,-313300000.0,9900000.0,898600000.0,844200000.0,-58800000.0,18300000.0,,-10000000.0,1321700000.0,,,,
1993-01-31,,20100000.0,,154200000.0,0.0,,396800000.0,,-16000000.0,2304100000.0,30500000.0,-183800000.0,,1800000.0,,121700000.0,121700000.0,8700000.0,,175100000.0,-103600000.0,420300000.0,,,18000000.0,1818400000,,-136200000.0,25400000.0,1791800000.0,147400000,1608000000.0,332800000.0,57000000.0,,,27600000.0,,,-47800000.0,166200000,872800000.0,-118200000.0,993500000.0,754900000.0,1562000000.0,378000000.0,,,3931800000.0,97200000.0,2369800000.0,,13000000.0,-114700000.0,18800000.0,,1627700000.0,741700000.0,8000000.0,544200000.0,97200000,97200000.0,0.0,-91200000.0,16100000.0,939800000.0,843700000.0,-41300000.0,15500000.0,,-9900000.0,1274200000.0,,,,
1993-04-30,,,,167500000.0,121700000.0,0.05,461900000.0,,18800000.0,2426100000.0,199800000.0,-201200000.0,,,2136000000.0,232800000.0,232800000.0,8600000.0,,265300000.0,111200000.0,573300000.0,,,238500000.0,2180200000,,-192500000.0,7100000.0,1969100000.0,160300000,1767900000.0,440100000.0,60700000.0,,,17500000.0,,,111000000.0,180800000,872900000.0,46000000.0,1090300000.0,1013400000.0,1754900000.0,441400000.0,2136000000.0,,4312400000.0,106800000.0,2557500000.0,0.05,0.0,-226200000.0,20500000.0,,1886300000.0,789600000.0,0.0,622200000.0,106800000,106800000.0,0.0,-134600000.0,29600000.0,1094800000.0,843300000.0,-155000000.0,15800000.0,,-10000000.0,1558000000.0,,,,
1993-07-31,,19800000.0,,215200000.0,0.0,0.07,476400000.0,,-5600000.0,2579600000.0,247400000.0,-211400000.0,,1900000.0,1921428571.0,126600000.0,126600000.0,8100000.0,,381100000.0,-90800000.0,519500000.0,,,65200000.0,2453800000,,-193100000.0,13700000.0,2138900000.0,206500000,1927500000.0,441400000.0,80700000.0,,,27300000.0,,,-106100000.0,228000000,878300000.0,-127900000.0,1211400000.0,962800000.0,1674100000.0,455400000.0,1921428571.0,,4420700000.0,134500000.0,2746600000.0,0.07,19300000.0,-392200000.0,21500000.0,,1841100000.0,799300000.0,100000.0,682900000.0,134500000,134500000.0,0.0,-185000000.0,15900000.0,1126000000.0,843100000.0,-31200000.0,16900000.0,,-13400000.0,1770900000.0,,,,
1993-10-31,,19700000.0,,171800000.0,0.0,0.05,483300000.0,,-14900000.0,2681400000.0,496100000.0,-231800000.0,,1900000.0,2068000000.0,161200000.0,161200000.0,6700000.0,,310300000.0,11600000.0,577800000.0,,,138000000.0,2317400000,,-206500000.0,-7300000.0,2345600000.0,164600000,2113800000.0,469900000.0,68400000.0,,,3400000.0,,,34600000.0,187600000,879200000.0,-68500000.0,1301300000.0,1049600000.0,2025900000.0,461600000.0,2068000000.0,,4610200000.0,103400000.0,2584300000.0,0.05,18800000.0,-183600000.0,23000000.0,,1928800000.0,450800000.0,3200000.0,647900000.0,103400000,103400000.0,0.0,-96000000.0,17600000.0,1180400000.0,842800000.0,-54400000.0,13900000.0,,-13500000.0,1669500000.0,,,,
1994-01-31,,19500000.0,,182400000.0,0.0,,513300000.0,,7400000.0,2814100000.0,374700000.0,-247500000.0,,1500000.0,,100000000.0,100000000.0,7200000.0,,257800000.0,-195400000.0,521200000.0,,,-45200000.0,2287500000,,-272100000.0,17500000.0,2618400000.0,175200000,2370900000.0,449900000.0,69700000.0,,,28600000.0,,,-61200000.0,200000000,914200000.0,-317300000.0,1436000000.0,972600000.0,1966600000.0,488500000.0,,,4700900000.0,112700000.0,2734300000.0,,44400000.0,-38400000.0,24800000.0,,1886800000.0,343900000.0,3200000.0,688500000.0,112700000,112700000.0,0.0,-33700000.0,27800000.0,1293500000.0,842000000.0,-113100000.0,14300000.0,,-13400000.0,1599000000.0,,,,
1994-04-30,,84000000.0,,227600000.0,100000000.0,0.07,609400000.0,,21100000.0,2954100000.0,118500000.0,-272100000.0,,1500000.0,1995714286.0,267600000.0,267600000.0,8800000.0,,256200000.0,178400000.0,768800000.0,,,346600000.0,2872100000,,-421700000.0,-300000.0,2959100000.0,227700000,2687000000.0,603000000.0,87900000.0,,,13500000.0,100000.0,,167600000.0,256100000,964700000.0,-75100000.0,1526800000.0,1373300000.0,2136700000.0,581000000.0,1995714286.0,,5292100000.0,139700000.0,3155400000.0,0.07,91800000.0,-47000000.0,28400000.0,,2338000000.0,384400000.0,0.0,837100000.0,139700000,139700000.0,0.0,-178700000.0,31200000.0,1557800000.0,841700000.0,-211000000.0,8700000.0,,-13500000.0,2035000000.0,,,,
1994-07-31,,86700000.0,,289900000.0,0.0,0.09,634800000.0,,-142200000.0,3144000000.0,150800000.0,-295600000.0,,1500000.0,1977777778.0,344100000.0,344100000.0,11000000.0,,237800000.0,-118700000.0,721800000.0,,,91100000.0,3287000000,,-102500000.0,9900000.0,3185000000.0,291200000,2889400000.0,567300000.0,111900000.0,,,28200000.0,-200000.0,,76500000.0,323200000,957600000.0,-11400000.0,1686700000.0,1290600000.0,2288500000.0,604600000.0,1977777778.0,,5392200000.0,178000000.0,3103700000.0,0.09,95700000.0,-20700000.0,32000000.0,,2248200000.0,127600000.0,0.0,926000000.0,178000000,178000000.0,0.0,-24500000.0,20400000.0,1570200000.0,841500000.0,-12400000.0,9700000.0,,-18100000.0,2361000000.0,,,,
1994-10-31,,88400000.0,,229300000.0,0.0,0.07,680600000.0,,-34000000.0,3281300000.0,100800000.0,-325200000.0,,22500000.0,2011428571.0,289100000.0,289100000.0,11200000.0,,46600000.0,17600000.0,885100000.0,,,192300000.0,3240100000,,-276900000.0,-8500000.0,3460300000.0,231400000,3135100000.0,604400000.0,88500000.0,,,6500000.0,,,-54900000.0,265200000,895600000.0,-84600000.0,1809400000.0,1512000000.0,2379000000.0,649200000.0,2011428571.0,,5737700000.0,140800000.0,3358700000.0,0.07,5400000.0,0.0,33800000.0,,2407600000.0,135200000.0,2900000.0,912000000.0,140800000,140800000.0,0.0,-238800000.0,13700000.0,1717800000.0,876500000.0,-147600000.0,9100000.0,,-18100000.0,2328100000.0,,,,
1995-01-31,,88500000.0,,233000000.0,0.0,,698900000.0,,355800000.0,3442200000.0,110300000.0,-350000000.0,,22700000.0,,1200000.0,1200000.0,5000000.0,,-444600000.0,-274400000.0,681300000.0,,,-95500000.0,3077500000,,-299600000.0,119800000.0,3747200000.0,236900000,3397200000.0,510200000.0,87000000.0,,,29700000.0,,,-288000000.0,272300000,1070600000.0,-395100000.0,1937300000.0,1214200000.0,2133000000.0,663500000.0,,,5778000000.0,146000000.0,3645000000.0,,68000000.0,,35400000.0,,2284800000.0,159300000.0,10100000.0,935800000.0,146000000,146000000.0,0.0,-312300000.0,19300000.0,1749300000.0,983300000.0,-34200000.0,1100000.0,,-18100000.0,2141700000.0,,,,
1995-04-30,,91000000.0,,256200000.0,1200000.0,0.08,782700000.0,,-14500000.0,4417800000.0,131900000.0,-383200000.0,,31500000.0,1972500000.0,48700000.0,48700000.0,2200000.0,,6700000.0,275600000.0,1016000000.0,,,493600000.0,3569000000,,-347300000.0,-94200000.0,4088800000.0,254200000,3705600000.0,651400000.0,98400000.0,,,14700000.0,20900000.0,-200000.0,47500000.0,293500000,189500000.0,146300000.0,2076800000.0,1698900000.0,2404800000.0,743400000.0,1972500000.0,,6366400000.0,157800000.0,3961600000.0,0.08,84000000.0,-6900000.0,39300000.0,,1888400000.0,165000000.0,-100000.0,1036900000.0,157800000,157800000.0,0.0,-351900000.0,18400000.0,1995000000.0,87100000.0,-243500000.0,4200000.0,,-18300000.0,2532100000.0,,,,
