date,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyTotalAssets,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyDilutedEPS,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCurrentAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyNetIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyGrossProfit,quarterlyInventory,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2007-06-30,,,1219606000.0,73296000.0,0.44,27069000.0,1055000.0,147294000.0,208075000.0,208075000.0,4594000.0,6928000.0,-21117000.0,-20347000.0,119152000.0,1338000.0,,14307000.0,102417000.0,35740000.0,-1685964000.0,60781000.0,26314000.0,,2034883000.0,2905570000.0,,-8729000.0,133755000.0,105518000.0,57569000.0,400850000.0,-26243000.0,46227000,-21289000.0,0.44,36282000.0,,116526000,299273000.0,,3138000.0,80244000,81300000.0,585628000,26258000.0,-10658000.0,728067000.0,1306816000.0,1296583000.0,87771000.0,1708000.0,104567000.0,0.0,738300000.0,121629000.0,895733000.0,,289120000.0,445518000.0,208075000.0,-2317000.0,-230000.0,59866000.0,46227000,37163000.0,46227000,140110000.0,198730000.0,567932000.0,240030000.0,,,,,,
2007-09-30,,,1208564000.0,75743000.0,0.46,27087000.0,1054000.0,208075000.0,194146000.0,194146000.0,2754000.0,5747000.0,-26895000.0,-40980000.0,278710000.0,406000.0,,14030000.0,53159000.0,34681000.0,-1685964000.0,-13929000.0,26337000.0,,2021354000.0,2894528000.0,,-9053000.0,135413000.0,105604000.0,55991000.0,550482000.0,-26314000.0,48656000,-26108000.0,0.46,36330000.0,,117820000,321597000.0,,1995000.0,81490000,26264000.0,591041000,-32630000.0,-1965000.0,726916000.0,1294438000.0,1263639000.0,73720000.0,-4022000.0,104648000.0,0.0,757715000.0,110022000.0,713157000.0,,300371000.0,451483000.0,194146000.0,-2077000.0,-65000.0,58068000.0,48656000,37163000.0,48656000,139558000.0,202668000.0,398457000.0,240980000.0,,,,,,
2007-12-31,,,1215298000.0,69265000.0,,25273000.0,1050000.0,194146000.0,228143000.0,228143000.0,7473000.0,5777000.0,-44613000.0,-39508000.0,278747000.0,2135000.0,,13753000.0,117337000.0,36606000.0,-1804839000.0,33997000.0,31534000.0,,2035857000.0,3020137000.0,-22740000.0,-7165000.0,132197000.0,,56049000.0,562577000.0,-26337000.0,43992000,-43832000.0,,36068000.0,,111110000,334060000.0,,1930000.0,75042000,72724000.0,580178000,36922000.0,-2719000.0,733037000.0,1302820000.0,1274996000.0,73211000.0,-1688000.0,,0.0,760861000.0,120099000.0,712419000.0,,275921000.0,447862000.0,228143000.0,-1225000.0,-259000.0,57274000.0,43992000,37163000.0,43992000,132316000.0,204356000.0,398501000.0,240707000.0,,,,,,
2008-03-31,,,1211892000.0,50843000.0,0.31,18770000.0,1042000.0,228143000.0,310368000.0,310368000.0,135000.0,6303000.0,-34544000.0,72795000.0,258780000.0,-5330000.0,,13477000.0,44461000.0,38593000.0,-1804839000.0,82225000.0,31269000.0,,2120890000.0,3016731000.0,,-11828000.0,146733000.0,104654000.0,57280000.0,524136000.0,-51910000.0,32073000,-35031000.0,0.31,35452000.0,,92598000,334869000.0,,1892000.0,57146000,9917000.0,577474000,-35176000.0,8196000.0,819765000.0,1301125000.0,1384227000.0,71002000.0,265000.0,103787000.0,0.0,736663000.0,87354000.0,860091000.0,,278779000.0,459395000.0,310368000.0,-3653000.0,-1241000.0,60933000.0,32073000,37163000.0,32073000,118079000.0,204091000.0,548488000.0,240601000.0,,,,,,
2008-06-30,,,1205014000.0,55976000.0,0.34,20784000.0,1035000.0,310368000.0,297604000.0,297604000.0,687000.0,8197000.0,-31087000.0,-46645000.0,259087000.0,473000.0,,13206000.0,66181000.0,38420000.0,-1804839000.0,-12764000.0,31157000.0,,2127536000.0,3009853000.0,,-12005000.0,133293000.0,103890000.0,57499000.0,548289000.0,-10893000.0,35192000,-32300000.0,0.34,35984000.0,,100157000,338908000.0,,1919000.0,64173000,35094000.0,616183000,-1040000.0,-8206000.0,833733000.0,1293803000.0,1403673000.0,68323000.0,-951000.0,103100000.0,0.0,723863000.0,124752000.0,855384000.0,,295343000.0,488960000.0,297604000.0,-5551000.0,-1284000.0,63050000.0,35192000,37163000.0,35192000,127223000.0,205042000.0,548226000.0,238835000.0,,,,,,
2008-09-30,,,1200445000.0,60634000.0,0.37,22532000.0,1035000.0,297604000.0,147967000.0,147967000.0,1569000.0,8071000.0,-32637000.0,-188113000.0,109055000.0,4392000.0,,12937000.0,71343000.0,38347000.0,-1804839000.0,-149637000.0,31097000.0,,1989430000.0,3005284000.0,-12884000.0,-12021000.0,138315000.0,103590000.0,60520000.0,406518000.0,-31157000.0,38102000,-32867000.0,0.37,35935000.0,,104640000,345921000.0,,3630000.0,68705000,38706000.0,620785000,1339000.0,-8893000.0,700538000.0,1288892000.0,1256460000.0,63795000.0,-4112000.0,102562000.0,0.0,732970000.0,128051000.0,849942000.0,,305894000.0,488890000.0,147967000.0,-2670000.0,-357000.0,63190000.0,38102000,37163000.0,38102000,131895000.0,209154000.0,548313000.0,237834000.0,,,,,,
2008-12-31,,,1221019000.0,42690000.0,,12448000.0,1024000.0,147967000.0,149397000.0,149397000.0,,,-34704000.0,-51569000.0,109000000.0,13000.0,,12669000.0,87337000.0,35717000.0,-1878814000.0,1430000.0,0.0,,1939741000.0,3099833000.0,-20332000.0,-38251000.0,101064000.0,,58988000.0,361982000.0,-31097000.0,30242000,-34338000.0,,,,92186000,342072000.0,,-468000.0,51788000,52633000.0,546051000,18837000.0,-1911000.0,633173000.0,1306568000.0,1255792000.0,27438000.0,2200000.0,,0.0,683949000.0,120593000.0,893810000.0,,254898000.0,431890000.0,149397000.0,0.0,-385000.0,62373000.0,30242000,37163000.0,30242000,114161000.0,206954000.0,548400000.0,208879000.0,,,,,,
2009-03-31,-165000.0,,1210781000.0,40869000.0,0.25,15193000.0,1024000.0,149397000.0,140023000.0,140023000.0,,,-27940000.0,-30743000.0,109000000.0,127000.0,-423000.0,12423000.0,50679000.0,36326000.0,,-9374000.0,0.0,,1912162000.0,,0.0,-37980000.0,116761000.0,102143000.0,56743000.0,336472000.0,-30719000.0,25676000,-29310000.0,0.25,,,86539000,352392000.0,1240000.0,975000.0,49607000,22739000.0,512378000,-10296000.0,-4985000.0,615469000.0,1296693000.0,1216243000.0,27926000.0,1501000.0,101362000.0,0.0,695919000.0,94757000.0,879771000.0,15697000.0,255321000.0,402370000.0,140023000.0,0.0,-1381000.0,60401000.0,25676000,37163000.0,25676000,110008000.0,205453000.0,548487000.0,191369000.0,,,,,,
2009-06-30,-144000.0,,1194985000.0,126900000.0,1.07,18000000.0,1029000.0,140023000.0,192944000.0,192944000.0,,8800000.0,-24154000.0,-14892000.0,109000000.0,33000.0,-8127000.0,12197000.0,90569000.0,35662000.0,,52921000.0,0.0,,2046362000.0,,0.0,-37581000.0,121447000.0,102200000.0,58200000.0,351011000.0,-15360000.0,108900000,-22756000.0,1.07,,,135700000,445899000.0,3271000.0,3271000.0,60300000,66415000.0,549400000,-9624000.0,11438000.0,766355000.0,1280007000.0,1252652000.0,28519000.0,-1433000.0,101500000.0,0.0,793710000.0,104583000.0,901641000.0,4686000.0,263448000.0,430900000.0,192944000.0,75400000.0,1381000.0,58200000.0,108900000,37163000.0,108900000,118500000.0,206886000.0,548575000.0,212060000.0,,,,,,
2009-09-30,-148000.0,,1177593000.0,87370000.0,0.71,14715000.0,1030000.0,192944000.0,224287000.0,224287000.0,,,-16506000.0,-15119000.0,109000000.0,750000.0,-8396000.0,11994000.0,68045000.0,35557000.0,,31343000.0,0.0,,2111501000.0,,0.0,-37185000.0,116734000.0,102536000.0,57446000.0,368307000.0,-15377000.0,72655000,-21583000.0,0.71,,,87349000,503118000.0,1510000.0,1510000.0,49194000,51539000.0,553573000,11016000.0,-10793000.0,847503000.0,1263998000.0,1259185000.0,29357000.0,-906000.0,101713000.0,0.0,852316000.0,126516000.0,890878000.0,-7987000.0,274026000.0,443041000.0,224287000.0,47137000.0,-5077000.0,61338000.0,72655000,38854000.0,72655000,110532000.0,208736000.0,548662000.0,210707000.0,,,,,,
2009-12-31,-149000.0,0.0,1182504000.0,61845000.0,,3162000.0,1030000.0,224287000.0,260727000.0,260727000.0,,,-45597000.0,-14723000.0,109000000.0,-498000.0,30548000.0,11790000.0,96838000.0,34478000.0,-2001110000.0,36440000.0,0.0,,2152840000.0,3183614000.0,0.0,-36036000.0,126813000.0,,55624000.0,370957000.0,-15442000.0,58683000,-45675000.0,,,,68511000,546355000.0,1240000.0,-21430000.0,29194000,51241000.0,532257000,26761000.0,-9479000.0,885214000.0,1267626000.0,1253995000.0,27700000.0,-4660000.0,,0.0,898845000.0,119067000.0,883038000.0,10079000.0,243403000.0,444719000.0,260727000.0,41605000.0,-164000.0,58344000.0,58683000,38854000.0,58683000,87538000.0,213396000.0,548749000.0,205227000.0,,,,,,
2010-03-31,-153000.0,,1204480000.0,24893000.0,0.19,5699000.0,1031000.0,260727000.0,197601000.0,197601000.0,,,-64317000.0,-13368000.0,109000000.0,330000.0,-32822000.0,11586000.0,14504000.0,35627000.0,,-63126000.0,0.0,,2164295000.0,,,-36414000.0,158270000.0,102876000.0,56907000.0,369434000.0,-15451000.0,19194000,-64262000.0,0.19,38370000.0,,62751000,550092000.0,1236000.0,1236000.0,24381000,-49813000.0,550732000,-44396000.0,6525000.0,873748000.0,1290547000.0,1258638000.0,27944000.0,-2235000.0,101928000.0,0.0,905657000.0,86068000.0,889204000.0,31457000.0,275727000.0,463933000.0,197601000.0,9235000.0,0.0,62418000.0,19194000,38854000.0,19194000,86799000.0,215631000.0,548836000.0,206203000.0,,,,,,
2010-06-30,-154000.0,,1256927000.0,59600000.0,0.37,21600000.0,1035000.0,197601000.0,181511000.0,181511000.0,,,-91032000.0,-17465000.0,109000000.0,405000.0,-32938000.0,11382000.0,94080000.0,35560000.0,,-16090000.0,0.0,,2203519000.0,,,-44188000.0,165835000.0,102900000.0,60100000.0,397027000.0,-15460000.0,38000000,-92705000.0,0.37,,,67700000,572672000.0,2552000.0,2552000.0,67700000,3048000.0,615500000,-17149000.0,-10164000.0,860796000.0,1342723000.0,1282366000.0,39332000.0,7764000.0,102000000.0,0.0,921153000.0,106089000.0,885339000.0,7565000.0,308665000.0,483800000.0,181511000.0,0.0,-1711000.0,64000000.0,38000000,38854000.0,38000000,131700000.0,207867000.0,548924000.0,190756000.0,,,,,,
2010-09-30,-158000.0,,1291555000.0,-20200000.0,0.92,-113500000.0,1027000.0,181511000.0,172820000.0,172820000.0,,,-75577000.0,-36423000.0,109000000.0,133000.0,-26335000.0,11179000.0,102457000.0,35427000.0,,-8691000.0,0.0,,2190032000.0,,-21690000.0,-54307000.0,169944000.0,102700000.0,62800000.0,426063000.0,-15455000.0,93300000,-74725000.0,0.91,,,103700000,650565000.0,1615000.0,-17895000.0,103700000,26880000.0,642800000,-8850000.0,-5263000.0,813017000.0,1377015000.0,1223720000.0,56795000.0,-18864000.0,101800000.0,0.0,966312000.0,131028000.0,797657000.0,691000.0,335000000.0,476300000.0,172820000.0,-116000000.0,-408000.0,62800000.0,93300000,38854000.0,93300000,166500000.0,226731000.0,549011000.0,86953000.0,,,,,,
2010-12-31,-161000.0,0.0,1337986000.0,88803000.0,,33912000.0,1023000.0,172820000.0,196556000.0,196556000.0,,,-91901000.0,-25521000.0,109000000.0,-868000.0,41839000.0,10975000.0,138879000.0,38418000.0,-2101535000.0,23736000.0,0.0,,2224274000.0,3439521000.0,-14100000.0,-44381000.0,154130000.0,,60897000.0,405558000.0,-15432000.0,54891000,-89622000.0,,,,119521000,690111000.0,1603000.0,113936000.0,79993000,46978000.0,626651000,36677000.0,-111677000.0,798041000.0,1426233000.0,1215273000.0,131680000.0,-15017000.0,,0.0,1009001000.0,123806000.0,809715000.0,-14346000.0,293159000.0,479367000.0,196556000.0,16369000.0,2119000.0,67291000.0,54891000,38854000.0,54891000,147284000.0,241142000.0,549099000.0,9190000.0,,,,,,
2011-03-31,-163000.0,,1360140000.0,59000000.0,0.37,21600000.0,1020000.0,196556000.0,173014000.0,173014000.0,,,-66776000.0,-21005000.0,109000000.0,0.0,-15657000.0,10771000.0,63950000.0,39078000.0,,-23542000.0,0.0,,2220947000.0,,-9185000.0,-38029000.0,167822000.0,101900000.0,63500000.0,387311000.0,-15351000.0,37400000,-66487000.0,0.37,,,65900000,707059000.0,1750000.0,1426000.0,65900000,-2826000.0,629500000,-23224000.0,5680000.0,772104000.0,1448843000.0,1200451000.0,132214000.0,7226000.0,100700000.0,0.0,1020496000.0,89330000.0,813140000.0,15551000.0,308816000.0,496400000.0,173014000.0,0.0,0.0,67200000.0,37400000,38854000.0,37400000,133100000.0,233916000.0,549186000.0,9179000.0,,,,,,
2011-06-30,-167000.0,,1401516000.0,61500000.0,0.39,22100000.0,1016000.0,173014000.0,119181000.0,119181000.0,,,-84904000.0,-43350000.0,109000000.0,917000.0,-18704000.0,16932000.0,101233000.0,44842000.0,,-53833000.0,0.0,,2259181000.0,,-26297000.0,-37320000.0,189778000.0,101100000.0,64600000.0,425735000.0,-20444000.0,39400000,-111716000.0,0.39,,,67800000,726208000.0,2954000.0,2605000.0,67800000,16329000.0,665500000,23845000.0,-7283000.0,742288000.0,1516893000.0,1237976000.0,130513000.0,8309000.0,100100000.0,0.0,1021205000.0,106005000.0,812241000.0,20850000.0,331249000.0,528600000.0,119181000.0,0.0,-26942000.0,69100000.0,39400000,53603000.0,39400000,136900000.0,226521000.0,549273000.0,8988000.0,,,,,,
2011-09-30,-168000.0,-8701000.0,1434362000.0,64500000.0,0.42,22700000.0,996000.0,119181000.0,40117000.0,40117000.0,,,-63278000.0,-67754000.0,109000000.0,170000.0,-5013000.0,20555000.0,71634000.0,50515000.0,,-79064000.0,0.0,,2232743000.0,,-48033000.0,-62120000.0,176677000.0,100000000.0,65300000.0,421980000.0,-20258000.0,41800000,-82944000.0,0.42,,,71200000,678011000.0,2487000.0,2136000.0,71200000,8356000.0,670800000,-8784000.0,-6149000.0,669911000.0,1562832000.0,1259192000.0,171596000.0,-16881000.0,99000000.0,0.0,973551000.0,115607000.0,837212000.0,-13927000.0,338516000.0,533100000.0,40117000.0,0.0,-10973000.0,66500000.0,41800000,51106000.0,41800000,137700000.0,244375000.0,549361000.0,0.0,,,,,,
2011-12-31,-172000.0,-21697000.0,1476654000.0,58513000.0,,19048000.0,983000.0,40117000.0,156313000.0,156313000.0,,,-78310000.0,96517000.0,15000000.0,-1896000.0,22428000.0,25042000.0,108697000.0,40526000.0,-2141906000.0,116196000.0,56458000.0,,2412499000.0,3618560000.0,-31602000.0,-97778000.0,154855000.0,,65087000.0,376500000.0,-19959000.0,39465000,-89018000.0,,,,110747000,673960000.0,2545000.0,2435000.0,67807000,30387000.0,654306000,-11409000.0,35099000.0,812063000.0,1600436000.0,1483589000.0,131917000.0,-6987000.0,,0.0,928910000.0,108385000.0,1107089000.0,-23168000.0,319988000.0,520149000.0,156313000.0,0.0,10973000.0,66350000.0,39465000,58214000.0,39465000,134157000.0,254675000.0,793448000.0,11924000.0,,,,,,
2012-03-31,-3955000.0,-35531000.0,1477130000.0,159400000.0,0.18,141600000.0,980000.0,156313000.0,84017000.0,84017000.0,,,-36219000.0,-35502000.0,15000000.0,1127000.0,-21125000.0,36490000.0,34945000.0,41861000.0,,-72296000.0,0.0,,2492359000.0,,-23230000.0,-88865000.0,153028000.0,97700000.0,68800000.0,320746000.0,-19665000.0,17800000,-71739000.0,0.18,,,169100000,648693000.0,2594000.0,46334000.0,169100000,-1274000.0,671300000,-63272000.0,4505000.0,865196000.0,1627163000.0,1570415000.0,129993000.0,-6728000.0,96600000.0,0.0,921944000.0,127169000.0,1249669000.0,-4930000.0,348272000.0,526300000.0,84017000.0,95500000.0,0.0,-24100000.0,17800000,71682000.0,17800000,145000000.0,263283000.0,789785000.0,150830000.0,,,,,,
2012-06-30,-3974000.0,138000.0,1393730000.0,70600000.0,0.47,25400000.0,981000.0,84017000.0,515121000.0,515121000.0,,13256000.0,-34704000.0,293162000.0,414657000.0,-665000.0,-5255000.0,35594000.0,115100000.0,44926000.0,,431104000.0,0.0,0.0,2831491000.0,,-75575000.0,-103035000.0,134113000.0,97400000.0,70600000.0,689948000.0,-24631000.0,45200000,22842000.0,0.46,,,83900000,661600000.0,3137000.0,77909000.0,83900000,80396000.0,712500000,-25285000.0,12401000.0,1285686000.0,1545805000.0,1908771000.0,130444000.0,4663000.0,96300000.0,0.0,922720000.0,115765000.0,1218823000.0,-18915000.0,353527000.0,554400000.0,515121000.0,0.0,57399000.0,74200000.0,45200000,71555000.0,45200000,158100000.0,258620000.0,786110000.0,125056000.0,,,,,,
2012-09-30,-425273000.0,0.0,1376457000.0,61500000.0,0.41,21700000.0,981000.0,515121000.0,140906000.0,140906000.0,,30590000.0,-24654000.0,-451332000.0,15000000.0,1703000.0,-26148000.0,34758000.0,101766000.0,47547000.0,,-374215000.0,0.0,0.0,2455150000.0,,-8219000.0,-101968000.0,147308000.0,97300000.0,68500000.0,307257000.0,-24480000.0,39800000,-24649000.0,0.41,,,92100000,670178000.0,2746000.0,45007000.0,92100000,77112000.0,723500000,-17473000.0,14539000.0,924833000.0,1530317000.0,1515054000.0,130866000.0,-2152000.0,96400000.0,0.0,940096000.0,119422000.0,1207797000.0,13195000.0,379675000.0,560900000.0,140906000.0,0.0,0.0,70500000.0,39800000,71555000.0,39800000,162600000.0,260772000.0,782370000.0,135361000.0,,,,,,
2012-12-31,-3982000.0,0.0,1366069000.0,89000000.0,0.63,28000000.0,981000.0,140906000.0,207393000.0,207393000.0,,9371000.0,-32947000.0,-51943000.0,15000000.0,-64525000.0,27533000.0,38283000.0,152394000.0,45223000.0,-2274723000.0,66487000.0,0.0,0.0,2453768000.0,3640792000.0,61862000.0,-114042000.0,117510000.0,97400000.0,72000000.0,259846000.0,-49075000.0,61000000,-33964000.0,0.63,,,102000000,703728000.0,3210000.0,-171224000.0,102000000,119447000.0,736600000,25232000.0,75476000.0,937033000.0,1516735000.0,1484307000.0,29229000.0,-7995000.0,96300000.0,0.0,969461000.0,27341000.0,1224461000.0,-29798000.0,352142000.0,562600000.0,207393000.0,-3600000.0,-1070000.0,72000000.0,61000000,67160000.0,61000000,174000000.0,268767000.0,778630000.0,227160000.0,,,,,,
2013-03-31,-3985000.0,0.0,1353202000.0,94000000.0,0.63,33400000.0,981000.0,207393000.0,268037000.0,268037000.0,,9200000.0,-27276000.0,-6163000.0,15000000.0,-545000.0,-39541000.0,37436000.0,95767000.0,46504000.0,,60644000.0,0.0,,2515938000.0,1353202000.0,-3340000.0,-111284000.0,142856000.0,97400000.0,75200000.0,286380000.0,0.0,60600000,-28960000.0,0.62,,,107200000,729727000.0,3637000.0,926000.0,107200000,68491000.0,755200000,-31921000.0,6052000.0,1011636000.0,1504302000.0,1514119000.0,31200000.0,-1414000.0,96400000.0,0.0,1001819000.0,96875000.0,1227739000.0,23537000.0,391683000.0,572800000.0,268037000.0,-4000000.0,-1730000.0,75200000.0,60600000,67160000.0,60600000,182400000.0,270181000.0,774890000.0,225833000.0,,,,,,
2013-06-30,-3989000.0,0.0,1363681000.0,98100000.0,0.67,33600000.0,983000.0,268037000.0,370057000.0,370057000.0,,9200000.0,-53615000.0,-31357000.0,15000000.0,4681000.0,-11684000.0,36589000.0,187270000.0,45058000.0,,102020000.0,0.0,,2614821000.0,1363681000.0,-1809000.0,-95314000.0,164910000.0,97500000.0,74000000.0,344150000.0,-30658000.0,64500000,-53893000.0,0.66,,,118100000,753439000.0,3137000.0,-1477000.0,118100000,133655000.0,800200000,172000.0,57386000.0,1102333000.0,1512488000.0,1563535000.0,29951000.0,7173000.0,96400000.0,0.0,1051286000.0,124017000.0,1219385000.0,23863000.0,403367000.0,608100000.0,370057000.0,-10800000.0,-466000.0,74000000.0,64500000,67160000.0,64500000,192100000.0,263008000.0,771151000.0,229917000.0,,,,,,
2013-09-30,-3993000.0,0.0,1369053000.0,130100000.0,0.87,45900000.0,981000.0,370057000.0,396595000.0,396595000.0,,11900000.0,-49519000.0,-60927000.0,15000000.0,-15690000.0,-6358000.0,35742000.0,137131000.0,49226000.0,,26538000.0,0.0,,2657109000.0,1369053000.0,-2650000.0,-86094000.0,163928000.0,97600000.0,77600000.0,353902000.0,-39225000.0,84200000,-49666000.0,0.86,,,148200000,787684000.0,3182000.0,3387000.0,148200000,87612000.0,845400000,156000.0,16446000.0,1135928000.0,1521181000.0,1557981000.0,33661000.0,-3884000.0,96800000.0,0.0,1099128000.0,134700000.0,1204079000.0,-982000.0,409725000.0,619600000.0,396595000.0,-6200000.0,-263000.0,77600000.0,84200000,67160000.0,84200000,225800000.0,266892000.0,767411000.0,246383000.0,,,,,,
2013-12-31,-1062807000.0,-1174506000.0,2805704000.0,93200000.0,2.35,-133800000.0,982000.0,396595000.0,190960000.0,190960000.0,,27900000.0,-104012000.0,885221000.0,39000000.0,-10947000.0,26392000.0,310539000.0,188033000.0,69738000.0,-2426996000.0,-205635000.0,4002000.0,,5243779000.0,5232700000.0,0.0,-65024000.0,357432000.0,97600000.0,100000000.0,660539000.0,-39262000.0,227000000,-1278889000.0,2.33,,,157600000,1019101000.0,4805000.0,-3844000.0,157600000,84021000.0,1264400000,31207000.0,-167153000.0,1531009000.0,3712770000.0,3886959000.0,65318000.0,31429000.0,96700000.0,0.0,1356820000.0,34520000.0,3226420000.0,7804000.0,643083000.0,1006800000.0,190960000.0,-36500000.0,-21000.0,100000000.0,227000000,526789000.0,227000000,257600000.0,594291000.0,2508845000.0,434835000.0,,,,,,
2014-03-31,-66251000.0,,2800742000.0,140100000.0,0.92,50000000.0,983000.0,190960000.0,185706000.0,185706000.0,,20800000.0,-50933000.0,-100951000.0,6500000.0,1249000.0,-43429000.0,304891000.0,149299000.0,70212000.0,-2493068000.0,-5254000.0,0.0,5973000.0,5263948000.0,5293810000.0,0.0,-63203000.0,390630000.0,97934783.0,116500000.0,643433000.0,-39297000.0,90100000,-53602000.0,0.92,,,184900000,1067661000.0,3588000.0,2788000.0,184900000,98366000.0,1431300000,-55003000.0,15645000.0,1561343000.0,3702605000.0,3846365000.0,80810000.0,-13035000.0,97934783.0,0.0,1417583000.0,55487000.0,3202932000.0,4255000.0,696344000.0,1129900000.0,185706000.0,-24000000.0,-2669000.0,116500000.0,90100000,526760000.0,90100000,301400000.0,607306000.0,2475393000.0,423973000.0,,,,,,
2014-06-30,-50255000.0,,2817249000.0,158800000.0,1.01,59200000.0,984000.0,185706000.0,161991000.0,161991000.0,,21400000.0,-97250000.0,-90850000.0,6500000.0,-1638000.0,-4211000.0,306002000.0,184844000.0,69374000.0,-2564070000.0,-23715000.0,0.0,,5304237000.0,5381319000.0,0.0,-61330000.0,394743000.0,98613861.0,122900000.0,657913000.0,-39348000.0,99600000,-117709000.0,1.01,,,187900000,1119367000.0,4013000.0,-2890000.0,187900000,87594000.0,1468400000,-29356000.0,3938000.0,1574249000.0,3729988000.0,3821618000.0,83084000.0,-242000.0,98613861.0,0.0,1482619000.0,31969000.0,3163705000.0,-10513000.0,704218000.0,1157600000.0,161991000.0,-7700000.0,-169000.0,122900000.0,99600000,537363000.0,99600000,310800000.0,611342000.0,2425441000.0,430947000.0,,,,,,
2014-09-30,-474135000.0,0.0,2818133000.0,165300000.0,1.06,60900000.0,984000.0,161991000.0,154323000.0,154323000.0,,23100000.0,-106682000.0,-117972000.0,6500000.0,-3342000.0,-27330000.0,299096000.0,222577000.0,73902000.0,-2646672000.0,-7668000.0,0.0,7176000.0,5330749000.0,5464805000.0,0.0,-60944000.0,387854000.0,98490566.0,119600000.0,690035000.0,-39359000.0,104400000,-112273000.0,1.06,,,200700000,1184155000.0,4047000.0,4289000.0,200700000,115895000.0,1518900000,-1987000.0,-2156000.0,1597707000.0,3733042000.0,3778710000.0,84764000.0,-9243000.0,98490566.0,0.0,1552039000.0,48026000.0,3088675000.0,-6699000.0,717947000.0,1198600000.0,154323000.0,-12300000.0,-5591000.0,119600000.0,104400000,541911000.0,104400000,320300000.0,616962000.0,2350484000.0,426086000.0,,,,,,
2014-12-31,-1859000.0,-210000.0,2857600000.0,150000000.0,1.0,51500000.0,1000000.0,154323000.0,124900000.0,124900000.0,,23200000.0,-165335000.0,-41327000.0,6500000.0,-69000.0,66470000.0,293500000.0,179380000.0,72000000.0,-2657800000.0,-29463000.0,0.0,,5348500000.0,5515400000.0,0.0,-153900000.0,330500000.0,98500000.0,110400000.0,611000000.0,-39396000.0,98500000,-167516000.0,1.0,,,186600000,1242200000.0,3952000.0,-5087000.0,186600000,14045000.0,1434000000,-10654000.0,-14827000.0,1578600000.0,3769900000.0,3827100000.0,72800000.0,-49880000.0,98500000.0,0.0,1521400000.0,42800000.0,3216100000.0,-23043000.0,646100000.0,1137000000.0,124900000.0,-13400000.0,-1971000.0,110400000.0,98500000,546800000.0,98500000,297000000.0,664900000.0,2348900000.0,409900000.0,,,,,,
