date,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyBasicEPS,quarterlyChangeInInventory,quarterlyDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyDilutedAverageShares,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1986-09-30,,,388300000,388300000,388300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,,,-953200000,-953200000,256200000,,,,,652500000.0,,654100000.0,215300000.0,628700000.0,,,,521900000.0,,,555500000.0,,,,,,363400000.0,,,53500000.0,,,22600000,75400000.0,,437200000.0,,,,63300000.0,,99800000.0,-270600000.0,,20300000.0,,250700000.0,,,,,383500000.0,,152000000.0,579300000.0,96000000.0,1208000000.0,,53100000.0,53100000.0,,,,,,,,,,,,,,,,,
1987-03-31,,,416800000,416800000,416800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,19200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,433400000,433400000,433400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,23200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,454400000,454400000,454400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,27800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,,,-1093300000,-1093300000,458500000,,,,,761900000.0,,768100000.0,311700000.0,744600000.0,,,,575400000.0,,,625600000.0,,,,,,354100000.0,,,55700000.0,,,26200000,46900000.0,,450200000.0,,,,78300000.0,,90500000.0,-319800000.0,,40400000.0,,318100000.0,,,,,448300000.0,,233400000.0,642900000.0,104100000.0,1387500000.0,,46500000.0,46500000.0,,,,,,,,,,,,,,,,,
1988-03-31,,,466300000,466300000,466300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,21300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,486500000,486500000,486500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,26100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,470000000,470000000,470000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,25700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,,,-1203800000,-1203800000,486200000,,,,,707300000.0,,849000000.0,266600000.0,710500000.0,,,,639100000.0,,,697900000.0,,,,,,339400000.0,,,55200000.0,,,30400000,29200000.0,,440700000.0,,,,29400000.0,,105600000.0,-358200000.0,,46100000.0,,308000000.0,,,,,490800000.0,,237200000.0,694700000.0,98300000.0,1405200000.0,,36600000.0,36600000.0,,,,,,,,,,,,,,,,,
1989-03-31,,,480600000,480600000,480600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,24600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,76000000,58300000,491500000,188600000.0,30800000.0,,,762300000.0,,861500000.0,264800000.0,772800000.0,,,,673800000.0,,,684000000.0,,,302900000.0,,,400200000.0,130300000.0,,52500000.0,112600000.0,30800000.0,30800000,20300000.0,,497500000.0,,7000000.0,,28200000.0,,100000000.0,-378900000.0,,44800000.0,-900000.0,320500000.0,,,19600000.0,,482600000.0,50400000.0,135100000.0,673500000.0,90900000.0,1446300000.0,,87300000.0,87300000.0,,,101500000.0,,,,,,,,,,,,,,
1989-09-30,,,81000000,62400000,487700000,180400000.0,29000000.0,-58000000.0,0.0,778300000.0,2600000.0,902600000.0,271000000.0,747200000.0,-11900000.0,-23800000.0,,690900000.0,-7400000.0,,687200000.0,,,307300000.0,,-10800000.0,402700000.0,118000000.0,,59700000.0,108700000.0,29000000.0,29000000,24600000.0,,507300000.0,3400000.0,5300000.0,-34500000.0,26100000.0,-55900000.0,106400000.0,-398200000.0,0.0,44900000.0,-9500000.0,322200000.0,42800000.0,-49500000.0,18600000.0,,504400000.0,47600000.0,153400000.0,718300000.0,107500000.0,1465500000.0,-13100000.0,37800000.0,37800000.0,,18600000.0,91500000.0,,,0.0,,,,,,,,,,,
1989-12-31,,,87800000,71900000,511700000,200500000.0,33300000.0,-8100000.0,0.0,817100000.0,2500000.0,918800000.0,283700000.0,759700000.0,-11700000.0,-39400000.0,,712400000.0,25200000.0,,674100000.0,,,311200000.0,,7800000.0,416400000.0,128600000.0,,61600000.0,112700000.0,33300000.0,33300000,31000000.0,,533400000.0,400000.0,5900000.0,-51300000.0,15800000.0,-28200000.0,103300000.0,-399200000.0,0.0,55400000.0,-10500000.0,313200000.0,76900000.0,17600000.0,22200000.0,,519600000.0,55500000.0,152000000.0,731500000.0,108600000.0,1491200000.0,48700000.0,55400000.0,55400000.0,,15900000.0,115900000.0,,,0.0,,,,,,,,,,,
1990-03-31,,,69100000,49900000,484100000,185400000.0,22500000.0,0.0,0.0,798400000.0,-6100000.0,920400000.0,268000000.0,736000000.0,-11600000.0,-24700000.0,,723200000.0,-11100000.0,,665200000.0,,,298700000.0,,-7100000.0,415400000.0,135500000.0,,59100000.0,116300000.0,22500000.0,22500000,25700000.0,,530400000.0,400000.0,6600000.0,-36100000.0,14100000.0,-14800000.0,105800000.0,-405600000.0,0.0,55900000.0,-5800000.0,314700000.0,24500000.0,-12400000.0,15000000.0,,514800000.0,37500000.0,155800000.0,727600000.0,107000000.0,1463600000.0,9700000.0,43000000.0,43000000.0,,19200000.0,98100000.0,,,55400000.0,,,,,,,,,,,
1990-06-30,,,82900000,63900000,498900000,196700000.0,30600000.0,-21200000.0,0.0,807400000.0,-900000.0,942100000.0,277800000.0,760400000.0,-11300000.0,-6400000.0,,742600000.0,20900000.0,,685900000.0,,,302200000.0,,-2700000.0,414600000.0,132800000.0,,58600000.0,113800000.0,30600000.0,30600000,23400000.0,,529600000.0,400000.0,6500000.0,-18100000.0,13500000.0,-19700000.0,104700000.0,-419200000.0,0.0,56400000.0,-6400000.0,317100000.0,69600000.0,29400000.0,20400000.0,,522900000.0,51000000.0,167100000.0,732900000.0,105300000.0,1493300000.0,49900000.0,72400000.0,72400000.0,,19000000.0,97200000.0,,,0.0,,,,,,,,,,,
1990-09-30,,,74700000,55600000,492300000,189300000.0,27700000.0,-15400000.0,0.0,788200000.0,-1000000.0,964300000.0,256900000.0,751100000.0,-12600000.0,-12500000.0,,757700000.0,-13300000.0,,699700000.0,,,303000000.0,,600000.0,417200000.0,133700000.0,,60200000.0,114600000.0,27700000.0,27700000,19500000.0,,531300000.0,,5100000.0,-21900000.0,16000000.0,-18100000.0,104200000.0,-435700000.0,0.0,53900000.0,-6400000.0,309900000.0,32500000.0,-2500000.0,16400000.0,,528600000.0,44100000.0,148000000.0,736800000.0,104000000.0,1487900000.0,14400000.0,69900000.0,69900000.0,,19100000.0,92900000.0,,,0.0,,,,,,,,,,,
1990-12-31,,,69000000,52000000,501400000,187300000.0,25800000.0,-28300000.0,0.0,797300000.0,8500000.0,979400000.0,282400000.0,744200000.0,0.0,-21200000.0,,774100000.0,30100000.0,,696500000.0,,,314100000.0,,-4700000.0,398100000.0,135300000.0,,59700000.0,118300000.0,25800000.0,25800000,27100000.0,,514900000.0,,7200000.0,-27100000.0,30000000.0,-25600000.0,107000000.0,-441100000.0,0.0,57100000.0,-5400000.0,291800000.0,81400000.0,24800000.0,13600000.0,,538300000.0,39400000.0,140600000.0,749600000.0,104300000.0,1493800000.0,55800000.0,94700000.0,94700000.0,,17000000.0,111800000.0,,,0.0,,,,,,,,,,,
1991-03-31,,,56500000,37500000,453600000,171200000.0,15500000.0,-11800000.0,0.0,773300000.0,7900000.0,981200000.0,253200000.0,721400000.0,-12200000.0,-20300000.0,,777400000.0,-15400000.0,,675900000.0,,,282400000.0,,-700000.0,404500000.0,133700000.0,,59200000.0,114700000.0,15500000.0,15500000,20800000.0,,520100000.0,400000.0,5400000.0,-21200000.0,17700000.0,-15000000.0,96500000.0,-450600000.0,0.0,56400000.0,-6800000.0,295100000.0,27000000.0,-11300000.0,9800000.0,,530600000.0,25300000.0,143700000.0,727800000.0,100700000.0,1449200000.0,12000000.0,83400000.0,83400000.0,,19000000.0,91800000.0,,,94700000.0,,,,,,,,,,,
1991-06-30,,,72900000,54000000,490000000,187700000.0,26200000.0,-48100000.0,0.0,946600000.0,500000.0,995400000.0,270500000.0,877200000.0,-26100000.0,-7400000.0,,786900000.0,9000000.0,,678500000.0,,,302300000.0,,-2600000.0,560700000.0,133700000.0,,60100000.0,114800000.0,26200000.0,26200000,24100000.0,,676100000.0,180300000.0,7000000.0,133700000.0,19900000.0,-46500000.0,99700000.0,-461300000.0,0.0,55300000.0,-5000000.0,292200000.0,54600000.0,138500000.0,15800000.0,,534100000.0,42000000.0,152000000.0,747900000.0,114100000.0,1625100000.0,8100000.0,221900000.0,221900000.0,,18900000.0,98600000.0,,,0.0,,,,,,,,,,,
1991-09-30,,,78100000,55600000,506100000,192300000.0,28200000.0,-18000000.0,0.0,774000000.0,700000.0,1018300000.0,269600000.0,718600000.0,-14000000.0,-7200000.0,,801000000.0,-20300000.0,,699400000.0,,,313800000.0,,-3600000.0,388400000.0,136700000.0,,59200000.0,114200000.0,28200000.0,28200000,22900000.0,,504400000.0,3600000.0,6400000.0,-197500000.0,23500000.0,-19100000.0,104000000.0,-482400000.0,0.0,56800000.0,-2900000.0,288400000.0,31100000.0,-182900000.0,18100000.0,,535900000.0,46300000.0,150700000.0,754800000.0,114900000.0,1473400000.0,12000000.0,39000000.0,39000000.0,,22500000.0,95400000.0,,,0.0,,,,,,,,,,,
1991-12-31,,,73400000,58900000,512500000,192100000.0,25200000.0,-31200000.0,0.0,842400000.0,400000.0,1045500000.0,308900000.0,743900000.0,0.0,-2300000.0,,807700000.0,27200000.0,,705500000.0,,,320400000.0,,-1100000.0,396700000.0,133200000.0,,79600000.0,118700000.0,25200000.0,25200000,33400000.0,,533500000.0,300000.0,6600000.0,-18500000.0,18300000.0,-35200000.0,104400000.0,-483800000.0,0.0,57200000.0,-9400000.0,299600000.0,67300000.0,19300000.0,17700000.0,,561700000.0,42900000.0,162500000.0,804000000.0,137900000.0,1547900000.0,32100000.0,58300000.0,58300000.0,,14500000.0,128100000.0,,,0.0,,,,,,,,,,,
1992-03-31,,,59600000,40400000,502100000,186600000.0,17500000.0,-31400000.0,0.0,829400000.0,1900000.0,1059400000.0,305400000.0,745600000.0,-14000000.0,,,804700000.0,-2600000.0,,699100000.0,,,315500000.0,,-1300000.0,381800000.0,146200000.0,,78900000.0,127000000.0,17500000.0,17500000,30000000.0,,524000000.0,200000.0,5800000.0,-19000000.0,16000000.0,-30800000.0,87400000.0,-496700000.0,0.0,63300000.0,-6800000.0,307900000.0,36000000.0,-15300000.0,10300000.0,,562700000.0,27800000.0,183900000.0,782900000.0,132800000.0,1528500000.0,5200000.0,43000000.0,43000000.0,,19200000.0,105500000.0,,,58300000.0,,,,,,,,,,,
1992-06-30,,,77500000,58500000,560900000,207500000.0,28800000.0,-84200000.0,0.0,920000000.0,1000000.0,1088300000.0,390600000.0,796100000.0,-14300000.0,,,820400000.0,-9000000.0,,722600000.0,,,353400000.0,,-8100000.0,386600000.0,149000000.0,,80100000.0,130000000.0,28800000.0,28800000,30900000.0,,529400000.0,200000.0,6000000.0,52100000.0,87300000.0,-78800000.0,94100000.0,-518200000.0,0.0,62700000.0,-6900000.0,323200000.0,39800000.0,8600000.0,16800000.0,,570100000.0,45600000.0,196700000.0,846500000.0,182300000.0,1642600000.0,-39000000.0,51600000.0,51600000.0,,19000000.0,106600000.0,,,0.0,,,,,,,,,,,
1992-09-30,,,77700000,53200000,555900000,210400000.0,25400000.0,-34700000.0,0.0,914700000.0,4700000.0,1091700000.0,374900000.0,761400000.0,-14200000.0,-18100000.0,,831400000.0,-14600000.0,,699000000.0,,,345500000.0,,-99500000.0,393500000.0,157200000.0,,146300000.0,132700000.0,25400000.0,25400000,32400000.0,,539800000.0,2400000.0,7200000.0,-30800000.0,93900000.0,64000000.0,94000000.0,-518200000.0,0.0,,-5100000.0,321100000.0,40000000.0,-24600000.0,15500000.0,,573500000.0,40900000.0,179700000.0,852300000.0,184800000.0,1613700000.0,104000000.0,27000000.0,27000000.0,,24500000.0,101300000.0,,,0.0,,,,,,,,,,,
1992-12-31,,,71700000,55900000,598800000,209800000.0,26400000.0,12200000.0,0.0,911300000.0,8400000.0,1084800000.0,329900000.0,778700000.0,-15000000.0,-2700000.0,,843700000.0,44400000.0,,696300000.0,,,389000000.0,,133500000.0,438000000.0,153900000.0,,143400000.0,138100000.0,26400000.0,26400000,40700000.0,,581400000.0,800000.0,6800000.0,-25700000.0,28600000.0,-125300000.0,87000000.0,-518200000.0,0.0,,-5300000.0,302000000.0,69200000.0,54100000.0,17400000.0,,566600000.0,43800000.0,3100000.0,828900000.0,175300000.0,1607600000.0,-56100000.0,81100000.0,81100000.0,,15800000.0,298200000.0,,,0.0,,,,,,,,,,,
1993-03-31,,,70700000,48600000,553400000,200800000.0,23000000.0,19500000.0,0.0,953400000.0,10000000.0,1100800000.0,439600000.0,824100000.0,-15000000.0,-26500000.0,,852600000.0,-35500000.0,,681500000.0,,,352600000.0,,900000.0,369000000.0,152200000.0,,90800000.0,130100000.0,23000000.0,23000000,35700000.0,,513800000.0,400000.0,7300000.0,-17500000.0,118400000.0,-15400000.0,75800000.0,-539300000.0,0.0,54000000.0,-3800000.0,321700000.0,-4400000.0,-3200000.0,14500000.0,,561500000.0,37500000.0,221500000.0,810800000.0,173500000.0,1634900000.0,-19800000.0,77900000.0,77900000.0,,22100000.0,99700000.0,,,81100000.0,,,,,,,,,,,
1993-06-30,,,70900000,53200000,565200000,199400000.0,27000000.0,-14400000.0,0.0,880000000.0,400000.0,1104400000.0,372800000.0,769300000.0,-29700000.0,0.0,,865700000.0,-35100000.0,,691100000.0,,,365800000.0,,-4500000.0,364800000.0,146200000.0,,89800000.0,128500000.0,27000000.0,27000000,32700000.0,,507200000.0,,6000000.0,-55400000.0,92300000.0,-10800000.0,76100000.0,-549000000.0,0.0,52600000.0,-4000000.0,329400000.0,10000000.0,-59400000.0,16200000.0,,555400000.0,43200000.0,186900000.0,801800000.0,170300000.0,1571100000.0,-800000.0,18500000.0,18500000.0,,17700000.0,93600000.0,,,0.0,,,,,,,,,,,
1993-09-30,,,72700000,53400000,576300000,198800000.0,25000000.0,-23200000.0,0.0,903800000.0,9900000.0,1110400000.0,376500000.0,774900000.0,-15200000.0,-15800000.0,,858800000.0,8100000.0,,681900000.0,,,377500000.0,,-13700000.0,385700000.0,145400000.0,,141600000.0,126100000.0,25000000.0,25000000,29500000.0,,527300000.0,,6900000.0,-12500000.0,97300000.0,-18300000.0,73800000.0,-549000000.0,0.0,,-3600000.0,317900000.0,57300000.0,20500000.0,17900000.0,,561400000.0,42900000.0,1000000.0,810800000.0,175600000.0,1585700000.0,39000000.0,39000000.0,39000000.0,,19300000.0,278200000.0,,,0.0,,,,,,,,,,,
1993-12-31,,,74200000,52600000,578200000,201800000.0,9100000.0,-32600000.0,0.0,896000000.0,-5800000.0,1119000000.0,357100000.0,758600000.0,-600000.0,0.0,,871100000.0,50200000.0,,680900000.0,,,376400000.0,,-9200000.0,377200000.0,149200000.0,,125700000.0,127600000.0,9100000.0,17600000,35600000.0,,538900000.0,600000.0,5000000.0,-45800000.0,52100000.0,-25200000.0,80300000.0,-552500000.0,0.0,36000000.0,-23200000.0,308100000.0,83600000.0,4700000.0,6800000.0,,566500000.0,24400000.0,201700000.0,818300000.0,171500000.0,1576900000.0,58400000.0,43700000.0,43700000.0,,21600000.0,103300000.0,,,0.0,,,,,,,,,,,
1994-03-31,,,78700000,57500000,585700000,212500000.0,25600000.0,-11900000.0,36500000.0,902400000.0,5300000.0,1128400000.0,361300000.0,789100000.0,-29900000.0,,,882300000.0,-58000000.0,,694300000.0,,,373200000.0,,-300000.0,380100000.0,155000000.0,,125700000.0,133800000.0,25600000.0,25600000,35500000.0,,541100000.0,300000.0,7400000.0,8100000.0,89100000.0,-13200000.0,77600000.0,-567400000.0,0.0,35300000.0,-8800000.0,327500000.0,-5900000.0,-7200000.0,15700000.0,,561000000.0,41300000.0,178000000.0,807600000.0,169000000.0,1596700000.0,-19100000.0,36500000.0,36500000.0,,21200000.0,94200000.0,,,43700000.0,,,,,,,,,,,
1994-06-30,,,92400000,70800000,628800000,231800000.0,33700000.0,-20900000.0,33800000.0,925300000.0,11200000.0,1115400000.0,381700000.0,835200000.0,-15200000.0,,,901600000.0,-27000000.0,,718300000.0,,,397000000.0,,-2700000.0,385600000.0,161000000.0,,123100000.0,139400000.0,33700000.0,33700000,32400000.0,,543600000.0,300000.0,7800000.0,-19600000.0,86300000.0,-17900000.0,80900000.0,-557600000.0,0.0,34900000.0,-9000000.0,352600000.0,39500000.0,-2700000.0,20300000.0,,557800000.0,54000000.0,194200000.0,808400000.0,169700000.0,1643600000.0,21600000.0,33800000.0,33800000.0,,21600000.0,101200000.0,,,36500000.0,,,,,,,,,,,
1994-09-30,,,87100000,67400000,632600000,226600000.0,32200000.0,-18400000.0,38800000.0,956100000.0,7000000.0,1132900000.0,423100000.0,882400000.0,-15700000.0,-1200000.0,,918800000.0,-39100000.0,,742300000.0,,,406000000.0,,-1900000.0,386400000.0,159200000.0,,126400000.0,139500000.0,32200000.0,32200000,33900000.0,,533000000.0,2900000.0,6900000.0,1900000.0,103400000.0,-17500000.0,86200000.0,-571100000.0,0.0,20200000.0,-9100000.0,370700000.0,19800000.0,5000000.0,19200000.0,,561800000.0,51400000.0,217700000.0,816000000.0,168000000.0,1698400000.0,2300000.0,38800000.0,38800000.0,,19700000.0,102000000.0,,,33800000.0,,,,,,,,,,,
1994-12-31,,,90100000,70800000,663800000,237800000.0,33800000.0,-19000000.0,69300000.0,956900000.0,-5200000.0,1128600000.0,421500000.0,888500000.0,-700000.0,-14300000.0,,937800000.0,27200000.0,,744200000.0,,,426000000.0,,-4900000.0,387100000.0,167000000.0,,133900000.0,147700000.0,33800000.0,33800000,39700000.0,,535400000.0,700000.0,11500000.0,-26000000.0,93700000.0,-17800000.0,88200000.0,-568800000.0,0.0,14400000.0,-8800000.0,369200000.0,75100000.0,30500000.0,21300000.0,,559800000.0,55100000.0,202500000.0,812600000.0,164600000.0,1701100000.0,57300000.0,69300000.0,69300000.0,,19300000.0,125300000.0,,,38800000.0,,,,,,,,,,,
1995-03-31,,,80300000,58400000,643300000,227600000.0,28700000.0,-17800000.0,40500000.0,978500000.0,6200000.0,1148400000.0,424700000.0,914000000.0,-30000000.0,-6400000.0,,951800000.0,-62700000.0,,749900000.0,,,415700000.0,,-5100000.0,406200000.0,169200000.0,,133200000.0,147300000.0,28700000.0,28700000,38200000.0,,553800000.0,500000.0,7500000.0,-7100000.0,124400000.0,-13000000.0,91000000.0,-588500000.0,0.0,14400000.0,-4600000.0,406600000.0,-5900000.0,-28800000.0,17600000.0,,559900000.0,46300000.0,194100000.0,814400000.0,163500000.0,1728400000.0,-18900000.0,40500000.0,40500000.0,,21900000.0,106200000.0,,,69300000.0,,,,,,,,,,,
1995-06-30,,,84100000,63300000,655500000,232700000.0,31500000.0,-19600000.0,44800000.0,970200000.0,6900000.0,1160300000.0,421200000.0,932400000.0,-15600000.0,-3800000.0,,969000000.0,-28000000.0,,766900000.0,,,422800000.0,,-4400000.0,396300000.0,169400000.0,,139400000.0,148600000.0,31500000.0,31500000,35400000.0,,549000000.0,400000.0,8100000.0,-6900000.0,137900000.0,-14200000.0,86900000.0,-603300000.0,0.0,13300000.0,-4400000.0,415600000.0,31200000.0,4300000.0,19300000.0,,557000000.0,50800000.0,184800000.0,804700000.0,160800000.0,1737100000.0,17000000.0,44800000.0,44800000.0,,20800000.0,98500000.0,,,40500000.0,,,,,,,,,,,
1995-09-30,,,80700000,59700000,655700000,228700000.0,-1700000.0,-22800000.0,48500000.0,951500000.0,500000.0,1157700000.0,414400000.0,928600000.0,-700000.0,-2300000.0,,952200000.0,-10800000.0,,749700000.0,,,427000000.0,,-3300000.0,396300000.0,169000000.0,,136100000.0,148000000.0,-1700000.0,-1700000,35600000.0,,537100000.0,1800000.0,7600000.0,-23100000.0,112600000.0,-17500000.0,83800000.0,-614700000.0,0.0,4700000.0,-86700000.0,391100000.0,50500000.0,3700000.0,8600000.0,,543000000.0,6900000.0,202900000.0,772600000.0,145800000.0,1701200000.0,33000000.0,48500000.0,48500000.0,,21000000.0,98900000.0,,,44800000.0,,,,,,,,,,,
