date,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyPurchaseOfInvestment,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyDilutedEPS,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2005-09-30,1237000000.0,1237000000.0,,-2000000.0,,28547000000.0,8000000.0,44000000.0,11525000000.0,2038000000.0,-832000000.0,1003000000.0,238000000.0,,,-1000000.0,-12828000000.0,9598000000.0,1128000000.0,1193000000.0,204000000.0,41375000000.0,,0.0,-3140000000.0,-166000000.0,2183000000.0,2038000000.0,410000000.0,,,-232000000.0,13146000000.0,15343000000.0,1528000000.0,577000000,,296000000.0,-255000000.0,275000000.0,185000000,4564000000,55589000000.0,15000000.0,42443000000.0,45556000000.0,29567000000.0,10000000,7984000000.0,10033000000.0,2894000000.0,,180000000.0,2763000000.0,11122000000.0,-938000000.0,1670000000.0,65000000.0,1237000000.0,,1162000000.0,15000000.0,,1485000000.0,-284000000.0,4747000000.0,16697000000.0,,,,,,,,,,
2005-12-31,146000000.0,146000000.0,,160000000.0,,28940000000.0,423000000.0,1237000000.0,11543000000.0,3948000000.0,-940000000.0,-349000000.0,285000000.0,,,-13000000.0,-13123000000.0,9293000000.0,125000000.0,-1091000000.0,,42063000000.0,,0.0,-2564000000.0,115000000.0,2756000000.0,3948000000.0,9000000.0,,,-233000000.0,10129000000.0,14480000000.0,1550000000.0,1071000000,,-815000000.0,-148000000.0,-501000000.0,676000000,5108000000,52660000000.0,257000000.0,42531000000.0,42006000000.0,26919000000.0,263000000,5255000000.0,10654000000.0,3179000000.0,,832000000.0,3561000000.0,7776000000.0,-867000000.0,1929000000.0,20000000.0,146000000.0,,1167000000.0,257000000.0,,1253000000.0,-5000000.0,4926000000.0,14653000000.0,,,,,,,,,,
2006-03-31,69000000.0,69000000.0,,204000000.0,,28825000000.0,738000000.0,146000000.0,11295000000.0,1403000000.0,-923000000.0,-71000000.0,261000000.0,,4298000000.0,-10000000.0,-13065000000.0,8414000000.0,984000000.0,-73000000.0,273000000.0,41890000000.0,,,-1825000000.0,187000000.0,1953000000.0,1403000000.0,3000000.0,,,-240000000.0,9007000000.0,12043000000.0,1844000000.0,1374000000,,61000000.0,-281000000.0,-33000000.0,960000000,4957000000,50544000000.0,534000000.0,41537000000.0,39103000000.0,,534000000,6029000000.0,11441000000.0,2267000000.0,,36000000.0,2909000000.0,8687000000.0,-986000000.0,2690000000.0,39000000.0,73000000.0,,,534000000.0,,1730000000.0,262000000.0,5129000000.0,15015000000.0,,,,,,,,,,
2006-06-30,81000000.0,81000000.0,,110000000.0,,29519000000.0,271000000.0,73000000.0,257000000.0,1065000000.0,-1008000000.0,-29000000.0,257000000.0,,,-3000000.0,-13418000000.0,8327000000.0,1005000000.0,10000000.0,220000000.0,42937000000.0,,,-1452000000.0,55000000.0,1773000000.0,1065000000.0,369000000.0,,,-243000000.0,8524000000.0,11076000000.0,1762000000.0,931000000,,-3000000.0,-249000000.0,366000000.0,483000000,3556000000,50668000000.0,161000000.0,42144000000.0,38285000000.0,26619000000.0,161000000,4948000000.0,12366000000.0,1308000000.0,,51000000.0,2461000000.0,8238000000.0,-966000000.0,2248000000.0,45000000.0,83000000.0,,1034000000.0,161000000.0,,1765000000.0,-169000000.0,5384000000.0,15703000000.0,,,,,,,,,,
2006-09-30,126000000.0,126000000.0,,420000000.0,,29636000000.0,1074000000.0,83000000.0,0.0,4302000000.0,-943000000.0,-624000000.0,262000000.0,,,2000000.0,-13786000000.0,7575000000.0,1497000000.0,45000000.0,,43422000000.0,,,-494000000.0,175000000.0,2015000000.0,4302000000.0,63000000.0,,43000000.0,-244000000.0,8025000000.0,11624000000.0,2172000000.0,1735000000,,554000000.0,,364000000.0,1301000000,4033000000,50160000000.0,654000000.0,42135000000.0,36591000000.0,24119000000.0,654000000,4269000000.0,13548000000.0,1529000000.0,,78000000.0,2405000000.0,5307000000.0,-828000000.0,2504000000.0,40000000.0,128000000.0,,1225000000.0,654000000.0,,1203000000.0,-236000000.0,5678000000.0,14372000000.0,,,,,,,,,,
2006-12-31,138000000.0,138000000.0,,186000000.0,,29382000000.0,400000000.0,128000000.0,0.0,4810000000.0,-1178000000.0,209000000.0,250000000.0,,,-3000000.0,-14193000000.0,6863000000.0,519000000.0,14000000.0,,43575000000.0,,,-425000000.0,93000000.0,2142000000.0,4810000000.0,44000000.0,,574000000.0,-243000000.0,8098000000.0,11229000000.0,1960000000.0,1044000000,,-659000000.0,,-504000000.0,601000000,3936000000,49269000000.0,31000000.0,41171000000.0,36333000000.0,24233000000.0,214000000,4106000000.0,12913000000.0,1550000000.0,,91000000.0,2753000000.0,4277000000.0,-714000000.0,2386000000.0,50000000.0,142000000.0,,1101000000.0,31000000.0,,1785000000.0,146000000.0,5858000000.0,14791000000.0,,,,,,,,,,
2007-03-31,103000000.0,103000000.0,,313000000.0,,29834000000.0,794000000.0,142000000.0,0.0,5004000000.0,-1047000000.0,-448000000.0,255000000.0,,4274000000.0,17000000.0,-14570000000.0,7203000000.0,1210000000.0,-34000000.0,,44404000000.0,,,-629000000.0,205000000.0,2003000000.0,5004000000.0,86000000.0,,7000000.0,-249000000.0,7264000000.0,10960000000.0,2107000000.0,1466000000,,163000000.0,,40000000.0,1008000000,4712000000,48575000000.0,453000000.0,41311000000.0,35585000000.0,,481000000,3547000000.0,12963000000.0,2241000000.0,,-6000000.0,2865000000.0,3953000000.0,-796000000.0,2471000000.0,46000000.0,108000000.0,,749000000.0,453000000.0,,1463000000.0,391000000.0,5944000000.0,14321000000.0,,,,,,,,,,
2007-06-30,40000000.0,40000000.0,,-232000000.0,,29504000000.0,-624000000.0,108000000.0,0.0,5337000000.0,-1309000000.0,50000000.0,278000000.0,,,5000000.0,-14565000000.0,7409000000.0,763000000.0,-65000000.0,,44069000000.0,,,-171000000.0,-313000000.0,1986000000.0,5337000000.0,30000000.0,,692000000.0,-248000000.0,7232000000.0,10671000000.0,1329000000.0,84000000,,-546000000.0,,174000000.0,-380000000,3730000000,48379000000.0,-530000000.0,41147000000.0,35765000000.0,23678000000.0,-392000000,3958000000.0,12577000000.0,1549000000.0,,17000000.0,2308000000.0,3348000000.0,-878000000.0,2181000000.0,43000000.0,43000000.0,,926000000.0,-530000000.0,,2561000000.0,-200000000.0,5901000000.0,14336000000.0,,,,,,,,,,
2007-09-30,469000000.0,469000000.0,,1498000000.0,,20861000000.0,3818000000.0,43000000.0,0.0,799000000.0,-881000000.0,-12370000000.0,437000000.0,,,5000000.0,-12054000000.0,7366000000.0,310000000.0,428000000.0,358000000.0,32915000000.0,,-5646000000.0,-49000000.0,-1562000000.0,1330000000.0,799000000.0,77000000.0,,323000000.0,-207000000.0,6803000000.0,8360000000.0,3438000000.0,920000000,,-571000000.0,-373000000.0,2656000000.0,598000000,3589000000,38526000000.0,2317000000.0,31723000000.0,29249000000.0,19442000000.0,2320000000,3319000000.0,9248000000.0,1371000000.0,,57000000.0,1943000000.0,6231000000.0,12488000000.0,2218000000.0,3650000000.0,471000000.0,,1072000000.0,2317000000.0,,1620000000.0,-206000000.0,4097000000.0,12478000000.0,,,,,,,,,,
2007-12-31,283000000.0,283000000.0,,207000000.0,,21352000000.0,509000000.0,471000000.0,0.0,3234000000.0,-735000000.0,2967000000.0,201000000.0,,,-3000000.0,-11979000000.0,7021000000.0,-2529000000.0,-184000000.0,317000000.0,33331000000.0,,-5000000.0,-12000000.0,385000000.0,1734000000.0,3234000000.0,33000000.0,,-124000000.0,-227000000.0,6656000000.0,7746000000.0,3510000000.0,988000000,,-3264000000.0,-325000000.0,-2849000000.0,699000000,3694000000,39123000000.0,299000000.0,32467000000.0,29689000000.0,20463000000.0,302000000,2972000000.0,9406000000.0,1611000000.0,,-62000000.0,2356000000.0,2778000000.0,-622000000.0,2083000000.0,10000000.0,287000000.0,,1045000000.0,299000000.0,,1384000000.0,67000000.0,4253000000.0,13235000000.0,,,,,,,,,,
2008-03-31,79000000.0,79000000.0,,157000000.0,,21656000000.0,837000000.0,287000000.0,0.0,3418000000.0,-697000000.0,-35000000.0,219000000.0,,3496000000.0,-4000000.0,-12188000000.0,7421000000.0,551000000.0,-202000000.0,651000000.0,33844000000.0,,,-404000000.0,-55000000.0,1497000000.0,3418000000.0,58000000.0,,62000000.0,-228000000.0,6479000000.0,7922000000.0,3960000000.0,1353000000,,-146000000.0,-608000000.0,-448000000.0,1059000000,4389000000,39052000000.0,680000000.0,32573000000.0,29527000000.0,,680000000,3323000000.0,9525000000.0,2113000000.0,,-64000000.0,2239000000.0,3007000000.0,-718000000.0,2276000000.0,-3000000.0,85000000.0,,838000000.0,680000000.0,,1217000000.0,196000000.0,4214000000.0,12811000000.0,,,,,,,,,,
2008-06-30,88000000.0,88000000.0,,200000000.0,,22317000000.0,500000000.0,85000000.0,0.0,3193000000.0,-919000000.0,982000000.0,210000000.0,,,2000000.0,-12377000000.0,7733000000.0,-23000000.0,6000000.0,229000000.0,34694000000.0,,,-1195000000.0,377000000.0,567000000.0,3193000000.0,62000000.0,,0.0,-229000000.0,8495000000.0,9356000000.0,4029000000.0,993000000,,-942000000.0,-217000000.0,-1028000000.0,711000000,3452000000,42041000000.0,298000000.0,33546000000.0,33166000000.0,23553000000.0,300000000,5325000000.0,8875000000.0,1616000000.0,,-46000000.0,2044000000.0,5596000000.0,-953000000.0,1836000000.0,-1000000.0,91000000.0,,1038000000.0,298000000.0,,1125000000.0,-172000000.0,4228000000.0,14204000000.0,,,,,,,,,,
2008-09-30,88000000.0,88000000.0,,344000000.0,,22596000000.0,852000000.0,91000000.0,0.0,3205000000.0,-857000000.0,-238000000.0,217000000.0,,,-5000000.0,-12148000000.0,7947000000.0,887000000.0,-1000000.0,178000000.0,34744000000.0,,,49000000.0,29000000.0,1507000000.0,3205000000.0,58000000.0,,177000000.0,-229000000.0,7333000000.0,7971000000.0,4307000000.0,1409000000,,30000000.0,-210000000.0,-115000000.0,1097000000,4231000000,41379000000.0,508000000.0,34046000000.0,30914000000.0,22686000000.0,508000000,3929000000.0,10465000000.0,2065000000.0,,260000000.0,2085000000.0,3259000000.0,-650000000.0,2166000000.0,-28000000.0,90000000.0,,1231000000.0,508000000.0,,1069000000.0,-268000000.0,4490000000.0,14117000000.0,,,,,,,,,,
2008-12-31,66000000.0,66000000.0,,178000000.0,,23274000000.0,526000000.0,90000000.0,0.0,2474000000.0,-1081000000.0,-94000000.0,207000000.0,,,-11000000.0,-12174000000.0,6903000000.0,1244000000.0,-19000000.0,336000000.0,35448000000.0,,,-269000000.0,-82000000.0,1499000000.0,2474000000.0,62000000.0,,-66000000.0,-230000000.0,7661000000.0,7794000000.0,4170000000.0,1104000000,,163000000.0,-320000000.0,614000000.0,801000000,4218000000,42053000000.0,349000000.0,34392000000.0,31976000000.0,22981000000.0,348000000,3870000000.0,10077000000.0,1991000000.0,,-447000000.0,2559000000.0,3821000000.0,-1169000000.0,2227000000.0,-68000000.0,71000000.0,,1166000000.0,349000000.0,,1426000000.0,128000000.0,4137000000.0,14956000000.0,,,,,,,,,,
2009-03-31,141000000.0,1736000000.0,-415000000.0,167000000.0,,23353000000.0,415000000.0,71000000.0,0.0,2063000000.0,-837000000.0,-527000000.0,224000000.0,95000000.0,,-2000000.0,-12858000000.0,4383000000.0,1477000000.0,76000000.0,289000000.0,36211000000.0,,,-94000000.0,-365000000.0,1263000000.0,2712000000.0,147000000.0,1595000000.0,93000000.0,-257000000.0,7292000000.0,7006000000.0,4417000000.0,964000000,23972000000.0,640000000.0,-289000000.0,766000000.0,705000000,4778000000,41687000000.0,248000000.0,34395000000.0,30978000000.0,3324000000.0,248000000,2218000000.0,10709000000.0,2387000000.0,3503000000.0,-37000000.0,2300000000.0,968000000.0,-874000000.0,2391000000.0,-66000000.0,147000000.0,-264000000.0,888000000.0,248000000.0,3156000000.0,1686000000.0,271000000.0,3943000000.0,14899000000.0,,,,,,,,,,
2009-06-30,64000000.0,1551000000.0,-669000000.0,293000000.0,,23874000000.0,751000000.0,147000000.0,0.0,1788000000.0,-951000000.0,408000000.0,221000000.0,528000000.0,,-18000000.0,-13019000000.0,0.0,425000000.0,-81000000.0,438000000.0,36893000000.0,,,-165000000.0,-82000000.0,1008000000.0,2477000000.0,167000000.0,1487000000.0,-60000000.0,-267000000.0,7111000000.0,5974000000.0,4623000000.0,1287000000,24513000000.0,-526000000.0,-471000000.0,-255000000.0,902000000,3450000000,41497000000.0,454000000.0,34386000000.0,30487000000.0,3171000000.0,458000000,2352000000.0,11010000000.0,1471000000.0,3503000000.0,70000000.0,1928000000.0,701000000.0,-914000000.0,1979000000.0,70000000.0,66000000.0,-265000000.0,1077000000.0,454000000.0,3284000000.0,1077000000.0,-231000000.0,3810000000.0,15707000000.0,,,,,,,,,,
2009-09-30,50000000.0,1548000000.0,-431000000.0,380000000.0,,24683000000.0,978000000.0,66000000.0,0.0,1358000000.0,-1096000000.0,-137000000.0,217000000.0,181000000.0,,-8000000.0,-13230000000.0,3625000000.0,1080000000.0,-13000000.0,531000000.0,37913000000.0,,,-254000000.0,105000000.0,1046000000.0,2302000000.0,67000000.0,1498000000.0,-82000000.0,-265000000.0,6851000000.0,5448000000.0,4956000000.0,1515000000,25312000000.0,-16000000.0,-534000000.0,185000000.0,1072000000,3648000000,42087000000.0,594000000.0,35236000000.0,30760000000.0,3152000000.0,598000000,2145000000.0,11327000000.0,1447000000.0,3503000000.0,183000000.0,1760000000.0,742000000.0,-956000000.0,2201000000.0,123000000.0,53000000.0,54000000.0,1178000000.0,594000000.0,3425000000.0,1129000000.0,-81000000.0,4088000000.0,16223000000.0,,,,,,,,,,
2009-12-31,48000000.0,1176000000.0,333000000.0,-228000000.0,-3000000.0,25592000000.0,-232000000.0,53000000.0,0.0,2432000000.0,-953000000.0,144000000.0,236000000.0,-346000000.0,693000000.0,3000000.0,-13444000000.0,1904000000.0,804000000.0,-3000000.0,220000000.0,39036000000.0,,,-211000000.0,-152000000.0,1401000000.0,2324000000.0,75000000.0,1128000000.0,706000000.0,-267000000.0,6817000000.0,6833000000.0,4686000000.0,363000000,24536000000.0,-149000000.0,-217000000.0,-165000000.0,-50000000,3255000000,42554000000.0,-9000000.0,35737000000.0,31369000000.0,3294000000.0,-4000000,1871000000.0,11185000000.0,1772000000.0,3354000000.0,2000000.0,2050000000.0,676000000.0,-951000000.0,1483000000.0,54000000.0,50000000.0,319000000.0,1185000000.0,-9000000.0,3492000000.0,1533000000.0,31000000.0,4244000000.0,15481000000.0,,,,,,,,,,
2010-03-31,85000000.0,1723000000.0,-1004000000.0,295000000.0,,26038000000.0,622000000.0,50000000.0,0.0,1549000000.0,-904000000.0,-1444000000.0,183000000.0,126000000.0,,3000000.0,-13691000000.0,3205000000.0,1650000000.0,35000000.0,513000000.0,39729000000.0,,-191000000.0,-41000000.0,-173000000.0,1324000000.0,2847000000.0,27000000.0,1638000000.0,-10000000.0,-279000000.0,6033000000.0,6492000000.0,4585000000.0,1125000000,24620000000.0,746000000.0,-539000000.0,772000000.0,734000000,4168000000,42163000000.0,174000000.0,36130000000.0,31112000000.0,3363000000.0,327000000,1119000000.0,11051000000.0,1928000000.0,3275000000.0,22000000.0,1955000000.0,772000000.0,-171000000.0,2240000000.0,71000000.0,85000000.0,-90000000.0,984000000.0,174000000.0,3612000000.0,1506000000.0,213000000.0,4251000000.0,15364000000.0,,,,,,,,,,
2010-06-30,411000000.0,2340000000.0,-702000000.0,1134000000.0,,25458000000.0,2897000000.0,85000000.0,0.0,895000000.0,-750000000.0,-1262000000.0,188000000.0,186000000.0,,1000000.0,-12892000000.0,3400000000.0,-244000000.0,326000000.0,627000000.0,38350000000.0,1083000000.0,-309000000.0,-200000000.0,-37000000.0,1286000000.0,2015000000.0,21000000.0,1929000000.0,-59000000.0,-273000000.0,6375000000.0,5671000000.0,6077000000.0,3394000000,23971000000.0,-994000000.0,-1525000000.0,511000000.0,643000000,3333000000,41788000000.0,1761000000.0,35413000000.0,29642000000.0,3220000000.0,1763000000,947000000.0,12146000000.0,1456000000.0,3141000000.0,26000000.0,1739000000.0,392000000.0,1832000000.0,1877000000.0,-25000000.0,411000000.0,-41000000.0,1107000000.0,1761000000.0,3414000000.0,1234000000.0,-122000000.0,4000000000.0,15349000000.0,,,,,,,,,,
2010-09-30,446000000.0,1503000000.0,1292000000.0,374000000.0,,26056000000.0,953000000.0,411000000.0,0.0,876000000.0,-855000000.0,-7000000.0,229000000.0,48000000.0,,-2000000.0,-13056000000.0,3426000000.0,478000000.0,35000000.0,798000000.0,39112000000.0,,-400000000.0,-186000000.0,520000000.0,1342000000.0,1756000000.0,18000000.0,1057000000.0,-337000000.0,-270000000.0,5995000000.0,4927000000.0,6386000000.0,1499000000,25207000000.0,-377000000.0,-406000000.0,-612000000.0,1119000000,3950000000,42229000000.0,575000000.0,36234000000.0,30134000000.0,3402000000.0,579000000,1313000000.0,12095000000.0,1663000000.0,3141000000.0,27000000.0,1728000000.0,953000000.0,-436000000.0,2287000000.0,63000000.0,446000000.0,80000000.0,1222000000.0,575000000.0,3611000000.0,1168000000.0,-114000000.0,4366000000.0,16023000000.0,,,,,,,,,,
2010-12-31,62000000.0,62000000.0,-1078000000.0,254000000.0,,26713000000.0,565000000.0,446000000.0,0.0,1883000000.0,-913000000.0,481000000.0,232000000.0,-420000000.0,642000000.0,-4000000.0,-13142000000.0,1012000000.0,-59000000.0,-384000000.0,876000000.0,39855000000.0,,0.0,-330000000.0,372000000.0,1562000000.0,714000000.0,8000000.0,0.0,74000000.0,-271000000.0,5400000000.0,5773000000.0,6418000000.0,1109000000,25047000000.0,-972000000.0,-383000000.0,-490000000.0,737000000,3746000000,42817000000.0,298000000.0,37417000000.0,30820000000.0,590000000.0,311000000,913000000.0,11997000000.0,1606000000.0,3141000000.0,-386000000.0,2158000000.0,981000000.0,-806000000.0,2140000000.0,2527000000.0,62000000.0,170000000.0,1163000000.0,298000000.0,3751000000.0,1403000000.0,58000000.0,4708000000.0,15758000000.0,,,,,,,,,,
2011-03-31,188000000.0,188000000.0,,310000000.0,,27082000000.0,793000000.0,62000000.0,5464000000.0,1345000000.0,-806000000.0,-34000000.0,227000000.0,292000000.0,,-10000000.0,-13308000000.0,3406000000.0,912000000.0,126000000.0,502000000.0,40390000000.0,,-274000000.0,-327000000.0,227000000.0,1189000000.0,1247000000.0,17000000.0,0.0,437000000.0,-289000000.0,4932000000.0,4501000000.0,6612000000.0,1338000000,26333000000.0,106000000.0,-522000000.0,-70000000.0,963000000,4057000000,42777000000.0,479000000.0,37845000000.0,30834000000.0,2770000000.0,483000000,1194000000.0,11943000000.0,1810000000.0,3141000000.0,74000000.0,1837000000.0,720000000.0,-752000000.0,2247000000.0,57000000.0,188000000.0,-299000000.0,1044000000.0,479000000.0,4216000000.0,1284000000.0,119000000.0,4910000000.0,16798000000.0,,,,,,,,,,
2011-06-30,80000000.0,80000000.0,,208000000.0,,27651000000.0,548000000.0,188000000.0,0.0,2599000000.0,-829000000.0,300000000.0,216000000.0,-16000000.0,,-2000000.0,-13512000000.0,4057000000.0,375000000.0,-108000000.0,436000000.0,41163000000.0,,-327000000.0,-329000000.0,227000000.0,1125000000.0,1208000000.0,15000000.0,0.0,-617000000.0,-287000000.0,4962000000.0,5514000000.0,6665000000.0,1073000000,26217000000.0,-454000000.0,-461000000.0,-422000000.0,725000000,3341000000,43411000000.0,336000000.0,38449000000.0,31731000000.0,2746000000.0,340000000,1214000000.0,11680000000.0,1459000000.0,3141000000.0,71000000.0,1695000000.0,582000000.0,-783000000.0,1882000000.0,39000000.0,80000000.0,-95000000.0,1194000000.0,336000000.0,3600000000.0,1157000000.0,-150000000.0,5081000000.0,16500000000.0,,,,,,,,,,
2011-09-30,212000000.0,212000000.0,-36000000.0,204000000.0,,28411000000.0,600000000.0,80000000.0,0.0,2110000000.0,-981000000.0,-150000000.0,249000000.0,251000000.0,,-17000000.0,-13744000000.0,3359000000.0,1111000000.0,132000000.0,466000000.0,42155000000.0,,0.0,-499000000.0,189000000.0,1138000000.0,1601000000.0,5000000.0,0.0,113000000.0,-284000000.0,5267000000.0,5496000000.0,6778000000.0,1173000000,26902000000.0,130000000.0,-476000000.0,182000000.0,833000000,3803000000,44030000000.0,392000000.0,38763000000.0,32398000000.0,2708000000.0,396000000,1257000000.0,11632000000.0,1687000000.0,3141000000.0,162000000.0,1646000000.0,647000000.0,-829000000.0,2116000000.0,16000000.0,212000000.0,-25000000.0,1326000000.0,392000000.0,3852000000.0,1283000000.0,-131000000.0,5130000000.0,17153000000.0,,,,,,,,,,
2011-12-31,102000000.0,102000000.0,-563000000.0,23000000.0,,29670000000.0,230000000.0,212000000.0,0.0,3293000000.0,-1036000000.0,262000000.0,177000000.0,-162000000.0,637000000.0,4000000.0,-13320000000.0,829000000.0,585000000.0,-110000000.0,353000000.0,42990000000.0,,0.0,-610000000.0,113000000.0,1250000000.0,790000000.0,1000000.0,0.0,-137000000.0,-286000000.0,5430000000.0,6962000000.0,6697000000.0,744000000,27149000000.0,-451000000.0,-369000000.0,-256000000.0,340000000,3178000000,45614000000.0,201000000.0,40184000000.0,34111000000.0,613000000.0,207000000,978000000.0,11446000000.0,1456000000.0,3141000000.0,95000000.0,1780000000.0,678000000.0,-957000000.0,1722000000.0,67000000.0,102000000.0,6000000.0,1348000000.0,201000000.0,3844000000.0,1382000000.0,-23000000.0,5216000000.0,17394000000.0,,,,,,,,,,
2012-03-31,133000000.0,133000000.0,-104000000.0,260000000.0,,30288000000.0,761000000.0,102000000.0,0.0,3188000000.0,-981000000.0,-646000000.0,228000000.0,327000000.0,,1000000.0,-13564000000.0,3862000000.0,1623000000.0,31000000.0,415000000.0,43852000000.0,,0.0,-411000000.0,269000000.0,935000000.0,1660000000.0,69000000.0,0.0,-127000000.0,-305000000.0,5019000000.0,6654000000.0,6891000000.0,1342000000,27470000000.0,642000000.0,-420000000.0,627000000.0,915000000,3492000000,46093000000.0,494000000.0,41074000000.0,34124000000.0,3019000000.0,501000000,1103000000.0,11909000000.0,1473000000.0,3141000000.0,40000000.0,1539000000.0,,-946000000.0,2019000000.0,74000000.0,133000000.0,-275000000.0,1249000000.0,494000000.0,3783000000.0,1104000000.0,99000000.0,5719000000.0,17079000000.0,,,,,,,,,,
2012-06-30,162000000.0,162000000.0,-64000000.0,154000000.0,,30921000000.0,437000000.0,133000000.0,0.0,3671000000.0,-979000000.0,172000000.0,224000000.0,36000000.0,,-1000000.0,-13768000000.0,3919000000.0,775000000.0,29000000.0,349000000.0,44689000000.0,,0.0,-455000000.0,175000000.0,917000000.0,1466000000.0,70000000.0,0.0,-44000000.0,-306000000.0,4712000000.0,6806000000.0,6847000000.0,1012000000,27657000000.0,-204000000.0,-343000000.0,28000000.0,617000000,3053000000,46416000000.0,258000000.0,41704000000.0,34463000000.0,2966000000.0,283000000,960000000.0,11896000000.0,1219000000.0,3141000000.0,55000000.0,1494000000.0,,-918000000.0,1834000000.0,44000000.0,162000000.0,10000000.0,1251000000.0,258000000.0,3723000000.0,1217000000.0,-24000000.0,6026000000.0,17003000000.0,,,,,,,,,,
2012-09-30,81000000.0,81000000.0,-869000000.0,139000000.0,,31523000000.0,359000000.0,162000000.0,0.0,3557000000.0,-924000000.0,-225000000.0,215000000.0,8000000.0,,-8000000.0,-13831000000.0,3709000000.0,1064000000.0,-81000000.0,276000000.0,45354000000.0,,0.0,-507000000.0,106000000.0,1020000000.0,1486000000.0,58000000.0,0.0,-52000000.0,-307000000.0,4653000000.0,6562000000.0,6753000000.0,950000000,28446000000.0,140000000.0,-284000000.0,-25000000.0,518000000,3411000000,46886000000.0,209000000.0,42233000000.0,35008000000.0,3098000000.0,220000000,1122000000.0,11818000000.0,1329000000.0,3141000000.0,12000000.0,1510000000.0,,-920000000.0,2082000000.0,56000000.0,81000000.0,49000000.0,1257000000.0,209000000.0,3860000000.0,1564000000.0,-40000000.0,6337000000.0,17144000000.0,,,,,,,,,,
2012-12-31,248000000.0,248000000.0,-638000000.0,-406000000.0,,30773000000.0,-1058000000.0,81000000.0,0.0,4635000000.0,-1261000000.0,548000000.0,215000000.0,-79000000.0,536000000.0,-6000000.0,-13548000000.0,682000000.0,675000000.0,167000000.0,316000000.0,44321000000.0,,0.0,-877000000.0,-455000000.0,1137000000.0,1355000000.0,68000000.0,,68000000.0,-307000000.0,5140000000.0,7763000000.0,5790000000.0,-480000000,28450000000.0,-586000000.0,-345000000.0,-204000000.0,-892000000,3167000000,46838000000.0,-659000000.0,41698000000.0,36213000000.0,556000000.0,-652000000,499000000.0,10568000000.0,6172000000.0,3130000000.0,119000000.0,1621000000.0,636000000.0,-1056000000.0,-3005000000.0,49000000.0,248000000.0,155000000.0,1259000000.0,-659000000.0,4158000000.0,-2113000000.0,-2000000.0,5800000000.0,16851000000.0,,,,,,,,,,
