date,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyEbitda,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyNetPPE,quarterlyNonCurrentDeferredRevenue,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyDilutedEPS,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,quarterlyResearchAndDevelopment,quarterlyStockBasedCompensation
2000-09-30,2772000000,-44046200.0,,577000000.0,,437252400,,30000000.0,,738000000,,,122000000.0,854000000,6000000.0,,344931000.0,984000000.0,-206119200.0,400.0,200932000.0,363220200,816482000,149096400,-4050000000.0,,,350177000.0,303940800.0,2103000000,1765000000,9235000000.0,,818000000.0,,7015600.0,61059000.0,,,-15055000.0,5185000000,,264000000,708000000.0,230133200,,,,7579000000,5814000000,,2509000000.0,144057800.0,223128600,180000000.0,54043400,54043400,214123800.0,2689000000,985000000,75045000.0,,-34005200,586348800,58000000.0,649000000.0,-247168200.0,54043400,,-68050000.0,52000000.0,,,4792000000,-53800.0,,
2001-03-31,2374050000,0.0,,506797200.0,,233906400,,21991200.0,0.019992,232906800,,,2374050000.0,578768400,7996800.0,196797446.0,315873600.0,,-93962400.0,,-188924400.0,315873600,775689600,92962800,-4449219600.0,196797446.0,,184926000.0,-109956000.0,1600359600,1267492800,9527187600.0,,,,11995200.0,28988400.0,,,-156937200.0,5077968000,,277888800,210915600.0,448820400,,820671600.0,,6920230800,5652738000,0.019992,2554977600.0,90963600.0,233906400,378848400.0,16993200,16993200,222910800.0,2933826000,743702400,,,-63974400,326869200,72970800.0,205917600.0,-105957600.0,16993200,,-74970000.0,67972800.0,,,4534185600,-177928800.0,,
2001-06-30,2363763600,-28997100.0,,492950700.0,,321967800,,28997100.0,0.039996,123987600,,,2363763600.0,513948600,12998700.0,196856508.0,205917600.0,,-185009700.0,,-46052100.0,317035200,752924700,128987100,-4214578500.0,196856508.0,,242031300.0,-109022100.0,1581841800,1153884600,9241075800.0,,,,21997800.0,45995400.0,,,-79039200.0,5026497300,,166983300,94990500.0,301969800,,751924800.0,,6772322700,5618438100,0.039996,2480751900.0,57021600.0,321967800,333966600.0,23997600,23997600,188048100.0,2814718500,900909900,,,-82991700,450954900,54994500.0,96990300.0,-305001300.0,23997600,,-156006900.0,98990100.0,,,4396560300,-35049900.0,,
2001-09-30,2386761300,4999500.0,,480951900.0,,272972700,,26997300.0,0.059994,297970200,,,2386761300.0,466953300,6999300.0,196856508.0,96990300.0,,-100989900.0,,-70992900.0,291970800,783921600,129987000,-4408559100.0,196856508.0,,348965100.0,175982400.0,1729827000,1282871700,9312068700.0,,,,18998100.0,41995800.0,,,-13998600.0,4903509600,,175982400,270972900.0,380961900,,743925600.0,,6771322800,5488451100,0.059994,2312768700.0,247975200.0,272972700,329967000.0,22997700,22997700,161983800.0,2642735700,1086891300,,,-87991200,402959700,34996500.0,272972700.0,-101989800.0,21997800,,-65993400.0,103989600.0,,,4372562700,0.0,,
2001-12-31,2370131200,20994900.0,,478430200.0,,320116100,,57051300.0,,210189000,,,124111600.0,491441900,6005400.0,,272972700.0,983884700.0,-146511400.0,,-277555300.0,317209400,735972700,59405100,-4597133700.0,,,347087400.0,-63099700.0,1824640700,1207085400,9424474400.0,,414372600.0,,-1948800.0,-18900100.0,,,-20268000.0,4827340700,,172154800,153137700.0,356451500,,678610200.0,,6625958000,5418872600,,2088878300.0,200576000.0,320116100,330297000.0,-16951300,-16951300,257804300.0,2419175300,1161044000,,,149900000,379521200,22019800.0,210189000.0,-132631800.0,-16951300,,-142424800.0,113101700.0,,,4243816000,-213000.0,,
2002-03-31,112850000,-161650000.0,,,,259250000,,472750000.0,-11.460985,472750000,,,1107150000.0,643550000,1030900000.0,196876196.0,274500000.0,,,,-106750000.0,341600000,701500000,64050000,-14008650000.0,196876196.0,-3050000.0,466650000.0,198250000.0,4041250000,2205150000,20938250000.0,,-994300000.0,,-1226100000.0,-3483100000.0,,,2449150000.0,6929600000,,161650000,,378200000,,701500000.0,,10482850000,8277700000,-11.460985,6167100000.0,466650000.0,259250000,143350000.0,-2257000000,-2257000000,277550000.0,6310450000,3236050000,,,-3531900000,323300000,,472750000.0,-161650000.0,-2257000000,,-85400000.0,1348100000.0,,,10351700000,,,
2002-06-30,551319870,-112054900.0,,,,265884760,,602150780.0,-6.666278,602150780,,,3135876140.0,617791060,778103930.0,196876196.0,472750000.0,,,,-327267770.0,582665400,785924070,-113392030,-17958951510.0,196876196.0,-860070.0,366194910.0,-69217690.0,13020533100,2072337100,28054752250.0,,-2584556270.0,,-703812600.0,-1560117930.0,,,1617322800.0,10095800740,,195503500,,633431340,,692082390.0,,13704795350,11632458250,-6.666278,,366194910.0,261974690,,-856305330,-856305330,696057430.0,132942380,12207238540,,,-1462366180,152492730,,602150780.0,-112054900.0,-856305330,,-309517070.0,1536657510.0,,,13153475480,,,
2002-09-30,1104662900,-52077040.0,,,,303314220,,992324300.0,-0.938776,992324300,,,3767087720.0,479311360,692754700.0,196876196.0,602150780.0,,,,-56527450.0,520495950,808837920,-134806320,-17199039660.0,196876196.0,165450.0,421602790.0,312832850.0,12735452620,2332898260,27549169340.0,,-2662424820.0,,408163580.0,894964180.0,,,-224492680.0,10350129680,,205954100,,640330020,,647819260.0,,13997389560,11664491300,-0.938776,,421602790.0,303314220,149784800.0,486800600,486800600,655302270.0,149784800,12050187160,,,1041004360,168507900,,992324300.0,-52077040.0,486800600,,-54437330.0,1314361620.0,,,12885237420,,,
2002-12-31,811037300,403183840.0,,938918700.0,,211169400,,87497800.0,,1406695400,,,275954600.0,390374800,3365300.0,,992324300.0,986032900.0,,,22768520.0,435400060,984695260,-25541540,-11973737400.0,,,404645200.0,436478140.0,11674225700,2096581900,21605226000.0,,-3466259000.0,,737688160.0,588956860.0,,,-3559294920.0,9631488600,,215379200,1319197600.0,799067400,,595658100.0,,12865541900,10768960000,,144707900.0,17635700.0,211169400,235571000.0,-148731300,-148731300,460941600.0,380278900,11068471700,,,1449472120,185627860,13461200.0,1305736400.0,16174340.0,-148731300,,5134800.0,198552700.0,,,12054504600,,,
2003-03-31,1731346400,32835880.0,,922389720.0,,238806400,,113433040.0,4.619113,1755227040,,,277612440.0,340299120,2985080.0,196876196.0,1319405360.0,988061480.0,-17910480.0,,-5970160.0,453732160,853732880,-23880640,-12543306160.0,196876196.0,2985080.0,334328960.0,343284200.0,10653750520,2405974480,21803024320.0,,-2591049440.0,,,,,,-20895560.0,9259718160,,235821320,1641794000.0,638807120,,549254720.0,,12794052880,10388078400,4.619113,155224160.0,316418480.0,238806400,244776560.0,910449400,910449400,477612800.0,400000720,10077630080,,,943285280,214925760,5970160.0,1662689560.0,14925400.0,910449400,,-5970160.0,205970520.0,,,11053751240,,,
2003-06-30,2116698800,8941070.0,,896811860.0,,275727870,,80768770.0,1.960732,1364713700,,,278513000.0,342570990,2785130.0,196876196.0,1662689560.0,988721150.0,-51717770.0,,-751585200.0,497182700,905167250,19495910,-13003771970.0,196876196.0,-5770210.0,453862830.0,-340499070.0,9397028620,2022004380,21740724780.0,,-2211393220.0,,,,,,-45947560.0,8736952810,,197744230,1283944930.0,609943470,,529174700.0,,11870224060,9848219680,1.960732,83553900.0,402145060.0,275727870,250661700.0,384347940,384347940,477686790.0,334215600,8856713400,,,370422290,295223780,2785130.0,1322936750.0,-42776700.0,384347940,,-322675180.0,214455010.0,,,9731244220,,,
2003-09-30,1610266800,-330574800.0,,,,245040600,,1919484700.0,-2.624268,1919484700,,,3827300800.0,344223700,160443250.0,196876196.0,1322936750.0,,,,-9655090.0,514944010,971410950,35005800,-13620173350.0,196876196.0,-886945620.0,603288760.0,332687120.0,10072918950,2613766400,21998228150.0,,-2217034000.0,,,,,,11417270.0,8378054800,,227537700,,691364550,,533838450.0,,12082835300,9469068900,-2.624268,87514500.0,672917010.0,247957750,288797850.0,-513418400,-513418400,479938210.0,376312350,9501157550,,,-545507050,280046400,,1919484700.0,-260946550.0,-513418400,,-6826910.0,1091014100.0,,,10449231300,,,
2003-12-31,1173020000,106979750.0,,847506950.0,,-137642750,,23460400.0,,2475072200,,,278592250.0,451612700,5865100.0,,1919484700.0,988269350.0,,,-4050200.0,914788500,1032040050,464396650,-13876826600.0,,,631978950.0,570685700.0,10762458500,3228737550,21912013600.0,,-3149558700.0,,,,,,26100350.0,8035187000,,269794600,2451611800.0,705286150,,583577450.0,,12354833150,9126095600,,85043950.0,470688700.0,247436450,302052650.0,-432791950,-432791950,450391850.0,387096600,10041051200,,,42219550,326753900,14662750.0,2225805450.0,-57243050.0,-432791950,,-1771000.0,243401650.0,,,11149555100,,,
2004-03-31,1300558350,2858370.0,,823210560.0,,271545150,,11433480.0,0.654281,2795485860,,,280120260.0,423038760,5716740.0,196876196.0,2229528600.0,988996020.0,-85751100.0,,-5716740.0,497356380,1023296460,65742510,-14314716960.0,196876196.0,,383021580.0,297270480.0,10607411070,3492928140,22012307370.0,,-3032730570.0,,2858370.0,128626650.0,,,-65742510.0,7697590410,,211519380,2784052380.0,686008800,,565957260.0,,12282415890,8789487750,0.654281,25725330.0,297270480.0,271545150,314420700.0,125768280,125768280,431613870.0,340146030,9972852930,,,-31442070,337287660,22866960.0,2526799080.0,-82892730.0,125768280,,-5716740.0,268686780.0,,,10947557100,,,
2004-06-30,941245020,-65016060.0,,,,284149440,,3220360320.0,-1.806125,3220360320,,,4351038300.0,435103830,168713730.0,196876196.0,2526799080.0,,,,-3162930.0,488911920,1056680730,68077470,-14006199480.0,196876196.0,,558223440.0,575897070.0,11046309480,3960332820,22166616210.0,,-3409793280.0,,2959890.0,-352226910.0,,,-34893750.0,8160416730,,230871420,,704453820,,571258770.0,,12366420420,8406087600,-1.806125,23679120.0,643974540.0,284149440,319668120.0,-355186800,-355186800,420834450.0,343347240,10380334230,393665370.0,,-23679120,352226910,,3220360320.0,20735040.0,-355186800,,-203040.0,245670870.0,,,11389656720,,,
2004-09-30,703428680,-51106250.0,,,,295082370,,3636368600.0,-1.334726,3636368600,,,4396429250.0,509687730,193740950.0,196876196.0,3220360320.0,,,,-9004110.0,503738330,1144561920,77496380,-14104341160.0,196876196.0,419797740.0,537147460.0,474077210.0,11505231800,4432196810,21973204360.0,,-3693000570.0,,,,,,-45414610.0,7868863200,,232489140,,771983170,,602087260.0,,12560374820,8128178010,-1.334726,23845040.0,537147460.0,295082370,298063000.0,-262295440,-262295440,426241950.0,321908040,10763054930,324888670.0,,-14903150,372578750,,3636368600.0,-51106250.0,-262295440,,-6002740.0,259314810.0,,,11827139840,,,
2004-12-31,529131700,-270207910.0,,778834300.0,,509013520,,32699150.0,,3692031300,,,303210300.0,552912900,2972650.0,,3636368600.0,992865100.0,,,-576646220.0,364626580,1305284920,-15421850,-15463725300.0,,-774971780.0,703532620.0,-618945510.0,10306177550,4467892950,22410808350.0,,-3831745850.0,,17811960.0,-165175640.0,,,-65007280.0,6947083050,,246729950,3659332150.0,811693250,,615338550.0,,12428649650,7960756700,,1227704450.0,703532620.0,300928020,335909450.0,-180014950,-180014950,380048430.0,1563613900,9506534700,129128780.0,,-320862660,493591670,80261550.0,2963732050.0,-742859260.0,-180014950,,-106983480.0,234839350.0,,,11869791450,,,
2005-03-31,807698760,571512480.0,,,,291588000,,3962680920.0,1.407495,3962680920,,,807698760.0,603587160,192448080.0,196876196.0,2994608760.0,,,,-26242920.0,521942520,1245080760,154541640,-15168407760.0,196876196.0,-268260960.0,422802600.0,968072160.0,10062701880,4755800280,22568911200.0,,,,,279924480.0,,,34990560.0,7400503440,,262429200,,798951120,,600671280.0,,12398321760,7642521480,1.407495,1166352000.0,422802600.0,300335640,332410320.0,279924480,279924480,367400880.0,1498762320,9196685520,,,-40822320,446129640,,3962680920.0,571512480.0,279924480,,-26242920.0,242018040.0,,,11561464200,,,
2005-06-30,984269220,-583058160.0,,747582780.0,,357916080,,34637040.0,0.909511,4009237380,,,3345360780.0,571511160,5772840.0,196876196.0,3962680920.0,984269220.0,,,-74781780.0,466774500,1347958140,86592600,-16062927300.0,196876196.0,265374540.0,350757960.0,68152620.0,9733008240,4808775720,22462120440.0,,-3342474360.0,,2886420.0,184730880.0,,,51602040.0,6399193140,,366575340,3974600340.0,903449460,,600375360.0,,12209556600,7400780880,0.909511,1125703800.0,59229540.0,363688920,331938300.0,178958040,178958040,380181900.0,1457642100,8794921740,,,-20204940,444508680,109683960.0,3977486760.0,-207823560.0,178958040,,-19939800.0,254004960.0,,,11190650340,,,
2005-09-30,2152467600,258788580.0,,,,410132340,,587565480.0,5.914923,587565480,,,4278756540.0,802812240,253060380.0,196876196.0,3977486760.0,,,,-3918853980.0,511901640,1471822440,125075820,-15131265480.0,196876196.0,-1500932160.0,608090940.0,-3427209060.0,1492183620,1474731180,21978439440.0,,-2126288940.0,,130893300.0,1297298040.0,,,-22600320.0,6847173960,,360683760,,936614280,,634105320.0,,8606961660,7132230480,5.914923,4462007160.0,899619360.0,410132340,465398400.0,1163496000,1163496000,386825820.0,4927405560,328687620,206520540.0,,1378742760,535208160,,587565480.0,-116446020.0,1163496000,,-718815900.0,285056520.0,,,6419589180,,,
2005-12-31,1865857840,410047930.0,,763305480.0,,1861766250,,45434850.0,,642145880,,,305927990.0,832972250,6057980.0,,587565480.0,984421750.0,,,-369127830.0,-904920310,1660920570,-1269861760,-16674589950.0,,310396520.0,584163010.0,52604000.0,2205104720,1541755910,22629584290.0,,-2468626850.0,,-12642440.0,-296785530.0,,,-383490.0,5954994340,,466464460,596711030.0,1069016080,,705754670.0,,8553867760,7012111850,,3995237810.0,2596930.0,435111960,445261530.0,-290321320,-290321320,364941450.0,4440499340,905668010,,,209071990,591904490,102985660.0,602769010.0,-159402190.0,-290321320,,-177017270.0,293812030.0,,,6645604060,,,
2006-03-31,1872633920,46199850.0,,773077490.0,-49279840.0,431198600,,58519810.0,0.015708,1074916510,,,1872633920.0,1016396700,9239970.0,196876196.0,600598050.0,,-169399450.0,,-43119860.0,542078240,1607754780,190959380,-16955344950.0,196876196.0,83159730.0,640637920.0,474318460.0,2670351330,2032793400,22758046110.0,,,,-30799900.0,-24639920.0,,,18479940.0,5802701160,,449678540,1016396700.0,985596800,,689917760.0,,8916571050,6883777650,0.015708,3896187350.0,471238470.0,431198600,431198600.0,3079990,3079990,351118860.0,4327385950,1204276090,181719410.0,,-36959880,622157980,150919510.0,1074916510.0,-123199600.0,3079990,,0.0,307999000.0,,,6997737280,,,
2006-06-30,1972586610,-2981990.0,,759399540.0,33844890.0,475396460,,21608930.0,0.485892,558745190,,,1972586610.0,1055750580,15434950.0,196876196.0,1074916510.0,,-182517410.0,,-907673060.0,574978140,1747236340,225350270,-16993879950.0,196876196.0,117494620.0,563288180.0,-520623310.0,2589984610,1506451120,22717159410.0,,,,-33956890.0,67913780.0,,,-67871780.0,5723279460,,459961510,537136260.0,1046489610,,710007700.0,,8384264840,6877813720,0.485892,3361732110.0,380770770.0,475396460,407482680.0,95696690,95696690,349627870.0,3769214790,1074272520,114218630.0,,-43217860,700746730,108044650.0,555658200.0,-176238430.0,95696690,,-262394150.0,395134720.0,,,6359199400,,,
2006-09-30,2039602600,177940.0,,,,502151400,,886514200.0,1.65214,886514200,,,2039602600.0,1184085400,297571200.0,196876196.0,555658200.0,,-289721040.0,,-38011380.0,610426370,1903215800,257275100,-17063848500.0,196876196.0,16324650.0,658993600.0,331477250.0,2814527600,1897016400,23458529600.0,,,,27897300.0,99190400.0,,,9095740.0,6394681100,,489752600,,1143789300,,712931000.0,,8666761200,6769744800,1.65214,3363174500.0,369272560.0,502151400,387462500.0,65093700,65093700,353151270.0,3750637000,1140689600,114688900.0,,-43395800,759426500,,886514200.0,-286405270.0,65093700,,-16578850.0,375063700.0,,,6565164600,,,
2006-12-31,2125999600,-3063400.0,,781167000.0,,605390000,88838600.0,30634000.0,,661694400,,2555200.0,49014400.0,1409164000,18380400.0,,886514200.0,983351400.0,-222240900.0,,-545959100.0,571017100,2171690100,237194900,-17623740200.0,,40346600.0,532659100.0,-223904400.0,3369740000,1764518400,23358425000.0,,-1589904600.0,,18816000.0,108648900.0,,,-69986300.0,5734684800,,477890400,631060400.0,1329105200,,781167000.0,,8703119400,6938601000,,2698855400.0,310418200.0,403205600,373734800.0,80787900,80787900,333822200.0,3136921600,1393847000,-63032500.0,,-265063800,842584900,174613800.0,661694400.0,-216767500.0,80787900,,-183600400.0,422749200.0,,64331400.0,6506661600,,,
