date,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyBasicEPS,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyCurrentAccruedExpenses,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyDilutedEPS,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable
1995-09-30,,5800000.0,,,0.0,-21400000.0,,29300000.0,,,106100000.0,12000000,-4600000.0,24600000.0,0.0,-5200000.0,,13200000.0,-20200000.0,,200000.0,12600000.0,199200000.0,,299600000.0,4400000.0,14200000.0,,,5400000.0,11000000.0,13500000.0,,-600000.0,3400000.0,11400000,132800000,-400000.0,-14000000.0,,-15900000.0,6600000,6600000,,169900000.0,400000.0,,108200000.0,,,300000.0,282900000.0,,,16700000.0,16700000.0,,600000.0,,0.0,,,600000.0,,318800000.0,6600000,3100000.0,19200000.0,0.0,10700000.0,212700000.0,-14600000.0,,,,,
1995-12-31,,6200000.0,,,0.0,-11700000.0,,27000000.0,,,111500000.0,9800000,0.0,22300000.0,0.0,-1100000.0,92287777.0,13200000.0,-11100000.0,,-100000.0,12500000.0,210200000.0,,317200000.0,3300000.0,19600000.0,,0.014769,5800000.0,8700000.0,15900000.0,,-1100000.0,13200000.0,9100000,121100000,-400000.0,-5700000.0,,6400000.0,5400000,5400000,92287777.0,183200000.0,,,98800000.0,,,400000.0,294000000.0,,,23200000.0,23200000.0,,700000.0,0.014769,16700000.0,,,700000.0,,337600000.0,5400000,3100000.0,20400000.0,0.0,11500000.0,226100000.0,-6800000.0,,,,,
1996-03-31,,6300000.0,,,319300000.0,-24000000.0,,31000000.0,,,160600000.0,8700000,-600000.0,20800000.0,0.0,-1300000.0,117291303.0,12800000.0,-25300000.0,,200000.0,12100000.0,201500000.0,,341200000.0,2900000.0,24700000.0,,0.011252,5900000.0,8000000.0,,,-700000.0,18000000.0,8000000,114000000,-400000.0,-17900000.0,,-1200000.0,5100000,5100000,117291303.0,13000000.0,,,93200000.0,,,200000.0,,,,21900000.0,21900000.0,,700000.0,0.011252,0.0,,157500000.0,300000.0,,362100000.0,5100000,3600000.0,20900000.0,43800000.0,11400000.0,201500000.0,-18600000.0,,,,,
1996-06-30,,6100000.0,,,0.0,-14200000.0,,34600000.0,,,168300000.0,12600000,100000.0,26600000.0,0.0,-500000.0,126762391.0,14800000.0,-20100000.0,,-200000.0,14100000.0,51400000.0,,369000000.0,4600000.0,8200000.0,,0.017469,5700000.0,12000000.0,171000000.0,,-600000.0,14200000.0,11800000,143300000,-400000.0,-6000000.0,0.0,7700000.0,7400000,7400000,126762391.0,16800000.0,200000.0,,116700000.0,,,400000.0,339400000.0,,171000000.0,29600000.0,29600000.0,,800000.0,0.017469,0.0,,,200000.0,,390700000.0,7400000,3500000.0,21700000.0,0.0,12500000.0,222400000.0,-6600000.0,,,,,
1996-09-30,,10600000.0,,,0.0,-4200000.0,,34400000.0,,,177600000.0,15800000,-800000.0,31000000.0,0.0,-1100000.0,,15600000.0,-5900000.0,,,15200000.0,34400000.0,,377800000.0,6300000.0,17600000.0,,,5600000.0,15700000.0,190900000.0,,-300000.0,-1700000.0,15400000,168900000,-5000000.0,5700000.0,21000000.0,2800000.0,9400000,9400000,,0.0,0.0,,137900000.0,,,500000.0,345300000.0,,169900000.0,32500000.0,32500000.0,,400000.0,,0.0,,,300000.0,,402900000.0,9400000,4300000.0,25100000.0,0.0,15200000.0,225300000.0,5400000.0,,,,,
1996-12-31,,10800000.0,,,0.0,-36300000.0,,33400000.0,,,184800000.0,12000000,-17700000.0,27100000.0,0.0,-18200000.0,117657413.0,15800000.0,-30300000.0,,200000.0,15100000.0,57900000.0,,415600000.0,4400000.0,24400000.0,,0.01595,5800000.0,11200000.0,203200000.0,,-500000.0,29400000.0,11300000,144400000,-5000000.0,-28500000.0,0.0,-17300000.0,6800000,6800000,117657413.0,24500000.0,200000.0,,117300000.0,,,700000.0,400500000.0,,203200000.0,15100000.0,15100000.0,,700000.0,0.01595,32500000.0,,,800000.0,,445900000.0,6800000,5600000.0,30300000.0,0.0,18900000.0,261100000.0,-29000000.0,,,,,
1997-03-31,,16900000.0,,,100000.0,-67300000.0,,52900000.0,,,237000000.0,12000000,-26800000.0,30800000.0,0.0,-30100000.0,133714805.0,19800000.0,-79800000.0,,-300000.0,18800000.0,79100000.0,,568300000.0,3900000.0,30400000.0,,0.015191,11900000.0,10600000.0,318500000.0,,-3300000.0,101700000.0,11000000,159600000,-5000000.0,-59900000.0,-100000.0,11600000.0,6700000,6700000,133714805.0,26200000.0,37000000.0,,128800000.0,,,400000.0,541400000.0,,318600000.0,26800000.0,26800000.0,,1000000.0,0.015191,0.0,,,800000.0,,634600000.0,6700000,28300000.0,66300000.0,-700000.0,26100000.0,397600000.0,-63200000.0,,,,,
1997-06-30,,17800000.0,,,-100000.0,-24200000.0,,56100000.0,,,250000000.0,18200000,-700000.0,45300000.0,0.0,-1900000.0,135141241.0,28200000.0,-32700000.0,,,27100000.0,89900000.0,,634300000.0,6400000.0,39500000.0,,0.019748,12800000.0,16200000.0,360200000.0,,-1200000.0,44500000.0,17100000,250100000,-5000000.0,-13100000.0,0.0,29600000.0,9800000,9800000,135141241.0,33800000.0,3800000.0,,204800000.0,,,800000.0,578000000.0,,360200000.0,56400000.0,56400000.0,-800000.0,1100000.0,0.019748,0.0,,,1700000.0,,700100000.0,9800000,28100000.0,65800000.0,100000.0,24900000.0,450100000.0,-14300000.0,,,,,
1997-09-30,,18100000.0,,,0.0,3800000.0,,55500000.0,,,262800000.0,24700000,-10500000.0,53200000.0,0.0,-10800000.0,,30100000.0,-2300000.0,,,28500000.0,55500000.0,,648600000.0,9100000.0,51700000.0,,,13100000.0,22000000.0,401500000.0,,-300000.0,-20000000.0,23100000,283200000,-5000000.0,18400000.0,46200000.0,-12400000.0,12900000,12900000,,0.0,600000.0,,230000000.0,,,700000.0,604600000.0,,355300000.0,44000000.0,44000000.0,-700000.0,1600000.0,,0.0,,,1900000.0,,719800000.0,12900000,28600000.0,71200000.0,-100000.0,29500000.0,457000000.0,18100000.0,,,,,
1997-12-31,,17900000.0,,,0.0,-50300000.0,,53600000.0,,,273200000.0,19900000,-1900000.0,45600000.0,0.0,-2700000.0,135576798.0,27300000.0,-49100000.0,,-100000.0,25700000.0,99700000.0,,693600000.0,7000000.0,61800000.0,,0.022027,12900000.0,17800000.0,392200000.0,,-800000.0,37000000.0,18300000,231200000,-5000000.0,-37900000.0,100000.0,-3600000.0,10800000,10800000,135576798.0,46100000.0,400000.0,,185600000.0,,,700000.0,653200000.0,,392100000.0,40400000.0,40400000.0,-700000.0,1600000.0,0.021267,44000000.0,,,1200000.0,,765100000.0,10800000,30000000.0,71500000.0,0.0,28600000.0,491900000.0,-38700000.0,,,,,
1998-03-31,,25600000.0,,,0.0,-44900000.0,,122800000.0,,,285200000.0,21700000,1900000.0,51700000.0,0.0,-30200000.0,135928866.0,31600000.0,-63600000.0,,0.0,30000000.0,122800000.0,,837800000.0,7500000.0,72700000.0,,0.023546,20600000.0,19200000.0,524600000.0,,-32100000.0,83100000.0,20100000,277500000,-5000000.0,-31300000.0,0.0,21600000.0,11700000,11700000,135928866.0,0.0,1100000.0,,225800000.0,,,700000.0,775800000.0,,524600000.0,62000000.0,62000000.0,-900000.0,1600000.0,0.023546,0.0,,,1500000.0,,932600000.0,11700000,40900000.0,94800000.0,0.0,33300000.0,647400000.0,-63400000.0,,,,,
1998-06-30,,29300000.0,,,-200000.0,-92800000.0,,214300000.0,,,492600000.0,56200000,0.0,118500000.0,0.0,-8900000.0,193639657.0,66100000.0,-82300000.0,,0.0,62300000.0,214300000.0,,1404000000.0,15800000.0,216100000.0,,0.033419,24300000.0,38900000.0,911400000.0,,-8900000.0,76400000.0,52400000,613800000,-5000000.0,-50700000.0,10500000.0,16800000.0,23100000,23100000,193639657.0,0.0,900000.0,,495300000.0,,,-8800000.0,1291300000.0,,900900000.0,112900000.0,112900000.0,-1900000.0,3800000.0,0.029622,0.0,,,4800000.0,,1621900000.0,23100000,57500000.0,217900000.0,0.0,136100000.0,1125700000.0,-59600000.0,,,,,
1998-09-30,,30500000.0,,,0.0,-41500000.0,,259000000.0,,,549400000.0,64700000,-34000000.0,134100000.0,0.0,-3800000.0,,72200000.0,-66200000.0,,,69400000.0,259000000.0,,1434800000.0,25100000.0,247400000.0,,,25500000.0,57600000.0,856000000.0,,30200000.0,-27100000.0,61900000,686800000,-5000000.0,-5400000.0,1400000.0,-36300000.0,32500000,32500000,,0.0,2500000.0,,552700000.0,,,1300000.0,1358000000.0,,854600000.0,76800000.0,76800000.0,-1200000.0,2800000.0,,0.0,,,5700000.0,,1667800000.0,32500000,56800000.0,233000000.0,0.0,150700000.0,1115000000.0,24800000.0,,,,,
1998-12-31,,34800000.0,,,0.0,-103000000.0,,256800000.0,,,641100000.0,59700000,0.0,130200000.0,0.0,-13400000.0,223166525.0,74300000.0,-109200000.0,,,70500000.0,256800000.0,,1561100000.0,21600000.0,278800000.0,,0.041015,29800000.0,54300000.0,894400000.0,,-13400000.0,96900000.0,55900000,660600000,-5000000.0,-66500000.0,1100000.0,17100000.0,32700000,32700000,223166525.0,0.0,900000.0,,530400000.0,,,1900000.0,1467300000.0,,893300000.0,93800000.0,93800000.0,-1300000.0,3800000.0,0.039496,76800000.0,,,3500000.0,,1795800000.0,32700000,62000000.0,234700000.0,0.0,142900000.0,1151200000.0,-79900000.0,,,,,
1999-03-31,,40800000.0,,,0.0,-146100000.0,,301500000.0,,,728600000.0,62100000,0.0,134000000.0,0.0,-1200000.0,223166525.0,77100000.0,-129200000.0,,,71900000.0,301500000.0,,1761200000.0,21200000.0,310300000.0,,0.040255,35800000.0,54600000.0,1069200000.0,,-1200000.0,69700000.0,56900000,699100000,-5000000.0,-107500000.0,2000000.0,-39200000.0,33400000,33400000,223166525.0,0.0,1600000.0,,565100000.0,,,1500000.0,1706500000.0,,1067200000.0,54700000.0,54700000.0,-1900000.0,5200000.0,0.039496,0.0,,,3800000.0,,2102800000.0,33400000,113300000.0,341600000.0,-100000.0,192500000.0,1370700000.0,-108700000.0,,,,,
1999-06-30,,,,,0.0,-109400000.0,,329500000.0,-3500000.0,,768100000.0,81500000,0.0,165400000.0,0.0,-2600000.0,227877758.0,89400000.0,-107000000.0,,,83900000.0,329500000.0,,1887900000.0,28900000.0,352700000.0,,0.052408,37200000.0,73300000.0,1137600000.0,,-2600000.0,82400000.0,76000000,843000000,,-59600000.0,0.0,20300000.0,44400000,44400000,227877758.0,0.0,500000.0,,677600000.0,,,1600000.0,1812900000.0,,1137600000.0,75000000.0,75000000.0,-2000000.0,5500000.0,0.051648,0.0,,,4300000.0,,2238900000.0,44400000,111600000.0,351000000.0,100000.0,202200000.0,1467100000.0,-62200000.0,,,,,
1999-09-30,,42000000.0,,,0.0,6800000.0,,368800000.0,-18400000.0,,797600000.0,90800000,-5500000.0,186600000.0,128600000.0,-5600000.0,,102100000.0,-40200000.0,,,95800000.0,368800000.0,,1994700000.0,32300000.0,400100000.0,,,37000000.0,81700000.0,1190600000.0,,-100000.0,-3400000.0,84500000,953500000,-5000000.0,62700000.0,0.0,53600000.0,49400000,49400000,,0.0,500000.0,,766900000.0,,,2000000.0,1866100000.0,,1190600000.0,128600000.0,128600000.0,-1900000.0,6300000.0,,0.0,600000.0,,4900000.0,,2361800000.0,49400000,112500000.0,367100000.0,100000.0,217600000.0,1559400000.0,62600000.0,,,,,
1999-12-31,,43300000.0,,,0.0,-162100000.0,,344300000.0,-5400000.0,,833700000.0,76800000,0.0,167500000.0,49300000.0,-4000000.0,229213454.0,95800000.0,-124000000.0,,,90700000.0,344300000.0,,2039400000.0,26100000.0,440800000.0,,0.187348,38300000.0,68600000.0,1236100000.0,,-4000000.0,39200000.0,71700000,809000000,-5000000.0,-114500000.0,100000.0,-79300000.0,42500000,42500000,227395019.0,0.0,800000.0,,641500000.0,,,1800000.0,1990100000.0,,1236000000.0,49300000.0,49300000.0,-1900000.0,5100000.0,0.184593,128600000.0,600000.0,,4800000.0,,2419100000.0,42500000,110400000.0,379700000.0,100000.0,231000000.0,1580400000.0,-118500000.0,,,,,
2000-03-31,,67759000.0,,,0.0,-145490000.0,,344816000.0,-9143000.0,,862077000.0,69795000,-19871000.0,159950000.0,85397000.0,-24719000.0,225997620.0,95563000.0,-156602000.0,,,90155000.0,344816000.0,,2237064000.0,24169000.0,477737000.0,,0.176328,40335000.0,63603000.0,1413532000.0,,-4848000.0,161464000.0,64387000,798864000,-27424000.0,-100616000.0,0.0,36129000.0,39434000,39434000,224451406.0,0.0,585000.0,,638914000.0,,,1934000.0,2151667000.0,,1413532000.0,85397000.0,85397000.0,-2440000.0,5408000.0,0.173572,49300000.0,644000.0,,2718000.0,,2625103000.0,39434000,113120000.0,388039000.0,-100000.0,234584000.0,1758348000.0,-105464000.0,,,,,
2000-06-30,,46993000.0,,,0.0,-20265000.0,,365983000.0,0.0,,907885000.0,86125000,-3240000.0,192523000.0,79144000.0,-8539000.0,226200878.0,113619000.0,-25327000.0,,,106398000.0,365983000.0,,2261630000.0,29460000.0,523331000.0,,0.214899,41993000.0,77527000.0,1389026000.0,,-5083000.0,-32737000.0,78904000,959216000,-5000000.0,35023000.0,0.0,-6253000.0,48067000,48067000,224393333.0,0.0,214000.0,,766693000.0,,,2447000.0,2182486000.0,,1389026000.0,79144000.0,79144000.0,-2473000.0,7221000.0,0.212144,85397000.0,644000.0,,3824000.0,,2667924000.0,48067000,111381000.0,406294000.0,0.0,252920000.0,1755009000.0,29940000.0,,,,,
