date,quarterlyOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyDilutedEPS,quarterlyCurrentAccruedExpenses,quarterlyInventory,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyOtherIntangibleAssets,quarterlyGoodwill
1984-03-31,,,,,600000.0,,,,,,,0.9,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,0.9,,,,,,,2200000,,,,,,,,,,,,,,,,,,,,,,2200000,2200000,,725600.0,,,,
1984-06-30,,,,,300000.0,,,,,,,0.4,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,0.4,,,,,,,2100000,,,,,,,,,,,,,,,,,,,,,,2100000,2100000,,725600.0,,,,
1984-09-30,,,,,300000.0,,,,,,,0.4,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,0.4,,,,,,,1800000,,,,,,,,,,,,,,,,,,,,,,1800000,1800000,,725600.0,,,,
1984-12-31,-100000.0,,,,200000.0,,600000.0,,,,,,,1100000.0,300000.0,,,4100000.0,9200000.0,9200000.0,,,,,,2600000.0,,,,46300000.0,,34200000.0,,11700000.0,7500000.0,,,,,23900000.0,,,,,1400000.0,,38800000.0,-6000000,,,,,,,,,,3200000.0,,12100000.0,,10600000.0,,22500000.0,4300000.0,,,,,-6000000,1700000,-1400000.0,,,,,
1985-03-31,,,,,-100000.0,,,,,,,-0.1,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,-0.1,,,,,,,1200000,,,,,,,,,,,,,,,,,,,,,,1200000,1200000,,725600.0,,,,
1985-06-30,,,,,-200000.0,,,,,,,-0.3,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,-0.3,,,,,,,1400000,,,,,,,,,,,,,,,,,,,,,,1400000,1400000,,725600.0,,,,
1985-09-30,,,,,-400000.0,,,,,,,-0.5,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,-0.5,,,,,,,1500000,,,,,,,,,,,,,,,,,,,,,,1500000,1500000,,725600.0,,,,
1985-12-31,-100000.0,,,,-100000.0,,2100000.0,,,,,,,1300000.0,25300000.0,,,3600000.0,8900000.0,8900000.0,,,,,,100000.0,,,,69300000.0,,57400000.0,,28600000.0,31000000.0,,,,,30500000.0,,,,,800000.0,,38300000.0,-6300000,,,,,,,,,,2200000.0,,11900000.0,,9900000.0,,28800000.0,28800000.0,,,,,-6300000,1500000,-1700000.0,,,,,
1986-03-31,,,,,-300000.0,,,,,,,-0.5,,,,,,,,,,,726500.0,,,,,,,,,,,,,,,,,,-0.5,,,,,,,1300000,,,,,,,,,,,,,,,,,,,,,,1300000,1300000,,726500.0,,,,
1986-06-30,,,,,-400000.0,,,,,,,-0.6,,,,,,,,,,,726500.0,,,,,,,,,,,,,,,,,,-0.6,,,,,,,1300000,,,,,,,,,,,,,,,,,,,,,,1300000,1300000,,726500.0,,,,
1986-09-30,,,,,-2600000.0,,,,,,,-3.5,,,,,,,,,,,741000.0,,,,,,,,,,,,,,,,,,-3.5,,,,,,,3600000,,,,,,,,,,,,,,,,,,,,,,3600000,3600000,,741000.0,,,,
1986-12-31,0.0,,,,-1300000.0,,5300000.0,,,,,,,5500000.0,42200000.0,,,,30200000.0,30200000.0,,,,,,1800000.0,,,,100700000.0,,63000000.0,,9100000.0,49300000.0,,,,,57900000.0,,,,,0.0,,51400000.0,-12900000,,,,,,,,,,7100000.0,,37700000.0,,2500000.0,,53900000.0,42200000.0,,,,,-12900000,6700000,-4000000.0,,,,,
1987-03-31,,,,,,,,,,,,-0.1,,,,,,,,,,,850800.0,,,,,,,,,,,,,,,,,,-0.1,,,,,,,4600000,,,,,,,,,,,,,,,,,,,,,,4600000,4600000,,850800.0,,,,
1987-06-30,,,,,2100000.0,,,,,,,2.5,,,,,,,,,,,850800.0,,,,,,,,,,,,,,,,,,2.5,,,,,,,9300000,,,,,,,,,,,,,,,,,,,,,,9300000,9300000,,850800.0,,,,
1987-09-30,,,,,3900000.0,,,,,,,3.9,,,,,,,,,,,985700.0,,,,,,,,,,,,,,,,,,3.9,,,,,,,22100000,,,,,,,,,,,,,,,,,,,,,,22100000,22100000,,985700.0,,,,
1987-12-31,200000.0,,,,3500000.0,,6600000.0,,,,,,,12400000.0,64700000.0,,,2700000.0,78100000.0,78100000.0,,,,,,1800000.0,,,,163500000.0,,70000000.0,,10200000.0,76000000.0,,,,,69700000.0,,,,,0.0,,87500000.0,-22200000,,,,,,,,,,8400000.0,,93500000.0,,13700000.0,,59800000.0,67600000.0,,,,,-22200000,20400000,-9900000.0,,,,,
1988-03-31,,,,,2200000.0,,,,,,,2.3,,,,,,,,,,,987200.0,,,,,,,,,,,,,,,,,,2.3,,,,,,,15400000,,,,,,,,,,,,,,,,,,,,,,15400000,15400000,,987200.0,,,,
1988-06-30,,,,,3600000.0,,,,,,,3.5,,,,,,,,,,,996300.0,,,,,,,,,,,,,,,,,,3.5,,,,,,,17700000,,,,,,,,,,,,,,,,,,,,,,17700000,17700000,,996300.0,,,,
1988-09-30,,,,,5800000.0,,,,,,,5.1,,,,,,,,,,,996300.0,,,,,,,,,,,,,,,,,,5.1,,,,,,,30800000,,,,,,,,,,,,,,,,,,,,,,30800000,30800000,,996300.0,,,,
1988-12-31,700000.0,,,,3800000.0,,7400000.0,,,,,,,15300000.0,63100000.0,,,5300000.0,79900000.0,79900000.0,,,,,,2100000.0,,,,190800000.0,,94700000.0,,7900000.0,78600000.0,,,,,94900000.0,,,,,-100000.0,,112200000.0,-46800000,,,,,,,,,,9500000.0,,96100000.0,,28000000.0,,86800000.0,69100000.0,,,,,-46800000,14300000,-8100000.0,,,,,
1989-03-31,,,,,600000.0,,,,,,,0.6,,,,,,,,,,,996300.0,,,,,,,,,,,,,,,,,,0.6,,,,,,,14100000,,,,,,,,,,,,,,,,,,,,,,14100000,14100000,,996300.0,,,,
1989-06-30,100000.0,,,2500000.0,2500000.0,,4000000.0,,,,9300000.0,2.5,,18700000.0,63300000.0,,2100000.0,5200000.0,75500000.0,75500000.0,,,1000000.0,,,1900000.0,,,,189100000.0,2500000.0,93000000.0,,7900000.0,75300000.0,,,,,107000000.0,2.5,800000.0,,,0.0,,113800000.0,3400000,,6800000.0,,,5600000.0,,,,3400000.0,6700000.0,,96100000.0,800000.0,29700000.0,,85100000.0,68600000.0,3300000.0,,,,1200000,16100000,-21900000.0,1000000.0,,,,
1989-09-30,1000000.0,8100000.0,4500000.0,1800000.0,1800000.0,,5100000.0,,,,17200000.0,1.8,,18300000.0,61900000.0,,1900000.0,4600000.0,80000000.0,80000000.0,0.0,3100000.0,1000000.0,0.0,,1900000.0,,,,193700000.0,1800000.0,93400000.0,0.0,7900000.0,78000000.0,7400000.0,,,,110500000.0,1.8,3500000.0,,3800000.0,0.0,,115700000.0,2700000,-4100000.0,5200000.0,-3400000.0,0.0,5600000.0,400000.0,100000.0,,3100000.0,10500000.0,,100300000.0,-300000.0,31500000.0,,85500000.0,67500000.0,1500000.0,,-100000.0,-700000.0,-400000,22400000,-25000000.0,1000000.0,,,,
1989-12-31,500000.0,6300000.0,1400000.0,4400000.0,4400000.0,,6500000.0,,,,8200000.0,,,20000000.0,61500000.0,,2200000.0,4500000.0,80300000.0,80300000.0,0.0,4200000.0,,0.0,,1900000.0,,,,196100000.0,4400000.0,94000000.0,-1800000.0,7800000.0,76000000.0,4700000.0,,,,113700000.0,,1100000.0,,-1500000.0,-100000.0,0.0,120100000.0,10300000,-2800000.0,10400000.0,-4400000.0,0.0,4300000.0,-1700000.0,-800000.0,,100000.0,9500000.0,,102100000.0,700000.0,35900000.0,,86200000.0,66500000.0,5100000.0,,-500000.0,-1600000.0,6100000,18600000,-27500000.0,,,,,
1990-03-31,500000.0,-800000.0,-8000000.0,2400000.0,2400000.0,,7400000.0,,,,6500000.0,2.4,,23200000.0,61000000.0,,1900000.0,4500000.0,72300000.0,72300000.0,,1700000.0,1000000.0,80300000.0,,1900000.0,,700000.0,,197000000.0,2400000.0,99000000.0,0.0,7900000.0,75900000.0,-7600000.0,,,,120200000.0,2.4,600000.0,,-5900000.0,-100000.0,800000.0,121100000.0,3700000,0.0,6000000.0,-6700000.0,0.0,4000000.0,-3300000.0,200000.0,,2300000.0,9900000.0,,98000000.0,600000.0,36900000.0,,91100000.0,66000000.0,3000000.0,,-500000.0,-6800000.0,2000000,12500000,-29100000.0,1000000.0,,,,
1990-06-30,-100000.0,-4700000.0,-9600000.0,700000.0,700000.0,,3000000.0,,,,7900000.0,0.7,,27100000.0,61100000.0,,1600000.0,4400000.0,62700000.0,62700000.0,,1500000.0,1000000.0,0.0,,2000000.0,,700000.0,,193500000.0,700000.0,100400000.0,-1500000.0,7800000.0,71700000.0,-7600000.0,,,,135700000.0,0.7,1300000.0,,-5900000.0,0.0,-900000.0,121800000.0,1100000,-100000.0,3600000.0,-2900000.0,0.0,4100000.0,-3800000.0,-100000.0,,2500000.0,6300000.0,,93100000.0,-300000.0,37600000.0,,92600000.0,65400000.0,400000.0,,-1900000.0,-2900000.0,-500000,11500000,-43100000.0,1000000.0,,,,
1990-09-30,100000.0,3200000.0,-1800000.0,400000.0,400000.0,,4000000.0,,,,13500000.0,0.5,,29500000.0,60500000.0,,1300000.0,3600000.0,60900000.0,60900000.0,0.0,2100000.0,800000.0,0.0,,2000000.0,,700000.0,,196100000.0,400000.0,103100000.0,-100000.0,7800000.0,73900000.0,-1400000.0,,,,127700000.0,0.5,3700000.0,,1700000.0,0.0,-900000.0,122200000.0,1200000,-100000.0,2300000.0,-4600000.0,0.0,3200000.0,-2500000.0,-200000.0,,1400000.0,9700000.0,,93000000.0,-700000.0,38000000.0,,95300000.0,64200000.0,-300000.0,,-600000.0,-4600000.0,-900000,15800000,-32400000.0,800000.0,,,,
1990-12-31,300000.0,-1300000.0,43900000.0,-5300000.0,-5300000.0,,6900000.0,,,,7500000.0,,,30900000.0,59500000.0,,2100000.0,3100000.0,104800000.0,104800000.0,0.0,1700000.0,,0.0,,1900000.0,,600000.0,,238800000.0,-5300000.0,100700000.0,49200000.0,7700000.0,72800000.0,-4400000.0,,,,117800000.0,,1100000.0,,-2800000.0,0.0,-400000.0,166000000.0,-5600000,-300000.0,4800000.0,-3400000.0,0.0,12100000.0,-1400000.0,0.0,,10400000.0,9900000.0,,138100000.0,-600000.0,32700000.0,,93000000.0,62900000.0,-5900000.0,,48700000.0,-3100000.0,-7300000,12300000,-24800000.0,,,,,
1991-03-31,200000.0,1300000.0,-1600000.0,-500000.0,-500000.0,,7800000.0,,,,9900000.0,-0.4,,30100000.0,59100000.0,,1900000.0,4000000.0,103200000.0,103200000.0,,1500000.0,1250000.0,104800000.0,,1800000.0,,500000.0,,238000000.0,-500000.0,101500000.0,0.0,7600000.0,74300000.0,-1000000.0,100000.0,,,120000000.0,-0.4,1400000.0,,-700000.0,0.0,800000.0,163700000.0,-400000,-100000.0,2500000.0,-2300000.0,0.0,4400000.0,800000.0,200000.0,,2900000.0,11000000.0,,136500000.0,,30400000.0,,93900000.0,63300000.0,,,-500000.0,-2300000.0,-1900000,12400000,-26100000.0,1250000.0,,,,
1991-06-30,100000.0,-1900000.0,-9000000.0,-800000.0,-800000.0,,3700000.0,,,,8600000.0,-0.7,,29400000.0,58700000.0,,1700000.0,4200000.0,94200000.0,94200000.0,,1400000.0,1142857.0,0.0,,1700000.0,,500000.0,,232600000.0,-800000.0,104700000.0,-1800000.0,7700000.0,69600000.0,-7000000.0,0.0,,,124300000.0,-0.7,1200000.0,,-2500000.0,0.0,200000.0,163000000.0,-800000,0.0,3000000.0,-4900000.0,0.0,5200000.0,700000.0,,,3800000.0,6600000.0,,127900000.0,-200000.0,29600000.0,,97000000.0,63000000.0,-1000000.0,,-2300000.0,-5100000.0,-2200000,11600000,-27300000.0,1142857.0,,,,
1991-09-30,200000.0,3200000.0,-1300000.0,800000.0,800000.0,,3800000.0,,,,8800000.0,0.7,,28800000.0,58300000.0,,1900000.0,4500000.0,92800000.0,92800000.0,0.0,1600000.0,1142857.0,0.0,,1600000.0,,400000.0,,233100000.0,800000.0,107100000.0,0.0,7500000.0,69300000.0,-500000.0,,,,128300000.0,0.7,900000.0,,500000.0,100000.0,400000.0,163800000.0,1200000,-200000.0,3600000.0,-4000000.0,0.0,4000000.0,600000.0,-100000.0,,2500000.0,6300000.0,,126000000.0,300000.0,30400000.0,,99600000.0,63000000.0,1100000.0,,-500000.0,-3700000.0,-400000,12400000,-28700000.0,1142857.0,,,,
1991-12-31,1000000.0,1200000.0,-4300000.0,-13900000.0,-13900000.0,,10000000.0,,,,16700000.0,,,29400000.0,57900000.0,,2300000.0,4600000.0,110800000.0,110800000.0,0.0,1700000.0,,0.0,,1700000.0,,300000.0,,261600000.0,-13900000.0,116200000.0,0.0,7900000.0,77700000.0,-4400000.0,,,,159800000.0,,2500000.0,,7400000.0,100000.0,0.0,183900000.0,-14800000,100000.0,6100000.0,-5100000.0,0.0,22600000.0,1300000.0,5900000.0,,20900000.0,14200000.0,,145400000.0,-700000.0,-4200000.0,,108300000.0,63500000.0,-14600000.0,,-400000.0,-5600000.0,-16500000,22800000,-51500000.0,,,,,
1992-03-31,1000000.0,-2900000.0,-8300000.0,500000.0,500000.0,,8300000.0,,,,9200000.0,0.3,,29700000.0,57500000.0,,1900000.0,4600000.0,102600000.0,102600000.0,,1300000.0,1666667.0,110800000.0,,1700000.0,,300000.0,,256500000.0,500000.0,119900000.0,0.0,7900000.0,74300000.0,-3600000.0,,,,164600000.0,0.3,1200000.0,,-4700000.0,0.0,,182200000.0,300000,-4400000.0,3100000.0,-5000000.0,0.0,4100000.0,-300000.0,,,2800000.0,11200000.0,,136600000.0,,-6000000.0,,112000000.0,63100000.0,,,-400000.0,-700000.0,-1000000,12300000,-52600000.0,1666667.0,,,,
1992-06-30,1000000.0,-1800000.0,-11800000.0,-1400000.0,-1400000.0,,3900000.0,,,,11000000.0,-0.9,,29100000.0,57000000.0,,1000000.0,4900000.0,90700000.0,90700000.0,,1400000.0,1555556.0,0.0,,1700000.0,,200000.0,,251200000.0,-1400000.0,125900000.0,-2300000.0,8200000.0,70400000.0,-2900000.0,,,,170800000.0,-0.9,1900000.0,,-2100000.0,-100000.0,,180800000.0,-900000,-6200000.0,2600000.0,-7300000.0,0.0,4900000.0,600000.0,,,3500000.0,7500000.0,,125300000.0,-200000.0,-5100000.0,,117700000.0,62900000.0,-1600000.0,,-2700000.0,-1100000.0,-2300000,13600000,-53100000.0,1555556.0,,,,
1992-09-30,1000000.0,1200000.0,-3900000.0,-1200000.0,-1200000.0,,5200000.0,,,,9800000.0,-0.8,,29600000.0,56600000.0,,1000000.0,5700000.0,86800000.0,86800000.0,0.0,1600000.0,1500000.0,0.0,,1700000.0,,200000.0,,251600000.0,-1200000.0,129000000.0,0.0,7900000.0,72000000.0,900000.0,,,,175200000.0,-0.8,1800000.0,,0.0,0.0,800000.0,179600000.0,-800000,-4500000.0,2300000.0,-4700000.0,0.0,4700000.0,-400000.0,,,3100000.0,8700000.0,,122600000.0,-400000.0,-6300000.0,,121100000.0,63300000.0,-1600000.0,,-400000.0,-300000.0,-2400000,12100000,-54100000.0,1500000.0,,,,
1992-12-31,100000.0,500000.0,46300000.0,1300000.0,1300000.0,,6500000.0,,,,10900000.0,,,29600000.0,131500000.0,,1000000.0,2900000.0,134100000.0,134100000.0,0.0,1500000.0,,0.0,,1800000.0,,400000.0,,325300000.0,1300000.0,133700000.0,0.0,9700000.0,144300000.0,-18900000.0,,,,183700000.0,,1500000.0,,400000.0,23900000.0,-2800000.0,181000000.0,-900000,15500000.0,2600000.0,-25100000.0,0.0,5000000.0,-100000.0,,,3500000.0,9800000.0,,191600000.0,-3200000.0,-5000000.0,,124000000.0,134500000.0,-1900000.0,,71000000.0,-19400000.0,-2400000,13500000,-59700000.0,,,,,
1993-03-31,-100000.0,-500000.0,-61700000.0,3200000.0,-2000000.0,,11400000.0,,,,9800000.0,1.9,,31000000.0,131300000.0,,1300000.0,15600000.0,72400000.0,72400000.0,,1500000.0,1523810.0,134100000.0,,1800000.0,-56000000.0,1500000.0,,343300000.0,3200000.0,157100000.0,0.0,22200000.0,161400000.0,-3200000.0,,,,198900000.0,2.1,1400000.0,,1100000.0,78600000.0,-1200000.0,181900000.0,-1400000,-2100000.0,2200000.0,-60700000.0,0.0,5100000.0,-1300000.0,100000.0,,3600000.0,14600000.0,,186200000.0,-1100000.0,-1800000.0,,134900000.0,146800000.0,-3100000.0,,-400000.0,-2700000.0,-2900000,12000000,-64000000.0,1684211.0,,,,
1993-06-30,2400000.0,-2800000.0,-56100000.0,-1000000.0,-1000000.0,,8100000.0,,,,13700000.0,-0.7,,34200000.0,130200000.0,,1400000.0,10100000.0,16300000.0,16300000.0,,3100000.0,1428571.0,0.0,,1800000.0,5000000.0,1300000.0,,335600000.0,-1000000.0,204400000.0,-2300000.0,16800000.0,154600000.0,-32400000.0,,,,249400000.0,-0.7,2000000.0,,-4000000.0,74900000.0,-1000000.0,181000000.0,1000000,-26400000.0,5000000.0,-50600000.0,0.0,7100000.0,-3300000.0,,,4000000.0,11900000.0,,131200000.0,-1000000.0,-2800000.0,,187600000.0,142700000.0,-2000000.0,,-2800000.0,-29600000.0,-2100000,18700000,-61800000.0,1428571.0,,,,
1993-09-30,2600000.0,4400000.0,-600000.0,-10400000.0,-10400000.0,,16400000.0,,,,15200000.0,-6.8,,34600000.0,129700000.0,,-9400000.0,9400000.0,15700000.0,15700000.0,0.0,4200000.0,1529412.0,0.0,,1900000.0,-1200000.0,1300000.0,,331800000.0,-10400000.0,203000000.0,0.0,16600000.0,161100000.0,-27600000.0,,,,250900000.0,-6.8,1100000.0,,1500000.0,74000000.0,-700000.0,170700000.0,5400000,29100000.0,8600000.0,-4600000.0,0.0,8900000.0,-300000.0,,,3200000.0,19400000.0,,128800000.0,-700000.0,-13200000.0,,186400000.0,141700000.0,-11100000.0,,-400000.0,-32000000.0,-300000,23800000,-64500000.0,1529412.0,,,,
1993-12-31,2400000.0,3100000.0,-1000000.0,100000.0,100000.0,,17800000.0,,,,15100000.0,,,34700000.0,129200000.0,,0.0,1700000.0,14700000.0,14700000.0,0.0,5100000.0,,0.0,,1900000.0,-33200000.0,1300000.0,,325700000.0,100000.0,196400000.0,0.0,10200000.0,154900000.0,62800000.0,,,,254600000.0,,1900000.0,,-1000000.0,72100000.0,-800000.0,170800000.0,5800000,-64700000.0,11400000.0,-3700000.0,0.0,10700000.0,2600000.0,,,5600000.0,21600000.0,,129300000.0,-600000.0,-13500000.0,,186200000.0,133300000.0,-500000.0,,-500000.0,59700000.0,700000,26500000,-68400000.0,,,,,
1994-03-31,4400000.0,3900000.0,12400000.0,-2600000.0,-2600000.0,,22100000.0,,,,15600000.0,-1.7,,33800000.0,228700000.0,,,1600000.0,27100000.0,27100000.0,,4400000.0,1529412.0,14700000.0,,1900000.0,-82100000.0,2500000.0,,422400000.0,-2600000.0,204200000.0,100000.0,158600000.0,260100000.0,2900000.0,200000.0,,,82700000.0,-1.7,1400000.0,,2000000.0,149600000.0,-100000.0,162300000.0,4400000,-3800000.0,8900000.0,-86700000.0,0.0,8900000.0,700000.0,100000.0,,4500000.0,25400000.0,,218200000.0,,-15700000.0,,45600000.0,234700000.0,,,95300000.0,-1000000.0,0,24500000,-37100000.0,1529412.0,,,,
1994-06-30,8000000.0,-1600000.0,-14300000.0,-1300000.0,-1300000.0,,18300000.0,,,,14800000.0,-0.9,,35100000.0,225000000.0,,,1400000.0,12800000.0,12800000.0,,4500000.0,1444444.0,0.0,,2000000.0,-20000000.0,2900000.0,,415100000.0,-1300000.0,207900000.0,-2400000.0,15200000.0,256100000.0,-3900000.0,17400000.0,,,267400000.0,-0.9,1400000.0,,-3400000.0,150300000.0,-200000.0,159000000.0,6100000,-5000000.0,10500000.0,-9900000.0,0.0,8900000.0,-1300000.0,0.0,,4400000.0,21700000.0,,207200000.0,,-13400000.0,,192700000.0,234400000.0,,,-2900000.0,-2300000.0,1600000,25300000,-74700000.0,1444444.0,,,,
1994-09-30,7800000.0,1000000.0,1800000.0,1600000.0,1600000.0,,17200000.0,,,,15800000.0,1.1,,35100000.0,225000000.0,,4300000.0,1400000.0,14600000.0,14600000.0,0.0,4700000.0,1454545.0,0.0,,2000000.0,-4400000.0,3100000.0,,416400000.0,1600000.0,210200000.0,0.0,13100000.0,255100000.0,-13800000.0,11000000.0,,,332500000.0,1.1,1700000.0,,-3300000.0,145400000.0,0.0,161300000.0,5200000,9600000.0,7700000.0,1400000.0,0.0,7200000.0,0.0,100000.0,,2700000.0,20900000.0,,206200000.0,100000.0,-15400000.0,,197100000.0,234200000.0,1700000.0,,-600000.0,-14800000.0,500000,23500000,-135400000.0,1454545.0,,,,
1994-12-31,5200000.0,3100000.0,600000.0,-1600000.0,-1600000.0,,14000000.0,,,,18500000.0,,,35900000.0,227200000.0,,-8000000.0,1600000.0,15100000.0,15100000.0,0.0,4200000.0,,0.0,,2000000.0,-1400000.0,2900000.0,,412800000.0,-1600000.0,220700000.0,0.0,13600000.0,252500000.0,-12000000.0,14700000.0,,,285200000.0,,2500000.0,,1000000.0,131600000.0,200000.0,160300000.0,13600000,-200000.0,16700000.0,-2000000.0,0.0,7300000.0,-700000.0,,,3100000.0,18500000.0,,192100000.0,100000.0,-17000000.0,,207100000.0,234000000.0,-1500000.0,,-500000.0,-15100000.0,9400000,35200000,-78100000.0,,,,,
1995-03-31,5300000.0,-3300000.0,5600000.0,-3200000.0,-3200000.0,,16700000.0,,,,14800000.0,-2.0,,35900000.0,226100000.0,,2600000.0,600000.0,20700000.0,20700000.0,,4000000.0,1600000.0,15100000.0,,7100000.0,-2400000.0,1700000.0,,416700000.0,-3200000.0,232500000.0,0.0,11900000.0,257700000.0,-16000000.0,,,,294700000.0,-2.0,1900000.0,,-3500000.0,116200000.0,,159000000.0,300000,0.0,6200000.0,4900000.0,0.0,9900000.0,,100000.0,,5900000.0,25700000.0,,184200000.0,300000.0,-20200000.0,,220600000.0,232000000.0,-2900000.0,,4000000.0,-12700000.0,-3700000,21000000,-74100000.0,1600000.0,,,,
1995-06-30,16800000.0,4900000.0,26400000.0,3400000.0,1200000.0,,16700000.0,,,,14800000.0,1.9,,33400000.0,226100000.0,,2100000.0,1200000.0,47100000.0,47100000.0,,4500000.0,1545455.0,0.0,,2100000.0,0.0,2600000.0,,433000000.0,3400000.0,262000000.0,-2400000.0,11200000.0,267500000.0,-26000000.0,,,,325700000.0,2.2,4600000.0,,-200000.0,78300000.0,,165500000.0,5600000,3700000.0,8800000.0,12800000.0,0.0,7700000.0,,,,3200000.0,23400000.0,,171000000.0,-800000.0,-16800000.0,,250800000.0,244100000.0,400000.0,,8700000.0,-30900000.0,1100000,23600000,-74900000.0,1789474.0,,,,
1995-09-30,23700000.0,9500000.0,-30300000.0,2000000.0,2000000.0,,13100000.0,,,,16400000.0,1.2,,32100000.0,234600000.0,,4200000.0,1600000.0,16900000.0,16900000.0,0.0,4300000.0,1538462.0,0.0,,2300000.0,0.0,2200000.0,,447700000.0,2000000.0,315500000.0,23600000.0,15400000.0,279400000.0,-45000000.0,,,,341400000.0,1.3,4100000.0,,2500000.0,70100000.0,,168300000.0,5400000,-600000.0,8400000.0,-46700000.0,0.0,7300000.0,1300000.0,,,3000000.0,19500000.0,,132200000.0,1100000.0,-14800000.0,,300100000.0,259900000.0,3100000.0,,7000000.0,-54500000.0,1100000,24800000,-41300000.0,1666667.0,,,,
1995-12-31,33400000.0,9800000.0,-400000.0,-1200000.0,-1200000.0,,13100000.0,,,,17800000.0,,,31000000.0,150000000.0,,1100000.0,1400000.0,16500000.0,16500000.0,0.0,4100000.0,,0.0,,2200000.0,0.0,2000000.0,,445600000.0,-1200000.0,319000000.0,-900000.0,14200000.0,205800000.0,-500000.0,1700000.0,,,377500000.0,,5700000.0,,5700000.0,65300000.0,,239800000.0,3700000,-300000.0,5100000.0,-8900000.0,0.0,5500000.0,1100000.0,600000.0,,1400000.0,21000000.0,,126600000.0,-200000.0,-15900000.0,,304800000.0,184800000.0,-1400000.0,,-1400000.0,-10300000.0,-400000,22900000,-72700000.0,,,,,
1996-03-31,33600000.0,1300000.0,67400000.0,100000.0,100000.0,,17900000.0,135700000.0,,,17500000.0,0.1,,29400000.0,150000000.0,,1900000.0,1400000.0,83900000.0,83900000.0,,3200000.0,2046488.0,16500000.0,,1700000.0,-81000000.0,700000.0,,578500000.0,100000.0,343300000.0,0.0,29200000.0,208000000.0,-16500000.0,30900000.0,,,389600000.0,0.1,3400000.0,,-2300000.0,100400000.0,,370500000.0,2000000,-1100000.0,5100000.0,-69000000.0,0.0,6300000.0,1500000.0,200000.0,,3100000.0,23000000.0,,235200000.0,100000.0,-15800000.0,,314100000.0,185000000.0,200000.0,,135200000.0,-17800000.0,-1200000,22600000,-75500000.0,2046488.0,,,,
1996-06-30,35500000.0,-2400000.0,-37500000.0,-56900000.0,-56900000.0,,18900000.0,8900000.0,,,13400000.0,-26.3,,29900000.0,149800000.0,,-106600000.0,1400000.0,46400000.0,46400000.0,,2300000.0,2163498.0,0.0,7100000.0,20000000.0,-34000000.0,800000.0,,579200000.0,-56900000.0,352800000.0,-5700000.0,75300000.0,229000000.0,-12200000.0,3100000.0,,,364300000.0,-26.3,3400000.0,,-1800000.0,131000000.0,,350200000.0,700000,-17400000.0,5400000.0,-56700000.0,0.0,9800000.0,-400000.0,,,4700000.0,42300000.0,,226400000.0,-600000.0,-72600000.0,,277500000.0,186700000.0,-57500000.0,,21500000.0,-9800000.0,-4400000,18800000,-86800000.0,2163498.0,,,,
