date,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyBasicEPS,quarterlyRepaymentOfDebt,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyInventory,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,quarterlyResearchAndDevelopment
1989-09-30,98181818.0,11500000.0,,,,246900000.0,,9200000.0,,79500000.0,,,48100000.0,0.11,,138500000.0,18400000.0,,46600000.0,7600000.0,131300000.0,31400000,,,,21000000,211600000,,,175300000.0,204200000.0,,,-72900000.0,70700000.0,541700000.0,,,17100000.0,98181818.0,132100000.0,,156300000.0,400000.0,10800000,,88900000.0,10800000.0,11900000.0,11900000.0,50300000.0,,,58500000.0,10800000.0,95200000.0,,,,,58600000.0,,2900000.0,0.11,,,366400000.0,139900000.0,294800000.0,,,,,,,,
1989-12-31,,10800000.0,,,,247100000.0,0.0,8000000.0,0.0,86900000.0,0.0,,66700000.0,,,136900000.0,7600000.0,,41200000.0,3100000.0,127900000.0,20200000,,-9600000.0,500000.0,8400000,221100000,,11200000.0,178200000.0,198300000.0,26400000.0,-34600000.0,-70400000.0,81900000.0,551100000.0,,2600000.0,29800000.0,,134200000.0,,167100000.0,2000000.0,4500000,,88900000.0,4500000.0,14500000.0,14500000.0,48400000.0,,-5700000.0,78500000.0,4500000.0,100700000.0,10700000.0,11800000.0,,,47000000.0,16800000.0,2900000.0,,,-100000.0,372900000.0,144300000.0,304000000.0,,,,,,,,
1990-03-31,98000000.0,13500000.0,,,,251000000.0,14500000.0,12400000.0,0.0,83600000.0,0.0,100000.0,53200000.0,0.1,,149700000.0,16900000.0,,45100000.0,7100000.0,125700000.0,30400000,,-19600000.0,200000.0,18800000,218000000,,-6700000.0,186400000.0,202500000.0,14800000.0,12400000.0,-76800000.0,71500000.0,566700000.0,,-3600000.0,29000000.0,98000000.0,134400000.0,,166000000.0,600000.0,9800000,,88100000.0,9800000.0,10800000.0,10800000.0,48900000.0,,-5900000.0,64800000.0,9800000.0,99900000.0,-30600000.0,11600000.0,-11000000.0,,65800000.0,-4800000.0,2600000.0,0.1,,0.0,380300000.0,154700000.0,315700000.0,,,,,,,,
1990-06-30,97857143.0,12700000.0,,,,259700000.0,0.0,10300000.0,0.0,91100000.0,-100000.0,,51900000.0,0.14,,159700000.0,23600000.0,,52800000.0,9900000.0,131900000.0,39200000,,-32700000.0,600000.0,26600000,233500000,,-7800000.0,184600000.0,215600000.0,18400000.0,8400000.0,-83700000.0,69100000.0,588600000.0,,-5900000.0,28600000.0,97857143.0,142400000.0,,169200000.0,600000.0,13700000,,88200000.0,13700000.0,5000000.0,5000000.0,52400000.0,,-5900000.0,64500000.0,13700000.0,110200000.0,-32800000.0,12600000.0,0.0,,80300000.0,-14300000.0,3700000.0,0.14,,0.0,404000000.0,161900000.0,328900000.0,,,,,,,,
1990-09-30,93846154.0,12600000.0,,,,266400000.0,0.0,9600000.0,0.0,88000000.0,100000.0,,51100000.0,0.13,,106300000.0,21300000.0,,59200000.0,9100000.0,136200000.0,36900000,,-16600000.0,100000.0,24100000,227200000,,10400000.0,190300000.0,226600000.0,35300000.0,-11300000.0,-90400000.0,76900000.0,598300000.0,,7500000.0,29200000.0,93846154.0,139200000.0,,225600000.0,600000.0,12200000,,143100000.0,12200000.0,12500000.0,12500000.0,53300000.0,,-5900000.0,63900000.0,12200000.0,109800000.0,-16500000.0,12800000.0,0.0,,19800000.0,18700000.0,3400000.0,0.13,,0.0,408000000.0,162000000.0,331900000.0,,,,,,,,
1990-12-31,,66000000.0,,,,373300000.0,0.0,38700000.0,0.0,160700000.0,-64600000.0,200000.0,98900000.0,,,153500000.0,51000000.0,,76200000.0,22800000.0,151900000.0,61800000,,23900000.0,4700000.0,45400000,400000000,,20200000.0,324500000.0,254700000.0,65500000.0,-17200000.0,-102800000.0,98900000.0,754300000.0,,21600000.0,30800000.0,,239300000.0,,227500000.0,9200000.0,28200000,,143100000.0,28200000.0,68000000.0,68000000.0,53600000.0,,-18100000.0,115300000.0,28200000.0,109000000.0,-26600000.0,16400000.0,,,15900000.0,89400000.0,3500000.0,,,0.0,429800000.0,168900000.0,381000000.0,,,,,,,,
1991-03-31,170000000.0,34900000.0,,37900000.0,,371800000.0,68000000.0,25400000.0,0.0,95300000.0,-2500000.0,100000.0,77500000.0,0.01,,103700000.0,3000000.0,,67300000.0,1300000.0,149500000.0,17800000,,-6900000.0,4000000.0,3200000,253000000,1200000.0,-7300000.0,234000000.0,260900000.0,10300000.0,-72500000.0,-111400000.0,77400000.0,658400000.0,,-33600000.0,35900000.0,170000000.0,157700000.0,,182900000.0,2200000.0,1700000,,92100000.0,1700000.0,34400000.0,34400000.0,54900000.0,,-10600000.0,92100000.0,1700000.0,108400000.0,28500000.0,14600000.0,,,900000.0,3400000.0,2200000.0,0.01,,0.0,424400000.0,166500000.0,286600000.0,,,,,,,,
1991-06-30,159230769.0,30700000.0,,4100000.0,,384600000.0,0.0,28800000.0,0.0,112400000.0,-8300000.0,-200000.0,62500000.0,0.13,,117700000.0,35000000.0,,77300000.0,14300000.0,145800000.0,50000000,,-5100000.0,1800000.0,35300000,275400000,500000.0,7700000.0,262500000.0,265300000.0,43400000.0,-8800000.0,-119500000.0,88000000.0,687300000.0,,25600000.0,37400000.0,159230769.0,163000000.0,,185000000.0,1500000.0,20700000,,92100000.0,20700000.0,60000000.0,60000000.0,55500000.0,,-10700000.0,77100000.0,20700000.0,108300000.0,-9300000.0,14700000.0,,,900000.0,38300000.0,1800000.0,0.13,,100000.0,424800000.0,170700000.0,302700000.0,,,,,,,,
1991-09-30,155000000.0,26900000.0,,1300000.0,,395000000.0,0.0,27600000.0,0.0,105600000.0,-9500000.0,0.0,60400000.0,0.12,,135800000.0,31500000.0,,85200000.0,12900000.0,141100000.0,45200000,,-4000000.0,1900000.0,30700000,270600000,1300000.0,6500000.0,274100000.0,268100000.0,40900000.0,-8800000.0,-127000000.0,92300000.0,698000000.0,,20200000.0,33300000.0,155000000.0,165000000.0,,167200000.0,2500000.0,18600000,,77100000.0,18600000.0,80200000.0,80200000.0,56800000.0,,-10600000.0,74900000.0,18600000.0,107800000.0,-12200000.0,14500000.0,,,15900000.0,36900000.0,1700000.0,0.12,,-100000.0,423900000.0,175000000.0,303000000.0,,,,,,,,
1991-12-31,,26000000.0,,4000000.0,,350300000.0,0.0,27500000.0,0.0,122600000.0,4700000.0,0.0,86900000.0,,,152900000.0,24100000.0,,38700000.0,11000000.0,143100000.0,35700000,,-7600000.0,1200000.0,23600000,294800000,-13300000.0,21700000.0,303900000.0,263100000.0,33600000.0,-9500000.0,-120000000.0,82000000.0,716100000.0,,24900000.0,116100000.0,,172200000.0,,212900000.0,1900000.0,13100000,,77100000.0,13100000.0,105100000.0,105100000.0,19700000.0,,-10700000.0,99000000.0,13100000.0,106700000.0,1100000.0,12100000.0,,,43400000.0,26000000.0,1600000.0,,,0.0,412200000.0,162400000.0,365800000.0,,,,,,,,
1992-03-31,156000000.0,41600000.0,,,,352800000.0,105100000.0,27200000.0,0.0,106000000.0,-3500000.0,,66300000.0,0.1,,133200000.0,27000000.0,,43600000.0,11400000.0,139000000.0,39700000,,-4400000.0,200000.0,26000000,276300000,2100000.0,-14200000.0,274600000.0,265900000.0,17200000.0,-31400000.0,-126900000.0,90000000.0,679200000.0,,-37700000.0,117000000.0,156000000.0,170300000.0,,193200000.0,2200000.0,15600000,,56100000.0,15600000.0,67400000.0,67400000.0,20100000.0,,-10700000.0,80000000.0,15600000.0,106200000.0,-22300000.0,13700000.0,-14400000.0,,16000000.0,12800000.0,1200000.0,0.1,,0.0,404600000.0,159400000.0,326400000.0,,,,,,,,
1992-06-30,164615385.0,49100000.0,,,,365200000.0,0.0,31800000.0,0.0,110300000.0,-3200000.0,,60600000.0,0.13,,137400000.0,36600000.0,,54400000.0,15200000.0,135600000.0,49700000,,-4500000.0,900000.0,36300000,276400000,3700000.0,4700000.0,282900000.0,269500000.0,43200000.0,-23600000.0,-133900000.0,89500000.0,682100000.0,,5900000.0,115500000.0,164615385.0,166100000.0,,179500000.0,1400000.0,21400000,,42200000.0,21400000.0,73300000.0,73300000.0,21800000.0,,-10700000.0,74000000.0,21400000.0,105500000.0,-13800000.0,13400000.0,-6100000.0,,16100000.0,38700000.0,1100000.0,0.13,,100000.0,399200000.0,158100000.0,316900000.0,,,,,,,,
1992-09-30,159285714.0,35700000.0,,,,373000000.0,0.0,28700000.0,0.0,111900000.0,-2200000.0,,61600000.0,0.14,,118400000.0,38100000.0,,65900000.0,15800000.0,143100000.0,50300000,,-15300000.0,100000.0,37300000,278300000,1000000.0,-3500000.0,271400000.0,272200000.0,32800000.0,-20800000.0,-129100000.0,88300000.0,673000000.0,,1700000.0,114200000.0,159285714.0,166400000.0,,181600000.0,1600000.0,22300000,,46800000.0,22300000.0,75100000.0,75100000.0,20600000.0,,-10700000.0,74600000.0,22300000.0,104100000.0,-8500000.0,13000000.0,9000000.0,,1400000.0,17500000.0,900000.0,0.14,,-100000.0,401600000.0,154400000.0,300000000.0,,,,,,,,
1992-12-31,,30400000.0,,,,258000000.0,0.0,32200000.0,0.0,126300000.0,-30900000.0,,70800000.0,,,128800000.0,43100000.0,,81200000.0,17100000.0,146800000.0,55500000,,-10400000.0,400000.0,41800000,303400000,-7900000.0,8800000.0,279000000.0,269100000.0,40700000.0,7500000.0,-122300000.0,95400000.0,708900000.0,,8900000.0,116100000.0,,177100000.0,,322100000.0,2300000.0,26000000,,191700000.0,26000000.0,84000000.0,84000000.0,14300000.0,,-10700000.0,84500000.0,26000000.0,111500000.0,-38100000.0,13700000.0,3200000.0,,1200000.0,30300000.0,800000.0,,,0.0,429900000.0,171600000.0,450900000.0,,,,,,,,
1993-03-31,150833333.0,25300000.0,,2300000.0,-20300000.0,248700000.0,84000000.0,34800000.0,0.0,110000000.0,-4500000.0,,65600000.0,0.12,,124800000.0,30600000.0,,88800000.0,12500000.0,153900000.0,44400000,,-14200000.0,400000.0,31200000,275900000,800000.0,-500000.0,264400000.0,279600000.0,31600000.0,-21500000.0,-125700000.0,88700000.0,700300000.0,,-5900000.0,112400000.0,150833333.0,165900000.0,,326800000.0,1300000.0,18100000,,200600000.0,18100000.0,78100000.0,78100000.0,13800000.0,,-10600000.0,78800000.0,18100000.0,111000000.0,-16400000.0,13200000.0,,,1300000.0,17400000.0,1900000.0,0.12,,100000.0,435900000.0,171000000.0,451600000.0,,,,,,,,
1993-06-30,145000000.0,32700000.0,,1100000.0,0.0,260100000.0,0.0,33400000.0,0.0,121000000.0,-4200000.0,,67200000.0,0.16,,118600000.0,39200000.0,,101500000.0,16000000.0,153400000.0,53800000,,-6600000.0,400000.0,40800000,298500000,-200000.0,-17700000.0,270800000.0,279900000.0,16500000.0,-11300000.0,-126500000.0,83900000.0,703800000.0,,-5300000.0,30400000.0,145000000.0,177500000.0,,325100000.0,400000.0,23200000,,281900000.0,23200000.0,72800000.0,72800000.0,12800000.0,,-10500000.0,80200000.0,23200000.0,109900000.0,-9700000.0,12700000.0,,,1300000.0,9900000.0,1900000.0,0.16,,-200000.0,433000000.0,169700000.0,443700000.0,,,,,,,,
1993-09-30,130000000.0,22100000.0,,0.0,0.0,242100000.0,0.0,33700000.0,0.0,126700000.0,-24800000.0,,116600000.0,-0.05,,149100000.0,-5800000.0,,84500000.0,700000.0,129300000.0,10900000,,-13300000.0,1900000.0,-3200000,311800000,-17300000.0,12800000.0,285000000.0,261300000.0,51800000.0,1500000.0,-132000000.0,103600000.0,704500000.0,,13500000.0,30700000.0,130000000.0,185100000.0,,313300000.0,900000.0,-6500000,,282600000.0,-6500000.0,86200000.0,86200000.0,,,-10500000.0,129900000.0,-6500000.0,119500000.0,-38100000.0,14100000.0,,,11800000.0,38500000.0,3500000.0,-0.05,,0.0,419500000.0,170700000.0,462400000.0,,,,,,,,
1993-12-31,,25500000.0,,0.0,-6700000.0,254000000.0,0.0,38700000.0,0.0,133500000.0,-4900000.0,100000.0,68400000.0,,,153800000.0,47900000.0,,102700000.0,19300000.0,127900000.0,65100000,,-5700000.0,800000.0,50200000,331100000,-7700000.0,-1100000.0,302900000.0,254400000.0,36200000.0,-26500000.0,-126500000.0,113500000.0,731200000.0,,-700000.0,116800000.0,,197600000.0,,323400000.0,1400000.0,28600000,,200100000.0,28600000.0,85600000.0,85600000.0,6500000.0,,-10400000.0,83300000.0,28600000.0,121700000.0,-10600000.0,14900000.0,,,1600000.0,30500000.0,3500000.0,,,0.0,428300000.0,178700000.0,477200000.0,,,,,,,,
1994-03-31,142941176.0,33400000.0,,,-39300000.0,221900000.0,85600000.0,33400000.0,0.0,128800000.0,-17300000.0,,70300000.0,0.17,,155100000.0,41500000.0,,116100000.0,17200000.0,71900000.0,58500000,,-4300000.0,2700000.0,43900000,319400000,-900000.0,-11200000.0,314500000.0,188900000.0,23700000.0,-48300000.0,-117000000.0,121000000.0,695100000.0,,2200000.0,111600000.0,142941176.0,190600000.0,,318100000.0,1100000.0,24300000,,200400000.0,24300000.0,87800000.0,87800000.0,6100000.0,,-10400000.0,84900000.0,24300000.0,128400000.0,29000000.0,14600000.0,-4500000.0,,700000.0,19400000.0,3500000.0,0.17,,0.0,380600000.0,180300000.0,473200000.0,,,,,,,,
1994-06-30,143500000.0,36600000.0,,,-8800000.0,254400000.0,0.0,49800000.0,0.0,135500000.0,-18900000.0,,69400000.0,0.2,,162900000.0,49100000.0,,132900000.0,20400000.0,72800000.0,66100000,,-5300000.0,4700000.0,50900000,342700000,-1000000.0,2400000.0,333100000.0,192900000.0,46700000.0,-15700000.0,-120100000.0,112100000.0,743300000.0,,8800000.0,112700000.0,143500000.0,207200000.0,,326000000.0,1800000.0,28700000,,207200000.0,28700000.0,96600000.0,96600000.0,6100000.0,,-12500000.0,84600000.0,28700000.0,153000000.0,-22300000.0,15200000.0,-100000.0,,1000000.0,41400000.0,3600000.0,0.2,,1000000.0,410200000.0,184400000.0,488900000.0,,,,,,,,
1994-09-30,147619048.0,29300000.0,,,0.0,299700000.0,0.0,42600000.0,0.0,146700000.0,-31300000.0,,75700000.0,0.21,,190900000.0,53800000.0,,151900000.0,22800000.0,72600000.0,72000000,,-4800000.0,3000000.0,55600000,359300000,-1600000.0,-13400000.0,343700000.0,198600000.0,34100000.0,12900000.0,-126000000.0,125900000.0,819800000.0,,1900000.0,115000000.0,147619048.0,212600000.0,,329200000.0,2000000.0,31000000,,207500000.0,31000000.0,98500000.0,98500000.0,6700000.0,,-11900000.0,91100000.0,31000000.0,196500000.0,-46600000.0,16400000.0,-10500000.0,,22400000.0,29300000.0,3900000.0,0.21,,500000.0,476100000.0,207000000.0,520100000.0,,,,,,,,
1994-12-31,,53900000.0,,,-9900000.0,361900000.0,0.0,53600000.0,0.0,104800000.0,-104500000.0,,20700000.0,,,300000000.0,63000000.0,,175900000.0,26700000.0,84200000.0,84100000,,-5800000.0,1400000.0,63800000,400700000,-12200000.0,13800000.0,375900000.0,217000000.0,58100000.0,21400000.0,-132800000.0,182700000.0,1021200000.0,,-19100000.0,147300000.0,,295900000.0,,359300000.0,4100000.0,36300000,,212000000.0,36300000.0,79400000.0,79400000.0,,,-12400000.0,41000000.0,36300000.0,331400000.0,-95200000.0,20300000.0,,,63700000.0,52300000.0,4600000.0,,,2400000.0,645300000.0,229700000.0,659300000.0,,,,,,,,
1995-03-31,147500000.0,56900000.0,,,,392000000.0,79400000.0,59800000.0,0.0,151000000.0,-28200000.0,-2000000.0,78800000.0,0.2,,305100000.0,50500000.0,,193000000.0,21000000.0,85200000.0,72200000,,-7800000.0,5800000.0,53300000,384200000,-800000.0,-16400000.0,389200000.0,217900000.0,29200000.0,23300000.0,-132700000.0,148800000.0,1052600000.0,,16800000.0,144000000.0,147500000.0,233200000.0,,355500000.0,2300000.0,29500000,,211500000.0,29500000.0,96200000.0,96200000.0,,,-12300000.0,97700000.0,29500000.0,337000000.0,-36000000.0,18900000.0,,,96500000.0,21400000.0,5000000.0,0.2,,500000.0,663400000.0,241200000.0,660600000.0,,,,,,,,
1995-06-30,149166667.0,60200000.0,,,,411000000.0,0.0,59500000.0,0.0,163600000.0,-10000000.0,2100000.0,81100000.0,0.24,,237700000.0,60600000.0,,216500000.0,24800000.0,84800000.0,82500000,,-6800000.0,3000000.0,63500000,407400000,-1000000.0,-37600000.0,371100000.0,222100000.0,18300000.0,-34100000.0,-137300000.0,129600000.0,1033700000.0,,-31700000.0,141800000.0,149166667.0,243800000.0,,385000000.0,2000000.0,35800000,,243200000.0,35800000.0,64500000.0,64500000.0,,,-12400000.0,100100000.0,35800000.0,333100000.0,-16800000.0,19000000.0,,,48600000.0,11500000.0,4900000.0,0.24,,500000.0,662600000.0,244700000.0,622700000.0,,,,,,,,
