date,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyBeginningCashPosition,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue
2004-06-30,797634.942543,,-0.003041,,,0.0,37587941.432386,54718587.416364,35686426.985508,,46755236.344778,-2146837.19159,,,,1987583.635873,-7330.192713,-172136.877794,3793232.618113,416554.652883,,-636806.169943,-10863542.068648,54890724.294158,-101370.841698,776618.710432,,3790569.741326,8228554.712113,173138.257974,,-792628.590561,,-1001.39273,50184976.296919,716571.15425,995793.453149,5006.351982,864689.159591,48052141.0,-26786337.723904,1901514.446878,,56706171.052237,-797634.942543,,1860481.862642,-0.003041,-146116.745177,106891147.349155,-2783643.361534,-146116.745177,-146116.745177,48052141.0,11611249.212398,825657.835519,,0.0,105030665.486513,35686426.985508,-14011961.870318,,712567.883825,-11806300.532367,,,430342.194485,,0.0,,39031.324072,,,,,,
2004-09-30,950044.006058,,0.015929,,,0.0,38402347.78265,60643961.655262,37321436.103997,,35686426.985508,-3104687.800938,,,,2122863.327492,-41705.070937,-182816.229117,3023357.345179,2183198.671424,,-375330.258171,932934.056774,60826777.884379,222070.70995,999993.656784,,3107981.081987,8768174.501859,115883.411698,,-943051.403833,,,51958703.288164,847147.535264,1124867.783601,6975.365678,927067.293588,48537469.0,-27519301.61197,1080911.678653,-27114.09663,62766824.982754,-950044.006058,,2051935.077189,0.015929,796198.828091,114725528.270919,-3480018.059108,796198.828091,796198.828091,48537469.0,12516401.969568,888106.470873,,0.0,112673593.986632,37321436.103997,-1716110.896863,,804190.486763,-808465.032693,,,1552437.77702,,0.0,,38960.822715,,,,,,
2004-12-31,2659048.989876,,,,,0.0,40786994.859168,119648038.498012,38018154.291513,,37321436.103997,-3588761.084632,,,,2078127.339578,-35303.767524,-260514.582328,3839846.4394,519398.887023,,-387866.254167,56074.168994,119908553.08034,776976.609678,1185790.340559,,3882082.344628,10962571.747051,585908.463241,,-2628121.763435,,,53045151.978971,2496590.057751,1779683.73068,30927.22644,12422850.084017,,-31322631.307502,2768840.567654,-1788236.222659,121726165.83759,-2659048.989876,,14202533.814697,,-2395506.887662,174771317.81656,-3976627.338799,-2395506.887662,-2395506.887662,,11219093.450014,572932.437154,,0.0,160568784.001863,38018154.291513,-3426857.533672,,550973.264345,1428780.533034,,,-9361.677656,,0.0,11811988.620294,37929.026569,,,,,,
2005-03-31,1020569.562701,,-0.016541,,,0.0,36437626.684302,123256997.602711,33694783.830702,,37780060.34554,-4180236.422253,,,,1881206.910804,0.826651,-258890.634041,304871.455733,46980.243035,,-253892.70067,-4085276.514838,123515888.236753,335858.477308,1711278.002811,,312867.653137,10989363.478548,473800.115731,,-998578.986526,,-999.421344,48761427.626684,913614.945854,2191075.473258,21990.576176,12408764.983054,51605521.0,-31906538.811276,2742842.8536,,125138204.513516,-1020569.562701,,14599840.456311,-0.016541,-779670.992808,173899632.1402,-4434129.122923,-779670.992808,-779670.992808,51605521.0,11333218.153261,584753.244606,,0.0,159299791.683889,33694783.830702,-4133256.179218,,697706.042821,0.0,,,19991.733488,,0.0,11792025.295528,31986.44292,,,,,,
2005-06-30,1083123.000065,,-0.016293,,,0.0,31557850.355907,126231402.239927,27899680.826749,,33694783.830702,-4313410.315812,,,,1878682.32874,-1002.426599,-255501.044864,71867.263003,120348.170731,,-177953.60639,-5322161.609631,126486903.284791,337461.577547,2142198.622086,,71886.31408,11200952.621955,456895.285052,,-1078113.367727,,2000.204992,43816876.999935,1018996.930712,2605105.955724,4060.818064,12425352.641546,50754265.0,-32355413.700777,3658169.529158,,128110084.568667,-1083123.000065,,15030458.59727,-0.016293,-848662.900803,171926961.568602,-4491363.922202,-848662.900803,-848662.900803,50754265.0,11170894.011624,593162.672239,,0.0,156896502.971332,27899680.826749,-5193022.146388,,746462.972638,0.0,,,234459.282962,,0.0,11799124.926533,33065.042774,,,,,,
2005-09-30,1028928.740378,,0.000348,,,0.0,29424350.406399,136867432.159291,24938023.480841,,27899680.826749,-5170120.517772,,,,1871050.617125,3.019119,-268719.735088,333521.462746,1548883.687898,,-555125.696553,-4963592.710262,137136151.894379,9968.123014,2437460.972778,,335495.462964,12031467.7676,285702.490001,,-1009028.214435,,-2000.22458,42455776.028899,849115.382961,2729157.528061,19900.525942,12446035.350277,51690367.0,-34073507.074356,4486326.925558,-1114837.229159,138738482.776416,-1028928.740378,,15175192.878338,0.000348,17981.335742,181194258.805315,-5725246.214325,17981.335742,17981.335742,51690367.0,11873630.929342,635337.375822,,0.0,166019065.926977,24938023.480841,-4736073.198929,,759209.564357,0.860104,,,1046910.076119,,0.0,11777731.905561,32966.068894,,,,,,
2005-12-31,3808547.936076,,,,,0.0,24121650.594111,149442088.858274,19829018.426038,,24938023.480841,-5395240.837842,,,,1621127.087997,9989.248699,-365479.593594,835768.749119,933264.392222,,-1554362.592565,-5151585.834806,149807568.451868,-439968.908023,1713247.804374,,825779.50042,14415915.274669,621815.911831,,-3790415.991956,,3474557.216031,37750533.838471,3729599.870795,3013954.709833,18131.944119,19457531.427587,,-37475173.066988,4292632.168073,-1979.935025,151063215.946272,-3808547.936076,,22471486.13742,,-3367390.263988,188813749.784743,-6949603.430407,-3367390.263988,-3367390.263988,,12134923.368349,653858.274496,678890.993628,0.0,166342264.508352,19829018.426038,-4463957.240749,,1066399.173411,-0.860104,,,-315835.61188,,0.0,18803673.153091,,,,,,,
2006-03-31,1603580.373992,,-0.017138,,,0.0,36745118.373649,152715701.664093,32478253.559787,,19754782.981644,-9906939.440727,,,,1800897.237948,72116.143421,-364586.550009,24942129.010122,378609.538514,,-1049688.625836,12723470.578144,153080288.214102,-503810.25905,934503.345342,,24870012.866701,7893699.605421,3096982.329731,,-1590559.272603,,724164.522217,71341780.751415,1496407.617087,5205374.849888,13021.10139,21760009.435581,53601000.0,-38261558.586378,4266864.813862,,154516598.902042,-1603580.373992,,26965384.285469,-0.017138,-927491.851089,225858378.795677,-10956628.066564,-927491.851089,-927491.851089,53601000.0,32888914.908218,663066.563733,1173888.317036,0.0,198892995.367988,32478253.559787,-11167967.919026,,1325132.09813,-1639638.016812,,,386622.062103,,0.0,21096942.871848,,,,,,,
2006-06-30,2208473.344103,,0.250547,,,0.0,218221342.667385,167226243.044337,178566941.303177,,32478253.559787,-9112356.017898,,,,1808024.591635,-10461749.961407,-381427.032849,155424827.550639,28846.932496,,-1075691.018752,145173326.226739,167607670.077185,-594419.861216,1869092.622509,,165886577.512046,8448459.881529,480538.502962,,-2187450.188476,,16422034.544378,235058194.220068,2136392.030156,3052417.878298,21016.773319,23126895.530425,58695619.0,-25252275.175013,39654401.364208,,169034267.635972,-2208473.344103,,26179313.408724,0.250547,14780550.170526,404092462.753545,-10188047.036649,14780550.170526,14780550.170526,57833379.0,14168864.656256,2273546.042003,702786.752827,0.0,377913149.344821,178566941.303177,-9159792.806158,,2341621.79142,-76283.720757,,,16989022.617124,,0.0,20853349.488422,,,,,,,
2006-09-30,2291240.37256,,0.03576,,,0.0,214819089.199355,176210330.467491,172124334.58714,,178566941.303177,-8480598.863424,,,,1804764.46355,17489.809388,-380371.66398,1030446.269259,-1059.372676,,1032310.506132,-6397633.272731,176590702.131471,258409.235437,2656597.707326,,1012956.45987,9337131.470536,334327.422533,,-2270219.416085,,-1485883.823894,232285170.159413,2234185.025972,3966879.81372,21015.859843,24004476.088125,62485213.0,-22784282.64374,42694754.612216,,178015094.931041,-2291240.37256,,27971355.006269,0.03576,2413360.200609,410300265.090453,-7448288.357292,2413360.200609,2413360.200609,61465594.0,14137825.541823,2475420.920652,975954.683862,0.0,382328910.084184,172124334.58714,-8466399.224664,,2861799.211893,3247.548066,,,2790728.998746,,0.0,21529055.167473,,,,,,,
2006-12-31,11198397.729817,,,,,0.0,201983699.382292,181868782.601235,196993448.867536,,172124334.58714,-9379783.955233,,,,2943378.517502,423625.648954,-473738.846946,-7009497.888359,44557825.619579,,-2190121.492978,25736172.77533,182342521.448181,-1512882.443929,2637546.328071,,-7433123.537313,17843167.467399,920492.45024,,-11131518.554279,,-4562430.891294,219283166.609472,11087825.061151,4600464.996568,66879.175538,24949251.88744,,-23286168.496911,4990250.514756,,184812161.118737,-11198397.729817,,29549716.884008,,-2140582.581621,404095327.728209,-11569905.448211,-2140582.581621,-2140582.581621,,13544536.719286,2003895.847632,1042425.360329,0.0,374545609.986273,196993448.867536,34924781.947102,,3214228.723404,71578.616408,,,7275918.713767,,0.0,22945356.039808,,,,,,,
2007-03-31,3490597.260749,,-0.026014,,,0.0,223461186.719834,199095979.542302,185565417.822469,,199043001.040222,-8344646.324549,,,,3726502.253814,0.0,-525788.834951,3379641.990291,,,1410433.425798,-13477583.217753,199621768.377254,1669329.056865,3165727.288488,,3379641.990291,48402545.943135,929626.386963,,-3450613.730929,,1200518.377254,241280025.138696,3427622.226075,6657324.029126,39983.52982,25405788.834951,61815000.0,-24884998.266297,37895768.897365,-3162728.848821,202822481.796117,-3490597.260749,,32063112.864078,-0.026014,-1356454.576976,444102506.067961,-6934212.898752,-1356454.576976,-1356454.576976,61815000.0,13684499.82663,2082162.79473,2561970.353675,0.0,412039393.203883,185565417.822469,-18267657.76699,,3418626.040222,-6760282.59362,,,69972.260749,,0.0,23323626.040222,,,,,,,
2007-06-30,6082693.283232,,-0.075228,,,0.0,209105670.267731,242176631.282292,178640294.034758,,185565417.822469,-35178603.088321,,,,4399545.326444,0.0,-673858.149366,2553304.933147,,,2591784.516899,-23584614.997371,242850489.431658,1704952.765586,7373505.871301,,2553304.933147,44984773.132926,999306.716768,,-6002879.725217,,5331413.04595,228077522.780648,5976871.770784,10086907.468295,79813.558015,25743378.11179,62102000.0,-31638388.914984,30465376.232973,-264464.199558,246576176.608736,-6082693.283232,,35830285.580085,-0.075228,-4671085.01644,474653699.389385,-32586818.571422,-4671085.01644,-4671085.01644,62102000.0,14829870.361672,2314078.910287,1714095.819634,0.0,438252381.399718,178640294.034758,-28501092.82014,,3483098.168154,6941974.467739,,,-625938.938469,,0.0,23429299.201503,,,,,,,
2007-09-30,6407056.809025,,-0.211513,,,0.0,140215553.988719,284385847.099114,109525540.89444,,178640294.034758,-17502441.56215,,,,61381027.39726,0.0,-863816.478646,1444027.290905,,,-9874769.312559,-84693904.726052,285249663.57776,-8747360.992476,11755112.812248,,1444027.290905,49983252.417405,2610467.365028,,-6297637.539084,,11319945.087675,159865129.935536,6302958.299758,18441433.319903,109419.269941,26247813.255439,62124137.0,-46915351.531023,30690013.094279,-247280.158712,345766874.496374,-6407056.809025,,44689246.575342,-0.211513,-12992282.433521,505632004.43191,-27377210.874709,-12992282.433521,-12992282.433521,62124137.0,15901031.426269,2543404.51249,4075853.142627,0.0,460330177.27639,109525540.89444,-75252603.159848,,3020856.164384,-57502881.438986,,,-6585225.624496,,0.0,23704408.742949,,,,,,,
2007-12-31,7165178.370708,,,,,0.0,114952560.840149,312455789.154802,81418420.680602,,109525540.89444,-28143952.567341,,,,56990386.751489,0.0,-1343852.367969,4532168.469692,,,1297434.738539,-28690216.356006,313799641.522771,5115340.101055,9734909.623346,,4532168.469692,55713727.153388,2464064.424922,,-7073474.805228,,12853153.278075,134283982.631526,7055305.920491,15866487.93295,91703.56548,28355292.335656,,-61867369.483995,33534140.159548,-9087.33012,369446175.906291,-7165178.370708,,44221781.2784,,-14882284.426056,503730159.547612,-26846517.828802,-14882284.426056,-14882284.426056,,15942706.250631,2855185.297385,3667514.894476,0.0,458894618.802383,81418420.680602,-35758991.602916,,2931404.624861,-8426304.123914,,,-14541669.820852,,0.0,25500107.038271,,,,,,,
2008-03-31,8015330.807345,,0.029068,,,0.0,251716367.434179,333930475.080152,222533367.337025,,78333368.308559,-18294342.757214,,608645.681531,,38250717.963665,-1399183.911396,-1539103.27407,131103628.679685,39390054.405907,,2607480.812202,144199999.028466,335469578.354221,243857.961722,12614651.705042,,1408179.345186,88126663.752065,999418.051103,,-7949369.4744,,19182825.221024,255987879.141164,7901397.065967,18806044.884873,65961.332945,128689035.266686,63576000.0,-57428546.585058,29183000.097153,,372181193.043816,-8015330.807345,,147495080.151559,0.029068,2094779.947537,628169072.18498,-15686861.945011,2094779.947537,2094779.947537,62669000.0,998.737006,2788375.595065,5191975.128728,0.0,480083337.21947,222533367.337025,10488889.536578,,3727828.621393,-10606822.112115,,,9921220.24677,,0.0,26474577.868454,99426081.803167,,,,,,
2008-06-30,4658579.288662,,-0.088426,,,0.0,208378188.249165,376950968.756141,182008568.481038,,222533367.337025,-47675701.455795,,1408873.05954,,42750140.499116,1408183.714894,-1853832.776577,1481401.778165,-36639302.784763,,-2422497.514895,-41410279.044186,378804801.532718,1731963.417724,9207168.402437,,,88790983.49381,981910.984476,,-4579553.394253,,8634663.480096,211977863.037925,4463596.973865,20485150.324229,79025.894408,130817190.017685,62693000.0,-63473269.797603,26369619.768127,,419701109.255256,-4658579.288662,,151302340.341914,-0.088426,-5395512.870898,631678972.293181,-50098198.970689,-5395512.870898,-5395512.870898,62693000.0,0.0,2858741.403026,10296070.937316,0.0,479779685.596384,182008568.481038,-40469183.307457,,1558859.304382,43845820.933101,,,-93991.943407,,0.0,26869574.572608,101088874.042051,,,,,,
2008-09-30,4643778.575477,26070722.65256,0.170036,,,0.0,152136534.101644,419333788.96656,136961294.162101,15478925.939921,182008568.481038,-48376713.769232,,669717.551483,,53198311.921406,-1368546.37444,-2036303.60854,-4895203.327678,-106070.910771,,-3612007.66912,-41994234.437331,421370092.575099,1810195.057357,14302394.672209,,,71184154.543737,9943196.674854,,-4567354.052522,,-2367210.031179,161597050.82184,4496962.96996,38563070.092575,71212.470361,134148680.332515,62291533.0,-47580124.692991,15175239.939543,,472532100.887965,-4643778.575477,,172711750.42509,0.170036,10591796.712639,634129152.654449,-51988721.438352,10591796.712639,10591796.712639,62291533.0,-1005.101077,5958073.871151,14317478.745513,0.0,460843214.623087,136961294.162101,-33487023.440533,,2761328.16928,-43311913.991967,,,31383213.678443,,0.0,25535752.881164,102654853.5802,,,,,,
2008-12-31,3838851.443458,-16019474.733765,,,,0.0,83453574.363188,423820870.994248,72462612.982744,-870489.809877,136961294.162101,-36159404.712911,,-340252.504005,,32326211.996713,3265051.911945,-1988496.302383,-16091634.854083,31902566.619127,,18219957.814704,-54585132.219093,425809367.296631,8404616.266566,20566146.261298,-951964.208787,,2277732.128184,235825.80115,,22654069.647653,,-4020533.394674,87355792.933443,3411501.778833,45612161.051767,34416.571801,133810188.989318,,-55686113.393591,10990961.380444,,484096959.737058,-3838851.443458,,179422350.041085,,-15148984.923887,571452752.670501,-17939446.898207,-15148984.923887,-15148984.923887,,0.0,6640098.603122,13022185.702547,0.0,391530813.47576,72462612.982744,-56713455.179714,,2788824.979458,-12620593.456793,,,-12521881.840033,0.0,0.0,22474116.680362,104695973.705834,27949876.746097,,,,,
2009-03-31,5042000.0,-3543000.0,-0.04,,,0.0,118600000.0,463109000.0,107723000.0,-945000.0,72013000.0,-49568000.0,,0.0,21000.0,36591000.0,0.0,-2272000.0,93754000.0,0.0,,-4006000.0,35710000.0,465381000.0,-4265000.0,19688000.0,-45000.0,93754000.0,-19660000.0,228000.0,,-3501000.0,1914000.0,448000.0,123649000.0,3965000.0,31209000.0,42000.0,136704000.0,64715000.0,-57978000.0,10877000.0,,526863000.0,-5122000.0,0.0,167913000.0,-0.04,-2598000.0,650512000.0,-53574000.0,-2598000.0,-2598000.0,64715000.0,0.0,6607000.0,527000.0,80000.0,482103000.0,107723000.0,-54038000.0,,2751000.0,-4470000.0,-1273000.0,-868000.0,-1681000.0,1273000.0,-80000.0,24407000.0,105690000.0,27163000.0,,,,,
2009-06-30,4288000.0,-1009000.0,-0.02,,,485338000.0,61022000.0,515266000.0,52835000.0,365000.0,107723000.0,-43047000.0,,0.0,,48985000.0,0.0,-5233000.0,1205000.0,3829000.0,,-9390000.0,-54888000.0,520499000.0,-7942000.0,24384000.0,365000.0,1205000.0,-20192000.0,246000.0,,-945000.0,1609000.0,1696000.0,66403000.0,4224000.0,28513000.0,64000.0,141586000.0,68641000.0,-59352000.0,8187000.0,,587219000.0,-4490000.0,0.0,170099000.0,-0.02,-1374000.0,653622000.0,-52437000.0,-1374000.0,-1374000.0,68641000.0,0.0,27403000.0,2076000.0,202000.0,483027000.0,52835000.0,-46703000.0,,2482000.0,-7485000.0,,,3481000.0,1272000.0,-202000.0,,107320000.0,22968000.0,,,,,
2009-09-30,3853000.0,-482000.0,0.0,,,0.0,53923000.0,573248000.0,42886000.0,-387000.0,52835000.0,-45694000.0,,0.0,,56384000.0,-8921000.0,-5975000.0,47906000.0,197000.0,,-5677000.0,-9949000.0,579223000.0,-4336000.0,33927000.0,-387000.0,56827000.0,-17606000.0,266000.0,,-423000.0,1247000.0,-3343000.0,63725000.0,3794000.0,36689000.0,59000.0,146313000.0,70143000.0,-59447000.0,11037000.0,,654534000.0,-4012000.0,0.0,183002000.0,0.0,-95000.0,718259000.0,-51371000.0,-95000.0,-95000.0,70143000.0,0.0,30145000.0,536000.0,159000.0,534761000.0,42886000.0,-52178000.0,,3307000.0,-6681000.0,,,3530000.0,4580000.0,-159000.0,,109027000.0,24902000.0,,,,,
2009-12-31,5283000.0,-12467000.0,,,,538700000.0,44522000.0,609350000.0,26659000.0,-3341000.0,42886000.0,-13885000.0,,1095000.0,-2931000.0,57363000.0,8921000.0,-17562000.0,3548000.0,20107000.0,,-20870000.0,-16227000.0,626912000.0,-18460000.0,48265000.0,,3792000.0,-11747000.0,341000.0,,-9269000.0,1549000.0,4521000.0,75197000.0,4989000.0,50682000.0,2103000.0,162057000.0,,-68573000.0,17863000.0,,674728000.0,-7365000.0,5442000.0,212739000.0,,-9126000.0,749925000.0,-34755000.0,-9126000.0,-9126000.0,,1859000.0,11150000.0,2076000.0,7524000.0,536690000.0,26659000.0,1095000.0,,6238000.0,-5127000.0,-17921000.0,3459000.0,-6455000.0,20565000.0,-2082000.0,36798000.0,114109000.0,8015000.0,,,,,
2010-03-31,7889000.0,-12869000.0,-0.1,,,0.0,127857000.0,611932000.0,102995000.0,-5232000.0,26659000.0,-21241000.0,,3354000.0,-2277000.0,5218000.0,-6355000.0,-24046000.0,108357000.0,2437000.0,,-16198000.0,76336000.0,635978000.0,984000.0,37738000.0,-6072000.0,114712000.0,-12296000.0,351000.0,149000.0,-1653000.0,2027000.0,2032000.0,156031000.0,7341000.0,38590000.0,,159362000.0,75051000.0,-76210000.0,24862000.0,,681421000.0,-24593000.0,11531000.0,197952000.0,-0.1,-7637000.0,837452000.0,-37439000.0,-7637000.0,-7637000.0,75051000.0,0.0,14780000.0,501000.0,28235000.0,639004000.0,102995000.0,-15823000.0,,8515000.0,-3946000.0,2106000.0,3318000.0,15078000.0,17058000.0,-16704000.0,,112553000.0,6230000.0,,,,,
2010-06-30,6990000.0,-14149000.0,-0.19,,,0.0,79452000.0,625482000.0,57719000.0,1050000.0,102995000.0,-31643000.0,,3422000.0,-1136000.0,1855000.0,-124000.0,-30957000.0,317000.0,0.0,,-9560000.0,-45276000.0,656439000.0,-3603000.0,28837000.0,-208000.0,441000.0,-15121000.0,338000.0,131000.0,-5599000.0,2031000.0,2058000.0,120654000.0,6442000.0,31225000.0,,161282000.0,78733000.0,-91409000.0,21733000.0,,695767000.0,-8565000.0,14091000.0,192507000.0,-0.19,-15199000.0,816421000.0,-41203000.0,-15199000.0,-15199000.0,78733000.0,0.0,14939000.0,2050000.0,15666000.0,623418000.0,57719000.0,-36033000.0,,9651000.0,-4390000.0,-9316000.0,6114000.0,-2162000.0,28136000.0,-1575000.0,,114387000.0,5999000.0,,,,,
2010-09-30,7314000.0,-3387000.0,-0.1,,,649101000.0,55364000.0,650921000.0,35839000.0,4113000.0,57719000.0,-31463000.0,,3404000.0,-6831000.0,2061000.0,-152000.0,-37234000.0,915000.0,8578000.0,,6970000.0,-21880000.0,688155000.0,1454000.0,36525000.0,549000.0,1067000.0,-10343000.0,347000.0,169000.0,6681000.0,2289000.0,2683000.0,102583000.0,6671000.0,37382000.0,,166970000.0,78767000.0,-98909000.0,19525000.0,,726229000.0,2709000.0,41557000.0,204352000.0,-0.1,-7500000.0,828812000.0,-24493000.0,-7500000.0,-7500000.0,78767000.0,0.0,15423000.0,510000.0,31534000.0,623964000.0,35839000.0,-29765000.0,,16482000.0,-6880000.0,389000.0,9454000.0,-2692000.0,27304000.0,10023000.0,35272000.0,116275000.0,6335000.0,,,,,
2010-12-31,11670000.0,399941000.0,,,,0.0,265776000.0,613659000.0,232311000.0,23366000.0,35839000.0,31435000.0,,3736000.0,-6234000.0,2071000.0,0.0,-43662000.0,14487000.0,0.0,,7678000.0,196472000.0,657321000.0,-15032000.0,32132000.0,23381000.0,14487000.0,1515000.0,0.0,,410632000.0,,10435000.0,342054000.0,9340000.0,38210000.0,,192035000.0,,277666000.0,33465000.0,,919963000.0,6617000.0,45077000.0,230245000.0,,376575000.0,1262017000.0,39113000.0,376575000.0,376575000.0,,0.0,57392000.0,2076000.0,26790000.0,1031276000.0,232311000.0,174307000.0,,30323000.0,-54692000.0,-13424000.0,2561000.0,397060000.0,40176000.0,18287000.0,,118203000.0,226271000.0,,,,,
2011-03-31,6281000.0,14233000.0,0.12,,,0.0,302361000.0,508096000.0,109581000.0,4290000.0,232311000.0,-14462000.0,,1611000.0,,2077000.0,0.0,-44243000.0,6729000.0,0.0,,21759000.0,28422000.0,552339000.0,4914000.0,8649000.0,-5061000.0,,41131000.0,0.0,,21698000.0,522000.0,4882000.0,384492000.0,5396000.0,48728000.0,,174497000.0,80518000.0,226701000.0,192780000.0,,794152000.0,21578000.0,60053000.0,223225000.0,0.12,9943000.0,1178644000.0,7297000.0,9943000.0,9943000.0,79821000.0,0.0,1540000.0,28602000.0,32194000.0,954923000.0,260733000.0,-66000.0,,18498000.0,-2638000.0,-9344000.0,,-3859000.0,48449000.0,27859000.0,15372000.0,118422000.0,207861000.0,,,,,
2011-06-30,7934000.0,52335000.0,0.57,,,0.0,402271000.0,516016000.0,368759000.0,6570000.0,260733000.0,-14185000.0,,4222000.0,,79814000.0,0.0,-50948000.0,6711000.0,0.0,,6980000.0,108026000.0,566964000.0,12310000.0,52341000.0,-9500000.0,,57475000.0,5365000.0,,61997000.0,1659000.0,-9130000.0,492875000.0,5232000.0,74063000.0,,171203000.0,80809000.0,253458000.0,33512000.0,,759485000.0,7904000.0,47271000.0,245266000.0,0.57,45765000.0,1252360000.0,-7205000.0,45765000.0,45765000.0,80290000.0,0.0,2266000.0,,31433000.0,1006598000.0,368759000.0,94335000.0,,,108520000.0,,,47942000.0,56462000.0,15838000.0,20339000.0,120562000.0,148204000.0,,,,,
2011-09-30,5070000.0,52724000.0,0.27,,,0.0,392306000.0,500508000.0,355903000.0,30888000.0,368759000.0,-16286000.0,,1584000.0,,1767000.0,0.0,-56814000.0,5760000.0,0.0,,-15834000.0,-12856000.0,557322000.0,2616000.0,42972000.0,16305000.0,,,7954000.0,,56659000.0,1822000.0,-7388000.0,508455000.0,4786000.0,79828000.0,,182018000.0,80897000.0,275293000.0,36403000.0,,741115000.0,3066000.0,26152000.0,261846000.0,0.27,21836000.0,1249570000.0,-32120000.0,21836000.0,21836000.0,80549000.0,0.0,2777000.0,,18016000.0,987724000.0,355903000.0,-2782000.0,,37378000.0,-3326000.0,-15652000.0,,51006000.0,78771000.0,8136000.0,36995000.0,122908000.0,136499000.0,,,,,
2011-12-31,12777000.0,-7768000.0,,,,0.0,362594000.0,544111000.0,94711000.0,-10351000.0,355903000.0,-20501000.0,,1804000.0,,8222000.0,0.0,-64618000.0,883000.0,0.0,,-7224000.0,-26848000.0,608729000.0,-21493000.0,12648000.0,-6694000.0,,6515000.0,7067000.0,,-2777000.0,751000.0,751000.0,476676000.0,6181000.0,77588000.0,,214539000.0,,271584000.0,267883000.0,,799426000.0,-5769000.0,14369000.0,292127000.0,,2583000.0,1276102000.0,-27725000.0,2583000.0,2583000.0,,0.0,0.0,34250000.0,7361000.0,983975000.0,329055000.0,-20507000.0,,5705000.0,-134970000.0,,,9651000.0,94681000.0,7008000.0,41331000.0,125313000.0,136342000.0,,,,,
2012-03-31,7369000.0,1729000.0,-0.01,,,0.0,337951000.0,546189000.0,293294000.0,2804000.0,329055000.0,-14326000.0,127829000.0,5667000.0,,9432000.0,0.0,,587000.0,0.0,,-20779000.0,-35761000.0,,-34549000.0,50422000.0,7788000.0,,17384000.0,9807000.0,,16203000.0,1172000.0,3688000.0,502073000.0,6523000.0,200581000.0,,92798000.0,80753000.0,270509000.0,44657000.0,,786049000.0,-1124000.0,38406000.0,293379000.0,-0.01,-1075000.0,1288122000.0,-35105000.0,-1075000.0,-1075000.0,80737000.0,0.0,0.0,,32161000.0,994743000.0,293294000.0,-15569000.0,,,-5445000.0,-11364000.0,,8311000.0,108147000.0,6245000.0,45317000.0,0.0,140835000.0,,,,,
