date,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyBasicEPS,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyDilutedEPS,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2012-03-31,34968000.0,96202000.0,96202000.0,,0.0,,330452000.0,49193000.0,89290000.0,-380000.0,,-3962000.0,-32684000.0,,368000.0,40844000.0,,,35839000.0,-2420000.0,42371000.0,,6912000.0,,34208000.0,,1.39,-18799000.0,-56566000.0,27241000.0,,,63774000,-30264000.0,-19791000.0,282531000.0,14158000.0,111249000.0,7649000.0,443996000.0,35600000.0,,357626000,56125000,555245000.0,931478000.0,49573000,648947000.0,38409000.0,49573000,54501000.0,49573000,12199000.0,1.38,14832000.0,279694000.0,0.0,0.0,106843000.0,277651000.0,-20484000.0,-2775000.0,96202000.0,348277000.0,21807000.0,20195000.0,507000.0,77932000.0,67287000.0,,,,,,,,
2012-06-30,36634000.0,115804000.0,115804000.0,,0.0,0.0,327212000.0,-9223000.0,96202000.0,100000.0,,-5017000.0,-32072000.0,,44365000.0,42033000.0,,,35653000.0,-1772000.0,56202000.0,,19602000.0,,26309000.0,,-0.26,55782000.0,-56556000.0,35770000.0,,,11678000,-30300000.0,1271000.0,249168000.0,13778000.0,111084000.0,8472000.0,447450000.0,35653000.0,,179601000,3206000,558534000.0,896064000.0,-9323000,646896000.0,51185000.0,-9323000,55515000.0,-9323000,18555000.0,-0.26,12371000.0,154145000.0,0.0,0.0,62478000.0,277651000.0,-7899000.0,-4528000.0,115804000.0,348331000.0,22250000.0,14956000.0,-5950000.0,25456000.0,52331000.0,,,,,,,,
2012-09-30,124297000.0,134317000.0,134317000.0,,-223731000.0,-225000000.0,969325000.0,-61403000.0,115804000.0,197000.0,,-3092000.0,208531000.0,,9610000.0,48060000.0,-427408000.0,436484000.0,,-21007000.0,37723000.0,1396733000.0,18513000.0,,53141000.0,,,75697000.0,-61107000.0,51172000.0,,,-27075000,-30304000.0,0.0,338280000.0,18789000.0,253715000.0,21884000.0,1538990000.0,,,226345000,-28804000,1792705000.0,2884448000.0,-61600000,2546168000.0,34631000.0,-61600000,70952000.0,-61600000,26843000.0,,8591000.0,214476000.0,0.0,0.0,88944000.0,1092299000.0,26816000.0,-227741000.0,134317000.0,1422078000.0,40673000.0,-5387000.0,-13708000.0,11869000.0,88176000.0,,,,,,,,
2012-12-31,108319000.0,149096000.0,149096000.0,,,,959180000.0,59920000.0,134317000.0,132000.0,,-6761000.0,-48605000.0,,-61403000.0,46388000.0,,424541000.0,57347000.0,0.0,61537000.0,,14779000.0,,72736000.0,,1.05,-24798000.0,-59201000.0,74100000.0,,,112835000,-48605000.0,-1812000.0,406523000.0,17832000.0,279739000.0,28359000.0,1543120000.0,57170000.0,,490703000,84476000,1822859000.0,2928931000.0,59788000,2522408000.0,54776000.0,59788000,70171000.0,59788000,14193000.0,1.04,24584000.0,360036000.0,5850000.0,0.0,150347000.0,1092299000.0,19595000.0,1847000.0,149096000.0,1420096000.0,46191000.0,-4711000.0,-49112000.0,130667000.0,92887000.0,,,,,,,,
2013-03-31,62791000.0,166558000.0,166558000.0,,,,947261000.0,131302000.0,149096000.0,150000.0,,-6133000.0,-49965000.0,,-41192000.0,47903000.0,,412133000.0,57441000.0,0.0,72426000.0,,17462000.0,,76557000.0,,2.29,-88422000.0,-56992000.0,60756000.0,,,185293000,-49965000.0,48000.0,456183000.0,19763000.0,224297000.0,29648000.0,1540841000.0,57185000.0,,678426000,155645000,1765138000.0,2955779000.0,131152000,2499596000.0,66293000.0,131152000,68724000.0,131152000,22677000.0,2.28,24193000.0,346999000.0,0.0,0.0,191539000.0,1092299000.0,3821000.0,-4999000.0,166558000.0,1418096000.0,175782000.0,17478000.0,0.0,331427000.0,75409000.0,,,,,,,,
2013-06-30,61851000.0,319990000.0,319990000.0,,,0.0,904737000.0,-45040000.0,166558000.0,148000.0,,-8273000.0,93459000.0,,85869000.0,45614000.0,,431371000.0,58730000.0,143444000.0,66505000.0,,153432000.0,,46072000.0,,-0.77,80497000.0,-54235000.0,62230000.0,,,14685000,-49985000.0,-309000.0,510391000.0,13465000.0,198338000.0,35340000.0,1543774000.0,58730000.0,,290805000,-20655000,1742112000.0,2979542000.0,-45188000,2469151000.0,58232000.0,-45188000,73663000.0,-45188000,15782000.0,-0.77,28185000.0,148176000.0,0.0,0.0,105670000.0,1087429000.0,-30485000.0,-6532000.0,319990000.0,1416051000.0,163284000.0,6460000.0,0.0,142629000.0,68949000.0,,,,,,,,
2013-09-30,107562000.0,107232000.0,107232000.0,,,-168915000.0,888232000.0,-62942000.0,319990000.0,177000.0,,-6656000.0,-221617000.0,22143000.0,10816000.0,42233000.0,-492610000.0,416771000.0,60356000.0,0.0,13838000.0,1380842000.0,-212758000.0,,52766000.0,,-1.05,38499000.0,-47353000.0,19000000.0,,0.0,-1618000,-52702000.0,-723000.0,293322000.0,13785000.0,233894000.0,37037000.0,1364967000.0,60356000.0,,243672000,-38655000,1598861000.0,2727987000.0,-63119000,2434665000.0,7182000.0,-63119000,68228000.0,-63119000,13613000.0,-1.05,31007000.0,121630000.0,0.0,0.0,94854000.0,1087429000.0,6694000.0,-4979000.0,107232000.0,1245237000.0,160697000.0,-8674000.0,-2144000.0,122042000.0,77623000.0,,,,,,,,
2013-12-31,85181000.0,55267000.0,55267000.0,,,,871519000.0,58848000.0,107232000.0,177000.0,,-9324000.0,-52702000.0,,-104160000.0,40468000.0,,402318000.0,60620000.0,0.0,4161000.0,,-51965000.0,,108516000.0,,0.97,-90067000.0,-46211000.0,30635000.0,,,114882000,-52702000.0,730000.0,374707000.0,17335000.0,276661000.0,34827000.0,1361905000.0,60389000.0,,526056000,80055000,1638566000.0,2776441000.0,58671000,2401734000.0,-5163000.0,58671000,68015000.0,58671000,19923000.0,0.97,26752000.0,280526000.0,0.0,0.0,199014000.0,1087429000.0,55750000.0,-3424000.0,55267000.0,1243415000.0,165475000.0,-22880000.0,0.0,245530000.0,100503000.0,,,,,,,,
2014-03-31,46930000.0,68778000.0,68778000.0,,,,857687000.0,149818000.0,55267000.0,271000.0,,-5033000.0,2232000.0,,-96316000.0,37508000.0,,387975000.0,60692000.0,55000000.0,16226000.0,,13511000.0,,73961000.0,,2.47,-167587000.0,-45000000.0,30287000.0,,,204326000,-52768000.0,984000.0,482946000.0,20517000.0,202983000.0,33282000.0,1412746000.0,60425000.0,,873772000,171044000,1615729000.0,2853545000.0,149547000,2370599000.0,11193000.0,149547000,67642000.0,149547000,22317000.0,2.46,24970000.0,517198000.0,0.0,0.0,295330000.0,1087429000.0,-34555000.0,-4947000.0,68778000.0,1296580000.0,185530000.0,3982000.0,0.0,356574000.0,96521000.0,,,,,,,,
2014-06-30,47733000.0,69317000.0,69317000.0,,,-583077000.0,843175000.0,-58826000.0,68778000.0,163000.0,,-7285000.0,-120313000.0,,155349000.0,40087000.0,,373631000.0,60462000.0,-9463000.0,124583000.0,,539000.0,,39071000.0,,-0.98,137062000.0,-44127000.0,25641000.0,,,6417000,-52773000.0,1929000.0,305178000.0,13253000.0,159189000.0,32992000.0,1361310000.0,60462000.0,,297143000,-26575000,1520499000.0,2649500000.0,-58989000,2344322000.0,117298000.0,-58989000,69052000.0,-58989000,17372000.0,-0.98,20030000.0,161482000.0,0.0,0.0,139981000.0,1087429000.0,-34890000.0,-3731000.0,69317000.0,1243297000.0,162236000.0,18013000.0,-11589000.0,135661000.0,78508000.0,,,,,,,,
2014-09-30,107386000.0,92639000.0,92639000.0,,,0.0,826826000.0,-54564000.0,69317000.0,156000.0,,-8410000.0,-52829000.0,,43066000.0,40950000.0,-529920000.0,359293000.0,60495000.0,-52000.0,80581000.0,1356746000.0,23322000.0,,49253000.0,,-0.9,97982000.0,-45905000.0,15241000.0,,0.0,900000,-52777000.0,2021000.0,294865000.0,13488000.0,222266000.0,35298000.0,1365644000.0,60495000.0,,241286000,-34398000,1587910000.0,2609363000.0,-54720000,2314498000.0,72171000.0,-54720000,70549000.0,-54720000,14346000.0,-0.9,26353000.0,121544000.0,0.0,0.0,96915000.0,1087429000.0,10182000.0,-4430000.0,92639000.0,1242685000.0,154140000.0,-12457000.0,0.0,119742000.0,90965000.0,,,,,,,,
2014-12-31,92628000.0,62014000.0,62014000.0,,-6000000.0,,815416000.0,55969000.0,92639000.0,162000.0,,-7935000.0,-52777000.0,19999000.0,-50108000.0,39781000.0,,350877000.0,60796000.0,0.0,33605000.0,,-30625000.0,,55180000.0,,0.92,-57727000.0,-44816000.0,37339000.0,,,108597000,-52777000.0,2896000.0,329060000.0,19309000.0,229563000.0,32629000.0,1364538000.0,60523000.0,,422944000,75968000,1594101000.0,2622563000.0,55807000,2293503000.0,25670000.0,55807000,70217000.0,55807000,33125000.0,0.92,19655000.0,187921000.0,0.0,0.0,147023000.0,1087429000.0,6539000.0,-11453000.0,62014000.0,1242066000.0,159055000.0,4106000.0,0.0,235023000.0,86898000.0,,,,,,,,
2015-03-31,51642000.0,110066000.0,110066000.0,,-500000.0,,806269000.0,136808000.0,62014000.0,174000.0,,-11968000.0,-68197000.0,,-39937000.0,41133000.0,,336475000.0,60917000.0,-15295000.0,126332000.0,,48052000.0,,49548000.0,,2.26,-61541000.0,-44013000.0,26293000.0,,,204820000,-52902000.0,2938000.0,380178000.0,20437000.0,171266000.0,33229000.0,1364608000.0,60573000.0,,599389000,171591000,1535874000.0,2651484000.0,136634000,2271306000.0,114364000.0,136634000,70325000.0,136634000,24250000.0,2.24,16517000.0,253667000.0,0.0,0.0,186960000.0,1087429000.0,-5628000.0,-10083000.0,110066000.0,1242508000.0,174131000.0,27957000.0,-15072000.0,345722000.0,58902000.0,,,,,,,,
2015-06-30,53868000.0,147009000.0,147009000.0,,0.0,-75000.0,796845000.0,-40767000.0,110066000.0,185000.0,,-11098000.0,-53843000.0,,103425000.0,38609000.0,,322101000.0,60699000.0,-50000.0,99205000.0,,36943000.0,,27829000.0,,-0.67,105918000.0,-42839000.0,23582000.0,,,10896000,-53718000.0,1509000.0,295328000.0,15040000.0,154849000.0,32730000.0,1361695000.0,60699000.0,,220302000,-21834000,1516544000.0,2540312000.0,-40952000,2244984000.0,88107000.0,-40952000,69876000.0,-40952000,17090000.0,-0.67,19288000.0,94198000.0,0.0,0.0,83535000.0,1087429000.0,-21719000.0,-8419000.0,147009000.0,1241815000.0,147938000.0,11208000.0,0.0,126104000.0,47694000.0,,,,,,,,
2015-09-30,105147000.0,152338000.0,152338000.0,,0.0,0.0,781058000.0,-66958000.0,147009000.0,179000.0,,-10212000.0,-53721000.0,,23606000.0,36041000.0,-579748000.0,307789000.0,60706000.0,0.0,65067000.0,1360806000.0,5329000.0,,34922000.0,,-1.11,91236000.0,-48883000.0,11229000.0,,,-13261000,-53721000.0,6262000.0,273413000.0,13510000.0,210346000.0,34706000.0,1377064000.0,60706000.0,,174344000,-47967000,1587410000.0,2485730000.0,-67137000,2212317000.0,54855000.0,-67137000,92304000.0,-67137000,13460000.0,-1.11,29812000.0,57594000.0,0.0,0.0,59929000.0,1087429000.0,6047000.0,-6017000.0,152338000.0,1241107000.0,164717000.0,8000.0,0.0,116750000.0,47686000.0,,,,,,,,
2015-12-31,100312000.0,56462000.0,56462000.0,,-41250000.0,,776500000.0,12451000.0,152338000.0,185000.0,,-12952000.0,-53722000.0,,-28177000.0,34482000.0,,321984000.0,60961000.0,0.0,10351000.0,,-95876000.0,,45860000.0,,0.2,-36434000.0,-47414000.0,27235000.0,,,62982000,-53722000.0,2881000.0,217912000.0,15498000.0,213543000.0,31638000.0,1378329000.0,60745000.0,,275857000,31344000,1591872000.0,2453017000.0,12266000,2235105000.0,-2601000.0,12266000,90494000.0,12266000,20782000.0,0.2,19144000.0,92506000.0,0.0,0.0,88781000.0,1102139000.0,11812000.0,-52505000.0,56462000.0,1240392000.0,152007000.0,-3978000.0,0.0,183351000.0,51887000.0,,,,,,,,
2016-03-31,66032000.0,58682000.0,58682000.0,,-945000.0,,769545000.0,92069000.0,56462000.0,58000.0,,-11753000.0,-56517000.0,,-11632000.0,35716000.0,,307415000.0,61135000.0,-2606000.0,70136000.0,,2220000.0,,35836000.0,,1.51,-57907000.0,-45971000.0,27872000.0,,,144363000,-53911000.0,2590000.0,224876000.0,15208000.0,162009000.0,33150000.0,1374415000.0,60857000.0,,404140000,111213000,1536424000.0,2439691000.0,92011000,2214815000.0,58383000.0,92011000,91041000.0,92011000,20633000.0,1.51,15672000.0,137009000.0,0.0,0.0,100413000.0,1102139000.0,-10016000.0,-11399000.0,58682000.0,1239662000.0,155918000.0,6739000.0,-292000.0,267131000.0,45148000.0,,,,,,,,
2016-06-30,64161000.0,67386000.0,67386000.0,,-750000.0,0.0,755720000.0,-29418000.0,58682000.0,180000.0,,-7556000.0,-54011000.0,,37535000.0,35755000.0,,290652000.0,61004000.0,-72000.0,48173000.0,,8704000.0,,26213000.0,,-0.49,53454000.0,-44696000.0,47968000.0,,,11739000,-53939000.0,1798000.0,184623000.0,14547000.0,178512000.0,32288000.0,1360799000.0,61004000.0,,205099000,-20549000,1539311000.0,2361385000.0,-29598000,2176762000.0,40617000.0,-29598000,82488000.0,-29598000,14857000.0,-0.49,19273000.0,75497000.0,0.0,0.0,62334000.0,1094635000.0,-9495000.0,14542000.0,67386000.0,1238925000.0,150151000.0,4960000.0,9769000.0,129602000.0,40046000.0,,,,,,,,
2016-09-30,106155000.0,37341000.0,37341000.0,,0.0,0.0,742129000.0,-60074000.0,67386000.0,165000.0,,-6114000.0,-53950000.0,,8532000.0,35577000.0,-630899000.0,276329000.0,61006000.0,0.0,28448000.0,1373028000.0,-30045000.0,,32286000.0,,-0.99,52950000.0,-45832000.0,17259000.0,,,-8831000,-53950000.0,3197000.0,147299000.0,15896000.0,205054000.0,32540000.0,1382684000.0,61006000.0,,161015000,-41371000,1587738000.0,2295969000.0,-60239000,2148670000.0,22334000.0,-60239000,101106000.0,-60239000,10804000.0,-0.99,32859000.0,56941000.0,0.0,0.0,53802000.0,1094635000.0,5814000.0,-4543000.0,37341000.0,1238172000.0,145445000.0,-5306000.0,0.0,104074000.0,45352000.0,,,,,,,,
2016-12-31,92335000.0,4562000.0,4562000.0,,0.0,-54100000.0,730299000.0,34654000.0,37341000.0,165000.0,,-6828000.0,-50552000.0,,-55039000.0,20285000.0,,262185000.0,61232000.0,0.0,22503000.0,,-32779000.0,,68824000.0,,0.57,-44392000.0,-44434000.0,33707000.0,,,84746000,-53952000.0,1145000.0,186821000.0,15047000.0,235295000.0,31261000.0,1366625000.0,61042000.0,,317307000,53485000,1601920000.0,2294225000.0,34489000,2107404000.0,15675000.0,34489000,95540000.0,34489000,19662000.0,0.56,19481000.0,118165000.0,0.0,0.0,108841000.0,1094635000.0,36213000.0,-4730000.0,4562000.0,1227612000.0,145657000.0,-8451000.0,0.0,199142000.0,53756000.0,,,,,,,,
2017-03-31,58852000.0,6958000.0,6958000.0,,0.0,-454602000.0,720641000.0,83803000.0,4562000.0,-9000.0,,-10377000.0,-44735000.0,,-16395000.0,23621000.0,,248066000.0,61503000.0,-6090000.0,56309000.0,,2396000.0,,56365000.0,,1.37,-62960000.0,-43221000.0,31134000.0,,,135527000,-54188000.0,1220000.0,196922000.0,12164000.0,177282000.0,32670000.0,1381499000.0,61203000.0,,450578000,102857000,1558781000.0,2283885000.0,83812000,2086963000.0,45932000.0,83812000,93385000.0,83812000,17413000.0,1.36,14097000.0,192467000.0,0.0,0.0,125236000.0,1094635000.0,-12570000.0,-9178000.0,6958000.0,1238355000.0,155254000.0,6441000.0,-1567000.0,258111000.0,47315000.0,,,,,,,,
2017-06-30,56503000.0,3211000.0,3211000.0,,0.0,-84324000.0,706425000.0,-29564000.0,6958000.0,152000.0,,-4799000.0,-43910000.0,,52291000.0,25491000.0,,233965000.0,61290000.0,-974000.0,44430000.0,,-3747000.0,,29083000.0,,-0.48,44957000.0,-42018000.0,31041000.0,,,20763000,-54207000.0,-2636000.0,130784000.0,12968000.0,155879000.0,31825000.0,1391903000.0,61290000.0,,222895000,-11062000,1547782000.0,2191300000.0,-29716000,2060516000.0,39631000.0,-29716000,88334000.0,-29716000,12816000.0,-0.48,15555000.0,92094000.0,0.0,0.0,72945000.0,1094635000.0,-26469000.0,-4267000.0,3211000.0,1250159000.0,141863000.0,5502000.0,0.0,130801000.0,41812000.0,,,,,,,,
2017-09-30,97023000.0,2789000.0,2789000.0,,0.0,-80105000.0,692627000.0,-50439000.0,3211000.0,151000.0,,-6164000.0,-32729000.0,,7262000.0,24652000.0,-679501000.0,219876000.0,61290000.0,0.0,37120000.0,1372128000.0,-422000.0,,38652000.0,,-0.83,51419000.0,-28812000.0,19947000.0,,,2186000,-54229000.0,4109000.0,139493000.0,17159000.0,210366000.0,32182000.0,1407935000.0,61290000.0,,197106000,-29996000,1618301000.0,2171283000.0,-50590000,2031790000.0,30956000.0,-50590000,80850000.0,-50590000,17801000.0,-0.83,27342000.0,73935000.0,0.0,0.0,65683000.0,1094635000.0,9914000.0,-4813000.0,2789000.0,1272164000.0,153167000.0,-11408000.0,0.0,123171000.0,53220000.0,,,,,,,,
2017-12-31,79098000.0,5907000.0,5907000.0,,-4051000.0,-66500000.0,677562000.0,36234000.0,2789000.0,-934000.0,,-8499000.0,9790000.0,,-73005000.0,24731000.0,,207900000.0,61525000.0,-847000.0,1706000.0,,3118000.0,,73498000.0,,0.61,-73848000.0,-28055000.0,31657000.0,,,91702000,-36663000.0,2432000.0,232709000.0,16775000.0,222644000.0,31131000.0,1457681000.0,61333000.0,,373277000,60571000,1680325000.0,2236372000.0,37168000,2003663000.0,-6793000.0,37168000,81956000.0,37168000,26253000.0,0.6,16766000.0,165189000.0,0.0,0.0,138788000.0,1093470000.0,36316000.0,-8378000.0,5907000.0,1319969000.0,147517000.0,-8511000.0,-4823000.0,208088000.0,61761000.0,,,,,,,,
2018-03-31,46951000.0,5742000.0,5742000.0,,-100000.0,-127800000.0,667429000.0,106828000.0,5907000.0,41000.0,,-9654000.0,-72736000.0,,-21718000.0,26359000.0,,193869000.0,61793000.0,0.0,80695000.0,,-165000.0,,51488000.0,,1.74,-59423000.0,-27298000.0,33262000.0,,,158433000,-36836000.0,1128000.0,246854000.0,18205000.0,175266000.0,32203000.0,1423462000.0,61463000.0,,536282000,126230000,1598728000.0,2227981000.0,106787000,1981127000.0,71041000.0,106787000,80307000.0,106787000,28485000.0,1.73,13943000.0,246642000.0,,0.0,160506000.0,1093470000.0,-21780000.0,-8124000.0,5742000.0,1284574000.0,163410000.0,9640000.0,,289640000.0,52121000.0,,,,,,,,
2018-06-30,45487000.0,3439000.0,3439000.0,,-10722000.0,-100900000.0,659581000.0,-16451000.0,5742000.0,144000.0,,-7694000.0,-59743000.0,,72791000.0,25341000.0,,189382000.0,61598000.0,0.0,73715000.0,,-2303000.0,,31098000.0,,-0.27,59385000.0,-26541000.0,33782000.0,,,34320000,-36843000.0,-334000.0,163759000.0,14705000.0,153673000.0,31259000.0,1399573000.0,61598000.0,,241936000,3061000,1553246000.0,2131533000.0,-16595000,1967774000.0,66021000.0,-16595000,79819000.0,-16595000,22435000.0,-0.27,14550000.0,95392000.0,,0.0,88047000.0,1093470000.0,-20970000.0,-16275000.0,3439000.0,1262178000.0,143483000.0,2416000.0,,146544000.0,49838000.0,,,,,,,,
2018-09-30,95483000.0,5164000.0,5164000.0,,0.0,-73945000.0,649218000.0,-50683000.0,3439000.0,143000.0,,-7055000.0,-44388000.0,,16749000.0,25560000.0,-724310000.0,175183000.0,61599000.0,0.0,52426000.0,1373528000.0,1725000.0,,38264000.0,,-0.83,71265000.0,-24670000.0,23896000.0,,,-1099000,-36843000.0,1358000.0,157768000.0,16561000.0,219038000.0,30629000.0,1388337000.0,61599000.0,,192918000,-31728000,1607375000.0,2101199000.0,-50826000,1943431000.0,45371000.0,-50826000,78402000.0,-50826000,22194000.0,-0.83,28993000.0,85407000.0,,0.0,71298000.0,1093470000.0,7243000.0,-6313000.0,5164000.0,1255138000.0,139239000.0,-9274000.0,0.0,107511000.0,59112000.0,,,,,,,,
2018-12-31,78783000.0,6588000.0,6588000.0,,0.0,-74700000.0,639919000.0,27870000.0,5164000.0,151000.0,,-7705000.0,-90000.0,,-64721000.0,25335000.0,,161041000.0,61903000.0,-2447000.0,7343000.0,,1424000.0,,77997000.0,,0.45,-53151000.0,-24118000.0,42727000.0,3021000.0,,78605000,-36843000.0,-317000.0,232136000.0,16505000.0,237574000.0,30071000.0,1427403000.0,61637000.0,,377104000,48534000,1664977000.0,2151901000.0,27719000,1919765000.0,-362000.0,27719000,75950000.0,27719000,34186000.0,0.45,16162000.0,182585000.0,,0.0,136019000.0,1093470000.0,40028000.0,-5829000.0,6588000.0,1294843000.0,145985000.0,3769000.0,-1176000.0,194519000.0,55343000.0,,,,,,,,
2019-03-31,47698000.0,5928000.0,5928000.0,,-10575000.0,-159800000.0,636618000.0,93398000.0,6588000.0,101000.0,,-8847000.0,-76358000.0,,-17892000.0,23189000.0,,151408000.0,,-60000.0,93901000.0,,-660000.0,,55923000.0,,,-61837000.0,-23566000.0,29608000.0,3554000.0,,124179000,-36998000.0,545000.0,232636000.0,5483000.0,179159000.0,30623000.0,1385763000.0,,,127273000,93556000,1564922000.0,2139970000.0,93297000,1907334000.0,85054000.0,93297000,75410000.0,93297000,22599000.0,,14891000.0,18937000.0,,0.0,153599000.0,1096119000.0,-22241000.0,-18203000.0,5928000.0,1256048000.0,14780000.0,5000000.0,1000.0,108336000.0,50510000.0,,,,,,,,
2019-06-30,46946000.0,2498000.0,2498000.0,,-8290000.0,-104600000.0,630973000.0,-28866000.0,5928000.0,175000.0,,-7731000.0,-53800000.0,,76019000.0,22917000.0,,142604000.0,62009000.0,-500000.0,64859000.0,,-3430000.0,,27124000.0,,-0.47,65385000.0,-23014000.0,31712000.0,2280000.0,,21367000,-37000000.0,-3916000.0,140564000.0,16445000.0,149648000.0,30151000.0,1372056000.0,62009000.0,,214212000,-8784000,1521704000.0,2035143000.0,-29041000,1894579000.0,57128000.0,-29041000,76461000.0,-29041000,19614000.0,-0.47,15696000.0,78596000.0,,0.0,77755000.0,1098085000.0,-28909000.0,-14489000.0,2498000.0,1240252000.0,144400000.0,9922000.0,-1176000.0,135616000.0,40697000.0,,,,,,,,
2019-09-30,97854000.0,2441000.0,2441000.0,,-435000.0,-61700000.0,627207000.0,-50783000.0,2498000.0,279000.0,,-10695000.0,-50741000.0,,18415000.0,21179000.0,-763243000.0,128437000.0,62077000.0,0.0,60678000.0,1390450000.0,-57000.0,,34085000.0,,-0.82,80021000.0,-26186000.0,19720000.0,1666000.0,,-959000,-37041000.0,26000.0,123440000.0,16096000.0,216130000.0,30027000.0,1358388000.0,62077000.0,,172012000,-30986000,1574518000.0,1998348000.0,-51062000,1874908000.0,49983000.0,-51062000,79817000.0,-51062000,16623000.0,-0.82,29783000.0,59285000.0,,0.0,59340000.0,1098085000.0,4162000.0,-9994000.0,2441000.0,1227057000.0,143713000.0,-4338000.0,-1175000.0,112727000.0,45036000.0,,,,,,,,
