date,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyRepaymentOfDebt,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyNetOtherInvestingChanges,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyBasicAverageShares,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyNetPPE,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyDepreciationAndAmortization,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyTotalAssets,quarterlySellingGeneralAndAdministration,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyDeferredIncomeTax,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentAccruedExpenses
2013-03-31,473327000,119515000.0,1955489000.0,674088889.0,-75959000.0,989745000.0,18838000,162582000,-31595000.0,,461855000.0,405470000.0,404988000.0,,-1941000.0,0.135,15270000.0,219377000.0,943526000.0,29308000.0,-112527000,187404000,-32440000,674088889.0,35081000.0,683698000,211005000,-68339000,71853000.0,-369814000.0,59582000,92378000,-118367000.0,125288000,1940745000.0,1205519000.0,42880000.0,611595000.0,-29770000.0,-83000000,835705000.0,35741000,91002000.0,482000.0,59938000,0.135,31030000,1925703000.0,3843578000.0,448394000.0,333712000,,5784323000.0,133274000.0,2637958000.0,110594000.0,89547000,91002000,3214540000.0,16474000.0,187829000.0,-1941000.0,54687000.0,-58228000,404988000,91002000,3826135000.0,-25845000.0,67344000.0,-117175000,-5191000,1002229000.0,349986000,,,,
2013-06-30,404988000,119604000.0,1936921000.0,679985185.0,24562000.0,974645000.0,-5767000,167637000,-60682000.0,,450431000.0,479914000.0,479157000.0,,-1752000.0,0.135,15663000.0,241198000.0,881453000.0,29163000.0,-61328000,192959000,-36912000,679985185.0,20461000.0,697143000,222965000,74169000,80783000.0,-386035000.0,48664000,187883000,-2062000.0,134990000,2039313000.0,1226915000.0,89706000.0,742411000.0,-6323000.0,53334000,840880000.0,44102000,182800000.0,757000.0,150971000,0.135,33179000,1937064000.0,3806846000.0,409070000.0,336547000,,5846159000.0,138474000.0,2560812000.0,55060000.0,90888000,91798000,3158988000.0,0.0,228160000.0,-1752000.0,54796000.0,-44618000,479157000,91798000,3901399000.0,35093000.0,17492000.0,124206000,3993000,990232000.0,360596000,,,,
2013-09-30,479157000,119604000.0,1962506000.0,673896000.0,-11685000.0,949631000.0,-18281000,169304000,-17292000.0,,450251000.0,488804000.0,488277000.0,0.0,-4025000.0,0.125,18729000.0,241825000.0,822801000.0,31787000.0,-3767000,186067000,-48929000,673896000.0,0.0,665722000,211422000,9120000,97407000.0,-382577000.0,54187000,85446000,0.0,125361000,1982701000.0,1209181000.0,6467000.0,656592000.0,-19503000.0,-22430000,826604000.0,41854000,267037000.0,527000.0,36517000,0.125,32326000,1879973000.0,3728450000.0,414960000.0,310351000,-1000.0,5711151000.0,137517000.0,2485488000.0,56611000.0,83507000,84237000,3085369000.0,0.0,221382000.0,-4025000.0,53735000.0,-62007000,488277000,84237000,3741961000.0,10892000.0,35748000.0,3665000,-3647000,985277000.0,355371000,,,,
2013-12-31,488277000,119604000.0,2101262000.0,,27388000.0,946435000.0,22487000,182209000,-23351000.0,7463000.0,454089000.0,708777000.0,708777000.0,0.0,-3088000.0,,17189000.0,273621000.0,794134000.0,33013000.0,72476000,169690000,-54568000,,100108000.0,695169000,195964000,220500000,9438000.0,-400161000.0,45183000,226304000,0.0,111897000,2139660000.0,1240399000.0,2934000.0,715296000.0,-13576000.0,92428000,840238000.0,33785000,345551000.0,1200000.0,171736000,,31934000,1829141000.0,3701376000.0,401531000.0,343270000,1000.0,5841036000.0,149196000.0,2425877000.0,54236000.0,78112000,78514000,3018536000.0,0.0,244302000.0,-3088000.0,52133000.0,-71181000,708777000,78514000,3733832000.0,41221000.0,39130000.0,-1588000,1383000,946913000.0,351899000,,,,
2014-03-31,708777000,119604000.0,2219681000.0,691274286.0,-126656000.0,982524000.0,-11339000,196851000,-3851507000.0,,469160000.0,685090000.0,684597000.0,,0.0,0.175,20093000.0,369300000.0,1137131000.0,37895000.0,1114241000,223864000,-50322000,691274286.0,0.0,797998000,260772000,-24180000,83109000.0,-428193000.0,68532000,124867000,0.0,155370000,2416613000.0,1370639000.0,40023000.0,743392000.0,-1211316000.0,-87750000,942446000.0,35735000,120973000.0,493000.0,74545000,0.175,46354000,2748241000.0,4775754000.0,612714000.0,377283000,,7192367000.0,158956000.0,3642796000.0,55379000.0,119635000,120973000,4224603000.0,0.0,147065000.0,-1828000.0,59048000.0,-1263080000,684597000,120973000,4967995000.0,51663000.0,50049000.0,-167124000,-4925000,1021578000.0,420715000,,,,
2014-06-30,684597000,119604000.0,2231612000.0,692413333.0,89778000.0,984153000.0,-2676000,215221000,-60558000.0,,472107000.0,737254000.0,736904000.0,,-82099000.0,0.15,19242000.0,370755000.0,1020805000.0,47299000.0,-135225000,193470000,-92856000,692413333.0,0.0,812782000,226340000,52307000,96629000.0,-451904000.0,59541000,275648000,-44360000.0,134203000,2412406000.0,1451105000.0,50417000.0,796993000.0,-1472000.0,91872000,999201000.0,30867000,224835000.0,350000.0,182792000,0.15,44508000,2779267000.0,4863690000.0,535551000.0,404091000,,7276096000.0,167922000.0,3659022000.0,55178000.0,103336000,103862000,4241479000.0,55991000.0,168283000.0,583000.0,47629000.0,-93484000,736904000,103862000,5038472000.0,14156000.0,45078000.0,-57546000,-6572000,1031422000.0,408691000,,,,
2014-09-30,736904000,119604000.0,2534163000.0,691818182.0,17610000.0,1048567000.0,-57109000,213078000,-30646000.0,,530613000.0,918072000.0,917704000.0,,-6936000.0,0.165,22119000.0,393078000.0,1226174000.0,42345000.0,-40900000,213887000,-64783000,691818182.0,0.0,827310000,232322000,180800000,154709000.0,-495805000.0,113431000,255373000,-16968000.0,136354000,2707671000.0,1573618000.0,59423000.0,985538000.0,-22164000.0,-3357000,1077813000.0,22843000,338985000.0,368000.0,190590000,0.165,47673000,3089570000.0,5395075000.0,528324000.0,400345000,0.0,8102746000.0,170733000.0,3935008000.0,57333000.0,113511000,114150000,4577541000.0,0.0,168003000.0,-6289000.0,48295000.0,-79215000,917704000,114150000,5563079000.0,26773000.0,66659000.0,50406000,-24757000,1143944000.0,426965000,,,,
2014-12-31,917704000,119604000.0,2658123000.0,,46168000.0,1068361000.0,-25899000,216375000,-28092000.0,20373000.0,538786000.0,1079146000.0,1079146000.0,,-6002000.0,,23669000.0,439631000.0,1312734000.0,53214000.0,-96998000,226468000,-79078000,,0.0,917294000,269212000,161442000,31925000.0,-516852000.0,76352000,323040000,-7924000.0,163753000,2913122000.0,1664634000.0,87462000.0,1079711000.0,0.0,94516000,1147782000.0,33152000,470253000.0,502000.0,243962000,,50937000,3174732000.0,5536627000.0,514844000.0,474451000,-85944000.0,8449749000.0,163161000.0,4062298000.0,55352000.0,130601000,131268000,4707150000.0,8711000.0,157626000.0,-6002000.0,54522000.0,-85325000,1079146000,131268000,5786861000.0,75318000.0,58651000.0,14302000,-9789000,1194057000.0,442843000,,,,
2015-03-31,1079146000,119604000.0,3131093000.0,676263158.0,33453000.0,1193813000.0,-39194000,214741000,-38177000.0,,595750000.0,798465000.0,797775000.0,,0.0,0.19,31075000.0,381341000.0,2127467000.0,50916000.0,-40776000,236361000,-353769000,676263158.0,,908384000,259057000,-281371000,135291000.0,-581115000.0,54423000,34125000,,161800000,2824727000.0,2157032000.0,100527000.0,1000248000.0,-58040000.0,-172730000,1575917000.0,33978000,128490000.0,690000.0,-319644000,0.19,43663000,3574483000.0,6550428000.0,501517000.0,457282000,,9375155000.0,163825000.0,4531433000.0,63745000.0,127822000,128490000,5239607000.0,0.0,168949000.0,-3571000.0,53594000.0,-402019000,797775000,128490000,6239855000.0,-161684000.0,124180000.0,-11334000,-15198000,1371242000.0,451102000,,,,
2015-06-30,797775000,119604000.0,3070151000.0,700078947.0,17491000.0,1149060000.0,-17384000,241387000,-80618000.0,,569077000.0,789911000.0,788734000.0,,-77289000.0,0.19,25190000.0,367794000.0,1836889000.0,53020000.0,-106506000,234327000,-77051000,700078947.0,,992181000,276471000,-93289000,1005317000.0,,-53280000,223019000,,172283000,2751887000.0,1559928000.0,97244000.0,1005317000.0,-96399000.0,82843000,1559928000.0,39520000,261505000.0,1177000.0,246705000,0.19,46469000,3440974000.0,6343471000.0,594071000.0,516467000,,9095358000.0,188367000.0,4367391000.0,5016156000.0,132763000,133015000,5016156000.0,72006000.0,161197000.0,-6145000.0,57719000.0,-82503000,788734000,133015000,6021473000.0,18325000.0,121503000.0,-4501000,-5130000,1342715000.0,475714000,,,,
2015-09-30,788734000,119604000.0,3198391000.0,683434146.0,23403000.0,1138643000.0,-23997000,235259000,-917000.0,,588274000.0,892627000.0,891848000.0,,-59667000.0,0.205,36834000.0,351816000.0,1825025000.0,54198000.0,7311000,247320000,-169732000,683434146.0,58457000.0,971197000,288039000,187362000,187098000.0,-620056000.0,195118000,175248000,0.0,182702000,2841230000.0,2202445000.0,39453000.0,975446000.0,96399000.0,-90761000,1582389000.0,42779000,401609000.0,779000.0,5516000,0.205,48673000,3434748000.0,6337333000.0,425785000.0,488618000,0.0,9178563000.0,181061000.0,4357157000.0,40983000.0,139923000,140104000,5000100000.0,0.0,193094000.0,-7042000.0,56664000.0,-75943000,891848000,140104000,5975546000.0,-19245000.0,114268000.0,7667000,-5362000,1359483000.0,482579000,,,,
2015-12-31,891848000,119604000.0,3296203000.0,,70058000.0,1161572000.0,-40066000,269241000,-30021000.0,9191000.0,631565000.0,1142500000.0,1142500000.0,,0.0,,31091000.0,409986000.0,1911916000.0,66059000.0,-18067000,252362000,-67205000,,0.0,1062801000,281050000,250652000,76143000.0,-663714000.0,60111000,310386000,0.0,173465000,3089472000.0,2308116000.0,16196000.0,1053006000.0,-569000.0,103590000,1644402000.0,42532000,532145000.0,1294000.0,243181000,,50950000,3532359000.0,6512243000.0,375546000.0,541198000,-119615000.0,9601715000.0,203182000.0,4565994000.0,38928000.0,130933000,130536000,5247319000.0,0.0,181141000.0,-5030000.0,56635000.0,-72645000,1142500000,130536000,6300325000.0,67347000.0,78083000.0,30254000,-19936000,1431391000.0,521603000,,,,
2016-03-31,1142500000,119604000.0,3292597000.0,695811111.0,-42671000.0,1107712000.0,-70455000,242726000,-24375000.0,,615244000.0,1008542000.0,1007577000.0,,0.0,0.18,30293000.0,379996000.0,2313528000.0,47665000.0,-54135000,231453000,-62340000,695811111.0,0.0,958933000,274161000,-134923000,92963000.0,-678712000.0,65829000,58334000,0.0,164239000,2953273000.0,2285675000.0,24318000.0,893200000.0,-27270000.0,-187578000,1606963000.0,39417000,125246000.0,965000.0,-4006000,0.18,51068000,3381398000.0,6285772000.0,379430000.0,484754000,,9239045000.0,195061000.0,4382795000.0,38554000.0,124822000,125246000,5048410000.0,0.0,189457000.0,-4575000.0,58854000.0,-92491000,1007577000,125246000,5941610000.0,-74202000.0,110231000.0,-29760000,-5899000,1446324000.0,474179000,,,,
2016-06-30,1007577000,119604000.0,3408203000.0,695990000.0,-44913000.0,1139126000.0,-54093000,246448000,-95689000.0,,621766000.0,809002000.0,807019000.0,,-61687000.0,0.2,25968000.0,400542000.0,2175453000.0,49683000.0,-107883000,221217000,-63565000,695990000.0,0.0,992712000,287927000,-200558000,134168000.0,-721428000.0,53192000,108525000,-5131000.0,180974000,2920719000.0,2381208000.0,32701000.0,975191000.0,-160795000.0,-43969000,1659780000.0,41708000,264443000.0,1983000.0,44960000,0.2,49847000,3464745000.0,6618939000.0,434569000.0,525047000,,9539658000.0,196765000.0,4475879000.0,43918000.0,139266000,139198000,5152116000.0,65831000.0,188184000.0,-3456000.0,57106000.0,-227756000,807019000,139198000,6127307000.0,50151000.0,289457000.0,7817000,18588000,1530867000.0,467665000,,,,
2016-09-30,807019000,119604000.0,3528399000.0,674538095.0,59133000.0,1130970000.0,-21012000,228437000,-23304000.0,,605872000.0,902240000.0,900461000.0,,-54768000.0,0.21,31117000.0,390979000.0,2160681000.0,52311000.0,-31791000,239472000,-74593000,674538095.0,920000.0,1000033000,283989000,93442000,137513000.0,-752644000.0,57848000,206017000,-7555000.0,176679000,2953073000.0,2433091000.0,21959000.0,925678000.0,-771000.0,17889000,1680447000.0,35256000,406096000.0,1779000.0,131424000,0.21,49843000,3446734000.0,6614792000.0,381083000.0,532124000,0.0,9567865000.0,176126000.0,4448771000.0,45246000.0,141423000,141653000,5109749000.0,0.0,201164000.0,-36000.0,57467000.0,-75040000,900461000,141653000,6035427000.0,-14948000.0,288209000.0,-5161000,-4453000,1544502000.0,467909000,,,,
2016-12-31,900461000,119604000.0,3721481000.0,,3271000.0,1195302000.0,-27443000,255272000,-18294000.0,7004000.0,600646000.0,895009000.0,895009000.0,,0.0,,48324000.0,461073000.0,2337311000.0,47958000.0,-135749000,247266000,-92192000,,0.0,1098152000,297349000,-5452000,26121000.0,-808844000.0,46247000,180402000,0.0,190861000,3122514000.0,2618696000.0,7957000.0,1071763000.0,-13891000.0,49339000,1809852000.0,51828000,545456000.0,2582000.0,88210000,,51111000,3643995000.0,7007258000.0,413656000.0,595614000,-122908000.0,10129772000.0,207314000.0,4675010000.0,43171000.0,139033000,139360000,5330031000.0,0.0,200085000.0,-5594000.0,55377000.0,-111365000,895009000,139360000,6401794000.0,75473000.0,232421000.0,5612000,3000,1642931000.0,502538000,,,,
2017-03-31,895009000,119604000.0,3810432000.0,669965000.0,57252000.0,6529475000.0,-59885000,289185000,,,,749832000.0,737291000.0,,20614000.0,0.2,31481000.0,,2837725000.0,59171000.0,1565927000,252712000,-66333000,669965000.0,,1061680000,306026000,-147096000,786025000.0,,-21103000,145384000,,183199000,2952170000.0,1841190000.0,,944838000.0,-1812688000.0,-20548000,1841190000.0,49464000,133993000.0,12541000.0,79051000,0.2,53314000,,8756188000.0,485251000.0,519783000,,11708358000.0,230014000.0,,6946755000.0,133735000,133993000,6946755000.0,77582000.0,,,66225000.0,-1858407000,737291000,133993000,7891593000.0,-17915000.0,307941000.0,-97198000,-3288000,1685606000.0,541897000,,,,
2017-06-30,737291000,119604000.0,3579042000.0,685085714.0,-18174000.0,1101789000.0,-4332000,276179000,,,572148000.0,750218000.0,750218000.0,,-63187000.0,0.21,26122000.0,394821000.0,2333271000.0,62404000.0,-88630000,285125000,-79822000,685085714.0,,1130767000,316408000,2305000,147962000.0,-836401000.0,152945000,233179000,,196760000,2851032000.0,2612308000.0,20936000.0,900321000.0,-475000.0,-48716000,1775907000.0,53125000,277861000.0,12366000.0,153357000,0.21,53235000,5023903000.0,8265947000.0,330309000.0,569463000,,11116979000.0,213775000.0,6013032000.0,34510000.0,143635000,143868000,6631828000.0,0.0,125423000.0,,66413000.0,-80445000,750218000,143868000,7532149000.0,-31415000.0,254408000.0,-54176000,-21024000,1595786000.0,561304000,,,,
2017-09-30,750218000,119604000.0,3582689000.0,,30120000.0,,-44194000,266681000,,,,826496000.0,815115000.0,,,,23618000.0,,2183016000.0,60309000.0,18752000,264663000,-65615000,,,1057736000,345354000,151587000,781510000.0,,-71262000,192009000,0.0,210081000,2915714000.0,1740630000.0,,952067000.0,-43328000.0,-11011000,1740630000.0,56721000,431763000.0,11381000.0,126394000,,51810000,,8094225000.0,471385000.0,526392000,0.0,11009939000.0,206372000.0,,6469757000.0,153360000,153902000,6469757000.0,86385000.0,,,,-120973000,815115000,153902000,7421824000.0,8268000.0,295103000.0,-3168000,19916000,1594215000.0,531344000,,,,
2017-12-31,815115000,119604000.0,3629079000.0,,10914000.0,1269342000.0,-57097000,316623000,,14229000.0,388912000.0,886521000.0,886521000.0,,,,32354000.0,423096000.0,2121455000.0,106436000.0,-61984000,200843000,-111203000,,,1067890000,199886000,-15284000,22003000.0,-880279000.0,192870000,271174000,0.0,105682000,2945316000.0,2640332000.0,6709000.0,977987000.0,-719000.0,14475000,1760053000.0,-124902000,662700000.0,,159971000,,57131000,4590498000.0,7974948000.0,302685000.0,550424000,-122986000.0,10920264000.0,210187000.0,5872763000.0,35459000.0,230584000,230937000,6308312000.0,,129122000.0,,,-126055000,886521000,230937000,7286299000.0,63349000.0,259063000.0,-1904000,-47316000,1629293000.0,517466000,,,,
2018-03-31,886521000,119604000.0,3705408000.0,683736457.0,-12179000.0,,-83867000,244284000,,,,857035000.0,846522000.0,,-8470000.0,0.209887,30408000.0,,2710096000.0,53966000.0,-12680000,244550000,-59310000,683736457.0,,1023012000,295371000,-17434000,773631000.0,,9699000,92705000,,178936000,2965872000.0,1728516000.0,,948036000.0,-29679000.0,-102572000,1728516000.0,36066000,143407000.0,10513000.0,33395000,0.209887,52883000,,7909357000.0,404251000.0,534178000,,10875229000.0,190318000.0,,6217348000.0,142870000,143407000,6217348000.0,61082000.0,,,63552000.0,-97459000,846522000,143407000,7165384000.0,-6526000.0,330171000.0,963000,-2062000,1674178000.0,488834000,,,,
