date,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyDilutedEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable
1997-09-30,11400000.0,,,,4900000.0,,38900000.0,0.02,,0.0,3600000.0,67500000.0,-67700000.0,,-100800000.0,1200000.0,310900000.0,-200000.0,,26300000,50000000.0,-100000.0,6500000.0,-29300000.0,105000000.0,800000.0,21500000.0,55400000,-9700000.0,2200000.0,48700000.0,12200000,,411700000.0,36400000.0,646500000.0,-3100000.0,26100000.0,19600000.0,523000000.0,597800000.0,0.02,,,16500000.0,14100000.0,542600000.0,,1000000,1000000,12600000.0,1000000,,4600000.0,50000000.0,300000.0,4600000.0,,26700000.0,5400000.0,10400000.0,0.0,279800000.0,-100000.0,-129600000.0,7100000.0,0.0,11800000.0,579000000.0,,,,,,,,
1997-12-31,10300000.0,,,,3300000.0,,39600000.0,,,0.0,3600000.0,68700000.0,-59900000.0,,-113500000.0,100000.0,316100000.0,,,26800000,,-1500000.0,-5800000.0,-30300000.0,12800000.0,1400000.0,8400000.0,57500000,-12000000.0,-1000000.0,49400000.0,10600000,,429600000.0,30800000.0,651300000.0,2600000.0,22400000.0,3000000.0,534100000.0,601900000.0,,,,17900000.0,16200000.0,551800000.0,,-1100000,-1100000,12800000.0,-1100000,14700000.0,7200000.0,,900000.0,7200000.0,,29000000.0,5100000.0,12400000.0,0.0,278900000.0,0.0,-18600000.0,6900000.0,0.0,-3600000.0,582600000.0,,,,,,,,
1998-03-31,13500000.0,,,,3700000.0,,37500000.0,-0.1,,7200000.0,3600000.0,68300000.0,-55200000.0,,-121900000.0,-1600000.0,347300000.0,-100000.0,,24300000,47000000.0,-1600000.0,-600000.0,-35000000.0,51500000.0,2600000.0,11000000.0,58300000,-11100000.0,-6200000.0,47100000.0,6700000,,469200000.0,30700000.0,699500000.0,-3200000.0,21700000.0,4600000.0,582900000.0,652400000.0,-0.1,,,20800000.0,17600000.0,600500000.0,,-4600000,-4600000,13200000.0,-4700000,13000000.0,4000000.0,47000000.0,500000.0,4000000.0,,30800000.0,5300000.0,13300000.0,0.0,296600000.0,-100000.0,-65700000.0,8500000.0,0.0,-100000.0,631200000.0,,,,,,,,
1998-06-30,15300000.0,,,,3600000.0,,48100000.0,-0.02,,0.0,3600000.0,245200000.0,-132300000.0,,-132800000.0,100000.0,385700000.0,200000.0,,33100000,65000000.0,900000.0,-6000000.0,-36300000.0,132900000.0,177300000.0,14100000.0,69700000,-13000000.0,-1000000.0,56300000.0,13900000,,518500000.0,30600000.0,832000000.0,2400000.0,23000000.0,4300000.0,540000000.0,775700000.0,-0.02,,,21600000.0,19200000.0,556200000.0,,-1100000,-1100000,15000000.0,-1300000,11900000.0,6400000.0,65000000.0,-800000.0,6400000.0,,34200000.0,4000000.0,13900000.0,0.0,374800000.0,-200000.0,-144600000.0,15200000.0,0.0,1100000.0,586800000.0,,,,,,,,
1998-09-30,13000000.0,,,,4100000.0,,51200000.0,0.03,,0.0,3600000.0,252100000.0,188600000.0,,-141300000.0,2200000.0,401200000.0,-300000.0,,36300000,50000000.0,-1800000.0,9600000.0,-34700000.0,19100000.0,1600000.0,30200000.0,73500000,-236800000.0,3800000.0,53500000.0,16000000,,542500000.0,37400000.0,866500000.0,-200000.0,29300000.0,4000000.0,562300000.0,813000000.0,0.03,,,22300000.0,20300000.0,577000000.0,,1600000,1600000,15000000.0,1500000,10700000.0,6200000.0,50000000.0,-100000.0,6200000.0,,35200000.0,4000000.0,12100000.0,0.0,1900000.0,-100000.0,-49500000.0,409900000.0,-2400000.0,-206600000.0,614400000.0,,,,,,,,
1998-12-31,14100000.0,,,,4300000.0,,58900000.0,,,0.0,3600000.0,466800000.0,-486600000.0,,-154000000.0,-1000000.0,507400000.0,,,41200000,,-5000000.0,-1400000.0,-42600000.0,380600000.0,221100000.0,17200000.0,87000000,205700000.0,-8900000.0,183100000.0,9700000,,661400000.0,88800000.0,1413400000.0,122400000.0,35400000.0,4700000.0,827500000.0,1230300000.0,,,,28100000.0,31500000.0,857800000.0,,-7900000,-7900000,17700000.0,-7900000,25600000.0,128600000.0,,2200000.0,128600000.0,,49200000.0,49100000.0,20600000.0,0.0,705900000.0,0.0,-275400000.0,17000000.0,-600000.0,222900000.0,946600000.0,,,,,,,,
1999-03-31,17600000.0,,,,4100000.0,,56000000.0,-0.18,,128600000.0,3600000.0,458900000.0,-76000000.0,,-166000000.0,-2800000.0,521500000.0,,,35900000,60000000.0,-2300000.0,-9700000.0,-53400000.0,-41900000.0,1300000.0,9400000.0,85800000,-12600000.0,-12700000.0,66800000.0,4300000,,687500000.0,40600000.0,1358500000.0,-120400000.0,32300000.0,5700000.0,829300000.0,1291700000.0,-0.18,,,29800000.0,31600000.0,859000000.0,,-9900000,-10700000,20100000.0,-10800000,24000000.0,8200000.0,60000000.0,1000000.0,8200000.0,,51700000.0,4200000.0,18100000.0,0.0,752800000.0,-100000.0,-87900000.0,17400000.0,-100000.0,-3200000.0,899600000.0,,,,,,,,
1999-06-30,15700000.0,,,,4300000.0,,67300000.0,-0.08,,0.0,3700000.0,455100000.0,-63900000.0,,-177700000.0,1100000.0,546100000.0,,,46500000,65000000.0,-2200000.0,-2000000.0,-58500000.0,53800000.0,900000.0,22900000.0,97800000,-17700000.0,-3900000.0,66500000.0,13800000,,723800000.0,42500000.0,1410900000.0,-3900000.0,34100000.0,6200000.0,885300000.0,1344400000.0,-0.08,,,30500000.0,32600000.0,913300000.0,,-5000000,-5000000,20800000.0,-5200000,21800000.0,4200000.0,65000000.0,100000.0,4200000.0,,53500000.0,4100000.0,18200000.0,4200000.0,781200000.0,-200000.0,-80700000.0,17100000.0,100000.0,5200000.0,955800000.0,,,,,,,,
1999-09-30,40500000.0,,,,9800000.0,,77800000.0,-0.05,,4200000.0,0.0,1407900000.0,138400000.0,,-215200000.0,1500000.0,1195300000.0,900000.0,,54700000,64000000.0,-5300000.0,-4100000.0,-61800000.0,694300000.0,0.0,25200000.0,111000000,-853600000.0,-1500000.0,134900000.0,14300000,,1410500000.0,95400000.0,3227200000.0,6500000.0,80900000.0,5900000.0,1593700000.0,3092300000.0,-0.05,,,33200000.0,40400000.0,1723900000.0,,-3000000,-3200000,23100000.0,-3200000,124300000.0,10800000.0,64000000.0,5200000.0,10800000.0,,63500000.0,4700000.0,21100000.0,10800000.0,1872300000.0,0.0,-712900000.0,24700000.0,-12200000.0,-828400000.0,1819300000.0,,,,,,,,
1999-12-31,35900000.0,,,,11500000.0,,99900000.0,,,10800000.0,100000.0,1391500000.0,-879600000.0,,-218900000.0,-9300000.0,1193700000.0,,,69500000,,-3800000.0,8000000.0,-87500000.0,13700000.0,5200000.0,53100000.0,149500000,806700000.0,-34900000.0,125500000.0,-3000000,,1412600000.0,84700000.0,3206900000.0,-2400000.0,68900000.0,6800000.0,1611500000.0,3081400000.0,,,,49600000.0,72500000.0,1730700000.0,,-25600000,-25600000,30400000.0,-25700000,112400000.0,8400000.0,,1200000.0,8400000.0,,102900000.0,4300000.0,32100000.0,8400000.0,1874200000.0,-100000.0,-69200000.0,13500000.0,-800000.0,859800000.0,1815400000.0,,,,,,,,
2000-03-31,43597000.0,,,,9992000.0,,98755000.0,-0.33,,8401000.0,89000.0,1393811000.0,-85433000.0,,-244502000.0,-12009000.0,1197323000.0,,,64551000,88466644.0,-12527000.0,-20317000.0,-116540000.0,93074000.0,1213000.0,12336000.0,151267000,-19004000.0,-40983000.0,134777000.0,-8419000,,1441825000.0,53215000.0,3264037000.0,1504000.0,38911000.0,8592000.0,1703598000.0,3129260000.0,-0.33,,,52512000.0,72970000.0,1817011000.0,,-28974000,-28974000,34204000.0,-29065000,104821000.0,9905000.0,88466644.0,-1000.0,9905000.0,,107174000.0,4312000.0,32890000.0,9905000.0,1914110000.0,-91000.0,-103906000.0,17827000.0,0.0,-6668000.0,1870226000.0,,,,,,,,
2000-06-30,44953000.0,,,,9967000.0,,119327000.0,-0.23,,9905000.0,88000.0,1467178000.0,82082000.0,,-297364000.0,-7693000.0,1271167000.0,,,84066000,89512428.0,-7752000.0,-3811000.0,-137029000.0,129021000.0,680000.0,45310000.0,172953000,-24696000.0,-28091000.0,149628000.0,7836000,,1568531000.0,63863000.0,3512045000.0,1656000.0,49297000.0,8234000.0,1835627000.0,3362417000.0,-0.23,,,53626000.0,76230000.0,1981004000.0,,-20398000,-20398000,35261000.0,-20489000,137143000.0,11561000.0,89512428.0,105000.0,11561000.0,,111491000.0,4599000.0,36401000.0,11561000.0,2068268000.0,-91000.0,-172675000.0,22982000.0,-1448000.0,20614000.0,2044867000.0,,,,,,,,
2000-09-30,40004000.0,,,,6500000.0,,128768000.0,-0.212162,,11561000.0,92000.0,1508495000.0,0.0,,-322539000.0,-7257000.0,1296144000.0,,,95020000,91953435.0,-6478000.0,-711000.0,-156629000.0,38809000.0,3511000.0,57822000.0,184806000,-14407000.0,-26766000.0,149610000.0,12687000,,1618683000.0,104270000.0,3611253000.0,-4885000.0,63095000.0,8151000.0,1840982000.0,3461643000.0,-0.21,,,56038000.0,82333000.0,1998488000.0,,-19509000,-19509000,33748000.0,-19509000,149355000.0,6676000.0,91953435.0,170000.0,6676000.0,,116081000.0,34675000.0,39895000.0,6676000.0,2150490000.0,-91000.0,-101516000.0,15009000.0,-22000.0,43415000.0,2102758000.0,,,,,,,,
2000-12-31,31902000.0,,,,9918000.0,,123004000.0,,,6676000.0,97000.0,1689455000.0,-356767000.0,,-3559991000.0,-10156000.0,1294875000.0,,,88145000,,-10217000.0,10418000.0,-181945000.0,61029000.0,199694000.0,62133000.0,178293000,-20197000.0,-35380000.0,195916000.0,1582000,,4854866000.0,128461000.0,3637773000.0,65664000.0,51729000.0,7939000.0,1671466000.0,3441857000.0,,,,55289000.0,86563000.0,1819857000.0,,-25224000,-25224000,34859000.0,-25407000,140452000.0,72340000.0,,712000.0,72340000.0,,121422000.0,66814000.0,38421000.0,72340000.0,2129733000.0,-92000.0,-57498000.0,17249000.0,0.0,41936000.0,1948318000.0,,,,,,,,
2001-03-31,8498000.0,,,,10813000.0,,108849000.0,-0.352252,,72340000.0,98000.0,1686087000.0,-197000.0,,-366096000.0,-15284000.0,1328357000.0,,,71153000,97603342.0,-15611000.0,-30966000.0,-216326000.0,42051000.0,1487000.0,6127000.0,170385000,-15571000.0,-49574000.0,143403000.0,-14254000,,1694453000.0,140493000.0,3662432000.0,-68110000.0,13098000.0,8360000.0,1688150000.0,3519029000.0,-0.35,96777000.0,25676000.0,61536000.0,85407000.0,1835852000.0,,-34290000,-34290000,37696000.0,-34381000,139342000.0,4230000.0,97603342.0,216000.0,4230000.0,,123103000.0,90906000.0,35780000.0,4230000.0,2171552000.0,-91000.0,-116288000.0,19120000.0,0.0,-9444000.0,1976345000.0,,,,,,,,
2001-06-30,9820000.0,,,,12005000.0,,130473000.0,-0.21,,4230000.0,100000.0,1715729000.0,197000.0,,-393238000.0,-6377000.0,1340171000.0,,,94840000,98209271.0,-6402000.0,-6465000.0,-236817000.0,86609000.0,48730000.0,56552000.0,191788000,-21354000.0,-26777000.0,157517000.0,6017000,,1733409000.0,154891000.0,3739753000.0,-1460000.0,11945000.0,8341000.0,1719386000.0,3582236000.0,-0.21,108224000.0,33300000.0,61315000.0,88823000.0,1869133000.0,,-20400000,-20400000,36436000.0,-20491000,141406000.0,2770000.0,98209271.0,803000.0,2770000.0,,124456000.0,97641000.0,32972000.0,2770000.0,2222404000.0,-91000.0,-144621000.0,19661000.0,0.0,35198000.0,2024024000.0,,,,,,,,
2001-09-30,7332000.0,,,,13127000.0,,123674000.0,-0.25,,2770000.0,100000.0,1691719000.0,0.0,,-422819000.0,-9536000.0,1333167000.0,,,85811000,99163065.0,-10201000.0,-1712000.0,-261269000.0,17619000.0,1494000.0,55329000.0,188267000,-23033000.0,-33897000.0,159125000.0,-3588000,,1755986000.0,137631000.0,3720917000.0,3245000.0,0.0,7836000.0,1751518000.0,3561792000.0,-0.25,109140000.0,28356000.0,64593000.0,89399000.0,1891567000.0,,-24361000,-24361000,37552000.0,-24452000,132213000.0,6015000.0,99163065.0,-311000.0,6015000.0,14191000.0,127262000.0,81957000.0,30409000.0,6015000.0,2210088000.0,-91000.0,-69703000.0,18537000.0,0.0,32296000.0,2029198000.0,,,,,,,,
2001-12-31,8019000.0,,,,10048000.0,,114466000.0,,,6015000.0,100000.0,1672221000.0,-27507000.0,,-451686000.0,-14477000.0,1325713000.0,,,75422000,,-14173000.0,22396000.0,-290944000.0,-13895000.0,8657000.0,72624000.0,178505000,-25362000.0,-44057000.0,143215000.0,-16478000,,1777399000.0,121899000.0,3665707000.0,6870000.0,0.0,7724000.0,1745026000.0,3522492000.0,,95135000.0,33674000.0,64039000.0,91900000.0,1871587000.0,,-29583000,-29583000,39259000.0,-29675000,118837000.0,12885000.0,,215000.0,12885000.0,11618000.0,130944000.0,66559000.0,27700000.0,12885000.0,2179475000.0,-92000.0,-51859000.0,17304000.0,-573000.0,47262000.0,1993486000.0,,,,,,,,
2002-03-31,16282000.0,,,,11701000.0,,109311000.0,-0.161664,,12885000.0,101000.0,1702720000.0,0.0,,-481806000.0,-9298000.0,1325935000.0,,,68194000,100542109.0,-4025000.0,-32246000.0,-307198000.0,48546000.0,6355000.0,17321000.0,176538000,-14121000.0,-25461000.0,183018000.0,1094000,,1807741000.0,130699000.0,3738749000.0,14236000.0,0.0,8086000.0,1775322000.0,3555731000.0,-0.16,99956000.0,23018000.0,67227000.0,67100000.0,1905330000.0,,-16163000,-16163000,41206000.0,-16254000,121922000.0,27121000.0,100542109.0,89000.0,27121000.0,14004000.0,108217000.0,81976000.0,26776000.0,27121000.0,2212923000.0,-91000.0,-51631000.0,16873000.0,-1050000.0,3200000.0,2036029000.0,,,,,,,,
2002-06-30,14061000.0,,,,9280000.0,,135897000.0,-0.003952,,27121000.0,102000.0,1723665000.0,0.0,,-510365000.0,393000.0,1321649000.0,,,96561000,100967615.0,262000.0,-8043000.0,-307597000.0,-11391000.0,5327000.0,63165000.0,202529000,-21959000.0,85000.0,206014000.0,27160000,,1832014000.0,149871000.0,3747608000.0,13480000.0,0.0,8457000.0,1743369000.0,3541594000.0,0.0,109843000.0,30733000.0,66632000.0,69401000.0,1874072000.0,,-308000,-308000,39417000.0,-399000,122246000.0,40601000.0,100967615.0,81000.0,40601000.0,12544000.0,108737000.0,97314000.0,27241000.0,40601000.0,2200150000.0,-91000.0,-38294000.0,19795000.0,-12000.0,41206000.0,2023943000.0,,,,,,,,
2002-09-30,12318000.0,,,,7909000.0,,130233000.0,-0.06,,40601000.0,101000.0,1721670000.0,0.0,,-522405000.0,-3134000.0,1302463000.0,,,87941000,101377147.0,-3898000.0,10961000.0,-313676000.0,-15959000.0,1015000.0,73010000.0,201918000,-20858000.0,-9122000.0,215185000.0,17673000,,1824868000.0,169993000.0,3728526000.0,18045000.0,0.0,7937000.0,1710697000.0,3513341000.0,-0.06,102877000.0,32480000.0,71685000.0,70268000.0,1836863000.0,,-5988000,-5988000,42325000.0,-6079000,118229000.0,58646000.0,101377147.0,33000.0,58646000.0,15360000.0,112560000.0,114244000.0,27182000.0,58646000.0,2192081000.0,-91000.0,-39006000.0,18797000.0,-14000.0,52152000.0,2006856000.0,,,,,,,,
2002-12-31,7315000.0,,,,10051000.0,,400241000.0,,,58646000.0,101000.0,1709173000.0,-6744000.0,,-566889000.0,-7655000.0,1283768000.0,,,81368000,,-7923000.0,29240000.0,-327637000.0,-99725000.0,1279000.0,83521000.0,194697000,-21452000.0,-21524000.0,418483000.0,10244000,,1850657000.0,322561000.0,3888106000.0,-43036000.0,0.0,7366000.0,1734746000.0,3469623000.0,,92382000.0,38881000.0,,71124000.0,1856372000.0,,-13869000,-13869000,319006000.0,-13961000,114260000.0,282267000.0,,-5717000.0,282267000.0,13942000.0,389997000.0,259687000.0,26073000.0,15610000.0,2167381000.0,-92000.0,-26832000.0,18474000.0,-107000.0,62069000.0,2178933000.0,,,,,,,,
2003-03-31,7555000.0,,,,10421000.0,,112664000.0,-0.32,,15610000.0,102000.0,1695851000.0,0.0,,-603223000.0,-11888000.0,1286389000.0,,,69847000,101667397.0,-11982000.0,-27352000.0,-360000000.0,-5286000.0,953000.0,21054000.0,184221000,-17808000.0,-32481000.0,154247000.0,2334000,,1889612000.0,55039000.0,3619041000.0,-7740000.0,0.0,41243000.0,1732500000.0,3464794000.0,-0.32,91190000.0,23895000.0,71557000.0,67513000.0,1868151000.0,,-20593000,-32272000,42847000.0,-32363000,94408000.0,7870000.0,101667397.0,-11143000.0,7870000.0,15060000.0,110330000.0,5663000.0,23760000.0,7870000.0,2158848000.0,-91000.0,-23508000.0,19557000.0,258301000.0,3246000.0,1923190000.0,,,,,,,,
2003-06-30,10320000.0,,,,10421000.0,,134817000.0,-0.022365,,7870000.0,103000.0,1730231000.0,0.0,,-621492000.0,-569000.0,1284793000.0,,,95065000,102481555.0,-215000.0,3247000.0,-362292000.0,43177000.0,3350000.0,77260000.0,208178000,-22959000.0,-2770000.0,470194000.0,25505000,,1906285000.0,360254000.0,4036584000.0,2822000.0,0.0,44287000.0,1801094000.0,3566390000.0,-0.02,98594000.0,44510000.0,73361000.0,69560000.0,1946099000.0,,-2201000,-2201000,40580000.0,-2292000,100718000.0,10692000.0,102481555.0,-4926000.0,10692000.0,12971000.0,109312000.0,292352000.0,22587000.0,10692000.0,2259395000.0,-91000.0,-117615000.0,22202000.0,-694000.0,54301000.0,2306353000.0,,,,,,,,
2003-09-30,6821000.0,,,,13751000.0,,137149000.0,-0.06,,10692000.0,103000.0,1724950000.0,0.0,,-650119000.0,-3715000.0,1274484000.0,,,94178000,103251834.0,-3665000.0,-2415000.0,-368891000.0,-34786000.0,1148000.0,72816000.0,211720000,-20532000.0,-10223000.0,161832000.0,23768000,,1924603000.0,70792000.0,3701153000.0,-4200000.0,0.0,44918000.0,1760389000.0,3539321000.0,-0.06,98200000.0,36606000.0,74571000.0,70410000.0,1905411000.0,,-6508000,-6508000,42729000.0,-6599000,100104000.0,6492000.0,103251834.0,-12808000.0,6492000.0,15395000.0,113381000.0,5040000.0,21524000.0,6492000.0,2234306000.0,-91000.0,-42230000.0,30531000.0,-750000.0,52284000.0,1976203000.0,,,,,,,,
