date,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBasicEPS,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyInventory,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyBasicAverageShares,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable
1986-12-31,0.0,,1209300000.0,2698800000.0,,90900000.0,,,,,,9300000,,505900000.0,32400000.0,58500000.0,,,,,,,499900000.0,4800000.0,4800000.0,,,,,,,1538300000.0,1800100000.0,51200000.0,,29500000.0,,,,,898700000.0,,,,,,,,,,1709200000.0,,,,,1487100000.0,-3879200000,740900000.0,,,,,,,-3879200000,1658400000,,,1160500000.0,2388100000.0,,-901000000.0,,,,,
1987-03-31,,,,,,,,,0.435,,,40600000,,,,,,,,,,,,,,,,,93156000.0,,,,,,,,,0.435,,,,,,,,,,,,,,93156000.0,,,,,1400000000,,,,,,,,1400000000,1400000000,,,,,,,,,,,
1987-06-30,,,,,,,,,-0.165,,,-15400000,,,,,,,,,,,,,,,,,93174000.0,,,,,,,,,-0.165,,,,,,,,,,,,,,93174000.0,,,,,1420000000,,,,,,,,1420000000,1420000000,,,,,,,,,,,
1987-09-30,,,,,,,,,0.365,,,34100000,,,,,,,,,,,,,,,,,93622000.0,,,,,,,,,0.365,,,,,,,,,,,,,,93622000.0,,,,,1459000000,,,,,,,,1459000000,1459000000,,,,,,,,,,,
1987-12-31,0.0,,1164800000.0,3123600000.0,,122700000.0,,,,,,34900000,,623600000.0,31400000.0,91300000.0,,,,,,,888600000.0,5000000.0,5000000.0,,,,,,,1556900000.0,2176100000.0,59600000.0,,32900000.0,,,,,947500000.0,,,,,,,,,,2053400000.0,,,,,1497300000.0,-4118800000,777800000.0,,,,,,,-4118800000,1766500000,,,1566700000.0,2602500000.0,,-1105200000.0,,,,,
1988-03-31,,,,,,,,,0.05,,,4500000,,,,,,,,,,,,,,,,,93642000.0,,,,,,,,,0.05,,,,,,,,,,,,,,93642000.0,,,,,1368900000,,,,,,,,1368900000,1368900000,,,,,,,,,,,
1988-06-30,,,,,,,,,0.235,,,21900000,,,,,,,,,,,,,,,,,93964000.0,,,,,,,,,0.235,,,,,,,,,,,,,,93964000.0,,,,,1345700000,,,,,,,,1345700000,1345700000,,,,,,,,,,,
1988-09-30,,,,,,,,,0.305,,,28800000,,,,,,,,,,,,,,,,,93964000.0,,,,,,,,,0.305,,,,,,,,,,,,,,93964000.0,,,,,1356500000,,,,,,,,1356500000,1356500000,,,,,,,,,,,
1988-12-31,0.0,,1048400000.0,3139200000.0,,641200000.0,,,,,,-86100000,,619300000.0,577600000.0,63600000.0,,,,,,,446000000.0,3600000.0,3600000.0,,,,,,,1524600000.0,2135600000.0,28500000.0,,37200000.0,,,,,1003600000.0,,,,,,,,,,1494400000.0,,,,,1496100000.0,-4045900000,825600000.0,,,,,,,-4045900000,1726000000,,,1614600000.0,2819000000.0,,-1322900000.0,,,,,
1989-03-31,,,,,,,,,0.105,,,9700000,,,,,,,,,,,,,,,,,93964000.0,,,,,,,,,0.105,,,,,,,,,,,,,,93964000.0,,,,,1280700000,,,,,,,,1280700000,1280700000,,,,,,,,,,,
1989-06-30,,,,,,,,,-0.835,,,-78100000,,,,,,,,,,,,,,,,,93792000.0,,,,,,,,,-0.835,,,,,,,,,,,,,,93792000.0,,,,,1397100000,,,,,,,,1397100000,1397100000,,,,,,,,,,,
1989-09-30,,,,,,,,,0.23,,,21500000,,,,,,,,,,,,,,,,,94002000.0,,,,,,,,,0.23,,,,,,,,,,,,,,94002000.0,,,,,1245600000,,,,,,,,1245600000,1245600000,,,,,,,,,,,
1989-12-31,0.0,,574600000.0,3196200000.0,,665800000.0,,,,,,-33600000,,682800000.0,583700000.0,82100000.0,,,,,,,570000000.0,4700000.0,4700000.0,,,,,,,1448800000.0,2321100000.0,9300000.0,,40300000.0,,,,,875100000.0,,510700000.0,,,,,,,,1655300000.0,,,,,1439500000.0,-3900100000,688700000.0,,,,,,,-3900100000,1325000000,,,1747400000.0,2923300000.0,,-1483800000.0,,,,,
1990-03-31,75500000.0,-12000000.0,448200000.0,2553600000.0,,906300000.0,,761100000.0,0.235,12200000.0,,16500000,16500000.0,1070900000.0,825600000.0,5200000.0,-9300000.0,16500000.0,-18200000.0,27500000.0,,32400000.0,85600000.0,7700000.0,7700000.0,25800000.0,44900000.0,100000.0,70212766.0,,,717000000.0,1695100000.0,192600000.0,-41900000.0,109700000.0,,0.235,,-5300000.0,858500000.0,19800000.0,255000000.0,,-6100000.0,0.0,54400000.0,92800000.0,,26900000.0,788800000.0,70212766.0,,24700000.0,,524400000.0,65900000,528800000.0,8200000.0,,100000.0,,-52600000.0,-13900000.0,38400000,853900000,39200000.0,-24500000.0,1836600000.0,1281300000.0,58800000.0,-756900000.0,,,,,
1990-06-30,69500000.0,11000000.0,634000000.0,3156900000.0,,712800000.0,,1177400000.0,0.315,-200000.0,,29300000,29300000.0,719300000.0,550800000.0,92500000.0,-18900000.0,29300000.0,193800000.0,64600000.0,,,365000000.0,3700000.0,3700000.0,23100000.0,-62500000.0,5200000.0,93015873.0,,,1334900000.0,2181200000.0,39900000.0,4200000.0,43600000.0,,0.315,,,975700000.0,0.0,469400000.0,,6500000.0,0.0,170000000.0,236700000.0,,123900000.0,1468400000.0,93015873.0,,43400000.0,,1295000000.0,131300000,785800000.0,14100000.0,,,,-180700000.0,-60400000.0,66700000,1414100000,-69000000.0,,1822000000.0,2805500000.0,-2100000.0,-1510500000.0,,,,,
1990-09-30,70300000.0,100000.0,667800000.0,3176200000.0,,711900000.0,,1043000000.0,0.45,800000.0,,42400000,42400000.0,723400000.0,550800000.0,90800000.0,-14100000.0,42400000.0,-20800000.0,46900000.0,,,418000000.0,3800000.0,3800000.0,24000000.0,-38900000.0,0.0,94222222.0,,,1322800000.0,2171800000.0,55500000.0,-14600000.0,55500000.0,,0.45,,,1004400000.0,0.0,374100000.0,,-500000.0,0.0,147300000.0,234400000.0,,100800000.0,1459900000.0,94222222.0,,63900000.0,,1267300000.0,134000000,814100000.0,21500000.0,,,,38800000.0,-21000000.0,87100000,1277400000,-94000000.0,,1853400000.0,2820100000.0,-17900000.0,-1552800000.0,,,,,
1990-12-31,32200000.0,169100000.0,623500000.0,3094200000.0,,847600000.0,,1276300000.0,,1800000.0,,42700000,42700000.0,720900000.0,727800000.0,87600000.0,-14000000.0,42700000.0,-26100000.0,47600000.0,,,260000000.0,172900000.0,172900000.0,22900000.0,201400000.0,0.0,,,,1309200000.0,2061600000.0,69900000.0,102000000.0,46900000.0,,,,,1032600000.0,0.0,330500000.0,,-2100000.0,0.0,160400000.0,244800000.0,,112800000.0,1214000000.0,,,63300000.0,,1239300000.0,132000000,842800000.0,20600000.0,,,,-32100000.0,-25900000.0,84400000,1521100000,53200000.0,,1785000000.0,2810300000.0,227300000.0,-1571000000.0,,,,,
1991-03-31,68600000.0,-83200000.0,734300000.0,3202800000.0,,743200000.0,,1011700000.0,0.42,3000000.0,,39300000,39300000.0,762500000.0,590000000.0,84600000.0,-14100000.0,39300000.0,-22400000.0,41600000.0,,,260000000.0,89700000.0,89700000.0,22300000.0,30600000.0,0.0,93571429.0,,,1296700000.0,2140500000.0,78100000.0,-41500000.0,42500000.0,,0.42,,,1062300000.0,172900000.0,403000000.0,,-400000.0,0.0,156600000.0,235100000.0,,115000000.0,1397300000.0,93571429.0,,59200000.0,,1218600000.0,120100000,868000000.0,19900000.0,,,,-114000000.0,-22600000.0,78500000,1246800000,-26200000.0,,1906100000.0,2818600000.0,53200000.0,-1600000000.0,,,,,
1991-06-30,67300000.0,20600000.0,762500000.0,3194000000.0,,718900000.0,,1075400000.0,0.385,1200000.0,,36200000,36200000.0,765500000.0,570000000.0,81600000.0,-14100000.0,36200000.0,-25100000.0,41800000.0,,,260000000.0,110300000.0,110300000.0,21600000.0,56900000.0,200000.0,94025974.0,,,1309700000.0,2109200000.0,111900000.0,40400000.0,24100000.0,,0.385,,,1084800000.0,0.0,367800000.0,,-2700000.0,0.0,173300000.0,249600000.0,,131500000.0,1390300000.0,94025974.0,,55900000.0,,1197800000.0,118100000,890100000.0,19700000.0,,,,-34200000.0,-23000000.0,76300000,1325000000,6900000.0,,1884300000.0,2828200000.0,79900000.0,-1630400000.0,,,,,
1991-09-30,65400000.0,140500000.0,797300000.0,3432500000.0,,695100000.0,,1303200000.0,0.57,1800000.0,,53800000,53800000.0,700000000.0,550000000.0,79700000.0,-14100000.0,53800000.0,-34600000.0,44300000.0,,,260000000.0,250800000.0,250800000.0,19200000.0,179100000.0,0.0,94385965.0,,,1306600000.0,2307200000.0,125500000.0,87900000.0,53900000.0,,0.57,,,1125300000.0,0.0,554800000.0,,-5600000.0,0.0,152100000.0,251900000.0,,107800000.0,1612100000.0,94385965.0,,82400000.0,,1181100000.0,144100000,200300000.0,28600000.0,,,400000.0,-33700000.0,-29700000.0,99800000,1555100000,115900000.0,,2125900000.0,2846500000.0,208800000.0,-1665400000.0,,,,,
1991-12-31,246700000.0,-47700000.0,709300000.0,3127800000.0,,749300000.0,,1249700000.0,,-300000.0,,138900000,138900000.0,693300000.0,470000000.0,32600000.0,-14100000.0,138900000.0,-41000000.0,43600000.0,,,80000000.0,203100000.0,203100000.0,16900000.0,225400000.0,0.0,,,,1321100000.0,1945400000.0,144400000.0,35800000.0,50300000.0,,,,,1182400000.0,0.0,406800000.0,,300000.0,0.0,220700000.0,317600000.0,,177100000.0,1196100000.0,,,79700000.0,,1176700000.0,140500000,987200000.0,-59200000.0,,,0.0,-274200000.0,-42100000.0,96900000,1567300000,50900000.0,,1806700000.0,2874700000.0,267500000.0,-1698000000.0,,,,,
1992-03-31,257800000.0,74600000.0,746900000.0,3081800000.0,,673500000.0,,1062300000.0,0.5,2500000.0,,47200000,47200000.0,673100000.0,390000000.0,25700000.0,-14200000.0,47200000.0,-27600000.0,38200000.0,,,80000000.0,277700000.0,277700000.0,11600000.0,166300000.0,0.0,94400000.0,,,1331100000.0,1863800000.0,166400000.0,33500000.0,49600000.0,,0.5,,,1218000000.0,203100000.0,363400000.0,,-200000.0,0.0,158000000.0,238200000.0,,119800000.0,1190300000.0,94400000.0,,71100000.0,,1164700000.0,118400000,1020200000.0,23900000.0,,,,-94200000.0,-30100000.0,80200000,1300500000,118600000.0,,1750700000.0,2890300000.0,196400000.0,-1725600000.0,,,,,
1992-06-30,268600000.0,-190500000.0,745600000.0,3204100000.0,,667800000.0,,1191900000.0,0.54,-800000.0,,51000000,51000000.0,700300000.0,370000000.0,29200000.0,-14100000.0,51000000.0,-27500000.0,37400000.0,,,80000000.0,87200000.0,87200000.0,11800000.0,-153800000.0,0.0,94444444.0,,,1338000000.0,1949100000.0,188300000.0,-21600000.0,56100000.0,,0.54,,,1255000000.0,0.0,455700000.0,,-2800000.0,0.0,160700000.0,249900000.0,,122900000.0,1281300000.0,94444444.0,,76600000.0,,1149700000.0,127000000,1057100000.0,25600000.0,,,,-34200000.0,-25000000.0,89200000,1441800000,-208600000.0,,1866100000.0,2889900000.0,-128800000.0,-1740200000.0,,,,,
1992-09-30,279500000.0,-83000000.0,759800000.0,3275200000.0,,675300000.0,,1172400000.0,-0.345,800000.0,,-32500000,-32500000.0,714400000.0,370000000.0,25800000.0,-14200000.0,-32500000.0,-69800000.0,40900000.0,,,141000000.0,4200000.0,4200000.0,11100000.0,-88700000.0,400000.0,94202899.0,,,1389800000.0,2066700000.0,255700000.0,-25500000.0,67000000.0,,-0.345,,,1208500000.0,0.0,490600000.0,,-42800000.0,0.0,160300000.0,121200000.0,,119400000.0,1391400000.0,94202899.0,,-49400000.0,,1134100000.0,1800000,1010400000.0,-16900000.0,,-1500000.0,,47100000.0,-28400000.0,-39100000,1293600000,-59400000.0,,1885400000.0,2898400000.0,-60300000.0,-1764300000.0,,,,,
1992-12-31,292000000.0,225900000.0,693000000.0,3162000000.0,,502000000.0,,1281000000.0,,-4500000.0,,55300000,55300000.0,670000000.0,160000000.0,50000000.0,-14500000.0,55300000.0,-40100000.0,41500000.0,,,350000000.0,230000000.0,230000000.0,12500000.0,237200000.0,0.0,,,,1402000000.0,1908000000.0,278000000.0,76600000.0,69000000.0,,,,,1254000000.0,0.0,363000000.0,,-1200000.0,0.0,134400000.0,233100000.0,,92900000.0,1406000000.0,,,81700000.0,,1124000000.0,140200000,1051000000.0,26400000.0,,-5700000.0,4600000.0,-10700000.0,-39500000.0,98700000,1514100000,135400000.0,,1760000000.0,2877000000.0,276700000.0,-1753000000.0,,,,,
1993-03-31,301000000.0,-134000000.0,745000000.0,3142000000.0,,516000000.0,,1043000000.0,0.545,5000000.0,,52000000,52000000.0,663000000.0,160000000.0,55000000.0,-19000000.0,52000000.0,-32000000.0,31000000.0,,,210000000.0,96000000.0,96000000.0,10000000.0,23000000.0,0.0,95412844.0,,206000000.0,1421000000.0,1853000000.0,91000000.0,25000000.0,71000000.0,,0.545,,,1289000000.0,230000000.0,382000000.0,,-1000000.0,0.0,149000000.0,232000000.0,,118000000.0,1337000000.0,95412844.0,,78000000.0,,1124000000.0,114000000,1084000000.0,26000000.0,,-15000000.0,,-159000000.0,-34000000.0,83000000,1275000000,-14000000.0,,1721000000.0,2903000000.0,57000000.0,-1779000000.0,,,,,
1993-06-30,309000000.0,-92000000.0,728000000.0,3228000000.0,,528000000.0,,1064000000.0,0.56,-3000000.0,,53000000,53000000.0,655000000.0,160000000.0,59000000.0,-19000000.0,53000000.0,-35000000.0,38000000.0,,,265000000.0,4000000.0,4000000.0,10000000.0,-140000000.0,12000000.0,94642857.0,,231000000.0,1435000000.0,1893000000.0,86000000.0,39000000.0,71000000.0,,0.56,,,1335000000.0,0.0,372000000.0,,-1000000.0,0.0,155000000.0,248000000.0,,117000000.0,1365000000.0,94642857.0,,80000000.0,,1118000000.0,131000000,1118000000.0,27000000.0,,-5000000.0,,48000000.0,-35000000.0,93000000,1312000000,-192000000.0,,1793000000.0,2892000000.0,-105000000.0,-1774000000.0,,,,,
1993-09-30,317000000.0,8000000.0,818000000.0,3257000000.0,,527000000.0,,940000000.0,0.27,-4000000.0,,26000000,26000000.0,655000000.0,160000000.0,50000000.0,-19000000.0,26000000.0,-33000000.0,78000000.0,,,210000000.0,12000000.0,12000000.0,10000000.0,53000000.0,0.0,96296296.0,,252000000.0,1405000000.0,1887000000.0,85000000.0,27000000.0,79000000.0,,0.27,,,1370000000.0,0.0,332000000.0,,2000000.0,0.0,197000000.0,280000000.0,,119000000.0,1360000000.0,96296296.0,,69000000.0,,1068000000.0,161000000,1125000000.0,43000000.0,,0.0,28000000.0,-47000000.0,-35000000.0,83000000,1220000000,-12000000.0,,1852000000.0,2872000000.0,88000000.0,-1804000000.0,,,,,
1993-12-31,331000000.0,88000000.0,755000000.0,2939000000.0,,538000000.0,,1101000000.0,,-9000000.0,,-35000000,-35000000.0,569000000.0,160000000.0,47000000.0,-20000000.0,-35000000.0,-23000000.0,64000000.0,,,,100000000.0,100000000.0,8000000.0,310000000.0,0.0,,,278000000.0,1379000000.0,1617000000.0,85000000.0,51000000.0,71000000.0,,,,,1322000000.0,0.0,324000000.0,,1000000.0,0.0,195000000.0,155000000.0,,131000000.0,1079000000.0,,,-57000000.0,,1016000000.0,24000000,1070000000.0,-22000000.0,,5000000.0,1000000.0,-229000000.0,-30000000.0,-40000000,1256000000,280000000.0,,1560000000.0,2789000000.0,340000000.0,-1773000000.0,,,,,
1994-03-31,340000000.0,106000000.0,833000000.0,3035000000.0,,548000000.0,,978000000.0,0.525,1000000.0,,52000000,52000000.0,564000000.0,160000000.0,48000000.0,-20000000.0,52000000.0,-29000000.0,41000000.0,,,,206000000.0,206000000.0,5000000.0,125000000.0,0.0,98200000.0,,298000000.0,1386000000.0,1675000000.0,90000000.0,42000000.0,67000000.0,,0.525,,,1360000000.0,100000000.0,294000000.0,,-4000000.0,206000000.0,157000000.0,240000000.0,,116000000.0,1127000000.0,98200000.0,,79000000.0,,998000000.0,124000000,1102000000.0,27000000.0,,-8000000.0,5000000.0,-15000000.0,-25000000.0,83000000,1218000000,64000000.0,,1649000000.0,2796000000.0,150000000.0,-1798000000.0,,,,,
1994-06-30,845000000.0,-105000000.0,1115000000.0,5893000000.0,,2480000000.0,,1274000000.0,0.665,6000000.0,,65000000,65000000.0,1015000000.0,1587000000.0,48000000.0,-19000000.0,65000000.0,-1887000000.0,76000000.0,,,433000000.0,101000000.0,101000000.0,33000000.0,169000000.0,1597000000.0,98200000.0,,1627000000.0,3608000000.0,4487000000.0,563000000.0,-629000000.0,101000000.0,,0.665,,,1406000000.0,206000000.0,459000000.0,,-1856000000.0,101000000.0,279000000.0,412000000.0,,203000000.0,2007000000.0,98200000.0,,106000000.0,,1418000000.0,209000000,1148000000.0,41000000.0,,-22000000.0,0.0,1578000000.0,-35000000.0,133000000,1686000000,78000000.0,,2285000000.0,3228000000.0,204000000.0,-1810000000.0,,,,,
1994-09-30,1135000000.0,-87000000.0,1169000000.0,6189000000.0,,2928000000.0,,1473000000.0,0.395,-8000000.0,,39000000,39000000.0,1061000000.0,1721000000.0,72000000.0,-20000000.0,39000000.0,-38000000.0,82000000.0,,,225000000.0,14000000.0,14000000.0,35000000.0,0.0,0.0,98734177.0,,1236000000.0,3793000000.0,4764000000.0,1011000000.0,116000000.0,89000000.0,,0.395,,,1425000000.0,101000000.0,442000000.0,,-6000000.0,0.0,349000000.0,454000000.0,,267000000.0,1836000000.0,98734177.0,,62000000.0,,1546000000.0,187000000,1167000000.0,23000000.0,,26000000.0,1000000.0,-88000000.0,-39000000.0,105000000,1927000000,-100000000.0,,2396000000.0,3384000000.0,39000000.0,-1838000000.0,,,,,
1994-12-31,1144000000.0,3000000.0,1267000000.0,6047000000.0,,2793000000.0,,1485000000.0,,-24000000.0,,-121000000,-121000000.0,1043000000.0,1633000000.0,16000000.0,-20000000.0,-121000000.0,-9000000.0,68000000.0,,,301000000.0,17000000.0,17000000.0,36000000.0,13000000.0,-9000000.0,,,1735000000.0,3616000000.0,4757000000.0,503000000.0,103000000.0,169000000.0,,,,,1290000000.0,0.0,396000000.0,,-8000000.0,0.0,517000000.0,395000000.0,,449000000.0,1964000000.0,,,-182000000.0,,1378000000.0,-54000000,1026000000.0,-61000000.0,,273000000.0,1000000.0,-36000000.0,-35000000.0,-122000000,1880000000,-250000000.0,,2431000000.0,3146000000.0,48000000.0,-1768000000.0,,,,,
1995-03-31,1254000000.0,-7000000.0,1253000000.0,6090000000.0,,2839000000.0,,1233000000.0,0.55,5000000.0,,54000000,54000000.0,1076000000.0,1566000000.0,19000000.0,-19000000.0,54000000.0,-33000000.0,66000000.0,,,221000000.0,10000000.0,10000000.0,34000000.0,146000000.0,0.0,98181818.0,,1802000000.0,3696000000.0,4764000000.0,522000000.0,12000000.0,186000000.0,,0.55,,,1326000000.0,17000000.0,451000000.0,,-1000000.0,0.0,267000000.0,384000000.0,,201000000.0,1925000000.0,98181818.0,,88000000.0,,1372000000.0,183000000,1061000000.0,34000000.0,,-31000000.0,1000000.0,-165000000.0,-45000000.0,117000000,1617000000,102000000.0,,2394000000.0,3160000000.0,191000000.0,-1788000000.0,,,,,
1995-06-30,1266000000.0,-7000000.0,1162000000.0,6045000000.0,,2764000000.0,,1285000000.0,0.795,-3000000.0,,79000000,79000000.0,987000000.0,1496000000.0,2000000.0,-20000000.0,79000000.0,-25000000.0,75000000.0,,,338000000.0,3000000.0,3000000.0,36000000.0,-44000000.0,0.0,99371069.0,,1422000000.0,3633000000.0,4659000000.0,881000000.0,104000000.0,172000000.0,,0.795,,,1386000000.0,0.0,395000000.0,,-6000000.0,0.0,307000000.0,474000000.0,,232000000.0,1895000000.0,99371069.0,,128000000.0,,1330000000.0,242000000,1120000000.0,49000000.0,,-21000000.0,1000000.0,36000000.0,-26000000.0,167000000,1759000000,-151000000.0,,2412000000.0,3126000000.0,-18000000.0,-1796000000.0,,,,,
