date,quarterlyDilutedEPS,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlySellingGeneralAndAdministration,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1989-03-31,0.64,,,,,,,,,,,,,,146774000.0,,,,790100000,,,,,,790100000,,,,,,,790100000,,,,,,,,,,,146774000.0,,,,,,,102700000,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,0.59,,,,,,,,,,,,,,146819000.0,,,,758400000,,,,,,758400000,,,,,,,758400000,,,,,,,,,,,146819000.0,,,,,,,96100000,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,0.89,,,,,,,,,,,,,,146837000.0,,,,861800000,,,,,,861800000,,,,,,,861800000,,,,,,,,,,,146837000.0,,,,,,,139500000,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,,,,,,,,,,,,,,,,,,,792700000,,,,,,792700000,,,,,,,792700000,,,,,,,,,,,,,,,,,,87600000,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-31,0.87,,,,,,,,,,,,,,146666667.0,,,,815600000,,,,,,815600000,,,,,,,815600000,,,,,,,,,,,146666667.0,,,,,,136500000.0,136500000,,,0.87,,,,127600000.0,,,,,,,,,,,,,,,,,,,,
1990-06-30,0.74,,,,,,,,,,,,,,147162162.0,,,,796300000,,,,,,796300000,,,,,,,796300000,,,,,,,,,,,147162162.0,,,,,,117800000.0,117800000,,,0.74,,,,108900000.0,,,,,,,,,,,,,,,,,,,,
1990-09-30,0.96,,,,,,,,,,,,,,146145833.0,,,,893400000,,,,,,893400000,,,,,,,893400000,,,,,,,,,,,146145833.0,,,,,,149100000.0,149100000,,,0.96,,,,140300000.0,,,,,,,,,,,,,,,,,,,,
1990-12-31,,,,,,,,,,,,,,,,,,,801500000,,,,,,801500000,,,,,,,801500000,,,,,,,,,,,,,,,,,111000000.0,111000000,,,,,,,102400000.0,,,,,,,,,,,,,,,,,,,,
1991-03-31,0.85,,,,,,,,,,,,,,146705882.0,,,,821400000,,,,,,821400000,,,,,,,821400000,,,,,,,,,,,146705882.0,,,,,,124700000.0,124700000,,,0.85,,,,124700000.0,,,,,,,,,,,,,,,,,,,,
1991-06-30,0.87,,,,,,,,,,,,,,146206897.0,,,,877400000,,,,,,877400000,,,,,,,877400000,,,,,,,,,,,146206897.0,,,,,,127200000.0,127200000,,,0.87,,,,127200000.0,,,,,,,,,,,,,,,,,,,,
1991-09-30,1.06,,,,,,,,,,,,,,146603774.0,,,,942800000,,,,,,942800000,,,,,,,942800000,,,,,,,,,,,146603774.0,,,,,,155400000.0,155400000,,,1.06,,,,155400000.0,,,,,,,,,,,,,,,,,,,,
1991-12-31,,,,,,,,,,,,,,,,,,,949900000,,,,,,949900000,,,,,,,949900000,,,,,,,,,,,,,,,,,127900000.0,127900000,,,,,,,127900000.0,,,,,,,,,,,,,,,,,,,,
1992-03-31,1.01,,,,,,,,,,,,,,146930693.0,,,,895800000,,,,,,895800000,,,,,,,895800000,,,,,,,,,,,146930693.0,,,,,,148400000.0,148400000,,,1.01,,,,148400000.0,,,,,,,,,,,,,,,,,,,,
1992-06-30,0.8,,,,,,,,,,,,,,147625000.0,,,,864900000,,,,,,864900000,,,,,,,864900000,,,,,,,,,,,147625000.0,,,,,,118100000.0,118100000,,,0.8,,,,118100000.0,,,,,,,,,,,,,,,,,,,,
1992-09-30,1.01,,,,,,,,,,,,,,146336634.0,,,,911500000,,,,,,911500000,,,,,,,911500000,,,,,,,,,,,146336634.0,,,,,,147800000.0,147800000,,,1.01,,,,147800000.0,,,,,,,,,,,,,,,,,,,,
1992-12-31,,,,,,,,,,,,,,,,,,,885800000,,,,,,885800000,,,,,,,885800000,,,,,,,,,,,,,,,,,143300000.0,143300000,,,,,,,143300000.0,,,,,,,,,,,,,,,,,,,,
1993-03-31,0.86,,,,,,,,,,,,,,147790698.0,,,,874800000,,,,,,874800000,,,,,,,874800000,,,,,,,,,,,147790698.0,,,,,,127100000.0,127100000,,,0.86,,,,127100000.0,,,,,,,,,,,,,,,,,,,,
1993-06-30,0.64,,,,,,,,,,,,,,148125000.0,,,,835200000,,,,,,835200000,,,,,,,835200000,,,,,,,,,,,148125000.0,,,,,,94800000.0,94800000,,,0.64,,,,94800000.0,,,,,,,,,,,,,,,,,,,,
1993-09-30,0.99,,,,,,,,,,,,,,147474747.0,,,,976200000,,,,,,976200000,,,,,,,976200000,,,,,,,,,,,147474747.0,,,,,,146000000.0,146000000,,,0.99,,,,146000000.0,,,,,,,,,,,,,,,,,,,,
1993-12-31,,,,,,,,,,,,,,,,,,,868900000,,,,,,868900000,,,,,,,868900000,,,,,,,,,,,,,,,,,123300000.0,123300000,,,,,,,123300000.0,,,,,,,,,,,,,,,,,,,,
1994-03-31,0.72,,,,,,,,,,,,,,146527778.0,,,,899600000,,,,,,899600000,,,,,,,899600000,,,,,,,,,,,146527778.0,,,,,,105500000.0,105500000,,,0.72,,,,105500000.0,,,,,,,,,,,,,,,,,,,,
1994-06-30,0.54,,,,,,,,,,,,,,147962963.0,,,,872700000,,,,,,872700000,,,,,,,872700000,,,,,,,,,,,147962963.0,,,,,,79900000.0,79900000,,,0.54,,,,79900000.0,,,,,,,,,,,,,,,,,,,,
1994-09-30,0.8,,,,,,,,,,,,,,146250000.0,,,,944400000,,,,,,944400000,,,,,,,944400000,,,,,,,,,,,146250000.0,,,,,,117000000.0,117000000,,,0.8,,,,117000000.0,,,,,,,,,,,,,,,,,,,,
1994-12-31,,,,,,,,,,,,,,,,,,,802600000,,,,,,802600000,,,,,,,802600000,,,,,,,,,,,,,,,,,87900000.0,87900000,,,,,,,87900000.0,,,,,,,,,,,,,,,,,,,,
1995-03-31,0.73,-4900000.0,76000000.0,-82000000.0,-47500000.0,,1500000.0,3737800000.0,8100000.0,,139100000.0,-12300000.0,399200000.0,675400000.0,145342466.0,,195600000.0,8881000000.0,423000000,1410600000.0,82100000.0,,146800000.0,-2900000.0,276200000,26300000.0,,-158100000.0,13527000000.0,902200000.0,738600000.0,880200000,107400000.0,-85200000.0,-4646000000.0,,333400000.0,3825300000.0,8500000.0,11142000000.0,28900000.0,347700000.0,145342466.0,,,204800000.0,,296900000.0,113500000.0,113500000,-5900000.0,,0.73,2371500000.0,-96000000.0,16600000.0,106100000.0,,,1828900000.0,,16600000.0,333400000.0,16600000.0,74700000.0,-100000.0,22200000.0,,10403400000.0,7404200000.0,105700000.0,,,,,,
1995-06-30,0.58,-22800000.0,35700000.0,-82000000.0,-47500000.0,,,3747300000.0,16600000.0,,139600000.0,-19100000.0,416700000.0,647700000.0,145172414.0,,156800000.0,8838500000.0,377400000,1420100000.0,65200000.0,,146400000.0,-78400000.0,231000000,13800000.0,,-82400000.0,13595000000.0,884400000.0,795100000.0,855900000,190500000.0,-94800000.0,-4756500000.0,6153700000.0,344900000.0,3806100000.0,-3900000.0,11124400000.0,37700000.0,317900000.0,145172414.0,,,208200000.0,,320700000.0,91600000.0,91600000,-1500000.0,,0.58,2378800000.0,-116000000.0,12700000.0,84200000.0,,,1828700000.0,,12700000.0,344900000.0,12700000.0,72600000.0,-400000.0,95700000.0,,10329300000.0,7377100000.0,123000000.0,,,,,,
1995-09-30,0.98,16200000.0,42800000.0,,-47500000.0,,,3764300000.0,12700000.0,,153000000.0,-22600000.0,473200000.0,787300000.0,144387755.0,,237000000.0,8831700000.0,461300000,1485300000.0,89000000.0,,147000000.0,-226100000.0,314100000,9300000.0,,45500000.0,13687600000.0,814400000.0,817200000.0,1032300000,358800000.0,-113100000.0,-4855900000.0,6205700000.0,193400000.0,3855700000.0,-400000.0,11119600000.0,41800000.0,386900000.0,144387755.0,,,245000000.0,,298100000.0,148000000.0,148000000,-3900000.0,,0.98,2374000000.0,-133100000.0,12300000.0,141500000.0,,,1779300000.0,,12300000.0,193400000.0,12300000.0,73300000.0,17600000.0,245700000.0,,10302400000.0,7355300000.0,134900000.0,,,,,,
1995-12-31,,-7300000.0,12900000.0,,,,-100000.0,3762900000.0,12300000.0,,165100000.0,-16500000.0,467600000.0,675600000.0,,,106400000.0,8822700000.0,355200000,1484900000.0,53500000.0,,147400000.0,-26300000.0,208000000,13100000.0,,2700000.0,13751000000.0,922200000.0,835500000.0,867100000,256200000.0,-160700000.0,-4928300000.0,6115500000.0,310500000.0,3756100000.0,52600000.0,11130600000.0,37700000.0,365500000.0,,,,191500000.0,,305600000.0,52900000.0,52900000,-100000.0,,,2383000000.0,-177300000.0,64900000.0,52900000.0,-52500000.0,,2278000000.0,,64900000.0,310500000.0,64900000.0,73600000.0,177800000.0,95500000.0,,10295100000.0,7367700000.0,1304400000.0,,,,,,
1996-03-31,0.75,18600000.0,78300000.0,-185000000.0,,,,3611600000.0,64900000.0,,164400000.0,-12600000.0,447800000.0,710300000.0,144533333.0,,184500000.0,8790500000.0,418900000,1515800000.0,76100000.0,,156300000.0,-121500000.0,262500000,17100000.0,,-5200000.0,13850200000.0,936700000.0,887800000.0,909500000,255800000.0,-115800000.0,-5059700000.0,,276200000.0,3921900000.0,200000.0,11146200000.0,43200000.0,418500000.0,144533333.0,,,199200000.0,,288200000.0,108400000.0,108400000,1400000.0,,0.75,2385100000.0,-134000000.0,65200000.0,108400000.0,-74700000.0,,2095800000.0,-5600000.0,65200000.0,276200000.0,65200000.0,72200000.0,-7900000.0,140000000.0,,10258400000.0,7534600000.0,1278400000.0,,,,,,
1996-06-30,0.54,-6400000.0,48400000.0,0.0,,,,3615100000.0,65200000.0,,162800000.0,-25300000.0,454900000.0,667100000.0,145000000.0,,136000000.0,8797800000.0,367200000,1519300000.0,57700000.0,,155100000.0,-49200000.0,212200000,11500000.0,,-70100000.0,13983300000.0,1064500000.0,859200000.0,871400000,188100000.0,-136200000.0,-5185500000.0,6091100000.0,476600000.0,3746900000.0,-23100000.0,11093300000.0,42400000.0,347500000.0,145000000.0,,,204300000.0,,294200000.0,78300000.0,78300000,-1700000.0,,0.54,2382600000.0,-162200000.0,42100000.0,78300000.0,-74800000.0,,2095800000.0,-700000.0,42100000.0,476600000.0,42100000.0,71600000.0,-2100000.0,51900000.0,,10234100000.0,7478200000.0,1250700000.0,,,,,,
1996-09-30,0.31,27600000.0,45500000.0,0.0,,,,3585300000.0,42100000.0,,139900000.0,-12500000.0,594300000.0,750700000.0,144838710.0,,82800000.0,8819700000.0,312800000,1489500000.0,37900000.0,,156400000.0,-141300000.0,156400000,-46900000.0,,16100000.0,14135400000.0,973600000.0,881400000.0,977300000,337900000.0,-145900000.0,-5315700000.0,6221300000.0,388000000.0,3775300000.0,37900000.0,11099000000.0,50400000.0,368100000.0,144838710.0,,,226600000.0,,265900000.0,44900000.0,44900000,1700000.0,,0.31,2323700000.0,-158600000.0,79900000.0,44900000.0,-74700000.0,,2095800000.0,-200000.0,79900000.0,388000000.0,79900000.0,72500000.0,0.0,192000000.0,,10217600000.0,7513700000.0,1217900000.0,,,,,,
1996-12-31,,2000000.0,9000000.0,0.0,,,,3588300000.0,79900000.0,,160800000.0,-27700000.0,466200000.0,671400000.0,,,128700000.0,8833100000.0,361700000,1492400000.0,51000000.0,,156400000.0,-161700000.0,205200000,20200000.0,,84900000.0,14200200000.0,902000000.0,810400000.0,887100000,296800000.0,-132600000.0,-5367100000.0,6209600000.0,298700000.0,3779300000.0,-26900000.0,11014900000.0,44000000.0,364900000.0,,,,215700000.0,,263900000.0,77700000.0,77700000,-1800000.0,,,2338700000.0,-162000000.0,53000000.0,77700000.0,-74700000.0,,2095800000.0,-1700000.0,53000000.0,298700000.0,53000000.0,71900000.0,-1000000.0,164200000.0,,10204500000.0,7426600000.0,1194400000.0,,,,,,
1997-03-31,0.49,3800000.0,79300000.0,,,,,3584000000.0,53000000.0,,149500000.0,-8900000.0,467300000.0,670100000.0,144897959.0,,125400000.0,8818800000.0,368400000,1488400000.0,54400000.0,,165700000.0,-119400000.0,202800000,-14000000.0,,-52300000.0,14305800000.0,933400000.0,909500000.0,868600000,234900000.0,-91400000.0,-5487000000.0,,292800000.0,3740700000.0,14200000.0,11053100000.0,86600000.0,413500000.0,144897959.0,,,198500000.0,,261000000.0,71000000.0,71000000,-3400000.0,,0.49,2325500000.0,-101200000.0,67300000.0,71000000.0,-74700000.0,,2095600000.0,-900000.0,67300000.0,292800000.0,67300000.0,71100000.0,-100000.0,143500000.0,,10143600000.0,7469100000.0,1169900000.0,,,,,,
1997-06-30,0.59,-29200000.0,41700000.0,,,,,3594000000.0,67300000.0,,124600000.0,-21100000.0,468500000.0,695500000.0,143898305.0,,148400000.0,8992600000.0,391800000,1498500000.0,63500000.0,,164700000.0,243500000.0,227000000,-8300000.0,,-74900000.0,15205100000.0,937900000.0,922600000.0,892400000,132000000.0,-335700000.0,-6212500000.0,6416500000.0,374600000.0,3969200000.0,13700000.0,11256400000.0,72300000.0,361100000.0,143898305.0,,,196900000.0,,290600000.0,84900000.0,84900000,-3400000.0,,0.59,2297500000.0,-361900000.0,80900000.0,84900000.0,-74800000.0,,2095500000.0,-5100000.0,80900000.0,374600000.0,80900000.0,72200000.0,0.0,-203700000.0,,10333800000.0,7662400000.0,1160400000.0,,,,,,
1997-09-30,0.91,15500000.0,46900000.0,,,,,3651200000.0,80900000.0,,132100000.0,-4100000.0,512300000.0,801700000.0,144945055.0,,207600000.0,8952700000.0,447100000,1555700000.0,75700000.0,,158000000.0,-186500000.0,289400000,8500000.0,,23800000.0,15307100000.0,866300000.0,928900000.0,1029700000,311900000.0,-108500000.0,-6354400000.0,6365500000.0,275400000.0,3945700000.0,11900000.0,11187600000.0,82000000.0,381200000.0,144945055.0,,,228000000.0,,274400000.0,131900000.0,131900000,-2900000.0,,0.91,2278900000.0,-113600000.0,92800000.0,131900000.0,-74700000.0,,2095500000.0,-1000000.0,92800000.0,275400000.0,92800000.0,75900000.0,0.0,203400000.0,,10258700000.0,7536400000.0,1129000000.0,,,,,,
1997-12-31,,-26100000.0,13000000.0,,,,,3706000000.0,92800000.0,,161000000.0,-39900000.0,478000000.0,759900000.0,,,192500000.0,8934000000.0,453700000,1611000000.0,63300000.0,,171600000.0,-156600000.0,281900000,,,61400000.0,15374000000.0,1017000000.0,935000000.0,973500000,327200000.0,-131400000.0,-6440000000.0,6199000000.0,315000000.0,3777000000.0,6200000.0,11223000000.0,383000000.0,463000000.0,,,,213600000.0,,303000000.0,129200000.0,129200000,-8200000.0,,,2284000000.0,-164300000.0,99000000.0,129200000.0,-74800000.0,,2095000000.0,,99000000.0,315000000.0,99000000.0,77900000.0,-5900000.0,195800000.0,,10288000000.0,7517000000.0,1354000000.0,,,,,,
1998-03-31,0.72,12000000.0,101000000.0,,,,,3735000000.0,99000000.0,,146000000.0,-223000000.0,504000000.0,737000000.0,144444444.0,,156000000.0,8907000000.0,398000000,1640000000.0,52000000.0,,165000000.0,133000000.0,233000000,,,-33000000.0,15509000000.0,1249000000.0,989000000.0,945000000,239000000.0,-125000000.0,-6602000000.0,,588000000.0,3757000000.0,24000000.0,11442000000.0,349000000.0,437000000.0,144444444.0,,,208000000.0,,292000000.0,104000000.0,104000000,0.0,,0.72,2250000000.0,-348000000.0,123000000.0,104000000.0,-75000000.0,,2095000000.0,,123000000.0,588000000.0,123000000.0,74000000.0,0.0,114000000.0,,10453000000.0,7707000000.0,1546000000.0,,,,,,
1998-06-30,0.69,-42000000.0,181000000.0,,,,,3661000000.0,123000000.0,,194000000.0,-29000000.0,531000000.0,779000000.0,146376812.0,,162000000.0,8897000000.0,410000000,1662000000.0,61000000.0,,162000000.0,-105000000.0,248000000,,,-36000000.0,15625000000.0,1460000000.0,1178000000.0,1064000000,221000000.0,-116000000.0,-6728000000.0,6180000000.0,594000000.0,3835000000.0,-29000000.0,11595000000.0,401000000.0,596000000.0,146376812.0,,,285000000.0,,335000000.0,101000000.0,101000000,-5000000.0,,0.69,2224000000.0,-145000000.0,94000000.0,101000000.0,-74000000.0,,1999000000.0,,94000000.0,594000000.0,94000000.0,79000000.0,-98000000.0,105000000.0,,10417000000.0,7934000000.0,1520000000.0,,,,,,
1998-09-30,0.91,-6000000.0,57000000.0,0.0,,,,3719000000.0,94000000.0,,284000000.0,13000000.0,574000000.0,840000000.0,145054945.0,,178000000.0,9153000000.0,435000000,1720000000.0,46000000.0,,169000000.0,183000000.0,266000000,,,39000000.0,15994000000.0,1482000000.0,1187000000.0,1199000000,282000000.0,-391000000.0,-6841000000.0,6321000000.0,682000000.0,3998000000.0,87000000.0,11812000000.0,453000000.0,440000000.0,145054945.0,,,359000000.0,,340000000.0,132000000.0,132000000,-4000000.0,,0.91,2229000000.0,-378000000.0,181000000.0,132000000.0,-75000000.0,,1999000000.0,,181000000.0,682000000.0,181000000.0,83000000.0,1000000.0,-109000000.0,,10625000000.0,8093000000.0,1472000000.0,,,,,,
1998-12-31,,-4000000.0,160000000.0,-50000000.0,,,,3698000000.0,181000000.0,,239000000.0,-243000000.0,612000000.0,802000000.0,,,101000000.0,6943000000.0,355000000,1747000000.0,-5000000.0,,165000000.0,43000000.0,190000000,,,-81000000.0,12178000000.0,1392000000.0,1232000000.0,1013000000,126000000.0,77000000.0,-5235000000.0,6704000000.0,643000000.0,4197000000.0,3000000.0,12088000000.0,451000000.0,435000000.0,,,,211000000.0,,338000000.0,106000000.0,106000000,-6000000.0,,,1888000000.0,-166000000.0,130000000.0,106000000.0,-75000000.0,,1951000000.0,,130000000.0,643000000.0,130000000.0,83000000.0,3000000.0,203000000.0,,10856000000.0,8390000000.0,3913000000.0,,,,,,
1999-03-31,0.79,25000000.0,268000000.0,,,,,3736000000.0,130000000.0,,187000000.0,-20000000.0,578000000.0,793000000.0,145057000.0,,129000000.0,6989000000.0,397000000,1786000000.0,14000000.0,,,-63000000.0,215000000,,,-189000000.0,12325000000.0,1524000000.0,1204000000.0,1024000000,156000000.0,-162000000.0,-5336000000.0,,870000000.0,3984000000.0,-89000000.0,12053000000.0,439000000.0,392000000.0,145170000.0,,,231000000.0,,313000000.0,115000000.0,115000000,-3000000.0,,0.79,1846000000.0,-182000000.0,41000000.0,115000000.0,-75000000.0,,1950000000.0,,41000000.0,870000000.0,41000000.0,83000000.0,0.0,-6000000.0,,10849000000.0,8317000000.0,3860000000.0,,,,,,
