date,quarterlyInventory,annualChangeInInventory,quarterlyNetPPE,quarterlyOtherIncomeExpense,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyCurrentDebt,annualInventory,annualCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingChangeInInventory,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalStock,annualPurchaseOfBusiness,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyBasicAverageShares,trailingOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualNetPPE,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualGrossProfit,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualEbitda,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,trailingCashDividendsPaid,trailingPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyTotalNonCurrentAssets,annualGoodwill,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualNetOtherInvestingChanges,trailingInterestExpense,annualGrossPPE,annualOtherCurrentLiabilities,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualPretaxIncome,quarterlyFreeCashFlow,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,quarterlyTotalAssets,annualInterestExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,trailingGrossProfit,annualAccountsPayable,trailingInvestingCashFlow,quarterlySaleOfInvestment,annualInvestingCashFlow,annualCapitalExpenditure,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingPurchaseOfInvestment,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,trailingCapitalExpenditure,quarterlyAccountsPayable,annualOperatingIncome,trailingRepaymentOfDebt,annualEndCashPosition,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualCurrentAccruedExpenses,quarterlyEbitda,annualCashAndCashEquivalents,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualCostOfRevenue,annualNetIncomeContinuousOperations,annualTotalRevenue,trailingChangeInAccountPayable,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualCurrentDebt,annualDilutedAverageShares,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyCurrentAssets,annualCommonStockIssuance,annualOperatingExpense,annualOtherNonCurrentAssets,quarterlyCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyIncomeTaxPayable,annualOtherShortTermInvestments,annualTotalLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualDeferredIncomeTax,annualBasicAverageShares,annualAccumulatedDepreciation,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,trailingCostOfRevenue,quarterlyOperatingIncome,annualChangeInWorkingCapital,quarterlyDilutedEPS,trailingNetIncomeContinuousOperations,annualDilutedEPS,quarterlyOtherNonCashItems,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOperatingExpense,quarterlyRetainedEarnings,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,trailingNetIncome,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedAverageShares,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyStockholdersEquity,annualAccountsReceivable,annualBeginningCashPosition,quarterlyLongTermDebt,annualNetIncome,quarterlyChangeInInventory,annualCashDividendsPaid,annualSellingGeneralAndAdministration,annualFreeCashFlow,trailingSaleOfInvestment,annualTotalNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualStockholdersEquity,annualBasicEPS,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingEndCashPosition,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingBasicEPS,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingDilutedEPS,trailingRepurchaseOfCapitalStock,trailingBasicAverageShares,trailingDepreciationAndAmortization,annualStockBasedCompensation
2002-03-31,42826000000.0,,244295000000.0,-49000000.0,,,37737000000.0,,,,,,999000000.0,,,669000000.0,,,,0.000905,3100000000.0,117660044150.0,,9614000000.0,10341000000.0,,,,,,,,,,,10414000000.0,,11098000000.0,,,,,,,35000000.0,105000000.0,258764000000.0,,,,,,,,,,,,,,,,,364395000000.0,,6034000000.0,4055000000.0,,,,,,,,,,,20983000000.0,,,20983000000.0,86702000000.0,,16808000000.0,,,,,,,,63161000000.0,,,1104000000.0,,,,,,,,,201729000000.0,,,,102000000.0,,,11494000000.0,105631000000.0,,,,,,244295000000.0,,132749000000.0,,,,,,,,,,,,,1153000000.0,,0.000905,,,,,0.0,,,,10108000000.0,,,,,,11069000000.0,,847000000.0,51667000000.0,117660044150.0,,,,139141000000.0,,,67319000000.0,,,,,,,,102000000.0,70000000.0,992000000.0,6654000000.0,,,,,,35636000000.0,,68980000000.0,,,,,,,,,,,,,,,,,
2002-06-30,46874000000.0,,246675000000.0,-194000000.0,,,31808000000.0,,,-180751874400.0,,,1355000000.0,,,688000000.0,,,,,3075000000.0,112713120000.0,,10128000000.0,11829000000.0,,,,,,,,,,,10749000000.0,,10018000000.0,,,,,,,2139000000.0,7012000000.0,261328000000.0,,,,,,,,,,,,,,,,,371665000000.0,,6934000000.0,3904000000.0,,,,,,,,,,,21210000000.0,,,21210000000.0,86702000000.0,,17655000000.0,,,,,,,,77965000000.0,,,8367000000.0,,,,,,,,,205938000000.0,,,,4402000000.0,,,20260000000.0,110337000000.0,,,,,,246675000000.0,,134081000000.0,,,,,,,,,,,,,8431000000.0,,,,,,,0.0,,,,11876000000.0,,,,,,13265000000.0,,1559000000.0,57705000000.0,112713120000.0,,,,141809000000.0,,,70468000000.0,,,,,,,,4402000000.0,4873000000.0,701000000.0,7831000000.0,,,,,,38655000000.0,,71857000000.0,,,,,,,,,,,,,,,,,
2002-09-30,42450000000.0,,248886000000.0,259000000.0,,,35013000000.0,,,,,,1255000000.0,,,659000000.0,,,,,4107000000.0,100979580574.0,,10567000000.0,11697000000.0,,,,,,,,,,,11018000000.0,,8835000000.0,,,,,,,2325000000.0,7224000000.0,263714000000.0,,,,,,,,,,,,,,,,,367387000000.0,,6934000000.0,3810000000.0,,,,,,,,,,,19232000000.0,,,19232000000.0,86702000000.0,,17540000000.0,,,,,,,,85908000000.0,,,8479000000.0,,,,,,,,,197218000000.0,,,,4551000000.0,,,20047000000.0,103673000000.0,,,,,,248886000000.0,,128075000000.0,,,,,,,,,,,,,8350000000.0,,,,,,,0.0,,,,16427000000.0,,,,,,13200000000.0,,1060000000.0,65861000000.0,100979580574.0,,,,146360000000.0,,,67830000000.0,,,,,,,,4551000000.0,4899000000.0,654000000.0,7556000000.0,,,,,,37425000000.0,,69143000000.0,,,,,,,,,,,,,,,,,
2002-12-31,44932000000.0,482000000.0,253923000000.0,-1086000000.0,-20155000000.0,26613000000.0,26979000000.0,44932000000.0,121125000000.0,-190569679680.0,,,791000000.0,,,474000000.0,,86702000000.0,,,3767000000.0,,,11025000000.0,12880000000.0,,,4062000000.0,,253923000000.0,428000000.0,474000000.0,18712000000.0,,60069000000.0,11382000000.0,73891000000.0,8573000000.0,,53025000000.0,,,,,2310000000.0,7671000000.0,269367000000.0,,,,1171000000.0,,253923000000.0,8573000000.0,,-3324000000.0,944000000.0,-2357000000.0,-258343000000.0,22012000000.0,,,,368375000000.0,4400000000.0,15858000000.0,4062000000.0,-1070000000.0,,,,19212000000.0,,,-43245000000.0,-43066000000.0,,18712000000.0,,,18712000000.0,86702000000.0,,19212000000.0,27144000000.0,,17699000000.0,,,6809000000.0,-225000000.0,98039000000.0,,561000000.0,8462000000.0,18712000000.0,,,251182000000.0,15203000000.0,325073000000.0,,3767000000.0,197751000000.0,,26979000000.0,112712599999.0,5066000000.0,,11025000000.0,22090000000.0,99008000000.0,230000000.0,46747000000.0,11382000000.0,,15858000000.0,253923000000.0,,121125000000.0,,,0.0,197751000000.0,,198000000.0,112712599999.0,-190569679680.0,8618000000.0,76626000000.0,99008000000.0,,9210000000.0,11630000000.0,,,0.125283,,,0.0,,,,7367000000.0,,2530000000.0,7367000000.0,,,10670000000.0,368375000000.0,561000000.0,75949000000.0,,14121000000.0,,,146515000000.0,10670000000.0,21023000000.0,75208000000.0,14121000000.0,,-14262000000.0,30532000000.0,17003000000.0,,269367000000.0,5066000000.0,5361000000.0,944000000.0,8491000000.0,75208000000.0,146515000000.0,0.125283,6077000000.0,32171000000.0,32171000000.0,,76626000000.0,,,,,,,,,,,,,,,,,
2003-03-31,46165000000.0,,256292000000.0,-168000000.0,,,22757000000.0,,,,-8960000000.0,,1168000000.0,,,487000000.0,-776000000.0,,,0.051573,3441000000.0,115866445916.0,,10934000000.0,12035000000.0,,142000000.0,,,,,,,13605000000.0,,11777000000.0,,7262000000.0,3445000000.0,,,142000000.0,,,2788000000.0,9089000000.0,272128000000.0,,,-4334000000.0,,,,,,,,,,,4645000000.0,,,380330000000.0,,15858000000.0,4059000000.0,,,6849000000.0,,,,5000000.0,,,,22282000000.0,,17699000000.0,22282000000.0,86702000000.0,,22218000000.0,,,,-9384000000.0,21144000000.0,,,98638000000.0,,,17106000000.0,,,-503000000.0,,,,,,203265000000.0,4964000000.0,,,5813000000.0,,,22460000000.0,108202000000.0,,,,-1208000000.0,,256292000000.0,,120785000000.0,,,,,,,,,,,,,10425000000.0,,0.051573,,,1523000000.0,,0.0,-603000000.0,-473000000.0,,13180000000.0,,,,-63000000.0,,13656000000.0,,909000000.0,76178000000.0,115866445916.0,,,,152328000000.0,,,81009000000.0,,-1233000000.0,,,,,,5813000000.0,6301000000.0,984000000.0,7663000000.0,,,,,,35713000000.0,-62550000000.0,82480000000.0,,,,,,,,,,,,,,,,,
2003-06-30,44803000000.0,,259901000000.0,-195000000.0,,,22532000000.0,,,-202135866700.0,-9912000000.0,,1184000000.0,,,379000000.0,-5916000000.0,,,,3839000000.0,112713120000.0,,10836000000.0,13228000000.0,,853000000.0,,,,,,,16377000000.0,,11525000000.0,,8795000000.0,-1675000000.0,,,-130000000.0,,,1974000000.0,6197000000.0,275429000000.0,,,1263000000.0,,,,,,,,,,,6465000000.0,,,380114000000.0,,17812000000.0,3945000000.0,,,6846000000.0,,,,321000000.0,,,,21844000000.0,,21144000000.0,21844000000.0,86702000000.0,,17022000000.0,,,,-12136000000.0,19469000000.0,,,96787000000.0,,,14227000000.0,,,414000000.0,,,,,,199309000000.0,-211000000.0,,,3952000000.0,,,20662000000.0,104685000000.0,,,,-6427000000.0,,259901000000.0,,117291000000.0,,,,,,,,,,,,,7434000000.0,,,,,2315000000.0,,0.0,2352000000.0,46000000.0,,15178000000.0,,,,-3101000000.0,,11728000000.0,,1633000000.0,76125000000.0,112713120000.0,,,,156280000000.0,,,80519000000.0,,1300000000.0,,,,,,3952000000.0,4223000000.0,1120000000.0,8675000000.0,,,,,,32141000000.0,-40092000000.0,82018000000.0,,,,,,,,,,,,,,,,,
2003-09-30,41275000000.0,,260749000000.0,-2508000000.0,,,18438000000.0,,,,-8260000000.0,,1151000000.0,,,347000000.0,-10066000000.0,,,0.044706,4815000000.0,103003784295.0,,11383000000.0,12582000000.0,,-1274000000.0,,,,,,,15987000000.0,,11926000000.0,,10246000000.0,-2808000000.0,,,7000000.0,,,2233000000.0,7911000000.0,276752000000.0,,,-1220000000.0,,,,,,,,,,,7727000000.0,,,374676000000.0,,17812000000.0,4001000000.0,,,6684000000.0,,,,120000000.0,,,,18630000000.0,,19469000000.0,18630000000.0,86702000000.0,,18308000000.0,,,,-8729000000.0,16661000000.0,,,106058000000.0,,,15746000000.0,,,-379000000.0,,,,,,190701000000.0,-2024000000.0,,,5039000000.0,,,24152000000.0,97924000000.0,,,,-3607000000.0,,260749000000.0,,112396000000.0,,,,,,,,,,,,,11570000000.0,,0.044706,,,1749000000.0,,0.0,263000000.0,114000000.0,,17616000000.0,,,,-277000000.0,,10495000000.0,,978000000.0,81906000000.0,103003784295.0,,,,158718000000.0,,,76993000000.0,,3507000000.0,,,,,,5039000000.0,5678000000.0,965000000.0,7958000000.0,,,,,,33788000000.0,-48013000000.0,78305000000.0,,,,,,,,,,,,,,,,,
2003-12-31,44915000000.0,676000000.0,275732000000.0,-2933000000.0,-17371000000.0,27671000000.0,20904000000.0,44915000000.0,120792000000.0,-215976933500.0,-16834000000.0,,763000000.0,,,289000000.0,-613000000.0,86702000000.0,,,5908000000.0,,,11150000000.0,17460000000.0,,1949000000.0,4564000000.0,,275732000000.0,549000000.0,289000000.0,17405000000.0,18479000000.0,64448000000.0,12902000000.0,94943000000.0,8175000000.0,-1440000000.0,61834000000.0,,561000000.0,,,2366000000.0,6818000000.0,293295000000.0,,,3425000000.0,-4978000000.0,,275732000000.0,8175000000.0,,-2478000000.0,888000000.0,-1545000000.0,-235175000000.0,30015000000.0,1645000000.0,,,390213000000.0,4148000000.0,19417000000.0,4564000000.0,-5780000000.0,,7292000000.0,,22704000000.0,,103000000.0,-49560000000.0,-43966000000.0,,17405000000.0,,16661000000.0,17405000000.0,86702000000.0,,22704000000.0,39638000000.0,,15221000000.0,-19311000000.0,15221000000.0,9361000000.0,1670000000.0,116564000000.0,,303000000.0,14873000000.0,17405000000.0,,-1077000000.0,323104000000.0,20411000000.0,418047000000.0,,5908000000.0,201190000000.0,2156000000.0,20904000000.0,113031403546.0,4207000000.0,,11150000000.0,27669000000.0,96918000000.0,580000000.0,55305000000.0,12902000000.0,-1278000000.0,19417000000.0,275732000000.0,,120792000000.0,,,2185431600.0,201190000000.0,,-1580000000.0,112712600000.0,-215976933500.0,4885000000.0,80398000000.0,96918000000.0,,10209000000.0,4695000000.0,,,0.168667,2500000000.0,,2185431600.0,2683000000.0,-1267000000.0,,19975000000.0,,-866000000.0,19975000000.0,-1537000000.0,,9284000000.0,390213000000.0,303000000.0,88895000000.0,,19011000000.0,,,162946000000.0,9284000000.0,17699000000.0,79221000000.0,19011000000.0,-2898000000.0,-12520000000.0,35801000000.0,20482000000.0,,293295000000.0,4207000000.0,4209000000.0,888000000.0,11505000000.0,79221000000.0,162946000000.0,0.168667,8087000000.0,30694000000.0,30694000000.0,-84520000000.0,80398000000.0,,,,,,,,,,,,,,,,,
2004-03-31,47671000000.0,,280472000000.0,-1377000000.0,,,21624000000.0,,,,-11458000000.0,,1162000000.0,,,275000000.0,5771000000.0,,,0.06592,5408000000.0,110561171140.0,,11429000000.0,14557000000.0,,1567000000.0,,,,,,,11208000000.0,,13726000000.0,,7264000000.0,3113000000.0,,,36000000.0,,,3456000000.0,11960000000.0,298827000000.0,,,-5676000000.0,,,,,,,,,,,-250000000.0,,,406900000000.0,,19350000000.0,4504000000.0,,,7047000000.0,,,,33000000.0,,,,20367000000.0,,15221000000.0,20367000000.0,86702000000.0,,23133000000.0,,,,-13866000000.0,18334000000.0,,,123639000000.0,,,20169000000.0,,,-264000000.0,,,,,,209337000000.0,2783000000.0,,,7430000000.0,,,29056000000.0,108073000000.0,,,,-1176000000.0,,280472000000.0,,121748000000.0,,,,,,,,,,,,,14499000000.0,,0.06592,,,1803000000.0,,0.0,-6568000000.0,-559000000.0,,27405000000.0,,,,-2203000000.0,,11714000000.0,,985000000.0,94583000000.0,110561171140.0,,,,170309000000.0,,,86388000000.0,,-3675000000.0,,,,,,7430000000.0,8437000000.0,926000000.0,9268000000.0,,,,,,34332000000.0,-57534000000.0,87589000000.0,,,,,,,,,,,,,,,,,
2004-06-30,58990000000.0,,285543000000.0,-2864000000.0,,,26445000000.0,,,-229818000300.0,-14966000000.0,,1115000000.0,,,238000000.0,4088000000.0,,,,5610000000.0,112713120000.0,,12106000000.0,15223000000.0,,5000000.0,,,,,,,10486000000.0,,15221000000.0,,10895000000.0,-4061000000.0,,513245300.0,56000000.0,,,3698000000.0,12138000000.0,305863000000.0,,,-1005000000.0,,,,,,,,,,,-4480000000.0,,,422925000000.0,,21918000000.0,4526000000.0,,,7989000000.0,,,,220000000.0,,,,17028000000.0,,18334000000.0,17028000000.0,86702000000.0,,26277000000.0,,,,-18634000000.0,14273000000.0,,,142686000000.0,,,21242000000.0,,,-655000000.0,,,,,,222739000000.0,1889000000.0,,,7609000000.0,,,31171000000.0,117062000000.0,,,,-3527000000.0,,285543000000.0,,136314000000.0,,,,,,,,,,,,,15948000000.0,,,,,4002000000.0,,0.0,-10094000000.0,-855000000.0,,26804000000.0,,,,-3394000000.0,,13621000000.0,,2151000000.0,111515000000.0,112713120000.0,,,,172276000000.0,,,85538000000.0,,-10978000000.0,,,,,,7609000000.0,8000000000.0,649000000.0,10261000000.0,,,,,,33796000000.0,-93304000000.0,86425000000.0,,,,,,,,,,,,,,,,,
2004-09-30,58287000000.0,,292351000000.0,-3525000000.0,,,24482000000.0,,,,-17357000000.0,,1067000000.0,,,223000000.0,-2463000000.0,,,0.079875,8086000000.0,112713120000.0,,12534000000.0,15984000000.0,,759000000.0,,,,,,,23543000000.0,,16583000000.0,,9636000000.0,1115000000.0,,,55000000.0,,,4162000000.0,14588000000.0,314478000000.0,,,464000000.0,,,,,,,,,,,6186000000.0,,,430304000000.0,,21942000000.0,4601000000.0,,,7385000000.0,,,,30000000.0,,,,17324000000.0,,14273000000.0,17324000000.0,86702000000.0,,24516000000.0,,,,-19966000000.0,15388000000.0,,,152120000000.0,,,23040000000.0,,,-232000000.0,,,,,,222777000000.0,750000000.0,,,9003000000.0,,,35164000000.0,115826000000.0,,,,-5367000000.0,,292351000000.0,,130237000000.0,,,,,,,,,,,,,19180000000.0,,0.079875,,,3161000000.0,,0.0,1811000000.0,-949000000.0,,32339000000.0,,,,-2454000000.0,,11816000000.0,,1895000000.0,116956000000.0,112713120000.0,,,,177835000000.0,,,91600000000.0,,597000000.0,,,,,,9003000000.0,10450000000.0,717000000.0,10133000000.0,,,,,,32187000000.0,-51088000000.0,92540000000.0,,,,,,,,,,,,,,,,,
2004-12-31,63918000000.0,-16927000000.0,316542000000.0,-1746000000.0,7158000000.0,31242000000.0,26723000000.0,63918000000.0,143910000000.0,-257524968350.0,-22912000000.0,,1421000000.0,,,198000000.0,-238000000.0,86702000000.0,,,8605000000.0,,,13409000000.0,19479000000.0,,916000000.0,5345000000.0,,316542000000.0,508000000.0,198000000.0,18280000000.0,24902000000.0,70139000000.0,17575000000.0,132527000000.0,14298000000.0,993000000.0,89359000000.0,,861000000.0,,,4744000000.0,14849000000.0,343025000000.0,,,1972000000.0,-9043000000.0,,316542000000.0,14298000000.0,,1160000000.0,820000000.0,-1225000000.0,-377855000000.0,53535000000.0,1990000000.0,,,460081000000.0,4582000000.0,25403000000.0,5345000000.0,-9526000000.0,,8821000000.0,,23792000000.0,,225000000.0,-76138000000.0,-66693000000.0,,18280000000.0,,15388000000.0,18280000000.0,86702000000.0,,23792000000.0,67284000000.0,,16381000000.0,-23672000000.0,16381000000.0,16060000000.0,3247000000.0,173289000000.0,,652000000.0,25091000000.0,18280000000.0,,-74000000.0,459207000000.0,37005000000.0,591734000000.0,,8605000000.0,242515000000.0,1489000000.0,26723000000.0,112712600000.0,8233000000.0,,13409000000.0,37136000000.0,117056000000.0,1008000000.0,65243000000.0,17575000000.0,-3468000000.0,25403000000.0,316542000000.0,,143910000000.0,,,0.0,242515000000.0,,-2439000000.0,112712600000.0,-257524968350.0,6911000000.0,98605000000.0,117056000000.0,,17657000000.0,-14261000000.0,,,0.286346,3490000000.0,,0.0,590000000.0,-76000000.0,,37124000000.0,,-4245000000.0,37124000000.0,-992000000.0,,9756000000.0,460081000000.0,652000000.0,136153000000.0,,32275000000.0,,,186350000000.0,9756000000.0,15221000000.0,97587000000.0,32275000000.0,-2871000000.0,-13538000000.0,42644000000.0,3446000000.0,,343025000000.0,8233000000.0,10118000000.0,820000000.0,12982000000.0,97587000000.0,186350000000.0,0.286346,12456000000.0,30030000000.0,30030000000.0,-175929000000.0,98605000000.0,,,,,,,,,,,,,,,,,
2005-03-31,64416000000.0,,327315000000.0,-194000000.0,,,26267000000.0,,,,-11727000000.0,,1372000000.0,,,188000000.0,2734000000.0,,,0.079884,8977000000.0,111078318457.0,,10814000000.0,16513000000.0,,3012000000.0,,,,,,,14854000000.0,,15785000000.0,,14634000000.0,1784000000.0,,,171000000.0,,,4629000000.0,15094000000.0,352756000000.0,,,-9032000000.0,,,,,,,,,,,3127000000.0,,,481785000000.0,,25466000000.0,6075000000.0,,,7678000000.0,,,,33000000.0,,,,19884000000.0,,16381000000.0,19884000000.0,86702000000.0,,29826000000.0,,,,-15806000000.0,18165000000.0,,,169360000000.0,,,24144000000.0,,,-812000000.0,,,,,,253583000000.0,5252000000.0,,,9004000000.0,,,33173000000.0,129029000000.0,,,,-1633000000.0,,327315000000.0,,146508000000.0,,,,,,,,,,,,,16660000000.0,,0.079884,,,1825000000.0,,0.0,-4309000000.0,-815000000.0,,46128000000.0,,,,-3300000000.0,,15090000000.0,,1308000000.0,136187000000.0,111078318457.0,,,,195417000000.0,,,105975000000.0,,-529000000.0,,,,,,9004000000.0,10528000000.0,912000000.0,10936000000.0,,,,,,37259000000.0,-110626000000.0,107075000000.0,,,,,,,,,,,,,,,,,
2005-06-30,78467000000.0,,332496000000.0,-1413000000.0,,,34419000000.0,,,-272524976150.0,-14612000000.0,,1759000000.0,,,3000000.0,4627000000.0,,,,9189000000.0,112713170700.0,,10549000000.0,16005000000.0,,-1351000000.0,,,,,,,10190000000.0,,15267000000.0,,7245000000.0,-4549000000.0,,364238600.0,-85000000.0,,,4539000000.0,14332000000.0,357671000000.0,,,2433000000.0,,,,,,,,,,,-4422000000.0,,,492986000000.0,,29124000000.0,6125000000.0,,,7734000000.0,,,,392000000.0,,,,15322000000.0,,18165000000.0,15322000000.0,86702000000.0,,34152000000.0,,,,-19364000000.0,13616000000.0,,,190335000000.0,,,23825000000.0,,,106000000.0,,,,,,266241000000.0,1356000000.0,,,9040000000.0,,,33341000000.0,135315000000.0,,,,-3368000000.0,,332496000000.0,,151747000000.0,,,,,,,,,,,,,17336000000.0,,,,,2854000000.0,,0.0,-10708000000.0,68000000.0,,44624000000.0,,,,-5451000000.0,,15247000000.0,,2395000000.0,156994000000.0,112713170700.0,,,,197571000000.0,,,113599000000.0,,-14497000000.0,,,,,,9040000000.0,9843000000.0,892000000.0,10023000000.0,,,,,,35285000000.0,-171178000000.0,114494000000.0,,,,,,,,,,,,,,,,,
2005-09-30,75283000000.0,,337904000000.0,-461000000.0,,,33195000000.0,,,,-12402000000.0,,1064000000.0,,,3000000.0,-6885000000.0,,,0.074809,12965000000.0,115124719546.0,,11917000000.0,17443000000.0,,1830000000.0,,,,,,,22201000000.0,,17376000000.0,,6146000000.0,1612000000.0,,,43000000.0,,,3759000000.0,12500000000.0,365249000000.0,,,-2398000000.0,,,,,,,,,,,9799000000.0,,,500696000000.0,,29171000000.0,5721000000.0,,,7850000000.0,,,,44000000.0,,,,16567000000.0,,13616000000.0,16567000000.0,86702000000.0,,32957000000.0,,,,-13689000000.0,16381000000.0,,,217901000000.0,,,21414000000.0,,,-1241000000.0,,,,,,268967000000.0,3520000000.0,,,8432000000.0,,,31468000000.0,135447000000.0,,,,-8124000000.0,,337904000000.0,,151863000000.0,,,,,,,,,,,,,14025000000.0,,0.074809,,,2060000000.0,,0.0,4425000000.0,-741000000.0,,49588000000.0,,,,-221000000.0,,15551000000.0,,1645000000.0,186433000000.0,115124719546.0,,,,202582000000.0,,,116164000000.0,,3303000000.0,,,,,,8432000000.0,8788000000.0,937000000.0,11709000000.0,,,,,,36109000000.0,-146832000000.0,117104000000.0,,,,,,,,,,,,,,,,,
2005-12-31,88936000000.0,-25078000000.0,349248000000.0,7722000000.0,-11893000000.0,31831000000.0,26045000000.0,88936000000.0,167792000000.0,-280085862000.0,-26290000000.0,,2649000000.0,,,5901728500.0,-12369000000.0,86702000000.0,,,14086000000.0,,,14146000000.0,19622000000.0,,592000000.0,5924000000.0,,349248000000.0,2547000000.0,5901728500.0,14747000000.0,37718000000.0,84963000000.0,19847000000.0,131705000000.0,15198000000.0,-1483000000.0,99878000000.0,,0.0,,,5976000000.0,19556000000.0,378676000000.0,,,6741000000.0,-9540000000.0,,349248000000.0,15198000000.0,,-2636000000.0,782000000.0,-4170000000.0,-557432000000.0,61482000000.0,11428000000.0,,,520572000000.0,6565000000.0,33434000000.0,5924000000.0,5543000000.0,,8569000000.0,,52967000000.0,,2078000000.0,-75684000000.0,-65031000000.0,,14747000000.0,,16381000000.0,14747000000.0,86702000000.0,,52967000000.0,62122000000.0,,13745000000.0,-26825000000.0,13745000000.0,18903000000.0,4083000000.0,222358000000.0,,512000000.0,30774000000.0,14747000000.0,,-2223000000.0,668249000000.0,42698000000.0,799954000000.0,,14086000000.0,275566000000.0,18175000000.0,26045000000.0,112712599999.0,13082000000.0,,14146000000.0,33723000000.0,141896000000.0,129000000.0,69583000000.0,19847000000.0,-5851000000.0,33434000000.0,349248000000.0,,167792000000.0,,,0.0,275566000000.0,,-1733000000.0,112712599999.0,-280085862000.0,28303000000.0,107774000000.0,141896000000.0,,14101000000.0,969000000.0,,,0.350962,378000000.0,,0.0,11561000000.0,-245000000.0,,58366000000.0,,-2256000000.0,58366000000.0,-568000000.0,,14532000000.0,520572000000.0,512000000.0,188635000000.0,,39558000000.0,,,215623000000.0,14532000000.0,16381000000.0,106992000000.0,39558000000.0,-13355000000.0,-18976000000.0,46020000000.0,19932000000.0,,378676000000.0,13082000000.0,13539000000.0,782000000.0,13352000000.0,106992000000.0,215623000000.0,0.350962,7117000000.0,33162000000.0,33162000000.0,-128796000000.0,107774000000.0,,,,,,,,,,,,,,,,,
