date,trailingCashDividendsPaid,annualNetIncome,trailingPretaxIncome,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,annualCashDividendsPaid,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfInvestment,annualAccountsReceivable,annualLongTermDebt,quarterlyLongTermDebt,trailingInvestingCashFlow,quarterlyBasicAverageShares,quarterlyTotalNonCurrentAssets,annualGoodwill,quarterlyAccountsReceivable,annualIncomeTaxPayable,annualSaleOfInvestment,annualPretaxIncome,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,quarterlyGoodwill,annualInvestingCashFlow,quarterlyNetIncome,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualTotalAssets,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDilutedEPS,annualAccountsPayable,trailingOtherIncomeExpense,annualOperatingCashFlow,annualCurrentLiabilities,quarterlyCurrentDebt,trailingOperatingIncome,quarterlyOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualChangeInAccountPayable,quarterlyEndCashPosition,annualCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,quarterlyInvestingCashFlow,trailingEndCashPosition,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,annualEbitda,annualOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,annualCurrentAssets,annualBeginningCashPosition,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualBasicAverageShares,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualOtherIncomeExpense,annualOtherCurrentLiabilities,trailingGrossProfit,annualBasicEPS,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,annualTaxProvision,annualCurrentDebt,quarterlyRepaymentOfDebt,annualInventory,quarterlyTaxProvision,quarterlyAccumulatedDepreciation,trailingCostOfRevenue,quarterlyNetPPE,annualCapitalStock,annualCostOfRevenue,annualTotalRevenue,annualOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyBasicEPS,trailingDepreciationAndAmortization,annualGrossProfit,annualStockBasedCompensation,trailingTaxProvision,annualFreeCashFlow,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,trailingPurchaseOfBusiness,annualAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,annualOperatingExpense,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyRetainedEarnings,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingOperatingExpense,annualDilutedEPS,quarterlyCapitalExpenditure,annualDilutedAverageShares,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyCurrentAssets,trailingNetIncome,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualChangeInInventory,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,trailingDeferredIncomeTax,quarterlyOtherShortTermInvestments,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingNetOtherFinancingCharges,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1990-06-30,,,,1343000000.0,,,69200000.0,-9400000.0,0.0,,,,18400000.0,,172000000.0,248500000.0,,,,,,588100000.0,,,,,38600000.0,,,51600000.0,,,,51600000.0,,164400000.0,,,,,51600000.0,578500000.0,20200000.0,,0.0,,133200000.0,133200000.0,0.3,,,,,,,171800000.0,,,,,0.0,,,,,-23700000.0,,-26800000.0,7300000.0,313300000.0,49400000.0,,,3100000.0,,,,,,22700000.0,,,,,32800000.0,3600000.0,,,,,,,,,9100000.0,,,,,205500000.0,,254600000.0,,,,,0.0,,,,,,,,,,-17500000.0,1017200000.0,172000000.0,,,,,31200000.0,-130100000.0,,199100000.0,,,,,,9000000.0,,90200000.0,0.3,,,,,,,-30300000.0,,,,,,-23700000.0,,,1040100000.0,,,,842700000.0,38000000.0,,,-15300000.0,,82800000.0,,82800000.0,1094500000.0,,,,274700000.0,,,329200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,,,1353400000.0,,,78300000.0,11800000.0,0.0,,,,44000000.0,,173666667.0,251000000.0,,,,,,593900000.0,,,,,64200000.0,,,52100000.0,,,,52100000.0,,176300000.0,,,,,52100000.0,587500000.0,20200000.0,,0.0,,137700000.0,137700000.0,0.3,,,,,,,184000000.0,,,,,0.0,,,,,-35000000.0,,-26700000.0,7800000.0,332500000.0,50800000.0,,,-4900000.0,,,,,,68800000.0,,,,,23000000.0,-9000000.0,,,,,,,,,12700000.0,,,,,190000000.0,,268400000.0,,,,,0.0,,,,,,,,,,-38100000.0,1007400000.0,173666667.0,,,,,32300000.0,-133100000.0,,200200000.0,,,,,,12300000.0,,92200000.0,0.3,,,,,,,5300000.0,,,,,,-31600000.0,,,1031300000.0,,,,862300000.0,78400000.0,,,-9600000.0,,84400000.0,,84400000.0,1102400000.0,,,,268300000.0,,,333300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,,206600000.0,,1351900000.0,,-103200000.0,74300000.0,-13200000.0,-100000.0,-8000000.0,,16400000.0,16400000.0,,,253300000.0,,,,24000000.0,333200000.0,514100000.0,,,,1033100000.0,35800000.0,-4000000.0,28800000.0,55900000.0,333200000.0,,-26100000.0,55900000.0,1057100000.0,182100000.0,1351900000.0,,-142200000.0,0.0,55900000.0,632700000.0,19500000.0,,0.0,,131800000.0,131800000.0,,167700000.0,,158700000.0,268700000.0,26700000.0,,188800000.0,35800000.0,,,,0.0,300000.0,,,,25200000.0,,-26500000.0,6700000.0,304500000.0,48900000.0,,-39200000.0,0.0,-100000.0,362000000.0,48900000.0,,204400000.0,17200000.0,600000.0,131800000.0,131800000.0,,19000000.0,-45200000.0,,,,1098600000.0,141400000.0,,,338000000.0,1000000.0,206600000.0,8900000.0,,173613445.0,167700000.0,,279100000.0,,691400000.0,,,0.0,,0.0,74300000.0,,1.19,,,-44500000.0,-9600000.0,41200000.0,1033100000.0,,126600000.0,26700000.0,,632700000.0,34400000.0,-133600000.0,,204400000.0,,2266000000.0,3319400000.0,19000000.0,253300000.0,-5600000.0,,97000000.0,,,1053400000.0,,,114200000.0,900000.0,-37800000.0,,-133600000.0,,720200000.0,,-66400000.0,-83200000.0,,1057100000.0,206600000.0,,,793200000.0,28000000.0,,1.19,-10800000.0,173613445.0,90300000.0,,90300000.0,1098600000.0,,,19500000.0,268700000.0,304500000.0,-54300000.0,338000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-31,,,,1396700000.0,,,91600000.0,-22200000.0,0.0,,,,17600000.0,,172400000.0,260300000.0,,,,,,557800000.0,,,,,37100000.0,,,43100000.0,,,,43100000.0,,174600000.0,,,,,43100000.0,625100000.0,19500000.0,,100000.0,,109700000.0,109700000.0,0.25,,,,,,,182200000.0,,-10800000.0,,,0.0,,,,,-29700000.0,,-26400000.0,7600000.0,337800000.0,58100000.0,,,7800000.0,,,,,,17900000.0,,,,,52800000.0,7600000.0,,,,,,,,,,,,,,209100000.0,,251400000.0,,,,,131800000.0,,,,,,,,,,-10700000.0,1044300000.0,172400000.0,,,,,26200000.0,-134100000.0,,202200000.0,,,,,,-25600000.0,,76800000.0,0.25,,,,,,,700000.0,,,,,,-18600000.0,,,1068300000.0,,,,809200000.0,26100000.0,,,-8200000.0,,69300000.0,,69200000.0,1136400000.0,,,,300700000.0,,,336300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,,,1422900000.0,,,80700000.0,30100000.0,0.0,,,,17600000.0,,173000000.0,264900000.0,,,,,,617000000.0,,,,,37100000.0,,,51900000.0,,,,51900000.0,,176800000.0,,,,,51900000.0,620400000.0,19500000.0,,0.0,,139700000.0,139700000.0,0.3,,,,,,,184200000.0,,9900000.0,,,0.0,,,,,-2200000.0,,-27600000.0,7400000.0,339000000.0,60200000.0,,,400000.0,,,,,,49500000.0,,,,,40400000.0,4700000.0,,,,,,,,,,,,,,221200000.0,,267900000.0,,,,,0.0,,,,,,,,,,-2100000.0,1068800000.0,173000000.0,,,,,31800000.0,-138300000.0,,204700000.0,,,,,,8900000.0,,91100000.0,0.3,,,,,,,-9200000.0,,,,,,-27200000.0,,,1092500000.0,,,,884900000.0,59500000.0,,,-10000000.0,,83700000.0,,83700000.0,1158000000.0,,,,301900000.0,,,343000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,,,1451600000.0,,,85100000.0,44500000.0,0.0,,,,17400000.0,,170967742.0,264200000.0,,,,,,617200000.0,,,,,36900000.0,,,53000000.0,,,,53000000.0,,187400000.0,,,,,53000000.0,608200000.0,19500000.0,,0.0,,184300000.0,184300000.0,0.31,,,,,,,194800000.0,,,,,0.0,,,,,1000000.0,,-27700000.0,7600000.0,341300000.0,61700000.0,,,500000.0,,,,,,69600000.0,,,,,37400000.0,12100000.0,,,,,,,,,,,,,,219300000.0,,280600000.0,,,,,0.0,,,,,,,,,,2900000.0,1094600000.0,170967742.0,,,,,32800000.0,-139400000.0,,202500000.0,,,,,,2900000.0,,93400000.0,0.31,,,,,,,11000000.0,,,,,,-31600000.0,,,1117900000.0,,,,897800000.0,75100000.0,,,-5500000.0,,85800000.0,,85800000.0,1187400000.0,,,,304400000.0,,,341900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,,207700000.0,,1467000000.0,,-109300000.0,92900000.0,-16400000.0,0.0,-10600000.0,,12700000.0,12700000.0,,,287700000.0,,,,5900000.0,335100000.0,552000000.0,,,,1126700000.0,33000000.0,-2300000.0,29800000.0,59700000.0,335000000.0,,-42700000.0,59700000.0,1149900000.0,187400000.0,1467000000.0,,-139400000.0,0.0,59700000.0,658500000.0,20300000.0,,200000.0,,167800000.0,167800000.0,,194700000.0,,218100000.0,290700000.0,3100000.0,,194600000.0,33000000.0,,,,0.0,900000.0,,,,-11800000.0,,-27600000.0,7200000.0,323700000.0,86900000.0,,-4400000.0,-8000000.0,0.0,364800000.0,86900000.0,,200800000.0,53200000.0,-12900000.0,167800000.0,167800000.0,,7200000.0,-50300000.0,,,,1179300000.0,131800000.0,,,345800000.0,3200000.0,207700000.0,4300000.0,0.0,171652893.0,194700000.0,,290700000.0,,726100000.0,,,0.0,,100000.0,92900000.0,,1.21,,,-27900000.0,36000000.0,-3000000.0,1126700000.0,,127400000.0,3100000.0,,658500000.0,36600000.0,-145000000.0,,200800000.0,,2343700000.0,3434600000.0,7200000.0,287700000.0,11500000.0,,103300000.0,,,1090900000.0,,,190200000.0,700000.0,-23000000.0,,-145000000.0,,755900000.0,,-62000000.0,-20500000.0,,1149900000.0,207700000.0,,,842700000.0,57400000.0,,1.21,-4200000.0,171652893.0,96300000.0,,96100000.0,1179300000.0,,,20300000.0,290700000.0,323700000.0,-25900000.0,345800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,,,,1509400000.0,,,104500000.0,3200000.0,100000.0,,,,14100000.0,,173333333.0,287700000.0,,,,,,603400000.0,,,,,34500000.0,,,46800000.0,,,,46800000.0,,187100000.0,,,,,46800000.0,653000000.0,20300000.0,,100000.0,,171000000.0,171000000.0,0.27,,,,,,,194500000.0,,-4300000.0,,,0.0,,,,,-11600000.0,,-27600000.0,7400000.0,345400000.0,88900000.0,,,3800000.0,,,,,,32700000.0,,,,,31400000.0,5500000.0,,,,,,,,,,,,,,206400000.0,,269800000.0,,,,,167800000.0,,,,,,,,,,-1300000.0,1147100000.0,173333333.0,,,,,28600000.0,-147400000.0,,198800000.0,,,,,,-3600000.0,,82700000.0,0.27,,,,,,,-12300000.0,,,,,,-23800000.0,,,1127900000.0,,,,873200000.0,38700000.0,,,-6000000.0,,75400000.0,,75300000.0,1221700000.0,,,,310900000.0,,,346200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,,,1514900000.0,,,84400000.0,-30500000.0,0.0,,,,14100000.0,,171250000.0,288900000.0,,,,,,644200000.0,,,,,34400000.0,,,54800000.0,,,,54800000.0,,186100000.0,,,,,54800000.0,666000000.0,20300000.0,,0.0,,140500000.0,140500000.0,0.32,,,,,,,194000000.0,,-25300000.0,,,0.0,,,,,-34500000.0,,-28700000.0,7900000.0,323800000.0,89500000.0,,,100000.0,,,,,,23800000.0,,,,,56000000.0,-13000000.0,,,,,,,,,,,,,,205000000.0,,282400000.0,,,,,0.0,,,,,,,,,,-600000.0,1173600000.0,171250000.0,,,,,33600000.0,-151900000.0,,199400000.0,,,,,,3700000.0,,96300000.0,0.32,,,,,,,-34600000.0,,,,,,-28600000.0,,,1154100000.0,,,,926600000.0,32400000.0,,,-8600000.0,,88400000.0,,88400000.0,1226000000.0,,,,289400000.0,,,351300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,,,1542400000.0,,,81700000.0,-19900000.0,100000.0,,,,16700000.0,,168484848.0,317600000.0,,,,,,661500000.0,,,,,37100000.0,,,55600000.0,,,,55600000.0,,201700000.0,,,,,55600000.0,676200000.0,20300000.0,,0.0,,120600000.0,120600000.0,0.33,,,,,,,209700000.0,,12900000.0,,,0.0,,,,,-31300000.0,,-28600000.0,8000000.0,323600000.0,114100000.0,,,-400000.0,,,,,,29200000.0,,,,,44500000.0,-2800000.0,,,,,,,,,,,,,,204800000.0,,299400000.0,,,,,0.0,,,,,,,,,,-33000000.0,1200600000.0,168484848.0,,,,,34100000.0,-165000000.0,,203500000.0,,,,,,-2200000.0,,97700000.0,0.33,,,,,,,-21700000.0,,,,,,-29000000.0,,,1181100000.0,,,,960900000.0,40400000.0,,,-11200000.0,,89700000.0,,89700000.0,1224800000.0,,,,286500000.0,,,368500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,,219800000.0,,1596800000.0,,-113500000.0,89700000.0,40700000.0,100000.0,-12000000.0,,13000000.0,13000000.0,,,319700000.0,,,,17700000.0,354000000.0,588500000.0,,,,1235400000.0,33600000.0,-3400000.0,31100000.0,62500000.0,354000000.0,,-59800000.0,62500000.0,1215000000.0,211200000.0,1596800000.0,,-115300000.0,0.0,62500000.0,734500000.0,20500000.0,,-100000.0,,161300000.0,161300000.0,,218400000.0,,168600000.0,308900000.0,800000.0,,219000000.0,33600000.0,4700000.0,,,0.0,3400000.0,,,,17600000.0,,-28600000.0,7800000.0,342500000.0,115900000.0,,,-2700000.0,100000.0,385100000.0,115900000.0,,203800000.0,51700000.0,-38100000.0,161300000.0,161300000.0,,6900000.0,-53400000.0,,,,1277100000.0,167800000.0,,,368700000.0,,219800000.0,3800000.0,,171718750.0,218400000.0,,319500000.0,,786100000.0,,,0.0,,0.0,89700000.0,,1.28,,,-31200000.0,-6500000.0,-3200000.0,1235400000.0,,134200000.0,800000.0,,734500000.0,37900000.0,-164900000.0,,203800000.0,,2497600000.0,3668800000.0,6900000.0,319700000.0,-1300000.0,,108300000.0,,,1171200000.0,,,137400000.0,800000.0,-15600000.0,,-164900000.0,,817200000.0,,-33900000.0,-84200000.0,,1215000000.0,219800000.0,,,908000000.0,57100000.0,,1.28,-5400000.0,171718750.0,100400000.0,,100500000.0,1277100000.0,,,20500000.0,308900000.0,342500000.0,-63700000.0,368700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,,,,1751700000.0,,,118900000.0,-76600000.0,-100000.0,,,,13500000.0,,190689655.0,331600000.0,,,,,,719000000.0,,,,,26800000.0,,,56400000.0,,,,55300000.0,,219600000.0,,,,,55300000.0,790200000.0,13400000.0,,-1100000.0,,91400000.0,91400000.0,0.29,,,,,,,228100000.0,,-67000000.0,,,0.0,,,,,-86600000.0,,-31100000.0,8500000.0,392500000.0,120300000.0,,,1100000.0,,,,,,27900000.0,,,,,91500000.0,-2500000.0,,,,,,,,,,,,,,246800000.0,,318900000.0,,,,,168000000.0,,,,,,,,,,-7400000.0,1339600000.0,190689655.0,,,,,34400000.0,-175200000.0,,211300000.0,,,,,,-7200000.0,,99300000.0,0.29,,,,,,,-18300000.0,,,,,,-30000000.0,,,1214700000.0,,,,1037900000.0,40100000.0,,,-12200000.0,,90800000.0,,90800000.0,1420100000.0,,,,365700000.0,,,386500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,,,1770800000.0,,,95400000.0,27500000.0,0.0,,,,13500000.0,,188285714.0,335600000.0,,,,,,771200000.0,,,,,26900000.0,,,65900000.0,,,,65900000.0,,220000000.0,,,,,65900000.0,797200000.0,13400000.0,,0.0,,118900000.0,118900000.0,0.35,,,,,,,228700000.0,,25600000.0,,,0.0,,,,,12800000.0,,-32900000.0,8800000.0,377700000.0,120800000.0,,,300000.0,,,,,,32600000.0,,,,,65000000.0,-7000000.0,,,,,,,,,,,,,,255400000.0,,335000000.0,,,,,0.0,,,,,,,,,,1800000.0,1373000000.0,188285714.0,,,,,40400000.0,-178600000.0,,214800000.0,,,,,,7300000.0,,115100000.0,0.35,,,,,,,-35300000.0,,,,,,-32600000.0,,,1247700000.0,,,,1106200000.0,47200000.0,,,-14600000.0,,106300000.0,,106300000.0,1435200000.0,,,,350800000.0,,,393400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,,,1828500000.0,,,109100000.0,7800000.0,100000.0,,,,13200000.0,,185294118.0,340700000.0,,,,,,788800000.0,,,,,27600000.0,,,63000000.0,,,,63000000.0,,239300000.0,,,,,63000000.0,812800000.0,14300000.0,,0.0,,126800000.0,126800000.0,0.34,,,,,,,247900000.0,,-19600000.0,,,0.0,,,,,-32300000.0,,-32900000.0,8600000.0,403900000.0,119600000.0,,,100000.0,,,,,,56700000.0,,,,,85400000.0,-15600000.0,,,,,,,,,,,,,,267200000.0,,356000000.0,,,,,0.0,,,,,,,,,,3600000.0,1403500000.0,185294118.0,,,,,45100000.0,-182000000.0,,221100000.0,,,,,,7200000.0,,116700000.0,0.34,,,,,,,-6800000.0,,,,,,-32800000.0,,,1277800000.0,,,,1144800000.0,73000000.0,,,-16300000.0,,108100000.0,,108100000.0,1487800000.0,,,,376300000.0,,,403100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,,257800000.0,,1870800000.0,,-129800000.0,93800000.0,-3500000.0,-100000.0,-64600000.0,,12300000.0,12300000.0,,,364600000.0,,,,12000000.0,425900000.0,709700000.0,,,,1445300000.0,50200000.0,2100000.0,34400000.0,73600000.0,425900000.0,,-118200000.0,73600000.0,1318400000.0,256500000.0,1870800000.0,,-127100000.0,0.0,73600000.0,879200000.0,38000000.0,,200000.0,,123200000.0,123200000.0,,258900000.0,,200600000.0,353500000.0,800000.0,,265000000.0,50200000.0,-3600000.0,,,0.0,2800000.0,,,,-12100000.0,,-32900000.0,8500000.0,403700000.0,133400000.0,,,-800000.0,-100000.0,460300000.0,133400000.0,,231200000.0,25900000.0,-12900000.0,123200000.0,123200000.0,,74900000.0,-66400000.0,,,,1506200000.0,168000000.0,,,416300000.0,,257800000.0,6000000.0,,186811594.0,258900000.0,,385600000.0,,935400000.0,,,0.0,,-1100000.0,93800000.0,,1.38,,,-57500000.0,-44800000.0,-10900000.0,1445300000.0,,167000000.0,800000.0,,879200000.0,47200000.0,-185100000.0,,231200000.0,,2988600000.0,4384300000.0,74900000.0,364600000.0,-5200000.0,,129100000.0,,,1395700000.0,,,143100000.0,700000.0,-33600000.0,,-185100000.0,,969800000.0,,-31700000.0,-94000000.0,,1318400000.0,258900000.0,,,1095300000.0,40300000.0,,1.38,-14400000.0,186811594.0,120800000.0,,120600000.0,1506200000.0,,,38000000.0,353500000.0,403700000.0,-91500000.0,416300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,,,,1947600000.0,,,121700000.0,26900000.0,0.0,,,,13100000.0,,185000000.0,367300000.0,,,,,,806500000.0,,,,,51100000.0,,,62900000.0,,,,62900000.0,,243400000.0,,,,,62900000.0,870800000.0,38000000.0,,0.0,,150100000.0,150100000.0,0.34,,,,,,,252500000.0,,,,,0.0,,,,,-3100000.0,,-32900000.0,9100000.0,449400000.0,132900000.0,,,1900000.0,,,,,,48300000.0,,,,,71600000.0,8400000.0,,,,,,,,,6600000.0,,,,,276600000.0,,355600000.0,,,,,123200000.0,,,,,,,,,,3000000.0,1475600000.0,185000000.0,,,,,40200000.0,-188200000.0,,234400000.0,,,,,,-10700000.0,,112200000.0,0.34,,,,,,,-1100000.0,,,,,,-31000000.0,,,1347500000.0,,,,1162100000.0,61000000.0,,,-12700000.0,,103100000.0,,103100000.0,1580300000.0,,,,398300000.0,,,422600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,,,1962800000.0,,,96000000.0,-32200000.0,100000.0,,,,13100000.0,,186842105.0,375900000.0,,,,,,847900000.0,,,,,51200000.0,,,71000000.0,,,,71000000.0,,246400000.0,,,,,71000000.0,893300000.0,38000000.0,,0.0,,118000000.0,118000000.0,0.38,,,,,,,255500000.0,,,,,0.0,,,,,-24100000.0,,-35800000.0,9000000.0,428200000.0,134500000.0,,,100000.0,,,,,,11200000.0,,,,,76800000.0,-22500000.0,,,,,,,,,-6500000.0,,,,,281000000.0,,371900000.0,,,,,0.0,,,,,,,,,,-1200000.0,1511000000.0,186842105.0,,,,,45400000.0,-191500000.0,,241400000.0,,,,,,8400000.0,,125500000.0,0.38,,,,,,,-61800000.0,,,,,,-35700000.0,,,1382700000.0,,,,1219800000.0,27600000.0,,,-16400000.0,,116400000.0,,116400000.0,1586900000.0,,,,377000000.0,,,432900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,,,1954700000.0,,,91300000.0,-7000000.0,0.0,,,,12900000.0,,186923077.0,384700000.0,,,,,,876700000.0,,,,,46300000.0,,,72900000.0,,,,72900000.0,,262700000.0,,,,,72900000.0,894400000.0,33400000.0,,-100000.0,,111000000.0,111000000.0,0.39,,,,,,,272100000.0,,,,,0.0,,,,,-8900000.0,,-35800000.0,9400000.0,424100000.0,137700000.0,,,600000.0,,,,,,63600000.0,,,,,47300000.0,-1100000.0,,,,,,,,,29100000.0,,,,,286500000.0,,391700000.0,,,,,0.0,,,,,,,,,,-21900000.0,1506400000.0,186923077.0,,,,,46600000.0,-192500000.0,,247000000.0,,,,,,4600000.0,,129000000.0,0.39,,,,,,,-5400000.0,,,,,,-77800000.0,,,1383000000.0,,,,1268400000.0,79700000.0,,,-16100000.0,,119500000.0,,119600000.0,1570000000.0,,,,377800000.0,,,439500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,,288500000.0,,2029500000.0,,-140300000.0,104900000.0,-28500000.0,100000.0,,,11400000.0,11400000.0,,,433700000.0,,,,64600000.0,474800000.0,775100000.0,,,,1526200000.0,56000000.0,2500000.0,37400000.0,81700000.0,474900000.0,,-33600000.0,81700000.0,1403500000.0,287300000.0,2029500000.0,,-206200000.0,0.0,81700000.0,1004600000.0,44500000.0,,0.0,,82400000.0,82400000.0,,316600000.0,,199000000.0,422400000.0,900000.0,,297200000.0,56000000.0,,,,0.0,4400000.0,,,,2500000.0,,-35800000.0,9900000.0,478400000.0,175700000.0,,-70300000.0,-1900000.0,100000.0,512300000.0,175700000.0,,258000000.0,9900000.0,-35100000.0,82400000.0,82400000.0,,21400000.0,-110200000.0,,,,1595800000.0,123200000.0,,,450100000.0,35400000.0,288500000.0,6700000.0,-27700000.0,186061500.0,316600000.0,,433000000.0,,1039800000.0,,,0.0,,-100000.0,104900000.0,,1.553333,,,-66000000.0,-40800000.0,-15000000.0,1526200000.0,,186300000.0,900000.0,,1004600000.0,54100000.0,-192100000.0,,258000000.0,,3306300000.0,4858400000.0,21400000.0,433700000.0,200000.0,,145700000.0,,,1552100000.0,,,133000000.0,700000.0,-60400000.0,,-192100000.0,,1077200000.0,,-61700000.0,-128700000.0,,1403500000.0,288500000.0,,,1208100000.0,30700000.0,,1.553333,-20800000.0,186306306.0,135800000.0,,135800000.0,1595800000.0,,,44500000.0,422400000.0,478400000.0,-125400000.0,450100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,,,,2071900000.0,,,92600000.0,-42300000.0,0.0,,,,11200000.0,,186486486.0,448900000.0,,,,,,888300000.0,,,,,55700000.0,,,69000000.0,,,,69000000.0,,269000000.0,,,,,69000000.0,996700000.0,44500000.0,,0.0,,40100000.0,40100000.0,0.37,,,,,50200000.0,,279400000.0,,-1900000.0,,,0.0,,,,,-25600000.0,,-35200000.0,10400000.0,486800000.0,178200000.0,,,2300000.0,,,,,,-7500000.0,,,,,29100000.0,7900000.0,,,,,,,,,,,,,,288300000.0,,392900000.0,,,,,82400000.0,,,,,,,,,,0.0,1559400000.0,186486486.0,,,,,44500000.0,-196000000.0,,270700000.0,,,,,,700000.0,,123900000.0,0.37,,,,,,,-63900000.0,,,,,,-32900000.0,,,1433900000.0,,,,1281200000.0,16200000.0,,,-23700000.0,,113500000.0,,113500000.0,1623000000.0,,,,431100000.0,,,466700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
