date,trailingGrossProfit,trailingOtherIncomeExpense,annualOperatingCashFlow,annualTotalNonCurrentAssets,annualNetPPE,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,annualInventory,quarterlyNetPPE,annualDilutedEPS,annualEbitda,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualBasicAverageShares,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingOtherNonCashItems,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,trailingOperatingExpense,annualInvestingCashFlow,annualDeferredIncomeTax,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,trailingBeginningCashPosition,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualOtherCurrentLiabilities,trailingChangeInInventory,trailingNetOtherFinancingCharges,annualDilutedAverageShares,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingInterestExpense,trailingStockBasedCompensation,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyBasicEPS,annualPurchaseOfInvestment,annualCapitalStock,annualRepaymentOfDebt,annualTotalRevenue,quarterlyBasicAverageShares,annualAccountsPayable,annualOperatingIncome,trailingOperatingIncome,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCommonStockIssuance,annualFreeCashFlow,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,quarterlyCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingTotalRevenue,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualOtherCurrentAssets,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,trailingTaxProvision,trailingNetIncome,trailingEndCashPosition,quarterlyOperatingIncome,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualInvestmentsAndAdvances,annualNetIncome,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualCostOfRevenue,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedEPS,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualCurrentAssets,annualOtherNonCashItems,annualLongTermDebt,annualOtherNonCurrentAssets,annualBasicEPS,quarterlyCostOfRevenue,quarterlyGoodwill,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTotalAssets,annualTaxProvision,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyGrossProfit,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,annualIncomeTaxPayable,trailingCashDividendsPaid,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
1990-09-30,,,,,,25600000.0,,32900000.0,,201300000.0,,,,,,,49600000.0,,,12700000.0,39400000.0,39400000.0,0.0,,,,,-3600000.0,,,,,,,0.0,111800000.0,-19000000.0,-38800000.0,,,,,,41300000.0,,,,,,,,,68600000.0,16300000.0,18700000.0,,,,,,,,-1100000.0,,0.0,,,70800000.0,,,,,36900000,,,,,,,,,,,,0.5,,,,,40400000.0,,,,,,,,,114700000.0,20800000.0,,89500000.0,4800000.0,,,,,34600000.0,,,,18300000.0,,,,126000000,,,,250900000.0,,,,32100000,,124100000.0,,,,,365600000.0,20200000.0,,,,,,,,37700000.0,20200000,20200000.0,0.5,,,9400000.0,,40400000.0,,,,,,,,,68300000.0,,,,,,,241500000.0,0.0,-3600000.0,,,,0.0,,,,,,,800000.0,,,,,,57700000.0,,,,,,,,,,,,,,
1990-12-31,,,112400000.0,250700000.0,51000000.0,25000000.0,241000000.0,34200000.0,,,,45800000.0,,,,,51000000.0,2.075,158800000.0,13200000.0,45800000.0,45800000.0,0.0,-3300000.0,80100000.0,,,-3900000.0,,,,39807229.0,,,199700000.0,-10900000.0,-29100000.0,-10800000.0,1000000.0,,32000000.0,,,21100000.0,,,-14900000.0,,,-14900000.0,,,80100000.0,-3800000.0,19600000.0,,,-29100000.0,,,,,6400000.0,,,,,74900000.0,74900000.0,,,39807229.0,44700000,13800000.0,,,,-83700000.0,66300000.0,,,,,,,,,,501900000.0,,19600000.0,140400000.0,,,23000000.0,,,97500000.0,123500000.0,21100000.0,,94500000.0,3900000.0,,,117500000.0,0.0,23000000.0,,,11400000.0,33300000.0,,,14300000.0,126400000,0.0,,45800000.0,250700000.0,,,,40800000,,117500000.0,,,82600000.0,137100000.0,374200000.0,21000000.0,-150600000.0,100600000.0,82600000.0,,,,260900000.0,17200000.0,21000000,21000000.0,,,,14300000.0,,,256700000.0,1000000.0,82200000.0,123500000.0,,22000000.0,199700000.0,2.075,60600000.0,,82600000.0,,,94500000.0,33300000.0,256700000.0,0.0,-3900000.0,374200000.0,54500000.0,18400000.0,0.0,,,,,,,-6600000.0,,,,,,65800000.0,22000000.0,,,,,,,,,,,,,
1991-03-31,,,,,,28300000.0,,40000000.0,,204000000.0,,,,,,,50500000.0,,,15500000.0,59500000.0,59500000.0,45800000.0,,,,,-2900000.0,,,,,,,0.0,2000000.0,-29100000.0,-3900000.0,,,,,,21500000.0,,,,,,,,,79600000.0,-8300000.0,20100000.0,,,,,,,,13700000.0,,,,,90500000.0,,,,,44600000,,,,,,,,,,,,0.625,,,,,39200000.0,,,,,,,,,145600000.0,23000000.0,,110600000.0,5300000.0,,-5900000.0,,,14200000.0,,,,51900000.0,,,,141900000,,,,254500000.0,,,,39300000,,124800000.0,,,,,400100000.0,24500000.0,,,,,,,,18600000.0,24500000,24500000.0,0.625,,,15200000.0,,39200000.0,,,,,,,,,74300000.0,,,,,,,275300000.0,0.0,-3900000.0,,,,-1000000.0,,,,,,,700000.0,,,,,,67600000.0,,,,,,,,,,,,,,
1991-06-30,,,,,,30200000.0,,44200000.0,,202900000.0,,,,,,,54900000.0,,,17200000.0,71700000.0,71700000.0,0.0,,,,,-7800000.0,,,,,,,0.0,-24800000.0,-29100000.0,-30700000.0,,,,,,50700000.0,,,,,,,,,84000000.0,18500000.0,26500000.0,,,,,,,,12200000.0,,,,,88900000.0,,,,,48600000,,,,,,,,,,,,0.675,,,,,40000000.0,,,,,,,,,159100000.0,25000000.0,,115400000.0,5200000.0,,-5900000.0,,,10900000.0,,,,67600000.0,,,,154100000,,,,257800000.0,,,,43400000,,126300000.0,,,,,416900000.0,27000000.0,,,,,,,,42900000.0,27000000,27000000.0,0.675,,,17200000.0,,40000000.0,,,,,,,,,80500000.0,,,,,,,290600000.0,0.0,-7800000.0,,,,0.0,,,,,,,800000.0,,,,,,73600000.0,,,,,,,,,,,,,,
1991-09-30,,,,,,30500000.0,,42500000.0,,202300000.0,,,,,,,58400000.0,,,16900000.0,84000000.0,84000000.0,0.0,,,,,-7200000.0,,,,,,,6100000.0,-10900000.0,-29100000.0,-17200000.0,,,,,,42900000.0,,,,,,,,,87500000.0,11900000.0,28100000.0,,,,,,,,12300000.0,,,,,89700000.0,,,,,46900000,,,,,,,,,,,,0.65,,,,,39384615.0,,,,,,,,,171800000.0,25100000.0,,117800000.0,5400000.0,,-6900000.0,,,10900000.0,,,,86300000.0,,,,153600000,,,,266800000.0,,,,41500000,,128700000.0,,,,,438600000.0,25600000.0,,,,,,,,35700000.0,25600000,25600000.0,0.65,,,19100000.0,,39384615.0,,,,,,,,,81600000.0,,,,,,,309900000.0,0.0,-13400000.0,,,,-6200000.0,,,,,,,1000000.0,,,,,,72000000.0,,,,,,,,,,,,,,
1991-12-31,,,134000000.0,276000000.0,61800000.0,30900000.0,293400000.0,42600000.0,,193100000.0,193100000.0,51300000.0,,,,,61800000.0,2.625,195500000.0,15800000.0,51300000.0,51300000.0,0.0,-4200000.0,104000000.0,,,-8700000.0,,,,39580952.0,,,21100000.0,-33100000.0,-42200000.0,-38900000.0,2800000.0,,45800000.0,,,18900000.0,,,-37800000.0,,,-26600000.0,,6600000.0,104000000.0,-14000000.0,25200000.0,,,-42200000.0,,,,,-32700000.0,,1100000.0,,,45900000.0,45900000.0,,,39580952.0,55400000,5500000.0,,,,-90700000.0,-66800000.0,,,,,,,,,,603900000.0,,25200000.0,173500000.0,,,9400000.0,,1700000.0,107400000.0,135300000.0,24800000.0,,71100000.0,6100000.0,,-6900000.0,80500000.0,0.0,9400000.0,,,8100000.0,106100000.0,,,19100000.0,154300000,-11200000.0,,51300000.0,276000000.0,,,,49300000,,80500000.0,,,103900000.0,169300000.0,411300000.0,26800000.0,-25600000.0,119900000.0,103900000.0,,,,310500000.0,10200000.0,26800000,26800000.0,,,,19100000.0,,,330800000.0,2800000.0,97900000.0,135300000.0,,,21100000.0,2.625,74100000.0,,103900000.0,,,71100000.0,106100000.0,330800000.0,0.0,-12700000.0,411300000.0,65400000.0,22000000.0,-4000000.0,,,,,,,-6700000.0,,,,6600000.0,,80200000.0,,,,,,,,,,,,,,
1992-03-31,,,,,,35500000.0,,48600000.0,,191200000.0,,,,,,,62700000.0,,,18900000.0,55800000.0,55800000.0,51300000.0,,,,,-5900000.0,,,600000.0,,,,19300000.0,0.0,-49100000.0,-32200000.0,,,,,,43900000.0,,,,,,,-125700000.0,,111800000.0,7300000.0,27100000.0,,,,,,,,4500000.0,,500000.0,,,64200000.0,,,,,58200000,,,,,,,,,,,,0.775,,,,,38322581.0,,,,,,,,,155800000.0,28600000.0,,91300000.0,6900000.0,,-7000000.0,,,109000000.0,,,,129200000.0,,,,176400000,,,,273200000.0,,,,51300000,,200300000.0,,,,,429000000.0,29700000.0,,,,,,,,38000000.0,29700000,29700000.0,0.775,,,19600000.0,,38322581.0,,2500000.0,,,,,,,89600000.0,,,,,,,228700000.0,0.0,-7200000.0,,,,-1300000.0,,,,,,,-2100000.0,,,,6500000.0,,86800000.0,100000000.0,,,,,,,,,,,,,
1992-06-30,,,,,,36200000.0,,51400000.0,,190400000.0,,,,,,,66200000.0,,,20000000.0,47000000.0,47000000.0,0.0,,,,,-8200000.0,,,,,,,17800000.0,1500000.0,-49100000.0,-25800000.0,,,,,,25300000.0,,,,,,,-5200000.0,,115300000.0,-13000000.0,34600000.0,,,,,,,,-8800000.0,,,,,51300000.0,,,,,59000000,,,,,,,,,,,,0.825,,,,,38060606.0,,,,,,,,,152700000.0,29300000.0,,85900000.0,6900000.0,,-6600000.0,,,93700000.0,,,,153100000.0,,,,181100000,,,,274400000.0,,,,52100000,,179600000.0,,,,,427100000.0,31400000.0,,,,,,,,17100000.0,31400000,31400000.0,0.825,,,19700000.0,,38060606.0,,2300000.0,,,,,,,92800000.0,,,,,,,247500000.0,0.0,-8300000.0,,,,-100000.0,,,,,,,-700000.0,,,,6400000.0,,88300000.0,85000000.0,,,,,,,,,,,,,
1992-09-30,,,,,,30500000.0,,49600000.0,,189700000.0,,,,,,,70500000.0,,,19500000.0,66800000.0,66800000.0,0.0,,,,,-10300000.0,,,400000.0,,,,17500000.0,-900000.0,-49100000.0,-8400000.0,,,,,,38300000.0,,,,,,,0.0,,119600000.0,500000.0,35700000.0,,,,,,,,19800000.0,,,,,55600000.0,,,,,59800000,,,,,,,,,,,,0.8,,,,,37625000.0,,,,,,,,,176200000.0,30500000.0,,91300000.0,7700000.0,,-7500000.0,,,92500000.0,,,,175700000.0,,,,183600000,,,,277700000.0,,,,52100000,,183800000.0,,,,,453900000.0,30100000.0,,,,,,,,28000000.0,30100000,30100000.0,0.8,,,21000000.0,,37625000.0,,1900000.0,,,,,,,101000000.0,,,,,,,270100000.0,0.0,-10100000.0,,,,-700000.0,,,,,,,-2100000.0,,,,5600000.0,,82600000.0,85000000.0,,,,,,,,,,,,,
1992-12-31,,,100800000.0,297800000.0,84500000.0,34900000.0,344900000.0,-87500000.0,,188300000.0,188300000.0,33400000.0,,,,,84500000.0,1.075,227000000.0,-36900000.0,33400000.0,33400000.0,0.0,-133800000.0,136000000.0,,,-12800000.0,60900000.0,,2500000.0,37767442.0,,,25000000.0,2000000.0,-51500000.0,-16000000.0,32700000.0,,51300000.0,,0.0,-6700000.0,,,-36300000.0,-39800000.0,,-37200000.0,-1000000.0,,136000000.0,-66100000.0,38500000.0,,,-51500000.0,,,,,-33400000.0,,,,,48200000.0,48200000.0,,,37767442.0,47900000,-17900000.0,,,,-82400000.0,2600000.0,,,,,4200000.0,,,,,721400000.0,,38500000.0,200100000.0,,,117300000.0,,500000.0,63600000.0,179600000.0,29500000.0,,147600000.0,5400000.0,,-7500000.0,264900000.0,0.0,117300000.0,,,-71300000.0,117500000.0,,,48100000.0,180300000,0.0,,33400000.0,297800000.0,,,,42500000,60900000.0,264900000.0,,,40600000.0,62100000.0,477400000.0,-50600000.0,-28600000.0,144800000.0,40600000.0,,,,376500000.0,-19500000.0,-50600000,-50600000.0,,,900000.0,48100000.0,-131900000.0,,212500000.0,32700000.0,117900000.0,179600000.0,,84600000.0,25000000.0,1.075,102900000.0,,40600000.0,,,147600000.0,117500000.0,212500000.0,0.0,-10700000.0,477400000.0,21500000.0,26900000.0,2100000.0,,,,,,,-127500000.0,,,,,,77400000.0,84600000.0,,,,,,,,,,,,,
1993-03-31,,,,,,40100000.0,,56100000.0,,186800000.0,,,,,,,82100000.0,,,22500000.0,52600000.0,52600000.0,33400000.0,,,,,-4300000.0,34000000.0,,1600000.0,,,,25100000.0,-700000.0,-51500000.0,-9300000.0,,,,,,32800000.0,,,,,,,-26000000.0,,133600000.0,-8900000.0,38200000.0,,,,,,,,19200000.0,,,,,57700000.0,,,,,66100000,,,,,,,,,,,,0.9,,,,,37333333.0,,,,,,,,,187200000.0,31300000.0,,129900000.0,8800000.0,,-7600000.0,,,138600000.0,,,,143700000.0,,,,199800000,,,,294000000.0,,,,57300000,,268500000.0,,,,,481200000.0,33600000.0,,,,,,,,28500000.0,33600000,33600000.0,0.9,,,37000000.0,,37333333.0,,29000000.0,,,,,,,102400000.0,,,,,,,212700000.0,0.0,-4300000.0,,,,0.0,,,,,,,400000.0,,,,,,97400000.0,109600000.0,,,,,,,,,,,,,
1993-06-30,,,,,,38600000.0,,55200000.0,,200200000.0,,,,,,,82200000.0,,,22000000.0,37600000.0,37600000.0,0.0,,,,,-19800000.0,32200000.0,,2400000.0,,,,29900000.0,-200000.0,-51500000.0,-11300000.0,,,,,,16100000.0,,,,,,,-68700000.0,,133700000.0,-35200000.0,37400000.0,,,,,,,,-15000000.0,,,,,57600000.0,,,,,66200000,,,,,,,,,,,,0.925,,,,,35891892.0,,,,,,,,,185000000.0,29800000.0,,127200000.0,8900000.0,,-7400000.0,,,200000000.0,,,,169800000.0,,,,197000000,,,,312300000.0,,,,57300000,,327200000.0,,,,,497300000.0,33200000.0,,,,,,,,-3700000.0,33200000,33200000.0,0.925,,,36100000.0,,35891892.0,,25300000.0,,,,,,,101100000.0,,,,,,,170100000.0,0.0,-19800000.0,,,,0.0,,,,,,,300000.0,,,,,,95900000.0,174700000.0,,,,,,,,,,,,,
1993-09-30,,,,,,38500000.0,,66200000.0,,241600000.0,,,,,,,85700000.0,,,28000000.0,18700000.0,18700000.0,0.0,,,,,5800000.0,27300000.0,,3100000.0,,,,29800000.0,0.0,-51500000.0,-3900000.0,,,,,,8500000.0,,,,,,,-30800000.0,,137200000.0,-30900000.0,39600000.0,,2100000.0,,,,,,-18900000.0,,,,,55600000.0,,,,,62900000,,,,,,,,,,,,1.075,,,,,35534884.0,,,,,,,,,175500000.0,29300000.0,,122500000.0,9100000.0,,-7100000.0,,,239500000.0,,,,201100000.0,,,,194800000,,,,357100000.0,,,,53700000,,362000000.0,,,,,532600000.0,38200000.0,,,,,,,,14300000.0,38200000,38200000.0,1.075,,,20700000.0,,35534884.0,,30800000.0,,,,,,,102600000.0,,,,,,,170600000.0,0.0,-23500000.0,,,,-29300000.0,,,,,,,15600000.0,,,,,,92200000.0,208700000.0,,,,,,,,,,,,,
1993-12-31,,,57200000.0,402200000.0,100100000.0,36400000.0,339100000.0,13600000.0,,281500000.0,281500000.0,12300000.0,,,,,100100000.0,3.15,217700000.0,5900000.0,12300000.0,12300000.0,0.0,16500000.0,171500000.0,,,-15300000.0,21600000.0,,3800000.0,35777778.0,,,20600000.0,-1900000.0,-71400000.0,41900000.0,3100000.0,,33400000.0,,,-200000.0,,,-95700000.0,19100000.0,,-33600000.0,-28700000.0,21500000.0,171500000.0,-16700000.0,36900000.0,,4300000.0,-71400000.0,,,,,-6400000.0,,,,,62400000.0,62400000.0,,,35777778.0,22600000,-21100000.0,,,,17400000.0,-2800000.0,,,,,10900000.0,,,,,760500000.0,,36900000.0,185500000.0,,,323800000.0,,400000.0,23600000.0,183300000.0,31000000.0,,120900000.0,5400000.0,,-6900000.0,444700000.0,0.0,323800000.0,,,-91700000.0,202000000.0,,,52000000.0,168900000,-62100000.0,,12300000.0,402200000.0,,,,17200000,21600000.0,444700000.0,,,112700000.0,191100000.0,585500000.0,7700000.0,-29000000.0,153600000.0,112700000.0,,,,421400000.0,-15500000.0,7700000,7700000.0,,,,52000000.0,-154200000.0,,140800000.0,3100000.0,121400000.0,183300000.0,,299200000.0,20600000.0,3.15,115300000.0,,112700000.0,,,120900000.0,202000000.0,140800000.0,0.0,-48100000.0,585500000.0,78400000.0,32200000.0,-32800000.0,,,,,,,200000.0,,,,21500000.0,,53600000.0,299200000.0,,,,,,,,,,,,,
1994-03-31,,,,,,40400000.0,,14300000.0,,294100000.0,,,,,,,105600000.0,,,6200000.0,29400000.0,29400000.0,12300000.0,,,,,-10300000.0,16800000.0,,4500000.0,,,,16300000.0,-700000.0,-71400000.0,38500000.0,,,,,,2400000.0,,,,,,,,,177000000.0,-8600000.0,38400000.0,,3300000.0,,,,,,17100000.0,,,,,68800000.0,,,,,28000000,,,,,,,,,,,,0.25,,,,,32400000.0,,,,,,,,,216400000.0,31000000.0,,124000000.0,9400000.0,,-6800000.0,,,366300000.0,,,,203300000.0,,,,185000000,,,,416000000.0,,,,18600000,,490300000.0,,,,,632400000.0,8100000.0,,,,,,,,-7900000.0,8100000,8100000.0,0.25,,,47600000.0,,32400000.0,,27500000.0,,,,,,,126000000.0,,,,,,,142100000.0,0.0,-23800000.0,,,,-13500000.0,,,,,,,200000.0,,,,5000000.0,,59000000.0,333800000.0,,,,,,,,,,,,,
1994-06-30,,,,,,43500000.0,,24800000.0,,552300000.0,,,,,,,133600000.0,,,10700000.0,27100000.0,27100000.0,0.0,,,,,-14400000.0,30000000.0,,6000000.0,,,,25500000.0,-1400000.0,-71400000.0,250800000.0,,,,,,-7300000.0,,,,,,,,,205000000.0,-44400000.0,45900000.0,,3000000.0,,,,,,-2300000.0,,,,,120600000.0,,,,,40500000,,,,,,,,,,,,0.4,,,,,35250000.0,,,,,,,,,305300000.0,33500000.0,,196500000.0,10000000.0,,-6800000.0,,,664400000.0,,,,3800000.0,,,,203900000,,,,711400000.0,,,,30500000,,860900000.0,,,,,1016700000.0,14100000.0,,,,,,,,-21700000.0,14100000,14100000.0,0.4,,,23100000.0,,35250000.0,,86100000.0,,,,,,,129900000.0,,,,,,,155800000.0,0.0,-245800000.0,,,,-231400000.0,,,,,,,300000.0,,,,15500000.0,,74000000.0,562800000.0,,,,,,,,,,,,,
1994-09-30,,,,,,54400000.0,,2100000.0,,569200000.0,,,,,,,138700000.0,,,1900000.0,19600000.0,19600000.0,0.0,,,,,-12200000.0,71900000.0,,11600000.0,,,,26200000.0,-3600000.0,-71400000.0,1400000.0,,,,,,11000000.0,,,,,,,,,210100000.0,-24900000.0,50000000.0,,2800000.0,,,,,,-7500000.0,,,,,91700000.0,,,,,47800000,,,,,,,,,,,,0.005899,,,,,34153846.0,,,,,,,,,283900000.0,41100000.0,,213600000.0,13300000.0,,0.0,,,648600000.0,,,,4000000.0,,,,248700000,,,,734100000.0,,,,34500000,,862200000.0,,,,,1018000000.0,200000.0,,,,,,,,-1200000.0,200000,200000.0,0.005899,,,49900000.0,,34153846.0,,60200000.0,,,,,,,159800000.0,,,,,,,155800000.0,0.0,-19900000.0,,,,-7700000.0,,,,,,,-20800000.0,,,,25600000.0,,88900000.0,562800000.0,,,,,,,,,,,,,
1994-12-31,,,14700000.0,719700000.0,140100000.0,55400000.0,303600000.0,14200000.0,,551900000.0,551900000.0,26800000.0,,,,20100000.0,140100000.0,0.9,154300000.0,6500000.0,26800000.0,26800000.0,0.0,-20000000.0,233100000.0,,,-12000000.0,39000000.0,,12400000.0,33444444.0,,-900000.0,27700000.0,-2400000.0,-93000000.0,2700000.0,59500000.0,,12300000.0,,,8600000.0,,,-293600000.0,11000000.0,,-48900000.0,,20600000.0,233100000.0,-18000000.0,44300000.0,,1900000.0,-93000000.0,,,,,7200000.0,,,,,119500000.0,119500000.0,,,34461538.0,38000000,14500000.0,,,,293400000.0,-8100000.0,,,,,34500000.0,,,,,872500000.0,,44300000.0,109900000.0,,-15500000.0,643900000.0,,100000.0,-34200000.0,293000000.0,43700000.0,,202800000.0,11700000.0,,0.0,846700000.0,0.0,643900000.0,,,-95900000.0,11700000.0,,,40700000.0,234900000,-254800000.0,,26800000.0,719700000.0,,,,26300000,39000000.0,846700000.0,,,30100000.0,55400000.0,1012700000.0,7700000.0,-13600000.0,193700000.0,30100000.0,,,,568900000.0,-3400000.0,7700000,7700000.0,,,,40700000.0,,,166000000.0,59500000.0,149300000.0,293000000.0,5500000.0,563800000.0,27700000.0,0.9,153200000.0,,30100000.0,,,202800000.0,11700000.0,166000000.0,0.0,-4100000.0,1012700000.0,25300000.0,44400000.0,-2200000.0,,,,,,,300000.0,,,,20600000.0,20100000.0,81700000.0,563800000.0,,,,,,,,,,,,,
1995-03-31,,,,,,52200000.0,,23400000.0,,549200000.0,,,,,,,138600000.0,,,10600000.0,21100000.0,21100000.0,26800000.0,,,,,-8900000.0,41400000.0,,13700000.0,,,,27600000.0,100000.0,-93000000.0,29000000.0,,,,,,-25800000.0,,,,,,,,,231600000.0,-51300000.0,38500000.0,,,,,,,,-5700000.0,,,,,97200000.0,,,,,50900000,,,,,,,,,,,,0.375,,,,,34133333.0,,,,-700000.0,,,,,311800000.0,38000000.0,,177100000.0,14200000.0,,,,,671100000.0,,,,24500000.0,,,,243800000,,,,715400000.0,,,,36700000,,848200000.0,,,,,1027200000.0,12800000.0,,,,,,,,-34700000.0,12800000,12800000.0,0.375,,,53200000.0,,34133333.0,,56200000.0,,,,,,,154900000.0,,,,,,,179000000.0,0.0,-8900000.0,,,,0.0,,,,300000.0,,,400000.0,,,,21200000.0,20100000.0,88900000.0,593700000.0,,,,,,,,,,,,,
1995-06-30,,,,,,75900000.0,,-47300000.0,,924600000.0,,,,,,,285900000.0,,,-15700000.0,45600000.0,45600000.0,0.0,,,,,-28600000.0,68800000.0,,17400000.0,,,,16100000.0,200000.0,-93000000.0,27100000.0,,,,,,26000000.0,,,,,,,,,378900000.0,-37800000.0,49800000.0,,,,,,,,24500000.0,,,,,196700000.0,,,,,63300000,,,,,,,,,,,,-0.9,,,,,44333333.0,,,,-7600000.0,,,,,569200000.0,57400000.0,,315300000.0,18500000.0,,,,,1083300000.0,,,,-15400000.0,,,,367300000,,,,1226600000.0,,,,44800000,,1398600000.0,,,,,1795800000.0,-39900000.0,,,,,,,,-2600000.0,-31600000,-39900000.0,-0.9,,,68700000.0,,44333333.0,,341000000.0,,,,,,,246600000.0,,,,,,,397200000.0,0.0,-28600000.0,,,,0.0,,,,5200000.0,,,-74700000.0,,,,1200000.0,51900000.0,120700000.0,741100000.0,,,,,,,,,,,,,
1995-09-30,,,,,,86300000.0,,26200000.0,,925100000.0,,,,,,,292200000.0,,,11800000.0,25000000.0,25000000.0,0.0,,,,,-45500000.0,68800000.0,,17400000.0,,,,18500000.0,-200000.0,-93000000.0,20700000.0,,,,,,4200000.0,,,,,,,,,385200000.0,-32200000.0,61600000.0,,,,,,,,-20600000.0,,0.0,,,181400000.0,,,,,62600000,,,,,,,,,,,,0.3,,,,,48000000.0,,,,0.0,,,,,591100000.0,66900000.0,,311800000.0,19400000.0,,0.0,,,1103500000.0,,,,-1000000.0,,,,417500000,,,,1235800000.0,,,,43200000,,1415300000.0,,,,,1826900000.0,14400000.0,,,,,,,,-41300000.0,14400000,14400000.0,0.3,,,75400000.0,,48000000.0,,144500000.0,,,,,,,288000000.0,,,,,,,411600000.0,0.0,-45500000.0,,,,0.0,,,,-1100000.0,,,400000.0,,,,,54300000.0,129500000.0,959000000.0,,,,,,,,,,,,,
