date,trailingPretaxIncome,quarterlyTotalAssets,annualNetIncome,quarterlyLongTermDebt,annualRetainedEarnings,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,trailingInvestingCashFlow,quarterlyFreeCashFlow,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,annualCashDividendsPaid,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,annualGoodwill,quarterlyCostOfRevenue,annualPretaxIncome,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,annualOtherNonCashItems,annualDepreciationAndAmortization,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualInvestingCashFlow,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,trailingCommonStockIssuance,quarterlyGoodwill,trailingStockBasedCompensation,annualStockholdersEquity,annualEndCashPosition,annualTotalAssets,quarterlyNetIncomeCommonStockholders,trailingEndCashPosition,quarterlyOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,trailingOperatingCashFlow,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualChangeInAccountPayable,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyNetOtherFinancingCharges,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,annualOtherNonCurrentAssets,annualNetPPE,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,annualCurrentAssets,annualChangeInCashSupplementalAsReported,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,annualBeginningCashPosition,annualNetIncomeCommonStockholders,annualInterestExpense,quarterlyChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualSellingGeneralAndAdministration,trailingRepaymentOfDebt,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualCapitalExpenditure,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,trailingGrossProfit,trailingNetIncomeCommonStockholders,trailingCapitalExpenditure,quarterlyStockholdersEquity,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,annualResearchAndDevelopment,annualCostOfRevenue,quarterlyOtherNonCashItems,annualTotalRevenue,trailingResearchAndDevelopment,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualCapitalStock,annualNetOtherFinancingCharges,annualFreeCashFlow,annualCurrentDebt,annualStockBasedCompensation,annualTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,trailingOtherNonCashItems,trailingSellingGeneralAndAdministration,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualGrossProfit,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualOperatingExpense,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyOperatingIncome,trailingBeginningCashPosition,trailingFreeCashFlow,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualDilutedEPS,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingChangeInWorkingCapital,annualAccountsPayable,trailingBasicAverageShares,annualChangeInInventory,annualNonCurrentDeferredRevenue,quarterlyBasicAverageShares,trailingTaxProvision,trailingPurchaseOfBusiness,quarterlyDilutedEPS,annualIncomeTaxPayable,annualInventory,trailingDeferredIncomeTax,annualDilutedAverageShares,quarterlyBasicEPS,quarterlyDeferredIncomeTax,trailingSaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualBasicEPS,quarterlyAccountsPayable,quarterlyInventory,quarterlyTaxProvision,trailingDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,annualBasicAverageShares,annualDeferredIncomeTax,annualTaxProvision,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
,,,,,,,,,,,,,,,,,,,,,,2300000.0,,,,,,,,,2300000.0,,,,,,,,2300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200000.0,,,,,,,5200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,193900000.0,6700000.0,15000000.0,18100000.0,,,,,,,,,,,,,,,,,2100000.0,,,,,,,,15000000.0,2100000.0,25100000.0,,,,132200000.0,,193900000.0,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61700000.0,25100000.0,,,,,,,,,,,,,,6700000.0,6800000.0,,,,,,,,,,,,,,,,,132200000.0,,,,,,,,11400000.0,,,,,,19300000.0,,,,,,,,,61700000.0,,18100000.0,,,,,,,,,6700000.0,,-5800000.0,,,,5600000.0,,,,,,,11400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,3300000.0,,,,,,,,,3300000.0,,,,,,,,3300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400000.0,,,,,,,5400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2800000.0,,,,,,,,,2800000.0,,,,,,,,2800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500000.0,,,,,,,5500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,,,,,,3000000.0,,,,,,,,3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,,,,,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,245100000.0,10000000.0,14600000.0,30100000.0,,,,,,,,,,,,,,,,,900000.0,,,,,,,,14600000.0,900000.0,29800000.0,,,,158700000.0,,245100000.0,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86400000.0,29800000.0,,,,,,,,,,,,,,10000000.0,6500000.0,,,,,,,,,,,,,,,,,158700000.0,,,,,,,,18300000.0,,,,,,23200000.0,,,,,,,,,86400000.0,,30100000.0,,,,,,,,,10000000.0,,-6600000.0,,,,11700000.0,,,,,,,18300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2800000.0,,,,,,,,,2800000.0,,,,,,,,2800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7100000.0,,,,,,,7100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2700000.0,,,,,,,,,2700000.0,,,,,,,,2700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7100000.0,,,,,,,7100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2600000.0,,,,,,,,,2600000.0,,,,,,,,2600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7100000.0,,,,,,,7100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,244300000.0,10500000.0,8400000.0,-13800000.0,,,,,,,,,,,,,,,,,2500000.0,,,,,,,,8400000.0,2500000.0,37600000.0,,,,164600000.0,,244300000.0,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79700000.0,37600000.0,,,,,,,,,,,,,,10500000.0,8700000.0,,,,,,,,,,,,,,,,,164600000.0,,,,,,,,16300000.0,,,,,,28400000.0,,,,,,,,,79700000.0,,-13800000.0,,,,,,,,,10500000.0,,-9200000.0,,,,7100000.0,,,,,,,16300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2900000.0,,,,,,,,,2900000.0,,,,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7400000.0,,,,,,,7400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2900000.0,,,,,,,,,2900000.0,,,,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7400000.0,,,,,,,7400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2900000.0,,,,,,,,,2900000.0,,,,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500000.0,,,,,,,7500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,255600000.0,11600000.0,3600000.0,,,,,,,,,,,,,,,,,,2900000.0,,,,,,,,3600000.0,2900000.0,39600000.0,,,,161900000.0,,255600000.0,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93700000.0,39600000.0,,,,,,,,,,,,,,11600000.0,8500000.0,,,,,,,,,,,,,,,,,161900000.0,,,,,,,,17300000.0,,,,,,29800000.0,,,,,,,,,93700000.0,,,,,,,,,,,11600000.0,,-9800000.0,,,,7500000.0,,,,,,,17300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2500000.0,,,,,,,,,2500000.0,,,,,,,,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200000.0,,,,,,,7200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2400000.0,,,,,,,,,2400000.0,,,,,,,,2400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0,,,,,,,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2600000.0,,,,,,,,,2600000.0,,,,,,,,2600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0,,,,,,,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,240900000.0,11100000.0,80000000.0,-21800000.0,,,,,,,,-15300000.0,,,,,,,,,3600000.0,,-1200000.0,1900000.0,,,,1600000.0,80000000.0,4000000.0,37200000.0,,,,157700000.0,,240900000.0,3600000.0,,,,,,169800000.0,0.0,,12000000.0,,,,,,-100000.0,,,,169800000.0,,,,,,,,,,,,83200000.0,39100000.0,,53200000.0,0.0,3300000.0,169800000.0,,,-7500000.0,,,,,11700000.0,11100000.0,9300000.0,,,,1300000.0,,,,,1800000.0,-1700000.0,,,-16600000.0,,,,157700000.0,,,,,,-21100000.0,53200000.0,16000000.0,,,,,,29700000.0,,,,,-5800000.0,10300000.0,,,83200000.0,,-21800000.0,,,,,,,,,11500000.0,-200000.0,-7500000.0,,169800000.0,,8500000.0,,,,,,,16000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,233000000.0,,69000000.0,,,,,,2200000.0,,-3600000.0,,,,,,,,400000.0,,3600000.0,,,,,,300000.0,,,3600000.0,,,,,,,,3600000.0,,1100000.0,,,,170900000.0,0.0,,,,,,,2000000.0,,-1800000.0,,,,,,600000.0,-500000.0,,,-6000000.0,,,,,72200000.0,,,,,,,,,,,,,,,,,100000.0,,-300000.0,,,,,,,,4200000.0,,,,,,160800000.0,,,700000.0,,-6000000.0,,47400000.0,9900000.0,,,,,-1300000.0,,,,,,,,,,,,-18700000.0,,,,,,,,-6500000.0,,,,,170900000.0,-100000.0,7700000.0,2300000.0,,,,,,9500000.0,,,,-400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,256500000.0,,73100000.0,,,,,,4400000.0,,-200000.0,,,,,,,,1400000.0,,2500000.0,,,,,,300000.0,,,2500000.0,,,,,,,,2500000.0,,,,,,151200000.0,0.0,,,,,,,1900000.0,,-3100000.0,,,,,,-400000.0,-2200000.0,,,-2200000.0,,,,,77300000.0,,,,,,,,,,,,,,,,,200000.0,,0.0,,,,,,,,,,,,,,161000000.0,,,-200000.0,,-2100000.0,,90500000.0,12500000.0,,,,,300000.0,,,,,,,,,,,,-18500000.0,,,,,,,,-4400000.0,,,,,151200000.0,-200000.0,8000000.0,4600000.0,,,,,,11100000.0,,,,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,255100000.0,,69900000.0,,,,,,7500000.0,,200000.0,,,,,,,,900000.0,,3100000.0,,,,,,300000.0,,,3100000.0,,,,,,,,3100000.0,,,,,,150700000.0,0.0,,,,,,,1800000.0,,-3100000.0,,,,,,-1800000.0,-2300000.0,,,-500000.0,,,,,74600000.0,,,,,,,,,,,,,,,,,0.0,,800000.0,,,,,,,,,,,,,,165600000.0,,,-1500000.0,,-2900000.0,,89900000.0,12700000.0,,,,,2300000.0,,,,,,,,,,,,-17700000.0,,,,,,,,-5700000.0,,,,,150700000.0,-300000.0,8700000.0,7800000.0,,,,,,11800000.0,,,,1600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
