date,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,annualNetOtherInvestingChanges,quarterlyGoodwill,annualRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyCurrentAccruedExpenses,trailingChangeInWorkingCapital,quarterlyCostOfRevenue,annualPretaxIncome,annualNetIncome,annualCashDividendsPaid,quarterlyBasicAverageShares,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,trailingSaleOfInvestment,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,trailingPurchaseOfInvestment,annualDepreciationAndAmortization,annualOtherCurrentAssets,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyInventory,annualTaxProvision,trailingEndCashPosition,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,quarterlyCurrentDebt,annualCurrentAccruedExpenses,annualCurrentLiabilities,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,annualCommonStockIssuance,annualSaleOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualNetPPE,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualEbitda,trailingNetOtherInvestingChanges,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualOtherCurrentLiabilities,trailingChangeInCashSupplementalAsReported,annualBasicAverageShares,annualGrossPPE,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualRepaymentOfDebt,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyOtherIntangibleAssets,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,trailingGrossProfit,quarterlySaleOfInvestment,quarterlyCapitalStock,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,annualBasicEPS,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,annualDilutedAverageShares,trailingTaxProvision,quarterlyNetPPE,annualStockBasedCompensation,quarterlyTaxProvision,annualNetOtherFinancingCharges,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingChangeInInventory,trailingNetOtherFinancingCharges,quarterlyEbitda,annualInventory,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,annualCapitalStock,annualCostOfRevenue,annualTotalRevenue,annualCurrentDebt,quarterlyBasicEPS,quarterlyPurchaseOfBusiness,annualAccumulatedDepreciation,quarterlyCurrentAssets,annualOperatingExpense,quarterlyRetainedEarnings,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,trailingOperatingExpense,annualDilutedEPS,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,trailingCostOfRevenue,quarterlyPretaxIncome,trailingBeginningCashPosition,trailingPurchaseOfBusiness,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingRepaymentOfDebt,trailingCashDividendsPaid,trailingOtherNonCashItems,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualNonCurrentDeferredRevenue,trailingOtherIncomeExpense,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
,,,92100000.0,,,,,38300000.0,,200000.0,,,15200000.0,,,,,16600000.0,9200000.0,,,92100000.0,46400000.0,0.0,,,,2900000.0,0.0,,,,,,,15200000.0,,,200000.0,17200000.0,17400000.0,0.0,54600000.0,,,,,21400000.0,7400000.0,,,11400000.0,4300000.0,,20100000.0,,,2000000.0,,,,,,,,,,,11400000.0,,,14700000.0,,,,,37500000.0,14700000.0,31700000.0,0.0,17400000.0,,21300000.0,,45700000.0,,,,,15800000.0,,115000000.0,41500000.0,9200000.0,,,200000.0,0.0,,,,1700000.0,,,,1000000.0,,,,46400000.0,,,23900000.0,11400000.0,54600000.0,11400000.0,,,,0.08,,,200000.0,115000000.0,,31700000.0,,,,,,,,,-60900000.0,21400000.0,-9800000.0,,,,,9200000.0,,62600000.0,107800000.0,4300000.0,,,-9800000.0,45700000.0,28000000.0,38300000.0,2000000.0,20100000.0,,37500000.0,41500000.0,,,,,,45200000.0,,,,,,-60900000.0,29700000.0,15800000.0,,,,0.08,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,117259000.0,,,,,,,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117259000.0,,,,,,,,,,,,,,,,,28900000.0,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,28900000.0,28900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,117259000.0,,,,,,,2700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117259000.0,,,,,,,,,,,,,,,,,31200000.0,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,31200000.0,31200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,117259000.0,,,,,,,2600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117259000.0,,,,,,,,,,,,,,,,,31500000.0,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,31500000.0,31500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,130800000.0,,,,,48600000.0,,200000.0,,,41200000.0,,,,,20100000.0,11300000.0,,,130800000.0,60100000.0,0.0,,,,3500000.0,0.0,,,,,,,41200000.0,,,14600000.0,20900000.0,43800000.0,0.0,64800000.0,,,,,9600000.0,8800000.0,,,33700000.0,4200000.0,,22200000.0,,,2400000.0,,,,,,,,,,,33700000.0,,,22800000.0,,,,,66000000.0,22800000.0,37300000.0,0.0,43800000.0,,26200000.0,,70700000.0,,,,,18000000.0,,113000000.0,50100000.0,11300000.0,,,200000.0,0.0,,,,2700000.0,,,,1700000.0,,,,60100000.0,,,27500000.0,33700000.0,64800000.0,33700000.0,,,,0.1,,,14600000.0,113000000.0,,37300000.0,,,,,,,,,-70700000.0,9600000.0,-12800000.0,,,,,11300000.0,,70000000.0,123700000.0,4200000.0,,,-12800000.0,70700000.0,32800000.0,48600000.0,2400000.0,22200000.0,,66000000.0,50100000.0,,,,,,53700000.0,,,,,,-70700000.0,32100000.0,18000000.0,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,117259000.0,,,,,,,3100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117259000.0,,,,,,,,,,,,,,,,,35000000.0,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,35000000.0,35000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,117259000.0,,,,,,,3300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117259000.0,,,,,,,,,,,,,,,,,41700000.0,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,41700000.0,41700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,117259000.0,,,,,,,3300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117259000.0,,,,,,,,,,,,,,,,,41800000.0,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,41800000.0,41800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,161800000.0,,,,,61300000.0,,0.0,,,51100000.0,,,,,25100000.0,13900000.0,,,161800000.0,84600000.0,0.0,,,,4200000.0,0.0,,,,,,,51100000.0,,,20200000.0,27100000.0,53900000.0,0.0,77700000.0,,,,,10500000.0,11200000.0,,,26900000.0,6900000.0,,30200000.0,,,2800000.0,,,,,,,,,,,26900000.0,,,32300000.0,,,,,84100000.0,32300000.0,52300000.0,0.0,53900000.0,,33600000.0,,77200000.0,,,,,23300000.0,,115833333.0,69900000.0,13900000.0,,,0.0,0.0,,,,3600000.0,,,,1500000.0,,,,84600000.0,,,39600000.0,26900000.0,77700000.0,26900000.0,,,,0.12,,,20200000.0,115833333.0,,52300000.0,,,,,,,,,-91400000.0,10500000.0,-17600000.0,,,,,13900000.0,,90200000.0,163400000.0,6900000.0,,,-17600000.0,77200000.0,46100000.0,61300000.0,2800000.0,30200000.0,,84100000.0,69900000.0,,,,,,73200000.0,,,,,,-91400000.0,44900000.0,23300000.0,,,,0.12,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,117259000.0,,,,,,,3800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117259000.0,,,,,,,,,,,,,,,,,45500000.0,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,45500000.0,45500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,119322000.0,,,,,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119322000.0,,,,,,,,,,,,,,,,,51000000.0,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,51000000.0,51000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,119322000.0,,,,,,,3900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119322000.0,,,,,,,,,,,,,,,,,52200000.0,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,52200000.0,52200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,179900000.0,,,,,77500000.0,,0.0,,,48600000.0,,,,,27700000.0,17200000.0,,,179900000.0,93600000.0,0.0,,,,5500000.0,0.0,,,,,,,48600000.0,,,25300000.0,30300000.0,52400000.0,0.0,94400000.0,,,,,19900000.0,10500000.0,,,18900000.0,4800000.0,,33100000.0,,,3800000.0,,,,,,,,,,,18900000.0,,,29000000.0,,,,,85500000.0,29000000.0,64600000.0,0.0,52400000.0,,38500000.0,,86300000.0,,,,,28300000.0,,114666667.0,87400000.0,17200000.0,,,0.0,0.0,,,,3900000.0,,,,1300000.0,,,,93600000.0,,,51800000.0,18900000.0,94400000.0,18900000.0,,,,0.15,,,25300000.0,114666667.0,,64600000.0,,,,,,,,,-118400000.0,19900000.0,-22800000.0,,,,,17200000.0,,114200000.0,204500000.0,4800000.0,,,-22800000.0,86300000.0,60000000.0,77500000.0,3800000.0,33100000.0,,85500000.0,87400000.0,,,,,,90300000.0,,,,,,-118400000.0,55800000.0,28300000.0,,,,0.15,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,119358000.0,,,,,,,4700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119358000.0,,,,,,,,,,,,,,,,,56600000.0,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,56600000.0,56600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,127124000.0,,,,,,,5200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127124000.0,,,,,,,,,,,,,,,,,60700000.0,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,60700000.0,60700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,127148000.0,,,,,,,5200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127148000.0,,,,,,,,,,,,,,,,,61200000.0,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,61200000.0,61200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
