,annualDeferredIncomeTax,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingOperatingExpense,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,annualAccumulatedDepreciation,quarterlyDilutedEPS,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,annualDilutedAverageShares,quarterlyStockBasedCompensation,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyChangeInInventory,annualInterestExpense,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,annualTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualOtherCurrentAssets,trailingChangeInAccountPayable,quarterlyOtherNonCashItems,annualGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInInventory,quarterlyTotalRevenue,annualBasicAverageShares,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDebt,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualCostOfRevenue,annualBeginningCashPosition,annualFreeCashFlow,annualNetIncome,annualCashDividendsPaid,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyDilutedAverageShares,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,annualBasicEPS,annualTotalAssets,trailingNetIncome,annualLongTermDebt,annualStockholdersEquity,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyAccountsReceivable,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualCurrentLiabilities,annualInventory,annualRetainedEarnings,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyLongTermDebt,annualCapitalStock,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyInventory,annualStockBasedCompensation,annualCommonStockIssuance,annualGoodwill,quarterlyBasicEPS,quarterlyCashDividendsPaid,annualOperatingIncome,annualNetPPE,trailingGrossProfit,quarterlyBasicAverageShares,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyCapitalStock,annualDilutedEPS,trailingTotalRevenue,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualPretaxIncome,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,trailingOperatingIncome,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
483667200,,,,,,,,,,,,0.03,,,,,,,,,1818600000.0,,,,,,,,,,,,,,,1818600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818600000.0,,,,,,,,,,,,,,,,33500000.0,,,,,,,,,,,1164384000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,1164384000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491616000,,,,,,,,,,,,0.04,,,,,,,,,1964200000.0,,,,,,,,,,,,,,,1964200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964200000.0,,,,,,,,,,,,,,,,40000000.0,,,,,,,,,,,1165572000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,1165572000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499564800,,,,,,,,,,,,0.05,,,,,,,,,2071900000.0,,,,,,,,,,,,,,,2071900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071900000.0,,,,,,,,,,,,,,,,56900000.0,,,,,,,,,,,1165692000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,1165692000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507513600,,,,,22300000.0,1891800000.0,2597000000.0,,,,-750400000.0,,,,1572700000.0,,,,,2548600000.0,-5222300000.0,,28100000.0,,,,,1134400000.0,,283600000.0,1393700000.0,,,,,-5222300000.0,1947400000.0,,,83300000.0,,,,,,,,1868900000.0,2548600000.0,1418500000.0,,28100000.0,,,2524200000.0,,,241000000.0,2470100000.0,,1837400000.0,,,1846600000.0,,,1051600000.0,,2938700000.0,1134400000.0,,283600000.0,,,,-750400000.0,24800000.0,,,6269200000.0,0.0,0.0,283600000.0,,153300000.0,0.0,,,,,,-200000.0,,129100000.0,,,,1393700000.0,0.25,4417500000.0,,922700000.0,1947400000.0,,,,,,,,,,1418500000.0,1272200000.0,1837400000.0,,,129100000.0,,922700000.0,,,,,1272200000.0,,,,,,632400000.0,1846600000.0,,,8793400000.0,,,188200000.0,-24400000.0,,188200000.0,0.0,188200000.0,,,,1051600000.0,,,0.0,,805200000.0,,0.25,,,,2597000000.0,,24800000.0,,,188200000.0,,,,22300000.0,524600000.0,,,2470100000.0,,,4417500000.0,-200000.0,,,1868900000.0,,,,,,,,,,,,,,,,,,,
515203200,,,,,,,,,,,,0.03,,,,,,,,,1886700000.0,,,,,,,,,,,,,,,1886700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886700000.0,,,,,,,,,,,,,,,,40500000.0,,,,,,,,,,,1166380000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,1166380000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523152000,,,,,,,,,,,,0.03,,,,,,,,,2041700000.0,,,,,,,,,,,,,,,2041700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2041700000.0,,,,,,,,,,,,,,,,40600000.0,,,,,,,,,,,1168816000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,1168816000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531100800,,,,,,,,,,,,0.05,,,,,,,,,2215200000.0,,,,,,,,,,,,,,,2215200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2215200000.0,,,,,,,,,,,,,,,,53100000.0,,,,,,,,,,,1168804000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,1168804000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539049600,,,,,147400000.0,1944400000.0,3383900000.0,,,,-866700000.0,,,,1611200000.0,,,,,2617400000.0,-5531900000.0,,28600000.0,,,,,1117826087.0,,257100000.0,1413900000.0,,,,,-5531900000.0,2179500000.0,,,137400000.0,,,,,,,,2664600000.0,2617400000.0,1424600000.0,,28600000.0,,,2556100000.0,,,239200000.0,3102500000.0,,2063700000.0,,,2517200000.0,,,1677900000.0,,3115500000.0,1117826087.0,,255000000.0,,,,-866700000.0,10700000.0,,,6703000000.0,0.0,0.0,257100000.0,,120800000.0,0.0,,,,,,0.0,,301400000.0,,,,1413900000.0,0.23,5282000000.0,,1376500000.0,2179500000.0,,,,,,,,,,1424600000.0,1312500000.0,2063700000.0,,,301400000.0,,1376500000.0,,,,,1312500000.0,,,,,,611700000.0,2517200000.0,,,9259100000.0,,,223800000.0,19900000.0,,223800000.0,0.0,223800000.0,,,,1677900000.0,,,0.0,,796600000.0,,0.23,,,,3383900000.0,,10700000.0,,,223800000.0,,,,147400000.0,494200000.0,,,3102500000.0,,,5282000000.0,0.0,,,2664600000.0,,,,,,,,,,,,,,,,,,,
546739200,,,,,,,,,,,,0.04,,,,,,,,,2153100000.0,,,,,,,,,,,,,,,2153100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153100000.0,,,,,,,,,,,,,,,,38100000.0,,,,,,,,,,,1169248000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,1169248000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554688000,,,,,,,,,,,,0.02,,,,,,,,,2306200000.0,,,,,,,,,,,,,,,2306200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2306200000.0,,,,,,,,,,,,,,,,23000000.0,,,,,,,,,,,1121800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,1121800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562636800,,,,,,,,,,,,0.03,,,,,,,,,2538900000.0,,,,,,,,,,,,,,,2538900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2538900000.0,,,,,,,,,,,,,,,,33600000.0,,,,,,,,,,,1170020000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,1170020000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570585600,,,,,61400000.0,2274600000.0,4091200000.0,,,,-985400000.0,,,,1865900000.0,,,,,2908300000.0,-6446600000.0,,36400000.0,,,,,1142000000.0,,228400000.0,1614100000.0,,,,,-6446600000.0,1986000000.0,,,151800000.0,,,,,,,,3167200000.0,2908300000.0,1985800000.0,,36400000.0,,,2826200000.0,,,171400000.0,4089500000.0,,1877300000.0,,,3105800000.0,,,2103700000.0,,3679100000.0,1142000000.0,,228400000.0,,,,-985400000.0,371700000.0,,,7851100000.0,0.0,0.0,228400000.0,,133700000.0,0.0,,,,,,0.0,,285000000.0,,,,1614100000.0,0.2,6075500000.0,,1818700000.0,1986000000.0,,,,,,,,,,1985800000.0,1623300000.0,1877300000.0,,,285000000.0,,1818700000.0,,,,,1623300000.0,,,,,,551600000.0,3105800000.0,,,10677300000.0,,,175100000.0,0.0,,175100000.0,0.0,175100000.0,,,,2103700000.0,,,0.0,,784000000.0,,0.2,,,,4091200000.0,,371700000.0,,,175100000.0,,,,61400000.0,399800000.0,,,4089500000.0,,,6075500000.0,0.0,,,3167200000.0,,,,,,,,,,,,,,,,,,,
578361600,,,,,,,,,,,,0.03,,,,,,,,,2543500000.0,,,,,,,,,,,,,,,2543500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2543500000.0,,,,,,,,,,,,,,,,31000000.0,,,,,,,,,,,1103496000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,1103496000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586310400,,,,,,,,,,,,0.03,,,,,,,,,2693300000.0,,,,,,,,,,,,,,,2693300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2693300000.0,,,,,,,,,,,,,,,,28000000.0,,,,,,,,,,,1023424000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,1023424000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594259200,,,,,,,,,,,,0.05,,,,,,,,,2867400000.0,,,,,,,,,,,,,,,2867400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2867400000.0,,,,,,,,,,,,,,,,45000000.0,,,,,,,,,,,1016396000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,1016396000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
