,annualOperatingIncome,quarterlyCashDividendsPaid,annualDilutedAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,trailingOperatingIncome,annualFreeCashFlow,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyCurrentLiabilities,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,trailingCostOfRevenue,trailingTotalRevenue,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyRetainedEarnings,annualOtherCurrentAssets,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyDilutedEPS,annualDilutedEPS,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingTaxProvision,trailingPretaxIncome,trailingEndCashPosition,quarterlyTotalRevenue,quarterlyOperatingIncome,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualCashDividendsPaid,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCostOfRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,annualBasicAverageShares,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualOtherNonCurrentAssets,annualLongTermDebt,annualCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualRetainedEarnings,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyStockholdersEquity,annualTotalAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,annualTaxProvision,quarterlyAccountsReceivable,quarterlyChangeInInventory,trailingRepurchaseOfCapitalStock,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyGrossProfit,quarterlyInventory,quarterlyLongTermDebt,trailingGrossProfit,annualNetPPE,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualOperatingCashFlow,trailingOtherIncomeExpense,quarterlyPretaxIncome,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,annualInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,annualEbitda,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCapitalExpenditure,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,trailingOperatingExpense,annualInvestingCashFlow,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualCapitalExpenditure,annualAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,annualIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,trailingBeginningCashPosition,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingChangeInInventory,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualNetOtherFinancingCharges,trailingStockBasedCompensation,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyDilutedAverageShares,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualBasicEPS,annualTotalRevenue,quarterlyInvestmentsAndAdvances,annualPurchaseOfBusiness,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingCashDividendsPaid,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualGoodwill,trailingPurchaseOfBusiness,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,annualCurrentDeferredRevenue,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,quarterlyGoodwill,trailingBasicEPS
928108800,,,,,,,,404600000.0,55900000.0,,2600000.0,193100000.0,,,,121600000.0,,,,100000.0,,,,,,,0.015,,254300000.0,,,,,486100000.0,6200000.0,,314700000.0,,,2700000.0,658900000.0,,,,,,,-62200000.0,2700000.0,2700000.0,,,,,,,900000.0,5500000.0,,,,,,46796000.0,421400000.0,,,,,,344200000.0,,0.0,-43700000.0,0.0,,,,-19900000.0,,,,-100000.0,4700000.0,64700000.0,261800000.0,111400000.0,,,58500000.0,,,,4400000.0,,,,,,,14200000.0,214600000.0,,0.015,1700000.0,14200000.0,17700000.0,,,,-45300000.0,90300000.0,,,1700000.0,,,39700000.0,-100000.0,,57100000.0,-17800000.0,,,,,-16900000.0,,,,,,,,,,232400000.0,,,-23500000.0,76400000.0,,1200000.0,,-3500000.0,,1100000.0,,,,,26400000.0,,,,8800000.0,,,,,,,,,,46796000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936057600,,,,,,,,466300000.0,55900000.0,,4200000.0,232400000.0,,,,151000000.0,,,,,,,,,,,0.015,,266100000.0,,,,,535700000.0,7900000.0,,383400000.0,,,3200000.0,732400000.0,,,,,,,-27300000.0,3200000.0,3200000.0,,,,,,,1000000.0,6100000.0,,,,,,47920000.0,467700000.0,,,,,,349000000.0,,35700000.0,-17800000.0,0.0,,,,-22400000.0,,,,-100000.0,5200000.0,68000000.0,286000000.0,139700000.0,,,60100000.0,,,,5200000.0,,,,,,,35700000.0,225500000.0,,0.015,2000000.0,35700000.0,0.0,,,,-17800000.0,109200000.0,,,2600000.0,,,40600000.0,100000.0,,48800000.0,-21000000.0,,,,,-9500000.0,,,,,,,,,,246500000.0,,,-17400000.0,100400000.0,,500000.0,,21500000.0,,1500000.0,349000000.0,,,,22800000.0,,,,12100000.0,,,,,,,,,,47920000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943920000,,,,,,,,418300000.0,55000000.0,,4400000.0,244900000.0,,,,92700000.0,,,,,,,,,,,-0.015,,266000000.0,,,,,489000000.0,-2200000.0,,337600000.0,,,-3100000.0,684300000.0,,,,,,,-26200000.0,-3100000.0,-3100000.0,,,,,,,3000000.0,6500000.0,,,,,,48282000.0,431800000.0,,,,,,346700000.0,,7000000.0,-5000000.0,-100000.0,,,,5800000.0,,,,0.0,5600000.0,57200000.0,280200000.0,80600000.0,,,59400000.0,,,,-5000000.0,,,,,,,7000000.0,227200000.0,,-0.015,-1900000.0,7000000.0,35700000.0,,,,-11700000.0,158200000.0,,,2800000.0,,,38800000.0,900000.0,,-9200000.0,-24500000.0,,,,,-14500000.0,,,,,,,,,,251700000.0,,,-15300000.0,61800000.0,,-300000.0,,-28700000.0,,,346700000.0,,,,24900000.0,,,,2200000.0,,,,,,,,,,48282000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951782400,12165000.0,,51576000.0,134383000.0,75959000.0,,-70488000.0,425670000.0,61400000.0,3456000.0,4041000.0,196123000.0,,330506000.0,,134383000.0,9981000.0,,,,-46612000.0,,2844000.0,,0.0,9981000.0,,0.005,249825000.0,,,,,504284000.0,465000.0,93161000.0,330506000.0,1803000.0,1118000.0,-1682000.0,675495000.0,,243441000.0,1118000.0,1759378000.0,,344989000.0,45212000.0,-1682000.0,-1682000.0,228200000.0,,47556000.0,,,344989000.0,2844000.0,7249000.0,,37969000.0,121257000.0,425670000.0,,,438378000.0,1118000.0,,,,196123000.0,344989000.0,675495000.0,9981000.0,11596000.0,-34749000.0,15241000.0,685000.0,,-3409000.0,,,,100000.0,5877000.0,65906000.0,283592000.0,121257000.0,,211856000.0,65441000.0,249825000.0,-25093000.0,,-2697000.0,255606000.0,9981000.0,,,,283592000.0,9981000.0,211856000.0,27406000.0,,-1015000.0,9981000.0,7000000.0,0.0,,239569000.0,29405000.0,93161000.0,,,3262000.0,,-39909000.0,37969000.0,-44000.0,,-24401000.0,-27713000.0,7249000.0,17679000.0,,,15807000.0,,-54904000.0,1225000.0,,,,-45395000.0,-27713000.0,5877000.0,239569000.0,,,9588000.0,75959000.0,,-175000.0,,3002000.0,,,344989000.0,,,,27003000.0,,27003000.0,,4506000.0,-7698000.0,,,0.0,,,72299000.0,,,,10362000.0,,,,0.005,2014984000.0,,,,,,,,,,,,,,,,,,,,,,,,,
959731200,,,,,,,,469904000.0,59444000.0,,4576000.0,120570000.0,,,,238437000.0,,,,,,,,,,,0.065,,249182000.0,,,,,625741000.0,26018000.0,,359007000.0,,,13944000.0,719086000.0,,,,,,,-13096000.0,13944000.0,13944000.0,,,,,,,3125000.0,7183000.0,,,,,,51038000.0,535703000.0,,,,,,360079000.0,,11370000.0,-3933000.0,0.0,,,,-29883000.0,,,,0.0,6121000.0,90038000.0,313475000.0,225133000.0,,,64020000.0,,,,22490000.0,,,,,,,11370000.0,212083000.0,,0.07,8546000.0,11370000.0,9981000.0,,,,-3933000.0,2624000.0,,,3528000.0,,,37099000.0,0.0,,14485000.0,-31419000.0,,,,,-9163000.0,,,,,,,,,,243502000.0,,,-28460000.0,93015000.0,,777000.0,,1389000.0,,1146000.0,360079000.0,,,,24931000.0,,,,30594000.0,,,,,,,,,,53836000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967680000,,,,,,,,408245000.0,61348000.0,,4570000.0,190442000.0,,,,76979000.0,,,,,,,,,,,0.075,,235548000.0,,,,,673561000.0,29201000.0,,267421000.0,,,16271000.0,643793000.0,,,,,,,66381000.0,16271000.0,16271000.0,,,,,,,3019000.0,7097000.0,,,,,,51100000.0,578442000.0,,,,,,376372000.0,,6890000.0,8091000.0,-1325000.0,,,,26672000.0,,,,0.0,6121000.0,95119000.0,287603000.0,63761000.0,,,65918000.0,,,,26243000.0,,,,,,,6890000.0,198794000.0,,0.08,9972000.0,6890000.0,11370000.0,,,,-2620000.0,82402000.0,,,2958000.0,,,36754000.0,22000.0,,-81572000.0,-34793000.0,,,,,69001000.0,,,,,,,,,,233587000.0,,,44935000.0,76987000.0,,3052000.0,,-4480000.0,,,376372000.0,,,,31053000.0,,,,33771000.0,,,,,,,,,,53912000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975542400,,,,,,,,440355000.0,56809000.0,,4904000.0,227802000.0,,,,57189000.0,,,,,,,,,,,0.035,,228638000.0,,,,,561693000.0,14870000.0,,284991000.0,,,7568000.0,668993000.0,,,,,,,-12856000.0,7568000.0,7568000.0,,,,,,,2813000.0,6934000.0,,,,,,51140000.0,485110000.0,,,,,,384002000.0,,7509000.0,1873000.0,0.0,,,,-34550000.0,,,,0.0,7519000.0,76583000.0,322153000.0,42736000.0,,,61713000.0,,,,12206000.0,,,,,,,7509000.0,192766000.0,,0.04,4638000.0,7509000.0,6890000.0,,,,-1599000.0,114469000.0,,,2664000.0,,,35872000.0,-1039000.0,,10003000.0,-34793000.0,,,,,-11257000.0,,,,,,,,,,227559000.0,,,-26767000.0,79989000.0,,2906000.0,,619000.0,,,384002000.0,,,,33344000.0,,,,19774000.0,,,,,,,,,,54040000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983318400,85592000.0,,53960000.0,93513000.0,82483000.0,,6972000.0,492907000.0,66566000.0,,4066000.0,225937000.0,,319450000.0,,93513000.0,8802000.0,,,,-63724000.0,,0.0,,0.0,8802000.0,,0.215,218046000.0,,,,,639996000.0,15503000.0,109138000.0,319450000.0,73482000.0,45564000.0,7781000.0,710953000.0,,262283000.0,45564000.0,2153116000.0,,391503000.0,-33457000.0,7781000.0,7781000.0,244167000.0,,51108000.0,,-109000.0,391503000.0,0.0,6836000.0,,25888000.0,83057000.0,492907000.0,16154000.0,,553861000.0,45564000.0,,,16154000.0,225937000.0,391503000.0,710953000.0,8802000.0,-2684000.0,0.0,18116000.0,27918000.0,134662000.0,-24984000.0,,,134662000.0,18116000.0,3620000.0,86135000.0,347137000.0,83057000.0,,192158000.0,70632000.0,218046000.0,17806000.0,,12543000.0,347875000.0,8802000.0,,,,347137000.0,8802000.0,192158000.0,103708000.0,,4762000.0,8802000.0,7509000.0,18116000.0,,234024000.0,-2682000.0,109138000.0,,,2960000.0,,-62745000.0,25888000.0,0.0,,34752000.0,-41866000.0,6836000.0,9981000.0,,,-30775000.0,,3347000.0,8758000.0,,,,-10834000.0,-41866000.0,3620000.0,234024000.0,,,-53432000.0,82483000.0,,2023000.0,,1293000.0,,,391503000.0,,,,0.0,,0.0,,19569000.0,-1179000.0,,,0.0,,,-22332000.0,,,,12110000.0,,,,0.225,2500991000.0,,,,,,,,,,,,,,,,,,,,,,,,,
991267200,,,,,,,,578697000.0,58550000.0,,4693000.0,271112000.0,,,,103357000.0,,,,,,,,,,,0.125,,216705000.0,,,,,796820000.0,45410000.0,,374469000.0,,,26572000.0,795402000.0,,,,,,,-22437000.0,26572000.0,26572000.0,,,,,,,0.0,6854000.0,,,,,19565000.0,53288000.0,688167000.0,,,,,,420933000.0,,10515000.0,-3347000.0,0.0,,,164676000.0,-55838000.0,,,,4693000.0,3573000.0,108653000.0,402975000.0,92930000.0,,,63243000.0,,,,42859000.0,,,,,,,10515000.0,191515000.0,,0.13,16287000.0,10515000.0,8802000.0,,,,-3347000.0,123602000.0,,,2551000.0,,,25190000.0,-187000.0,,24150000.0,-41866000.0,,,,,-19090000.0,,,,,,,,,,233381000.0,,,-51636000.0,108455000.0,,1281000.0,,1713000.0,,,420933000.0,,,,0.0,,,,50103000.0,,,,,,,,,,53288000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999216000,,,,,,,,574042000.0,62262000.0,,4612000.0,234118000.0,,,,11324000.0,,,,,,,,,,,0.125,,120411000.0,,,,,851363000.0,46264000.0,,245442000.0,,,27391000.0,694453000.0,,,,,,,43576000.0,27391000.0,27391000.0,,,,,,,0.0,6971000.0,,,,,24450000.0,54782000.0,742837000.0,,,,,,449011000.0,,24557000.0,90961000.0,0.0,,,160624000.0,16072000.0,,,,0.0,3527000.0,108526000.0,386903000.0,826000.0,,,62262000.0,,,,44178000.0,,,,,,,24557000.0,96630000.0,,0.135,16787000.0,24557000.0,10515000.0,,,,-5383000.0,89141000.0,,,2086000.0,,,23781000.0,687000.0,,-125878000.0,-41866000.0,,,,,48959000.0,,,,,,,,,,138496000.0,,,15141000.0,99176000.0,,1815000.0,,14042000.0,,,449011000.0,,,,0.0,,,,50876000.0,,,,,,,,,,54782000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007078400,,,,,,,,531281000.0,61215000.0,,3934000.0,181539000.0,,,,12345000.0,,,,,,,,,,,0.085,,130601000.0,,,,,774324000.0,29811000.0,,193884000.0,,,18443000.0,661882000.0,,,,,,,29922000.0,18443000.0,18443000.0,,,,,,,0.0,7806000.0,,,,,24360000.0,72584000.0,683298000.0,,,,,,467998000.0,,10014000.0,-14181000.0,0.0,,,168198000.0,35893000.0,,,,0.0,3713000.0,91026000.0,351010000.0,826000.0,,,61215000.0,,,,29747000.0,,,,,,,10014000.0,107535000.0,,0.09,11304000.0,10014000.0,24557000.0,,,,-14181000.0,44121000.0,,,64000.0,,,23066000.0,555000.0,,-44465000.0,-41866000.0,,,,,44103000.0,,,,,,,,,,149401000.0,,,23052000.0,93219000.0,,-1326000.0,,-14543000.0,,,467998000.0,,,,0.0,,,,33745000.0,,,,,,,,,,76632000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014854400,151414000.0,,68244000.0,11351000.0,87160000.0,,1224000.0,577703000.0,70262000.0,,3101000.0,223392000.0,,234743000.0,,11351000.0,3286000.0,,,,-67763000.0,,0.0,,0.0,3286000.0,,0.41,142519000.0,,,,,779158000.0,29929000.0,88448000.0,234743000.0,146456000.0,90802000.0,18396000.0,720222000.0,,252289000.0,90802000.0,2797962000.0,,485479000.0,-49837000.0,18396000.0,18396000.0,252289000.0,,64280000.0,,,485479000.0,0.0,8416000.0,,21543000.0,,577703000.0,25775000.0,,678967000.0,90802000.0,,,25775000.0,223392000.0,485479000.0,720222000.0,3286000.0,-15885000.0,0.0,16340000.0,55654000.0,173268000.0,-48074000.0,,,173268000.0,0.0,2935000.0,100191000.0,399084000.0,,,120976000.0,70262000.0,142519000.0,42641000.0,,29672000.0,403703000.0,3286000.0,,,,399084000.0,3286000.0,120976000.0,167754000.0,,11276000.0,3286000.0,10014000.0,0.0,,171063000.0,-18506000.0,88448000.0,,,257000.0,,-51947000.0,21543000.0,-3013000.0,,40488000.0,-50087000.0,8416000.0,8802000.0,,,-31331000.0,,57548000.0,3162000.0,,,,-41417000.0,-50087000.0,2935000.0,171063000.0,,,-54320000.0,87160000.0,,1392000.0,,-6728000.0,,,485479000.0,,,,0.0,,0.0,,33030000.0,-5516000.0,,,-1958000.0,,,-105705000.0,,,,4958000.0,,,,0.435,3201665000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1022803200,,,,,,,,663319000.0,68550000.0,,4156000.0,201172000.0,,,,111630000.0,,,,,,,,,,,0.135,,166899000.0,,,,,1001564000.0,49353000.0,,312802000.0,,,29238000.0,830218000.0,,,,,,,-19391000.0,29238000.0,29238000.0,,,,,,,0.0,9186000.0,,,,,22694000.0,73924000.0,883661000.0,,,,,,517416000.0,,61445000.0,-28527000.0,0.0,,,54907000.0,-18377000.0,,,,0.0,2444000.0,117903000.0,417461000.0,100000000.0,,,68550000.0,,,,48327000.0,,,,,,,61445000.0,145572000.0,,0.14,19089000.0,61445000.0,3286000.0,,,,-28533000.0,65085000.0,,,1026000.0,,,21327000.0,907000.0,,77544000.0,-50087000.0,,,,,9142000.0,,,,,,,,,,195659000.0,,,-23676000.0,91479000.0,,-586000.0,,58159000.0,,,517416000.0,,,,0.0,,,,53509000.0,,,,,,,,,,77652000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030752000,,,,,,,,650994000.0,70836000.0,,4291000.0,159643000.0,,,,112127000.0,,,,,,,,,,,0.15,,174928000.0,,,,,1076083000.0,53377000.0,,271770000.0,,,31714000.0,825922000.0,,,,,,,72461000.0,31714000.0,31714000.0,,,,,,,0.0,10286000.0,,,,,33206000.0,205976000.0,951870000.0,,,,,,554152000.0,,74690000.0,-11529000.0,0.0,,,80774000.0,56615000.0,,,,0.0,1841000.0,124213000.0,360846000.0,100000000.0,,,70836000.0,,,,52420000.0,,,,,,,74690000.0,152946000.0,,0.155,20706000.0,74690000.0,61445000.0,,,,-11529000.0,6032000.0,,,957000.0,,,21982000.0,-163000.0,,-59216000.0,-50087000.0,,,,,83990000.0,,,,,,,,,,203033000.0,,,47427000.0,97388000.0,,500000.0,,13245000.0,,,554152000.0,,,,0.0,,,,57668000.0,,,,,,,,,,209084000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038614400,,,,,,,,654933000.0,101810000.0,,3548000.0,167161000.0,,,,114044000.0,,,,,,11149000.0,,,,,0.07,,166453000.0,,,,,936819000.0,5130000.0,,281205000.0,,,14717000.0,821386000.0,,,,,,,-51647000.0,14717000.0,14717000.0,,,,,,,0.0,10800000.0,,,,,30920000.0,206094000.0,829879000.0,,,,,,540181000.0,,31654000.0,6664000.0,0.0,,,59559000.0,-40750000.0,,,,19220000.0,3244000.0,106940000.0,401596000.0,100000000.0,,,101810000.0,,,,24325000.0,,,,,51550000.0,,31654000.0,142840000.0,,0.07,9608000.0,31654000.0,74690000.0,,,,-31256000.0,5311000.0,,,299000.0,,,23613000.0,-28400000.0,,-29309000.0,-50087000.0,,,,,-20391000.0,,,,,,,,,,192927000.0,,,-40019000.0,108003000.0,,1313000.0,,-43036000.0,,-188000.0,,,,,0.0,,,,8678000.0,,,,,,,,,,209032000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046390400,75822000.0,0.0,209140000.0,114945000.0,117587000.0,,-50065000.0,708745000.0,99573000.0,570000.0,2955000.0,248103000.0,,363048000.0,,114945000.0,34615000.0,,,,-46695000.0,30282000.0,0.0,,0.0,34615000.0,,0.455,208872000.0,,,,,946640000.0,10772000.0,56051000.0,363048000.0,156697000.0,94802000.0,19133000.0,917617000.0,-28400000.0,392417000.0,94802000.0,3501705000.0,,,-51488000.0,19133000.0,19133000.0,392417000.0,,205966000.0,,,554569000.0,0.0,10904000.0,,21714000.0,100000000.0,708745000.0,44682000.0,,836295000.0,94802000.0,,30282000.0,44682000.0,248103000.0,554569000.0,917617000.0,34615000.0,-47019000.0,0.0,14950000.0,61895000.0,56449000.0,-64854000.0,,,56449000.0,9731000.0,4041000.0,110345000.0,466450000.0,100000000.0,,187158000.0,99573000.0,208872000.0,71967000.0,,31625000.0,468239000.0,34615000.0,,,51542000.0,466450000.0,34615000.0,187158000.0,90772000.0,,12492000.0,34615000.0,31654000.0,70899000.0,,248270000.0,-50714000.0,56051000.0,,,547000.0,,-67366000.0,21714000.0,0.0,,50754000.0,-61112000.0,10904000.0,3286000.0,,,-774000.0,,-80411000.0,8880000.0,,,,-122032000.0,-61112000.0,4041000.0,248270000.0,,,-30427000.0,117587000.0,,7653000.0,,2961000.0,,14000.0,,,,,0.0,,0.0,,13727000.0,31329000.0,,,0.0,,,39773000.0,,,,2261000.0,,,51542000.0,0.46,3969944000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1054339200,,,,,,,,710267000.0,115553000.0,,4095000.0,247565000.0,,,,111984000.0,,,,,,65542000.0,,,,,0.17,,241385000.0,,,,,1172835000.0,32218000.0,,359549000.0,,,35260000.0,951652000.0,,,,,,,37731000.0,35260000.0,35260000.0,,,,,,,0.0,11984000.0,,,,,63261000.0,206312000.0,1025064000.0,,,,,,592103000.0,,32029000.0,-34901000.0,0.0,,,73940000.0,36064000.0,,,,25748000.0,,147771000.0,430386000.0,100000000.0,,,115553000.0,,,,57334000.0,,,,,51646000.0,,32029000.0,218069000.0,,0.17,22074000.0,32029000.0,34615000.0,,,,-34901000.0,14532000.0,,,754000.0,,,20218000.0,1202000.0,,-40317000.0,-61112000.0,,,,,72632000.0,,,,,,,,,,279181000.0,,,40251000.0,139824000.0,,-6974000.0,,-2586000.0,,,,,,,0.0,,,,36313000.0,,,,,,,,,,209524000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062288000,,,,,,,,705424000.0,121174000.0,,4343000.0,215698000.0,,,,112921000.0,,,,,,105153000.0,,,,,0.185,,260212000.0,,,,,1236457000.0,41931000.0,,328619000.0,,,39610000.0,965636000.0,,,,,,,-2426000.0,39610000.0,39610000.0,,,,,,,0.0,12921000.0,,,,,68067000.0,206968000.0,1073352000.0,,,,,,637017000.0,,45328000.0,-22851000.0,0.0,,,71008000.0,20909000.0,,,,22677000.0,,163105000.0,409477000.0,100000000.0,,,121174000.0,,,,64407000.0,,,,,51812000.0,,45328000.0,236606000.0,,0.19,24797000.0,45328000.0,32029000.0,,,,-47761000.0,3353000.0,,,383000.0,,,20398000.0,1994000.0,,-9185000.0,-61112000.0,,,,,45335000.0,,,,,,,,,,297718000.0,,,2512000.0,115366000.0,,-1146000.0,,13299000.0,,,,,,,0.0,,,,46274000.0,,,,,,,,,,211728000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070150400,,,,,,,,729888000.0,114282000.0,,3909000.0,222182000.0,,,,113319000.0,,,,,,124205000.0,,,,,0.09,,263418000.0,,,,,1071534000.0,11960000.0,,335501000.0,,,19053000.0,993306000.0,,,,,,,-41468000.0,19053000.0,19053000.0,,,,,,,0.0,13319000.0,,,,,59339000.0,207294000.0,945292000.0,,,,,,657805000.0,,54962000.0,-6953000.0,0.0,,,60853000.0,-40267000.0,,,,18856000.0,,126242000.0,449744000.0,100000000.0,,,114282000.0,,,,30980000.0,,,,,51864000.0,,54962000.0,239553000.0,,0.09,11927000.0,54962000.0,45328000.0,,,,-54539000.0,6267000.0,,,,,,20360000.0,0.0,,3516000.0,-61112000.0,,,,,13071000.0,,,,,,,,,,300665000.0,,,-8755000.0,127899000.0,,-532000.0,,9634000.0,,602000.0,,,,,0.0,,,,15869000.0,,,,,,,,,,211910000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078012800,102514000.0,,211256000.0,113866000.0,145517000.0,,-32874000.0,773481000.0,117825000.0,4014000.0,3956000.0,242398000.0,,356264000.0,,113866000.0,61643000.0,,,,18471000.0,146732000.0,0.0,,0.0,61643000.0,,0.55,263536000.0,,,,,1116865000.0,15945000.0,4446000.0,356264000.0,189350000.0,116450000.0,22527000.0,1037017000.0,,468374000.0,116450000.0,4026803000.0,,,-26711000.0,22527000.0,22527000.0,468374000.0,,207006000.0,,,680753000.0,0.0,13866000.0,,19287000.0,100000000.0,773481000.0,59724000.0,,983095000.0,116450000.0,,146732000.0,59724000.0,242398000.0,680753000.0,1037017000.0,61643000.0,-9140000.0,0.0,16303000.0,72900000.0,72358000.0,-16317000.0,,,72358000.0,20470000.0,,133770000.0,466061000.0,100000000.0,,244064000.0,117825000.0,263536000.0,148464000.0,,36630000.0,570888000.0,61643000.0,,,51889000.0,466061000.0,61643000.0,244064000.0,118817000.0,,14103000.0,61643000.0,54962000.0,87290000.0,,313297000.0,-44137000.0,4446000.0,,,0.0,,389000.0,19287000.0,0.0,,-1605000.0,-69233000.0,13866000.0,34615000.0,,,17426000.0,,-73845000.0,-1298000.0,,,,-181338000.0,-69233000.0,,313297000.0,,,-15537000.0,145517000.0,,7354000.0,,6681000.0,,216000.0,,,,,0.0,,0.0,,19901000.0,27028000.0,,,0.0,,,-47591000.0,,,,1137000.0,,,51889000.0,0.565,4597691000.0,,,,,,,,,,,,,,,,,,,,,,,,,
