,quarterlyLongTermDebt,annualPretaxIncome,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfInvestment,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,annualNetIncome,annualAccountsReceivable,annualLongTermDebt,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,annualGoodwill,annualSaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualOtherNonCashItems,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncome,annualRetainedEarnings,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,trailingTotalRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,trailingOtherIncomeExpense,annualOperatingIncome,annualCurrentLiabilities,quarterlyDilutedEPS,annualNetPPE,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyPurchaseOfInvestment,annualOtherIncomeExpense,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualAccountsPayable,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualOperatingCashFlow,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,annualChangeInAccountPayable,annualOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,trailingPretaxIncome,annualChangesInAccountReceivables,annualInterestExpense,trailingInterestExpense,annualCurrentAssets,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,annualBeginningCashPosition,trailingOperatingExpense,annualGrossPPE,annualOtherNonCurrentAssets,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,trailingGrossProfit,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,trailingCostOfRevenue,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,annualCostOfRevenue,annualTotalRevenue,annualOtherCurrentAssets,quarterlyNetPPE,annualCapitalStock,annualTotalNonCurrentAssets,quarterlyStockBasedCompensation,quarterlyEbitda,annualNetOtherFinancingCharges,annualGrossProfit,annualStockBasedCompensation,annualFreeCashFlow,annualInventory,quarterlyOtherNonCashItems,trailingTaxProvision,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInWorkingCapital,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyBasicEPS,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyPretaxIncome,annualChangeInInventory,quarterlyGrossPPE,annualOperatingExpense,annualDilutedEPS,quarterlyPurchaseOfBusiness,annualDilutedAverageShares,quarterlyCurrentAssets,trailingNetIncome,quarterlyCapitalExpenditure,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingBeginningCashPosition,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,trailingFreeCashFlow,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingPurchaseOfInvestment,trailingEndCashPosition,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingOperatingCashFlow,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingInvestingCashFlow,annualInvestmentsAndAdvances
481075200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5700000.0,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180168000.0,,,,,,,,,,,,,,,,,492100000.0,,,,,,,,,,,,,,,,0.04,,,180168000.0,,,,,,,,,,,,,,,492100000.0,492100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488937600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28500000.0,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182400000.0,,,,,,,,,,,,,,,,,606600000.0,,,,,,,,,,,,,,,,0.16,,,182400000.0,,,,,,,,,,,,,,,606600000.0,606600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496886400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29100000.0,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183520000.0,,,,,,,,,,,,,,,,,578800000.0,,,,,,,,,,,,,,,,0.16,,,183520000.0,,,,,,,,,,,,,,,578800000.0,578800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504835200,145400000.0,128600000.0,,32500000.0,,1055800000.0,367400000.0,74600000.0,,145400000.0,,,307700000.0,,,,,213900000.0,465400000.0,,0.0,,,358700000.0,1055800000.0,,,,11300000.0,0.0,36000000.0,,170000000.0,170000000.0,,,366600000.0,,,140400000.0,376500000.0,,230200000.0,,,,3400000.0,,,,,,,0.0,9100000.0,,213900000.0,,,,,590400000.0,166700000.0,77500000.0,,,32500000.0,,170000000.0,170000000.0,,,,15200000.0,,748100000.0,47400000.0,,0.0,,426100000.0,77500000.0,-195900000.0,652900000.0,181951220.0,,,74600000.0,,,,,,,,0.41,,,,,,,54000000.0,,465400000.0,367400000.0,-195900000.0,,9100000.0,,,1375300000.0,2194900000.0,47400000.0,230200000.0,,307700000.0,,-1537100000.0,,819600000.0,,0.0,366600000.0,,,,,,36000000.0,,74600000.0,,,,,,,358700000.0,,376500000.0,,,426100000.0,679200000.0,0.41,,181951220.0,748100000.0,,,590400000.0,-1537100000.0,517400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512611200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300000.0,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180372000.0,,,,,,,,,,,,,,,,,332300000.0,,,,,,,,,,,,,,,,0.04,,,180372000.0,,,,,,,,,,,,,,,332300000.0,332300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520473600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27400000.0,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180372000.0,,,,,,,,,,,,,,,,,432000000.0,,,,,,,,,,,,,,,,0.17,,,180372000.0,,,,,,,,,,,,,,,432000000.0,432000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528422400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29900000.0,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180372000.0,,,,,,,,,,,,,,,,,438200000.0,,,,,,,,,,,,,,,,0.19,,,180372000.0,,,,,,,,,,,,,,,438200000.0,438200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536371200,119700000.0,174100000.0,,25100000.0,,1145600000.0,421100000.0,106000000.0,,119700000.0,,,392100000.0,,,,,223700000.0,491600000.0,,0.0,,,407900000.0,1145600000.0,,,,26300000.0,0.0,78900000.0,,101700000.0,101700000.0,,,409900000.0,,,142300000.0,430300000.0,,234900000.0,,,,44100000.0,,,,,,,0.0,9200000.0,,223700000.0,,,,,654000000.0,166900000.0,157200000.0,,,25100000.0,,101700000.0,101700000.0,,,,12400000.0,,753500000.0,61700000.0,,0.0,,455900000.0,157200000.0,-221000000.0,493700000.0,179661017.0,,,106000000.0,,,,,,,,0.59,,,,,,,78100000.0,,491600000.0,421100000.0,-221000000.0,,9200000.0,,,892300000.0,1552900000.0,61700000.0,234900000.0,,392100000.0,,-1060100000.0,,660600000.0,,0.0,409900000.0,,,,,,78900000.0,,96000000.0,,,,,,,407900000.0,,430300000.0,,,455900000.0,518300000.0,0.59,,179661017.0,753500000.0,,,654000000.0,-1060100000.0,350500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544147200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7700000.0,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180372000.0,,,,,,,,,,,,,,,,,380500000.0,,,,,,,,,,,,,,,,0.05,,,180372000.0,,,,,,,,,,,,,,,380500000.0,380500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552009600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30100000.0,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177832000.0,,,,,,,,,,,,,,,,,491500000.0,,,,,,,,,,,,,,,,0.18,,,177832000.0,,,,,,,,,,,,,,,491500000.0,491500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559958400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36400000.0,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177832000.0,,,,,,,,,,,,,,,,,512300000.0,,,,,,,,,,,,,,,,0.22,,,177832000.0,,,,,,,,,,,,,,,512300000.0,512300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567907200,89200000.0,161700000.0,,42600000.0,,1140000000.0,362900000.0,96600000.0,,89200000.0,,,382800000.0,,,,,220200000.0,549700000.0,,0.0,,,479600000.0,1140000000.0,,,,19600000.0,0.0,88400000.0,,208500000.0,208500000.0,,,281400000.0,,,150100000.0,370100000.0,,213200000.0,,,,23000000.0,,,,,,,0.0,7200000.0,,220200000.0,,,,,590300000.0,179000000.0,169600000.0,,,42600000.0,,208500000.0,208500000.0,,,,11500000.0,,757200000.0,89600000.0,,0.0,,438800000.0,169600000.0,-225600000.0,585500000.0,175636364.0,,,96600000.0,,,,,,,,0.55,,,,,,,67900000.0,,549700000.0,362900000.0,-225600000.0,,7200000.0,,,1028200000.0,1792700000.0,89600000.0,213200000.0,,382800000.0,,-1234300000.0,,764500000.0,,0.0,281400000.0,,,,,,88400000.0,,93800000.0,,,,,,,479600000.0,,370100000.0,,,438800000.0,614400000.0,0.55,,175636364.0,757200000.0,,,590300000.0,-1234300000.0,408300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575769600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8400000.0,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174892000.0,,,,,,,,,,,,,,,,,413400000.0,,,,,,,,,,,,,,,,0.05,,,174892000.0,,,,,,,,,,,,,,,413400000.0,413400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583632000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36100000.0,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174892000.0,,,,,,,,,,,,,,,,,544500000.0,,,,,,,,,,,,,,,,0.21,,,174892000.0,,,,,,,,,,,,,,,544500000.0,544500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591580800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37800000.0,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174892000.0,,,,,,,,,,,,,,,,,548000000.0,,,,,,,,,,,,,,,,0.22,,,174892000.0,,,,,,,,,,,,,,,548000000.0,548000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
