date,annualOtherCurrentAssets,trailingTotalRevenue,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,trailingChangeInAccountPayable,annualCurrentDeferredRevenue,annualCostOfRevenue,trailingResearchAndDevelopment,annualTotalRevenue,quarterlyCashDividendsPaid,annualEndCashPosition,quarterlyCurrentLiabilities,annualDilutedEPS,annualOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingCostOfRevenue,annualCurrentDebt,trailingTaxProvision,quarterlyInvestingCashFlow,annualFreeCashFlow,quarterlyEndCashPosition,quarterlyRetainedEarnings,annualCommonStockIssuance,annualNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualBasicAverageShares,quarterlyEbitda,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualAccountsPayable,annualChangeInAccountPayable,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,annualNetIncomeContinuousOperations,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,annualBasicEPS,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualOperatingExpense,quarterlyCurrentAssets,trailingPretaxIncome,quarterlyGrossPPE,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,trailingSellingGeneralAndAdministration,annualCashAndCashEquivalents,annualLongTermDebt,annualBeginningCashPosition,quarterlyLongTermDebt,annualAccountsReceivable,annualCurrentAssets,quarterlyChangeInInventory,annualNetIncome,quarterlyOtherCurrentAssets,annualCashDividendsPaid,annualSaleOfInvestment,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualOtherNonCashItems,quarterlyStockholdersEquity,annualDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,annualStockholdersEquity,quarterlyBasicEPS,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,annualTotalAssets,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingNetIncomeCommonStockholders,annualRetainedEarnings,annualCurrentAccruedExpenses,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyRepaymentOfDebt,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyPretaxIncome,quarterlyBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,annualOtherIntangibleAssets,annualOtherIncomeExpense,trailingChangeInInventory,quarterlyCapitalStock,annualTotalNonCurrentAssets,annualNetPPE,annualGrossProfit,annualOperatingCashFlow,annualCurrentLiabilities,quarterlyCurrentDebt,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualEbitda,quarterlyCommonStockIssuance,annualOtherNonCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingChangesInAccountReceivables,trailingCashDividendsPaid,annualPretaxIncome,annualChangesInAccountReceivables,quarterlyTotalAssets,annualInterestExpense,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,annualGoodwill,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualGrossPPE,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyBeginningCashPosition,trailingChangeInWorkingCapital,trailingRepaymentOfDebt,quarterlyAccountsPayable,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingGrossProfit,annualInvestingCashFlow,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyPurchaseOfInvestment,trailingSaleOfInvestment,trailingBasicEPS,annualOtherShortTermInvestments,trailingOtherNonCashItems,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingCommonStockIssuance
1986-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000,,,,,,,22555026.0,,,,,1500000,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005935,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,22555026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,200000.0,,,,,,2900000.0,,5800000.0,,0.0,1100000.0,0.011869,500000.0,,,,300000.0,,,0.0,,400000.0,,,,,25275219.0,-3700000,600000.0,,,,,,,300000.0,,,,-3700000,1600000,0.011869,,,,,2400000.0,,2400000.0,1400000.0,,4200000.0,,1700000.0,1700000.0,,,,,400000.0,0.0,400000.0,,1400000.0,,300000.0,200000.0,,,,300000.0,0.0,0.0,2100000.0,,2100000.0,,600000.0,,,,2100000.0,,,,25275219.0,,400000.0,,3800000.0,200000.0,,,,0.0,,400000.0,,,,,,200000.0,,,,,,,,,400000.0,,2400000.0,,0.0,,,2400000.0,2400000.0,2900000.0,0.0,1100000.0,300000.0,,,,800000.0,,0.0,,,,,,200000.0,,0.0,,-1800000.0,,,,,800000.0,,,,,,500000.0,,3800000.0,,-1800000.0,,,,,,,,,,4200000.0,,,,,,,,,,,0.0,800000.0,,,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000,,,,,,,22711726.0,,,,,1600000,1600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003957,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,22711726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000,,,,,,,22711726.0,,,,,1600000,1600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003957,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,22711726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800000,,,,,,,22711726.0,,,,,1800000,1800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003957,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,22711726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,300000.0,,,,,,3400000.0,,6800000.0,,0.0,1500000.0,0.015826,600000.0,,,,300000.0,,,0.0,,700000.0,,,,,25274864.0,-4300000,900000.0,,,,,,,400000.0,,,,-4300000,1900000,0.015826,,,,,3000000.0,,2800000.0,1800000.0,,5000000.0,,2400000.0,2400000.0,,,,200000.0,500000.0,0.0,500000.0,,1800000.0,,400000.0,300000.0,,,,400000.0,0.0,100000.0,2500000.0,,2400000.0,,900000.0,,,,2400000.0,,,,25274864.0,,500000.0,,4800000.0,300000.0,,,,100000.0,,700000.0,,200000.0,,200000.0,,300000.0,,,,,,,,,500000.0,,3000000.0,,100000.0,,,3000000.0,3000000.0,3400000.0,0.0,1500000.0,300000.0,,,,900000.0,,100000.0,,,,200000.0,,300000.0,,0.0,,-2000000.0,,,,,1200000.0,,,,,,700000.0,,4800000.0,,-2000000.0,,,,,,,,,,5000000.0,,,,,,,,,,,0.0,1200000.0,,,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800000,,,,,,,22711726.0,,,,,1800000,1800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001978,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,22711726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,,,,,,,22711726.0,,,,,2000000,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003957,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,22711726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200000,,,,,,,22711726.0,,,,,2200000,2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005935,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,22711726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,200000.0,,,,,,4400000.0,,8400000.0,,0.0,2300000.0,0.017805,700000.0,,,,200000.0,,,0.0,,1100000.0,,,,,22466020.0,-5300000,700000.0,,,,,,,400000.0,,,,-5300000,2400000,0.017805,,,,,3200000.0,,3300000.0,2600000.0,,5500000.0,,3000000.0,3000000.0,,,,,300000.0,0.0,300000.0,,2600000.0,,400000.0,200000.0,,,,400000.0,100000.0,100000.0,2900000.0,,2800000.0,,700000.0,,,,2800000.0,,,,22466020.0,,1100000.0,,5800000.0,200000.0,,,,100000.0,,1100000.0,,,,,,300000.0,,,,,,,,,1100000.0,,3100000.0,,-100000.0,,,3200000.0,3100000.0,4000000.0,0.0,2300000.0,200000.0,,,,1100000.0,,100000.0,,,,,,300000.0,,100000.0,,-2400000.0,,,,,2100000.0,,,,,,600000.0,,5800000.0,,-2400000.0,,,,,,,,,,5500000.0,,,,,,,,,,,0.0,2100000.0,,,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300000,,,,,,,22711726.0,,,,,2300000,2300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001978,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,22711726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,700000.0,,,,,,,,1700000.0,,,,,,,,,,,1200000.0,,,,,,300000,,,,,,,22782495.0,,,,,200000,2300000,,,,,,3200000.0,,,2100000.0,,5700000.0,,,2400000.0,,,,,,,400000.0,,,,,300000.0,,,,,,0.0,,,2900000.0,,700000.0,,,1300000.0,,0.001978,,,,,700000.0,1000000.0,,,,,,,,,,,,,,300000.0,,,800000.0,,,22782495.0,,,,,3100000.0,,,,,,,,,,300000.0,100000.0,,,,,,,,,,,,,100000.0,,-2600000.0,,,,,800000.0,,,,,,,,5300000.0,,,,,0.001978,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,,,700000.0,,,,,,,,1800000.0,,,,,,,,-200000.0,,0.0,1200000.0,,,100000.0,,,300000,,,,,,0.0,16850146.0,,,,,200000,2300000,,,,,0.0,3300000.0,,,2100000.0,,5900000.0,,,2400000.0,,,,,,,400000.0,,,100000.0,,100000.0,,,,,,-100000.0,,,3000000.0,,600000.0,,,1300000.0,,0.001978,,,,,700000.0,1000000.0,,,0.0,,,,,,,,,,,300000.0,,,800000.0,,,16850146.0,,,,,3200000.0,,,,,,,,,,200000.0,100000.0,,,,,,,0.0,,,,,,100000.0,200000.0,-2700000.0,-200000.0,0.0,,,900000.0,,,,,,,,5400000.0,,,,,0.001978,,,,,,,,0.0,,0.0,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,300000.0,,,900000.0,,,5500000.0,,9600000.0,,0.0,1200000.0,0.013848,600000.0,200000.0,,,500000.0,,-200000.0,400000.0,0.0,1300000.0,,0.0,100000.0,,21663778.0,300000,1200000.0,,700000.0,,,200000.0,,300000.0,,200000.0,,200000,2700000,0.013848,,,,100000.0,3400000.0,,3500000.0,2100000.0,,6100000.0,,2400000.0,2400000.0,,0.0,,,800000.0,0.0,800000.0,,2100000.0,100000.0,300000.0,300000.0,,,,300000.0,100000.0,0.0,3100000.0,,3100000.0,400000.0,1200000.0,,,1500000.0,3100000.0,,,,21663778.0,100000.0,500000.0,1200000.0,5500000.0,200000.0,0.0,,200000.0,200000.0,,1300000.0,,,,,,400000.0,,,1000000.0,,300000.0,,,,500000.0,100000.0,3300000.0,,-100000.0,,,3400000.0,3300000.0,4100000.0,1000000.0,1200000.0,500000.0,,,,1000000.0,,0.0,,0.0,,,,400000.0,500000.0,100000.0,400000.0,-2800000.0,-200000.0,-200000.0,,,0.0,,,,,,500000.0,,5500000.0,,-2800000.0,,,,,,,,100000.0,,6100000.0,0.0,,0.0,,,700000.0,,-400000.0,,,-600000.0,0.0,0.0,,,-600000.0,,,,,,,,,,,,,,,
1990-03-31,,,-100000.0,800000.0,,,,,,,,1600000.0,,,100000.0,,,,,-200000.0,,0.0,1400000.0,,,100000.0,,,400000,,,,,,-300000.0,25273799.0,,,,,300000,2500000,,,,,-200000.0,3400000.0,,,2500000.0,,6300000.0,,,2700000.0,,,,,,,800000.0,,,-200000.0,,500000.0,,,,,,-100000.0,,,3200000.0,,1100000.0,,,1300000.0,,0.003957,,,,-100000.0,700000.0,1200000.0,,,0.0,,100000.0,100000.0,,,,,,,,400000.0,,,900000.0,,200000.0,25273799.0,,,,100000.0,3400000.0,,,,,,,,,,400000.0,,,,,,,,100000.0,,,,,,0.0,-100000.0,-2900000.0,-200000.0,300000.0,,,500000.0,,,,,,,,5900000.0,,,,,0.003957,,,,,,,,0.0,,0.0,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
