,annualCostOfRevenue,quarterlyOtherNonCashItems,trailingOperatingIncome,annualResearchAndDevelopment,annualAccountsPayable,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,annualOtherShortTermInvestments,annualTaxProvision,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyRetainedEarnings,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualOperatingIncome,annualBasicAverageShares,annualOtherCurrentAssets,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,trailingEndCashPosition,quarterlyTotalAssets,annualBasicEPS,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyTotalNonCurrentAssets,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualTotalAssets,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyBasicEPS,annualLongTermDebt,annualOtherNonCurrentAssets,annualCurrentAssets,annualRepurchaseOfCapitalStock,annualOtherNonCashItems,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,quarterlyStockholdersEquity,annualStockholdersEquity,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,annualDilutedEPS,quarterlyInvestingCashFlow,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyEndCashPosition,annualRetainedEarnings,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,annualCapitalStock,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,annualInventory,quarterlyTaxProvision,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,annualGrossProfit,annualTotalNonCurrentAssets,annualEbitda,annualNetPPE,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOtherNonCurrentLiabilities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingCapitalExpenditure,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualCapitalExpenditure,annualInvestingCashFlow,quarterlyGrossPPE,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,annualPretaxIncome,annualDeferredIncomeTax,trailingCashDividendsPaid,quarterlySaleOfInvestment,annualAccumulatedDepreciation,trailingNetIncome,quarterlyDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualNonCurrentDeferredRevenue,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingOperatingExpense,annualChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyEbitda,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,trailingChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,trailingChangeInWorkingCapital,trailingGrossProfit,trailingResearchAndDevelopment,annualTotalRevenue,trailingInterestExpense,annualGoodwill,trailingDilutedAverageShares,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyGoodwill,trailingStockBasedCompensation,trailingBasicAverageShares,trailingChangeInInventory,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS
646704000,,-2500000.0,,,,,78900000.0,,,,,999100000.0,-8700000.0,2429000000.0,,,12200000.0,,699400000.0,,831300000.0,,,,,,,,-1900000.0,679800000.0,45500000.0,,,2869700000.0,,18800000.0,,,,,440700000.0,,,1830400000.0,,1000000.0,395772810.0,,100000.0,,18800000.0,18800000.0,,,174600000.0,,0.047502,,,,,,,,1039300000.0,,,,543200000.0,,,,24600000.0,,31700000.0,,,136600000.0,0.0,,,,,91100000.0,642700000.0,23900000.0,188500000.0,182400000.0,,,12000000.0,,349400000.0,,,,349400000.0,,,,,7900000.0,,,395772810.0,271600000.0,26700000.0,,,,,,,,0.0,,,30800000.0,,-13000000.0,-59400000.0,565000000.0,,,,169100000.0,,0.0,-251400000.0,,,,,-12200000.0,,14000000.0,,,523000000.0,,,,,,,,,0.047502,,-23700000.0,413400000.0,,,,,,,,,,20700000.0,,,300000.0,57700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654652800,,-1900000.0,,,,,72900000.0,,,,,1004300000.0,-8700000.0,2433100000.0,,,12900000.0,,704700000.0,,832400000.0,,,,,,,,-12000000.0,664900000.0,38400000.0,,,2888300000.0,,14000000.0,,,,,455200000.0,,,1836700000.0,,10000000.0,392971425.0,,0.0,,14000000.0,14000000.0,,,183500000.0,,0.035626,,,,,,,,1051600000.0,,,,540700000.0,,,,10800000.0,,-6800000.0,,,124200000.0,0.0,,,,,85800000.0,640900000.0,-1300000.0,191500000.0,183700000.0,,,12700000.0,,354200000.0,,,,354200000.0,,,,,6100000.0,,,392971425.0,276200000.0,20100000.0,,,,,,,,0.0,,,30900000.0,,-14800000.0,-18600000.0,566200000.0,,,,179000000.0,,-100000.0,-254200000.0,,,,,4900000.0,,24800000.0,,,530400000.0,,-3200000.0,,,,,,,0.035626,,-4600000.0,431400000.0,,,,,,,,,,6700000.0,,,0.0,51300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662601600,2228000000.0,-2800000.0,,,468100000.0,,94600000.0,,848300000.0,,,1038700000.0,-8500000.0,2450600000.0,,30500000.0,14800000.0,,702000000.0,0.0,848300000.0,-37800000.0,174200000.0,402296310.0,220000000.0,63700000.0,-13600000.0,329300000.0,-34400000.0,727100000.0,35500000.0,1887000000.0,,2906200000.0,0.158341,5800000.0,,63700000.0,49300000.0,562800000.0,455600000.0,,,1887000000.0,375900000.0,78500000.0,,-87000000.0,-100000.0,402296310.0,5800000.0,5800000.0,,2906200000.0,220000000.0,324100000.0,,655200000.0,182300000.0,2450600000.0,-31800000.0,-3800000.0,,,1019200000.0,1019200000.0,1038700000.0,,582200000.0,63700000.0,,51800000.0,-32200000.0,0.158341,-88400000.0,,,144900000.0,0.0,702000000.0,,,,109400000.0,655200000.0,-7900000.0,193200000.0,191600000.0,,,5900000.0,,329300000.0,,,103500000.0,329300000.0,,-147500000.0,329300000.0,191600000.0,4000000.0,,,,273300000.0,9800000.0,,550100000.0,455600000.0,226000000.0,273300000.0,,43800000.0,0.0,-100000.0,534800000.0,31500000.0,,-9200000.0,-23400000.0,562800000.0,,33900000.0,,182300000.0,,200000.0,-261500000.0,457100000.0,,,-50200000.0,-25000000.0,,87700000.0,-54200000.0,-93200000.0,534800000.0,123800000.0,-28000000.0,94200000.0,-1700000.0,,,-261500000.0,,,193200000.0,55500000.0,468100000.0,,,-1300000.0,,,,,,,7800000.0,,,,50300000.0,7800000.0,100000.0,,-127900000.0,,,,,2778100000.0,,,,,,,,,,,,,,,,,,,,,,,
670377600,,-2900000.0,,,,,77300000.0,,,,,917300000.0,-8500000.0,2272900000.0,,,12700000.0,,704000000.0,,775800000.0,,,,,,,,-49900000.0,524100000.0,3800000.0,,,2712800000.0,,-5000000.0,,,,,439900000.0,,,1693100000.0,,-35300000.0,360880549.0,,0.0,,-5000000.0,-5000000.0,,,275700000.0,,-0.013855,,,,,,,,1019700000.0,,,,430300000.0,,,,71500000.0,,19800000.0,,,93800000.0,0.0,,,,,90000000.0,603000000.0,25400000.0,172800000.0,166200000.0,,,12800000.0,,229300000.0,,,,229300000.0,,,,,-6000000.0,,,360880549.0,268900000.0,-11000000.0,,,,,,,,329300000.0,,,27500000.0,,-9100000.0,-92200000.0,532200000.0,,,,171000000.0,,100000.0,-268800000.0,,,,,-100000000.0,,-26200000.0,,,537700000.0,,,,,,,,,-0.013855,,-35300000.0,379400000.0,,,-4200000.0,,,,,,,5700000.0,,,100000.0,16500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678240000,,-200000.0,,,,,76900000.0,,,,,857800000.0,-8400000.0,2201400000.0,,,12000000.0,,704200000.0,,757100000.0,,,,,,,,3800000.0,551000000.0,19800000.0,,,2628800000.0,,8600000.0,,,,,427400000.0,,,1614900000.0,,52500000.0,395002756.0,,100000.0,,8600000.0,8600000.0,,,269300000.0,,0.021772,,,,,,,,1013900000.0,,,,442300000.0,,,,75800000.0,,75400000.0,,,108700000.0,0.0,,,,,88900000.0,588400000.0,31500000.0,168600000.0,134700000.0,,,14700000.0,,248600000.0,,,,248600000.0,,,,,1300000.0,,,395002756.0,263600000.0,9900000.0,,,,,,,,0.0,,,24600000.0,,-7000000.0,-111800000.0,440600000.0,,,,163800000.0,,-100000.0,-274300000.0,,,,,19300000.0,,59500000.0,,,537900000.0,,,,,,,,,0.021772,,31300000.0,411600000.0,,,-3600000.0,,,,,,,5600000.0,,,100000.0,31800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686188800,,-700000.0,,,,,77300000.0,,,,,872700000.0,-8500000.0,2204300000.0,,,12200000.0,,712700000.0,,743100000.0,,,,,,,,-5600000.0,616600000.0,33000000.0,,,2638700000.0,,17000000.0,,,,,434400000.0,,,1615800000.0,,33700000.0,390409701.0,,0.0,,17000000.0,17000000.0,,,272100000.0,,0.043544,,,,,,,,1022900000.0,,,,494000000.0,,,,-5800000.0,,-16900000.0,,,122600000.0,0.0,,,,,89600000.0,573600000.0,9600000.0,169500000.0,123900000.0,,,15900000.0,,275400000.0,,,,275400000.0,,,,,5400000.0,,,390409701.0,273000000.0,22400000.0,,,,,,,,0.0,,,26700000.0,,-11900000.0,-6500000.0,460400000.0,,,,161400000.0,,100000.0,-281900000.0,,,,,26800000.0,,45600000.0,,,554900000.0,,,,,,,,,0.043544,,21600000.0,406800000.0,,,-4000000.0,,,,,,,5500000.0,,,100000.0,45300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694137600,1886300000.0,4800000.0,,,454900000.0,,75000000.0,,672500000.0,,,1032800000.0,-8400000.0,858000000.0,,8600000.0,12300000.0,,720000000.0,0.0,672500000.0,33400000.0,96900000.0,393295160.0,275900000.0,39700000.0,76600000.0,294900000.0,-1200000.0,640200000.0,33400000.0,1705300000.0,,2737600000.0,0.100942,19100000.0,,39700000.0,98200000.0,569600000.0,1879600000.0,,,1705300000.0,355700000.0,47300000.0,,-33800000.0,0.0,393295160.0,19100000.0,19100000.0,,2737600000.0,275900000.0,306500000.0,,501200000.0,1607400000.0,858000000.0,,1000000.0,,,1032300000.0,1032300000.0,1032800000.0,,519500000.0,39700000.0,,49200000.0,-64900000.0,0.100942,-67100000.0,,,120700000.0,0.0,720000000.0,,,,87300000.0,501200000.0,-27000000.0,171300000.0,151200000.0,,,18900000.0,,294900000.0,,,137900000.0,294900000.0,,-183600000.0,294900000.0,151200000.0,7900000.0,,,,272200000.0,27000000.0,,452600000.0,1879600000.0,146100000.0,272200000.0,,62200000.0,0.0,0.0,559100000.0,25100000.0,,-11700000.0,26900000.0,569600000.0,,39500000.0,,1607400000.0,,-200000.0,-286900000.0,329300000.0,,,-52900000.0,19500000.0,,59000000.0,-39700000.0,11200000.0,559100000.0,110700000.0,,48300000.0,-4900000.0,,,-286900000.0,,,171300000.0,15800000.0,454900000.0,,,6900000.0,,,,,,,8300000.0,,,,45700000.0,8300000.0,-100000.0,,-34400000.0,,,,,2338900000.0,,,,,,,,,,,,,,,,,,,,,,,
702000000,,100000.0,,,,,73900000.0,,,,,978500000.0,-11800000.0,2260300000.0,,,11500000.0,,722300000.0,,684800000.0,,,,,,,,-3400000.0,628800000.0,22600000.0,,,2691700000.0,,10800000.0,,,,,431400000.0,,,1663300000.0,,-5400000.0,389765058.0,,-100000.0,,10800000.0,10800000.0,,,279700000.0,,0.027709,,,,,,,,1028400000.0,,,,520800000.0,,,,-7200000.0,,-8300000.0,,,108000000.0,0.0,,,,,85400000.0,516500000.0,23500000.0,168400000.0,125900000.0,,,12800000.0,,271900000.0,,,,271900000.0,,,,,2200000.0,,,389765058.0,267200000.0,13000000.0,,,,,,,,294900000.0,,,22500000.0,,-8400000.0,-16400000.0,544500000.0,,,,164200000.0,,-100000.0,-293300000.0,,,,,-23000000.0,,3000000.0,,,560500000.0,,,,,,,,,0.027709,,-16000000.0,425600000.0,,,-4800000.0,,,,,,,8400000.0,,,,34100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709862400,,800000.0,,,,,74700000.0,,,,,1016000000.0,-8500000.0,2259600000.0,,,11800000.0,,724900000.0,,639000000.0,,,,,,,,-3300000.0,612400000.0,26700000.0,,,2688600000.0,,11100000.0,,,,,429000000.0,,,1655000000.0,,25100000.0,373875846.0,,0.0,,11100000.0,11100000.0,,,286700000.0,,0.029689,,,,,,,,1033600000.0,,,,499300000.0,,,,3000000.0,,-4700000.0,,,113100000.0,0.0,,,,,86400000.0,475800000.0,-26000000.0,163200000.0,152700000.0,,,10600000.0,,261600000.0,,,,261600000.0,,,,,4100000.0,,,373875846.0,268300000.0,15200000.0,,,,,,,,0.0,,,22100000.0,,-10500000.0,-42200000.0,552300000.0,,,,160700000.0,,100000.0,-295300000.0,,,,,-10300000.0,,35600000.0,,,563600000.0,,,,,,,,,0.029689,,15800000.0,452100000.0,,,-6100000.0,,,,,,,11600000.0,,,,38500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717811200,,-1500000.0,,,,,72100000.0,,,,,1068900000.0,-8400000.0,2286000000.0,,,11900000.0,,734700000.0,,625200000.0,,,,,,,,-37000000.0,722800000.0,38900000.0,,,2737600000.0,,18200000.0,,,,,451600000.0,,,1694100000.0,,46400000.0,383141762.0,,0.0,,18200000.0,18200000.0,,,76500000.0,,0.047502,,,,,,,,1043500000.0,,,,599800000.0,,,,-31000000.0,,-56300000.0,,,123000000.0,0.0,,,,,84100000.0,462600000.0,27800000.0,162600000.0,124700000.0,,,8800000.0,,251200000.0,,,,251200000.0,,,,,8500000.0,,,383141762.0,320700000.0,26700000.0,,,,,,,,0.0,,,21000000.0,,9200000.0,7600000.0,579300000.0,,,,130900000.0,,0.0,-320700000.0,,,,,-10400000.0,,37200000.0,,,641400000.0,,,,,,,,,0.047502,,8800000.0,479000000.0,,,-3400000.0,,,,,,,10600000.0,,,,50900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725760000,2249600000.0,1300000.0,,,512400000.0,,78400000.0,,661900000.0,,,1109000000.0,-8500000.0,2334800000.0,,26400000.0,12000000.0,,741200000.0,0.0,661900000.0,33800000.0,151900000.0,392161580.0,285500000.0,65200000.0,-91500000.0,250400000.0,30800000.0,771200000.0,51000000.0,1770900000.0,,2809300000.0,0.166258,25100000.0,,65200000.0,39500000.0,580400000.0,474500000.0,,,1770900000.0,333700000.0,-26600000.0,,-37200000.0,0.0,392161580.0,25100000.0,25100000.0,,2809300000.0,285500000.0,286500000.0,,498600000.0,169300000.0,2334800000.0,,700000.0,,,1038400000.0,1038400000.0,1109000000.0,,629800000.0,65200000.0,,47200000.0,-56300000.0,0.166258,-100200000.0,,,141400000.0,0.0,741200000.0,,,,90400000.0,498600000.0,-30500000.0,163300000.0,151000000.0,,,6600000.0,,250400000.0,,,139700000.0,250400000.0,,-13800000.0,250400000.0,151000000.0,11600000.0,,,,305200000.0,36700000.0,,485600000.0,474500000.0,199100000.0,305200000.0,,26300000.0,0.0,0.0,605000000.0,20900000.0,,-90500000.0,37200000.0,580400000.0,,-5200000.0,,169300000.0,,0.0,-299800000.0,294900000.0,,,-12900000.0,-800000.0,,63900000.0,-100200000.0,-169500000.0,605000000.0,86600000.0,,91600000.0,-8400000.0,,,-299800000.0,,,163300000.0,25200000.0,512400000.0,,,5900000.0,,,,,,,16200000.0,,,,63000000.0,16200000.0,0.0,,-44500000.0,,,,,2735200000.0,,,,,,,,,,,,,,,,,,,,,,,
733536000,,-15600000.0,,,,,77300000.0,,,,,1097800000.0,-18600000.0,2376000000.0,,,,,760100000.0,,724300000.0,,,,,,,,-2800000.0,761400000.0,15800000.0,,,2879800000.0,,27400000.0,,,,,503800000.0,,,1822100000.0,,-19800000.0,395530791.0,,0.0,,27400000.0,27400000.0,,,277300000.0,,0.069274,,,,,,,,1057700000.0,,,,668300000.0,,,,-46100000.0,,-74500000.0,,,93100000.0,0.0,,,,,77300000.0,500800000.0,,223500000.0,150900000.0,,,45200000.0,,213800000.0,,,,213800000.0,,,,,13700000.0,,,395530791.0,326300000.0,41100000.0,,,,,,,,250400000.0,,,19900000.0,,-31600000.0,27200000.0,625600000.0,,,,177500000.0,,0.0,-299800000.0,,,,,-36600000.0,,11800000.0,,,626100000.0,,,,,,,,,0.069274,,,447700000.0,,,,,,,,,,24500000.0,,,,15800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741398400,,4100000.0,,,,,70500000.0,,,,,1073000000.0,-8500000.0,2480100000.0,,,,,784500000.0,,833200000.0,,,,,,,,-3000000.0,877500000.0,62800000.0,,,2986600000.0,,32800000.0,,,,,506500000.0,,,1906200000.0,,8500000.0,394567479.0,,0.0,,32800000.0,32800000.0,,,74700000.0,,0.083129,,,,,,,,1080400000.0,,,,744200000.0,,,,-86800000.0,,-111500000.0,,,133300000.0,0.0,,,,,70500000.0,613500000.0,,219700000.0,164300000.0,,,6400000.0,,190900000.0,,,,190900000.0,,,,,16900000.0,,,394567479.0,383700000.0,49700000.0,,,,,,,,0.0,,,19500000.0,,-28400000.0,50700000.0,572000000.0,,,,122800000.0,,-1200000.0,-299800000.0,,,,,-22900000.0,,36900000.0,,,683500000.0,,,,,,,,,0.083129,,,490700000.0,,,,,,,,,,10300000.0,,,,62800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749347200,,13200000.0,,,,,76200000.0,,,,,1183900000.0,-8400000.0,2641400000.0,,,,,812600000.0,,871400000.0,,,,,,,,-13200000.0,925400000.0,73200000.0,,,3160700000.0,,36500000.0,,,,,519300000.0,,,2055300000.0,,34900000.0,392367643.0,,0.0,,36500000.0,36500000.0,,,78800000.0,,0.093025,,,,,,,,1105400000.0,,,,776000000.0,,,,-163200000.0,,-183400000.0,,,149400000.0,0.0,,,,,76200000.0,651800000.0,,219600000.0,182200000.0,,,6500000.0,,183400000.0,,,,183400000.0,,,,,23500000.0,,,392367643.0,394600000.0,60000000.0,,,,,,,,0.0,,,19700000.0,,-14800000.0,125100000.0,663300000.0,,,,124700000.0,,0.0,-299800000.0,,,,,-7500000.0,,49700000.0,,,694400000.0,,0.0,,,,,,,0.093025,,,502400000.0,,,,,,,,,,18200000.0,,,,73200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757296000,2884800000.0,-8100000.0,,,507800000.0,,113900000.0,,922800000.0,,,1260900000.0,-8500000.0,2761100000.0,,77600000.0,,,468600000.0,0.0,922800000.0,14200000.0,268800000.0,392595353.0,57000000.0,142200000.0,-454200000.0,223200000.0,-2400000.0,938100000.0,79800000.0,2183700000.0,,3291200000.0,0.362205,45500000.0,,142200000.0,119500000.0,696000000.0,530100000.0,,,2183700000.0,387900000.0,95900000.0,,-44000000.0,72100000.0,392595353.0,45500000.0,45500000.0,,3291200000.0,57000000.0,331200000.0,,720800000.0,137800000.0,2761100000.0,-1200000.0,-6400000.0,,,1107500000.0,1107500000.0,1260900000.0,,687700000.0,142200000.0,,56700000.0,-158100000.0,0.362205,-157100000.0,,,250400000.0,0.0,468600000.0,,,,170600000.0,720800000.0,,129900000.0,193700000.0,,,9700000.0,,223200000.0,,,201900000.0,223200000.0,,296100000.0,223200000.0,193700000.0,23500000.0,,,,392300000.0,69000000.0,,656700000.0,530100000.0,325500000.0,392300000.0,,30600000.0,0.0,72100000.0,717000000.0,20500000.0,,-7600000.0,93100000.0,696000000.0,,-44700000.0,,137800000.0,,0.0,-324700000.0,250400000.0,,,-21400000.0,39800000.0,,103500000.0,-82400000.0,-526500000.0,717000000.0,79600000.0,0.0,219800000.0,-14000000.0,,,-324700000.0,,,129900000.0,,507800000.0,,,,,,,,,,57100000.0,,,,79800000.0,57100000.0,0.0,,-27200000.0,,,,,3541500000.0,,,,,,,,,,,,,,,,,,,,,,,
765072000,,24200000.0,,,,,78100000.0,,,,,1295100000.0,-45300000.0,2993900000.0,,,,,502400000.0,,1026500000.0,,,,,,,,-184100000.0,1031900000.0,87600000.0,,,3501200000.0,,43600000.0,,,,,507300000.0,,,2321600000.0,,58300000.0,393363347.0,,66800000.0,,43600000.0,43600000.0,,,77400000.0,,0.110839,,,,,,,,1139900000.0,,,,866200000.0,,,,-13300000.0,,-14500000.0,,,165700000.0,0.0,,,,,78100000.0,832500000.0,,127200000.0,197700000.0,,,2400000.0,,272000000.0,,,,272000000.0,,,,,24400000.0,,,393363347.0,411800000.0,68000000.0,,,,,,,,223200000.0,,,22000000.0,,-9500000.0,-2100000.0,647900000.0,,,,95500000.0,,0.0,-324700000.0,,,,,48800000.0,,67800000.0,,,736500000.0,,,,,,192400000.0,,,0.110839,,,583000000.0,,,,,,,,,,64200000.0,,,,87600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772934400,,-15700000.0,,,,,82100000.0,,,,,1204100000.0,-9700000.0,3095200000.0,,,,,543300000.0,,1177600000.0,,,,,,,,,1120300000.0,103300000.0,,,3602700000.0,,50600000.0,,,,,507500000.0,,,2381700000.0,,24100000.0,393309082.0,,62000000.0,,50600000.0,50600000.0,,,69000000.0,,0.128652,,,,,,,,1178000000.0,,,,934900000.0,,,,-858200000.0,,-91100000.0,,,185400000.0,0.0,,,,,82100000.0,984400000.0,,131200000.0,205400000.0,,,6300000.0,,268400000.0,,,,268400000.0,,,,,28300000.0,,,393309082.0,413100000.0,78900000.0,,,,,,,,0.0,,,24900000.0,,-10800000.0,56100000.0,561600000.0,,,,94400000.0,,0.0,-324700000.0,,,,,-3600000.0,,34900000.0,,,737800000.0,,,,,,582600000.0,,,0.128652,,,615000000.0,,,,,,,,,,27500000.0,,,,103300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780883200,,16500000.0,,,,,87400000.0,,,,,1299600000.0,-9700000.0,3293600000.0,,,,,586800000.0,,1235100000.0,,,,,,,,,1167900000.0,109100000.0,,,3803400000.0,,53200000.0,,,,,509800000.0,,,2534700000.0,,57400000.0,389546676.0,,85400000.0,,53200000.0,53200000.0,,,82900000.0,,0.136569,,,,,,,,1222700000.0,,,,971400000.0,,,,-403600000.0,,-104700000.0,,,196500000.0,0.0,,,,,87400000.0,1018800000.0,,130900000.0,238600000.0,,,6800000.0,,311400000.0,,,,311400000.0,,,,,30100000.0,,,389546676.0,414400000.0,83300000.0,,,,,,,,0.0,,,27400000.0,,-12300000.0,78100000.0,617800000.0,,,,95400000.0,,0.0,-324700000.0,,,,,43000000.0,,69700000.0,,,739100000.0,,,,,,304900000.0,,,0.136569,,,651200000.0,,,,,,,,,,30600000.0,,,,109100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788832000,3636600000.0,-10100000.0,,,690900000.0,,135200000.0,,1240300000.0,,,1480500000.0,-9800000.0,3400400000.0,,115600000.0,,,556500000.0,0.0,1240300000.0,72200000.0,407400000.0,393862500.0,65100000.0,204500000.0,-369300000.0,311300000.0,,1170000000.0,107500000.0,2720800000.0,,3928200000.0,0.519506,57100000.0,,204500000.0,253900000.0,687700000.0,527800000.0,,,2720800000.0,446100000.0,114100000.0,,-74500000.0,85800000.0,393862500.0,57100000.0,57100000.0,,3928200000.0,65100000.0,382900000.0,,1011000000.0,104100000.0,3400400000.0,,14900000.0,,,1174500000.0,1174500000.0,1480500000.0,,864100000.0,204500000.0,,63200000.0,905800000.0,0.519506,-206000000.0,1523700000.0,,305900000.0,0.0,556500000.0,,,,198400000.0,1011000000.0,,143500000.0,274500000.0,,,14300000.0,,311300000.0,,,334500000.0,311300000.0,,189100000.0,311300000.0,274500000.0,32800000.0,,,,423700000.0,89900000.0,,853500000.0,527800000.0,470600000.0,423700000.0,,33200000.0,0.0,85800000.0,789200000.0,29700000.0,,-48000000.0,57000000.0,687700000.0,,-68200000.0,,104100000.0,,0.0,-365500000.0,223200000.0,,,-1518000000.0,-100000.0,,162100000.0,-80600000.0,-416300000.0,789200000.0,103900000.0,,320100000.0,-24300000.0,,443800000.0,-365500000.0,,,143500000.0,,690900000.0,,,,,,,,,,101900000.0,,,,107500000.0,101900000.0,0.0,,88100000.0,,,,,4490100000.0,,,,,,,,,,,,,,,,,,,,,,,
796608000,,-19900000.0,,,,,100800000.0,,,,,1493500000.0,-87400000.0,3448500000.0,,,,,601100000.0,,1251200000.0,,,,,,,,-487300000.0,1183600000.0,104100000.0,,,3977100000.0,,54300000.0,,,,,528600000.0,,,2744700000.0,,15700000.0,391921933.0,,104700000.0,,54300000.0,54300000.0,,,63900000.0,,0.138548,,,,,,,,1207500000.0,,,,978700000.0,,,,-44300000.0,,-52800000.0,,,204900000.0,0.0,,,,,100800000.0,1005900000.0,,140600000.0,263800000.0,,,12400000.0,,307300000.0,,,,307300000.0,,,,,28900000.0,,,391921933.0,424100000.0,83200000.0,,,,,,,,311300000.0,,,34200000.0,,-18700000.0,26500000.0,797800000.0,,,,104500000.0,,0.0,-365500000.0,,,,,-4000000.0,,34400000.0,,,789600000.0,,,,,,488700000.0,,,0.138548,,,653500000.0,,,,,,,,,,42200000.0,,,,104100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
