date,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualPretaxIncome,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingPurchaseOfBusiness,annualLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyGoodwill,annualCurrentLiabilities,trailingChangeInInventory,annualStockholdersEquity,annualStockBasedCompensation,annualBasicAverageShares,annualGoodwill,trailingStockBasedCompensation,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualRetainedEarnings,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsPayable,trailingOtherIncomeExpense,annualOperatingCashFlow,trailingOperatingIncome,quarterlyOperatingExpense,annualOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualOtherIntangibleAssets,annualCommonStockIssuance,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,annualNetPPE,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualCashAndCashEquivalents,annualGrossPPE,annualDilutedAverageShares,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,quarterlyBasicEPS,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingOperatingExpense,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,annualInterestExpense,quarterlyGrossPPE,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualSellingGeneralAndAdministration,annualChangesInAccountReceivables,annualAccumulatedDepreciation,annualCurrentAssets,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,annualCurrentAccruedExpenses,quarterlyEbitda,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,annualTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyChangeInInventory,quarterlyGrossProfit,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualTotalRevenue,trailingGrossProfit,annualResearchAndDevelopment,annualCostOfRevenue,quarterlyOtherNonCashItems,annualCapitalStock,quarterlyDilutedEPS,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,trailingCostOfRevenue,annualFreeCashFlow,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyDilutedAverageShares,trailingTaxProvision,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,annualChangeInWorkingCapital,annualGrossProfit,annualTotalNonCurrentAssets,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,annualBasicEPS,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,annualChangeInInventory,trailingNetIncome,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualCashDividendsPaid,annualBeginningCashPosition,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,trailingInterestExpense,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDepreciationAndAmortization,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
,,127000000.0,,17000000,17000000,,,,,,,423000000.0,491000000.0,,304000000.0,,16000000.0,,,,,,,,,,,,,,2563000000.0,,,,,1431000000.0,1482000000.0,,,52000000.0,,3829000000.0,,,,,757000000.0,,,,,,,-100000000.0,,187000000.0,,,,591000000.0,,,591000000.0,,0.0,80000000.0,,,,947000000.0,,,70000000.0,,9524000000.0,,,,738000000.0,15000000,,0.0,12285000000.0,0.025,-207000000.0,8421000000.0,,600000000.0,,,,,,0.0,,16558000000.0,117000000.0,,1436000000.0,0.0,-13000000.0,,,,,,,,,,,,,,,,249000000,,3864000000.0,-2000000.0,0.0,-319000000.0,,,,-6000000.0,819000000.0,,,,,,,-64000000.0,,0.025,2761000000.0,80000000.0,44000000.0,,,,,2806000000.0,,27000000.0,,600000000.0,,8786000000.0,5615000000.0,,,,,,,,3382000000,-334000000.0,62000000,,,,,,-7772000000.0,,,,684000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,429000000.0,-985000000.0,-169000000,-500000000,201000000.0,,1229000000.0,,,3743000000.0,592000000.0,-556000000.0,-0.4,556000000.0,,11000000.0,120000000.0,793000000.0,,2278000000.0,,3335000000.0,,570000000.0,,,11141000000.0,,,2491000000.0,-171000000.0,,,,1278000000.0,1229000000.0,,,-88000000.0,,3743000000.0,1453000000.0,,995000000.0,,779000000.0,342000000.0,5528000000.0,,,596000000.0,,-47000000.0,35000000.0,204000000.0,0.0,,1135000000.0,35000000.0,150000000.0,,35000000.0,8433000000.0,0.0,78000000.0,35000000.0,15730000000.0,570000000.0,233000000.0,556000000.0,,72000000.0,131000000.0,9207000000.0,,,,774000000.0,-501000000,,0.0,11141000000.0,,14000000.0,7806000000.0,,,,,2000000.0,,-1193000000.0,0.0,291000000.0,15730000000.0,96000000.0,-1000000.0,1453000000.0,3000000.0,208000000.0,,343000000.0,,-7297000000.0,1934000000.0,774000000.0,,,,,,-228000000.0,,,,172000000,592000000.0,3335000000.0,124000000.0,0.0,-256000000.0,0.0,92000000.0,,44000000.0,747000000.0,-165000000.0,,12782000000.0,,,9528000000.0,178000000.0,78000000.0,,1934000000.0,104000000.0,-192000000.0,,-198000000.0,,,2278000000.0,,-23000000.0,,,,8433000000.0,5528000000.0,1278000000.0,-28000000.0,3254000000.0,9207000000.0,96000000.0,,-0.4,3238000000,-415000000.0,-32000000,8000000.0,,-222000000.0,7806000000.0,233000000.0,-7297000000.0,-340000000.0,200000000.0,2912000000.0,-726000000.0,,,109000000.0,,,,,,,,,,,,,,,,,,,,,,,
,,46000000.0,,31000000,31000000,,,,,,,545000000.0,40000000.0,,517000000.0,,1000000.0,,,,,,,,,,,,,,2067000000.0,,,,,1249000000.0,1271000000.0,,,12000000.0,,4076000000.0,,,,,781000000.0,,,,,,,-50000000.0,,175000000.0,,,,75000000.0,,,75000000.0,,35000000.0,78000000.0,,,,109000000.0,,,68000000.0,,9193000000.0,,,,800000000.0,29000000,,0.0,11153000000.0,0.05,-120000000.0,7836000000.0,,580000000.0,,,,,,,,15747000000.0,107000000.0,,1318000000.0,7000000.0,-135000000.0,,,,,,,,,,,,,,,,281000000,,3317000000.0,-22000000.0,0.0,-160000000.0,,,,52000000.0,887000000.0,,,,,,,-26000000.0,,0.05,1960000000.0,110000000.0,50000000.0,,,,,1972000000.0,,19000000.0,,580000000.0,,8393000000.0,5864000000.0,,,,,,,,2954000000,-166000000.0,106000000,,,,,,-7354000000.0,,,,154000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,108000000.0,,21000000,21000000,,,,,,,575000000.0,-65000000.0,,516000000.0,,0.0,,,,,,,,,,,,,,2157000000.0,,,,,1248000000.0,1265000000.0,,,10000000.0,,4125000000.0,,,,,852000000.0,,,,,,,-50000000.0,,175000000.0,,,,10000000.0,,,10000000.0,,0.0,78000000.0,,,,128000000.0,,,72000000.0,,9208000000.0,,,,811000000.0,20000000,,-1000000.0,11031000000.0,0.035,-157000000.0,7743000000.0,,571428571.0,,,,,,,,15733000000.0,76000000.0,,1134000000.0,4000000.0,-167000000.0,,,,,,,,,,,,,,,,269000000,,3288000000.0,9000000.0,0.0,-182000000.0,,,,-46000000.0,946000000.0,,,,,,,74000000.0,,0.035,1823000000.0,162000000.0,32000000.0,,,,,1837000000.0,,11000000.0,,571428571.0,,8397000000.0,5906000000.0,,,,,,,,3103000000,-265000000.0,94000000,,,,,,-7336000000.0,,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,303000000.0,,30000000,30000000,,,,,,,588000000.0,131000000.0,,509000000.0,,0.0,,,,,,,,,,,,,,2025000000.0,,,,,1174000000.0,1249000000.0,,,-16000000.0,,4316000000.0,,,,,844000000.0,,,,,,,-51000000.0,,198000000.0,,,,141000000.0,,,141000000.0,,0.0,78000000.0,,,,25000000.0,,,74000000.0,,9182000000.0,,,,803000000.0,29000000,,0.0,10995000000.0,0.05,88000000.0,7726000000.0,,580000000.0,,,,,,0.0,,15831000000.0,94000000.0,,1039000000.0,-23000000.0,32000000.0,,,,,,,,,,,,,,,,312000000,,3269000000.0,0.0,0.0,-205000000.0,,,,44000000.0,958000000.0,,,,,,,70000000.0,,0.05,1813000000.0,82000000.0,24000000.0,,,,,1652000000.0,,-6000000.0,,580000000.0,,8379000000.0,6074000000.0,,,,,,,,2983000000,-215000000.0,114000000,,,,,,-7452000000.0,,,,32000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,370000000.0,-736000000.0,-88000000,-111000000,-55000000.0,,1223000000.0,,,4239000000.0,535000000.0,44000000.0,-0.06,566000000.0,,0.0,336000000.0,727000000.0,,1668000000.0,,3110000000.0,,583333333.0,,,10806000000.0,,,2017000000.0,60000000.0,,,,987000000.0,1223000000.0,,,-155000000.0,,4239000000.0,1109000000.0,,827000000.0,,833000000.0,410000000.0,6028000000.0,,,1000000.0,,-50000000.0,185000000.0,179000000.0,0.0,,1137000000.0,185000000.0,-173000000.0,,185000000.0,8428000000.0,0.0,78000000.0,185000000.0,15891000000.0,583333333.0,24000000.0,566000000.0,,78000000.0,0.0,9208000000.0,,,,780000000.0,-113000000,,0.0,10806000000.0,,106000000.0,7696000000.0,,,,,-116000000.0,,-910000000.0,0.0,292000000.0,15891000000.0,89000000.0,-1000000.0,1109000000.0,-104000000.0,190000000.0,,325000000.0,,-7463000000.0,1598000000.0,780000000.0,,,,,,-35000000.0,,,,251000000,535000000.0,3110000000.0,13000000.0,0.0,-189000000.0,0.0,-49000000.0,,-6000000.0,905000000.0,150000000.0,,11962000000.0,,,8354000000.0,218000000.0,78000000.0,,1598000000.0,83000000.0,-161000000.0,,-83000000.0,,,1668000000.0,,-73000000.0,,,,8428000000.0,6028000000.0,987000000.0,-80000000.0,3608000000.0,9208000000.0,89000000.0,,-0.06,2922000000,-264000000.0,72000000,44000000.0,,-29000000.0,7696000000.0,24000000.0,-7463000000.0,-201000000.0,35000000.0,3198000000.0,-136000000.0,,,-6000000.0,,,,,,,,,,,,,,,,,,,,,,,
,,73000000.0,,110000000,110000000,,,,,,,511000000.0,-96000000.0,,562000000.0,,176000000.0,,,,,,,,,,,,331000000.0,,1803000000.0,,,,,1026000000.0,1268000000.0,,,157000000.0,,4013000000.0,,,,,303000000.0,,,,,,,-50000000.0,,171000000.0,,,,89000000.0,,,89000000.0,,185000000.0,78000000.0,,,,46000000.0,,,77000000.0,,9126000000.0,,,,780000000.0,109000000,,0.0,10660000000.0,0.19,-40000000.0,7491000000.0,,573164000.0,,,,,,,,15813000000.0,88000000.0,,909000000.0,47000000.0,-130000000.0,,,,,,,,,,,,,,,,269000000,,3169000000.0,3000000.0,89000000.0,-82000000.0,,,,89000000.0,401000000.0,,,,,,,-103000000.0,,0.19,1534000000.0,78000000.0,178000000.0,,,,,1466000000.0,,68000000.0,,585658000.0,,8346000000.0,6025000000.0,,,,,,,,2204000000,-113000000.0,98000000,,,,,,-7467000000.0,,,,-87000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,46000000.0,,72000000,72000000,,,,,,,447000000.0,-52000000.0,,554000000.0,,0.0,,,,,,,,,,,,418000000.0,,2190000000.0,,,,,1249000000.0,1255000000.0,,,89000000.0,,4113000000.0,,,,,308000000.0,,,,,,,-50000000.0,,182000000.0,,,,37000000.0,,,37000000.0,,89000000.0,78000000.0,,,,100000000.0,,,43000000.0,,9140000000.0,,,,783000000.0,70000000,,0.0,10920000000.0,0.125,-118000000.0,7727000000.0,,573156000.0,,,,,,,,15962000000.0,76000000.0,,1076000000.0,37000000.0,-169000000.0,,,,,,,,,,,,,,,,245000000,,3193000000.0,7000000.0,37000000.0,-153000000.0,,,,-130000000.0,371000000.0,,,,,,,-73000000.0,,0.125,1780000000.0,86000000.0,109000000.0,,,,,1623000000.0,,37000000.0,,573156000.0,,8357000000.0,6104000000.0,,,,,,,,2561000000,-164000000.0,63000000,,,,,,-7605000000.0,,,,55000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,166000000.0,,102000000,102000000,,,,,,,483000000.0,26000000.0,,556000000.0,,0.0,,,,,,,,,,,,413000000.0,,2288000000.0,,,,,1186000000.0,1279000000.0,,,87000000.0,,3917000000.0,,,,,296000000.0,,,,,,,-51000000.0,,172000000.0,,,,63000000.0,,,63000000.0,,37000000.0,78000000.0,,,,196000000.0,,,89000000.0,,9088000000.0,,,,791000000.0,101000000,,0.0,10835000000.0,0.175,-21000000.0,7591000000.0,,573136000.0,,,,,,,,15987000000.0,85000000.0,,978000000.0,53000000.0,-103000000.0,,,,,,,,,,,,,,,,352000000,,3244000000.0,4000000.0,63000000.0,18000000.0,,,,-7000000.0,476000000.0,,,,,,,90000000.0,,0.175,1747000000.0,73000000.0,178000000.0,,,,,1657000000.0,,76000000.0,,585630000.0,,8297000000.0,5934000000.0,,,,,,,,2764000000,-187000000.0,180000000,,,,,,-7690000000.0,,,,-159000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,434000000.0,-480000000.0,37000000,37000000,476000000.0,,1270000000.0,,,3983000000.0,527000000.0,-35000000.0,0.625,563000000.0,,0.0,-40000000.0,721000000.0,,1712000000.0,,3241000000.0,,742626000.0,,,10951000000.0,438000000.0,,2339000000.0,-397000000.0,,,,1137000000.0,1270000000.0,,438000000.0,19000000.0,,3983000000.0,1129000000.0,,719000000.0,,322000000.0,424000000.0,5998000000.0,,,176000000.0,,-50000000.0,28000000.0,196000000.0,28000000.0,,1145000000.0,28000000.0,352000000.0,,28000000.0,8364000000.0,63000000.0,78000000.0,28000000.0,16161000000.0,749512000.0,56000000.0,563000000.0,,91000000.0,10000000.0,9214000000.0,,,,850000000.0,35000000,,0.0,10951000000.0,,145000000.0,7710000000.0,,,,,116000000.0,,-753000000.0,,300000000.0,16161000000.0,134000000.0,,1129000000.0,-21000000.0,178000000.0,,313000000.0,,-7797000000.0,1737000000.0,850000000.0,,,,,,315000000.0,,,,279000000,527000000.0,3241000000.0,-4000000.0,28000000.0,-263000000.0,0.0,155000000.0,,51000000.0,405000000.0,-157000000.0,,10215000000.0,,,8562000000.0,46000000.0,78000000.0,,1737000000.0,76000000.0,11000000.0,,-34000000.0,,,1712000000.0,,-26000000.0,,,,8364000000.0,5998000000.0,1137000000.0,-224000000.0,1653000000.0,9214000000.0,134000000.0,,0.635,2744000000,-289000000.0,83000000,3000000.0,,321000000.0,7710000000.0,56000000.0,-7797000000.0,-201000000.0,185000000.0,1229000000.0,-206000000.0,,,321000000.0,,,,,,,,,,,,,,,,,,,,,,,
,,121000000.0,,77000000,77000000,,,,,,,490000000.0,55000000.0,,551000000.0,,,,,,,,,,,,,,412000000.0,,2235000000.0,,,,,1158000000.0,1295000000.0,,,96000000.0,,4058000000.0,,,,,332000000.0,,,,,,,-51000000.0,,207000000.0,,,,83000000.0,,,83000000.0,,28000000.0,78000000.0,,,,98000000.0,,,91000000.0,,9114000000.0,,,,874000000.0,75000000,,77000000.0,10901000000.0,0.13,24000000.0,7633000000.0,,574374000.0,,,,,,,,16216000000.0,134000000.0,,959000000.0,16000000.0,-120000000.0,,,,,,,,,,,,,,,,330000000,,3268000000.0,0.0,83000000.0,-93000000.0,,,,67000000.0,455000000.0,,,,,,,-59000000.0,,0.13,1787000000.0,73000000.0,128000000.0,,,,,1547000000.0,,51000000.0,,574378000.0,,8240000000.0,6086000000.0,,,,,,,,2690000000,-97000000.0,123000000,,,,,,-7976000000.0,,,,26000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,291000000.0,,108000000,108000000,,,,,,,528000000.0,-11000000.0,,554000000.0,,,,,,,,,,,,,,476000000.0,,2257000000.0,,,,,1212000000.0,1302000000.0,,,16000000.0,,3684000000.0,,,,,339000000.0,,,,,,,-50000000.0,,209000000.0,,,,72000000.0,,,72000000.0,,83000000.0,78000000.0,,,,315000000.0,,,94000000.0,,8948000000.0,,,,772000000.0,107000000,,-160000000.0,10844000000.0,0.185,130000000.0,7517000000.0,,574492000.0,,,,,,,,16318000000.0,136000000.0,,952000000.0,18000000.0,-104000000.0,,,,,,,,,,,,,,,,460000000,,3327000000.0,61000000.0,72000000.0,-91000000.0,,,,-56000000.0,590000000.0,,,,,,,63000000.0,,0.185,1896000000.0,79000000.0,173000000.0,,,,,1795000000.0,,65000000.0,,587008000.0,,8176000000.0,5722000000.0,,,,,,,,2847000000,-161000000.0,251000000,,,,,,-8142000000.0,,,,-210000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,165000000.0,,97000000,93000000,,,,,,,467000000.0,-11000000.0,,556000000.0,,,,,,,,,,,,,,501000000.0,,2224000000.0,,,,,1146000000.0,1285000000.0,,,-37000000.0,,3502000000.0,,,,,328000000.0,,,,,,,-50000000.0,,207000000.0,,,,61000000.0,,,61000000.0,,72000000.0,,,,,502000000.0,,,73000000.0,,8883000000.0,,,,801000000.0,92000000,,0.0,10749000000.0,0.16,14000000.0,7458000000.0,,574816000.0,,,,,,4000000.0,,16407000000.0,158000000.0,,964000000.0,-16000000.0,-67000000.0,,,,,,,,,,,,,,,,429000000,,3291000000.0,-65000000.0,61000000.0,-153000000.0,,,,15000000.0,550000000.0,,,,,,,-54000000.0,,0.16,1866000000.0,74000000.0,112000000.0,,,,,1933000000.0,,15000000.0,,574846000.0,,8082000000.0,5525000000.0,,,,,,,,2774000000,-151000000.0,222000000,,,,,,-8325000000.0,,,,-23000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,467000000.0,-511000000.0,-365000000,-366000000,-190000000.0,,1072000000.0,,,3367000000.0,431000000.0,16000000.0,0.24,591000000.0,,,613000000.0,817000000.0,,2025000000.0,,2872000000.0,,751554000.0,,,10109000000.0,552000000.0,,2444000000.0,-484000000.0,,,,1152000000.0,1072000000.0,,552000000.0,-1269000000.0,,3367000000.0,1210000000.0,,1044000000.0,,310000000.0,694000000.0,5212000000.0,,,,,-48000000.0,77000000.0,194000000.0,77000000.0,,1511000000.0,77000000.0,-1194000000.0,,77000000.0,7521000000.0,61000000.0,,77000000.0,16411000000.0,772184000.0,384000000.0,591000000.0,,91000000.0,54000000.0,8221000000.0,,,,700000000.0,-366000000,,-206000000.0,10109000000.0,,234000000.0,7237000000.0,,,,,-88000000.0,,-642000000.0,0.0,349000000.0,16411000000.0,107000000.0,-79000000.0,1210000000.0,-106000000.0,172000000.0,,297000000.0,,-8890000000.0,1888000000.0,700000000.0,,,,,,-92000000.0,,,,292000000,431000000.0,2872000000.0,58000000.0,77000000.0,-174000000.0,0.0,-107000000.0,,-53000000.0,408000000.0,49000000.0,,11163000000.0,,,9160000000.0,663000000.0,,,1888000000.0,71000000.0,-603000000.0,,402000000.0,,,2025000000.0,,-238000000.0,,,,7521000000.0,5212000000.0,1152000000.0,-119000000.0,2003000000.0,8221000000.0,107000000.0,,0.245,2852000000,-233000000.0,98000000,-27000000.0,,-88000000.0,7237000000.0,384000000.0,-8890000000.0,-199000000.0,28000000.0,1309000000.0,-277000000.0,,,-83000000.0,,,,,,,,,,,,,,,,,,,,,,,
,,262000000.0,,216000000,216000000,,,,,,,409000000.0,12000000.0,,594000000.0,,,,,,,,,,,,,,575000000.0,,2463000000.0,,,,,1266000000.0,1111000000.0,,,184000000.0,,3167000000.0,,,,,309000000.0,,,,,,,-49000000.0,,182000000.0,,,,89000000.0,,,89000000.0,,77000000.0,,,,,422000000.0,,,86000000.0,,8056000000.0,,,,703000000.0,216000000,,0.0,10091000000.0,0.375,162000000.0,7051000000.0,,574920000.0,,,,,,,,16209000000.0,105000000.0,,1166000000.0,57000000.0,-40000000.0,,,,,,,,,,,,,,,,404000000,,3040000000.0,2000000.0,89000000.0,-13000000.0,,,,41000000.0,531000000.0,,,,,,,-132000000.0,,0.37,2035000000.0,78000000.0,320000000.0,,,,,1997000000.0,,104000000.0,,594502000.0,,7353000000.0,5054000000.0,,,,,,,,2994000000,-100000000.0,222000000,,,,,,-8856000000.0,,,,-237000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,343000000.0,,124000000,124000000,,,,,,,437000000.0,-10000000.0,,605000000.0,,,,,,,,,,,,,,516000000.0,,2765000000.0,,,,,1216000000.0,1130000000.0,,,-64000000.0,,2974000000.0,,,,,300000000.0,,,,,,,-49000000.0,,173000000.0,,,,79000000.0,,,79000000.0,,89000000.0,,,,,380000000.0,,,77000000.0,,8016000000.0,,,,696000000.0,124000000,,1000000.0,9927000000.0,0.215,193000000.0,6812000000.0,,575208000.0,,,,,,,,16290000000.0,100000000.0,,1104000000.0,13000000.0,-55000000.0,,,,,,,,,,,,,,,,479000000,,3115000000.0,-4000000.0,79000000.0,-124000000.0,,,,-22000000.0,606000000.0,,,,,,,92000000.0,,0.215,1911000000.0,82000000.0,165000000.0,,,,,1921000000.0,,41000000.0,,587164000.0,,7320000000.0,4891000000.0,,,,,,,,3371000000,-150000000.0,306000000,,,,,,-8970000000.0,,,,-229000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,285000000.0,,164000000,164000000,,,,,,,470000000.0,-28000000.0,,603000000.0,,0.0,,,,,,,,,,,,603000000.0,,2925000000.0,,,,,1321000000.0,1161000000.0,,,104000000.0,,2883000000.0,,,,,291000000.0,,,,,,,-49000000.0,,167000000.0,,,,51000000.0,,,51000000.0,,79000000.0,,,,,381000000.0,,,75000000.0,,8012000000.0,,,,703000000.0,164000000,,0.0,10103000000.0,0.285,109000000.0,6871000000.0,,575216000.0,,,,,,,,16395000000.0,116000000.0,,1191000000.0,64000000.0,-4000000.0,,,,,,,,,,,,,,,,389000000,,3232000000.0,-9000000.0,51000000.0,-174000000.0,,,,-9000000.0,513000000.0,,,,,,,-100000000.0,,0.285,2091000000.0,77000000.0,251000000.0,,,,,2042000000.0,,87000000.0,,593280000.0,,7309000000.0,4829000000.0,,,,,,,,3438000000,-176000000.0,222000000,,,,,,-9086000000.0,,,,-139000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,613000000.0,-580000000.0,167000000,160000000,991000000.0,,1178000000.0,,,2642000000.0,434000000.0,-19000000.0,1.175,667000000.0,,1000000.0,-74000000.0,693000000.0,,2142000000.0,,3340000000.0,,762166000.0,,,10151000000.0,613000000.0,,3171000000.0,-969000000.0,,,,1282000000.0,1178000000.0,,613000000.0,50000000.0,,2642000000.0,1385000000.0,,1503000000.0,,315000000.0,1025000000.0,4669000000.0,,,2000000.0,,-54000000.0,32000000.0,171000000.0,32000000.0,,1718000000.0,32000000.0,274000000.0,,32000000.0,7298000000.0,51000000.0,,32000000.0,16329000000.0,783632000.0,323000000.0,667000000.0,,70000000.0,-111000000.0,8105000000.0,,,,807000000.0,160000000,,0.0,10151000000.0,,288000000.0,6811000000.0,,,,,104000000.0,,-751000000.0,,308000000.0,16329000000.0,119000000.0,,1385000000.0,-30000000.0,263000000.0,,319000000.0,,-9031000000.0,2046000000.0,807000000.0,,,,,,664000000.0,,,,446000000,434000000.0,3340000000.0,-100000000.0,32000000.0,-269000000.0,0.0,320000000.0,,62000000.0,590000000.0,-45000000.0,,13564000000.0,,,11324000000.0,66000000.0,,,2046000000.0,82000000.0,255000000.0,,752000000.0,,,2142000000.0,,88000000.0,,,,7298000000.0,4669000000.0,1282000000.0,164000000.0,2240000000.0,8105000000.0,119000000.0,,1.21,3761000000,-325000000.0,275000000,72000000.0,,664000000.0,6811000000.0,323000000.0,-9031000000.0,-201000000.0,77000000.0,1215000000.0,-364000000.0,,,671000000.0,,,,,,,,,,,,,,,,,,,,,,,
,,204000000.0,,108000000,108000000,,,,,,,401000000.0,30000000.0,,707000000.0,,3000000.0,,,,,,,,,,,,494000000.0,,2791000000.0,,,,,1182000000.0,1203000000.0,,,-96000000.0,,2522000000.0,,,,,308000000.0,,,,,,,-55000000.0,,171000000.0,,,,62000000.0,,,62000000.0,,32000000.0,,,,,476000000.0,,-57000000.0,67000000.0,,8113000000.0,,,,881000000.0,108000000,,0.0,9975000000.0,0.185,86000000.0,6578000000.0,,575974000.0,,,,,,,,16414000000.0,124000000.0,,1087000000.0,16000000.0,-190000000.0,,,,,,,,,,,,,,,,499000000,,3397000000.0,1000000.0,62000000.0,-161000000.0,,,,14000000.0,636000000.0,,,,,,,111000000.0,,0.185,1862000000.0,84000000.0,165000000.0,,,,,1964000000.0,,57000000.0,,589322000.0,,7232000000.0,4614000000.0,,,,,,,,3427000000,-118000000.0,328000000,,,,,,-9182000000.0,,,,-13000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
