date,trailingStockBasedCompensation,annualChangeInInventory,annualCurrentLiabilities,annualStockBasedCompensation,annualInventory,trailingDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,annualPurchaseOfBusiness,trailingOperatingCashFlow,annualCapitalStock,trailingOtherIncomeExpense,quarterlyInventory,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualOperatingCashFlow,annualNetPPE,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,annualOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,quarterlyNetPPE,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualGoodwill,annualNetOtherInvestingChanges,trailingPretaxIncome,annualOtherCurrentLiabilities,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualPretaxIncome,trailingChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualCapitalExpenditure,annualOtherIncomeExpense,trailingInvestingCashFlow,annualAccountsPayable,quarterlyOtherIntangibleAssets,trailingGrossProfit,quarterlyDepreciationAndAmortization,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualInvestingCashFlow,quarterlyBeginningCashPosition,annualEndCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDilutedEPS,trailingCapitalExpenditure,annualBasicAverageShares,quarterlyAccountsPayable,trailingRepaymentOfDebt,trailingTotalRevenue,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyDilutedAverageShares,quarterlyInvestingCashFlow,annualCashAndCashEquivalents,annualTaxProvision,trailingEndCashPosition,quarterlyTotalRevenue,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualBasicEPS,trailingNetOtherFinancingCharges,annualCurrentDeferredRevenue,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,annualNetIncomeContinuousOperations,annualTotalRevenue,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,trailingRepurchaseOfCapitalStock,trailingResearchAndDevelopment,quarterlyGrossProfit,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingFreeCashFlow,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOperatingExpense,quarterlyCurrentAssets,annualOtherNonCurrentAssets,annualResearchAndDevelopment,annualCommonStockIssuance,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingCostOfRevenue,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,annualChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,annualRetainedEarnings,quarterlyAccountsReceivable,quarterlyCostOfRevenue,trailingNetIncome,quarterlyBasicEPS,annualTotalAssets,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyLongTermDebt,annualCashDividendsPaid,annualDilutedAverageShares,annualDilutedEPS,annualAccountsReceivable,quarterlyChangeInInventory,annualBeginningCashPosition,annualNetIncome,annualTotalNonCurrentAssets,quarterlyNetIncome,trailingCommonStockIssuance,annualFreeCashFlow,annualSellingGeneralAndAdministration,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,trailingBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,trailingInterestExpense,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingSaleOfInvestment,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedAverageShares,annualChangeInAccountPayable
,,,,,,,,-72000000.0,,497000000.0,26000000.0,,,,-1000000.0,-2276000000.0,,44000000.0,328000000.0,,,1000000.0,,,,,137000000.0,173000000.0,,45000000.0,,,,,,107000000.0,,266666667.0,,,-6000000.0,264000000.0,,,,6000000.0,2295000000.0,13000000.0,,,2623000000.0,,,,,,,,,,,,3325000000.0,35000000.0,,,,,,,,,65000000.0,,,,0.0,,,38000000.0,38000000.0,0.12,,,168000000.0,,,,,149000000,,,,0.0,266666667.0,-145000000.0,,,,608000000,,-91000000.0,,,,,2353000000.0,,,,,,32000000,,,257000000.0,929000000.0,4571000000.0,,,,,-8000000.0,,702000000.0,,,,10000000.0,,,,,,,,,,84000000,,,,,,5000000.0,,18000000.0,,,,351000000.0,,0.12,,,624000000.0,,938000000.0,,,,,,,,,32000000,,,,108000000.0,32000000,,1424000000.0,486000000.0,,,,55000000.0,,,,,,,,,,,,,,,,,,
,,10000000.0,831000000.0,,137000000.0,,-94000000.0,-56000000.0,262000000.0,396000000.0,25000000.0,,,,-93000000.0,-2459000000.0,,-76000000.0,291000000.0,,,-19000000.0,,,,,137000000.0,181000000.0,1051000000.0,53000000.0,,415000000.0,2273000000.0,,34000000.0,112000000.0,,,,,-4000000.0,282000000.0,,601000000.0,,9000000.0,2273000000.0,13000000.0,,10000000.0,2564000000.0,4732000000.0,,,65000000.0,,282000000.0,105000000.0,-110000000.0,,191000000.0,,3255000000.0,56000000.0,480000000.0,,-240000000.0,6000000.0,,153000000.0,,,66000000.0,,,-285000000.0,0.0,0.0,,34000000.0,34000000.0,,,268181818.0,153000000.0,,,339000000.0,,150000000,-105000000.0,,,0.0,,-34000000.0,34000000.0,48000000.0,,613000000,,-9000000.0,0.44,,,396000000.0,2275000000.0,,143000000.0,2438000000.0,,1387000000.0,15000000,,,265000000.0,831000000.0,4732000000.0,,,,,-8000000.0,712000000.0,691000000.0,291000000.0,,48000000.0,38000000.0,2275000000.0,-2459000000.0,1444000000.0,,-4000000.0,,,,,84000000,,-3000000.0,,691000000.0,,91000000.0,,31000000.0,,91000000.0,,348000000.0,,,3255000000.0,,635000000.0,118000000.0,964000000.0,-32000000.0,271264368.0,0.435,,,24000000.0,118000000.0,2564000000.0,15000000,,175000000.0,450000000.0,115000000.0,40000000,635000000.0,1444000000.0,480000000.0,,42000000.0,61000000.0,61000000.0,964000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-70000000.0,,376000000.0,23000000.0,,,,-6000000.0,-2459000000.0,,-28000000.0,298000000.0,,,-2000000.0,,,,,135000000.0,170000000.0,,64000000.0,,,,,,102000000.0,,275918000.0,13000000.0,,0.0,272000000.0,,,,18000000.0,2264000000.0,22000000.0,,,2562000000.0,,,,,,,,,,,,3262000000.0,32000000.0,,,,,,,,,67000000.0,,,,34000000.0,,,34000000.0,34000000.0,0.15,,,148000000.0,,,,,166000000,,,,34000000.0,275918000.0,-69000000.0,,,,611000000,,-10000000.0,,,,,2232000000.0,,,,,,42000000,,,269000000.0,796000000.0,4723000000.0,,,,,-9000000.0,,700000000.0,,,,,,,,,,,,,,99000000,-7000000.0,,,,,124000000.0,,0.0,,,,342000000.0,,0.15,,,677000000.0,,955000000.0,,,,,,,,,42000000,,,,90000000.0,42000000,,1436000000.0,481000000.0,,,,53000000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-49000000.0,,313000000.0,24000000.0,,,,1000000.0,-2459000000.0,,-69000000.0,331000000.0,,,1000000.0,,,,,143000000.0,174000000.0,,69000000.0,,,,,,124000000.0,,278462000.0,13000000.0,,2000000.0,246000000.0,,,,14000000.0,2266000000.0,14000000.0,,,2597000000.0,,,,,,,,,,,,3295000000.0,75000000.0,,,,,,,,,68000000.0,,,,34000000.0,,,36000000.0,36000000.0,0.195,,,165000000.0,,,,,175000000,,,,36000000.0,278462000.0,-47000000.0,,,,645000000,,-4000000.0,,,,,2186000000.0,,,,,,55000000,,,281000000.0,724000000.0,4725000000.0,,,,,-9000000.0,,698000000.0,,,,,,,,,,,,,,107000000,1000000.0,,,,,170000000.0,,0.0,,,,364000000.0,,0.195,,,744000000.0,,949000000.0,,,,,,,,,55000000,,,,93000000.0,55000000,,1462000000.0,513000000.0,,,,57000000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-73000000.0,,299000000.0,32000000.0,,,,-5000000.0,-2459000000.0,,-7000000.0,336000000.0,,,-15000000.0,,,,,150000000.0,191000000.0,,75000000.0,,,,,,125000000.0,,281958000.0,16000000.0,,36000000.0,270000000.0,,,,18000000.0,2287000000.0,24000000.0,,,2623000000.0,,,,,,,,,,,,3423000000.0,52000000.0,,,,,,,,,70000000.0,,,,36000000.0,,,72000000.0,72000000.0,0.18,,,178000000.0,,,,,212000000,,,,72000000.0,281958000.0,-85000000.0,,,,733000000,,-15000000.0,,,,,2236000000.0,,,,,,51000000,,,333000000.0,747000000.0,4746000000.0,,,,,-10000000.0,,800000000.0,,,,,,,,,,,,,,142000000,4000000.0,,,,,211000000.0,,0.0,,,,400000000.0,,0.18,,,817000000.0,,963000000.0,,,,,,,,,51000000,,,,105000000.0,51000000,,1489000000.0,526000000.0,,,,67000000.0,,,,,,,,,,,,,,,,,,
,,-11000000.0,889000000.0,,163000000.0,,-149000000.0,-134000000.0,273000000.0,372000000.0,29000000.0,,,,-12000000.0,-2683000000.0,,-45000000.0,240000000.0,,,6000000.0,,,,,163000000.0,205000000.0,1204000000.0,77000000.0,,548000000.0,2350000000.0,,63000000.0,197000000.0,90000000.0,,16000000.0,,-9000000.0,302000000.0,,737000000.0,,21000000.0,2350000000.0,22000000.0,,29000000.0,2680000000.0,5033000000.0,,,0.0,,302000000.0,108000000.0,-59000000.0,,285000000.0,,3520000000.0,63000000.0,528000000.0,,-326000000.0,-10000000.0,,215000000.0,90000000.0,,68000000.0,,,-362000000.0,72000000.0,63000000.0,,63000000.0,63000000.0,,,279982000.0,215000000.0,,,464000000.0,,184000000,-22000000.0,,,63000000.0,,-161000000.0,63000000.0,82000000.0,,722000000,,-30000000.0,0.745,,,372000000.0,2310000000.0,,203000000.0,2711000000.0,,1507000000.0,55000000,,,321000000.0,889000000.0,5033000000.0,,,,,-9000000.0,740000000.0,840000000.0,240000000.0,58000000.0,71000000.0,,2310000000.0,-2683000000.0,1421000000.0,,27000000.0,,,,,116000000,3000000.0,1000000.0,,840000000.0,-8000000.0,257000000.0,,0.0,,257000000.0,,401000000.0,,,3520000000.0,,839000000.0,203000000.0,893000000.0,-37000000.0,279982000.0,0.725,,,34000000.0,203000000.0,2680000000.0,55000000,,222000000.0,409000000.0,121000000.0,55000000,839000000.0,1421000000.0,528000000.0,,44000000.0,65000000.0,65000000.0,893000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-94000000.0,,511000000.0,27000000.0,,,,-7000000.0,-2683000000.0,,94000000.0,380000000.0,,,0.0,,,,,170000000.0,200000000.0,,94000000.0,,,,,,68000000.0,,283882000.0,14000000.0,,-25000000.0,263000000.0,,,,18000000.0,2397000000.0,29000000.0,,,2777000000.0,,,,,,,,,,,,3615000000.0,-26000000.0,,,,,,,,,70000000.0,,,,63000000.0,,,38000000.0,38000000.0,0.23,,,199000000.0,,,,,204000000,,,,38000000.0,283882000.0,-187000000.0,,,,756000000,,-96000000.0,,,,,2373000000.0,,,,,,65000000,,,334000000.0,973000000.0,5080000000.0,,,,,-11000000.0,,838000000.0,,,,,,,,-22000000.0,,,,,,134000000,-67000000.0,,,,,311000000.0,,0.0,,,,422000000.0,,0.23,,,877000000.0,,865000000.0,,,,,,,,,65000000,,,,116000000.0,65000000,,1400000000.0,535000000.0,,,,54000000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-149000000.0,,415000000.0,32000000.0,,,,-5000000.0,-2683000000.0,,57000000.0,418000000.0,,,1000000.0,,,,,193000000.0,209000000.0,,97000000.0,,,,,,133000000.0,,285034000.0,15000000.0,,-3000000.0,307000000.0,,,,29000000.0,2521000000.0,30000000.0,,,2939000000.0,,,,,,,,,,,,3850000000.0,-16000000.0,,,,,,,,,71000000.0,,,,38000000.0,,,35000000.0,35000000.0,0.235,,,222000000.0,,,,,211000000,,,,35000000.0,285034000.0,-193000000.0,,,,788000000,,-49000000.0,,,,,2499000000.0,,,,,,67000000,,,349000000.0,944000000.0,5204000000.0,,,,,-11000000.0,,911000000.0,,,,,,,,-12000000.0,,,,,,140000000,-5000000.0,,,,,367000000.0,,0.0,,,,439000000.0,,0.235,,,977000000.0,,1014000000.0,,,,,,,,,67000000,,,,123000000.0,67000000,,1555000000.0,541000000.0,,,,70000000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-177000000.0,,477000000.0,29000000.0,,,,-3000000.0,-2683000000.0,,-6000000.0,434000000.0,,,4000000.0,,,,,202000000.0,206000000.0,,93000000.0,,,,,,169000000.0,,289664000.0,15000000.0,,-23000000.0,318000000.0,,,,36000000.0,2605000000.0,29000000.0,,,3039000000.0,,,,,,,,,,,,3929000000.0,-8000000.0,,,,,,,,,70000000.0,,,,35000000.0,,,12000000.0,12000000.0,0.22,,,221000000.0,,,,,203000000,,,,12000000.0,289664000.0,-186000000.0,,,,795000000,,-23000000.0,,,,,2500000000.0,,,,,,64000000,,,339000000.0,1016000000.0,5288000000.0,,,,,-11000000.0,,890000000.0,,,,,,,,-3000000.0,,,,,,133000000,35000000.0,,,,,420000000.0,,0.0,,,,456000000.0,,0.22,,,1048000000.0,,936000000.0,,,,,,,,,64000000,,,,121000000.0,64000000,,1484000000.0,548000000.0,,,,66000000.0,,,,,,,,,,,,,,,,,,
,,-52000000.0,1029000000.0,,228000000.0,,61000000.0,-180000000.0,279000000.0,385000000.0,28000000.0,,,,5000000.0,-2921000000.0,,-84000000.0,293000000.0,,,12000000.0,,,,,228000000.0,221000000.0,1369000000.0,100000000.0,,611000000.0,2737000000.0,,15000000.0,241000000.0,174000000.0,,17000000.0,,3000000.0,372000000.0,,812000000.0,,28000000.0,2737000000.0,34000000.0,,-48000000.0,3204000000.0,5658000000.0,,,0.0,,372000000.0,116000000.0,-202000000.0,,384000000.0,,4134000000.0,61000000.0,643000000.0,,-600000000.0,17000000.0,,272000000.0,174000000.0,,68000000.0,,,-720000000.0,12000000.0,15000000.0,,15000000.0,15000000.0,,,288294000.0,272000000.0,,,533000000.0,,194000000,-10000000.0,,,15000000.0,,-154000000.0,15000000.0,122000000.0,,807000000,,-34000000.0,0.945,,,385000000.0,2605000000.0,,262000000.0,3146000000.0,,1777000000.0,66000000,,,347000000.0,1029000000.0,5658000000.0,,,,,-12000000.0,836000000.0,930000000.0,293000000.0,61000000.0,111000000.0,,2605000000.0,-2921000000.0,1576000000.0,-8000000.0,42000000.0,,,,,126000000,25000000.0,-12000000.0,,930000000.0,-45000000.0,474000000.0,,0.0,,474000000.0,,460000000.0,,,4134000000.0,,1121000000.0,262000000.0,933000000.0,-45000000.0,288294000.0,0.91,,,63000000.0,262000000.0,3204000000.0,66000000,,11000000.0,496000000.0,136000000.0,66000000,1121000000.0,1576000000.0,643000000.0,,39000000.0,70000000.0,70000000.0,933000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-223000000.0,,1786000000.0,50000000.0,,,,-55000000.0,-2921000000.0,,1650000000.0,1404000000.0,,,-79000000.0,,,,,302000000.0,298000000.0,,19000000.0,,,,,,106000000.0,,284322000.0,17000000.0,,33000000.0,547000000.0,,,,512000000.0,3872000000.0,2000000.0,,,5276000000.0,,,,,,,,,,,,7099000000.0,-117000000.0,,,,,,,,,101000000.0,,,,15000000.0,,,48000000.0,48000000.0,0.055,,,325000000.0,,,,,264000000,,,,48000000.0,296876000.0,-1723000000.0,,,,1090000000,,-1505000000.0,,,,,4925000000.0,,,,,,17000000,,,461000000.0,2658000000.0,6793000000.0,,,,,-13000000.0,,1823000000.0,,,,,,,,-7000000.0,,,,,,163000000,-12000000.0,,,,,478000000.0,,0.0,,,,629000000.0,,0.06,,,1606000000.0,,1469000000.0,,,,,,,,,17000000,,,,180000000.0,17000000,,2267000000.0,798000000.0,,,,661000000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-214000000.0,,1899000000.0,49000000.0,,,,74000000.0,-2921000000.0,,130000000.0,1406000000.0,,,8000000.0,,,,,320000000.0,291000000.0,,116000000.0,,,,,,123000000.0,,310614000.0,18000000.0,,8000000.0,595000000.0,,,,29000000.0,4013000000.0,35000000.0,,,5419000000.0,,,,,,,,,,,,7225000000.0,-91000000.0,,,,,,,,,105000000.0,,,,48000000.0,,,56000000.0,56000000.0,0.25,,,315000000.0,,,,,276000000,,,,56000000.0,323360000.0,-245000000.0,,,,1093000000,,-37000000.0,,,,,4957000000.0,,,,,,81000000,,,462000000.0,2809000000.0,6934000000.0,,,,,-16000000.0,,1806000000.0,,,,,,,,0.0,,,,,,171000000,-63000000.0,,,,,543000000.0,,0.0,,,,631000000.0,,0.26,,,1691000000.0,,1395000000.0,,,,,,,,,81000000,,,,168000000.0,81000000,,2148000000.0,753000000.0,,,,583000000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-215000000.0,,1740000000.0,47000000.0,,,,-13000000.0,-2921000000.0,,116000000.0,1478000000.0,,,10000000.0,,,,,298000000.0,295000000.0,,124000000.0,,,,,,162000000.0,,312168000.0,18000000.0,,26000000.0,574000000.0,,,,27000000.0,4119000000.0,36000000.0,,,5597000000.0,,,,,,,,,,,,7459000000.0,-53000000.0,,,,,,,,,107000000.0,,,,56000000.0,,,82000000.0,82000000.0,0.27,,,340000000.0,,,,,290000000,,,,82000000.0,324632000.0,-251000000.0,,,,1115000000,,-52000000.0,,,,,5091000000.0,,,,,,88000000,,,478000000.0,2654000000.0,7040000000.0,,,,,-14000000.0,,1862000000.0,,,,,,,,0.0,,,,,,183000000,-33000000.0,,,,,617000000.0,,0.0,,,,637000000.0,,0.28,,,1795000000.0,,1671000000.0,,,,,,,,,88000000,,,,170000000.0,88000000,,2437000000.0,766000000.0,,,,591000000.0,,,,,,,,,,,,,,,,,,
,,-4000000.0,2550000000.0,,312000000.0,,1777000000.0,-241000000.0,420000000.0,1562000000.0,49000000.0,,,,-2000000.0,-3239000000.0,,-119000000.0,430000000.0,,,11000000.0,,,75000000.0,,312000000.0,296000000.0,1885000000.0,133000000.0,,606000000.0,4269000000.0,,63000000.0,215000000.0,1173000000.0,,19000000.0,,-19000000.0,580000000.0,,1125000000.0,,43000000.0,4269000000.0,37000000.0,,48000000.0,5872000000.0,7508000000.0,,,0.0,,580000000.0,195000000.0,-1705000000.0,,392000000.0,,7538000000.0,-26000000.0,793000000.0,,-893000000.0,-50000000.0,,408000000.0,1173000000.0,,107000000.0,,,-2334000000.0,82000000.0,63000000.0,75000000.0,63000000.0,63000000.0,,,318644068.0,408000000.0,,,705000000.0,,295000000,4000000.0,,,63000000.0,,-115000000.0,63000000.0,110000000.0,,1151000000,,-111000000.0,0.885,,,1562000000.0,5046000000.0,,282000000.0,4449000000.0,,2564000000.0,96000000,,,484000000.0,2550000000.0,7508000000.0,,,,,-15000000.0,1180000000.0,1666000000.0,430000000.0,72000000.0,611000000.0,,5046000000.0,-3239000000.0,2496000000.0,0.0,48000000.0,,,,,188000000,-118000000.0,-226000000.0,,1666000000.0,-7000000.0,698000000.0,,0.0,,698000000.0,,667000000.0,,,7538000000.0,,1999000000.0,282000000.0,1703000000.0,-58000000.0,318644068.0,0.885,,,15000000.0,282000000.0,5872000000.0,96000000,,-287000000.0,688000000.0,170000000.0,96000000,1999000000.0,2496000000.0,793000000.0,,49000000.0,377000000.0,377000000.0,1703000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-200000000.0,,1690000000.0,51000000.0,,,,56000000.0,-3324000000.0,,157000000.0,1632000000.0,,,12000000.0,,,,,301000000.0,286000000.0,,156000000.0,,,,,,60000000.0,,315344000.0,19000000.0,,7000000.0,508000000.0,,,,40000000.0,4317000000.0,39000000.0,,,5949000000.0,,,,,,,,,,,,7638000000.0,-140000000.0,,,,,,,,,110000000.0,,,,63000000.0,,77000000.0,70000000.0,70000000.0,0.31,,,335000000.0,,,,-175000000.0,317000000,,,,70000000.0,328664000.0,-209000000.0,,,,1158000000,,-22000000.0,,,,,5020000000.0,,,,,,102000000,,,493000000.0,2533000000.0,7641000000.0,,,,,-18000000.0,,1689000000.0,,,,10000000.0,,,,-39000000.0,,,,,,207000000,-159000000.0,,4000000.0,,,782000000.0,,0.0,,,912000000.0,665000000.0,,0.325,,,2035000000.0,,1685000000.0,,,,,,,,,102000000,,,,167000000.0,102000000,,2487000000.0,802000000.0,,,,277000000.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-217000000.0,,1381000000.0,52000000.0,,,,13000000.0,-3379000000.0,,-235000000.0,1649000000.0,,,14000000.0,,,,,308000000.0,284000000.0,,161000000.0,,,,,,210000000.0,,316552000.0,20000000.0,,-22000000.0,502000000.0,,,,35000000.0,4418000000.0,40000000.0,,,6067000000.0,,,,,,,,,,,,7539000000.0,-7000000.0,,,,,,,,,110000000.0,,,,70000000.0,,77000000.0,48000000.0,48000000.0,0.325,,,327000000.0,,,,-178000000.0,323000000,,,,48000000.0,329084000.0,3000000.0,,,,1178000000,,-12000000.0,,,,,4811000000.0,,,,,,107000000,,,497000000.0,2210000000.0,7797000000.0,,,,,-17000000.0,,1472000000.0,,,,7000000.0,,,,-27000000.0,,,,,,213000000,-21000000.0,,23000000.0,,,872000000.0,,0.0,,,913000000.0,681000000.0,,0.34,,,2130000000.0,,1755000000.0,,,,,,,,,107000000,,,,165000000.0,107000000,,2601000000.0,846000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-218000000.0,,1271000000.0,54000000.0,,,,-93000000.0,-3535000000.0,,19000000.0,1688000000.0,,,16000000.0,,,,,306000000.0,280000000.0,,157000000.0,,,,,,188000000.0,,316392000.0,19000000.0,,5000000.0,528000000.0,,,,13000000.0,4531000000.0,39000000.0,,,6219000000.0,,,,,,,,,,,,7740000000.0,-30000000.0,,,,,,,,,111000000.0,,,,48000000.0,,77000000.0,53000000.0,53000000.0,0.325,,,358000000.0,,,,-196000000.0,322000000,,,,53000000.0,328768000.0,-202000000.0,,,,1190000000,,-55000000.0,,,,,5063000000.0,,,,,,107000000,,,491000000.0,2157000000.0,8066000000.0,,,,,-17000000.0,,1521000000.0,,,,5000000.0,,,,-46000000.0,,,,,,211000000,-51000000.0,,24000000.0,,,962000000.0,,0.0,,,988000000.0,699000000.0,,0.34,,,2169000000.0,,2024000000.0,,,,,,,,,107000000,,,,162000000.0,107000000,,2906000000.0,882000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
,,-14000000.0,1366000000.0,,329000000.0,,-68000000.0,-267000000.0,444000000.0,431000000.0,59000000.0,,,,-7000000.0,-3567000000.0,,-9000000.0,493000000.0,,,21000000.0,,,77000000.0,,329000000.0,283000000.0,1971000000.0,148000000.0,,752000000.0,4607000000.0,,43000000.0,294000000.0,1213000000.0,,21000000.0,,-10000000.0,552000000.0,,1282000000.0,,22000000.0,4607000000.0,33000000.0,,-20000000.0,6313000000.0,8174000000.0,,,0.0,,552000000.0,216000000.0,,,622000000.0,,7810000000.0,27000000.0,852000000.0,,-902000000.0,63000000.0,,383000000.0,1213000000.0,,113000000.0,,,-703000000.0,53000000.0,43000000.0,77000000.0,43000000.0,43000000.0,,,316406250.0,383000000.0,,,838000000.0,-256000000.0,320000000,-31000000.0,,,43000000.0,,-295000000.0,43000000.0,151000000.0,,1209000000,,,1.28,,,431000000.0,5092000000.0,,416000000.0,4735000000.0,,2764000000.0,89000000,,,490000000.0,1366000000.0,8174000000.0,,,,-256000000.0,-17000000.0,1133000000.0,1497000000.0,493000000.0,79000000.0,110000000.0,20000000.0,5092000000.0,-3567000000.0,3726000000.0,-25000000.0,67000000.0,,,,,207000000,45000000.0,-186000000.0,16000000.0,1497000000.0,-137000000.0,1034000000.0,,-12000000.0,,1034000000.0,971000000.0,719000000.0,,,7810000000.0,,2197000000.0,405000000.0,2874000000.0,-69000000.0,329268293.0,1.23,971000000.0,,63000000.0,405000000.0,6313000000.0,89000000,,-150000000.0,662000000.0,168000000.0,100000000,2197000000.0,3726000000.0,852000000.0,,42000000.0,0.0,0.0,2874000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-171000000.0,,436000000.0,65000000.0,,,,22000000.0,-3670000000.0,,172000000.0,1788000000.0,,,15000000.0,,,,,321000000.0,290000000.0,,149000000.0,,,,,,140000000.0,,316116000.0,19000000.0,,-7000000.0,531000000.0,,,,52000000.0,4686000000.0,38000000.0,,,6474000000.0,,,,,,,,,,,,7993000000.0,-31000000.0,,,,,,,,,115000000.0,,,,43000000.0,,77000000.0,36000000.0,36000000.0,0.31,,,376000000.0,,,,-342000000.0,329000000,,,,36000000.0,326472000.0,-319000000.0,,,,1201000000,,,,,,,5292000000.0,,,,,,102000000,,,504000000.0,1343000000.0,8356000000.0,,,,,-20000000.0,,1519000000.0,,,,2000000.0,,,,-27000000.0,,,,,,214000000,-106000000.0,,29000000.0,,,1116000000.0,,0.0,,,993000000.0,697000000.0,,0.325,,,2218000000.0,,3013000000.0,,,,,,,,,102000000,,,,167000000.0,102000000,,3949000000.0,936000000.0,,,,0.0,,,,,,,,,,,,,,,,,,
