date,annualDepreciationAndAmortization,quarterlyBasicEPS,quarterlyCapitalExpenditure,quarterlyCurrentDebt,trailingChangeInInventory,annualPurchaseOfBusiness,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualChangeInInventory,annualStockholdersEquity,trailingPurchaseOfBusiness,annualStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,trailingSaleOfInvestment,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyNetIncome,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyOperatingExpense,annualCapitalStock,quarterlyPretaxIncome,trailingCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualSaleOfInvestment,annualInventory,quarterlyNetPPE,annualOtherIntangibleAssets,quarterlyTaxProvision,annualGrossProfit,quarterlyResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualCurrentLiabilities,annualEbitda,annualNetPPE,quarterlyCommonStockIssuance,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,annualBasicEPS,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualGoodwill,trailingPretaxIncome,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualRepaymentOfDebt,trailingGrossProfit,trailingOperatingIncome,trailingCapitalExpenditure,trailingInvestingCashFlow,annualAccountsPayable,trailingDeferredIncomeTax,trailingTotalRevenue,quarterlySaleOfInvestment,trailingOtherIncomeExpense,annualInvestingCashFlow,annualOperatingIncome,quarterlyOtherIntangibleAssets,trailingInterestExpense,annualEndCashPosition,annualPretaxIncome,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,trailingEndCashPosition,trailingRepaymentOfDebt,quarterlyAccountsPayable,trailingCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingPurchaseOfInvestment,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,annualCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyEndCashPosition,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualTotalRevenue,trailingResearchAndDevelopment,annualChangeInAccountPayable,annualDeferredIncomeTax,quarterlyGrossPPE,annualInterestExpense,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,trailingCostOfRevenue,trailingBeginningCashPosition,trailingFreeCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCashDividendsPaid,trailingChangesInAccountReceivables,annualDilutedEPS,quarterlyDeferredIncomeTax,annualBasicAverageShares,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyDilutedEPS,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyStockBasedCompensation,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,annualOtherNonCurrentAssets,quarterlyOtherShortTermInvestments,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,trailingNetIncome,quarterlyCostOfRevenue,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,quarterlyChangeInInventory,quarterlyLongTermDebt,annualRetainedEarnings,annualCostOfRevenue,annualOtherCurrentAssets,annualBeginningCashPosition,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualCashDividendsPaid,quarterlyBasicAverageShares,annualFreeCashFlow,annualCurrentDebt,quarterlyRepaymentOfDebt,annualSellingGeneralAndAdministration,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,trailingBasicAverageShares,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,trailingBasicEPS
2000-09-30,,1052.173911,,,,,,,,,,,,,,,,,359364547920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341544819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3030405792252.8,,,,3030405792252.8,,,,,359364547920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3030405792252.8,1052.173911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359364547920.0,,341544819.0,,,,,,,,,,,,,,,,,
2000-12-31,1227825534225.0,,,2782343861565.0,,,,,-230256636592.5,9378072037237.5,,,,-890706698152.5,,,,1907452586887.5,551992319295.0,,-13727940547222.5,,,2727723128452.5,,,2050003787542.5,1927745886457.5,,,,481345131540.0,,,2269044242115.0,,11366466469687.5,1907452586887.5,10432010087700.0,534141591585.0,,4209261683535.0,,,854975977635.0,5335109974020.0,3776212379940.0,10432010087700.0,,,,1079753473912.5,-318007584540.0,4779.787283,854975977635.0,,13809883657005.0,,,20102509431412.5,,-68897597805.0,361340074950.0,-11017041691800.0,,,,,,1297744623810.0,,,,,-797957014440.0,2548386845715.0,534141591585.0,,878241464302.5,2317307200275.0,,,,,,1297744623810.0,,-68897597805.0,,1299857139607.5,,2269044242115.0,24159950634922.5,,481345131540.0,878241464302.5,878241464302.5,4654796495324.1,,,33482932912.5,-6542830531043.4,,,,,551992319295.0,687221237220.0,,,400045511010.0,,,-872353980120.0,10565164322512.5,341544819.0,1630085963055.0,1660874837820.0,,,5230054348492.5,,13746013872082.5,,,,24159950634922.5,462597976087.5,5335109974020.0,,,,,,1390802777812.5,,6292625774407.5,,,4779.787283,,341037345.0,,-13727940547222.5,6581011361550.0,-1001672563867.5,,-6542830531043.4,,,,6292625774407.5,,,-444877369305.0,2727723128452.5,1390802777812.5,,9378072037237.5,1630085963055.0,,1927745886457.5,,400045511010.0,,,20102509431412.5,10565164322512.5,1630085963055.0,,4150300874580.0,6581011361550.0,9536752188547.5,188383058947.5,516901389352.5,,4150300874580.0,551992319295.0,-239206067670.0,,1177649807422.5,2782343861565.0,,716528443215.0,,5230054348492.5,188383058947.5,13809883657005.0,1079753473912.5,-16658659882.5,,,,,,,
2001-03-31,,2506.640109,,,,,,,,,,,,,,,,,238168658996.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385922500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3312446219280.0,,,,3312446219280.0,,,,,238168658996.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3312446219280.0,2506.640109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238168658996.25,,385922500.0,,,,,,,,,,,,,,,,,
2001-06-30,,684.6952,,2471880672125.2,,,122723735293.2,,,,,,,,,-20453955882.2,,1817137482079.18,232608300689.26,,-14194434487305.74,,,2503019452900.08,,,,,,,197535667778.0,,304892347313.92,,,,,,10331382610262.56,,74180285273.98,,,,591280155086.22,,,,,,326203724.0,,,,,,13573191945736.66,,,19315902705578.46,,,,,,,,,,,,,,,,,577696497511.44,,,,,,,,,700232165359.94,,-413297016472.72,,,,1929627754346.98,,,480188066993.5,483955900971.8,,3235112837425.92,,,,417472113745.06,,,,,232608300689.26,,,615007781523.06,,,,,9709760042753.5,,,,,,,,,,,,24525817097568.3,,4086057064901.0,,,,,,,,5742710759841.8,,,,,,,,6997089487586.16,,,417472113745.06,684.6952,,,,,,,,1445671853375.18,,9442050574782.06,,,1690977949123.84,,322664072329.64,,2620105055902.86,,,,,4461315170903.64,,,,,197415045210.02,,232608300689.26,,326203724.0,,,,,,5623702977852.5,304967574291.8,,1162387806948.86,,,,,,,,
2001-09-30,,-1178.010468,,,,,,,,,,,,,,,,,186620418340.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326203724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272821980626.72,,,,3272821980626.72,,,,,186620418340.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272821980626.72,-1178.010468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186620418340.56,,326203724.0,,,,,,,,,,,,,,,,,
2001-12-31,1307741133295.95,,,2122789755529.35,,,,,173829172567.8,10186961917205.1,,,,-824159003333.25,,,,1737992119895.4,189941258131.52,,-14751733281871.05,,,3845272019933.4,,,1910295668280.75,1586381081416.2,,,,482608411169.25,,,1362316691905.35,,12704031568575.6,1737992119895.4,10605289119281.25,,,2442403422541.05,,,543139291738.05,3620462558147.4,2895712227856.65,10605289119281.25,,,,1200683314374.0,-593775297118.35,2592.606774,543139291738.05,,14450561139214.65,,,19413613713792.0,,60425755732.8,-476403417724.35,-12211387677749.7,,,,,,673641263148.45,,,,,-1562540082671.85,1587971094560.7,,,404143233578.85,1183646520639.75,,,,,,673641263148.45,,60425755732.8,,-89265440428.95,,1362316691905.35,25357022401152.3,,482608411169.25,404143233578.85,404143233578.85,3324366662767.67,,,21164257607.7,-8214357412808.38,,,,,189941258131.52,337607096753.55,,,280892247731.55,,,-1496599215230.4,9058410009052.5,326327707.0,846039423886.2,854432327980.35,,,5437947450905.1,,13126695170136.75,,,,25357022401152.3,450738503075.4,3620462558147.4,,,,,,958173458326.5,,4963052574577.35,,,2592.606774,,326327707.0,,-14751733281871.05,6969160332448.95,-26533508606.4,,-8214357412808.38,,,,4963052574577.35,,,-480155060309.1,3845272019933.4,958173458326.5,,10186961917205.1,846039423886.2,,1586381081416.2,,280892247731.55,,,19413613713792.0,9058410009052.5,846039423886.2,,4237264136531.1,6969160332448.95,10684291747595.7,276362681360.4,880546651303.2,,4237264136531.1,189941258131.52,-228833114883.9,,413696453050.35,2122789755529.35,,854432327980.35,,5437947450905.1,276362681360.4,14450561139214.65,1200683314374.0,,,,,,,,
2002-03-31,,557.957561,,927039789930.6,,,77876658004.05,,,,,,,,,43620689755.5,,1342608756403.65,190448276300.1,,-14888685710636.55,,,4676611416591.75,,,,,,0.0,183202918193.25,,252244032410.4,,,,,,9176913814210.35,,61795756110.3,,,,629900531952.75,,,,,0.0,326663036.0,,,,,,14269759979770.05,,,18080537176863.75,,,,,,,,,,,,,,,,,315603449001.75,,,,,,,,,438993369709.95,,-806233423605.0,,,0.0,1342885944733.2,,,482352786255.3,379160478325.65,,2659389926541.0,,,,277070292414.45,,0.0,,0.0,190448276300.1,,,460273210607.7,,,,,7551786489517.65,,,,,,,,,,,,24065599524846.9,,2215500005095.65,,,,,,,,3810777197093.7,,,,,,,,7176649883880.3,,,277070292414.45,557.957561,,,,,,,,963725466407.55,,10528750687346.1,,,929741381448.75,,219566313502.35,,2199116715933.3,,,,,4223941654277.4,,,,,183202918193.25,,190448276300.1,,326663036.0,,,,,,5336286484422.0,112785146148.0,,1112344830144.6,,,,,,,,
2002-06-30,,991.375,,,,,,,,,,,,,,,,,322760000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325568024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4206416250000.0,,,,4206416250000.0,,,,,322760000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4206416250000.0,991.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322760000000.0,,325568024.0,,,,,,,,,,,,,,,,,
2002-09-30,,991.375,,,,,,,,,,,,,,,,,322760000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325568024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4206416250000.0,,,,4206416250000.0,,,,,322760000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4206416250000.0,991.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322760000000.0,,325568024.0,,,,,,,,,,,,,,,,,
2002-12-31,1453177935448.98,,,1907389085946.98,,,,,69946619193.3,11294690387618.88,,,,-1178190984178.3,,,,1671360616276.34,264215002595.26,,-15941937123879.86,,,2828181493700.34,,,3197079476967.56,1739517199883.06,,,,482378410274.9,,,1728099643540.56,,12973182676490.66,1671360616276.34,10324047446074.64,474790035425.76,,3016504150813.06,,,1142268089765.84,3965287068639.94,3502940686827.98,10324047446074.64,,,,342897983276.06,-113225385489.38,3324.282324,1142268089765.84,,13678674965693.26,,,19075877810833.3,,-288317912120.24,-139722419881.32,-13407890861396.24,,,,,,689709371058.5,,,,,-2145455515284.78,2049762751379.0,474790035425.76,,267366547951.8,1487517199968.74,,,,,,689709371058.5,,-288317912120.24,,-283431791125.46,,1728099643540.56,26265984569954.5,,482378410274.9,267366547951.8,267366547951.8,3434879920979.6,,,143935943011.56,-8869544748621.0,,,,,264215002595.26,398284697373.48,,,225920521868.62,,,-1688754447824.4,7502036770877.54,328872390.0,1089232502595.26,966741399434.06,,,3536749702237.6,,14354187420979.6,,,-137763938268.7,26265984569954.5,331759193244.26,3965287068639.94,,,,,,1460733095588.76,,5397202845140.04,,,3324.282324,,327659445.0,,-15941937123879.86,8219080661499.7,-91138790004.6,,-8869544748621.0,,,,5397202845140.04,,,328259786365.26,2828181493700.34,1460733095588.76,,11294690387618.88,1089232502595.26,,1739517199883.06,,225920521868.62,,,19075877810833.3,7502036770877.54,1089232502595.26,,3193851718961.54,8219080661499.7,11337683270166.54,185489916900.16,407088967833.12,,3193851718961.54,264215002595.26,-214266903841.74,,1508325029143.16,1907389085946.98,,966741399434.06,,3536749702237.6,185489916900.16,13678674965693.26,342897983276.06,-16096085403.78,,,,,,,
2003-03-31,,1428.75,-280000000000.0,1585000000000.0,,,62500000000.0,,,,,,,,,-80000000000.0,-1250000000.0,1257500000000.0,467500000000.0,,-15448750000000.0,,-258750000000.0,3267500000000.0,128750000000.0,,,,,930000000000.0,188750000000.0,,640000000000.0,,,,,,9183750000000.0,,173750000000.0,,,416250000000.0,686250000000.0,,,,,650000000000.0,326706964.0,,,,,,12782500000000.0,,,17061250000000.0,,,,,,,,,,,,,3041250000000.0,,,,331250000000.0,,,,,342500000000.0,,,,332500000000.0,,-575000000000.0,,,91250000000.0,1382500000000.0,,,480000000000.0,506250000000.0,,3248750000000.0,-2996250000000.0,,,771250000000.0,51250000000.0,506250000000.0,,-255000000000.0,467500000000.0,,,960000000000.0,,,,,5732500000000.0,,,,,,,2500000000.0,,,,,24632500000000.0,,2801250000000.0,,,,,,,,4278750000000.0,-243750000000.0,,,,,,,8673750000000.0,,-10000000000.0,1113750000000.0,1428.75,,,,,,,,876250000000.0,,11328750000000.0,,,1106250000000.0,-5000000000.0,197500000000.0,,2288750000000.0,,,,7500000000.0,2688750000000.0,,,,,188750000000.0,,467500000000.0,,326706964.0,,,,,,2931250000000.0,285000000000.0,,113750000000.0,,,,,,,,
2003-06-30,,1603.75,,,,,,,,,,,,,,,,,522500000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325798909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4658750000000.0,,,,4658750000000.0,,,,,522500000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4658750000000.0,1603.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522500000000.0,,325798909.0,,,,,,,,,,,,,,,,,
2003-09-30,,1478.222221,,,,,,,,,,,,,,,,,1861111109250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325722746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4294444440150.0,,,,4294444440150.0,,,,,1861111109250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4294444440150.0,1478.222221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1861111109250.0,,325722746.0,,,,,,,,,,,,,,,,,
2003-12-31,1645000000000.0,,,1837500000000.0,,,,,-411250000000.0,13587500000000.0,,,126250000000.0,-1097500000000.0,,,,2168750000000.0,-3489583327750.0,,-18075000000000.0,,,2918750000000.0,126250000000.0,,3668750000000.0,2421250000000.0,,,,506250000000.0,,,2998750000000.0,,13607500000000.0,2168750000000.0,10326250000000.0,497500000000.0,,4550000000000.0,,,1016250000000.0,4375000000000.0,5067500000000.0,10326250000000.0,,,,288750000000.0,97500000000.0,6424.673125,1016250000000.0,,13787500000000.0,,,21781250000000.0,,-410000000000.0,342500000000.0,-14655000000000.0,,,,,,1158750000000.0,,,,,-2238750000000.0,3422500000000.0,497500000000.0,,622500000000.0,2860000000000.0,,,,,,1158750000000.0,,-410000000000.0,,-380000000000.0,,2998750000000.0,28401250000000.0,,506250000000.0,621250000000.0,621250000000.0,5772916679550.0,,,106250000000.0,-9460833320450.0,,,,,-3489583327750.0,766250000000.0,,,362500000000.0,,,,7886250000000.0,325892066.0,2093750000000.0,1127500000000.0,,60000000000.0,3511250000000.0,,18656250000000.0,,,,28401250000000.0,262500000000.0,4375000000000.0,,,,,,2377500000000.0,,7993750000000.0,,,6424.673125,,325892066.0,,-18075000000000.0,10356250000000.0,-276250000000.0,,-9460833320450.0,,,,7993750000000.0,,,-527500000000.0,2918750000000.0,2377500000000.0,,13587500000000.0,2093750000000.0,,2421250000000.0,,362500000000.0,,,21781250000000.0,7886250000000.0,2093750000000.0,,3096250000000.0,10356250000000.0,14106250000000.0,305000000000.0,281250000000.0,,3096250000000.0,-3489583327750.0,-341250000000.0,,3668750000000.0,1837500000000.0,,987500000000.0,,3511250000000.0,305000000000.0,13787500000000.0,288750000000.0,-162500000000.0,,,,,,,
2004-03-31,,2861.999997,,,,,,,,,,,,,,,,,925555554630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323394673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5819999994180.0,,,,5819999994180.0,,,,,925555554630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5819999994180.0,2861.999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925555554630.0,,323394673.0,,,,,,,,,,,,,,,,,
2004-06-30,,2842.444442,,,,,,,,,,,,,,,,,919999999080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323665077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5779999994220.0,,,,5779999994220.0,,,,,919999999080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5779999994220.0,2842.444442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919999999080.0,,323665077.0,,,,,,,,,,,,,,,,,
2004-09-30,,2845.666664,,,,,,,,,,,,,,,,,921111110190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323689040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5786666660880.0,,,,5786666660880.0,,,,,921111110190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5786666660880.0,2845.666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921111110190.0,,323689040.0,,,,,,,,,,,,,,,,,
2004-12-31,1514000000000.0,,,1646000000000.0,,,,,-873000000000.0,15532000000000.0,,,261000000000.0,-1594000000000.0,,,,2961000000000.0,921666669430.0,,-17731000000000.0,,,2562000000000.0,261000000000.0,,4778000000000.0,2988000000000.0,,,,466000000000.0,,,3837000000000.0,,11618000000000.0,2961000000000.0,10085000000000.0,479000000000.0,,6388000000000.0,,,1754000000000.0,4825000000000.0,6652000000000.0,10085000000000.0,,,,413000000000.0,-1089000000000.0,11395.14225,1754000000000.0,,13178000000000.0,,,23309000000000.0,,-1112000000000.0,-102000000000.0,-11678000000000.0,,,,,,1046000000000.0,,,,,-3265000000000.0,5138000000000.0,479000000000.0,,472000000000.0,5161000000000.0,,,,,,1046000000000.0,,-1112000000000.0,,75000000000.0,,3837000000000.0,27816000000000.0,,466000000000.0,470000000000.0,470000000000.0,5798000017360.0,,,36000000000.0,-12221999982640.0,,,,,921666669430.0,1451000000000.0,,,379000000000.0,,,,7480000000000.0,323486947.0,3685000000000.0,1250000000000.0,,69000000000.0,2655000000000.0,,23158000000000.0,,,133000000000.0,27816000000000.0,186000000000.0,4825000000000.0,,,,,,3367000000000.0,,10131000000000.0,,,11395.14225,,323383414.0,,-17731000000000.0,12414000000000.0,-294000000000.0,,-12221999982640.0,,,,10131000000000.0,,,-859000000000.0,2562000000000.0,3367000000000.0,,15532000000000.0,3685000000000.0,,2988000000000.0,,379000000000.0,,,23309000000000.0,7480000000000.0,3685000000000.0,,1981000000000.0,12414000000000.0,16770000000000.0,187000000000.0,574000000000.0,,1981000000000.0,921666669430.0,-507000000000.0,,4778000000000.0,1646000000000.0,,1102000000000.0,,2655000000000.0,187000000000.0,13178000000000.0,413000000000.0,1000000000.0,,,,,,,
2005-03-31,,3966.4,,,,,,,,,,,,,,,,,1262000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318172650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6438000000000.0,,,,6438000000000.0,,,,,1262000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6438000000000.0,3966.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262000000000.0,,318172650.0,,,,,,,,,,,,,,,,,
2005-06-30,,3962.3,,1883000000000.0,,,41000000000.0,,,,,,,,,18000000000.0,,3772000000000.0,1260000000000.0,,-18406000000000.0,,,2572000000000.0,111000000000.0,,,,,,322000000000.0,,1781000000000.0,,,,,,10774000000000.0,,513000000000.0,,,,1744000000000.0,,,,,,318046240.0,,,,,,13833000000000.0,,,25162000000000.0,,,,,,,,,,,,,,,,,448000000000.0,,,,,,,,,1219000000000.0,,-451000000000.0,,,,3850000000000.0,,,471000000000.0,623000000000.0,,6432000000000.0,,,,1753000000000.0,,,,,1260000000000.0,,,2075000000000.0,,,,,7441000000000.0,,,,,,,,,,,,29180000000000.0,,5286000000000.0,,,,,,,,11329000000000.0,,,,,,,,14546000000000.0,,,1753000000000.0,3962.3,,,,,,,,3227000000000.0,,17352000000000.0,,,3151000000000.0,,337000000000.0,,4357000000000.0,,,,,1599000000000.0,,,,,322000000000.0,,1260000000000.0,,318046240.0,,,,,,2155000000000.0,323000000000.0,,445000000000.0,,,,,,,,
2005-09-30,,2226.837973,,,,,,,,,,,,,,,,,717119000580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318046240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6581419648700.0,,,,6581419648700.0,,,,,717119000580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6581419648700.0,2226.837973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717119000580.0,,318046240.0,,,,,,,,,,,,,,,,,
2005-12-31,1595473169329.1,,,1896666334217.06,,,,,-699043669671.17,19273785356865.73,,,218291196237.56,-1560928350690.29,,,,3752417309171.56,662160301475.72,,-19249820132514.55,,,3068774858652.27,218291196237.56,,5437950436560.93,3012465275341.26,,,,477292895137.23,,,4074191067651.07,,14382009598217.73,3752417309171.56,12141708808001.92,448902768216.33,,7454774660296.57,,,1905268312834.98,5819256522431.7,7614304989121.15,12141708808001.92,,,,402622164622.96,-59138602998.2,12518.312436,1905268312834.98,,15698885785338.75,,,27215908873130.4,,-1139409413801.43,169960028038.71,-14685449190607.21,,,,,,1326016788703.05,,,,,-3702684122385.24,6018831819792.05,448902768216.33,,646945138625.02,5430048967586.5,,,,,,1326016788703.05,,-1139409413801.43,,-600456680529.73,,4074191067651.07,31391528940516.47,,477292895137.23,646442490478.55,646442490478.55,6220443737333.26,,,125870890419.91,-13783882241347.95,,,,,662160301475.72,1466734286502.89,,,690666533663.5,,,-3405677027249.89,7559455383826.03,318046240.0,3969049666595.72,1435942840504.52,,52140501666.73,1740198861394.33,,26023157798473.26,,,,31391528940516.47,147754571850.42,5819256522431.7,,,,,921794743995.6,3427748577172.52,,11517023087791.65,,,12518.312436,,317059483.0,,-19249820132514.55,15986776262103.83,-1281442990346.6,,-13783882241347.95,,,,11517023087791.65,,,-680951334299.72,3068774858652.27,3427748577172.52,,19273785356865.73,3969049666595.72,,3012465275341.26,,690666533663.5,,,27215908873130.4,7559455383826.03,3969049666595.72,,1119285500533.81,15986776262103.83,18568383138176.69,308528030484.56,476985110586.31,,1119285500533.81,662160301475.72,-673581493185.97,,2032273409311.04,1896666334217.06,,1308727890925.56,,1740198861394.33,308528030484.56,15698885785338.75,402622164622.96,,,,,,,,
2006-03-31,,2169.26071,,,,,,,,,,,,,,,,,691634244150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318662808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5926070063800.0,,,,5926070063800.0,,,,,691634244150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5926070063800.0,2169.26071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691634244150.0,,318662808.0,,,,,,,,,,,,,,,,,
2006-06-30,,2170.275412,,1833808174220.0,,,36087369560.0,,,,,,,,,-50332383860.0,,3478632492060.0,691358027360.0,,-20247863326020.0,,,2807217484720.0,301044635540.0,,,,,,358974360360.0,,943019946660.0,,,,,,14349477738200.0,,246913581200.0,,,,1132953470660.0,,,,,,318662808.0,,,,,,17811965880720.0,,,28557455001020.0,,,,,,,,,,,,,,,,,599240268220.0,,,,,,,,,1626780633060.0,,-1691358031220.0,,,,3471035151100.0,,,483380818580.0,1009496680060.0,,5925925948800.0,,,,978157648600.0,,,,,691358027360.0,,,1337132008960.0,,,,,8294396993080.0,,,,,,,,,,,,34597341064220.0,,4872744558220.0,,,,,,,,10745489120300.0,,,,,,,,17083570816180.0,,,978157648600.0,2170.275412,,,,,,,,2461538471040.0,,19876543286600.0,,,3233618246100.0,,218423552600.0,,4588793939840.0,,,,,2680911691260.0,,,,,358974360360.0,,691358027360.0,,318662808.0,,,,,,3421652434860.0,388414056580.0,,439696108060.0,,,,,,,,
