,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,trailingSaleOfInvestment,annualPretaxIncome,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,trailingCashDividendsPaid,trailingPurchaseOfBusiness,annualLongTermDebt,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyGoodwill,annualStockholdersEquity,annualGoodwill,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyBasicEPS,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,trailingOperatingCashFlow,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualChangeInAccountPayable,annualOperatingCashFlow,annualAccountsPayable,annualOperatingIncome,trailingTotalRevenue,annualOtherIntangibleAssets,annualCommonStockIssuance,annualDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingRepaymentOfDebt,quarterlyDepreciationAndAmortization,annualEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualNetPPE,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyDilutedAverageShares,annualBasicEPS,trailingEndCashPosition,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingPretaxIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,annualCapitalExpenditure,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualInterestExpense,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyDilutedEPS,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualCurrentAccruedExpenses,trailingNetOtherFinancingCharges,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,trailingInterestExpense,annualTaxProvision,quarterlyChangeInAccountPayable,trailingChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualTotalRevenue,trailingChangeInAccountPayable,annualDilutedAverageShares,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyPurchaseOfBusiness,trailingCommonStockIssuance,quarterlyBasicAverageShares,trailingFreeCashFlow,quarterlyRepaymentOfDebt,annualBasicAverageShares,quarterlyTaxProvision,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyOperatingIncome,trailingNetIncome,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,annualCashDividendsPaid,quarterlyCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualInventory,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyStockBasedCompensation,annualResearchAndDevelopment,annualGrossProfit,annualOtherNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentAssets,annualCurrentAssets,annualNonCurrentDeferredRevenue,trailingCostOfRevenue,trailingBasicEPS,annualOtherCurrentLiabilities,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingStockBasedCompensation,quarterlyCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,annualCurrentDeferredRevenue,annualStockBasedCompensation,trailingNetOtherInvestingChanges,quarterlyEbitda,annualOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,annualOperatingExpense,annualChangeInInventory,annualEbitda,trailingChangeInInventory,quarterlyOtherCurrentAssets,annualCurrentLiabilities,quarterlyOperatingExpense,trailingDeferredIncomeTax,trailingGrossProfit,annualCostOfRevenue,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyInventory,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,annualOtherIncomeExpense,trailingDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
830822400,969835646.0,,280462900.0,,280462900.0,,,,,,,,,-477084036.0,,,,,,,,,,,0.50374,,,31350578625.0,,,,,,2887678693.0,,,,,,,,,,-111956240.0,,,,,,2260857614.0,,21387338325.0,861810756.0,,,,,,1684138870.0,524233000.0,,,,,,262763785.0,155000680735.0,1422054324.0,907621165.0,147655547992.0,,-1011862531.0,,,,,,,,,,,,,,,,0.49012,,,,,,,,7345132743.0,-5190549345.0,1784887679.0,-6264626357.0,,,,,,,,,,,,,545949626.0,471068754.0,,,,524233000.0,,,,190605854.0,3486725664.0,,,,688064230.0,,1508509191.0,-62214481.0,,476514637.0,,,,,,,,4819081056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838771200,-2189992378.0,,299574000.0,,299574000.0,,,,,,,,,444055251.0,,,,,,,,,,,0.54974,,,34547203518.0,,,,,,3350281709.0,,,,,,,,,,-110647673.0,,,,,,1784887679.0,,21251889515.0,865741377.0,,,,,,1742476295.0,521492000.0,,,,,,283083688.0,162546379002.0,2089256853.0,-2324281404.0,155070770922.0,,-933002729.0,,,,,,,,,,,,,,,,0.536,,,,,,,,7475608080.0,-3083414056.0,2227566305.0,-4150705811.0,,,,,,,,,,,,,560670606.0,489212587.0,,,,521492000.0,,,,189638587.0,3637487976.0,,,,-2489463851.0,,1514360314.0,-134289026.0,,494709358.0,,,,,,,,6783379247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846720000,-2664395404.0,,291158059.0,-11167892977.0,291158059.0,,1925083612.0,,,2698327759.0,,,3313712375.0,1118013000.0,,,-5953177259.0,299665552.0,,7586622074.0,,169831438127.0,,,,17407357860.0,,36608695652.0,,3740468227.0,,,-3575919732.0,3313712375.0,,-4804013378.0,,1945150501.0,,,,2.07866,,-120920681.0,,,,3345819398.0,,2227566305.0,1867558528.0,24187290970.0,857525084.0,24187290970.0,,,,-9879598663.0,1663795814.0,,2.11889,,,36608695652.0,,273812162.0,169831438127.0,-1818939868.0,-2834614029.0,162244816054.0,,1858696043.0,-410702341.0,80267559.0,,6881605351.0,,,,,,,,,,,2210033445.0,,,,,,1098327759.0,,,7586622074.0,-1237301013.0,3345819398.0,-3124743327.0,0.0,,757190635.0,,,,-980602007.0,1435451505.0,6119063545.0,,520820000.0,857525084.0,573369985.0,453323271.0,-5214715719.0,,,,,,520820000.0,162165212.0,3740468227.0,,1867558528.0,-327759197.0,-2936824367.0,,1578730991.0,-170218625.0,,458274041.0,,1167892977.0,162244816054.0,,,,-454849498.0,6908525924.0,1911705686.0,,1167892977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854668800,124005931.0,,322145842.0,,322145842.0,,,,,,,,,-1373500472.0,,,,,,,,,,,0.59315,,,38080603855.0,,,,,,3872489554.0,,,,,,,,,,-121310150.0,,,,,,3345464348.0,,24031540639.0,858606281.0,,,,-1002830570.0,,1695646314.0,523082000.0,,,,,,304623265.0,185871411241.0,332928966.0,22914140.0,178064429168.0,,,,,,,,,,,,,,,,,,0.57967,,,,,,,,7806982073.0,-7899986522.0,1973311767.0,-9003908883.0,,,,,,,,,,,,,594419733.0,525677315.0,,,,523082000.0,,,,203531473.0,3953362987.0,,,,-198139911.0,,1680819517.0,-101091791.0,,532416767.0,,,,,,,,7506402480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862358400,2159992952.0,,314018431.0,,314018431.0,,,,,,,,,327563583.0,,,,,,,,,,,0.57306,,,36985060039.0,,,,,,3923066183.0,,,,,,,,,,-123733134.0,,,,,,1973311767.0,,28996090478.0,1271013683.0,,,,-1032215507.0,,1791957554.0,525956824.0,,,,,,294051941.0,200423066183.0,2915186086.0,2037124955.0,191950013963.0,,,,,,,,,,,,,,,,,,0.55908,,,,,,,,8473052220.0,-14886944502.0,0.0,-16042028006.0,,,,,,,,,,,,,627059481.0,513962581.0,,,,513125922.0,,,,199944150.0,4203015917.0,,,,1846143262.0,,1706087686.0,-122867997.0,,520106116.0,,,,,,,,14209598637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870307200,-2426934789.0,,372019297.0,,372019297.0,,,,,,,,,526984442.0,,,,,,,,,,,0.67726,,,39410062026.0,,,,,,3359062715.0,,,,,,,,,,-126976013.0,,,,,,0.0,,28251964163.0,1266023432.0,,,,219057104.0,,1964024810.0,526047101.0,,,,,,349000689.0,198208959338.0,-559073012.0,-2529921934.0,189510957960.0,,,,,,,,,,,,,,,,,,0.66344,,,,,,,,8698001378.0,4547923443.0,0.0,4663993402.0,,,,,,,,,,,,,636940041.0,615988973.0,,,,515312714.0,,,,243969676.0,4431013094.0,,,,-2798933744.0,,1837077878.0,-102987145.0,,622191592.0,,,,,,,,-1709936334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878256000,-1593016777.0,,297032974.0,-27386987748.0,297032974.0,,2145049993.0,,,,,,3831009717.0,-176020092.0,,,-5625968174.0,433037600.0,,8903112238.0,,207838050979.0,,,,28427967892.0,,41789043797.0,,4610054922.0,,,-14504013519.0,3831009717.0,,-1735952683.0,,2169976059.0,,,,2.31071,,-138049707.0,,,,0.0,,0.0,2058019997.0,32245035910.0,1274045909.0,32245035910.0,,,-12688024546.0,-12344036051.0,2005978579.0,,2.35298,,,41789043797.0,,274045560.0,207838050979.0,-5632007819.0,-1805008022.0,198934938741.0,,,-538938178.0,-116039994.0,,7456977890.0,,,,,,,,,,,2534995071.0,,,,,,1222081397.0,,,8903112238.0,5894971530.0,0.0,-7005044261.0,-2942965779.0,,840022532.0,,,,-534995071.0,-694972539.0,7058019997.0,,528877011.0,1274045909.0,676001274.0,489088587.0,-2274890861.0,,,,,,519376024.0,192055613.0,4610054922.0,,2058019997.0,2319954936.0,-4475037781.0,,1833898701.0,-211991245.0,,495958140.0,,1305027461.0,198934938741.0,,,,-510069004.0,8421903109.0,3346007605.0,,1305027461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886204800,2960972768.0,,361001893.0,,361001893.0,,,,,,,,,175040047.0,,,,,,,,,,,0.6578,,,41520023300.0,,,,,,4017038008.0,,,,,,,,,,-139070919.0,,,,,,2650939275.0,,31972040192.0,1286005534.0,,,,-2287024902.0,,2313965341.0,525503438.0,,,,,,337993301.0,218535022572.0,1719091307.0,2846949177.0,209310033494.0,,,,,,,,,,,,,,,,,,0.64318,,,,,,,,9224989078.0,-9813018785.0,0.0,-12214067278.0,,,,,,,,,,,,,652978011.0,579001019.0,,,,513823808.0,,,,217999126.0,4914955585.0,,,,2599970875.0,,1802096986.0,-114023591.0,,583078491.0,,,,,,,,9427988933.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893894400,-2445009991.0,,376950608.0,,376950608.0,,,,,,,,,-516056511.0,,,,,,,,,,,0.67228,,,43503937008.0,,,,,,4499069435.0,,,,,,,,,,-141959861.0,,,,,,0.0,,26598997853.0,1680028633.0,,,,788957615.0,,2465998568.0,531775958.0,,,,,,349892627.0,212885039370.0,-1568053368.0,-2521967073.0,203065998568.0,,,,,,,,,,,,,,,,,,0.65797,,,,,,,,9819040802.0,5406003753.0,0.0,6118004286.0,,,,,,,,,,,,,646957767.0,618897637.0,,,,520456695.0,,,,241947029.0,5093056550.0,,,,-2822018119.0,,1879026485.0,-76957082.0,,627057981.0,,,,,,,,-4189048346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901843200,-1904020222.0,,377928949.0,,377928949.0,,,,,,,,,-530034178.0,,,,,,,,,,,0.66317,,,48478004535.0,,,,,,4988057445.0,,,,,,,,,,-146028933.0,,,,,,0.0,,23695086924.0,1949962207.0,,,,-2432998473.0,,2650037793.0,523152097.0,,,,,,346938776.0,229276946334.0,6304139688.0,-2046977569.0,218804988662.0,,,,,,,,,,,,,,,,,,0.66317,,,,,,,,10471957672.0,-7147028807.0,0.0,-9722984627.0,,,,,,,,,,,,,648979592.0,604988662.0,,,,523152097.0,,,,227059713.0,5458956916.0,,,,-2281958803.0,,1881027967.0,-142957347.0,,613907785.0,,,,,,,,11097113835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909792000,4334036763.0,,234105419.0,-8292946442.0,234105419.0,,2154036117.0,,,49826979472.0,,,4780984720.0,1182055427.0,,,1916653804.0,400987807.0,,10607964192.0,,222590060194.0,1632968051.0,1298039821.0,,5657971909.0,,43465040901.0,,5555023923.0,,1632968051.0,-64476925451.0,4780984720.0,,2945979318.0,1298039821.0,2179039975.0,,793023615.0,,2.33591,793023615.0,-147874690.0,,,,0.0,,0.0,2311004785.0,19730050934.0,1958018213.0,19730050934.0,,10032412.0,-60545859691.0,6928075320.0,2667150910.0,,2.36685,,,43465040901.0,,203079056.0,222590060194.0,-7482033624.0,4096899000.0,211465040901.0,,,-571075783.0,16051860.0,,10097082883.0,,,,1298039821.0,,,,,,,2574008335.0,,,,,,1237999691.0,1298039821.0,,10607964192.0,18482119159.0,0.0,7526101177.0,-1026855997.0,,803982096.0,,,,-235067140.0,311004785.0,7141997222.0,,529986040.0,1958018213.0,624953157.0,351012685.0,2374903535.0,,,,,,523057942.0,116907266.0,5555023923.0,,2311004785.0,-640839636.0,4420659851.0,,1579941288.0,-237137763.0,,355003694.0,,1350054021.0,211465040901.0,10032412.0,,,-574934403.0,-10678082513.0,2651026393.0,,1350054021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
