date,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualCapitalExpenditure,annualDeferredIncomeTax,annualSellingGeneralAndAdministration,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,annualCurrentAssets,trailingInterestExpense,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingOperatingExpense,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyAccountsPayable,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,trailingNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,quarterlyEbitda,annualRepaymentOfDebt,annualInterestExpense,quarterlyBasicAverageShares,annualTotalRevenue,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,annualGrossProfit,quarterlyPretaxIncome,trailingFreeCashFlow,annualTotalNonCurrentAssets,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,annualChangeInInventory,trailingNetIncome,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingTaxProvision,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,annualCashDividendsPaid,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualNetIncome,annualCurrentDebt,annualCostOfRevenue,annualBasicAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyOtherNonCurrentAssets,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualBasicEPS,annualStockholdersEquity,trailingCashDividendsPaid,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,annualRetainedEarnings,quarterlyInventory,quarterlyOtherIncomeExpense,annualStockBasedCompensation,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyGoodwill,annualCurrentLiabilities,annualInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualCapitalStock,trailingChangeInWorkingCapital,quarterlyOperatingExpense,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,annualNetPPE,annualCommonStockIssuance,trailingGrossProfit,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,quarterlyDepreciationAndAmortization,annualAccountsPayable,annualEbitda,annualDilutedEPS,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyCapitalStock,annualEndCashPosition,annualOperatingIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,annualGrossPPE,annualCashAndCashEquivalents,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualInvestmentsAndAdvances,trailingOperatingIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingDepreciationAndAmortization,quarterlyChangeInAccountPayable,trailingBasicEPS,annualOtherShortTermInvestments,trailingDeferredIncomeTax,annualPurchaseOfInvestment,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable
1989-06-30,,,,,8854400000.0,,,,,,,,,386600000.0,,,,81300000.0,,,,,,,,295000000.0,,,,,,,,,,,,3517100000.0,495600000.0,,,1400000000.0,,,661600000.0,,313400000.0,,,,,918100000.0,443700000.0,,,166000000.0,,,,,,3781900000.0,117400000.0,4217800000.0,6916200000.0,,,1548100000.0,,,,,0.14,,,,-1938200000.0,,,,,,,,,539300000.0,,196000000.0,,196000000.0,,,88500000.0,,328300000.0,,,,,,,1400000000.0,,45400000.0,0.0,,,,,886500000.0,,,,,,,575600000.0,,,0.14,3117800000.0,,,,275000000.0,,317900000.0,,,,,,,,,,,,,,,,125700000.0,125700000.0,,,,,,,7773400000.0,,,,,,294800000.0,,,73200000.0,,,,4700000000.0,,,,8217100000.0,196000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,-78000000.0,,,9301900000.0,,,,,,,,,422200000.0,,,,77700000.0,,97300000.0,,,,,,305800000.0,,,-23800000.0,,0.0,-395800000.0,,,,,,3658500000.0,533000000.0,,,1452666667.0,,,697600000.0,,345400000.0,,,,,1019500000.0,678300000.0,,7300000.0,164600000.0,,,,,,4160800000.0,127500000.0,4406200000.0,7271500000.0,,,1631800000.0,-399700000.0,,,190500000.0,0.15,,,,-2030400000.0,,,,,,,,,564800000.0,,217900000.0,,217900000.0,433300000.0,,90300000.0,227900000.0,402400000.0,,,,,,,1452666667.0,,42900000.0,0.0,,,,,934200000.0,,,,,,,602500000.0,,,0.15,3468000000.0,,,,275400000.0,,324200000.0,,,,,,,-28700000.0,,,,110800000.0,,,,0.0,353600000.0,353600000.0,,,200000000.0,,,,8160500000.0,,,,,,311300000.0,,,76800000.0,,33600000.0,,5180300000.0,,,,8838800000.0,217900000.0,,4500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,596000000.0,-258600000.0,,,9874000000.0,1101000000.0,,,-2116000000.0,-1555000000.0,68000000.0,663000000.0,,350300000.0,495000000.0,,,78000000.0,-479000000.0,71400000.0,,,,,,413000000.0,-47000000.0,13000000.0,-23700000.0,,0.0,-489200000.0,430000000.0,,,722600000.0,469000000.0,3550000000.0,461000000.0,,302000000.0,,6142000000.0,,638200000.0,2560000000.0,271100000.0,,8680000000.0,,-309000000.0,1017000000.0,495000000.0,5625000000.0,,177200000.0,13000000.0,,,78000000.0,,4608000000.0,99700000.0,4546000000.0,7758000000.0,1000000.0,,1580300000.0,-495100000.0,,184000000.0,-112800000.0,,-115000000.0,,,-2116000000.0,727000000.0,727000000.0,135000000.0,3582000000.0,1474693878.0,613000000.0,,,596000000.0,,171400000.0,-1513000000.0,171400000.0,385700000.0,3901000000.0,94000000.0,-216200000.0,469000000.0,0.49,3550000000.0,,0.0,,,,4546000000.0,46000000.0,100000.0,,,,,942100000.0,9175000000.0,220000000.0,438000000.0,,1017000000.0,46000000.0,613000000.0,,,,3901000000.0,,200000000.0,,287900000.0,326000000.0,326000000.0,137000000.0,0.0,7758000000.0,200000000.0,,,-31200000.0,4608000000.0,,1246000000.0,110700000.0,413000000.0,1897000000.0,0.48,0.0,137000000.0,137000000.0,,1505416667.0,200000000.0,0.0,1459000000.0,,8680000000.0,,,,9874000000.0,137000000.0,135000000.0,,-119000000.0,79300000.0,,-109400000.0,1157000000.0,5625000000.0,,,,9175000000.0,167000000.0,94000000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-31,,-139100000.0,,,10105000000.0,,,,,,,,,339300000.0,,,,72700000.0,,-124600000.0,,,,,,317700000.0,,,-10300000.0,,0.0,-272300000.0,,,,,,3550400000.0,453200000.0,,,1437272727.0,,,624700000.0,,249800000.0,,,,,966500000.0,430700000.0,,6900000.0,171500000.0,,,,,,4733700000.0,91700000.0,4672300000.0,7909100000.0,,,1533100000.0,-307600000.0,,,86700000.0,0.11,,,,-2195900000.0,,,,,,,,,572200000.0,,158100000.0,,158100000.0,154300000.0,,100500000.0,-31300000.0,380500000.0,,,,,,,1437272727.0,,41300000.0,0.0,,,,,908400000.0,,,,,,,636700000.0,,,0.11,3996500000.0,,,,285400000.0,,338600000.0,,,,,,,-31300000.0,,,,113900000.0,,,,136900000.0,105600000.0,105600000.0,,,800000.0,,,,8819900000.0,,,,,,268300000.0,,,89500000.0,,-153300000.0,,5700200000.0,,,,9250600000.0,158100000.0,,11400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,-17000000.0,,,10514900000.0,,,,,,,,,427300000.0,,,,88900000.0,,-17100000.0,,,,,,310700000.0,,,-13000000.0,,0.0,-355700000.0,,,,,,3758900000.0,548700000.0,,,1438666667.0,,,735000000.0,,334600000.0,,,,,905200000.0,470200000.0,,-5700000.0,186300000.0,,,,,,4991000000.0,118800000.0,4854100000.0,8225400000.0,,,1701300000.0,-376800000.0,,,55200000.0,0.15,,,,-2289500000.0,,,,,,,,,600000000.0,,215800000.0,,215800000.0,314400000.0,,102800000.0,13900000.0,374800000.0,,,,,,,1438666667.0,,39900000.0,0.0,,,,,966300000.0,,,,,,,666400000.0,,,0.15,4221800000.0,,,,307700000.0,,359500000.0,,,,,,,-34000000.0,,,,121400000.0,,,,0.0,119500000.0,119500000.0,,,700000.0,,,,9184900000.0,,,,,,219700000.0,,,92700000.0,,-62400000.0,,5896200000.0,,,,9655100000.0,215800000.0,,3600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,-4900000.0,,,11053400000.0,,,,,,,,,473100000.0,,,,86100000.0,,84700000.0,,,,,,301300000.0,,,-18400000.0,,0.0,-395400000.0,,,,,,4018500000.0,597000000.0,,,1424705882.0,,,777100000.0,,375400000.0,,,,,1028400000.0,515200000.0,,-16100000.0,180100000.0,,,,,,5143000000.0,133200000.0,5062300000.0,8652300000.0,,,1816200000.0,-424000000.0,,,5100000.0,0.17,,,,-2401100000.0,,,,,,,,,652700000.0,,242200000.0,,242200000.0,434700000.0,,105500000.0,44400000.0,460700000.0,,,,,,,1424705882.0,,38400000.0,0.0,,,,,1039100000.0,,,,,,,678800000.0,,,0.17,4358700000.0,,,,304000000.0,,369700000.0,,,,,,,-34000000.0,,,,123900000.0,,,,0.0,163900000.0,163900000.0,,,600000.0,,,,9674700000.0,,,,,,266400000.0,,,97700000.0,,10700000.0,,6171400000.0,,,,10189900000.0,242200000.0,,5300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,687400000.0,700000.0,,,11535500000.0,3948900000.0,,,-2488400000.0,-1570700000.0,70800000.0,3455600000.0,,261000000.0,549000000.0,,,108300000.0,-160300000.0,62600000.0,,,,,,355700000.0,5900000.0,23400000.0,-80400000.0,,0.0,-499100000.0,444000000.0,,,788300000.0,479300000.0,4182300000.0,395100000.0,,381200000.0,,6639600000.0,,3312700000.0,5449500000.0,286500000.0,,10118500000.0,,-269700000.0,1198700000.0,549000000.0,6485200000.0,-56100000.0,2917600000.0,5600000.0,,,108300000.0,,5286500000.0,100300000.0,5214500000.0,9047100000.0,-32100000.0,,1589000000.0,-462300000.0,,136900000.0,80400000.0,,-133300000.0,,,-2488400000.0,802300000.0,802300000.0,363700000.0,1190100000.0,1433272727.0,695100000.0,,,687400000.0,,186200000.0,-1522500000.0,186200000.0,397600000.0,4428700000.0,162700000.0,-21100000.0,479300000.0,0.55,4182300000.0,,,-71000000.0,,,5214500000.0,42900000.0,126900000.0,,,,,-1723700000.0,10667500000.0,227400000.0,493300000.0,,1198700000.0,42900000.0,695100000.0,,,,4428700000.0,,199700000.0,,3051700000.0,384000000.0,384000000.0,142800000.0,126900000.0,9047100000.0,,,,-34000000.0,5286500000.0,,1301000000.0,134100000.0,355700000.0,1993900000.0,0.54,0.0,142800000.0,142800000.0,,1459814815.0,199700000.0,0.0,1500600000.0,,10118500000.0,,,,11535500000.0,142800000.0,363700000.0,,-122100000.0,101400000.0,,-64700000.0,1246300000.0,6485200000.0,,,,10667500000.0,172200000.0,162700000.0,3100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-31,,-6400000.0,,,11371500000.0,,,,,,,,,327600000.0,,,,103500000.0,,-114200000.0,,,,,,276300000.0,,,-8600000.0,,0.0,-217100000.0,,,,,,4239300000.0,453800000.0,,,1404166667.0,,,638100000.0,,255400000.0,,,,,1250900000.0,527600000.0,,-9600000.0,184300000.0,,,,,,4973500000.0,86900000.0,5349100000.0,8851100000.0,,,1557800000.0,-270900000.0,,,50700000.0,0.12,,,,-2520400000.0,,,,,,,,,709300000.0,,168500000.0,,168500000.0,170900000.0,,185600000.0,4500000.0,444600000.0,,,,,,,1404166667.0,,39300000.0,30000000.0,,,,,919700000.0,,,,,,,673100000.0,,,0.12,4114800000.0,,,,310500000.0,,375700000.0,,,,,,,-34000000.0,,,,126200000.0,,,,142800000.0,147300000.0,147300000.0,,,199300000.0,,,,9936100000.0,,,,,,530000000.0,,,102200000.0,,-100000000.0,,6224400000.0,,,,10463700000.0,168500000.0,,7300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,-102800000.0,,,11413200000.0,,,,,,,,,391300000.0,,,,99300000.0,,17400000.0,,,,,,273900000.0,,,38500000.0,,0.0,-260100000.0,,,,,,4296000000.0,518500000.0,,,1450000000.0,,,716900000.0,,351500000.0,,,,,980500000.0,518700000.0,,-13600000.0,198400000.0,,,,,,5216000000.0,119500000.0,5542800000.0,8840500000.0,,,1670800000.0,-329500000.0,,,-120100000.0,0.16,,,,-2572700000.0,,,,,,,,,767400000.0,,232000000.0,,232000000.0,363000000.0,,191700000.0,-17200000.0,459300000.0,,,,,,,1450000000.0,,38400000.0,56300000.0,,,,,953900000.0,,,,,,,698000000.0,,,0.16,4326300000.0,,,,325600000.0,,365900000.0,,,,,,,-37700000.0,,,,127200000.0,,,,0.0,130100000.0,130100000.0,,,298900000.0,,,,9973800000.0,,,,,,247300000.0,,,96100000.0,,33500000.0,,6196500000.0,,,,10492500000.0,232000000.0,,8500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,0.0,,,11870800000.0,,,,,,,,,440300000.0,,,,90900000.0,,41900000.0,,,,,,256500000.0,,,23400000.0,,0.0,-186600000.0,,,,,,4588600000.0,569500000.0,,,1437222222.0,,,772700000.0,,389600000.0,,,,,1070600000.0,506900000.0,,-21400000.0,203200000.0,,,,,,5149400000.0,130900000.0,5763200000.0,9169100000.0,,,1736600000.0,-246800000.0,,,-214800000.0,0.18,,,,-2701700000.0,,,,,,,,,766000000.0,,258700000.0,,258700000.0,408400000.0,,197200000.0,7000000.0,555700000.0,,,,0.0,,,1437222222.0,,36800000.0,43700000.0,,,,,963900000.0,,,,,,,672500000.0,,,0.18,4279700000.0,,,,332400000.0,,366600000.0,,,,,,,-38300000.0,,,,129200000.0,,,,0.0,137100000.0,137100000.0,,,298500000.0,,,,10301700000.0,,,,,,258400000.0,,,94400000.0,,161600000.0,,6220000000.0,,,,10808600000.0,258700000.0,,5500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,775500000.0,0.0,,,12368000000.0,4017000000.0,,,-2809500000.0,-1128800000.0,64700000.0,3502800000.0,,405500000.0,646000000.0,,,108800000.0,-109200000.0,39600000.0,,,,,,313900000.0,77400000.0,30900000.0,-82600000.0,,0.0,-275900000.0,439800000.0,,,840400000.0,626600000.0,4835100000.0,537100000.0,,391400000.0,,6695000000.0,,3454000000.0,5581700000.0,302900000.0,,10703100000.0,,294400000.0,1287900000.0,646000000.0,6514000000.0,,2916900000.0,-15300000.0,,,108800000.0,,5226100000.0,102500000.0,5925200000.0,9558500000.0,400000.0,,1729800000.0,-281600000.0,,142800000.0,-121900000.0,,-148300000.0,,,-2809500000.0,859600000.0,859600000.0,347400000.0,1113300000.0,1424406780.0,734200000.0,,,775500000.0,,200400000.0,-939700000.0,200400000.0,480900000.0,4267400000.0,224500000.0,83100000.0,626600000.0,0.59,4835100000.0,,0.0,,,,5925200000.0,42600000.0,-3900000.0,,,,,-1724200000.0,11349100000.0,-406100000.0,514200000.0,,1287900000.0,42600000.0,734200000.0,,,,4267400000.0,,298200000.0,,3048500000.0,369100000.0,369100000.0,220200000.0,126100000.0,9558500000.0,100000000.0,,,-38300000.0,5226100000.0,,1423200000.0,131600000.0,313900000.0,2078900000.0,0.57,0.0,220200000.0,220200000.0,,1474385965.0,298200000.0,0.0,1564700000.0,,10703100000.0,,,,12368000000.0,220200000.0,347400000.0,,-29300000.0,98700000.0,,199300000.0,1299400000.0,6514000000.0,,,,11349100000.0,181200000.0,224500000.0,9600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,,,,,12260700000.0,,,,,,,,,382300000.0,,,,81300000.0,,-192300000.0,,,,,,263500000.0,,,4600000.0,,0.0,-202400000.0,,,,,,4929200000.0,515900000.0,,,1441538462.0,,,710400000.0,,283100000.0,,,,,1027700000.0,446700000.0,,16300000.0,194500000.0,,,,,,4968300000.0,95700000.0,6074100000.0,9401600000.0,,,1618300000.0,-244500000.0,,,-77600000.0,0.13,,,,-2859100000.0,,,,,,,,,697400000.0,,187400000.0,,187400000.0,145000000.0,,208800000.0,-135000000.0,414200000.0,,,,,,,1441538462.0,,37900000.0,-2000000.0,,,,,907900000.0,,,,,,,757600000.0,,,0.13,4001900000.0,,,,328100000.0,,379500000.0,,,,,,,-38500000.0,,,,133600000.0,,,,220200000.0,85200000.0,85200000.0,,,297000000.0,,,,10478500000.0,,,,,,350000000.0,,,97200000.0,,-99500000.0,,5996000000.0,,,,10925200000.0,187400000.0,,16300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,,,,12728500000.0,,,,,,,,,448000000.0,,,,102400000.0,,-1000000.0,,,,,,277700000.0,,,-18900000.0,,0.0,-230200000.0,,,,,,5232700000.0,584600000.0,,,1411666667.0,,,794000000.0,,383800000.0,,,,,1503900000.0,517700000.0,,1600000.0,209400000.0,,,,,,4621100000.0,129700000.0,6287100000.0,9737700000.0,,,1774100000.0,-251700000.0,,,-120300000.0,0.18,,,,-2990800000.0,,,,,,,,,711000000.0,,254100000.0,,254100000.0,391300000.0,,217900000.0,40800000.0,472300000.0,,,,,,,1411666667.0,,39000000.0,28800000.0,,,,,980100000.0,,,,,,,714900000.0,,,0.18,3688300000.0,,,,346000000.0,,391300000.0,,,,,,,-41200000.0,,,,136600000.0,,,,0.0,126000000.0,126000000.0,,,296400000.0,,,,10840000000.0,,,,,,753900000.0,,,93000000.0,,139600000.0,,6125000000.0,,,,11357700000.0,254100000.0,,8700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,,,,12929800000.0,,,,,,,,,513000000.0,,,,109100000.0,,67000000.0,,,,,,279100000.0,,,-18900000.0,,0.0,-265400000.0,,,,,,5500200000.0,656200000.0,,,1446000000.0,,,873300000.0,,436900000.0,,,,,1445100000.0,565000000.0,,-13100000.0,217100000.0,,,,,,4643200000.0,147700000.0,6535700000.0,9860400000.0,,,1912500000.0,-288400000.0,,,-195000000.0,0.2,,,,-3069400000.0,,,,,,,,,777500000.0,,289200000.0,,289200000.0,486300000.0,,220300000.0,25900000.0,535700000.0,,,,,,,1446000000.0,,39900000.0,20900000.0,,,,,1039200000.0,,,,,,,745700000.0,,,0.2,3677200000.0,,,,360300000.0,,385600000.0,,,,,,,-41200000.0,,,,143200000.0,,,,0.0,151900000.0,151900000.0,,,180900000.0,,,,11023500000.0,,,,,,630300000.0,,,97000000.0,,197900000.0,,6088300000.0,,,,11588500000.0,289200000.0,,14200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,829400000.0,,,,12658000000.0,4201800000.0,,,-3060600000.0,-1151000000.0,22400000.0,3646900000.0,,454300000.0,864700000.0,,,105100000.0,-79700000.0,4600000.0,,,,,,343300000.0,216300000.0,59400000.0,8800000.0,,0.0,-300700000.0,489500000.0,,,943900000.0,520900000.0,5892400000.0,595800000.0,,373600000.0,,7133300000.0,,3621700000.0,5999400000.0,344300000.0,,10816500000.0,,274900000.0,1544600000.0,864700000.0,5788800000.0,6900000.0,3025900000.0,-121700000.0,,,105100000.0,,4244200000.0,116400000.0,6727300000.0,9597400000.0,2200000.0,,1828400000.0,-366400000.0,,220200000.0,182000000.0,,-160500000.0,,,-3060600000.0,958600000.0,958600000.0,680400000.0,1133900000.0,1452153846.0,748600000.0,,,829400000.0,,227900000.0,-998700000.0,227900000.0,403300000.0,3176400000.0,319200000.0,284600000.0,520900000.0,0.65,5892400000.0,,,11700000.0,,,6727300000.0,43500000.0,-23600000.0,,,,,-1793300000.0,11681200000.0,-210900000.0,554900000.0,,1544600000.0,43500000.0,748600000.0,,,,3176400000.0,,680200000.0,,3167400000.0,389700000.0,389700000.0,436500000.0,24100000.0,9597400000.0,484900000.0,,,-39600000.0,4244200000.0,,1425900000.0,141500000.0,343300000.0,2352500000.0,0.64,0.0,436500000.0,436500000.0,,1474843750.0,680200000.0,0.0,1797600000.0,,10816500000.0,,,,12658000000.0,436500000.0,680400000.0,,-24400000.0,86400000.0,,36900000.0,1448100000.0,5788800000.0,,,,11681200000.0,213200000.0,319200000.0,20200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,,-256300000.0,,,12821700000.0,,,,,,,,,392600000.0,,,,97300000.0,,-59000000.0,,,,,,293300000.0,,,-7700000.0,,0.0,-187100000.0,,,,,,5922600000.0,529200000.0,,,1376666667.0,,,747000000.0,,333300000.0,,,,,1281000000.0,670000000.0,,-4600000.0,217800000.0,,,,,,4377200000.0,115000000.0,6897500000.0,9658100000.0,,,1654100000.0,-218500000.0,,,-263100000.0,0.15,,,,-3163600000.0,,,,,,,,,863700000.0,,218300000.0,,218300000.0,291300000.0,,242700000.0,-158900000.0,444700000.0,,,,,,,1376666667.0,,38300000.0,20000000.0,,,,,907100000.0,,,,,,,773800000.0,,,0.15,3360700000.0,,,,354400000.0,,389000000.0,,,,,,,-48800000.0,,,,136600000.0,,,,436500000.0,277600000.0,277600000.0,,,679400000.0,,,,10910800000.0,,,,,,543000000.0,,,79300000.0,,72800000.0,,5658200000.0,,,,11580800000.0,206500000.0,,20500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,-274500000.0,,,12855000000.0,,,,,,,,,502200000.0,,,,104500000.0,,-22900000.0,,,,,,304900000.0,,,-7500000.0,,0.0,-233500000.0,,,,,,5838300000.0,636600000.0,,,1384500000.0,,,869100000.0,,439700000.0,,,,,1022400000.0,616300000.0,,-9800000.0,232500000.0,,,,,,4641500000.0,150900000.0,7136300000.0,9632500000.0,,,1877800000.0,-269300000.0,,,-253300000.0,0.2,,,,-3222500000.0,,,,,,,,,866000000.0,,288800000.0,,288800000.0,390500000.0,,252600000.0,-96300000.0,447400000.0,,,,,,,1384500000.0,,39700000.0,19900000.0,,,,,1008700000.0,,,,,,,786600000.0,,,0.2,3602300000.0,,,,366900000.0,,387400000.0,,,,,,,-51000000.0,,,,134400000.0,,,,0.0,181300000.0,181300000.0,,,678700000.0,,,,10885900000.0,,,,,,270100000.0,,,82400000.0,,121200000.0,,5663900000.0,,,,11502200000.0,276900000.0,,13800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,-83400000.0,,,13148600000.0,,,,,,,,,537100000.0,,,,105600000.0,,40600000.0,,,,,,297900000.0,,,-9800000.0,,0.0,-338000000.0,,,,,,6058900000.0,681200000.0,,,1360000000.0,,,915800000.0,,499700000.0,,,,,1098900000.0,632500000.0,,-11600000.0,234600000.0,,,,,,4607800000.0,188800000.0,7397600000.0,9836600000.0,,,1944300000.0,-378400000.0,,,-154600000.0,0.22,,,,-3312000000.0,,,,,,,,,873800000.0,,310900000.0,,310900000.0,484000000.0,,253800000.0,-8600000.0,504300000.0,,,,,,,1360000000.0,,40700000.0,38300000.0,,,,,1028500000.0,,,,,,,790600000.0,,,0.22,3563400000.0,,,,378700000.0,,422700000.0,,,,,,,-50700000.0,,,,144100000.0,,,,0.0,172700000.0,172700000.0,,,678000000.0,,,,11133100000.0,,,,,,296700000.0,,,75700000.0,,105600000.0,,5706700000.0,,,,11765600000.0,299200000.0,,14200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,875300000.0,-5900000.0,,,13459000000.0,2800700000.0,,,-3377600000.0,-1316900000.0,52400000.0,2232300000.0,,490100000.0,662800000.0,,,118900000.0,-620100000.0,17800000.0,,,,,,395700000.0,-250700000.0,62600000.0,-51900000.0,,0.0,-459400000.0,593200000.0,,,1035600000.0,483000000.0,6274100000.0,643400000.0,,316100000.0,,7408100000.0,,2190800000.0,4722700000.0,403000000.0,,11372400000.0,,362900000.0,1102000000.0,662800000.0,5426700000.0,,1547400000.0,-23500000.0,,,118900000.0,,4324700000.0,138500000.0,7612600000.0,10081400000.0,-9600000.0,,1931900000.0,-450700000.0,,436500000.0,-41500000.0,,-201200000.0,,,-3377600000.0,1082500000.0,1082500000.0,223300000.0,2685400000.0,1418630137.0,835300000.0,,,875300000.0,,264500000.0,-1218000000.0,264500000.0,514000000.0,3489400000.0,0.0,13100000.0,483000000.0,0.73,6274100000.0,,,,,,7612600000.0,43500000.0,-8400000.0,,,,,-258900000.0,12035200000.0,-712500000.0,568400000.0,,1102000000.0,43500000.0,835300000.0,,,,3489400000.0,,677300000.0,,1700700000.0,415700000.0,415700000.0,185800000.0,69800000.0,10081400000.0,,,,-50700000.0,4324700000.0,,1679800000.0,153300000.0,395700000.0,2490400000.0,0.71,0.0,185800000.0,185800000.0,,1458591549.0,677300000.0,0.0,1922000000.0,,11372400000.0,,,,13459000000.0,185800000.0,223300000.0,,-76900000.0,78700000.0,,63300000.0,1675700000.0,5426700000.0,,,,12035200000.0,253000000.0,0.0,14100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
