date,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingCostOfRevenue,annualCurrentDebt,trailingTotalRevenue,annualTotalRevenue,annualCostOfRevenue,annualOtherCurrentAssets,annualDilutedAverageShares,annualChangeInAccountPayable,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,quarterlyStockBasedCompensation,annualCommonStockIssuance,annualOtherShortTermInvestments,annualFreeCashFlow,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingTaxProvision,quarterlyEbitda,quarterlyDepreciationAndAmortization,annualNetOtherFinancingCharges,trailingEndCashPosition,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyDeferredIncomeTax,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyRetainedEarnings,annualOtherNonCurrentAssets,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyOperatingIncome,annualDilutedEPS,trailingNetIncome,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,trailingFreeCashFlow,annualNetIncome,quarterlyOtherCurrentAssets,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualBasicAverageShares,annualAccountsReceivable,annualBeginningCashPosition,annualLongTermDebt,quarterlyLongTermDebt,annualCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualSellingGeneralAndAdministration,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,annualStockholdersEquity,annualOtherNonCashItems,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,quarterlyNetIncome,quarterlyStockholdersEquity,annualRetainedEarnings,annualTotalAssets,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,annualTaxProvision,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyRepaymentOfDebt,annualInventory,quarterlyAccumulatedDepreciation,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCapitalStock,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,trailingOtherIncomeExpense,quarterlyOperatingExpense,annualNetPPE,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyCurrentDebt,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,quarterlyBasicEPS,quarterlyNetOtherFinancingCharges,quarterlyBasicAverageShares,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyPretaxIncome,annualEbitda,quarterlyCommonStockIssuance,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualChangeInInventory,trailingCashDividendsPaid,annualPretaxIncome,annualInterestExpense,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,trailingBeginningCashPosition,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,trailingCapitalExpenditure,annualGrossPPE,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualGoodwill,quarterlyRepurchaseOfCapitalStock,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyCapitalStock,quarterlyAccountsPayable,annualRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOperatingIncome,trailingGrossProfit,annualOtherCurrentLiabilities,trailingDeferredIncomeTax,annualChangeInCashSupplementalAsReported,quarterlyDilutedAverageShares,annualCapitalExpenditure,annualBasicEPS,annualInvestingCashFlow,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingNetOtherFinancingCharges,annualIncomeTaxPayable,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,trailingInterestExpense,trailingDepreciationAndAmortization,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1985-06-30,,,,,,,,,,,,,,,,,,,,,,,,264600000.0,,,,,,,,,,,,,,,,0.18,,,,,,,,,264600000.0,,,,,,,,264600000.0,,,,,,,,,,,,,,,,,,,,,,,,25600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,138967000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138967000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,,,,,,,,,,,,,,,,,,,,,,,274100000.0,,,,,,,,,,,,,,,,0.21,,,,,,,,,274100000.0,,,,,,,,274100000.0,,,,,,,,,,,,,,,,,,,,,,,,28700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,138991000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138991000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,0.0,,,4000000.0,,971800000.0,699100000.0,1300000.0,139803922.0,,,,,,185000000.0,,,,,0.0,,,,-616300000.0,,,,,,,292800000.0,,,,,530200000.0,9300000.0,79600000.0,146800000.0,,,,,,,,,99600000.0,-616300000.0,0.51,,332400000.0,107800000.0,980100000.0,,292800000.0,229600000.0,,71300000.0,1300000.0,,14000000.0,139803922.0,,0.0,75500000.0,75500000.0,332400000.0,,,71300000.0,78200000.0,,185000000.0,,,526500000.0,,,,20300000.0,,,,526500000.0,530200000.0,819300000.0,,,43800000.0,,,,109900000.0,-502500000.0,,,477600000.0,99600000.0,,109900000.0,95500000.0,,,,477600000.0,0.0,99600000.0,486900000.0,272700000.0,4000000.0,107800000.0,,,,,,,,,95500000.0,9300000.0,,,,194500000.0,,14000000.0,,,,99600000.0,,,,123400000.0,5700000.0,,,819300000.0,,103800000.0,,,980100000.0,,,,486900000.0,,,-502500000.0,,,,,,,,,3200000.0,,125900000.0,,103800000.0,,,,,0.51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,,,,,,,,,,,,,,,,,,,,,,,,200600000.0,,,,,,,,,,,,,,,,0.05,,,,,,,,,200600000.0,,,,,,,,200600000.0,,,,,,,,,,,,,,,,,,,,,,,,6900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,135508000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135508000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,,,,,,,,,,,,,256600000.0,,,,,,,,,,,,,,,,0.24,,,,,,,,,256600000.0,,,,,,,,256600000.0,,,,,,,,,,,,,,,,,,,,,,,,31700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,134739000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134739000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,,,,,,,,,,,,,,,,,263700000.0,,,,,,,,,,,,,,,,0.27,,,,,,,,,263700000.0,,,,,,,,263700000.0,,,,,,,,,,,,,,,,,,,,,,,,35700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,131844000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131844000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,0.0,,,3300000.0,,957800000.0,640700000.0,2700000.0,133142857.0,,,,,,196200000.0,,,,,0.0,,,,-565100000.0,,,,,,,328100000.0,,,,,590700000.0,28600000.0,93200000.0,161400000.0,,,,,,,,,86100000.0,-565100000.0,0.7,,315000000.0,131900000.0,1060000000.0,,328100000.0,237000000.0,,93200000.0,2700000.0,,15700000.0,133142857.0,,0.0,72200000.0,72200000.0,315000000.0,,,93200000.0,84300000.0,,196200000.0,,,506600000.0,,,,18900000.0,,,,506600000.0,590700000.0,834700000.0,,,64200000.0,,,,103800000.0,-568900000.0,,,491100000.0,86100000.0,,103800000.0,108300000.0,,,,491100000.0,0.0,86100000.0,519700000.0,317100000.0,3300000.0,131900000.0,,,,,,,,,108300000.0,28600000.0,,,,232800000.0,,15700000.0,,,,86100000.0,,,,157400000.0,7300000.0,,,834700000.0,,128600000.0,,,1060000000.0,,,,519700000.0,,,-568900000.0,,,,,,,,,9000000.0,,155700000.0,,128600000.0,,,,,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,,,,,,,,,,,,,,,,,,,168900000.0,,,,,,,,,,,,,,,,0.09,,,,,,,,,168900000.0,,,,,,,,168900000.0,,,,,,,,,,,,,,,,,,,,,,,,10500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,126703000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126703000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,,,,,,,,,,,,,237900000.0,,,,,,,,,,,,,,,,0.31,,,,,,,,,237900000.0,,,,,,,,237900000.0,,,,,,,,,,,,,,,,,,,,,,,,37900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,126703000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126703000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,,,,,,,,,,,,,270100000.0,,,,,,,,,,,,,,,,0.3,,,,,,,,,270100000.0,,,,,,,,270100000.0,,,,,,,,,,,,,,,,,,,,,,,,37600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,126703000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126703000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,0.0,,,30200000.0,,923300000.0,573400000.0,2900000.0,127802198.0,,,,,,191500000.0,,,,,0.0,,,,-486500000.0,,,,,,,356800000.0,,,,,671000000.0,67400000.0,114500000.0,159500000.0,,,,,,,,,125000000.0,-486500000.0,0.91,,335700000.0,165300000.0,1113800000.0,,356800000.0,246400000.0,,116300000.0,2900000.0,,15600000.0,127802198.0,,0.0,71100000.0,71100000.0,335700000.0,,,116300000.0,81800000.0,,191500000.0,,,571700000.0,,,,28500000.0,,,,571700000.0,671000000.0,928500000.0,,,65100000.0,,,,82700000.0,-588400000.0,,,525400000.0,125000000.0,,82700000.0,104800000.0,,,,525400000.0,0.0,125000000.0,592800000.0,349900000.0,30200000.0,165300000.0,,,,,,,,,104800000.0,67400000.0,,,,268100000.0,,15600000.0,,,,125000000.0,,,,179600000.0,7500000.0,,,928500000.0,,135100000.0,,,1113800000.0,,,,592800000.0,,,-588400000.0,,,,,,,,,-3200000.0,,190400000.0,,135100000.0,,,,,0.91,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,,,,,,,,,,,,,202700000.0,,,,,,,,,,,,,,,,0.13,,,,,,,,,202700000.0,,,,,,,,202700000.0,,,,,,,,,,,,,,,,,,,,,,,,15600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,120700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,,,,,,,,,,,284500000.0,,,,,,,,,,,,,,,,0.37,,,,,,,,,284500000.0,,,,,,,,284500000.0,,,,,,,,,,,,,,,,,,,,,,,,46000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,120700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,,,,,,,,,,,,,298600000.0,,,,,,,,,,,,,,,,0.4,,,,,,,,,298600000.0,,,,,,,,298600000.0,,,,,,,,,,,,,,,,,,,,,,,,49400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,120700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
