,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyEbitda,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyOperatingIncome,trailingEndCashPosition,quarterlyTotalRevenue,quarterlyGrossProfit,annualInvestmentsAndAdvances,annualCurrentDebt,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInAccountPayable,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCashDividendsPaid,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyRetainedEarnings,annualAccumulatedDepreciation,annualDilutedEPS,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,annualDilutedAverageShares,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCommonStockIssuance,annualFreeCashFlow,annualRetainedEarnings,annualCashDividendsPaid,quarterlyLongTermDebt,annualBasicAverageShares,quarterlyOperatingExpense,annualBeginningCashPosition,annualAccountsReceivable,quarterlyCurrentDeferredRevenue,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,trailingSaleOfInvestment,annualTaxProvision,trailingTaxProvision,quarterlyOtherCurrentAssets,annualTotalAssets,annualSellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalNonCurrentAssets,annualLongTermDebt,quarterlyCommonStockIssuance,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualStockholdersEquity,quarterlyCapitalExpenditure,annualCurrentLiabilities,annualDepreciationAndAmortization,annualSaleOfInvestment,annualStockBasedCompensation,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualPurchaseOfBusiness,quarterlyInventory,annualCapitalStock,quarterlyInvestmentsAndAdvances,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,trailingPretaxIncome,quarterlyBasicAverageShares,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,annualInventory,quarterlyPurchaseOfBusiness,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyPretaxIncome,annualEbitda,annualNetPPE,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,annualGrossPPE,quarterlyChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualGoodwill,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualInterestExpense,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,trailingOperatingIncome,annualTotalRevenue,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,annualCapitalExpenditure,trailingInvestingCashFlow,annualInvestingCashFlow,annualPretaxIncome,annualBasicEPS,trailingInterestExpense,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccountsPayable,annualEndCashPosition,trailingPurchaseOfInvestment,annualOtherIncomeExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,trailingChangeInCashSupplementalAsReported,trailingTotalRevenue,annualOperatingIncome,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingBasicAverageShares,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualIncomeTaxPayable,annualChangeInInventory,trailingChangeInInventory,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
922838400,,,3468000000.0,,,,,3257000000.0,,4160000000.0,2673000000.0,,,256000000.0,,-507000000.0,,47000000.0,0.914049,,,,14742000000.0,,,422000000.0,,,,19419000000.0,,,,5752000000.0,2633000000.0,,1075000000.0,,,,,,423000000.0,,,,,,,,,,,4229000000.0,,,1487000000.0,,,-4000000.0,,,,,,,5109000000.0,,-584000000.0,,,,,7365000000.0,78000000.0,78000000.0,260000000.0,,,,311000000.0,,,,,,,,73000000.0,,-339000000.0,458000000.0,,-658000000.0,,,,,2017000000.0,-5670000000.0,-339000000.0,,,39000000.0,,294000000.0,,,,712000000.0,-134000000.0,,0.914049,,,,51419567.0,,44000000.0,,,,,122000000.0,,,13749000000.0,4276000000.0,383000000.0,,,,,,,16438000000.0,19071000000.0,672000000.0,,,,,,54000000.0,,,,256000000.0,,,639000000.0,,,,,,,,42000000.0,211000000.0,,,,1018000000.0,,,,,51419567.0,,,,1000000.0,390000000.0,,,,,,,,,,,,,,,,,,,,,,,
930700800,,,3847000000.0,,,,,3634000000.0,,4541000000.0,3002000000.0,,,1144000000.0,,277000000.0,,637000000.0,12.38828,,,,15367000000.0,,,426000000.0,,,,20061000000.0,,,,6001000000.0,3557000000.0,,1713000000.0,,,,,,-5000000.0,,,,,,,,,,,5577000000.0,,,1539000000.0,,,745000000.0,,,,,,,5067000000.0,,-632000000.0,,,,,7631000000.0,669000000.0,672000000.0,281000000.0,,,,295000000.0,,,,,,,,74000000.0,,-269000000.0,277000000.0,,-648000000.0,,,,,2571000000.0,-5814000000.0,-269000000.0,,,-657000000.0,,275000000.0,,,,880000000.0,888000000.0,,12.38828,,,,,,379000000.0,,,,,1051000000.0,,,14247000000.0,4670000000.0,231000000.0,,,,,,,17487000000.0,21044000000.0,669000000.0,,,,,,232000000.0,,,,1144000000.0,,,1375000000.0,,,,,,,,152000000.0,213000000.0,,,,1054000000.0,,,,,,,,,1000000.0,256000000.0,,,,,,,,,,,,,,,,,,,,,,,
938649600,,,4081000000.0,,,,,3867000000.0,,4845000000.0,3196000000.0,,,915000000.0,,-729000000.0,,328000000.0,6.378895,,,,15136000000.0,,,426000000.0,,,,20377000000.0,,,,5950000000.0,3775000000.0,,2040000000.0,,,,,,-3000000.0,,,,,,,,,,,5973000000.0,,,1649000000.0,,,-31000000.0,,,,,,,5067000000.0,,-671000000.0,,,,,7631000000.0,359000000.0,359000000.0,277000000.0,,,,307000000.0,,,,,,,,70000000.0,,-69000000.0,260000000.0,,-452000000.0,,,,,2400000000.0,-5881000000.0,-58000000.0,,,-7000000.0,,343000000.0,,,,569000000.0,-229000000.0,,6.378895,,,,,,203000000.0,,,,,562000000.0,,,14496000000.0,4675000000.0,483000000.0,,,,,,,17434000000.0,21209000000.0,538000000.0,,,,,,117000000.0,,,,915000000.0,,,1398000000.0,,,,,,,,,213000000.0,,,,1015000000.0,,,,,,,,,1000000.0,1144000000.0,,,,,,,,,,,,,,,,,,,,,,,
946598400,310000000.0,1243000000.0,-9139000000.0,2689000000.0,-8000000.0,,,-9369000000.0,,4481000000.0,,533000000.0,153000000.0,310000000.0,,-665000000.0,,223000000.0,,,16636000000.0,,15812000000.0,,10401000000.0,-1242000000.0,,,,20717000000.0,1000000.0,590000000.0,,5411000000.0,2935000000.0,379000000.0,2138000000.0,-5852000000.0,9.94,986000000.0,,,-721000000.0,,2062000000.0,-306000000.0,58254717.0,-261000000.0,,2935000000.0,,,,5151000000.0,,,,1235000000.0,2689000000.0,-973000000.0,15812000000.0,1235000000.0,,32000000.0,2138000000.0,-10000000.0,2650000000.0,58254717.0,18524000000.0,390000000.0,,,222000000.0,2716000000.0,129000000.0,134000000.0,,,699000000.0,,222000000.0,20963000000.0,,,10401000000.0,18028000000.0,2650000000.0,,145000000.0,32000000.0,-200000000.0,153000000.0,5151000000.0,-631000000.0,5411000000.0,867000000.0,874000000.0,,2062000000.0,-5852000000.0,658000000.0,1147000000.0,,1469000000.0,,340000000.0,1000000.0,533000000.0,2421000000.0,260000000.0,-605000000.0,,,689000000.0,568000000.0,,,1147000000.0,73000000.0,340000000.0,,,,207000000.0,2258000000.0,14865000000.0,14865000000.0,1412000000.0,379000000.0,-263000000.0,20717000000.0,,-80000000.0,1412000000.0,,18028000000.0,20963000000.0,568000000.0,362000000.0,-761000000.0,352000000.0,,2716000000.0,-371000000.0,,18027000000.0,,310000000.0,,,689000000.0,967000000.0,-2389000000.0,,-1624000000.0,1942000000.0,21.2,,,230000000.0,986000000.0,-877000000.0,,967000000.0,310000000.0,,845000000.0,352000000.0,,,,1391000000.0,1000000.0,915000000.0,,,,,,,,,,,,,,,,,,,,,,,
954460800,,,252000000.0,,,,,20000000.0,,4546000000.0,,,,400000000.0,,-677000000.0,,-99000000.0,-2.72,,,,16591000000.0,,,,,,,21059000000.0,,,-81000000.0,6334000000.0,3322000000.0,,2000000000.0,,,968000000.0,,,,,,,,,,,,,,5061000000.0,,,,,,-663000000.0,,,,,,,2634000000.0,,4526000000.0,,,,,4184000000.0,-99000000.0,111000000.0,,,,,215000000.0,,,-247000000.0,10257000000.0,,,,98000000.0,,-115000000.0,382000000.0,,,,,,,2145000000.0,-5868000000.0,13000000.0,,,7000000.0,,327000000.0,,431000000.0,,882000000.0,90000000.0,,-2.72,,,,53118369.0,,66000000.0,,,,,177000000.0,,,15191000000.0,4926000000.0,393000000.0,,,,,,,18330000000.0,21652000000.0,563000000.0,,,,,,882000000.0,,,,400000000.0,,,793000000.0,,,,,,,,,,,,,1026000000.0,,,,257000000.0,53118369.0,,,,1000000.0,310000000.0,,,,,,,,,,,,,,,,,,,,,,,
962323200,,,605000000.0,,,,,358000000.0,,5109000000.0,,,,661000000.0,,-738000000.0,,336000000.0,2.86,,,,17026000000.0,,,,,,,21571000000.0,,,0.0,6789000000.0,3826000000.0,,2262000000.0,,,949000000.0,,,,,,,,,,,,,,5349000000.0,,,,,,-634000000.0,,,,,,,2554000000.0,,4751000000.0,,,,,4406000000.0,336000000.0,337000000.0,,,,,221000000.0,,,-191000000.0,10237000000.0,,,,94000000.0,,-221000000.0,314000000.0,,,,,,,2111000000.0,-6092000000.0,11000000.0,,,5000000.0,,361000000.0,,379000000.0,,1220000000.0,261000000.0,,6.61,,,,50832073.0,,199000000.0,,,,,536000000.0,,,15479000000.0,5325000000.0,503000000.0,,,,,,,18549000000.0,22375000000.0,580000000.0,,,,,,1220000000.0,,,,661000000.0,,,1164000000.0,,,,,,,,,,,,,1150000000.0,,,,182000000.0,50832073.0,,,,1000000.0,400000000.0,,,,,,,,,,,,,,,,,,,,,,,
970272000,,,-41000000.0,,,,,-294000000.0,,4905000000.0,,,,618000000.0,,-841000000.0,,-116000000.0,-2.3,,,,17929000000.0,,,,,,,22347000000.0,-38000000.0,,0.0,7226000000.0,4066000000.0,,2107000000.0,,,930000000.0,,,,,,,,,,,,,,5144000000.0,,,,,,-850000000.0,,,,,,,3022000000.0,,5199000000.0,,,,,4493000000.0,-116000000.0,-109000000.0,,,,,208000000.0,,,-203000000.0,10703000000.0,,,,101000000.0,,376000000.0,360000000.0,,,,,,,2030000000.0,-6235000000.0,-5000000.0,,,-57000000.0,,374000000.0,,293000000.0,,422000000.0,-43000000.0,,-2.3,,,,50434783.0,,-63000000.0,,,,,-172000000.0,,,16112000000.0,5665000000.0,556000000.0,,,,,,,19007000000.0,23073000000.0,572000000.0,,,,,,422000000.0,,,,618000000.0,,,1174000000.0,,,,,,,,,,,,,1201000000.0,,,,120000000.0,50434783.0,,,,1000000.0,661000000.0,,,,,,,,,,,,,,,,,,,,,,,
978220800,1679000000.0,271000000.0,895000000.0,3700000000.0,-113000000.0,-109000000.0,,568000000.0,,4793000000.0,,435000000.0,170000000.0,1679000000.0,,-265000000.0,,-71000000.0,,,17660000000.0,,19165000000.0,1038000000.0,12384000000.0,,,,,23846000000.0,-39000000.0,317000000.0,0.0,6781000000.0,4779000000.0,665000000.0,1998000000.0,-6223000000.0,0.04,912000000.0,,,,,847000000.0,621000000.0,61082474.0,-81000000.0,,4779000000.0,,,,5190000000.0,,,,50000000.0,3700000000.0,1979000000.0,19165000000.0,50000000.0,,-66000000.0,1998000000.0,-118000000.0,4688000000.0,61082474.0,3187000000.0,310000000.0,,,225000000.0,2639000000.0,-71000000.0,-69000000.0,,,160000000.0,,225000000.0,24355000000.0,,-83000000.0,12384000000.0,19576000000.0,4688000000.0,,109000000.0,359000000.0,1378000000.0,170000000.0,5190000000.0,,6781000000.0,1058000000.0,147000000.0,,847000000.0,-6223000000.0,-132000000.0,1241000000.0,,124000000.0,,424000000.0,1000000.0,435000000.0,2472000000.0,-52000000.0,1061000000.0,18314000000.0,,2344000000.0,671000000.0,,,1241000000.0,-41000000.0,424000000.0,,,,-110000000.0,1712000000.0,17623000000.0,17623000000.0,1454000000.0,665000000.0,-168000000.0,23846000000.0,,1369000000.0,1454000000.0,,19576000000.0,24355000000.0,671000000.0,402000000.0,-724000000.0,152000000.0,,2639000000.0,-2590000000.0,,19352000000.0,,1679000000.0,,-286000000.0,2344000000.0,1188000000.0,-2538000000.0,,-2521000000.0,431000000.0,0.04,,,,912000000.0,1418000000.0,,1188000000.0,1679000000.0,,78000000.0,152000000.0,,,,654000000.0,1000000.0,618000000.0,,,,,,,,,,,,,,,,,,,,,,,
985996800,,,-391000000.0,,,,,-643000000.0,,4424000000.0,4111000000.0,,,1250000000.0,,-527000000.0,,-313000000.0,-5.97,,,,19754000000.0,,,,,,,23047000000.0,-38000000.0,,0.0,7341000000.0,4540000000.0,,1647000000.0,,,888000000.0,,,,,,,,,,,,,,4966000000.0,,,313000000.0,,1597000000.0,-646000000.0,,,,,,,4860000000.0,,4754000000.0,,,,,2971000000.0,-313000000.0,-304000000.0,,,,,0.0,,,-105000000.0,12413000000.0,,,,129000000.0,,-114000000.0,417000000.0,,,,,,,2311000000.0,-6309000000.0,29000000.0,1217000000.0,,-5000000.0,,450000000.0,,468000000.0,,212000000.0,-429000000.0,,-5.97,,,,52428811.0,,-185000000.0,,,,,-489000000.0,,,16738000000.0,4051000000.0,547000000.0,,,,,,,20180000000.0,24720000000.0,663000000.0,,,,,,212000000.0,,,,1250000000.0,,,1797000000.0,,,,,,,,,,,,,1276000000.0,,,,181000000.0,52428811.0,,,,1000000.0,1679000000.0,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,-469000000.0,,,,,-737000000.0,,4658000000.0,4306000000.0,,,798000000.0,,-666000000.0,,-365000000.0,-6.87,,,,20198000000.0,,,,,,,23648000000.0,-39000000.0,,0.0,8122000000.0,4465000000.0,,1273000000.0,,,867000000.0,,,,,,,,,,,,,,4716000000.0,,,352000000.0,,1660000000.0,-734000000.0,,,,,,,4521000000.0,,5043000000.0,,,,,3100000000.0,-365000000.0,-364000000.0,,,,,0.0,,,-154000000.0,12076000000.0,,,,126000000.0,,35000000.0,930000000.0,,,,,,,1974000000.0,-6474000000.0,17000000.0,1123000000.0,,6000000.0,,390000000.0,,646000000.0,,179000000.0,-452000000.0,,-6.87,,,,53129549.0,,-198000000.0,,,,,-562000000.0,,,17174000000.0,4294000000.0,482000000.0,,,,,,,20449000000.0,24914000000.0,655000000.0,,,,,,179000000.0,,,,798000000.0,,,1280000000.0,,,,,,,,,,,,,1238000000.0,,,,272000000.0,53129549.0,,,,1000000.0,1250000000.0,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,-2025000000.0,,,,,-2285000000.0,,4107000000.0,3712000000.0,,,2110000000.0,,-575000000.0,,-1159000000.0,-21.43,,,,22497000000.0,,,,,,,21607000000.0,-8000000.0,,0.0,8474000000.0,5644000000.0,,111000000.0,,,850000000.0,,,,,,,,,,,,,,3107000000.0,,,395000000.0,,1941000000.0,-587000000.0,,,,,,,6240000000.0,,5997000000.0,,,,,4254000000.0,-1159000000.0,-1158000000.0,,,,,226000000.0,,,-62000000.0,14023000000.0,,,,128000000.0,,1704000000.0,969000000.0,,,,,,,1867000000.0,-5099000000.0,3000000.0,199000000.0,,311000000.0,,318000000.0,,464000000.0,,183000000.0,1312000000.0,,-21.43,,,,54083061.0,,-665000000.0,,,,,-1823000000.0,,,16508000000.0,4204000000.0,633000000.0,,,,,,,19960000000.0,25604000000.0,1121000000.0,,,,,,183000000.0,,,,2110000000.0,,,2743000000.0,,,,,,,,,,,,,1360000000.0,,,,-181000000.0,54083061.0,,,,1000000.0,798000000.0,,,,,,,,,,,,,,,,,,,,,,,
1009756800,1688000000.0,-2131000000.0,1079000000.0,3125000000.0,206000000.0,,,4994000000.0,,2949000000.0,-263000000.0,278000000.0,1350000000.0,1688000000.0,,-201000000.0,,-308000000.0,,1183000000.0,10538000000.0,,22164000000.0,4271000000.0,14098000000.0,,,,,21996000000.0,-3000000.0,,0.0,8066000000.0,5086000000.0,940000000.0,-199000000.0,-5188000000.0,-40.04,827000000.0,,,,,1570000000.0,815000000.0,53800000.0,0.0,,5086000000.0,,,,3033000000.0,,1047000000.0,3212000000.0,-2145000000.0,3125000000.0,1819000000.0,22164000000.0,-2139000000.0,,-2111000000.0,-199000000.0,-88000000.0,6622000000.0,53800000.0,-5257000000.0,1679000000.0,1047000000.0,1183000000.0,0.0,1049000000.0,-302000000.0,-306000000.0,,,-1226000000.0,,0.0,25197000000.0,9512000000.0,-144000000.0,14098000000.0,20111000000.0,6622000000.0,,142000000.0,-1106000000.0,513000000.0,1350000000.0,3033000000.0,,8066000000.0,1932000000.0,259000000.0,,1570000000.0,-5188000000.0,157000000.0,0.0,,-985000000.0,-32000000.0,329000000.0,1000000.0,278000000.0,-160000000.0,-734000000.0,-422000000.0,11867000000.0,,2628000000.0,984000000.0,,,0.0,-177000000.0,329000000.0,,,,-483000000.0,-900000000.0,16808000000.0,16808000000.0,903000000.0,940000000.0,-148000000.0,21996000000.0,,9000000.0,903000000.0,,20111000000.0,25197000000.0,984000000.0,525000000.0,-465000000.0,-275000000.0,,1049000000.0,-2685000000.0,,16138000000.0,,1688000000.0,,-275000000.0,2628000000.0,1268000000.0,-1951000000.0,,-1969000000.0,-3357000000.0,-40.04,,,,827000000.0,2138000000.0,,1268000000.0,1688000000.0,,-673000000.0,-275000000.0,,,,1329000000.0,1000000.0,2110000000.0,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,-711000000.0,,,,,-950000000.0,,3288000000.0,3009000000.0,,,2074000000.0,,307000000.0,,-510000000.0,-9.22,,,,22739000000.0,,,,,,,22357000000.0,-2000000.0,,,8292000000.0,5253000000.0,,-711000000.0,,,800000000.0,,,,,,,,,,,,,,2571000000.0,,,279000000.0,,1305000000.0,-210000000.0,,,,,,,6620000000.0,,3959000000.0,,,,,4657000000.0,-510000000.0,-509000000.0,,,,,276000000.0,,,-598000000.0,14447000000.0,,,,142000000.0,,164000000.0,1888000000.0,,,,,,,2470000000.0,-5319000000.0,222000000.0,243000000.0,,39000000.0,,323000000.0,,133000000.0,,-85000000.0,386000000.0,,-9.22,,,,55314534.0,,-286000000.0,,,,,-795000000.0,,,17038000000.0,4245000000.0,600000000.0,,,,,,,20057000000.0,25310000000.0,416000000.0,,,,,,-85000000.0,,,,2275000000.0,,,2875000000.0,,,,,,,,477000000.0,,,,,854000000.0,,,,-273000000.0,55314534.0,,,,1000000.0,1688000000.0,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,-236000000.0,,,,,-485000000.0,,3793000000.0,3487000000.0,,,1822000000.0,,-128000000.0,,-341000000.0,-6.08,,,,23512000000.0,,,,,,,22439000000.0,-3000000.0,,,7573000000.0,5097000000.0,,-1055000000.0,,,769000000.0,,,,,,,,,,,,,,2167000000.0,,,306000000.0,,1320000000.0,-62000000.0,,,,,,,7241000000.0,,3972000000.0,,,,,4564000000.0,-341000000.0,-340000000.0,,,,,280000000.0,,,-654000000.0,15939000000.0,,,,145000000.0,,-214000000.0,1337000000.0,,,,,,,3114000000.0,-5506000000.0,74000000.0,70000000.0,,82000000.0,,325000000.0,,121000000.0,,90000000.0,-252000000.0,,-6.08,,,,56085526.0,,-191000000.0,,,,,-531000000.0,,,16933000000.0,4025000000.0,609000000.0,,,,,,,20582000000.0,25679000000.0,414000000.0,,,,,,29000000.0,,,,2095000000.0,,,2704000000.0,,,,,,,,-9000000.0,,,,,891000000.0,,,,-346000000.0,56085526.0,,,,1000000.0,2074000000.0,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,-646000000.0,,,,,-889000000.0,,3737000000.0,3435000000.0,,,1011000000.0,,194000000.0,,-889000000.0,-15.57,,,,22887000000.0,,,,,,,22204000000.0,-2000000.0,,,7160000000.0,4060000000.0,,-1946000000.0,,,755000000.0,,,,,,,,,,,,,,1303000000.0,,,302000000.0,,1502000000.0,-183000000.0,,,,,,,7098000000.0,,4324000000.0,,,,,4438000000.0,-889000000.0,-888000000.0,,,,,344000000.0,,,-344000000.0,15727000000.0,,,,157000000.0,,-308000000.0,1331000000.0,,,,,,,3063000000.0,-5666000000.0,3000000.0,,,54000000.0,,323000000.0,,115000000.0,,-697000000.0,-811000000.0,,-15.57,,,,57096981.0,,153000000.0,,,,,-735000000.0,,,16538000000.0,3710000000.0,612000000.0,,,,,,,20130000000.0,24190000000.0,414000000.0,,,,,,-636000000.0,,,,1011000000.0,,,1623000000.0,,,,,,,,-3000000.0,,,,,617000000.0,,,,-335000000.0,57096981.0,,,,1000000.0,1822000000.0,,,,,,,,,,,,,,,,,,,,,,,
1041292800,886000000.0,-3205000000.0,-35000000.0,2686000000.0,1014000000.0,,,-264000000.0,,3467000000.0,3113000000.0,240000000.0,0.0,886000000.0,,-302000000.0,,-1473000000.0,,,15883000000.0,,26139000000.0,1240000000.0,22148000000.0,,,,,22161000000.0,0.0,665000000.0,,3991000000.0,3379000000.0,388000000.0,-3417000000.0,-5800000000.0,-53.55,0.0,,,,,3264000000.0,-397000000.0,56169251.0,0.0,,3379000000.0,,,,-2483000000.0,,,354000000.0,-3212000000.0,2686000000.0,-233000000.0,26139000000.0,-3212000000.0,,-1296000000.0,-3417000000.0,-7000000.0,700000000.0,56169251.0,3377000000.0,1688000000.0,,,462000000.0,16787000000.0,-1473000000.0,-1470000000.0,,,0.0,,462000000.0,23656000000.0,,38000000.0,22148000000.0,20277000000.0,700000000.0,,145000000.0,835000000.0,624000000.0,0.0,-2483000000.0,,3991000000.0,970000000.0,552000000.0,,3264000000.0,-5800000000.0,715000000.0,249000000.0,,-14000000.0,0.0,310000000.0,1000000.0,240000000.0,-1139000000.0,-447000000.0,-125000000.0,13046000000.0,,1274000000.0,412000000.0,,,249000000.0,326000000.0,310000000.0,,,,-1144000000.0,-1867000000.0,16361000000.0,16361000000.0,1021000000.0,388000000.0,-688000000.0,22161000000.0,,-802000000.0,1021000000.0,,20277000000.0,23656000000.0,412000000.0,590000000.0,-1558000000.0,-2663000000.0,,16787000000.0,-604000000.0,,14286000000.0,,886000000.0,,,1274000000.0,284000000.0,-157000000.0,,71000000.0,-3205000000.0,-53.55,,87000000.0,,0.0,266000000.0,,284000000.0,886000000.0,,162000000.0,-2663000000.0,,,,-2837000000.0,1000000.0,1011000000.0,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,-813000000.0,,,,,-1047000000.0,,3184000000.0,2811000000.0,,,637000000.0,,-26000000.0,,-1343000000.0,-14.16,,,,26944000000.0,,,-212000000.0,,,,22135000000.0,0.0,,,4296000000.0,3194000000.0,,-4760000000.0,,,,,,24000000.0,,,,,,,,,,,-3823000000.0,,,373000000.0,,1407000000.0,-135000000.0,,,,,,,732000000.0,,3858000000.0,,,,,17092000000.0,-1343000000.0,-1343000000.0,,,,,504000000.0,,,-118000000.0,22648000000.0,,,,131000000.0,,-26000000.0,60000000.0,,,,,,,3135000000.0,-5968000000.0,,257000000.0,,-404000000.0,,294000000.0,,215000000.0,,-188000000.0,-249000000.0,,-14.16,,,,94844633.0,,0.0,,,,,-1343000000.0,,,16167000000.0,2409000000.0,285000000.0,,,,,,,19927000000.0,23121000000.0,410000000.0,,,,,,-188000000.0,,,,637000000.0,,,922000000.0,,,,,,,,103000000.0,,,,,420000000.0,,,,-2659000000.0,94844633.0,,,,1000000.0,886000000.0,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,-431000000.0,,,,,-706000000.0,,3109000000.0,2857000000.0,,,1272000000.0,,-22000000.0,,-623000000.0,-6.26,,,,28359000000.0,,,582000000.0,,,,21914000000.0,0.0,,,4658000000.0,3778000000.0,,-5383000000.0,,,,,,256000000.0,,,,,,,,,,,-5409000000.0,,,252000000.0,,1276000000.0,-88000000.0,,,,,,,524000000.0,,3563000000.0,,,,,17380000000.0,-623000000.0,-623000000.0,,,,,684000000.0,,,-94000000.0,23701000000.0,,,,127000000.0,,-107000000.0,240000000.0,,,,,,,2911000000.0,-6110000000.0,,264000000.0,,-110000000.0,,273000000.0,,49000000.0,,838000000.0,635000000.0,,-6.26,,,,99520767.0,,0.0,,,,,-623000000.0,,,15804000000.0,2671000000.0,295000000.0,,,,,,,19172000000.0,22950000000.0,408000000.0,,,,,,838000000.0,,,,1272000000.0,,,1567000000.0,,,,,,,,5000000.0,,,,,471000000.0,,,,-3623000000.0,99520767.0,,,,1000000.0,637000000.0,,,,,,,,,,,,,,,,,,,,,,,
