,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,annualNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,annualOperatingExpense,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,trailingSellingGeneralAndAdministration,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyOperatingIncome,quarterlyGrossPPE,annualTaxProvision,quarterlyTotalRevenue,annualChangesInAccountReceivables,trailingCostOfRevenue,trailingBeginningCashPosition,annualInterestExpense,annualTotalRevenue,annualCurrentAssets,annualNetIncomeCommonStockholders,annualChangeInAccountPayable,annualDeferredIncomeTax,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyPretaxIncome,quarterlyRetainedEarnings,annualChangeInWorkingCapital,quarterlyCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,trailingNetIncome,quarterlyPurchaseOfBusiness,annualRetainedEarnings,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualTotalAssets,quarterlyGoodwill,trailingCommonStockIssuance,quarterlyNetOtherInvestingChanges,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualBasicEPS,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualCashDividendsPaid,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualLongTermDebt,annualBeginningCashPosition,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalNonCurrentAssets,annualFreeCashFlow,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,annualOtherNonCashItems,annualPurchaseOfBusiness,quarterlyCommonStockIssuance,trailingOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyCapitalExpenditure,annualInvestingCashFlow,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualChangeInInventory,trailingCashDividendsPaid,annualPurchaseOfInvestment,quarterlyOtherIncomeExpense,quarterlyOtherCurrentLiabilities,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyNetPPE,annualBasicAverageShares,quarterlyLongTermDebt,quarterlyTaxProvision,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,annualNetPPE,quarterlyCostOfRevenue,quarterlyOperatingExpense,annualOperatingCashFlow,annualGrossProfit,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,annualGoodwill,quarterlyAccountsReceivable,annualOtherIntangibleAssets,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOtherCurrentLiabilities,annualOperatingIncome,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualEndCashPosition,trailingInterestExpense,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,trailingCapitalExpenditure,annualDilutedAverageShares,quarterlyPurchaseOfInvestment,trailingOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,trailingOperatingIncome,quarterlyCashAndCashEquivalents,annualAccountsPayable,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,annualGrossPPE,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyBasicEPS,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualSaleOfInvestment,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,annualInventory,trailingChangesInAccountReceivables,quarterlyInventory,trailingPurchaseOfInvestment,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
954460800,423526000.0,,19857000.0,,,-5227000.0,,-109000.0,27342000.0,,,,,,,,,,15830000.0,375384000.0,,64011000.0,,,,,,,,,,,,,,,,2657000.0,-33200000.0,,,21951000.0,,381317000.0,0.051358,9738000.0,14987000.0,,42209000.0,,111253975.0,224645000.0,,,,37421000.0,5391000.0,,,,73000.0,,,,,,3872000.0,,,-35814000.0,3698000.0,,,,,,,,,,,-53000.0,,,26826000.0,,10618000.0,,,,328000.0,,6638000.0,5690000.0,5690000.0,-4992000.0,,,,,,,,-198000.0,19623000.0,,74609000.0,,339570000.0,,303010000.0,4048000.0,,,,,36669000.0,11512000.0,,,,,264000.0,,,,,213000.0,,,,1646000.0,,,,2393000.0,,,,,,,,,,,,5690000.0,648171000.0,2657000.0,,,,,,,,2657000.0,,,610750000.0,2729000.0,,260562000.0,5894000.0,0.053333,,,6121000.0,107943181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,503799000.0,,23265000.0,,,-3000.0,,-54000.0,32179000.0,,,,,,,,,,18919000.0,388216000.0,,76022000.0,,,,,,,,,,,,,,,,2496000.0,-83365000.0,,,25724000.0,,453950000.0,0.053333,10153000.0,20987000.0,,49849000.0,,112064750.0,230707000.0,,,,44382000.0,6455000.0,,,,-195000.0,,,,,,4507000.0,,,-35814000.0,4570000.0,,,,,,,,,,,-1676000.0,,,69426000.0,,13144000.0,,,,1000.0,,13778000.0,5982000.0,5982000.0,-5262000.0,,,,,,,,-938000.0,24314000.0,,74591000.0,,352402000.0,,374789000.0,4171000.0,,,,,43843000.0,13260000.0,,,,,-161000.0,,,,,215000.0,,,,8516000.0,,,,2657000.0,,,,,,,,,,,,5982000.0,734506000.0,2496000.0,,,,,,,,2496000.0,,,690124000.0,2270000.0,,324578000.0,7828000.0,0.055309,,,6805000.0,108874600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,445106000.0,,27070000.0,,,-257000.0,,,34923000.0,,,,,,,,,,20753000.0,402961000.0,,81510000.0,,,,,,,,,,,,,,,,2412000.0,-27449000.0,,,28147000.0,,383142000.0,0.06321,13348000.0,28934000.0,,61964000.0,,123849648.0,321267000.0,,,,50470000.0,6776000.0,,,,-430000.0,,,,,,4576000.0,,,-44476000.0,5010000.0,,,,,,,,,,,1729000.0,,,12222000.0,,13119000.0,,,,82558000.0,,15143000.0,7947000.0,7947000.0,-5608000.0,,,,,,,,21000.0,31481000.0,,74591000.0,,358485000.0,,303541000.0,5401000.0,,,,,46587000.0,14170000.0,,,,,-84000.0,,,,,261000.0,,,,9535000.0,,,,2496000.0,,,,,,,,,,,,7947000.0,766373000.0,2412000.0,,,,,,,,2412000.0,,,715903000.0,3413000.0,,344299000.0,7426000.0,0.06716,,,7394000.0,119729162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,475896000.0,,25636000.0,,,941000.0,28189000.0,,35401000.0,52611000.0,,,,,2461000.0,,,-25408000.0,21787000.0,415772000.0,19310000.0,82812000.0,,,,28705000.0,304355000.0,49035000.0,28189000.0,,1303000.0,,416463000.0,13327000.0,,,82110000.0,2461000.0,-48960000.0,-31535000.0,,28662000.0,2251000.0,416463000.0,,14260000.0,37504000.0,-4546000.0,59433000.0,,,334208000.0,,,37504000.0,49035000.0,6739000.0,810104000.0,,,982000.0,,475896000.0,0.239012,3644000.0,,4419000.0,28189000.0,,-31535000.0,6095000.0,4419000.0,334194000.0,2393000.0,,174510000.0,761069000.0,28368000.0,25416000.0,,,2251000.0,76174000.0,0.231111,30792000.0,,13327000.0,334208000.0,,,-777000.0,,18217000.0,8570000.0,8570000.0,-9546000.0,-192974000.0,139266000.0,27195000.0,,,,,31000.0,30153000.0,265000.0,76174000.0,,384237000.0,117963124.0,334194000.0,5690000.0,,,,384237000.0,47411000.0,13614000.0,53776000.0,129845000.0,59433000.0,,49000.0,,,363505000.0,,265000.0,,,6095000.0,8671000.0,,104429000.0,-1030000.0,2412000.0,30153000.0,77234000.0,430000.0,,,68000.0,2461000.0,,2461000.0,,47499000.0,8570000.0,810104000.0,2461000.0,,,121474657.0,,,,,2461000.0,25636000.0,,761069000.0,3644000.0,415772000.0,363505000.0,7558000.0,,,,6875000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,516465000.0,,22786000.0,,,-13378000.0,,-3067000.0,38097000.0,,,,,,,,,,23246000.0,434036000.0,,85114000.0,,,,,,,,,,,,,,,,4207000.0,-30129000.0,,,31632000.0,,457031000.0,0.03358,9412000.0,42216000.0,,59434000.0,,138778682.0,345845000.0,,,,53062000.0,6659000.0,,,,-88000.0,,,,,,0.0,,,,9563000.0,,,,,,,,,,,0.0,,,24227000.0,,16033000.0,,,,3942000.0,,7648000.0,4856000.0,4712000.0,-6022000.0,,,,,,,,-6232000.0,0.0,,76744000.0,10410000.0,434036000.0,,370724000.0,3226000.0,,,17928000.0,,47017000.0,14851000.0,,,,,1746000.0,,42923000.0,,,270000.0,,,,1626000.0,,,,2461000.0,,,,,,,,,,,,4712000.0,879943000.0,4207000.0,,,,,,,,4207000.0,,,826881000.0,8310000.0,,376812000.0,7602000.0,0.03358,,,8386000.0,134843803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,522825000.0,,25996000.0,,,-1416000.0,,-2834000.0,42103000.0,,,,,,,,,,24999000.0,438142000.0,,93967000.0,,,,,,,,,,,,,,,,5157000.0,-11499000.0,,,33703000.0,,460745000.0,0.045432,10636000.0,48613000.0,,62080000.0,,139913056.0,353173000.0,,,,61488000.0,8400000.0,,,,-248000.0,,,,,,0.0,,,,9378000.0,,,,,,,,,,,-13711000.0,,,-8704000.0,,19351000.0,,,,698000.0,,21153000.0,6398000.0,6398000.0,-9864000.0,,,,,,,,-4552000.0,0.0,,76745000.0,9956000.0,438142000.0,,374622000.0,4238000.0,,,18030000.0,,51864000.0,17104000.0,,,,,950000.0,,48975000.0,,,271000.0,,,,11289000.0,,,,4207000.0,,,,,,,,,,,,6398000.0,894190000.0,5157000.0,,,,,,,,5157000.0,,,832702000.0,8098000.0,,375209000.0,7643000.0,0.047407,,,8510000.0,137031274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,588532000.0,,30936000.0,,,6474000.0,,-5341000.0,42861000.0,,,,,,,,,,55297000.0,497852000.0,,97681000.0,,,,,,,,,,,,,,,,3993000.0,-29619000.0,,,65463000.0,,509406000.0,0.073086,17002000.0,58849000.0,,79126000.0,,160514829.0,364946000.0,,,,65585000.0,7735000.0,,,,-468000.0,,,,,,0.0,,,-31535000.0,13092000.0,,,,,,,,,,,-1272000.0,,,302000.0,,19242000.0,,,,1457000.0,,28153000.0,10236000.0,10236000.0,-10833000.0,,,,,,,,-93000.0,0.0,,76745000.0,11731000.0,466317000.0,,419569000.0,6766000.0,,,28671000.0,,54820000.0,-12436000.0,,,,,-1164000.0,,52935000.0,,,273000.0,,,,17320000.0,,,,5157000.0,,,,,,,,,,,,10236000.0,972315000.0,3993000.0,,,,,,,,3993000.0,,,906730000.0,7788000.0,,421171000.0,7104000.0,0.075062,,,10166000.0,137607816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,579563000.0,,29224000.0,,,-4030000.0,30713000.0,-4935000.0,44127000.0,73024000.0,,,,,7279000.0,23555000.0,,-40215000.0,19626000.0,538823000.0,19932000.0,100772000.0,,,,30045000.0,377533000.0,66774000.0,30528000.0,,12442000.0,,508124000.0,18768000.0,,,7620000.0,7279000.0,-19593000.0,-73017000.0,,30294000.0,-16043000.0,508124000.0,,14926000.0,68032000.0,-12350000.0,71439000.0,,,379965000.0,,,68032000.0,66774000.0,9436000.0,979353000.0,,,-17000.0,,579563000.0,0.22321,5305000.0,,0.0,30528000.0,,-73017000.0,13264000.0,0.0,416171000.0,2461000.0,13355000.0,210590000.0,912579000.0,46983000.0,32007000.0,,,-1060000.0,78689000.0,0.217284,-7365000.0,,18768000.0,379965000.0,,,1523000.0,,30244000.0,9224000.0,9183000.0,-13496000.0,-90840000.0,8460000.0,37730000.0,,,,,106000.0,0.0,274000.0,78689000.0,13355000.0,465806000.0,137040280.0,416171000.0,5702000.0,,51372000.0,23555000.0,465806000.0,56645000.0,24501000.0,87198000.0,166943000.0,71439000.0,,3286000.0,,51372000.0,428005000.0,,274000.0,,,13264000.0,16748000.0,,131649000.0,-10770000.0,3993000.0,0.0,93919000.0,-821000.0,-4935000.0,,4818000.0,7279000.0,,7279000.0,,50645000.0,9183000.0,979353000.0,7279000.0,,,140107922.0,,,,,7279000.0,29224000.0,,912579000.0,5305000.0,538823000.0,428005000.0,7717000.0,,,,10668000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,633344000.0,,30603000.0,,,7719000.0,,-3955000.0,46563000.0,,,,,,,,,,29145000.0,569811000.0,,105742000.0,,,,,,,,,,-1225000.0,,,,,,4109000.0,-41149000.0,,,37173000.0,,556656000.0,0.084938,19474000.0,80203000.0,,76688000.0,,161596230.0,395273000.0,,,,68857000.0,9390000.0,,445866000.0,,486000.0,,,,,,0.0,,,-73017000.0,15770000.0,,,,,,,,,,,-64000.0,,,7676000.0,,20371000.0,,,,2055000.0,,30303000.0,12171000.0,12171000.0,-9007000.0,,,,,,,,-400000.0,0.0,,78689000.0,14377000.0,496794000.0,,462197000.0,7303000.0,,,27301000.0,,59179000.0,17418000.0,,,,,-3170000.0,,55034000.0,,,276000.0,,,,21296000.0,,,,7279000.0,,,,,,,,,,,,12171000.0,1048983000.0,4109000.0,,,,,,,,4109000.0,,,980126000.0,4407000.0,,17095000.0,7505000.0,0.086914,,,8028000.0,139063913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,744294000.0,,35175000.0,,,2061000.0,,-5731000.0,56069000.0,,,,,,,,,,33519000.0,622104000.0,,128091000.0,,,,,,,,,,-2940000.0,,,,,,5151000.0,-83166000.0,,,44635000.0,,654826000.0,0.09679,22947000.0,94545000.0,,89468000.0,,163759006.0,412865000.0,,,,78312000.0,12465000.0,,,,-1236000.0,,,,,,0.0,,,-73017000.0,18619000.0,,,,,,,,,,,-6314000.0,,,54204000.0,,25544000.0,,,,3549000.0,,30004000.0,14342000.0,14342000.0,-15922000.0,,,,,,,,-181000.0,0.0,,83803000.0,17265000.0,549087000.0,,552404000.0,8605000.0,,,32721000.0,,72022000.0,22550000.0,,,,,1042000.0,,63560000.0,,,278000.0,,,,14082000.0,,,,4109000.0,,,,,,,,,,,,14342000.0,1176821000.0,5151000.0,,,,,,,,5151000.0,,,1098509000.0,4307000.0,,523878000.0,7921000.0,0.102716,,,11116000.0,140348376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,742387000.0,,38615000.0,,,1814000.0,,-5645000.0,58339000.0,,,,,,,,,,35243000.0,636806000.0,,133487000.0,,,,,,,,,,,,,,,,5638000.0,-23497000.0,,,46301000.0,,646414000.0,0.100741,24316000.0,109738000.0,,95973000.0,,164078697.0,430785000.0,,,,78803000.0,12613000.0,,,,-384000.0,,,,,,0.0,,,-73017000.0,15537000.0,,,,,,,,,,,-5210000.0,,,-17591000.0,,26343000.0,,,,2270000.0,,41575000.0,15193000.0,15193000.0,-16566000.0,,,,,,,,-162000.0,0.0,,94662000.0,16895000.0,563789000.0,,536215000.0,9123000.0,,,36820000.0,,75148000.0,23096000.0,,,,,487000.0,,63838000.0,,,279000.0,,,,25009000.0,,,,5151000.0,,,,,,,,,,,,15193000.0,1194439000.0,5638000.0,,,,,,,,5638000.0,,,1115636000.0,3643000.0,,525504000.0,8180000.0,0.108642,,,11058000.0,141063317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,787092000.0,,30688000.0,-727000.0,,-176000.0,55466000.0,-4771000.0,56359000.0,86343000.0,,,,,4067000.0,45905000.0,,-56776000.0,33080000.0,687572000.0,33113000.0,131341000.0,,,,32228000.0,498661000.0,76207000.0,55466000.0,,10132000.0,,687837000.0,25162000.0,,,14078000.0,4067000.0,-75079000.0,-109532000.0,,44050000.0,-5880000.0,687837000.0,,21842000.0,123498000.0,11418000.0,99255000.0,,,451712000.0,,,123498000.0,76207000.0,12898000.0,1261882000.0,,,-589000.0,,787092000.0,0.395062,3646000.0,,0.0,55466000.0,,-109532000.0,14813000.0,0.0,578481000.0,7279000.0,19016000.0,281331000.0,1185675000.0,71140000.0,47366000.0,,,5708000.0,94543000.0,0.375309,47474000.0,,25162000.0,451712000.0,,,6204000.0,,26034000.0,13760000.0,13760000.0,-15281000.0,-222891000.0,91763000.0,41172000.0,,,,,-70000.0,0.0,280000.0,94543000.0,19016000.0,578040000.0,140487625.0,578481000.0,8082000.0,,63488000.0,45905000.0,578040000.0,74982000.0,23279000.0,127916000.0,217330000.0,99255000.0,,-1571000.0,,63488000.0,582473000.0,,280000.0,,,14813000.0,10753000.0,,172159000.0,-813000.0,5638000.0,0.0,130987000.0,-1723000.0,-4771000.0,,-3212000.0,4067000.0,,4067000.0,,88579000.0,13760000.0,1261882000.0,4067000.0,,,163648471.0,,,,,4067000.0,30688000.0,,1185675000.0,3646000.0,687572000.0,582473000.0,8622000.0,,,,10970000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,760542000.0,,26851000.0,4232000.0,,4274000.0,,-3729000.0,56633000.0,,,,,,,,,,33172000.0,680483000.0,,128454000.0,,,,,,,,,,,,,,,,4805000.0,-16511000.0,,,44343000.0,,662540000.0,0.098765,22878000.0,138193000.0,,98002000.0,,165323521.0,469457000.0,,,,74346000.0,12881000.0,,,,-1186000.0,,,,,,0.0,,,-109532000.0,5867000.0,,,,,,,,,,,-2163000.0,,,-18921000.0,,25788000.0,,,,2086000.0,,36170000.0,14413000.0,14695000.0,-11841000.0,,,,,,,,38000.0,0.0,,98775000.0,20213000.0,570951000.0,,557898000.0,8465000.0,,,45552000.0,,71821000.0,23461000.0,,,,,738000.0,,60857000.0,,,282000.0,,,,24329000.0,,,,4067000.0,,,,,,,,,,,,14695000.0,1253203000.0,4805000.0,,,,,,,,4805000.0,,,1178857000.0,5386000.0,,582118000.0,8050000.0,0.102716,,,11171000.0,142156316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,767454000.0,,33982000.0,4886000.0,,1452000.0,,-3489000.0,61456000.0,,,,,,,,,,36995000.0,689082000.0,,138883000.0,,,,,,,,,,,,,,,,6000000.0,-36528000.0,,,48868000.0,,667311000.0,0.108642,26411000.0,154832000.0,,100143000.0,,166048557.0,491264000.0,,,,81623000.0,13179000.0,,,,-533000.0,,,,,,0.0,,,-109532000.0,6485000.0,,,,,,,,,,,2110000.0,,,159000.0,,25942000.0,,,,4964000.0,,37564000.0,16639000.0,16639000.0,-18931000.0,,,,,,,,-205000.0,0.0,,103661000.0,21757000.0,579550000.0,,557165000.0,9772000.0,,,39095000.0,,77427000.0,24461000.0,,,,,1195000.0,,65961000.0,,,284000.0,,,,18633000.0,,,,4805000.0,,,,,,,,,,,,16639000.0,1282065000.0,6000000.0,,,,,,,,6000000.0,,,1200442000.0,5309000.0,,594950000.0,7786000.0,0.116543,,,11873000.0,143091567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,841117000.0,,33802000.0,4942000.0,,3055000.0,,-1437000.0,63771000.0,,,,,,,,,,37776000.0,711588000.0,,146178000.0,,,,,,,,,,,,,,,,7027000.0,-75344000.0,,,50672000.0,,728539000.0,0.110617,26854000.0,171804000.0,,112578000.0,,166814209.0,511541000.0,,,,88965000.0,13702000.0,,,,-4564000.0,,,,,,0.0,,,-109532000.0,6304000.0,,,,,,,,,,,-7961000.0,,,35462000.0,,34036000.0,,,,1074000.0,,40909000.0,16972000.0,16972000.0,-14200000.0,,,,,,,,12000.0,0.0,,108603000.0,23057000.0,602056000.0,,613632000.0,9882000.0,,,47601000.0,,82407000.0,25995000.0,,,,,1027000.0,,72034000.0,,,284000.0,,,,26709000.0,,,,6000000.0,,,,,,,,,,,,16972000.0,1375605000.0,7027000.0,,,,,,,,7027000.0,,,1286640000.0,8118000.0,,650548000.0,8002000.0,0.118519,,,12896000.0,143868301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,834533000.0,,38682000.0,13871000.0,,-8835000.0,65314000.0,-33000.0,64808000.0,101714000.0,,,,,5276000.0,31920000.0,,-70213000.0,37011000.0,765428000.0,37233000.0,149994000.0,,,,31666000.0,563509000.0,89020000.0,65596000.0,,27931000.0,,730453000.0,38869000.0,,,12271000.0,5276000.0,-32568000.0,-152203000.0,,50821000.0,-13797000.0,730453000.0,,26404000.0,189094000.0,-54000.0,104080000.0,,,537494000.0,,,189094000.0,89020000.0,14605000.0,1395952000.0,,,-1134000.0,,834533000.0,0.458272,9740000.0,,0.0,65596000.0,,-152203000.0,8400000.0,0.0,601891000.0,4067000.0,23738000.0,316841000.0,1306932000.0,87002000.0,54367000.0,,,-5783000.0,120162000.0,0.430617,-11755000.0,,38869000.0,537494000.0,,,4147000.0,,42572000.0,17290000.0,17290000.0,-25241000.0,-160951000.0,4945000.0,49750000.0,,,,,-37000.0,0.0,287000.0,120162000.0,23738000.0,613225000.0,143406936.0,601891000.0,9114000.0,,72474000.0,31920000.0,613225000.0,85186000.0,27797000.0,157215000.0,246668000.0,104080000.0,,-1751000.0,,72474000.0,654838000.0,,287000.0,,,8400000.0,17331000.0,,194704000.0,-192000.0,7027000.0,0.0,144954000.0,-7417000.0,-33000.0,,1209000.0,5276000.0,,5276000.0,,102547000.0,17290000.0,1395952000.0,5276000.0,,,166412738.0,,,,,5276000.0,38682000.0,,1306932000.0,9740000.0,765428000.0,654838000.0,7828000.0,,,,13810000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,823511000.0,,37320000.0,5495000.0,,9298000.0,,-3917000.0,64195000.0,,,,,,,,,,35157000.0,772460000.0,,149258000.0,,,,,,,,,,,,,,,,4911000.0,-20199000.0,,,49225000.0,,715322000.0,0.104691,25779000.0,205296000.0,,108189000.0,,169373369.0,564488000.0,,,,85679000.0,15595000.0,,,,1327000.0,,,,,,0.0,,,-152203000.0,8752000.0,,,,,,,,,,,-3177000.0,,,-28055000.0,,36955000.0,,,,10585000.0,,47889000.0,16202000.0,16202000.0,-15628000.0,,,,,,,,76000.0,0.0,,125800000.0,25329000.0,620257000.0,,580770000.0,9577000.0,,,35866000.0,,85063000.0,29038000.0,,,,,-365000.0,,70049000.0,,,291000.0,,,,32261000.0,,,,5276000.0,,,,,,,,,,,,16202000.0,1411616000.0,4911000.0,,,,,,,,4911000.0,,,1325937000.0,9674000.0,,668725000.0,6823000.0,0.110617,,,14068000.0,146087276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,711874000.0,,40499000.0,4401000.0,,-5200000.0,,904000.0,69672000.0,,,,,,,,,,40376000.0,784330000.0,,160561000.0,,,,,,,,,,,,,,,,5569000.0,-21368000.0,,,54991000.0,,605628000.0,0.115556,30576000.0,224467000.0,,106246000.0,,166871707.0,692875000.0,,,,92124000.0,15445000.0,,,,2622000.0,,,,,,0.0,,,-155203000.0,8003000.0,,,,,,,,,,,2910000.0,,,-14233000.0,,35031000.0,,,,8693000.0,,36259000.0,19171000.0,19171000.0,-18267000.0,,,,,,,,-1572000.0,0.0,,130200000.0,25560000.0,629127000.0,,467425000.0,11405000.0,,,31563000.0,,90889000.0,29296000.0,,,,,658000.0,,75965000.0,,,480000.0,,,,17992000.0,,,,4911000.0,,,,,,,,,,,,19171000.0,1428431000.0,5569000.0,,,,,,,,5569000.0,,,1336307000.0,8624000.0,,672149000.0,5174000.0,0.118519,,,14615000.0,160060141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,708975000.0,,40729000.0,5524000.0,,5601000.0,,-177000.0,73438000.0,,,,,,,,,,42783000.0,791202000.0,,165444000.0,,,,,,,,,,-2940000.0,,,,,,4977000.0,-23479000.0,,-23296000.0,57686000.0,,596312000.0,0.136296,34730000.0,246918000.0,,112663000.0,,165260860.0,704170000.0,,,,94426000.0,16104000.0,,,,225000.0,,,,,,0.0,,,-155203000.0,8247000.0,,,,,,,,,,,-190000.0,,,-29446000.0,,34843000.0,,,,10482000.0,,52333000.0,22451000.0,22451000.0,-22306000.0,,,,,,,,184000.0,0.0,,135582000.0,25966000.0,635999000.0,,452483000.0,12279000.0,,,35863000.0,,92006000.0,30655000.0,,,,,-592000.0,,77898000.0,,,479000.0,,,,30027000.0,,,,5569000.0,,,,,,,,,,,,22451000.0,1437197000.0,4977000.0,,,,,,,,4977000.0,,,1342771000.0,10105000.0,,671929000.0,4928000.0,0.139259,,,14903000.0,161073383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
