,annualNetOtherFinancingCharges,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,annualCurrentDebt,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,trailingTaxProvision,trailingEndCashPosition,trailingFreeCashFlow,annualOtherNonCurrentAssets,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualFreeCashFlow,quarterlyRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualBeginningCashPosition,trailingOperatingExpense,annualCostOfRevenue,annualCurrentAssets,annualDilutedAverageShares,trailingCostOfRevenue,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyIncomeTaxPayable,annualTotalLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyAccountsReceivable,annualRetainedEarnings,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,annualNetIncome,quarterlyOtherCurrentAssets,annualCashDividendsPaid,annualEbitda,quarterlyOtherNonCurrentLiabilities,annualDilutedEPS,annualOtherShortTermInvestments,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualBasicEPS,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,annualCommonStockIssuance,annualOtherCurrentAssets,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,annualAccountsReceivable,quarterlyLongTermDebt,annualLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualTaxProvision,annualTotalAssets,annualDepreciationAndAmortization,trailingCommonStockIssuance,annualCurrentLiabilities,annualStockBasedCompensation,annualOtherNonCashItems,quarterlyNetPPE,annualPurchaseOfBusiness,quarterlyInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualInventory,annualGrossProfit,annualNetPPE,quarterlyOtherIntangibleAssets,annualOperatingCashFlow,quarterlyOtherCurrentLiabilities,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,trailingChangeInCashSupplementalAsReported,trailingNetIncome,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualGrossPPE,annualNonCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,annualBasicAverageShares,annualOtherNonCurrentLiabilities,annualInterestExpense,annualChangeInWorkingCapital,annualPretaxIncome,quarterlyCapitalStock,annualGoodwill,annualInvestingCashFlow,trailingGrossProfit,annualAccountsPayable,annualCapitalExpenditure,trailingInvestingCashFlow,annualTotalRevenue,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalStock,trailingRepaymentOfDebt,annualRepaymentOfDebt,trailingTotalRevenue,annualPurchaseOfInvestment,annualEndCashPosition,annualOtherCurrentLiabilities,trailingInterestExpense,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,annualSaleOfInvestment,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,trailingSaleOfInvestment,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
1356912000,0.0,536561755.0,,1218900525.0,,970477144.0,-1166536276.0,,,,185167942.0,5339191189.0,1102180053.0,,3364552997.0,2733246122.0,-503460749.0,,3703723266.0,-7983107.0,714611721.0,,4169104798.0,3364552997.0,991561382.0,,100597180.0,,753586651.0,14074412.0,,3703723266.0,0.0,861606838.0,,,,536561755.0,6101567.0,-129962119.0,983678216.0,100597180.0,0.541,,536561755.0,12954724.0,0.546,4458087937.0,1138232688.0,538647487.0,6101567.0,,,861606838.0,850317747.0,850317747.0,4491714.0,4118917668.0,970477144.0,4118917668.0,181909149.0,7822640934.0,200950200.0,,2733246122.0,46225333.0,37823227.0,4172654913.0,-20500000.0,1446576241.0,753586651.0,1218900525.0,1446576241.0,1854942014.0,4172654913.0,12954724.0,740136985.0,144469330.0,,185167942.0,-1166536276.0,4491714.0,,753586651.0,-75495630.0,,36978088.0,,,4458087937.0,7822640934.0,5339191189.0,100597180.0,,983101828.0,100597180.0,48322993.0,17165858.0,734405023.0,99938269.0,0.0,-1221060320.0,,756599501.0,-1243597734.0,,6024046812.0,,753586651.0,756599501.0,752761961.0,,99938269.0,,-1487240556.0,,-20500000.0,753586651.0,144469330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,,,,,,,,4952729529.0,,,3747141507.0,2683411493.0,,,4624330659.0,,,,,,,,102735405.0,,,,,,,896960283.0,,,,,2461943.0,,,102735405.0,,,,,,,,,,,,,1812450336.0,,6163082.0,4385182415.0,1940919166.0,,,,,,,,,4952729529.0,,1655520325.0,774935678.0,976927694.0,,,,13959152.0,,0.0,,0.0,,,,,,,,,,5262371567.0,9009513074.0,,,,,,,,,99968269.0,,,,,,,,,774935678.0,952988863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,0.0,542907689.0,,1032432973.0,,1815099720.0,-1312342984.0,,,,290468442.0,6704692597.0,1278523014.0,,3663351819.0,2910954321.0,-566864317.0,,4726054041.0,-11411618.0,753586651.0,,4826278040.0,3663351819.0,1002410270.0,,102873484.0,,689702649.0,0.0,,4726054041.0,0.0,906194887.0,,,,542907689.0,3567270.0,-160885552.0,1035009833.0,102873484.0,0.542,,542907689.0,21235148.0,0.543,5709578619.0,1317314825.0,2564000.0,3567270.0,,,906194887.0,1705003809.0,1705003809.0,7222427.0,4646876397.0,1815099720.0,4646876397.0,129581932.0,9372930438.0,274780683.0,,2910954321.0,13857000.0,9709960.0,5392349613.0,-20500000.0,1642844200.0,689702649.0,1032432973.0,1642844200.0,1971681554.0,5392349613.0,21235148.0,819611241.0,0.0,,290468442.0,-1312342984.0,7222427.0,,689702649.0,-196114233.0,,-75497599.0,,,5709578619.0,9372930438.0,6704692597.0,102873484.0,,999024220.0,102873484.0,60762712.0,162868433.0,699466438.0,99836269.0,0.0,-1400977987.0,,1116419644.0,-1386475558.0,,6797959594.0,,689702649.0,1116419644.0,693158540.0,,99836269.0,,-1939632724.0,,-20500000.0,689702649.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,,,,,,,,5734840467.0,,,3529338680.0,3383960502.0,,,4856421524.0,,,,,,,,99845295.0,,,,,,,944870908.0,,,,,1313587.0,,,99845295.0,,,,,,,,,,,,,1362624919.0,,9990808.0,4718280051.0,1472461022.0,,,,,,,,,5734840467.0,,1497345858.0,577943634.0,1738295025.0,,,,25452576.0,,0.0,,0.0,,,,,,,,,,6045362895.0,9574701575.0,,,,,,,,,99836269.0,,,,,,,,,577943634.0,899458421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,0.0,593467132.0,,1555998871.0,,3102320028.0,-1764113092.0,,,,-18411632.0,7963602701.0,1618740428.0,,4336055871.0,4019668360.0,-210948399.0,,7121988388.0,0.0,689702649.0,,5576508718.0,4336055871.0,999329516.0,,98726406.0,,720283714.0,-14888647.0,,7121988388.0,812853503.0,1139856517.0,,,,593467132.0,1301535.0,-147759277.0,1203862556.0,98726406.0,0.594,,593467132.0,587188398.0,0.594,7866937322.0,1660773318.0,371300.0,1301535.0,,,1139856517.0,2908805773.0,2908805773.0,94787849.0,5081004805.0,3102320028.0,5081004805.0,143536257.0,12202993193.0,379352173.0,,4019668360.0,0.0,93573393.0,6199489609.0,-1349904431.0,2029115081.0,720283714.0,1555998871.0,2029115081.0,2408713586.0,6199489609.0,587188398.0,838503318.0,2309379397.0,,-18411632.0,-1764113092.0,94787849.0,,720283714.0,-302689032.0,,35200635.0,,,7866937322.0,12202993193.0,7963602701.0,98726406.0,,998379563.0,98726406.0,82701752.0,-173467198.0,741808631.0,99840269.0,812853503.0,-2372071003.0,,1428068962.0,-1049451717.0,,7985222304.0,,720283714.0,1428068962.0,789973158.0,,99840269.0,,-2810395962.0,,0.0,720283714.0,2309379397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,,,,,,,,6470510818.0,,,3937722514.0,2428936537.0,,,6776790088.0,,,,,,,,97024257.0,,,,,,,1191256535.0,,,,,330327.0,,,97024257.0,,,,,,,,,,,,,4156720391.0,,94108903.0,5301247701.0,4347853551.0,,,,,,,,,6470510818.0,,1880332300.0,513665562.0,370960027.0,,,,1712939599.0,,1921131906.0,,0.0,,,,,,,,,,8140315275.0,12078037789.0,,,,,,,,,99889769.0,,,,,,,,,513665562.0,1047194873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,0.0,314441112.0,,1252972123.0,,3674309203.0,-2073401418.0,,,,0.0,8722436769.0,2096597230.0,,4288421387.0,3881867630.0,-484171031.0,2335024080.0,7556176833.0,,720283714.0,,6737327688.0,4288421387.0,1000500482.0,,92493668.0,,393247986.0,2968944.0,,7556176833.0,765409559.0,1093335928.0,2335024080.0,,,314441112.0,0.0,-169818506.0,1027035971.0,92493668.0,0.314,,314441112.0,541558860.0,0.315,8215515309.0,2143145840.0,8115740.0,0.0,,,1093335928.0,3485566679.0,3485566679.0,96248856.0,4947759863.0,3674309203.0,4947759863.0,134435280.0,12503936696.0,470568171.0,,3881867630.0,,408067244.0,6649035351.0,,2367407631.0,393247986.0,1252972123.0,2367407631.0,2958669969.0,6649035351.0,541558860.0,745667272.0,0.0,,0.0,-2073401418.0,96248856.0,,393247986.0,-480043631.0,,-313446723.0,,,8215515309.0,12503936696.0,8722436769.0,92493668.0,,998824774.0,92493668.0,107591408.0,-270626079.0,448876392.0,99908769.0,765409559.0,-1216677575.0,,1444286603.0,-1229838303.0,,9695997657.0,,393247986.0,1444286603.0,862072739.0,,99908769.0,,-6040006825.0,,,393247986.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,,,,,,,,7599639897.0,,,4721741655.0,4150001588.0,,,8673187920.0,,,,,,,,88815535.0,,,,,,,1578770393.0,,,,,0.0,,,88815535.0,,,,,,,,,,,,,4196242701.0,,201433257.0,6831811002.0,4523186332.0,,,,,,,,,7599639897.0,,2089267784.0,631769851.0,1470033035.0,,,,3380330742.0,,2536038366.0,,0.0,,,,,,,,,,10783257267.0,15504998922.0,,,,,,,,,113662437.0,,,,,,,,,631769851.0,1325217223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,0.0,653534554.0,,1221694623.0,,4125274297.0,-2679239588.0,,,,0.0,10393244063.0,2764407775.0,,4845423190.0,4723674697.0,870773227.0,,8848948994.0,,393247986.0,,8239615131.0,4845423190.0,1094616636.0,,90486296.0,,1015254277.0,9157723.0,,8848948994.0,1524637585.0,1661664133.0,,,,653534554.0,0.0,-110584955.0,1649504323.0,90486296.0,0.597,,653534554.0,1271363577.0,0.598,10783090026.0,2803134301.0,401169913.0,0.0,,,1661664133.0,3795051403.0,3795051403.0,203135117.0,6779564222.0,4125274297.0,6779564222.0,154772358.0,15628513216.0,675474979.0,,4723674697.0,,201375752.0,7714004475.0,301808005.0,1785142568.0,1015254277.0,1221694623.0,1785142568.0,3816933804.0,7714004475.0,1271363577.0,2215354004.0,5589715.0,,0.0,-2679239588.0,203135117.0,,1015254277.0,694767551.0,,659952854.0,,,10783090026.0,15628513216.0,10393244063.0,90486296.0,,1093392635.0,90486296.0,165722432.0,740397444.0,808306912.0,113741237.0,1524637585.0,-1026106401.0,,1714425420.0,-1344580777.0,,12056548935.0,,1015254277.0,1714425420.0,1052526029.0,,113741237.0,,-6058939359.0,,,1015254277.0,5589715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,,,,,,,,9083321625.0,,,5296137079.0,4958186347.0,,,9417831703.0,,,,,,,,132939022.0,,,,,,,1580395002.0,,,,,0.0,,,132939022.0,,,,,,,,,,,,,4074892789.0,,207481444.0,8106827005.0,4459645356.0,,,,,,,,,9083321625.0,,2405557300.0,914714961.0,896472025.0,,,,3868882364.0,,3841047409.0,,0.0,,,,,,,,,,12228521629.0,17524658708.0,,,,,,,,,119413237.0,,,,,,,,,914714961.0,2332762232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,620956454.0,,689740941.0,,4951708894.0,-3721225629.0,,,,,13503240840.0,3023266745.0,,5921581637.0,5285731078.0,-302946678.0,,10237439972.0,,1015254277.0,,9486047682.0,5921581637.0,1181652326.0,,142848544.0,,534589786.0,53157005.0,,10237439972.0,1621045950.0,1853884678.0,,,,620956454.0,,-202927933.0,1785663708.0,142848544.0,0.525,,620956454.0,1292842105.0,0.526,13052326711.0,3078885381.0,24242340.0,,,,1853884678.0,4546533429.0,4546533429.0,211437204.0,8736468376.0,4951708894.0,8736468376.0,148541984.0,18973908348.0,819848266.0,,5285731078.0,,205840447.0,9782015211.0,-81716451.0,3048179318.0,534589786.0,689740941.0,3048179318.0,3999913098.0,9782015211.0,1292842105.0,986393072.0,,,,-3721225629.0,211437204.0,,534589786.0,-1104391435.0,,-590769795.0,,,13052326711.0,18973908348.0,13503240840.0,142848544.0,,1180225239.0,142848544.0,196317004.0,-362579001.0,769498438.0,119416737.0,1621045950.0,-1276920872.0,,2681604824.0,-1289339750.0,,13485960780.0,,534589786.0,2681604824.0,976646353.0,,119416737.0,,-5502116055.0,,,534589786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,,,,,,,9995722661.0,,,6200195502.0,5999875047.0,,,10530714277.0,,,,,,,,141947363.0,,,,,,,1751205192.0,,,,,,,,141947363.0,,,,,,,,,,,,,4120594791.0,,211017484.0,8920861534.0,4530839230.0,,,,,,,,,9995722661.0,,3285029757.0,491341212.0,1693034197.0,,,,2888272320.0,,57069076.0,,,,,,,,,,,,13251380309.0,19451575811.0,,,,,,,,,119439237.0,,,,,,,,,491341212.0,2482533378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,649304689.0,,1022567206.0,,4688355521.0,-4292261986.0,,,,,14340253817.0,3092961679.0,,5785447932.0,5649328966.0,14701713.0,,10337684487.0,,534589786.0,,10691953432.0,5785447932.0,1195424284.0,,215070111.0,,574465154.0,94574263.0,,10337684487.0,1590966900.0,1883774769.0,,,,649304689.0,,-238878475.0,1967215140.0,215070111.0,0.543,,649304689.0,1232147442.0,0.544,13282152966.0,3138368517.0,4534300.0,,,,1883774769.0,4222929034.0,4222929034.0,208522060.0,8729916411.0,4688355521.0,8729916411.0,148368679.0,19067600898.0,942569362.0,,5649328966.0,,283213904.0,10047991831.0,0.0,2745883730.0,574465154.0,1022567206.0,2745883730.0,4186594470.0,10047991831.0,1232147442.0,1332030617.0,,,,-4292261986.0,208522060.0,,574465154.0,154148768.0,,91098948.0,,,13282152966.0,19067600898.0,14340253817.0,215070111.0,,1194413726.0,215070111.0,226972410.0,-281828637.0,797673368.0,119485237.0,1590966900.0,-1184180099.0,,2394244325.0,-1317328904.0,,14878547902.0,,574465154.0,2394244325.0,1093632791.0,,119485237.0,,-6905773208.0,,,574465154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,,,,,,,,10347059686.0,,,5632215236.0,5302067929.0,,,10278206844.0,,,,,,,,234660839.0,,,,,,,1744664477.0,,,,,,,,234660839.0,,,,,,,,,,,,,4384533800.0,,197959459.0,8970154638.0,4976138915.0,,,,,,,,,10347059686.0,,2924046275.0,486922621.0,395754598.0,,,,,,,,,,,,,,,,,,13616146246.0,19248361482.0,,,,,,,,,119499737.0,,,,,,,,,486922621.0,2832006745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577750400,,,1138316393.0,584195903.0,1571128811.0,4208060784.0,,232443563.0,460387446.0,1132789462.0,,10108628924.0,,3431414054.0,5929532573.0,5610214869.0,,,9818275653.0,,,3414123013.0,,5929532573.0,,11089036453.0,266342534.0,574465154.0,460387446.0,,,9818275653.0,,1912093870.0,,1138316393.0,75991232.0,,,,,,,,,,,13351954382.0,,,,2513637857.0,,1912093870.0,3571991892.0,3571991892.0,193616342.0,9463211302.0,4208060784.0,9463211302.0,,19281486955.0,,3285520.0,5610214869.0,,,10108628924.0,,3223321363.0,460387446.0,584195903.0,3223321363.0,,10108628924.0,,,,-2727301.0,,,193616342.0,-250955748.0,460387446.0,,1370968196.0,,-106328119.0,1138316393.0,13351954382.0,19281486955.0,10108628924.0,266342534.0,,,,,,,119510337.0,,,4985251824.0,2621388896.0,,-1272669969.0,,-1380848395.0,460387446.0,2621388896.0,,,119510337.0,-7329715860.0,,16074288277.0,,,,212689140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
