date,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,trailingOperatingCashFlow,annualCapitalStock,annualTotalNonCurrentAssets,annualGrossProfit,annualOtherIncomeExpense,annualNetPPE,quarterlyNonCurrentDeferredTaxesLiabilities,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,trailingRepaymentOfDebt,quarterlyCurrentDebt,annualOtherNonCashItems,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyOtherNonCurrentAssets,annualGrossPPE,annualBasicEPS,quarterlyOtherIntangibleAssets,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,annualBeginningCashPosition,trailingOperatingExpense,annualInvestingCashFlow,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualPurchaseOfInvestment,annualCapitalExpenditure,trailingInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyAccountsPayable,trailingCashDividendsPaid,trailingInterestExpense,trailingPurchaseOfInvestment,quarterlyGrossPPE,trailingNetIncome,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyOtherShortTermInvestments,annualBasicAverageShares,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualChangeInWorkingCapital,annualGoodwill,annualAccumulatedDepreciation,annualInventory,annualInterestExpense,annualNetOtherFinancingCharges,annualStockBasedCompensation,trailingOperatingIncome,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,annualOperatingIncome,annualCostOfRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualAccountsPayable,annualTaxProvision,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,trailingTotalRevenue,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,annualNetIncome,trailingTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,trailingEndCashPosition,annualCashDividendsPaid,annualPretaxIncome,annualCurrentDebt,annualFreeCashFlow,annualInvestmentsAndAdvances,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualCurrentAssets,annualAccountsReceivable,quarterlyLongTermDebt,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,annualTotalAssets,trailingSaleOfInvestment,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualDilutedAverageShares,annualLongTermDebt,annualStockholdersEquity,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyGoodwill,annualCurrentLiabilities,annualEbitda,quarterlyStockholdersEquity,annualRetainedEarnings,annualSaleOfInvestment,annualDilutedEPS,annualOtherShortTermInvestments,quarterlyInventory,annualOtherIntangibleAssets,quarterlyAccountsReceivable,annualCommonStockIssuance,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,trailingNetOtherInvestingChanges,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
2010-09-30,1803754194.547915,,,,,,,,98273234.877876,,2006117848.965651,,,267280611.870851,,,,215560348.417864,,,,,270842539.975511,0.0,,,1447375454.533737,,0.0,,,,,,,,,,729031480.208803,,,,,,,,202363654.417735,,,,,,,,,,,,,,,,,,,,,,,2950500506.850551,,,,3156882305.394084,1014348979.828575,,101263601.778694,,,,,,,1115612581.607269,,,,,,,1767543554.243733,4924425859.637817,,,2990366.900818,,,0.0,0.0,,,,,,,,,,,,,,3689274351.073017,,,,,281219302.494039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,1414444357.101294,1186568639.367615,,265780474.173199,3166453245.651646,1789103660.211198,,452556214.262318,86761182.074031,,1414444357.101294,-287882933.821272,,452556214.262318,1414444357.101294,-132683944.088281,,624363266.894708,-54850312.9967,0.0,-1115231761.188317,,265780474.173199,0.0,740439148.08359,0.430389,2594191405.911012,,0.0,1416325884.243423,,-957283885.6127,209881399.634945,,,-37605230.818239,,86761182.074031,580721962.007057,,,,740439148.08359,,,,0.0,3145299000.0,,0.0,,-598314662.653032,-75457675.740803,-211950235.757142,,-287882933.821272,394834673.972047,11836746.312521,0.0,,,2406475745.984974,89766563.09657,0.0,1579222260.576252,617372085.773776,,580721962.007057,210305797.909605,212092826.827555,1376954717.860845,,,2678801909.650834,1287188154.764275,1414444357.101294,89766563.09657,,1414444357.101294,1376854313.497655,-25383741.735848,1353687061.359284,,1376954717.860845,,-522381120.854758,1587160111.40726,624363266.894708,1148963408.549376,,3166453245.651646,5845255155.30248,2678801909.650834,,3005381.022539,0.0,313386485.805632,0.0,0.0,5845255155.30248,,,,3171384000.0,3005381.022539,4252968515.233529,,1353687061.359284,66166475.342094,,1287188154.764275,1665163333.061876,4252968515.233529,212092826.827555,194806401.676016,0.426845,0.0,394834673.972047,2594191405.911012,,75121869.551311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,1856372425.170134,,,,,,,,59737945.562413,,1856372425.170134,,,530257623.38224,,,,608471730.825252,,,,,259389854.332613,0.0,,,2578074989.288295,,0.0,,,,,,,,,,740017563.216001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134363714.311747,,,,3226124517.167346,1411375669.681138,,62763036.775529,,,,,,,1474138706.456667,,,,,,,3229748213.002139,6455872730.169485,,,3025091.213116,,,0.0,0.0,,,,,,,,,,,,,,4716386902.231787,,,,,469296156.285411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,1857626142.866155,1251231760.375641,,256707732.454915,3630232498.030769,1897774375.947439,,906141696.729364,59133320.9802,,1857626142.866155,-330878666.384275,,906141696.729364,1857626142.866155,-112401891.669746,,753505457.068955,-10509268.563498,0.0,-32186665.987725,,256707732.454915,0.0,1237020363.113639,0.450722,2551932474.165668,,0.0,1361923539.929883,,-491854241.372784,220929424.822228,,,-485171399.443027,,59133320.9802,474628009.8777,,,,1237020363.113639,,,,,3155203000.0,,0.0,,,424697610.53381,-181600095.784854,,-330878666.384275,542581609.830835,13301503.879881,-96667235.397496,60930.36041,,2690119281.956073,59133320.9802,0.0,1676844951.125211,792344906.008634,,474628009.8777,255298210.117433,4171633683.679263,1382444885.315933,,,3154906632.425174,1323311564.335734,1857626142.866155,59133320.9802,,1857626142.866155,1435307253.602747,-11159192.40787,1422048807.177555,,1382444885.315933,,-543436259.686185,1690605463.72018,753505457.068955,766060360.932614,,3630232498.030769,6785139130.455942,3154906632.425174,,0.0,0.0,430977499.680056,0.0,0.0,6785139130.455942,,,,3164742361.0,0.0,5133022969.204286,,1422048807.177555,89481514.893157,,1323311564.335734,1793388482.493218,5133022969.204286,4171633683.679263,,0.449341,,542581609.830835,2551932474.165668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,2181702700.771439,,,,,,,,59179275.683037,,2181702700.771439,,,1043193384.427301,,,,751715716.618049,,,,,254908217.836721,0.0,,,2527662130.200636,,0.0,,,,,,,,,,716773700.779177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4509752091.822128,,,,3536440307.647072,1513623158.450622,,59179275.683037,,,,,,,1572802434.133659,,,,,,,3740100559.776848,7276540867.42392,,,,,,0.0,0.0,,,,,,,,,,,,,,5440454765.08639,,,,,531992657.170049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,1510565480.825982,1293887637.373975,,0.0,3837919225.995927,2017289406.564417,,1319698502.428713,50156159.255581,,1860673539.795218,-355787746.671871,,1319698502.428713,1860673539.795218,-20618900.111678,,372399151.399457,-17777454.543581,0.0,-3915396.66923,,0.0,0.0,1675486249.100584,0.436708,191703875.414929,,0.0,1831224375.074227,,-589231560.520753,419216532.026684,,-351093114.789067,-268493381.291887,,50156159.255581,302854210.519401,,,,1675486249.100584,,,,350108058.969236,3147638000.0,,0.0,,-432463530.657434,-325234999.089313,-201986096.285505,2151403555.146798,-355787746.671871,562455661.105937,15279577.224839,20288145.596564,0.0,,2919881638.824377,50156159.255581,0.0,1598072874.537733,902592232.259959,,302854210.519401,252113424.639042,4848237322.884263,1006772696.795335,,,3275940075.632103,956616537.539754,1510565480.825982,50156159.255581,,1510565480.825982,1387567246.698277,-351093114.789067,1374573319.318801,,1006772696.795335,,-503033570.276826,1639680671.337319,372399151.399457,1025394256.082088,,3837919225.995927,7113859301.62803,3275940075.632103,653105623.140466,,0.0,537322322.249229,0.0,0.0,7113859301.62803,,-159900187.027026,,3150047000.0,,5829777374.382517,,1374573319.318801,111941583.193896,2151403555.146798,956616537.539754,1766901831.756054,5829777374.382517,4848237322.884263,,0.436388,350108058.969236,562455661.105937,191703875.414929,653105623.140466,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,2005365191.908015,,,,,,,,47020980.730791,,2418138829.339441,,,1305564125.496174,,,,379703632.533523,,,,,0.0,0.0,,,173663195.962519,,0.0,,,,,,,,,,335518556.759183,,,,1305564125.496174,,,,412773637.431425,,,,,,,,,,,,,,,,,,,,,,,5174175022.495789,,,,3980969198.309592,1351331645.726135,,47020980.730791,,,,,,,1398352626.456926,,,,,,,3914786483.865809,7895755682.175401,,,,,,0.0,0.0,,,,,,,,,,,2161288560.76984,,,6250449193.904317,,,,,602149771.369324,,701056108.5663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,1899715730.187986,1459507957.573258,,0.0,4018312507.326756,2397788037.222161,,1300211737.688099,74118940.621637,,2544645525.575011,-466574396.491612,,1300211737.688099,2544645525.575011,-116060970.953335,,423979758.628868,-33874009.776311,0.0,-110476218.025275,,0.0,0.0,1766786134.179711,0.50993,159203447.245942,,0.0,1508501508.249608,,-476577846.244466,521890082.624975,,-288897997.343576,-129518601.988774,,74118940.621637,356717995.668005,,,,1766786134.179711,,,,644929795.387025,3101359000.0,,0.0,,0.0,366651066.177314,-238967922.869608,2185249119.83167,-466574396.491612,684353368.469624,9594770.281818,-1616323.309123,,,3388940523.583659,74118940.621637,0.0,1875897954.597186,991152486.361498,,356717995.668005,336205645.23139,5810370388.28776,1126209454.958723,,,4305957274.276766,1052090514.337086,1899715730.187986,74118940.621637,,1899715730.187986,1597020202.053219,-288897997.343576,1581393610.694009,,1126209454.958723,,-621191996.209343,1933225847.284609,423979758.628868,1329989355.584484,,4018312507.326756,8324269781.603521,4305957274.276766,770045695.833629,,0.0,660162103.029561,0.0,0.0,8324269781.603521,,-35139236.631845,,3103030000.0,,6946408144.654607,,1581393610.694009,154418458.449066,2185249119.83167,1052090514.337086,2097239076.015493,6946408144.654607,5810370388.28776,,0.50961,644929795.387025,684353368.469624,159203447.245942,770045695.833629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,2635280513.0157,,,,,,,,65229719.589153,,3276944460.012953,,,1279551178.125229,,,,419836334.889183,,,,,0.0,0.0,,,142773956.219041,,0.0,,,,,,,,,,315230254.123216,,,,1279551178.125229,,,,641663946.997254,,,,,,,,,,,,,,,,,,,,,,,6102239950.793097,,,,4995750897.294625,1422451843.201281,,65229719.589153,,,,,,,1487681562.790434,,,,,,,3953191213.740232,8948942111.034857,,,,,,0.0,0.0,,,,,,,,,,,2165352999.228728,,,7231722702.187245,,,,,668383677.219403,,764057575.496466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,2140824283.348054,1714631750.114434,,0.0,4020308106.478586,2421829539.898524,,1280477235.837561,58123422.240847,,3002454565.888944,-583757464.339731,,1280477235.837561,3002454565.888944,32255389.319906,,600613232.773949,-55321599.030372,0.0,0.0,,0.0,0.0,1864234700.177292,0.512493,129603535.986487,,0.0,1901513358.253122,,-279810078.820973,591532924.009258,,-234440555.834209,-123423514.505096,,58123422.240847,316012836.783981,,,,1864234700.177292,,,,861630282.54089,3103145000.0,,0.0,,-52153937.7607,235987962.767309,75347430.297013,2189799352.546241,-583757464.339731,655172735.891072,11197686.590893,-46965761.695818,,,3463442541.312995,58123422.240847,761937410.1076,1830296615.889266,1041613001.414471,,316012836.783981,313046906.785463,6140001839.694155,1198399826.188987,,,4706063943.493369,1140276403.94814,2140824283.348054,58123422.240847,,2140824283.348054,1597193730.50783,-115615233.477961,1590302045.930978,,1198399826.188987,,-1253371597.578508,1910240637.293293,600613232.773949,1591208235.609338,,4020308106.478586,8726372049.971956,4706063943.493369,744237092.105653,,0.0,775206044.311493,0.0,761937410.1076,8726372049.971956,,-75236958.410429,,3107315000.0,,7340013114.489624,,1590302045.930978,157169473.772975,2189799352.546241,1140276403.94814,2078607797.657162,7340013114.489624,6140001839.694155,,0.511773,861630282.54089,655172735.891072,129603535.986487,744237092.105653,7421629.42409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,2120981322.227297,,,,,,,,54873692.318411,,3099635661.957439,,,1235238223.271584,,,,493649730.528956,,,,,0.0,0.0,,,116873368.953158,,87112243.166459,,,,,,,,,,221415451.149181,,,,1235238223.271584,,,,978654339.730142,,,,,,,,,,,,,,,,,,,,,,,6724150405.623205,,,,4860165186.818291,928572087.661307,,54873692.318411,,,,,,,983445779.979718,,,,,,,4029845954.125671,8890011140.94396,,,,,,0.0,850550853.064353,,,,,,,,,,,2172654151.80486,,,7723420666.331215,,,,,678642024.229944,,765525986.267118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,2655092072.682703,1227651048.011977,,0.0,4498769650.754229,2255771453.664374,,1245394183.760287,71153493.292018,,3168167889.206106,-728411675.302452,,1245394183.760287,3168167889.206106,-49652928.758959,,15011369.947414,-49392760.587445,0.0,-249905704.568959,,0.0,0.0,1973805859.062739,0.389335,432078460.203432,,0.0,2230015638.556842,,11547464.227963,803056592.101293,,-226844131.006816,-114458985.763913,,71153493.292018,662660840.931071,,,,1973805859.062739,,,,513075816.523403,3106435000.0,,0.0,,-630948675.666092,566463659.513807,-168359660.246243,2287708764.462394,-728411675.302452,695469548.329194,10471768.903434,2489942.820963,1994622.648273,,3275631519.871205,103208380.090626,183891366.536685,1452714861.563081,1019860066.206831,,662660840.931071,304680277.268425,7557694425.711869,880405756.913658,,,5162660453.393579,777197376.823032,2655092072.682703,103208380.090626,,2655092072.682703,1223736851.226444,-97671467.72251,1209323367.750105,,880405756.913658,,-40635433.224499,1528417128.494869,15011369.947414,1113192062.248064,,4498769650.754229,9661430104.147808,5162660453.393579,818183870.304606,,0.0,962705621.835888,0.0,183891366.536685,9661430104.147808,,0.0,,3108408000.0,,8494857703.760442,,1209323367.750105,184142362.112408,2287708764.462394,777197376.823032,1723031259.510712,8494857703.760442,7557694425.711869,602592012.715766,0.389085,513075816.523403,695469548.329194,432078460.203432,818183870.304606,8226150.679438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,4082072507.640442,,,,,,,,67545613.022206,,4328287244.78422,,,1195443746.792149,,,,75413593.791214,,,,,0.0,0.0,,,404416275.485223,,0.0,,,,,,,,,,465554158.186096,,,,1195443746.792149,,,,246214737.143778,,,,,,,,,,,,,,,,,,,,,,,8212504416.590711,,,,6409863078.170626,666960362.15812,,97778301.177684,,,,,,,764738663.335804,,,,,,,4492607559.294808,10902470637.465433,,,,,,0.0,55522196.350276,,,,,,,,,,,2289488665.67828,,,9233775028.27215,,,,,717931530.611403,,1029280489.578754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,4177807000.0,1303709000.0,,0.0,4365779000.0,2270823000.0,,1146335000.0,56307000.0,,5012955000.0,-855846000.0,,1146335000.0,5012955000.0,-5553000.0,,75500000.0,-52347000.0,0.0,-141888000.0,,0.0,0.0,2002181000.0,0.3429,381243000.0,,0.0,2653110000.0,,-562780000.0,1011658000.0,,-1595598000.0,-56011000.0,,56307000.0,561604000.0,,,,2002181000.0,,,,835148000.0,3107091000.0,,0.0,,-21000000.0,1455094000.0,-227734000.0,2276413000.0,-855846000.0,693490000.0,4793000.0,845204000.0,1000000.0,,3482894000.0,73028000.0,724148000.0,1259165000.0,1212071000.0,,561604000.0,294573000.0,8528166000.0,890839000.0,,,7131972000.0,817811000.0,4177807000.0,73028000.0,,4177807000.0,1114539000.0,97599000.0,1065424000.0,,890839000.0,,,1409112000.0,75500000.0,1247698000.0,,4365779000.0,11497751000.0,7131972000.0,1035397000.0,,0.0,1170827000.0,0.0,724148000.0,11497751000.0,,0.0,,3107381000.0,,9826577000.0,,1065424000.0,216180000.0,2276413000.0,817811000.0,1630085000.0,9826577000.0,8528166000.0,1064305000.0,0.3429,835148000.0,693490000.0,381243000.0,1035397000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,4123392000.0,,,,,,,,73349000.0,,5037220000.0,,,1129515000.0,,,,47000000.0,,,,,0.0,38258000.0,,,338227000.0,,0.0,,,,,,,,,,603397000.0,,,,1129515000.0,,,,913828000.0,,,,,,,,,,,,,,,,,,,,,,,8408260000.0,,,,7002237000.0,826465000.0,,103331000.0,,,,,,,929796000.0,,,,,,,4354843000.0,11357080000.0,,,,,,0.0,803828000.0,,,,,,,,,,,2289297000.0,,,9619416000.0,,,,,732146000.0,,908628000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,6635651000.0,1538662000.0,,0.0,4263815000.0,2586529000.0,,1178281000.0,81386000.0,,7814606000.0,-959973000.0,,1178281000.0,7814606000.0,-73687000.0,,210000000.0,-99333000.0,,-22346000.0,,0.0,16144000.0,2138254000.0,0.4066,303457000.0,,,4177807000.0,,-376763000.0,959263000.0,,-823700000.0,-130916000.0,,81386000.0,657949000.0,,,,2138254000.0,,,,1178955000.0,3107963000.0,,,,-75500000.0,2574004000.0,-106019000.0,2228371000.0,-959973000.0,766005000.0,23424000.0,2315067000.0,0.0,,3848626000.0,106712000.0,,1627266000.0,1262097000.0,,657949000.0,349687000.0,8601342000.0,1182573000.0,,,10037095000.0,1075861000.0,6635651000.0,106712000.0,,6635651000.0,1396120000.0,,1263797000.0,,1182573000.0,,-997378000.0,1745807000.0,210000000.0,1407746000.0,,4263815000.0,14300910000.0,10037095000.0,1049557000.0,,16144000.0,1142749000.0,,,14300910000.0,,,,3107963000.0,,11263562000.0,,1263797000.0,206827000.0,2228371000.0,1075861000.0,1976058000.0,11263562000.0,8601342000.0,468880000.0,0.4066,1178955000.0,766005000.0,303457000.0,1049557000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,3999022000.0,,,,,,,,215701000.0,,6648854000.0,,,1383266000.0,,,,848776000.0,,,,,0.0,16061000.0,,,1051559000.0,,,,,,,,,,,,238445000.0,,,,1383266000.0,,,,2649832000.0,,,,,,,,,,,,,,,,,,,,,,,8671271000.0,,,,9292503000.0,1917334000.0,,2972889000.0,,,,,,,4890223000.0,,,,,,,8944930000.0,18237433000.0,,,2757188000.0,,,,,,,,,,,,,,,5868734000.0,,,11432113000.0,,,,,809352000.0,,1147222000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,4569724000.0,,,,,,,,176350000.0,,6328043000.0,,,1600696000.0,,,,978107000.0,,,,,0.0,15836000.0,,,985004000.0,,,,,,,,,,,,581125000.0,,,,1600696000.0,,,,1758319000.0,,,,,,,,,,,,,,,,,,,,,,,8584373000.0,,,,8775475000.0,1842997000.0,,2952010000.0,,,,,,,4795007000.0,,,,,,,9141554000.0,17917029000.0,,,2714807000.0,,,,,,,,,,,,,,,5867509000.0,,,11477984000.0,,,,,905926000.0,,1076663000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
