date,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetIncome,annualGoodwill,quarterlyTotalAssets,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualRetainedEarnings,annualNetIncome,trailingPretaxIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,trailingOperatingIncome,annualCostOfRevenue,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualOperatingIncome,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualPretaxIncome,quarterlyBasicEPS,annualCashDividendsPaid,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,trailingTaxProvision,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,annualOtherNonCashItems,quarterlyCurrentDebt,quarterlyInterestExpense,annualCashAndCashEquivalents,annualDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,quarterlyEndCashPosition,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyGrossProfit,annualTaxProvision,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,annualCurrentAccruedExpenses,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualCurrentAssets,annualChangeInAccountPayable,annualAccountsReceivable,quarterlyOperatingExpense,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualBasicEPS,annualCommonStockIssuance,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,annualOtherIntangibleAssets,annualCurrentLiabilities,annualNetPPE,annualEbitda,annualOtherNonCurrentAssets,annualOperatingCashFlow,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,quarterlyDilutedEPS,annualChangeInCashSupplementalAsReported,trailingGrossProfit,annualRepaymentOfDebt,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualBeginningCashPosition,trailingInterestExpense,quarterlyOtherIntangibleAssets,quarterlyRepaymentOfDebt,annualDilutedAverageShares,annualSellingGeneralAndAdministration,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,annualDilutedEPS,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualOtherIncomeExpense,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,annualNetOtherFinancingCharges,quarterlyNonCurrentDeferredRevenue,annualStockBasedCompensation,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,annualInvestingCashFlow,annualBasicAverageShares,trailingSellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,annualCapitalExpenditure,annualCurrentDeferredRevenue,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,quarterlyOtherNonCashItems,annualTotalRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualCapitalStock,annualInterestExpense,annualChangesInAccountReceivables,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingCostOfRevenue,quarterlyCurrentAssets,annualInventory,annualAccumulatedDepreciation,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyStockBasedCompensation,trailingOperatingExpense,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingInvestingCashFlow,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,trailingOperatingCashFlow,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,annualIncomeTaxPayable,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingSaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,trailingFreeCashFlow,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBeginningCashPosition,quarterlyChangeInInventory,trailingBasicEPS
1970-01-01 00:00:00.488937600,,,,,,,,,,,,,,,,,,,,,,,,,,,10800000.0,,0.215,,,,10800000.0,,,,,,,,,,,,,,,,,,,,,,10800000.0,,,,,,,,56103896.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1925,,,,,,,,,,,,,,,,,,,,,,,,,114600000.0,,114600000.0,,,,,,,50232558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.496886400,,,,,,,,,,,,,,,,,,,,,,,,,,,13100000.0,,0.26,,,,13100000.0,,,,,,,,,,,,,,,,,,,,,,13100000.0,,,,,,,,60930233.0,,,,,,,,,,,,,,,,,,,,,,,,,0.215,,,,,,,,,,,,,,,,,,,,,,,,,132900000.0,,132900000.0,,,,,,,50384615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.504835200,,,,,281500000.0,339400000.0,,,,,537000000.0,537000000.0,376000000.0,81900000.0,25900000.0,,,234000000.0,,,230900000.0,6600000.0,,,31100000.0,234000000.0,300000.0,33800000.0,,,,10400000.0,300000.0,,,,,,10200000.0,,,10400000.0,,148000000.0,,,161000000.0,,,,,7900000.0,5100000.0,,300000.0,,,376000000.0,37300000.0,11600000.0,,281500000.0,,197600000.0,,,,,,0.525,,,,,94500000.0,327800000.0,52600000.0,11600000.0,,,161000000.0,25900000.0,10200000.0,84100000.0,,148000000.0,,,,,,148000000.0,,,,,,,56000000.0,149700000.0,,,6600000.0,0.4625,339400000.0,,,15500000.0,402200000.0,148000000.0,,,-299400000.0,,102700000.0,,,,,,37300000.0,,,,49333333.0,,-74400000.0,,,171200000.0,,25900000.0,,433200000.0,,84100000.0,,,,12900000.0,,94500000.0,402200000.0,,197600000.0,5100000.0,-74400000.0,,,327800000.0,,-299400000.0,81900000.0,,,,202300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.512611200,,,,,,,,,,,,,,,,,,,,,,,,,,,-4800000.0,,-0.0975,,,,-4800000.0,,,,,,,,,,,,,,,,,,,,,,-4800000.0,,,,,,,,49230769.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.0975,,,,,,,,,,,,,,,,,,,,,,,,,98800000.0,,98800000.0,,,,,,,49230769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.520473600,,,,,,,,,,,,,,,,,,,,,,,,,,,2800000.0,,0.0575,,,,2800000.0,,,,,,,,,,,,,,,,,,,,,,2800000.0,,,,,,,,50909091.0,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,110000000.0,,110000000.0,,,,,,,48695652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.528422400,,,,,,,,,,,,,,,,,,,,,,,,,,,18000000.0,,0.3575,,,,18000000.0,,,,,,,,,,,,,,,,,,,,,,18000000.0,,,,,,,,61016949.0,,,,,,,,,,,,,,,,,,,,,,,,,0.295,,,,,,,,,,,,,,,,,,,,,,,,,133400000.0,,133400000.0,,,,,,,50349650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.536371200,,,,,356300000.0,542200000.0,,,,,671900000.0,671900000.0,494700000.0,97600000.0,17700000.0,,,291700000.0,,,228300000.0,8900000.0,,,37800000.0,291700000.0,1800000.0,27900000.0,,,,19200000.0,1800000.0,,,,,,17800000.0,,,19200000.0,,66200000.0,,,177200000.0,,,,,10200000.0,14200000.0,,1800000.0,,,494700000.0,46800000.0,13100000.0,,356300000.0,,129700000.0,,,,,,0.3525,,,,80400000.0,138400000.0,448700000.0,71200000.0,13100000.0,,,177200000.0,17700000.0,17800000.0,119200000.0,,66200000.0,,,,,,66200000.0,,,,,80400000.0,,54461538.0,168800000.0,,,8900000.0,0.325,542200000.0,,,11700000.0,544800000.0,66200000.0,,,-304400000.0,,126100000.0,,,,,,46800000.0,,,,50212766.0,,-96100000.0,,,202200000.0,,17700000.0,,468300000.0,,119200000.0,,,,21600000.0,,138400000.0,544800000.0,,129700000.0,14200000.0,-96100000.0,,,448700000.0,,-304400000.0,97600000.0,,,,240000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.544147200,,,,,,,,,,,,,,,,,,,,,,,,,,,-6800000.0,,-0.1225,,,,-6800000.0,,,,,,,,,,,,,,,,,,,,,,-6800000.0,,,,,,,,69743590.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.1225,,,,,,,,,,,,,,,,,,,,,,,,,141400000.0,,141400000.0,,,,,,,55510204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.552009600,,,,,,,,,,,,,,,,,,,,,,,,,,,5500000.0,,0.085,,,,5500000.0,,,,,,,,,,,,,,,,,,,,,,5500000.0,,,,,,,,66666667.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0825,,,,,,,,,,,,,,,,,,,,,,,,,178400000.0,,178400000.0,,,,,,,64705882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.559958400,,,,,,,,,,,,,,,,,,,,,,,,,,,14000000.0,,0.215,,,,14000000.0,,,,,,,,,,,,,,,,,,,,,,14000000.0,,,,,,,,68292683.0,,,,,,,,,,,,,,,,,,,,,,,,,0.205,,,,,,,,,,,,,,,,,,,,,,,,,214900000.0,,214900000.0,,,,,,,65116279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.567907200,,,,,275700000.0,517600000.0,,,,,705800000.0,705800000.0,434200000.0,119800000.0,13300000.0,,,203600000.0,,,375000000.0,19800000.0,,,34300000.0,203600000.0,500000.0,22200000.0,,,,7700000.0,500000.0,,,,,,31600000.0,,,7700000.0,,105400000.0,,,271600000.0,,,,,8900000.0,13500000.0,,500000.0,,,434200000.0,40500000.0,34300000.0,,275700000.0,,188200000.0,,,,,,0.2125,,,,83900000.0,158500000.0,399400000.0,76600000.0,34300000.0,,,271600000.0,13300000.0,31600000.0,150800000.0,,105400000.0,,,,,,105400000.0,,,,,83900000.0,,62588235.0,258200000.0,,,19800000.0,0.2125,517600000.0,,,11500000.0,507300000.0,105400000.0,,,-500400000.0,,175100000.0,,,,,,40500000.0,,,,62588235.0,,-107900000.0,,,300500000.0,,13300000.0,,709800000.0,,150800000.0,,,,23700000.0,,158500000.0,507300000.0,,188200000.0,13500000.0,-107900000.0,,,399400000.0,,-500400000.0,119800000.0,,,,334800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.575769600,,,,,,,,,,,,,,,,,,,,,,,,,,,-1200000.0,,-0.02,,,,-1200000.0,,,,,,,,,,,,,,,,,,,,,,-1200000.0,,,,,,,,60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,173300000.0,,173300000.0,,,,,,,60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.583632000,,,,,,,,,,,,,,,,,,,,,,,,,,,9300000.0,,0.1475,,,,9300000.0,,,,,,,,,,,,,,,,,,,,,,9300000.0,,,,,,,,65263158.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1425,,,,,,,,,,,,,,,,,,,,,,,,,203100000.0,,203100000.0,,,,,,,63050847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.591580800,,,,,,,,,,,,,,,,,,,,,,,,,,,23300000.0,,0.3675,,,,23300000.0,,,,,,,,,,,,,,,,,,,,,,23300000.0,,,,,,,,66571429.0,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,241500000.0,,241500000.0,,,,,,,63401361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
