,trailingCashDividendsPaid,annualPretaxIncome,annualNetIncome,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualAccountsReceivable,annualLongTermDebt,quarterlyLongTermDebt,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,annualGoodwill,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualStockholdersEquity,annualOtherNonCashItems,quarterlyBasicEPS,quarterlyInvestmentsAndAdvances,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualOperatingIncome,quarterlyNetIncome,annualRetainedEarnings,trailingSaleOfInvestment,annualTotalAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,annualDilutedEPS,trailingTotalRevenue,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualNetPPE,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOperatingIncome,annualAccountsPayable,annualChangeInAccountPayable,annualCurrentLiabilities,quarterlyCurrentDebt,annualOtherShortTermInvestments,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,annualOtherIntangibleAssets,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,annualOtherNonCurrentLiabilities,annualOtherNonCurrentAssets,annualEbitda,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualBasicEPS,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,annualBeginningCashPosition,trailingCapitalExpenditure,annualCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyDilutedEPS,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyAccountsPayable,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualRepaymentOfDebt,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingGrossProfit,annualDilutedAverageShares,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,trailingDeferredIncomeTax,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,quarterlyStockholdersEquity,annualTaxProvision,quarterlyNetOtherInvestingChanges,annualCurrentDebt,quarterlyRepaymentOfDebt,annualInventory,quarterlyAccumulatedDepreciation,trailingCostOfRevenue,trailingResearchAndDevelopment,quarterlyNetPPE,annualCapitalStock,quarterlyTaxProvision,annualCurrentDeferredRevenue,annualCostOfRevenue,annualOtherCurrentAssets,quarterlyBasicAverageShares,annualTotalRevenue,trailingChangeInInventory,quarterlyEbitda,annualResearchAndDevelopment,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualGrossProfit,quarterlyStockBasedCompensation,annualFreeCashFlow,trailingTaxProvision,annualStockBasedCompensation,trailingDepreciationAndAmortization,annualBasicAverageShares,annualNetOtherFinancingCharges,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,quarterlyRetainedEarnings,annualChangeInWorkingCapital,annualOperatingExpense,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingSellingGeneralAndAdministration,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyCapitalExpenditure,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,annualChangeInInventory,quarterlyOperatingIncome,quarterlyTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,trailingBasicAverageShares,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingDilutedAverageShares
520473600,,66000000.0,39300000.0,,,0.0,170700000.0,,,,1900000.0,1900000.0,,,,,,22700000.0,,,,,1900000.0,,139300000.0,,,,,11600000.0,0.0,60900000.0,,89200000.0,,170700000.0,,,,,,0.0,,102700000.0,,0.01,,,8000000.0,102700000.0,,,,,,,,19500000.0,0.0,1900000.0,,,,29500000.0,,,,,,,,,,,,31400000.0,3200000.0,,,,,0.0,3200000.0,66700000.0,,,0.01,,102700000.0,102700000.0,,,2800000.0,,,,,,0.0,,148000000.0,,30500000.0,,,39300000.0,,95700000.0,-11000000.0,,,,,,,,,,,5100000.0,,,7342400000.0,,,,,,,,139300000.0,26700000.0,,,,8000000.0,-11000000.0,,,19500000.0,,,,35100000.0,2800000.0,,197500000.0,,-74700000.0,,22700000.0,,162400000.0,,0.0,,,,7342400000.0,,,,,,,,,39300000.0,89200000.0,,101500000.0,,,,,,,,,,,,,148000000.0,30500000.0,29500000.0,,-74700000.0,61900000.0,31400000.0,,,,,,,
528422400,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,15800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7342400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7342400000.0,,,66800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66800000.0,66800000.0,,,,,,,,
536371200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,19700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7342400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7342400000.0,,,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81000000.0,81000000.0,,,,,,,,
544147200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,19100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7342400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7342400000.0,,,98400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98400000.0,98400000.0,,,,,,,,
552009600,,121400000.0,71900000.0,,,100000.0,287800000.0,,,,2000000.0,2000000.0,,41500000.0,,,,74800000.0,,,,,2100000.0,,239100000.0,,,,,17300000.0,0.0,126900000.0,,161100000.0,,287800000.0,,,,,,0.0,,132500000.0,,0.01,,,16600000.0,132500000.0,,,,,,,,70000000.0,0.0,2100000.0,,,,46600000.0,5100000.0,,,,,,,,,,,48700000.0,4800000.0,,,,,100000.0,4800000.0,134500000.0,,,0.01,,132500000.0,132500000.0,,,8800000.0,,,,,,0.0,,213000000.0,,88600000.0,,,71900000.0,,145100000.0,-18600000.0,,,,,,,,,,,-5500000.0,,,7190000000.0,41500000.0,,,,,,,239100000.0,49500000.0,,5100000.0,,16600000.0,-18600000.0,,,70000000.0,,,,66300000.0,8800000.0,,345900000.0,,-119200000.0,,74800000.0,,279600000.0,,0.0,,,,7190000000.0,,,,,,,,,71900000.0,161100000.0,,152700000.0,,,,,,,,,,,,,213000000.0,88600000.0,46600000.0,,-119200000.0,99800000.0,48700000.0,,,,,,,
559958400,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,21300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7583104000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7583104000.0,,,102600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102600000.0,102600000.0,,,,,,,,
567907200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,35300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7583104000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7583104000.0,,,155900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155900000.0,155900000.0,,,,,,,,
575769600,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,37300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7658752000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7658752000.0,,,161800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161800000.0,161800000.0,,,,,,,,
583632000,,183700000.0,123900000.0,,,,493000000.0,,,,,,,97300000.0,,,,147700000.0,,,,,-100000.0,,375500000.0,,,,,30000000.0,0.0,187400000.0,,285000000.0,,493000000.0,,,,,,0.0,,183200000.0,,0.02,,,53500000.0,183200000.0,,,,,,,,130100000.0,0.0,-100000.0,,,,117600000.0,20300000.0,,,,7900000.0,,7900000.0,,,,,117500000.0,9700000.0,,,,,,9700000.0,203400000.0,,,0.02,,183200000.0,183200000.0,,,15000000.0,,,,,,0.0,,345300000.0,,160200000.0,,,123900000.0,,255400000.0,-30100000.0,,,,,,,,,,,-3700000.0,,,6195000000.0,97300000.0,,,,,,,375500000.0,59800000.0,,20300000.0,,53500000.0,-30100000.0,,,130100000.0,,,,132000000.0,15000000.0,,590800000.0,,-233000000.0,,147700000.0,,458800000.0,,0.0,,,,6195000000.0,,,,,,,,,123900000.0,285000000.0,,271400000.0,,,,,,,,,,,,,345300000.0,160200000.0,117600000.0,,-233000000.0,170400000.0,117500000.0,,,,,,,
591580800,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,36600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7719776000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7719776000.0,,,176400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176400000.0,176400000.0,,,,,,,,
599529600,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,47500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7752544000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7752544000.0,,,209800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209800000.0,209800000.0,,,,,,,,
607305600,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,41100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7799744000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7799744000.0,,,197000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197000000.0,197000000.0,,,,,,,,
615168000,,250800000.0,170500000.0,,,,720600000.0,,-15700000.0,,,,,91400000.0,,,,251700000.0,,,,,,,561800000.0,,,,,45300000.0,-145000000.0,242200000.0,,455600000.0,,720600000.0,,,24200000.0,,25500000.0,0.0,,192400000.0,,0.025,,,37800000.0,192400000.0,,,,,,,,198800000.0,222500000.0,,,42000000.0,,158800000.0,25400000.0,,,,,,,,6300000.0,,,158800000.0,52900000.0,,,,,,52900000.0,266400000.0,,,0.025,-39900000.0,192400000.0,192400000.0,,,127500000.0,,,,,,90500000.0,,468900000.0,,248600000.0,,,170500000.0,,357100000.0,-49800000.0,,,,,42000000.0,,,,,,8600000.0,,,6820000000.0,91400000.0,,,,,101900000.0,-89400000.0,561800000.0,80300000.0,,25400000.0,,37800000.0,-49800000.0,,,198800000.0,,,,180000000.0,127500000.0,,803500000.0,,-341100000.0,,251700000.0,,623500000.0,,133100000.0,,,,6820000000.0,14000000.0,,,,,,,,170500000.0,455600000.0,27800000.0,381300000.0,,,,,,,,,,,,,468900000.0,248600000.0,158800000.0,14700000.0,-341100000.0,220200000.0,158800000.0,,,,,,,
623116800,,,,,,,809200000.0,17100000.0,,,,,,104700000.0,,41300000.0,,282400000.0,,,,,,,,,0.01,,,49600000.0,,,49600000.0,,,,115000000.0,,,,,,49600000.0,209500000.0,,,,3500000.0,36000000.0,209500000.0,,,,-18600000.0,,124500000.0,,,,,,,,,27500000.0,,,0.0,,,,-59400000.0,,9500000.0,,184600000.0,50300000.0,0.0,,,7911504000.0,,,,,18600000.0,,,,,,,151000000.0,1400000.0,,,,,,,,,,,,,0.01,,,,,,,52400000.0,,,,193900000.0,,,192400000.0,,,,,,,,,,624600000.0,,100000.0,,,,-48700000.0,,,232100000.0,,23300000.0,,,,7911504000.0,,,78900000.0,,,-100000.0,,,,,,,,,,500000.0,,,17600000.0,,,,505100000.0,,,15200000.0,,,,,,,59500000.0,72900000.0,-40900000.0,,,526800000.0,280800000.0,184600000.0,,69400000.0,235200000.0,,,,,,,,
631065600,,,,,,,921800000.0,21800000.0,,,,,,121300000.0,,54800000.0,,309000000.0,,,,,100000.0,,,,0.01,,,74500000.0,,,74500000.0,,,,127600000.0,,,,,,74500000.0,231300000.0,,,,2500000.0,41100000.0,231300000.0,,,,-21700000.0,,138600000.0,,,,,,,,,9500000.0,,,0.0,,,,-57900000.0,,11000000.0,,190100000.0,51800000.0,0.0,,,7450000000.0,,,,,37100000.0,,,,,,,174800000.0,-4200000.0,,,,,,,,,,,,,0.01,,,,,,,59200000.0,,,,245600000.0,,,0.0,,,,,,,,,,731700000.0,,-3800000.0,,,,-54400000.0,,,257200000.0,,35000000.0,,,,7450000000.0,,,118000000.0,,,0.0,,,,,,,,,,-16000000.0,,,9300000.0,,,,579600000.0,,,27900000.0,,,,,,,69500000.0,109500000.0,-32400000.0,,,612800000.0,311600000.0,190000000.0,,107000000.0,300400000.0,,,,,,,,
