,annualOperatingCashFlow,annualCapitalStock,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,annualGrossProfit,quarterlyBeginningCashPosition,annualCurrentLiabilities,annualOtherIncomeExpense,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualNetPPE,quarterlyCashAndCashEquivalents,annualEbitda,quarterlyCurrentDebt,annualGrossPPE,quarterlyCapitalExpenditure,quarterlyInterestExpense,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyNetOtherFinancingCharges,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlySaleOfInvestment,trailingOperatingExpense,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualChangesInAccountReceivables,quarterlyGrossPPE,annualInterestExpense,quarterlyIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualPretaxIncome,quarterlyChangeInWorkingCapital,annualIncomeTaxPayable,annualAccumulatedDepreciation,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,annualOtherCurrentLiabilities,quarterlyEbitda,annualNetOtherFinancingCharges,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingGrossProfit,annualPurchaseOfInvestment,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCostOfRevenue,annualAccountsPayable,annualTotalRevenue,annualOperatingIncome,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualBasicAverageShares,trailingCostOfRevenue,annualOtherShortTermInvestments,annualFreeCashFlow,annualEndCashPosition,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualCommonStockIssuance,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,quarterlyRetainedEarnings,annualOtherCurrentAssets,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,trailingPretaxIncome,quarterlyTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyDilutedAverageShares,annualNetIncome,annualCurrentDeferredRevenue,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,annualOperatingExpense,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualLongTermDebt,annualCashDividendsPaid,annualDilutedAverageShares,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualOtherNonCurrentAssets,quarterlyBasicEPS,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualOtherNonCashItems,quarterlyBasicAverageShares,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyGoodwill,annualStockholdersEquity,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTotalAssets,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyLongTermDebt,annualDilutedEPS,annualRetainedEarnings,annualAccountsReceivable,annualCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingDeferredIncomeTax,quarterlyCommonStockIssuance,trailingFreeCashFlow,trailingRepurchaseOfCapitalStock,trailingChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingCapitalExpenditure,trailingRepaymentOfDebt,trailingCashDividendsPaid,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,annualStockBasedCompensation,trailingBasicEPS,trailingResearchAndDevelopment,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,trailingCommonStockIssuance,trailingEndCashPosition,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingBeginningCashPosition,trailingChangeInAccountPayable,trailingInvestingCashFlow,trailingChangeInWorkingCapital,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingDilutedAverageShares
962323200,,,30129589440.0,,,701943840.0,,101145787689.6,,,,917926560.0,257679264009.6,,0.0,,,,187907126227.2,,,187907126227.2,,19354211539.2,,,5723542080.0,,,,,,,-244941143140.8,,34612850750.4,,,,0.0,,502620407150.4,,,,,,,,75633908803.2,,,,21509719084.8,,-1.704449,,5723542080.0,,,,,,,,,,,,,,,,,,28347732000.0,,,,,,266997838464.0,,,116497839427.2,,190449782798.4,,206335851811.2,,,,,,94492440000.0,,,3941684640.0,393437902449.6,,-215982720.0,,,660435740913.6,,,126717000.0,,,0.0,306947622225.6,,,,,,-215982720.0,-215982720.0,,,,,,18570194265.6,,-1.704449,,21841792516.8,,,126717000.0,,,,343657125230.4,,,,,60421165920.0,,0.0,0.0,,,,,-6425485920.0,22037256878.4,34071274080.0,,168607990281.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,,29859154840.0,,,3211267596.0,,51811830830.48,,,,-3323943652.0,123824788360.92,,0.0,,,,72639436401.8,,,72639436401.8,,8072112651.84,,,4619718296.0,,,,,,,-127299154547.68,,18549859099.28,,,,0.0,,251123942908.6,,,,,,,,17769577411.48,,,,9743661942.6,,50.704225,,10478873208.0,,,,,,,,,,,,,,,,,,28281690056.0,,,,,,116238872890.72,,,35585352005.92,,96907605343.08,,221540281025.52,,,,,,98704225056.0,,,8901408424.0,194186478290.68,,6535211248.0,,,310425351181.4,,,126717000.0,,,0.0,132492957349.0,,,,,,6535211248.0,6535211248.0,,,,,,9340845042.4,,50.704225,,13492394325.72,,,126717000.0,,,,177932393832.4,,,,,59943661792.0,,0.0,0.0,,,,,-6028168996.0,13428168973.8,38760563264.0,,83415211017.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,92518031645.65,0.0,69744988936.65,,108384087867.95,21936261253.4,,108384087867.95,27408128437.7,,24192329900.4,2604988846.05,242129366550.0,215853464795.6,0.0,103171151364.0,-19337721962.55,0.0,27408128437.7,387261594378.1,242129366550.0,12153978345.05,103734402656.4,18601602895.45,506243278208.95,,4373606470.15,,21038351626.9,,635374933.5,,93650830738.8,-264113911658.95,,36748139960.15,,,12323411660.65,92518031645.65,,506243278208.95,20148254310.15,,,33316542909.4,,,-264113911658.95,35703491983.9,38132799387.3,,,48866056484.65,,,48866056484.65,72461588968.3,-101316543.45,,-101829422675.6,,,2249570710.5,-26659988763.75,,-414424731400.0,,178840299074.9,,228811106570.05,35703491983.9,444664571365.65,54840870498.95,,33503496143.75,63356000.0,,15254150092.65,65858042881.9,95900401449.3,273937609504.65,,14882656.1,103171151364.0,,178840299074.9,,167273613235.95,177514597862.3,,8017744768.95,15254150092.65,12153978345.05,140495558193.65,,580423587.9,30108476206.95,387261594378.1,,19331272407.35,,,661199203882.75,282011450438.9,18601602895.45,,31500286455.35,,65858042881.9,282011450438.9,,31500286455.35,38132799387.3,248.538067,161012594296.65,19331272407.35,19331272407.35,157801947448.0,-70447625059.2,63356000.0,445580427125.65,,177514597862.3,36748139960.15,,273937609504.65,21038351626.9,120489411375.75,4105895854.05,,,48893532157.45,31500286455.35,379169436328.65,,379169436328.65,41060103360.2,,40642093050.05,,12323411660.65,95900401449.3,661199203882.75,1816256454.05,,,-3675750178.55,24192329900.4,99853465143.6,,157801947448.0,248.538067,167273613235.95,41060103360.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,,31376037949.0,,,17615658357.0,,107533214672.81,,,,2728351126.0,239616251401.33,,0.0,,,,164189798283.44,,,164189798283.44,,30957888482.95,,,4922894423.0,,,,,,,-274772241899.46,,83943653589.49,,,,0.0,,514388493300.79,,,,,,,,40329774600.76,214912811314.83,,,27478054557.68,,118.622776,,20996441274.0,,,,,,,,,,,,,,,,,,31494661911.0,,,,,,252241992796.8,,,98765717641.39,,181400948930.02,,188212929947.87,,,,,,130427046219.0,,,19276393825.0,431093119663.63,,14887307231.0,,,683335112460.43,,,126717000.0,,,0.0,280166666571.41,,,,,,14887307231.0,14887307231.0,,,,,,18888493469.26,,118.622776,,27243772232.73,,,126717000.0,,,,403125741262.7,,,45829774598.89,,79774614445.0,,0.0,0.0,,,,,-177935943.0,23333926445.21,50652431774.0,,154157176697.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,28652037725.0,,,4326018825.0,,109289028623.0,,,,2695924775.0,228159248504.5,,0.0,,,,148734796796.0,,,148734796796.0,,9927272764.5,,,4890282150.0,,,,,,,-279813167193.5,,107607523914.5,,,,0.0,,507972415698.0,,,,,,,,82623197802.0,171030721644.5,,,28152351202.75,,12.537931,,8840125425.0,,,,,,,,,,,,,,,,,,28714733650.0,,,,,,228932289259.75,,,120702821769.25,,182442633913.0,,199766144949.75,,,,,,101880878125.0,,,7084639525.0,445055801042.0,,1630094050.0,,,673988090301.75,,,126717000.0,,,0.0,303145455682.25,,,,,,1630094050.0,1630094050.0,,,,,,19850156814.25,,12.537931,,22991849616.0,,,126717000.0,,,,370796866594.25,,,40030094194.0,,66144200875.0,,0.0,0.0,,,,,-125391850.0,20317241455.5,35736677250.0,,159450784297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,29108635094.0,,,,,121371169901.87,,,,,237126740918.62,,0.0,,,,63389275758.41,,,63389275758.41,,10403899720.2,,,3830083565.0,,,,,,,-308412256230.4,,176043175466.34,,,,0.0,,545538997149.02,,,,,,,,49649721442.51,173745125327.34,,,31039693589.59,,48.743733,,9818941503.0,,,,,,,,,,,,,,,,,,29108635094.0,,,,,,194328690784.48,,,91093314752.3,,238199860695.65,,225784818914.41,,,,,,103551532021.0,,,7869080779.0,534541086286.83,,6197771587.0,,,728869777071.31,,,126717000.0,,,0.0,329293175447.95,,,,,,6197771587.0,6197771587.0,,,,,,62772980493.86,,48.743733,,18537604454.6,,,126717000.0,,,,399529944241.75,,,45954735370.53,,66573816148.0,,0.0,0.0,,,,,-835654596.0,22211699161.68,36977715873.0,,219662256241.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,89547917675.58,0.0,21283768580.97,,111263714017.26,12213527169.2,,111263714017.26,57614011660.1,,17325181686.89,1430895073.3,217410441935.26,180313945061.95,0.0,98713813209.62,-4102445455.71,0.0,57614011660.1,541245866909.65,217410441935.26,13868473174.99,111677461537.04,34673496222.33,517961663436.28,,18773325564.42,,15095175086.67,,7524124225.52,,100509583195.63,-300551221501.02,,212571710957.13,,,-182679444060.82,89547917675.58,,517961663436.28,33188367345.42,,1446794442.17,40277594018.2,,,-300551221501.02,32516853798.94,46252478329.4,,,31523463188.35,,,31523463188.35,30676476762.75,5972240557.08,,59970257519.55,,,-42783872923.96,-22615994619.54,,-961403168553.59,,218863184824.2,,301613349718.73,32516853798.94,481927294780.68,55826833874.98,,29083872415.5,126712333.0,,43745538485.11,66931923056.04,57725049333.14,148469265748.02,,,98713813209.62,,218863184824.2,,146690680163.79,10833443445.23,,-54196959.46,43745538485.11,13868473174.99,123570748862.68,,1641771308.52,27762767025.98,541245866909.65,,10782632095.9,,,689715132657.67,317576998033.82,34673496222.33,,33066754655.9,,66931923056.04,317576998033.82,,33066754655.9,46252478329.4,260.855253,124487111186.97,10782632095.9,10782632095.9,202321215295.36,,126712333.0,772813612157.51,,10833443445.23,212571710957.13,,148469265748.02,15095175086.67,124487772125.5,684732317.08,,,55850627662.06,33066754655.9,372092529865.28,,372092529865.28,27364177019.06,,74524213255.73,,-182679444060.82,57725049333.14,689715132657.67,7210839362.3,,,-3893531806.71,17325181686.89,49046535606.95,,202321215295.36,260.855253,146690680163.79,27364177019.06,,,1446794442.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,26281208800.0,,,17082785720.0,,109724046740.0,,,,1314060440.0,211563730840.0,,0.0,,,,47306175840.0,,,47306175840.0,,13797634620.0,,,,,,,,,,-308804203400.0,,222733244580.0,,,,0.0,,520367934240.0,,,,,,,,31537450560.0,225361365460.0,,,21681997260.0,,124.703022,,11826543960.0,,,,,,,,,,,,,,,,,,25624178580.0,,,,,,127463862680.0,,,67017082440.0,,217477002820.0,,161629434120.0,,,,,,106438895640.0,,,9855453300.0,544021022160.0,,15768725280.0,,,671484884840.0,,,126717000.0,,,0.0,284494085260.0,,,,,,15768725280.0,15768725280.0,,,,,,13797634620.0,,124.703022,,19053876380.0,,,126717000.0,,,,386990799580.0,,,51248357160.0,,70302233540.0,,0.0,0.0,,,,,8541392860.0,15111695060.0,36136662100.0,,198423126440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,22948539570.0,,,6954102900.0,,112656466980.0,,,,2086230870.0,210709317870.0,,0.0,,,,51460361460.0,,,51460361460.0,,6258692610.0,,,695410290.0,,,,,,,-328233656880.0,,221835882510.0,,,,0.0,,538942974750.0,,,,,,,,68845618710.0,177329623950.0,,,18080667540.0,,38.595271,,9040333770.0,,,,,,,,,,,,,,,,,,22948539570.0,,,,,,114742697850.0,,,93184978860.0,,214186369320.0,,175243393080.0,,,,,,86230875960.0,,,6954102900.0,545201667360.0,,4867872030.0,,,659944365210.0,,,126717000.0,,,0.0,307371348180.0,,,,,,4867872030.0,4867872030.0,,,,,,15994436670.0,,38.595271,,18080667540.0,,,126717000.0,,,,352573017030.0,,,33379693920.0,,56328233490.0,,0.0,0.0,,,,,2781641160.0,13908205800.0,29902642470.0,,196105701780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,20895522480.0,,,10447761240.0,,120895522920.0,,,,5223880620.0,214925374080.0,,0.0,,,,30597015060.0,,,30597015060.0,,4477611960.0,,,,,,,,,,-355970150820.0,,234328359240.0,,,,0.0,,570895524900.0,,,,,,,,41044776300.0,180597015720.0,,,23880597120.0,,33.20597,,9701492580.0,,,,,,,,,,,,,,,,,,21641791140.0,,,,,,91791045180.0,,,69402985380.0,,221641792020.0,,190298508300.0,,,,,,85074627240.0,,,7462686600.0,570149256240.0,,5223880620.0,,,661940301420.0,,,126717000.0,,,0.0,291044777400.0,,,,,,5223880620.0,5223880620.0,,,,,,9701492580.0,,33.20597,,17910447840.0,,,126717000.0,,,,370895524020.0,,,33582089700.0,,56716418160.0,,0.0,0.0,,,,,5223880620.0,17910447840.0,28358209080.0,,203731344180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,98305476172.8,0.0,20673437885.1,,114500721239.7,7944567642.9,,114500721239.7,49624640106.9,,17811239314.2,-450180634.5,207349425041.1,136075649340.3,0.0,87620317598.7,3668587921.2,0.0,49624640106.9,547253606026.8,207349425041.1,24085014573.0,90454611566.1,17035302709.5,556913548455.6,,18708471462.9,,15635446792.2,,-2628242092.8,,59456772738.6,-349564123414.5,,225403459746.0,,,-38226225043.8,98305476172.8,,556913548455.6,20201008782.9,,1929394825.8,41526657342.9,,,-349564123414.5,29396253802.2,59566282825.8,,,26727665887.8,,,26727665887.8,19665104080.8,0.0,,-63753602739.0,,,-9832132631.7,-23840778260.1,,-52827810157.5,,213833574941.1,,262166428295.7,29396253802.2,398242077636.0,41521614115.2,,20673437885.1,126712333.0,,25539625533.9,74464697912.7,49624640106.9,123374640608.4,,,87620317598.7,,213833574941.1,,125035303443.9,9239913607.5,,11627521692.9,25539625533.9,24085014573.0,107197300236.0,,3602305.5,17641016995.2,547253606026.8,,8394748277.4,,,670628246635.2,301453892539.8,17035302709.5,,33021614057.4,,74464697912.7,301453892539.8,,33021614057.4,59566282825.8,271.002884,94554035225.1,8394748277.4,8394748277.4,196268733323.1,-58780259765.7,126712333.0,37806196222.5,,9239913607.5,225403459746.0,,123374640608.4,15635446792.2,94554035225.1,-1440922.2,,,48932997450.9,33021614057.4,369124642279.5,,369124642279.5,25780980002.4,,68882845355.7,14461095199.2,-38226225043.8,49624640106.9,670628246635.2,8505043285.5,,,-13495591258.8,17811239314.2,38314454880.3,,196268733323.1,271.002884,125035303443.9,25780980002.4,14461095199.2,,1929394825.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,22512708710.0,,,9440813330.0,,114015976370.0,,,,1452432820.0,205519244030.0,,0.0,,,,48656499470.0,,,48656499470.0,,15976761020.0,,,,,,,,,,-362381988590.0,,230936818380.0,,,,0.0,,567901232620.0,,,,,,,,45025417420.0,246913579400.0,,,25417574350.0,,60.636165,,13071895380.0,,,,,,,,,,,,,,,,,,23238925120.0,,,,,,132171386620.0,,,86419752790.0,,214960057360.0,,134350035850.0,,,,,,104575163040.0,,,10893246150.0,550472038780.0,,7988380510.0,,,682643425400.0,,,126717000.0,,,0.0,301379810150.0,,,,,,7988380510.0,7988380510.0,,,,,,15250544610.0,,60.636165,,19607843070.0,,,126717000.0,,,,381263615250.0,,,37763253320.0,,71169208180.0,,0.0,0.0,,,,,726216410.0,30501089220.0,33405954860.0,,195352214290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,23792862040.0,,,,,74877536420.0,,,,699790060.0,135759271640.0,,0.0,,,,32890132820.0,,,32890132820.0,,18894331620.0,,,,,,,,,,-252624211660.0,,125962210800.0,,,,0.0,,388383483300.0,,,,,,,,23093071980.0,230930719800.0,,,14695591260.0,,0.0,,6298110540.0,,,,,,,,,,,,,,,,,,23093071980.0,,,,,,99370188520.0,,,56682994860.0,,148355492720.0,,,,,,,,92372287920.0,,,4198740360.0,336599018860.0,,,,,435969207380.0,,,126717000.0,,,0.0,205038487580.0,,,,,,,,,,,,,23093071980.0,,0.0,,15395381320.0,,,126717000.0,,,,230930719800.0,,,21693491860.0,,64380685520.0,,0.0,0.0,,,,,-2799160240.0,21693491860.0,27991602400.0,,132960111400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,23102310350.0,,,2640264040.0,,99669967510.0,,,,1980198030.0,186138614820.0,,0.0,,,,58085808880.0,,,58085808880.0,,26402640400.0,,,,,,,,,,-353135315350.0,,182838284770.0,,,,0.0,,539273930170.0,,,,,,,,34983498530.0,194719472950.0,,,19801980300.0,,7.390099,,11221122170.0,,,,,,,,,,,,,,,,,,23102310350.0,,,,,,135973598060.0,,,81188119230.0,,205280529110.0,,123432343870.0,,,,,,92409241400.0,,,9240924140.0,468646867100.0,,660066010.0,,,604620465160.0,,,126717000.0,,,0.0,286468648340.0,,,,,,660066010.0,660066010.0,,,,,,15181518230.0,,7.390099,,22442244340.0,,,126717000.0,,,,318151816820.0,,,36963696560.0,,60066006910.0,,0.0,0.0,,,,,-8580858130.0,25742574390.0,32343234490.0,,182838284770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,66690249585.36,0.0,24617380968.0,,87979191283.92,4225689894.64,,87979191283.92,41042211580.56,,19690249668.08,-2950883576.64,169085612068.64,139643876091.92,0.0,91529726354.96,-35196194944.0,0.0,41042211580.56,457608798243.36,169085612068.64,9346016630.4,87793697824.08,20269322199.76,505296669740.88,,,,18087990455.68,,-3401902491.04,,50121284097.28,-336211057672.24,,200543994890.8,,,-17805588553.68,66690249585.36,,505296669740.88,19980380464.24,,1335909629.04,16766944084.64,,,-336211057672.24,27742568322.16,,,,28666468439.44,,,28666468439.44,24615103176.16,0.0,,-53812128323.84,,,-9079667047.04,-25343043950.64,,-142805588333.68,,190913792767.44,,247212246889.52,27742568322.16,386856122981.44,47699762103.92,,24617975498.32,126712333.0,,31696194950.16,41347205634.72,41041617050.24,127817478966.48,,,91529726354.96,,190913792767.44,,116565992660.48,12254458955.84,,-17228894143.28,31696194950.16,9346016630.4,106328068731.44,,4161712.24,23277319733.92,457608798243.36,,7173600819.68,,,585426277209.84,282443519122.4,20269322199.76,,15754458949.68,,41347205634.72,282443519122.4,,15754458949.68,,119.714625,91944113988.0,7173600819.68,7173600819.68,171489892682.72,-51009512395.36,126712333.0,149410225658.56,,12254458955.84,200543994890.8,,127817478966.48,18087990455.68,91944708518.32,28070749058.8,,,40093935720.16,15754458949.68,302934601131.52,,302934601131.52,40928656289.44,,58433368029.52,14851367393.6,-17805588553.68,41041617050.24,585426277209.84,1009512483.36,,,-23315006764.0,19690249668.08,47894700701.92,,171489892682.72,119.714625,116565992660.48,40928656289.44,14851367393.6,,1335909629.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,25402726290.0,,,14869888560.0,,87980173980.0,,,,1858736070.0,171623297130.0,,0.0,,,,51425031270.0,,,51425031270.0,,27881041050.0,,,4956629520.0,,,,,,,-350681538540.0,,195167287350.0,,,,0.0,,522304835670.0,,,,,,,,35315985330.0,185873607000.0,,,32218091880.0,,102.973978,,18587360700.0,,,,,,,,,,,,,,,,,,25402726290.0,,,,,,151177200360.0,,,95415118260.0,,190210657830.0,,134448575730.0,,,,,,109045849440.0,,,16728624630.0,454770758460.0,,13011152490.0,,,605947958820.0,,,126717000.0,,,0.0,285625776090.0,,,,,,13011152490.0,13011152490.0,,,,,,41511772230.0,,102.973978,,19826518080.0,,,126717000.0,,,,320322182730.0,,,39033457470.0,,66914498520.0,,0.0,0.0,,,,,4337050830.0,19206939390.0,42131350920.0,,170384139750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.199236,,42994271338.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42994271338.56,,,42994271338.56,,,4392743493.24,,,,,,60010783.0,,,,,,,,,,4392743493.24,4392743493.24,,,,,,,,73.199236,,,,,60010783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,25250000000.0,,,6125000000.0,,95881875000.0,,,,-250000000.0,169100000000.0,,,,,,24761875000.0,,,24761875000.0,,39225625000.0,,,,,,,,,,-376858125000.0,,236009375000.0,,,,,,545958125000.0,,,,,,,,40881875000.0,151126250000.0,,,32011250000.0,,49.99875,,14500000000.0,,,,,,,,,,,,,,,,,,25250000000.0,,,,,,100865000000.0,,,112118750000.0,,191433750000.0,,147125000000.0,,,,,,101750000000.0,,,12687500000.0,500991250000.0,,6375000000.0,,,601856250000.0,,,126717000.0,,,,303552500000.0,,,,,,6375000000.0,6375000000.0,,,,,,14147500000.0,,49.99875,,20618750000.0,,,126717000.0,,,,298251250000.0,,,37136250000.0,,63812500000.0,,,,,,,,-9500000000.0,24819375000.0,37937500000.0,,170815000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,70015556115.68,0.0,21962778552.48,,83703334002.96,16934444795.92,,83703334002.96,37324444743.04,,20637222387.32,1616944475.88,153029445668.68,159478890164.72,0.0,105982223070.08,-15957222349.88,0.0,37324444743.04,445669448009.8,153029445668.68,13773333443.52,102268889707.04,33373889155.88,504070559588.12,,14191111263.64,,24612777974.68,,-2102222239.04,,41903889224.12,-351041113919.44,,208936668338.16,,,-37445555855.12,70015556115.68,,504070559588.12,19066111263.64,,377777780.8,43934444795.92,,,-351041113919.44,33504444712.48,2978888912.72,,,38651111420.32,,,38651111420.32,24175556111.96,8888888.96,,-43628333682.36,,,-14870555674.52,-32977222486.04,,-27668889110.24,,181725001453.8,,252666113132.44,33504444712.48,412145003297.16,62641111612.24,,21962778552.48,126712333.0,,23551111299.52,37038333629.64,27033333549.6,131807223276.68,,,105982223070.08,,181725001453.8,,96453334104.96,14608333450.2,,-24714444642.16,23551111299.52,13773333443.52,106395003297.16,,0.0,23016111612.24,445669448009.8,,15377778097.8,,,577476671286.48,287707224523.88,33373889155.88,,40002778097.8,,37038333629.64,287707224523.88,,40002778097.8,2978888912.72,316.810003,96837778552.48,15377778097.8,15377778097.8,156734445698.32,-45578333697.96,126712333.0,22348333512.12,,14608333450.2,208936668338.16,,131807223276.68,24612777974.68,96837778552.48,15099444565.24,,,39627778094.8,40002778097.8,289717780095.52,,289717780095.52,31096111359.88,,61416113132.44,317777780.32,-37445555855.12,27033333549.6,577476671286.48,3929444475.88,,,-13894722349.88,20637222387.32,44978890164.72,,156734445698.32,316.810003,96453334104.96,31096111359.88,317777780.32,,377777780.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,28812940974.78,,,16190588121.96,,86841764097.99,,,,1960588221.57,151588822468.29,,27048823340.07,,,0.0,70097058332.85,,,16215294004.14,,39397646783.04,,-6475882307.61,10775294042.22,,,,,-13529411.67,,-369257644474.02,-10294117575.0,194326469227.95,29602352733.96,,,25665293937.99,,520846466942.31,,,,,8148823472.37,,,32014117422.96,20793529266.21,,,24937646884.26,29088823325.79,112.351764,,30275882141.01,,,,,,,,,,,,,,,,,,28812940974.78,,,,,,161634116515.62,-3445294093.53,,96430587560.28,9849411695.76,186047645756.49,,99192352246.83,,-6562941130.53,,53881764328.71,,126041175588.3,-11597058742.35,,20426470445.25,432757055794.23,,14229999900.39,,,594391172309.85,,,126716667.0,,,19189411630.38,282478233316.77,,,,,,14229999900.39,14229999900.39,,,,,,18822352809.42,,112.351764,,28216470390.72,,,126716667.0,,,,311912938993.08,,,24223529242.2,0.0,76801764168.27,,12198235208.73,56137058430.57,,,,,4009411736.64,21089999852.37,49239411420.03,618235289.79,157831175365.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
