,annualDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,trailingPurchaseOfBusiness,annualStockholdersEquity,annualPurchaseOfInvestment,annualAccountsReceivable,annualPurchaseOfBusiness,annualDepreciationAndAmortization,quarterlyLongTermDebt,annualInvestingCashFlow,quarterlyOtherNonCurrentAssets,annualInventory,annualGoodwill,quarterlyNetPPE,quarterlyInventory,trailingPretaxIncome,annualChangeInInventory,quarterlyAccountsReceivable,annualStockBasedCompensation,trailingNetIncome,annualOperatingCashFlow,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualBasicAverageShares,quarterlyOtherCurrentLiabilities,annualCurrentLiabilities,annualNetPPE,annualChangeInWorkingCapital,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,trailingChangeInWorkingCapital,annualOperatingIncome,quarterlyOtherIntangibleAssets,annualTotalRevenue,annualCapitalStock,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,annualOtherCurrentLiabilities,trailingGrossProfit,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,trailingEndCashPosition,trailingInterestExpense,annualBasicEPS,annualPretaxIncome,annualEndCashPosition,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCashAndCashEquivalents,trailingOperatingIncome,quarterlyCurrentDebt,trailingCapitalExpenditure,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingInvestingCashFlow,annualAccumulatedDepreciation,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyGrossPPE,trailingOperatingExpense,annualNetIncomeContinuousOperations,annualBeginningCashPosition,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualCapitalExpenditure,annualCashAndCashEquivalents,annualNetOtherFinancingCharges,trailingCostOfRevenue,trailingBeginningCashPosition,annualInterestExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualOtherNonCurrentAssets,annualNetIncomeCommonStockholders,annualEbitda,quarterlyRetainedEarnings,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyCurrentAssets,annualCommonStockIssuance,annualFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCostOfRevenue,trailingNetIncomeCommonStockholders,trailingOperatingCashFlow,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyAccumulatedDepreciation,annualTotalAssets,trailingTaxProvision,quarterlyOtherCurrentAssets,annualNetIncome,annualTaxProvision,annualDilutedAverageShares,annualCashDividendsPaid,annualLongTermDebt,annualCurrentDebt,annualOtherCurrentAssets,annualOtherNonCashItems,annualTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,trailingSaleOfInvestment,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingCashDividendsPaid,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
1293753600,0.1715,73013000.0,,,8021882000.0,-100000000.0,9908179000.0,-134475000.0,524715000.0,3045324000.0,-1345602000.0,-2391000.0,986595000.0,6222000.0,5796750000.0,986595000.0,,-343225000.0,9908179000.0,273437000.0,,1982501000.0,100000000.0,,7362781505.0,0.0,11813288000.0,5796750000.0,-720945000.0,3699704000.0,4493075000.0,,2152410000.0,1448593000.0,20099388000.0,139279000.0,294297000.0,-1756654000.0,0.0,,624286000.0,-95443000.0,,,0.1859,1900323000.0,4393075000.0,,8619266000.0,24303599000.0,4393075000.0,,1096669000.0,,139279000.0,,7023915000.0,4493075000.0,10543028000.0,,-1227165000.0,10543028000.0,15225922000.0,,7023915000.0,,1549711000.0,4498155000.0,,1547294000.0,-2044623000.0,4393075000.0,0.0,,,,3412634000.0,,15684333000.0,-2391000.0,1368437000.0,2677125000.0,3665815000.0,100000000.0,1448593000.0,15225922000.0,11813288000.0,,15684333000.0,259874000.0,-62122000.0,3412634000.0,16399684000.0,,,,6222000.0,73013000.0,8021882000.0,3665815000.0,-1227165000.0,24303599000.0,,260311000.0,1368437000.0,350612000.0,8511197705.0,-148352000.0,3045324000.0,1096669000.0,260311000.0,191690000.0,8619266000.0,294297000.0,2112967000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,,,,,,2234523000.0,,-1062000.0,,,6380064000.0,1325600000.0,,,8215565000.0,,,,12162000.0,,,0.0,,,,,,,,1864070000.0,,,,,,,,,,,,,,,9832044000.0,24177430000.0,4442608000.0,,2153682000.0,,139497000.0,,,4454770000.0,,,,9508921000.0,14138707000.0,,,,,,,,,,,,,,,,,,,,4433425000.0,,,,11814623000.0,,14345386000.0,,,2324084000.0,,,,,6222000.0,89561000.0,8889682000.0,,,,,310312000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,0.192,92194000.0,851620000.0,,9582200000.0,-753810000.0,12214473000.0,-1091019000.0,641910000.0,1526760000.0,-2953250000.0,3527000.0,1357506000.0,6222000.0,6795825000.0,1357506000.0,,-363179000.0,12214473000.0,137150000.0,,1207940000.0,0.0,,7440755450.0,2531639000.0,14984763000.0,6795825000.0,-1646866000.0,3820111000.0,3030391000.0,,2401763000.0,2221745000.0,20964931000.0,139573000.0,842926000.0,-1227168000.0,2531639000.0,,-119277000.0,-1352484000.0,,,0.2072,2183208000.0,3030391000.0,,10590722000.0,27596758000.0,3030391000.0,,,,139573000.0,,8449985000.0,3030391000.0,12114356000.0,,-1654160000.0,12114356000.0,17446643000.0,,8449985000.0,,1715849000.0,4393075000.0,,1418348000.0,-2188574000.0,3030391000.0,0.0,,,,2461880000.0,,17006036000.0,3527000.0,1543437000.0,3043673000.0,,0.0,2221745000.0,17446643000.0,14984763000.0,,17006036000.0,13850000.0,-980634000.0,2461880000.0,17144820000.0,,,,6222000.0,92194000.0,9582200000.0,,-1654160000.0,27596758000.0,,365975000.0,1543437000.0,467359000.0,7450443245.0,-170416000.0,1526760000.0,,365975000.0,166450000.0,10590722000.0,842926000.0,2322317000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,,,,,,,2372883000.0,,-1007000.0,,,6904556000.0,1806427000.0,,,11486957000.0,,,,,,,0.0,,,,,,,,2466771000.0,,,,,,,,,,,,,,,11039885000.0,27900842000.0,3180544000.0,,2519504000.0,,139866000.0,,,3180544000.0,,,,11914378000.0,17042875000.0,,,,,,,,,,,,,,,,,,,,,,,,14566670000.0,,16860957000.0,,,2476205000.0,,,,,6222000.0,103322000.0,10520622000.0,,,,,348365000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,0.2634,109037000.0,181175000.0,,12886657000.0,-180814000.0,2573057000.0,-356648000.0,860096000.0,1373649000.0,-2071037000.0,0.0,1822287000.0,6222000.0,8468768000.0,1822287000.0,,-464781000.0,2573057000.0,78789000.0,,4437599000.0,12676000.0,,7541269744.0,223467000.0,16693116000.0,8468768000.0,1502666000.0,4558821000.0,4201538000.0,,2666617000.0,2814497000.0,24627913000.0,152557000.0,0.0,-3923892000.0,223467000.0,,40242000.0,1160392000.0,,,0.2705,2529077000.0,4188862000.0,,11524874000.0,31379826000.0,4188862000.0,,1378933000.0,,152557000.0,,10684328000.0,4201538000.0,9814838000.0,,-2215560000.0,9814838000.0,18175802000.0,,10684328000.0,,2049786000.0,3030391000.0,,1892204000.0,-1922123000.0,4188862000.0,617735000.0,,,236761000.0,1482686000.0,,19854952000.0,0.0,2039969000.0,3625934000.0,6942228000.0,12676000.0,2814497000.0,18175802000.0,16693116000.0,,19854952000.0,617735000.0,2515476000.0,1482686000.0,20069092000.0,,,,6222000.0,109037000.0,12886657000.0,6942228000.0,-2215560000.0,31379826000.0,,151460000.0,2039969000.0,479291000.0,8099202678.0,-170362000.0,1373649000.0,1378933000.0,151460000.0,194605000.0,11524874000.0,0.0,2802322000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,,,,,,1261920000.0,,0.0,,,8342227000.0,1946164000.0,,,2984845000.0,,,,13407000.0,,,554891000.0,,,,,,,,3003183000.0,,,,,,,,,,,,,,,12137141000.0,30888226000.0,5719397000.0,,792635000.0,,152789000.0,,,5732804000.0,,,,10121216000.0,16730825000.0,,8342227000.0,,,,,,,,,,,,,,,,,,8072943000.0,,,,15345391000.0,,18751085000.0,,,1385434000.0,,,,,6222000.0,123514000.0,13999572000.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,0.3042,132516000.0,0.0,,16068024000.0,-10800000.0,3791927000.0,-537333000.0,1077995000.0,0.0,-865369000.0,0.0,1783692000.0,6222000.0,7374624000.0,1783692000.0,,-48628000.0,3791927000.0,87063000.0,,3561569000.0,13114000.0,,8391650767.0,467598000.0,17237101000.0,7374624000.0,-448891000.0,5765667000.0,5490861000.0,,3222277000.0,3220043000.0,28707571000.0,161346000.0,0.0,-1777868000.0,467598000.0,,208064000.0,1330289000.0,,,0.3174,3304182000.0,5477747000.0,,11347961000.0,33599308000.0,5477747000.0,,965565000.0,,161346000.0,,9964668000.0,5490861000.0,11222441000.0,,-2590044000.0,11222441000.0,17369617000.0,,9964668000.0,,2680248000.0,4188862000.0,,2543390000.0,-2021952000.0,5477747000.0,-98051000.0,,,99237000.0,132516000.0,,22251347000.0,0.0,2663136000.0,4481414000.0,9349957000.0,13114000.0,3220043000.0,17369617000.0,17237101000.0,,22251347000.0,-87372000.0,1539617000.0,132516000.0,22941904000.0,,,,6222000.0,132516000.0,16068024000.0,9349957000.0,-2590044000.0,33599308000.0,,249996000.0,2663136000.0,623934000.0,8801446540.0,-263585000.0,0.0,965565000.0,249996000.0,39974000.0,11347961000.0,0.0,3387355000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,,,,,,,,0.0,,,6563063000.0,1878350000.0,,,4804642000.0,,,,13527000.0,,,876498000.0,,,,,,,,3555708000.0,,,,,,,,,,,,,,,11411558000.0,31939225000.0,6338595000.0,,796479000.0,,161346000.0,,,6352122000.0,,,,9045377000.0,14839441000.0,,6563063000.0,,,,,,,,,,,,,,,,,,10153373000.0,,,,14697956000.0,,20527667000.0,,,141485000.0,,,,,6222000.0,141485000.0,16925929000.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,0.1625,148735000.0,,,17287996000.0,-16120000.0,3595144000.0,-245000.0,873546000.0,1820138000.0,-1467907000.0,0.0,1619505000.0,6222000.0,6991991000.0,1619505000.0,,97644000.0,3595144000.0,59850000.0,,2032961000.0,15294000.0,,8801446540.0,1164773000.0,17844927000.0,6991991000.0,-960328000.0,3962635000.0,7218470000.0,,1841002000.0,4208230000.0,21738358000.0,161346000.0,0.0,-965642000.0,1164773000.0,,482288000.0,1737309000.0,,,0.1625,1943305000.0,7203176000.0,,11977051000.0,37280150000.0,7203176000.0,,691616000.0,,161346000.0,,9469290000.0,7218470000.0,11118883000.0,,-2477299000.0,11118883000.0,19813800000.0,,9469290000.0,,1449128000.0,5477747000.0,,2121633000.0,-2420605000.0,7203176000.0,0.0,,,81329000.0,1968873000.0,,25303099000.0,0.0,1430588000.0,2898180000.0,10495180000.0,15294000.0,4208230000.0,19813800000.0,17844927000.0,,25303099000.0,0.0,-387644000.0,1968873000.0,17775723000.0,,,,6222000.0,148735000.0,17287996000.0,10495180000.0,-2477299000.0,37280150000.0,,477949000.0,1430588000.0,494177000.0,8801446540.0,-319845000.0,1820138000.0,691616000.0,477949000.0,23704000.0,11977051000.0,0.0,3022890000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,,,,,,1807372000.0,,-203636000.0,,,8950096000.0,1507085000.0,,,3227036000.0,,,,16796000.0,,,1620753000.0,,,,,,,,4565706000.0,,,,,,,,,,,,,,,15493915000.0,39886782000.0,7822502000.0,,300000000.0,,161351000.0,,,7839298000.0,,,,11757467000.0,21140552000.0,,8950096000.0,,,,,,,,,,,,,,,,,,11747536000.0,,,,19170874000.0,,24392867000.0,,,1969678000.0,,,,,2584000.0,162306000.0,18543705000.0,,,,,301899000.0,,,,,,,,,,-203636000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,0.2566,174827000.0,16120000.0,,19523816000.0,-9500000.0,1593136000.0,-1856976000.0,1142678000.0,1928856000.0,-4534384000.0,0.0,1226169000.0,2584000.0,9572140000.0,1226169000.0,,515161000.0,1593136000.0,61875000.0,,7408826000.0,17118000.0,,8801663773.0,2737519000.0,20449254000.0,9572140000.0,3469668000.0,5470653000.0,9184044000.0,,2636883000.0,5260241000.0,30138256000.0,161354000.0,0.0,-691616000.0,2737519000.0,,244595000.0,1943647000.0,,,0.2568,2874805000.0,9166926000.0,,16944608000.0,42292460000.0,9166926000.0,,0.0,,161354000.0,,12233980000.0,9184044000.0,11204905000.0,,-2661840000.0,11204905000.0,22552937000.0,,12233980000.0,,2288662000.0,7203176000.0,,2833770000.0,-3708677000.0,9166926000.0,8931000.0,,,103349000.0,2103683000.0,,25347852000.0,0.0,2260529000.0,4120832000.0,12602567000.0,17118000.0,5260241000.0,22552937000.0,20449254000.0,,25347852000.0,1735000.0,3700149000.0,2103683000.0,24667603000.0,,,,2584000.0,174827000.0,19523816000.0,12602567000.0,-2661840000.0,42292460000.0,,599453000.0,2260529000.0,586143000.0,8809512286.0,-173829000.0,1928856000.0,0.0,599453000.0,6440000.0,16944608000.0,0.0,3743535000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,,,,,,1976503000.0,,0.0,,,10363174000.0,1274613000.0,,,1750787000.0,,,,16931000.0,,,3176326000.0,,,,,,,,5975546000.0,,,,,,,,,,,,,,,18511168000.0,44974733000.0,11225068000.0,,325500000.0,,161362000.0,,,11241999000.0,,,,12495802000.0,23605182000.0,,10363174000.0,,,,,,,,,,,,,,,,,,14251461000.0,,,,21433347000.0,,26463565000.0,,,2171835000.0,,,,,2584000.0,195332000.0,21132654000.0,,,,,385036000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,0.5733,198072000.0,17609000.0,,24437227000.0,0.0,1237360000.0,-1383779000.0,1654261000.0,2068316000.0,-2557469000.0,0.0,3065807000.0,6916000.0,12653208000.0,3065807000.0,,-1847667000.0,1237360000.0,42192000.0,,8337759000.0,0.0,,8820613787.0,1572863000.0,40630199000.0,12653208000.0,1538059000.0,9841717000.0,15045493000.0,,5601203000.0,6461809000.0,53721576000.0,162708000.0,0.0,-162750000.0,1572863000.0,,758872000.0,5809748000.0,,,0.5796,6203943000.0,15045493000.0,,20333835000.0,67582836000.0,15045493000.0,,174375000.0,,162708000.0,,15981921000.0,15045493000.0,23140804000.0,,-3328713000.0,23140804000.0,42896587000.0,,15981921000.0,,5170188000.0,9166926000.0,,4240514000.0,-3244025000.0,15045493000.0,273482000.0,,,115534000.0,2266388000.0,,47249001000.0,0.0,5112398000.0,7973738000.0,17386423000.0,0.0,6461809000.0,42896587000.0,40630199000.0,,47249001000.0,273482000.0,5093734000.0,2266388000.0,43879859000.0,,,,6916000.0,198072000.0,24437227000.0,17386423000.0,-3328713000.0,67582836000.0,,39304000.0,5112398000.0,1033755000.0,8917049937.0,-280959000.0,2068316000.0,174375000.0,39304000.0,30105000.0,20333835000.0,0.0,5062628000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,,,,,,2018890000.0,,0.0,,,13671744000.0,5089141000.0,,,1695887000.0,,,,,,,1899697000.0,,,,,,,,7555420000.0,,,,,,,,,,,,,,,22470028000.0,67774249000.0,20774436000.0,,0.0,,163639000.0,,,20774436000.0,,,,22271296000.0,39457480000.0,,13671744000.0,,,,,,,,,,,,,,,,,,20765594000.0,,,,37212648000.0,,45304221000.0,,,2244832000.0,,,,,6916000.0,225942000.0,28024867000.0,,,,,13406000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,1.16,267971000.0,129000.0,,34467047000.0,,700701000.0,-5516765000.0,1938008000.0,0.0,-11911147000.0,,6027312000.0,16079000.0,16176852000.0,6027312000.0,,-2870040000.0,700701000.0,27724000.0,,11993502000.0,,,8932151751.0,3379500000.0,49901947000.0,16176852000.0,-510323000.0,17981381000.0,13414638000.0,,12053400000.0,10551773000.0,92760718000.0,164286000.0,,-2207911000.0,3379500000.0,,3261000.0,-1602243000.0,,,1.19,12773961000.0,13414638000.0,,31972569000.0,84980752000.0,13414638000.0,,1296460000.0,,164286000.0,,20049673000.0,13414638000.0,31638845000.0,,-3872821000.0,31638845000.0,50169918000.0,,20049673000.0,,10735389000.0,15045493000.0,,5927981000.0,-7641646000.0,13414638000.0,,,,110275000.0,267971000.0,,53008183000.0,,10633715000.0,14822244000.0,27058859000.0,,10551773000.0,50169918000.0,49901947000.0,,53008183000.0,313857000.0,4351856000.0,267971000.0,74779337000.0,,,,16079000.0,267971000.0,34467047000.0,27058859000.0,-3872821000.0,84980752000.0,,,10633715000.0,2038572000.0,9155568487.0,-960054000.0,0.0,1296460000.0,,35233000.0,31972569000.0,,6978526000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,,,,,1969522000.0,,,,,18703563000.0,6505599000.0,,,1274390000.0,,,,,,,3836012000.0,,,,,,,,12079748000.0,,,,,,,,,,,,,,,37388048000.0,89274699000.0,16171425000.0,,1323686000.0,,164402000.0,,,16171425000.0,,,,29946128000.0,49846448000.0,,18703563000.0,,,,,,,,,,,,,,,,,,31535661000.0,,,,47560752000.0,,51886651000.0,,,2285696000.0,,,,,16079000.0,316174000.0,39018312000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,1.37,278039000.0,21650000.0,,44943977000.0,,1083691000.0,-4135931000.0,2413161000.0,2047822000.0,-11318709000.0,,4097380000.0,26414000.0,26690652000.0,4097380000.0,,2175291000.0,1083691000.0,14594000.0,,13925122000.0,,,8976494672.0,3190186000.0,43760401000.0,26690652000.0,-618956000.0,21513406000.0,15737196000.0,,14402649000.0,14993188000.0,106595133000.0,164470000.0,,0.0,3190186000.0,,16651000.0,2300058000.0,,,1.4,14958973000.0,15737196000.0,,48675500000.0,91460980000.0,15737196000.0,,1375280000.0,,164470000.0,,31427318000.0,15737196000.0,27281160000.0,,-4736666000.0,27281160000.0,46086262000.0,,31427318000.0,,12674398000.0,13414638000.0,,7110757000.0,-7523368000.0,15737196000.0,1030000.0,,,113930000.0,2325861000.0,,42785480000.0,,12553207000.0,17486064000.0,,,14993188000.0,46086262000.0,43760401000.0,,42785480000.0,35610000.0,6401754000.0,2325861000.0,85081727000.0,,,,26414000.0,278039000.0,44943977000.0,,-4736666000.0,91460980000.0,,,12553207000.0,2284575000.0,9174027477.0,-2160828000.0,2047822000.0,1375280000.0,,-78992000.0,48675500000.0,,8300433000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,-6070131000.0,,,,,,2046309000.0,,,,,26540317000.0,3547999000.0,11748217000.0,,21876385000.0,,9892659000.0,,,-25697000.0,,1713530000.0,,,,,,1598281000.0,,16188409000.0,,,,,,19145236000.0,,,13958795000.0,122515000.0,,,,100445145000.0,52083445000.0,91536361000.0,13996180000.0,11052262000.0,1373120000.0,-8080956000.0,166756000.0,-2212630000.0,,13996180000.0,,-13772216000.0,,27834080000.0,44548009000.0,,26540317000.0,8092974000.0,,,9133445000.0,,,,,81299909000.0,16171425000.0,,,9985548000.0,,,,,,,,,42196562000.0,5321920000.0,39452916000.0,,,2351447000.0,,9892659000.0,13402876000.0,456379000.0,26414000.0,270229000.0,46536333000.0,,,,1762669000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
