,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,trailingNetIncomeContinuousOperations,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyGrossPPE,annualCurrentAccruedExpenses,trailingSellingGeneralAndAdministration,trailingNetOtherFinancingCharges,annualOperatingExpense,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,annualCashAndCashEquivalents,annualCapitalExpenditure,annualInterestExpense,annualChangesInAccountReceivables,annualDilutedAverageShares,quarterlyChangeInInventory,annualCurrentAssets,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,trailingCostOfRevenue,quarterlyEndCashPosition,trailingBeginningCashPosition,trailingOperatingExpense,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,quarterlyCashDividendsPaid,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccumulatedDepreciation,annualChangeInAccountPayable,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualFreeCashFlow,quarterlyPretaxIncome,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,quarterlyStockholdersEquity,annualRetainedEarnings,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualBeginningCashPosition,annualTaxProvision,annualBasicAverageShares,annualCostOfRevenue,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyRepaymentOfDebt,annualCurrentDebt,annualTotalNonCurrentAssets,annualOtherCurrentAssets,trailingDepreciationAndAmortization,trailingTaxProvision,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualPurchaseOfBusiness,annualOtherNonCashItems,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,trailingPurchaseOfBusiness,annualStockholdersEquity,annualInvestingCashFlow,trailingStockBasedCompensation,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyInventory,trailingSaleOfInvestment,annualChangeInInventory,quarterlyDilutedAverageShares,annualDepreciationAndAmortization,annualBasicEPS,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingCashDividendsPaid,trailingOperatingCashFlow,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,quarterlyTaxProvision,annualGoodwill,annualCapitalStock,quarterlyNetPPE,annualStockBasedCompensation,trailingNetIncome,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCostOfRevenue,trailingChangeInInventory,annualNetPPE,quarterlyCurrentAccruedExpenses,annualOtherIntangibleAssets,quarterlyCommonStockIssuance,annualInventory,annualOperatingCashFlow,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyBasicEPS,annualEbitda,annualRepaymentOfDebt,quarterlyCapitalStock,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentLiabilities,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualTotalRevenue,annualDilutedEPS,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,annualPretaxIncome,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOtherIncomeExpense,annualEndCashPosition,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingInvestingCashFlow,annualAccountsPayable,quarterlyCurrentDebt,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingDilutedEPS,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
867628800,19300000.0,,257600000.0,0.08,,32300000.0,38400000.0,-9700000.0,,-1000000.0,,437600000.0,,,,,,102700000.0,,,,,,,,-10300000.0,,-35200000.0,,,0.0,,,,,,,,25200000.0,,,,,,,189090909.0,,,,-9600000.0,,,200900000.0,,18400000.0,56700000.0,,,117300000.0,13000000.0,0.0,,,295000000.0,,,7100000.0,,,,,,,1200000.0,,,,,,,,,-100000.0,,100000.0,,,,,,,,,,15600000.0,15600000.0,700000.0,56800000.0,,,195000000.0,,,10500000.0,,25000000.0,-27300000.0,-1200000.0,-35200000.0,199500000.0,1500000.0,,,,12400000.0,,2800000.0,,,410300000.0,,,,,70400000.0,,,,,0.0,,,,,-25900000.0,,0.0825,,,,,-24700000.0,,0.0,,,,,,,,,,,,,,,,15600000.0,,,,435300000.0,552600000.0,,,,,,,,,5900000.0,22300000.0,,,,1600000.0,22300000.0,,,5900000.0,,,,,,,,,,,,,,
875577600,16200000.0,,268400000.0,0.0275,,29800000.0,35700000.0,-3400000.0,,-4500000.0,,487500000.0,,,,,,104700000.0,,,,,,,,3000000.0,,-49900000.0,,,0.0,,,,,,,,22300000.0,,,,3500000.0,,,196363636.0,,,,-4200000.0,,,211700000.0,,15000000.0,56700000.0,,,130600000.0,13600000.0,100000.0,,,330100000.0,,,7500000.0,,,,,,,19600000.0,,,,,,,,,0.0,,0.0,,,,,,,,,,5400000.0,13000000.0,300000.0,53800000.0,,,196363636.0,,,14700000.0,,13500000.0,-33100000.0,28000000.0,-50000000.0,197500000.0,14200000.0,,,,14900000.0,,2000000.0,,,454400000.0,,,,,74900000.0,,,,,29700000.0,,,,,-7200000.0,,0.0275,,,,,-35300000.0,,0.0,,,,,,,,,,,,,,,,5400000.0,,,,467900000.0,598500000.0,,,,,,,,,6100000.0,15100000.0,,,,1500000.0,15100000.0,,,6100000.0,,,,,,,,,,,,,,
883526400,10800000.0,-1200000.0,303300000.0,,,21700000.0,54700000.0,10900000.0,,-3300000.0,,531300000.0,,,,48500000.0,,114600000.0,51600000.0,,8600000.0,-175200000.0,7700000.0,,195555556.0,-6400000.0,135300000.0,-43800000.0,,,0.0,,,13700000.0,-500000.0,,-6300000.0,44000000.0,17200000.0,,,226800000.0,-3200000.0,-39400000.0,,,,13100000.0,303300000.0,4200000.0,30300000.0,,226800000.0,-89500000.0,8700000.0,76500000.0,,,135300000.0,10900000.0,-100000.0,,,337600000.0,4200000.0,,4500000.0,213400000.0,57500000.0,7800000.0,193406593.0,306400000.0,44000000.0,21800000.0,640900000.0,,6100000.0,505600000.0,21800000.0,,,24400000.0,0.0,,-500000.0,,200000.0,,13400000.0,,,337600000.0,-175200000.0,,8400000.0,8400000.0,200000.0,60200000.0,,5700000.0,,24100000.0,0.2275,22500000.0,,13700000.0,-39400000.0,14900000.0,-43700000.0,213400000.0,13400000.0,,,,15700000.0,,300000.0,,,491900000.0,,,,76500000.0,92900000.0,,491900000.0,,,400000.0,60200000.0,85700000.0,,,-6400000.0,113700000.0,,89300000.0,,,,-21200000.0,,0.0,0.0,,,15700000.0,,8600000.0,420100000.0,0.225,0.0,-48800000.0,,59400000.0,,40700000.0,,8400000.0,,0.0,,505600000.0,640900000.0,2000000.0,,,,65200000.0,,,,6400000.0,8600000.0,,,531300000.0,2200000.0,8600000.0,,54700000.0,6100000.0,,,,,,,,,,,,,,
891302400,11100000.0,,357500000.0,0.0375,,22000000.0,53100000.0,-13600000.0,,4100000.0,,578100000.0,,,,,,118500000.0,,,,,,,,-5600000.0,,-47100000.0,,,0.0,,,,,,,,18100000.0,-1000000.0,,,,,,190000000.0,,,,11800000.0,,,286300000.0,,12500000.0,71200000.0,,,139900000.0,10900000.0,-200000.0,,,344200000.0,,,3900000.0,,,,,,,23200000.0,,,,,,,,,16800000.0,,-500000.0,,,,,,,,,,7600000.0,7600000.0,4700000.0,65800000.0,,,202666667.0,,,5100000.0,,29900000.0,-46200000.0,38500000.0,-46900000.0,253300000.0,16200000.0,,,,11800000.0,,4900000.0,,,531900000.0,,,,,96500000.0,,,,,,,,,,-3500000.0,,0.04,,,,,-41800000.0,,8600000.0,,,,,,,,,,,,,,,,7600000.0,,,,561800000.0,701700000.0,,,,,,,,,7000000.0,5100000.0,,,,3300000.0,5100000.0,,,6300000.0,,,,,,,,,,,,,,
899164800,16000000.0,,449000000.0,0.0375,,26500000.0,53200000.0,-24900000.0,,-5500000.0,,635800000.0,,,,,,121000000.0,,,,,,,,-27000000.0,,-58000000.0,,,0.0,,,,,,,,23300000.0,-13600000.0,,,,,,200000000.0,,,,19300000.0,,,374300000.0,,12500000.0,74700000.0,,,173800000.0,10500000.0,-400000.0,,,338200000.0,,,3200000.0,,,,,,,24300000.0,,,,,,,,,15800000.0,,-700000.0,,,,,,,,,,7500000.0,7500000.0,100000.0,92800000.0,,,200000000.0,,,-15900000.0,,30900000.0,-53300000.0,78900000.0,-57600000.0,346600000.0,11900000.0,,,,15100000.0,,5000000.0,,,582500000.0,,,,,94500000.0,,,,,,,,,,5100000.0,,0.0375,,,,,-73500000.0,,0.0,,,,,,,,,,,,,,,,7500000.0,,,,613400000.0,787200000.0,,,,,,,,,7200000.0,10200000.0,,,,3600000.0,10200000.0,,,6400000.0,,,,,,,,,,,,,,
907113600,20100000.0,,512300000.0,0.045,,34500000.0,56500000.0,-38200000.0,,3500000.0,,682300000.0,,,,,,141000000.0,,,,,,,,-23500000.0,,-47300000.0,,,0.0,,,,,,,,28600000.0,-2900000.0,,,100000.0,,,188888889.0,,,,27800000.0,,,430900000.0,,14200000.0,81400000.0,,,204000000.0,14400000.0,-800000.0,,,343800000.0,,,6000000.0,,,,,,,16800000.0,,,,,,,,,15100000.0,,-300000.0,,,,,,,,,,8500000.0,8500000.0,100000.0,116300000.0,,,188888889.0,,,-17600000.0,,31300000.0,-61500000.0,58800000.0,-46500000.0,407600000.0,8200000.0,,,,18100000.0,,5700000.0,,,620800000.0,,,,,106500000.0,,,,,0.0,,,,,-6200000.0,,0.045,,,,,-64100000.0,,0.0,,,,,,,,,,,,,,,,8500000.0,,,,652100000.0,856100000.0,,,,,,,,,8500000.0,4000000.0,,,,6000000.0,4000000.0,,,6800000.0,,,,,,,,,,,,,,
915062400,18100000.0,-18400000.0,556400000.0,,,33600000.0,34500000.0,-46800000.0,,7900000.0,,725400000.0,,,,51300000.0,,134300000.0,31700000.0,,5200000.0,-194100000.0,17500000.0,,195076923.0,-10400000.0,222700000.0,-44600000.0,,,0.0,,,28900000.0,-1400000.0,,10000000.0,31700000.0,26100000.0,-900000.0,,495800000.0,,-69500000.0,,,,-123500000.0,556400000.0,35900000.0,200000.0,,495800000.0,-245200000.0,13500000.0,60600000.0,,,222700000.0,15500000.0,-1500000.0,,,351100000.0,35900000.0,,7500000.0,477000000.0,8600000.0,20900000.0,195076923.0,398300000.0,31700000.0,24900000.0,907500000.0,,6900000.0,684800000.0,24900000.0,,,20600000.0,0.0,,100000.0,,,,18800000.0,,,351100000.0,-197000000.0,,8100000.0,8100000.0,100000.0,126700000.0,,-66500000.0,,30700000.0,0.1625,-22700000.0,,28900000.0,-69500000.0,68500000.0,-43100000.0,477000000.0,18800000.0,,,,19200000.0,,5400000.0,,,655900000.0,,,,60600000.0,100700000.0,,655900000.0,,,0.0,126700000.0,-51100000.0,,,1200000.0,116500000.0,,95900000.0,,,,-65800000.0,,0.0,0.0,,,19200000.0,,5200000.0,514800000.0,0.1625,-2900000.0,-3400000.0,,52600000.0,,244700000.0,,8100000.0,,0.0,,684800000.0,907500000.0,5000000.0,,,,65200000.0,,,,8000000.0,5200000.0,,,725400000.0,4600000.0,5200000.0,,34500000.0,6900000.0,,,,,,,,,,,,,,
922838400,10300000.0,,591900000.0,0.015,,26600000.0,49300000.0,24600000.0,,-2600000.0,,773300000.0,,,,,,117500000.0,,,,,,,,7700000.0,,-48000000.0,,,0.0,,,,,,,,18500000.0,,,,-100000.0,,,200000000.0,,,,38800000.0,,,517800000.0,,5000000.0,74100000.0,,,220300000.0,16300000.0,-100000.0,,,354100000.0,,,8100000.0,,,,,,,24500000.0,,,,,,,,,0.0,,-100000.0,,,,,,,,,,3000000.0,3000000.0,300000.0,119100000.0,,,200000000.0,,,33100000.0,,30000000.0,-77600000.0,20600000.0,-47900000.0,497500000.0,20300000.0,,,,17800000.0,,2000000.0,,,695700000.0,,,,,90900000.0,,,,,100000.0,,,,,5700000.0,,0.015,,,,,-14800000.0,,5200000.0,,,,,,,,,,,,,,,,3000000.0,,,,725700000.0,946000000.0,,,,,,,,,8200000.0,10900000.0,,,,5600000.0,10900000.0,,,7000000.0,,,,,,,,,,,,,,
930700800,28000000.0,,588200000.0,0.0625,,49100000.0,41600000.0,-11100000.0,,10000000.0,,801500000.0,,,,,,166700000.0,,,,,,,,3800000.0,,-25900000.0,,,0.0,,,,,,,,38200000.0,,,,200000.0,,,193600000.0,,,,51000000.0,,,520500000.0,,20200000.0,67700000.0,,,213000000.0,21100000.0,2300000.0,,,366300000.0,,,10900000.0,,,,,,,19900000.0,,,,,,,,,100000.0,,0.0,,,,,,,,,,12100000.0,12100000.0,-1900000.0,115200000.0,,,193600000.0,,,21400000.0,,27600000.0,-87600000.0,-3900000.0,-28200000.0,492800000.0,27600000.0,,,,18400000.0,,8100000.0,,,713900000.0,,,,,117600000.0,,,,,100000.0,,,,,-8500000.0,,0.0625,,,,,-6800000.0,,0.0,,,,,,,,,,,,,,,,12100000.0,,,,741500000.0,954500000.0,,,,,,,,,10200000.0,2500000.0,,,,5800000.0,2500000.0,,,7700000.0,,,,,,,,,,,,,,
938649600,23200000.0,,609600000.0,0.055,,44200000.0,34300000.0,-12400000.0,,2800000.0,,824800000.0,,,,,,158700000.0,,,,,,,,400000.0,,-22100000.0,,,7100000.0,,,,,,,,33400000.0,,,,,,,190909091.0,,,,61500000.0,,,544900000.0,,17500000.0,64700000.0,,,233300000.0,21000000.0,1100000.0,,,377200000.0,,,10800000.0,,,,,,,28000000.0,,,,,,,,,-100000.0,,200000.0,,,,,,,,,,10500000.0,10500000.0,200000.0,114800000.0,,,190909091.0,,,11000000.0,,26400000.0,-97700000.0,15600000.0,-23200000.0,509300000.0,35700000.0,,,,23900000.0,,7000000.0,,,727100000.0,,,,,114500000.0,,,,,200000.0,,,,,4600000.0,,0.055,,,500000.0,,-12200000.0,,0.0,,,,,,,,,,,,,,,,10500000.0,,,,753500000.0,986800000.0,,,,,,,,,10200000.0,7100000.0,,,,5800000.0,7100000.0,,,6500000.0,,,,,,,,,,,,,,
946598400,27400000.0,,598400000.0,,,50700000.0,37600000.0,18000000.0,,4900000.0,,851400000.0,,,,81700000.0,,176000000.0,39400000.0,,16600000.0,-126700000.0,22200000.0,,192612000.0,8100000.0,225800000.0,-30300000.0,,,16600000.0,,,23000000.0,0.0,,15100000.0,39400000.0,38100000.0,,,527800000.0,,-108600000.0,,,,19100000.0,598400000.0,75300000.0,900000.0,,527800000.0,-11900000.0,22500000.0,70600000.0,,,225800000.0,23300000.0,-3300000.0,,,391400000.0,75300000.0,,12600000.0,498000000.0,5200000.0,25800000.0,191656000.0,448300000.0,39400000.0,15900000.0,991600000.0,,8000000.0,765800000.0,15900000.0,,,42400000.0,0.0,,-100000.0,,,,29800000.0,,,391400000.0,-126300000.0,,13800000.0,13800000.0,100000.0,106700000.0,,20000000.0,,39300000.0,0.205,49300000.0,,23000000.0,-108600000.0,-9400000.0,-27400000.0,498000000.0,29800000.0,,,,25000000.0,,8700000.0,,500000.0,742800000.0,,,,70600000.0,125300000.0,,742800000.0,,,500000.0,106700000.0,114800000.0,,,9600000.0,170500000.0,,128100000.0,,500000.0,,21900000.0,,7100000.0,0.0,,,25000000.0,,16600000.0,618800000.0,0.205,0.0,11400000.0,,65200000.0,,22900000.0,,13800000.0,,16600000.0,,765800000.0,991600000.0,-1300000.0,,,,88800000.0,,,,10700000.0,16600000.0,,,851400000.0,4900000.0,16600000.0,,37600000.0,8000000.0,,,,,,,,,,,,,,
954460800,30161000.0,,624729000.0,0.08,,55914000.0,55675000.0,-6163000.0,,4689000.0,,880635000.0,,,,,,189172000.0,,,,,,,,-12181000.0,,-30511000.0,,,16160000.0,,,,,,,,42064000.0,,,,,,,191984000.0,,,,90540000.0,,,529744000.0,,25415000.0,94985000.0,,,251792000.0,25753000.0,-1305000.0,,,406843000.0,,,13850000.0,,,,,,,12780000.0,,,,,,,,,0.0,,0.0,,,,,,,,,,15249000.0,15249000.0,183000.0,118923000.0,,,192812000.0,,,28467000.0,,24095000.0,-120366000.0,1589000.0,-29206000.0,497733000.0,32011000.0,,,,29714000.0,,10166000.0,,,760269000.0,,,,,133258000.0,,,,,223000.0,,,,,-455000.0,,0.08,,,493000.0,,-739000.0,,16615000.0,,,,,,,,,,,,,,,,15249000.0,,,,784364000.0,1036156000.0,,,,,,,,,11903000.0,16160000.0,,,,4929000.0,16160000.0,,,9596000.0,,,,,,,,,,,,,,
962323200,37012000.0,,646202000.0,0.1,,63396000.0,36792000.0,-42601000.0,,4690000.0,,906279000.0,,,,,,190737000.0,,,,,,,,-12809000.0,,-24447000.0,,,9677000.0,,,,,,,,48466000.0,,,,,,,190280000.0,,,,109599000.0,,,565827000.0,,30676000.0,80375000.0,,,266925000.0,26384000.0,1197000.0,,,412254000.0,,,14930000.0,,,,,,,10058000.0,,,,,,,,,0.0,,-178000.0,,,,,,,,,,19059000.0,19059000.0,-1306000.0,131732000.0,,,190820000.0,,,-7960000.0,,20915000.0,-131641000.0,25924000.0,-25644000.0,531578000.0,34249000.0,,,,28082000.0,,11617000.0,,,774638000.0,,,,,127341000.0,,,,,60000.0,,,,,-6483000.0,,0.1,,,493000.0,,-33604000.0,,16160000.0,,,,,,,,,,,,,,,,19059000.0,,,,795553000.0,1062478000.0,,,,,,,,,11454000.0,9677000.0,,,,5030000.0,9677000.0,,,15501000.0,,,,,,,,,,,,,,
970272000,23577000.0,,659369000.0,0.0675,,46628000.0,29624000.0,-746000.0,,7235000.0,,937199000.0,,,,,,160265000.0,,,,,,,,4709000.0,,-30921000.0,,,4617000.0,,,,,,,,34443000.0,-12048000.0,,,,,,184868000.0,,,,121981000.0,,,581668000.0,,18430000.0,77701000.0,,,261577000.0,23051000.0,0.0,,,412627000.0,,,12185000.0,,,,,,,20578000.0,,,,,,,,,0.0,,0.0,,,,,,,,,,12383000.0,12383000.0,216000.0,127023000.0,,,185436000.0,,,29383000.0,,19198000.0,-142311000.0,-3522000.0,-30921000.0,536556000.0,45112000.0,,,,29067000.0,,6047000.0,,,794888000.0,,,,,113637000.0,,,,,39000.0,,,,,-5060000.0,,0.0675,,,493000.0,,-1538000.0,,9677000.0,,,,,,,,,,,,,,,,12383000.0,,,,814086000.0,1075663000.0,,,,,,,,,10866000.0,4617000.0,,,,5363000.0,4617000.0,,,19010000.0,,,,,,,,,,,,,,
978220800,14653000.0,-26876000.0,644201000.0,,,38214000.0,27988000.0,30229000.0,,3772000.0,,960674000.0,,,,98749000.0,,152449000.0,53795000.0,,10184000.0,-110379000.0,20199000.0,,187896000.0,20278000.0,242613000.0,-23520000.0,,,10184000.0,,,17139000.0,0.0,,20386000.0,53795000.0,25873000.0,-1120000.0,,567503000.0,,-153352000.0,,,,-19281000.0,644201000.0,129085000.0,495000.0,,567503000.0,-7587000.0,9964000.0,76698000.0,,,242613000.0,23561000.0,108000.0,,,418784000.0,129085000.0,,12341000.0,515476000.0,16615000.0,30690000.0,187288000.0,488471000.0,53795000.0,22698000.0,1067074000.0,,17044000.0,824461000.0,22698000.0,,,53306000.0,0.0,,178000.0,,,,52027000.0,,,418784000.0,-109399000.0,,7104000.0,7104000.0,188000.0,106745000.0,,-3000.0,,45443000.0,0.2875,52902000.0,,17139000.0,-153352000.0,-23815000.0,-24608000.0,515476000.0,52027000.0,102986000.0,,,31666000.0,,2860000.0,,493000.0,807322000.0,,,102986000.0,76698000.0,114235000.0,,807322000.0,,,173000.0,106745000.0,102792000.0,,,5567000.0,204152000.0,,150846000.0,,493000.0,,28294000.0,,4617000.0,0.0,,,31666000.0,,10184000.0,692623000.0,0.2875,0.0,-6431000.0,,84485000.0,,176000.0,,7104000.0,,10184000.0,,824461000.0,1067074000.0,-719000.0,,,,105403000.0,,,,11220000.0,10184000.0,,,960674000.0,4877000.0,10184000.0,,27988000.0,17044000.0,,,,,,,,,,,,,,
985996800,23312000.0,,640992000.0,0.025,,37114000.0,38118000.0,4694000.0,,894000.0,,959688000.0,,,,,,154086000.0,,,,,,,,-7742000.0,,-10353000.0,,,5520000.0,,,,,,,,34863000.0,,,,,,,182044000.0,,,,133468000.0,,,563566000.0,,7126000.0,77426000.0,,,241724000.0,13802000.0,0.0,,,419538000.0,,,13802000.0,,,,,,,4930000.0,,,,,,,,,0.0,,0.0,,,,,,,,,,4383000.0,4383000.0,204000.0,114487000.0,,,182840000.0,,,17964000.0,,16972000.0,-153352000.0,-12275000.0,-10353000.0,512224000.0,51342000.0,,,,0.0,,2743000.0,,,806336000.0,,,105512000.0,,116972000.0,,,31629000.0,,342000.0,,,,,-4664000.0,,0.025,,,494000.0,,7611000.0,,10184000.0,,,,,,,,,,,,,,,,4383000.0,,,,823308000.0,1065032000.0,,,,,,-3971000.0,,,11551000.0,5520000.0,,,,4839000.0,5520000.0,,,7679000.0,,,,,,,,,,,,,,
993859200,8049000.0,,665047000.0,0.01,,26225000.0,43390000.0,-8182000.0,,-1207000.0,,962101000.0,,,,,,157639000.0,,,,,,,,762000.0,,-14457000.0,,,18170000.0,,,,,,,,20326000.0,,,,,,,182592000.0,,,,135421000.0,,,575770000.0,,3176000.0,89277000.0,,,267247000.0,18176000.0,0.0,,,423121000.0,,,18176000.0,,,,,,,19352000.0,,,,,,,,,0.0,,0.0,,,,,,,,,,1953000.0,1953000.0,22000.0,113725000.0,,,183564000.0,,,5507000.0,,16811000.0,-153352000.0,21600000.0,-14457000.0,525107000.0,50663000.0,,,,0.0,,1223000.0,,,808749000.0,,,104197000.0,,131414000.0,,,30592000.0,,1101000.0,,,,,12650000.0,,0.01,,,495000.0,,-8950000.0,,5520000.0,,,,,,,,,,,,,,,,1953000.0,,,,825560000.0,1092807000.0,,,,,,-3442000.0,,,12277000.0,18170000.0,,,,4169000.0,18170000.0,,,15295000.0,,,,,,,,,,,,,,
1001808000,9098000.0,,660734000.0,0.0125,,21919000.0,43454000.0,20096000.0,,-1784000.0,,977849000.0,,,,,,156807000.0,,,,,,,,-522000.0,,-27289000.0,,,14803000.0,,,,,,,,20875000.0,,,,,,,182892000.0,,,,137543000.0,,,490282000.0,,3451000.0,170452000.0,,,248539000.0,12821000.0,0.0,,,422789000.0,,,12821000.0,,,,,,,9322000.0,,,,,,,,,0.0,,0.0,,,,,,,,,,2122000.0,2122000.0,-446000.0,114247000.0,,,183716000.0,,,29770000.0,,15437000.0,-153352000.0,-5848000.0,-27289000.0,440530000.0,49752000.0,,,,0.0,,1329000.0,,,824497000.0,,,97491000.0,,134888000.0,,,33272000.0,,298000.0,,,,,-3367000.0,,0.0125,,,495000.0,,2481000.0,,18170000.0,,,,,,,,,,,,,,,,2122000.0,,,,839934000.0,1088473000.0,,,,,,-6194000.0,,,11777000.0,14803000.0,,,,5201000.0,14803000.0,,,93726000.0,,,,,,,,,,,,,,
1009756800,-2257000.0,,756754000.0,,,11076000.0,30228000.0,1113000.0,,1089000.0,,1051342000.0,30749000.0,,,58132000.0,,138452000.0,3144000.0,,78241000.0,-90714000.0,18480000.0,,183412000.0,-4121000.0,312204000.0,-38611000.0,,,78241000.0,,,15833000.0,0.0,,-1008000.0,3144000.0,8932000.0,,,638643000.0,,-199281000.0,,,,17721000.0,756754000.0,132229000.0,2003000.0,,638643000.0,-23341000.0,-8641000.0,118111000.0,,,312204000.0,13333000.0,0.0,,,418575000.0,132229000.0,,13333000.0,553891000.0,10184000.0,1968000.0,182620000.0,522927000.0,3144000.0,9116000.0,1180098000.0,,46033000.0,867894000.0,9116000.0,,,58132000.0,21987000.0,,0.0,,,,62765000.0,,,418575000.0,-90710000.0,,-5314000.0,-5314000.0,-2113000.0,118368000.0,,-11623000.0,,46794000.0,0.0175,14132000.0,,15833000.0,-199281000.0,87917000.0,-38615000.0,553891000.0,62765000.0,65589000.0,,,11101000.0,,-3327000.0,,495000.0,852061000.0,,,65589000.0,118111000.0,127376000.0,,852061000.0,30749000.0,,262000.0,118368000.0,67373000.0,,,63438000.0,84057000.0,,72719000.0,,495000.0,,-24483000.0,,14803000.0,21987000.0,,-5356000.0,11101000.0,,78241000.0,606984000.0,0.0175,0.0,68057000.0,,5112000.0,,91394000.0,,-5314000.0,,78241000.0,,867894000.0,1180098000.0,-2333000.0,,,,25925000.0,-5356000.0,,,11189000.0,78241000.0,,,1051342000.0,4271000.0,78241000.0,,30228000.0,46033000.0,,,,,,,,,,,,,,
1017532800,14286000.0,,706624000.0,0.01,,27374000.0,50536000.0,15219000.0,,-1704000.0,,1071819000.0,,,,,,166903000.0,,,,,,,,6012000.0,,-33759000.0,,,32319000.0,,,,,,,,28119000.0,,,,1000.0,,,184180000.0,,,,133869000.0,,,617215000.0,,5868000.0,89409000.0,,,256965000.0,13088000.0,0.0,,,443925000.0,,,13088000.0,,,,,,,3996000.0,,,,,,,,,21987000.0,,-13501000.0,,,,,,,,,,5696000.0,3668000.0,-4153000.0,112356000.0,,,185392000.0,,,32489000.0,,26071000.0,-199281000.0,-44652000.0,-33759000.0,536801000.0,58427000.0,,,,0.0,,2200000.0,,,872538000.0,,,86328000.0,,139529000.0,,,30003000.0,,1103000.0,,,,,-45922000.0,,0.01,,,497000.0,,-1270000.0,,78241000.0,,,,,,,,,,,,,,,,5696000.0,,,,898609000.0,1155574000.0,,,,,,-4749000.0,,,13833000.0,32319000.0,,,,4265000.0,32319000.0,,,8870000.0,,,,,,,,,,,,,,
