,annualBeginningCashPosition,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualCurrentAssets,trailingInterestExpense,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingOperatingExpense,trailingCapitalExpenditure,quarterlyBasicAverageShares,annualAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,annualGrossPPE,annualRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyChangeInAccountPayable,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyOperatingExpense,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,annualOtherCurrentAssets,annualCostOfRevenue,annualTaxProvision,quarterlyTaxProvision,quarterlyRepaymentOfDebt,annualCurrentDebt,annualStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyEbitda,annualGrossProfit,quarterlyPretaxIncome,quarterlyNetPPE,trailingTaxProvision,quarterlyRetainedEarnings,quarterlyCommonStockIssuance,annualInventory,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyOperatingIncome,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,annualFreeCashFlow,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,annualChangeInInventory,annualOperatingExpense,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyTotalRevenue,trailingFreeCashFlow,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualLongTermDebt,annualCashDividendsPaid,annualPretaxIncome,quarterlyLongTermDebt,annualBasicAverageShares,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,trailingPretaxIncome,annualAccountsReceivable,annualNetIncome,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualGoodwill,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualInvestingCashFlow,quarterlyInventory,annualRetainedEarnings,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualBasicEPS,trailingStockBasedCompensation,quarterlyGoodwill,trailingSaleOfInvestment,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,annualTotalRevenue,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,trailingOtherIncomeExpense,quarterlyInvestingCashFlow,annualDilutedAverageShares,quarterlyEndCashPosition,annualEndCashPosition,trailingOperatingIncome,annualCurrentLiabilities,annualNetPPE,quarterlyBasicEPS,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,annualOtherShortTermInvestments,annualOperatingIncome,trailingCashFlowFromContinuingFinancingActivities,annualOtherIncomeExpense,trailingEndCashPosition,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,annualChangeInAccountPayable,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualAccountsPayable,annualEbitda,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,quarterlyOtherNonCurrentAssets,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualIncomeTaxPayable,trailingChangeInInventory,trailingChangeInAccountPayable,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
481075200,,,,,,,,,,,,,,,,,,136914543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374800000.0,,,,,,,,,,,,,374800000.0,,,,,,0.15341,,,,,,,,,,,374800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136914543.0,,22100000.0,,,,,,,,,,,,,,,,,,,,,,0.15341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488937600,0.0,,,558600000.0,,9900000.0,,15900000.0,,12900000.0,,,84100000.0,,,,,,-312800000.0,,191500000.0,704500000.0,,577200000.0,,,,,,,,,204800000.0,,,,,,,,9900000.0,1062300000.0,64700000.0,,,21200000.0,,,-918800000.0,397200000.0,,391700000.0,,493000000.0,,323000000.0,,,407800000.0,,,-918800000.0,,,,389200000.0,34100000.0,,0.0,,,,704500000.0,,236500000.0,226000000.0,,558600000.0,380000000.0,,,,84100000.0,,-312800000.0,129100000.0,,148800000.0,129100000.0,138557095.0,204800000.0,,,,84100000.0,,966400000.0,,,966400000.0,,,,,,,0.0,,577200000.0,,,,,163200000.0,,0.0,323000000.0,493000000.0,,,23400000.0,0.60697,,,,,,1459500000.0,,34100000.0,,,,,,,141670738.0,,0.0,,226000000.0,391700000.0,,,,,160700000.0,,4000000.0,,3200000.0,,0.0,163200000.0,14300000.0,,,14300000.0,21200000.0,,205700000.0,,0.0,,,,3200000.0,407800000.0,,14300000.0,14300000.0,,389200000.0,0.59363,12900000.0,,,,,,,,,,,,,,,,,,,,,,
496886400,,,,,,,,,,,,,,,,,,139808096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367300000.0,,,,,,,,,,,,,367300000.0,,,,,,0.11339,,,,,,,,,,,367300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139808096.0,,16500000.0,,,,,,,,,,,,,,,,,,,,,,0.12006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504835200,,,,,,,,,,,,,,,,,,140109445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398000000.0,,,,,,,,,,,,,398000000.0,,,,,,0.12673,,,,,,,,,,,398000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140109445.0,,18000000.0,,,,,,,,,,,,,,,,,,,,,,0.12673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512611200,,,,,,,,,,,,,,,,,,140569715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442000000.0,,,,,,,,,,,,,442000000.0,,,,,,0.14674,,,,,,,,,,,442000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140569715.0,,20600000.0,,,,,,,,,,,,,,,,,,,,,,0.14674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520473600,0.0,,,712400000.0,,15200000.0,,24000000.0,,33300000.0,,,88200000.0,,,,,,-372200000.0,,237200000.0,887600000.0,,672200000.0,,,,,,,,,265700000.0,,,,,,,,15200000.0,1258100000.0,67200000.0,,,79800000.0,,,-1033200000.0,472100000.0,,515400000.0,,561900000.0,,411200000.0,,,557300000.0,,,-1033200000.0,,,,597500000.0,44200000.0,,0.0,,,,887600000.0,,295300000.0,345500000.0,,712400000.0,520200000.0,,,,88200000.0,,-372200000.0,207800000.0,,155400000.0,207800000.0,150265776.0,265700000.0,,,,88200000.0,,1269700000.0,,,1269700000.0,,,,,,,0.0,,672200000.0,,,,,252000000.0,,0.0,411200000.0,561900000.0,,,30700000.0,0.58696,,,,,,1730200000.0,,44200000.0,,,,,,,153760329.0,,0.0,,345500000.0,515400000.0,,,,,176800000.0,,2600000.0,,8600000.0,,0.0,252000000.0,18400000.0,,,18400000.0,79800000.0,,234900000.0,,0.0,,,,8600000.0,557300000.0,,18400000.0,18400000.0,,597500000.0,0.57362,33300000.0,,,,,,,,,,,,,,,,,,,,,,
528422400,,,,,,,,,,,,,,,,,,141322339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444300000.0,,,,,,,,,,,,,444300000.0,,,,,,0.12006,,,,,,,,,,,444300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141322339.0,,18900000.0,,,,,,,,,,,,,,,,,,,,,,0.12673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536371200,,,,,,,,,,,,,,,,,,152238381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445700000.0,,,,,,,,,,,,,445700000.0,,,,,,0.14007,,,,,,,,,,,445700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152238381.0,,21200000.0,,,,,,,,,,,,,,,,,,,,,,0.14007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544147200,,,,,,,,,,,,,,,,,,152355322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470600000.0,,,,,,,,,,,,,470600000.0,,,,,,0.11339,,,,,,,,,,,470600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152355322.0,,17600000.0,,,,,,,,,,,,,,,,,,,,,,0.11339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552009600,0.0,,,752800000.0,,48800000.0,,30100000.0,,39500000.0,,,85200000.0,,,,,,-427700000.0,,259100000.0,1011500000.0,,751600000.0,,,,,,,,,282800000.0,,,,,,,,48800000.0,1372300000.0,71500000.0,,,69100000.0,,,-1181900000.0,504300000.0,,583800000.0,,610800000.0,,410500000.0,,,672900000.0,,,-1181900000.0,,,,674100000.0,51300000.0,,0.0,,,,1011500000.0,,325600000.0,351900000.0,,752800000.0,516000000.0,,,,85200000.0,,-427700000.0,270900000.0,,156700000.0,270900000.0,153898954.0,282800000.0,,,,85200000.0,,1425700000.0,,,1425700000.0,,,,,,,0.0,,751600000.0,,,,,322200000.0,,0.0,410500000.0,610800000.0,,,27500000.0,0.55361,,,,,,1876600000.0,,51300000.0,,,,,,,155775771.0,,0.0,,351900000.0,583800000.0,,,,,178700000.0,,8100000.0,,49600000.0,,0.0,322200000.0,17200000.0,,,17200000.0,69100000.0,,245200000.0,,0.0,,,,49600000.0,672900000.0,,17200000.0,17200000.0,,674100000.0,0.54694,39500000.0,,,,,,,,,,,,,,,,,,,,,,
559958400,,,,,,,,,,,,,,,,,,152355322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498500000.0,,,,,,,,,,,,,498500000.0,,,,,,0.14007,,,,,,,,,,,498500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152355322.0,,21800000.0,,,,,,,,,,,,,,,,,,,,,,0.14007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567907200,,,,,,,,,,,,,,,,,,153467766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528600000.0,,,,,,,,,,,,,528600000.0,,,,,,0.16675,,,,,,,,,,,528600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153467766.0,,25400000.0,,,,,,,,,,,,,,,,,,,,,,0.16675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575769600,,,,,,,,,,,,,,,,,,164106447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574500000.0,,,,,,,,,,,,,574500000.0,,,,,,0.16675,,,,,,,,,,,574500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164106447.0,,27500000.0,,,,,,,,,,,,,,,,,,,,,,0.16675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583632000,0.0,,,950600000.0,,69800000.0,,39000000.0,,35900000.0,,,106500000.0,,,,,,-503000000.0,,,1195300000.0,,830200000.0,,,,,,,,,326300000.0,,,,,,,,69800000.0,1965400000.0,57300000.0,,,84600000.0,,,-1435700000.0,286300000.0,,692300000.0,,651500000.0,,502600000.0,,,791200000.0,,,-1435700000.0,,,,911600000.0,52000000.0,,0.0,,,,1195300000.0,,84800000.0,410900000.0,,950600000.0,614500000.0,,,,106500000.0,,-503000000.0,405800000.0,,163800000.0,405800000.0,162928740.0,326300000.0,,,,106500000.0,,1741800000.0,,,1741800000.0,,,,,,,42900000.0,,830200000.0,,,,,500700000.0,,0.0,502600000.0,651500000.0,,,32400000.0,0.65366,,,,,,2251700000.0,,52000000.0,,,,,,,162928740.0,,0.0,,410900000.0,692300000.0,,,,,201500000.0,,1300000.0,,63000000.0,,0.0,500700000.0,20000000.0,,,20000000.0,84600000.0,,286300000.0,,42900000.0,,,,63000000.0,791200000.0,,20000000.0,20000000.0,,911600000.0,0.65366,35900000.0,,,,,,,,,,,,,,,,,,,,,,
591580800,,,,,,,,,,,,,,,,,,163788606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595700000.0,,,,,,,,,,,,,595700000.0,,,,,,0.14007,,,,,,,,,,,595700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163788606.0,,23300000.0,,,,,,,,,,,,,,,,,,,,,,0.14007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
